"y","temp","rain","wet","snow","cloud","dust","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m25","m35","m45","m50","m55","m65","f15","f20","f25","f35","f50","f60","f65","f70","bus_passenger","sub_passenger"
15,25.9,0,46,0,10,27,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3167.1644,1619.53,1336.4579,1263.524,1103.1048,503.6365,1794.7107,6490.1611,3323.173,1346.8857,1068.7681,748.8111,605.6526,1249.1091,839,4012
17,25.2,0,48,0,10,16,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3621.9854,1882.7649,1412.6264,1288.3014,1037.6809,479.7236,1904.01,6907.5516,4034.0351,1609.5057,1032.9412,775.3695,598.4385,1275.3754,1079,4447
16,24.4,0,52,0,8,13,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3805.6141,1870.2399,1275.4185,1216.5887,1031.7598,484.529,1927.5828,7226.5702,4312.2731,1532.3256,1025.3563,775.6221,616.6992,1222.5747,820,2964
7,23.8,0,55,0,10,14,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3999.0249,1748.1945,1306.4394,1146.2983,980.172,479.7976,1910.1963,7428.5561,4306.9962,1488.3591,963.2074,722.259,591.3257,1215.5517,656,2805
14,23.3,0,59,0,4,19,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4049.0056,1673.8118,1272.9721,1104.8858,865.4721,489.4823,1814.7002,7224.7105,4334.2879,1439.0412,857.9963,746.5925,619.5971,1182.0415,635,2911
8,23,0,61,0,8,19,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3965.3675,1605.5462,1166.2462,1017.0193,836.7661,474.9085,1485.4114,7098.7689,4258.8578,1453.718,828.5431,688.779,616.4542,1212.2447,705,2879
8,22.9,0,62,0,8,26,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3837.1228,1450.0356,1075.5448,897.331,785.7325,424.7691,1382.373,6594.657,4072.3251,1361.4718,770.2631,598.032,532.6044,1160.6031,420,1625
8,22.7,0,64,0,7,21,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801.6422,1417.9236,1041.33,889.1983,779.3224,405.9717,1289.0554,6327.9285,4057.5434,1303.459,744.1545,600.2517,516.2118,1122.6308,204,350
5,22.6,0,67,0,6,27,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778.447,1354.2693,1033.5204,882.5615,755.7194,426.4243,1233.9081,6359.4592,4058.2691,1299.6688,748.3389,588.8123,519.6873,1132.9877,97,0
1,22.5,0,69,0,7,22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768.8915,1349.9839,1041.1227,856.457,767.0439,423.49,1203.8404,6354.218,4105.592,1316.7482,733.1255,571.4844,530.3972,1186.8537,60,0
4,22.4,0,70,0,3,16,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758.987,1332.2303,1045.264,863.1037,745.9549,424.4237,1198.9662,6315.3963,4103.5597,1327.9529,731.5366,588.4501,536.7968,1181.7936,41,0
2,22.1,0,72,0,2,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3702.8273,1329.1305,1035.7951,831.0584,757.6589,426.849,1207.6808,6318.4616,4075.3178,1333.1704,708.6319,637.103,542.0548,1162.0156,35,12
2,22.1,0,73,0,4,19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654.6087,1307.6914,1034.2376,817.4051,761.4715,434.353,1152.2337,6210.1881,4037.0039,1322.9,733.1255,589.2693,536.3547,1146.8922,110,653
4,22.1,0,74,0,7,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590.3251,1320.6687,1072.5321,869.7098,796.0827,406.4755,1151.661,6121.0263,3960.6263,1332.6883,771.3145,615.4959,553.0218,1264.4056,246,1015
9,22.3,0,74,0,8,14,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421.2613,1397.6854,1199.3104,1023.971,911.5765,461.1314,1230.9078,5887.8858,3764.1026,1346.6356,872.6074,660.0368,533.1752,1324.3679,526,2951
18,23.3,0,71,0,7,16,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.5192,1350.2763,1308.6816,1071.8574,1024.5642,496.8256,1294.5242,5970.3964,3416.6698,1358.3839,1010.443,702.2928,553.0383,1403.3566,840,4952
7,24.4,0,66,0,8,19,1,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994.3985,1464.6869,1287.9675,1167.3481,1082.0068,542.2224,1399.1002,5717.015,3101.1756,1368.5773,1121.9016,725.5876,632.0497,1395.4345,614,3107
5,25.5,0,62,0,7,27,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3005.7776,1491.7872,1340.7557,1181.4938,1050.0784,548.6904,1491.1504,5827.0777,3089.0729,1421.1363,1082.5652,798.8391,738.7889,1419.0074,441,1827
4,26.9,0,58,0,8,20,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3038.8571,1453.4469,1340.3814,1163.0901,1034.9272,535.2539,1640.307,6220.0858,3115.9788,1483.9149,1087.8424,762.9924,693.1252,1269.8287,372,1752
6,26.8,0,58,0,9,33,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3006.7495,1523.0874,1278.2369,1120.9499,1049.9906,527.6007,1752.5167,6310.0281,3073.9392,1466.5157,1082.3082,822.0589,675.454,1251.4485,390,1932
3,27.1,0,59,0,9,26,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2995.6104,1504.9428,1303.5811,1197.0263,1118.5454,558.2344,1731.5755,6419.344,2943.1502,1419.9183,1156.6407,784.9245,681.817,1372.0347,469,2195
8,27.5,0,59,0,10,21,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2971.5769,1418.4796,1334.207,1180.8206,1109.8467,565.583,1691.4683,6165.5296,2933.4689,1378.2599,1157.6391,819.3576,719.6125,1393.0459,537,2361
10,28,0,59,0,10,25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3022.2039,1532.4847,1355.2309,1186.0735,1103.7489,578.282,1718.3608,6062.6046,3133.9042,1291.1906,1121.8629,867.4085,712.7096,1386.5694,576,2510
7,28.2,0,59,0,10,24,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3091.4633,1560.5135,1305.2501,1169.7633,1072.9577,529.5275,1751.6254,6335.9841,3183.0716,1304.7952,1057.8434,800.64,655.8954,1367.6304,659,3208
16,27.8,0,63,0,10,26,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3126.5582,1614.0658,1233.1012,1145.7191,1062.0741,480.8566,1865.4131,6455.5376,3260.3156,1406.3605,1024.4869,815.6912,597.5453,1322.3559,844,4084
23,27.1,0,64,0,10,26,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3489.2392,1680.4255,1411.9726,1175.1132,1073.3911,501.7288,1952.1756,7129.9572,4003.8594,1483.179,1052.5607,769.9914,620.9946,1357.554,992,4448
21,26.7,0,66,0,10,12,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3869.7826,1818.0671,1378.4339,1103.945,1036.3092,500.2436,2100.0515,7408.0714,4340.0131,1506.6706,965.6345,756.5517,613.3135,1295.6683,795,3068
16,26.3,0,66,0,10,18,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3863.3816,1649.8099,1276.2116,1084.746,975.0889,483.7226,2015.664,7482.5388,4259.6442,1424.9878,944.496,702.8102,620.524,1304.4231,694,2967
9,26,0,68,0,10,17,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3810.8612,1609.715,1206.7137,989.9947,895.7907,486.1613,1868.39,7449.7781,4353.3512,1437.9344,878.3619,705.7337,613.2956,1338.0506,686,3017
13,25.6,0,70,0,9,21,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3871.9892,1570.0584,1146.0035,917.5107,853.7977,462.1311,1566.9543,7063.5712,4207.8555,1426.7017,855.8138,711.4972,587.1141,1342.7041,729,3053
11,25.3,0,72,0,8,21,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3815.0605,1442.5916,1104.465,876.8544,824.2047,435.5151,1411.6878,6596.9655,4093.1024,1322.8765,783.2231,638.8146,515.5507,1172.629,437,1748
6,24.7,0.1,76,0,10,20,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787.3509,1339.1141,1055.8183,836.502,798.6701,418.8449,1282.3427,6566.3147,4042.333,1336.2686,766.1514,632.7493,499.9715,1149.8618,323,735
2,24.6,0,75,0,10,10,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3797.2096,1345.5305,1093.1204,842.6267,812.3166,435.3272,1263.5121,6496.2383,4049.9628,1319.0381,750.0341,629.3011,531.5395,1169.4243,199,0
1,23.9,0,79,0,10,24,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790.7978,1371.7971,1053.8737,828.9931,801.6366,450.551,1240.9679,6402.8051,4117.2847,1301.4355,756.2707,621.6725,529.2233,1205.9321,117,0
0,23.7,0,79,0,9,15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800.9524,1402.088,1085.7016,829.0847,807.013,428.3758,1188.4891,6327.5769,4062.7201,1315.4055,737.2315,613.5927,515.4986,1203.9588,47,0
1,23.6,0,79,0,9,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779.6961,1343.2092,1077.0297,845.6798,821.9443,432.8869,1143.6479,6302.9829,4098.8,1322.663,741.1324,606.477,522.5005,1186.3964,52,9
2,23.6,0,77,0,9,19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3753.2606,1361.0088,1015.0471,854.0269,807.3858,421.5443,1092.7512,6242.1692,4075.5373,1365.2036,774.1147,601.6117,515.2976,1236.3996,94,679
1,23.5,0,77,0,9,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683.5443,1432.4787,1080.0572,941.2098,796.1264,432.9986,1113.7271,6164.6064,3996.695,1357.6258,795.024,625.3791,530.6449,1261.7339,240,979
12,23.5,0,77,0,9,14,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502.425,1508.9244,1212.9081,995.7275,835.8493,458.2147,1181.6864,6044.3234,3804.2709,1358.5264,844.6697,641.2853,555.9726,1261.2328,516,2727
12,23.8,0,77,0,9,20,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086.6545,1474.0283,1226.9764,1084.7793,921.0463,521.4305,1329.8058,5854.7884,3488.6089,1359.7676,984.929,696.2072,615.4853,1334.0667,869,4903
10,24.8,0,72,0,9,16,1,1,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884.7084,1527.2481,1278.9165,1167.9716,956.6186,547.3087,1456.245,5574.4255,3167.3422,1355.4235,1026.8927,737.8495,572.8162,1302.031,585,3040
11,26.4,0,70,0,9,21,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2842.7153,1542.8121,1327.3462,1204.2622,1007.2857,528.1293,1475.2905,5715.5684,3096.9351,1406.8059,1015.2064,760.4026,597.3276,1359.167,398,1822
2,27.8,0,67,0,7,19,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2857.0602,1590.0067,1378.8166,1163.3495,1008.6395,539.568,1557.6817,5874.59,3173.4832,1404.4036,1098.9543,782.4458,633.2045,1375.835,390,1762
10,29.1,0,64,0,8,42,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2925.3297,1560.8623,1345.3388,1220.7668,1001.2783,488.3824,1704.689,5991.3185,3067.1363,1446.0724,1059.511,754.5668,639.207,1219.6623,442,2023
3,29.2,0,66,0,9,47,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2899.2662,1513.612,1367.1427,1190.4309,1051.5547,506.9135,1726.0586,6000.6052,3121.7455,1460.0209,1139.3421,778.7468,638.052,1260.094,545,2214
9,29.2,0,65,0,10,30,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2931.9087,1566.419,1349.9103,1155.8105,1102.9099,549.7016,1580.1787,5968.8434,3150.8828,1352.5841,1133.9634,790.7564,623.0189,1250.8251,537,2515
5,29.3,0,66,0,9,33,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2968.3681,1589.2016,1396.4544,1149.6427,1062.2721,528.094,1654.7724,5961.9496,3126.1542,1347.0219,1061.0993,821.0615,656.9102,1423.7417,647,2736
8,29.4,0,67,0,9,25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3052.8478,1637.8798,1351.5005,1214.9109,1092.7497,497.6161,1722.79,6050.175,3270.2524,1367.6236,1084.0686,811.3599,591.618,1283.7265,700,3163
11,26.4,8,87,0,10,35,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3218.2544,1585.5874,1379.6829,1249.9068,1070.3223,516.2884,1953.194,6289.1166,3537.9592,1448.2588,1039.3797,832.4471,573.3825,1327.4949,879,4099
5,26,0,88,0,8,37,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3852.4857,1809.8706,1456.9401,1283.3943,1047.4684,549.2678,2129.3462,7156.7979,4506.6331,1603.6304,1018.6022,808.9232,578.3472,1337.4444,1023,4849
1,25.8,0,89,0,10,13,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4340.3724,1784.747,1397.624,1158.1569,1006.48,479.8285,2241.0153,7808.0474,4861.5439,1468.108,939.9771,782.319,580.5491,1288.9718,896,3178
2,25.6,0,87,0,8,24,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4648.5173,1673.7551,1352.337,1136.99,968.4059,484.2094,2208.4189,8011.4629,5070.7705,1516.4303,943.0766,774.1173,581.1027,1308.7578,690,3169
0,25.5,0,89,0,10,23,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4880.0629,1693.546,1245.8367,1087.3122,899.4312,462.7733,1955.9874,7686.7044,4990.1224,1429.6062,947.9127,726.3096,582.361,1282.6202,787,3564
2,25.3,0.2,90,0,10,32,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4810.4866,1724.9192,1201.4326,1048.2199,895.7682,439.6614,1714.7985,7514.1033,4771.2621,1408.6763,893.2027,723.7815,559.9272,1229.6386,739,3589
2,25.1,0.2,90,0,10,30,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4641.5948,1526.015,1056.3456,894.1306,846.2183,410.3799,1353.8672,6946.9947,4456.3738,1356.6757,788.4082,651.436,504.7259,1151.2733,534,2718
2,23.9,6.2,94,0,10,16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482.3576,1434.1877,988.676,847.7885,798.7008,402.3785,1333.721,6644.7938,4344.1321,1337.051,790.3573,673.2236,489.5338,1151.0835,492,7
1,23.5,4.3,95,0,10,22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4342.7345,1476.085,1005.5098,827.5571,777.1107,421.4468,1287.1113,6553.1972,4272.8779,1354.6266,783.5864,658.471,510.6412,1143.2989,190,0
1,23.5,0,94,0,10,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4232.5695,1392.7728,980.8578,825.0297,792.4892,424.8341,1294.1512,6453.6359,4147.8216,1357.2412,775.719,660.3492,515.562,1150.2427,117,0
1,23.5,0,94,0,10,12,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145.2122,1389.227,971.4834,843.4465,810.5257,423.4724,1225.9762,6358.8651,4031.4596,1378.6761,775.8211,657.6879,505.2057,1181.85,73,0
4,23.6,0,92,0,10,14,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945.9545,1403.4912,939.0134,823.5248,770.378,441.457,1178.1124,6279.4011,3984.9249,1365.1114,777.029,660.8866,507.7269,1199.2584,40,11
1,23.5,0,93,0,9,16,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848.3524,1370.6608,966.8055,802.3581,741.692,431.3421,1068.8641,6163.2826,3891.1725,1380.2579,797.5761,659.9705,505.8297,1214.559,128,718
1,23.3,0,93,0,10,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752.4137,1343.0434,944.1297,782.7656,722.1697,449.3441,1074.241,6070.0503,3824.4342,1349.51,778.569,658.3035,511.0658,1226.1671,186,687
1,23.5,0,93,0,10,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677.1751,1328.1237,953.2815,843.5342,738.713,424.7398,1052.1634,5932.5543,3763.8688,1318.0571,783.7637,678.887,530.2338,1201.6413,188,997
4,23.7,0,92,0,10,19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559.7632,1348.056,1094.5611,839.9562,829.5058,428.8528,1053.5251,5749.5209,3677.5825,1382.3508,843.9555,732.5689,507.4483,1191.3445,373,1567
5,24,0,91,0,10,20,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537.4423,1420.9343,1174.6267,868.7264,808.422,416.3095,1099.612,5519.3157,3582.7654,1441.3859,848.1714,727.2547,550.1975,1153.8351,409,1906
9,24.4,0,89,0,8,19,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3491.8865,1553.1928,1169.4511,949.5543,878.371,464.6087,1200.8489,5483.8126,3543.3482,1508.4512,929.0227,716.0606,539.6388,1195.6337,438,1755
11,25.7,0,85,0,9,13,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3534.7549,1621.3556,1271.2552,957.493,907.6501,474.2156,1225.5886,5567.0638,3569.1664,1644.8959,953.8016,831.0609,511.4949,1209.3489,393,2208
9,26.1,0,80,0,9,20,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3646.4848,1578.5363,1321.4818,957.7293,897.9914,481.8113,1384.5033,5844.1857,3725.1057,1648.0036,997.673,826.1251,539.4197,1204.886,537,2742
8,26.9,0,80,0,8,32,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3698.3726,1647.3595,1312.4866,975.209,918.2284,448.519,1481.1216,5891.5613,3881.1275,1640.9135,1017.1433,841.7187,526.5786,1214.7269,673,2992
3,28.1,0,75,0,8,22,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3697.3191,1605.8623,1285.9662,941.936,834.2254,481.9558,1558.3259,5928.4081,3963.9727,1650.8553,1014.1694,844.2805,528.416,1222.1571,643,3287
6,28.8,0,73,0,7,38,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3816.0686,1681.6878,1303.0977,964.3895,973.3348,469.4523,1655.4419,6090.8571,4087.3064,1594.7919,1051.3047,799.2484,532.3041,1258.7657,660,3438
12,28.9,0,70,0,6,43,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3887.3465,1763.512,1371.0889,1058.0529,1083.948,501.5076,1916.0839,6341.8477,4235.4746,1620.2391,1069.6991,775.6436,634.6631,1228.4146,726,3861
8,29.1,0,66,0,2,29,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4137.3788,1674.4869,1312.1627,1096.452,1074.0947,513.6803,2032.015,6770.1903,4443.4287,1550.3736,1093.1103,838.158,650.1347,1176.2699,697,4182
6,28.8,0,67,0,4,31,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4528.3057,1676.47,1298.6556,1066.2269,1008.7157,489.7584,2165.9707,7286.7026,4668.6958,1466.3334,996.1685,769.4674,605.5939,1149.4158,779,3736
8,27.3,0,75,0,8,28,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4773.2952,1695.7189,1331.0906,1047.7475,994.8649,518.9632,2158.7842,7599.3815,4851.6732,1475.8399,941.0307,759.9374,582.071,1170.1001,647,3289
10,26.5,0,78,0,7,13,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5038.9884,1725.5167,1290.5375,1011.4754,918.7247,488.0725,1922.3623,7994.9302,4886.1579,1485.1674,952.5162,763.1388,584.8255,1182.4285,582,3392
4,25.7,0,81,0,8,8,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4983.2888,1705.1256,1164.4018,972.9545,894.7654,468.2236,1795.041,7914.6088,5017.1305,1380.4064,927.7726,760.1077,577.2701,1201.8065,670,3666
8,25.2,0,83,0,8,14,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4921.9861,1610.8034,1116.6826,983.406,901.7965,427.3001,1749.1902,7826.3286,4954.1637,1361.511,888.9153,754.904,538.6794,1205.3809,627,4046
6,24.8,0,85,0,7,10,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4772.8133,1572.868,1026.7858,901.425,832.2718,395.9924,1441.6295,7190.0478,4603.3143,1312.4956,794.2261,683.234,465.0396,1145.6019,638,2425
15,24.4,0,86,0,4,15,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579.2915,1490.9306,986.9658,879.6448,807.8878,383.1025,1366.9814,6819.677,4480.5546,1344.4599,789.2648,653.1355,473.3762,1127.5097,218,0
8,24,0,89,0,7,25,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424.9302,1444.0131,969.2137,844.4164,802.4718,413.4999,1286.8978,6716.2401,4307.258,1267.8214,777.1305,653.8176,468.2408,1154.845,77,0
6,23.8,0,89,0,8,24,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219.9475,1391.4817,982.7939,861.1987,797.9115,407.545,1269.669,6504.3255,4167.6673,1273.3401,754.7726,657.138,482.6947,1146.3384,33,0
2,23.5,0,91,0,8,20,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.1501,1397.2228,970.7267,863.5677,800.6902,395.6065,1221.1508,6323.9365,4138.3322,1313.2159,763.5505,654.9483,505.5727,1166.8865,30,0
1,23.4,0,92,0,7,20,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934.9916,1368.5795,968.6518,841.4087,793.2253,394.6752,1227.5015,6217.5513,4009.0547,1300.6024,751.8941,649.2224,493.6235,1156.6714,63,7
1,23.2,0,91,0,7,19,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814.4381,1376.8956,985.0965,841.3385,776.073,408.8033,1116.0025,6056.8277,3890.8545,1276.4059,751.8705,619.2705,492.9156,1156.6261,118,564
0,23.1,0,91,0,7,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.372,1342.1262,945.1854,830.3498,763.6149,384.9172,1120.0343,5975.9494,3886.1787,1285.7146,758.905,620.9217,520.7453,1154.3885,118,554
3,23,0,93,0,7,22,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.1668,1315.9543,994.7623,811.1163,763.653,379.1932,1145.1798,5869.1764,3820.0177,1271.5333,761.0874,643.7781,507.3697,1189.9048,123,636
8,23.9,0,90,0,8,21,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629.7437,1346.1474,993.2564,797.7915,748.7474,416.1334,1102.5085,5706.0931,3753.6595,1282.6487,764.1058,659.167,524.4323,1217.7821,225,1095
3,25,0,85,0,8,22,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491.7757,1378.6616,1015.3012,811.4848,745.408,378.7633,1078.8474,5519.9307,3696.8505,1272.1819,819.7604,650.8592,566.8669,1100.6417,289,1408
3,26,0,81,0,9,20,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3484.3434,1448.6166,998.5029,883.9968,819.5681,413.0021,1044.9666,5530.2177,3634.3697,1444.9841,846.8597,725.8056,613.5997,1203.2776,323,1374
4,26.8,0,74,0,9,23,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3471.047,1526.205,1093.7023,878.3657,771.2243,382.4694,1160.4892,5527.9166,3635.2029,1465.2934,879.3403,678.6881,560.7995,1212.6663,306,1533
3,28.1,0,71,0,8,14,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3571.6279,1524.6302,1108.1366,922.4437,814.5223,392.814,1345.9621,5712.3574,3682.5877,1612.0776,862.9234,685.915,555.7827,1240.2526,436,1922
