"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_return","X5_6","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","m20","m25","m30","m35","m45","m50","m55","m65","f0","f10","f15","f20","f25","f65","bus_passenger","sub_passenger"
5,30.1,0,3.6,60,0,4,906.01,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3259.0408,2880.1377,1605.1615,1554.4626,1169.5207,1103.0481,1001.0571,480.4573,537.1188,249.4363,1421.2913,4895.8716,3128.8801,574.8856,769,3333
5,30.1,0,2.6,59,0,1,906.01,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3560.4824,3006.4193,1646.5585,1611.1417,1196.7993,1098.4643,941.4457,430.6083,562.2644,261.1136,1653.2992,5163.6015,3140.5616,566.4559,812,4221
9,28.3,0,3.9,60,0,4,800.89,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4125.6876,3566.1744,2003.4035,1852.4623,1216.479,1105.5857,980.7882,447.3495,550.9017,255.8375,1895.7391,6113.8853,3907.9106,609.8048,982,4627
6,28.3,0,2.9,65,0,9,800.89,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4489.9893,4128.2337,2214.0545,1798.5714,1186.117,1085.8395,1009.2166,464.6862,533.9729,247.9753,1863.951,6597.9281,4342.3177,572.2225,917,3242
2,26.5,0,2.8,73,0,4,702.25,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4707.6615,4282.6244,2280.6331,1836.8906,1207.4223,1109.6651,1003.8368,496.362,507.3594,235.6169,1804.7024,6814.7162,4603.1121,572.8049,639,3114
2,25.2,0,3.1,79,0,0,635.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4934.3289,4455.0836,2321.3697,1799.0886,1135.8916,1070.1162,946.3039,453.8251,502.6711,233.4386,1628.155,6816.2207,4552.0446,558.7765,738,3565
4,24.5,0,2.6,84,0,1,600.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4771.1002,4582.9822,2215.3914,1726.4739,1059.1904,987.3935,916.9651,455.7965,428.1335,198.8243,1366.2156,6547.9149,4448.3907,559.2867,762,3917
1,24.4,0,2,86,0,4,595.36,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4354.4045,4534.5723,2203.6065,1641.3155,1026.6218,795.7939,784.2692,425.5548,420.4598,195.2603,1147.0063,6322.6319,4263.0719,494.6504,598,2744
3,24.2,0,1.4,85,0,3,585.64,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4303.7342,4397.2029,2122.3467,1623.2878,974.0211,810.7091,791.0039,423.3018,405.3606,188.2483,1068.0231,6272.989,4173.4756,491.6775,422,2
4,24.1,0,2.9,87,0,1,580.81,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4151.2663,4220.8885,1988.3948,1535.668,930.792,813.5583,778.3998,422.8837,411.3256,191.0181,1038.8407,6049.7088,4037.2563,497.6719,163,0
0,23.9,0,2.8,85,0,5,571.21,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3938.6634,4053.5692,1931.0017,1421.109,894.5579,801.4078,774.9247,432.6617,390.81,181.4912,978.0275,5925.83,3995.3708,492.6781,81,0
2,23.7,0,1.1,85,0,7,561.69,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3759.0857,3963.5372,1977.252,1420.2544,901.0752,768.7443,800.6754,402.6833,385.1437,178.8595,944.3412,5842.9151,3921.1835,495.6921,51,0
0,23.7,0,2.8,85,0,6,561.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.8215,3786.1715,1991.0854,1468.6339,885.4875,755.8508,776.4053,398.915,374.8504,174.0795,942.5868,5710.4792,3853.5197,506.2839,56,9
1,23.8,0,1.6,87,0,7,566.44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3392.6232,3665.7375,1911.9923,1435.5907,914.1517,755.5026,793.6825,420.391,429.4886,199.4533,874.1944,5537.3247,3802.3316,531.5897,120,718
0,23.7,0,1.8,87,0,6,561.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297.0919,3508.5698,1894.0446,1414.1437,932.8072,734.6864,739.3325,430.9429,397.6704,184.6766,867.6313,5433.8597,3735.477,505.3401,167,714
0,24.1,0,1.7,87,0,7,580.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3224.3628,3468.4174,1859.558,1350.325,973.0186,746.4441,758.5507,422.4526,422.5688,196.2395,851.8097,5289.7859,3678.6831,507.8501,165,883
1,24.6,0,1.9,84,0,8,605.16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3064.0103,3334.49,1842.5135,1326.2802,1015.1329,759.674,821.4489,421.5334,371.2752,172.419,919.6591,5210.6975,3537.1788,507.1481,362,1491
3,25.3,0,3.4,81,0,9,640.09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3083.0929,3265.3005,1802.5865,1396.8165,975.7723,830.999,765.9658,442.0907,442.5666,205.5265,1029.7417,4964.1088,3484.0915,537.6146,406,1785
0,26.2,0,2.3,78,0,8,686.44,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3087.5589,3249.6007,1847.2311,1421.4299,981.9985,834.7251,801.0662,437.7634,461.6767,214.4008,1070.5903,4841.0984,3499.2161,555.5595,377,1609
1,26.6,0,3.3,74,0,8,707.56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3280.1065,3335.3645,1927.0363,1479.6583,1017.937,880.8083,829.1191,429.3371,525.3561,243.9736,1041.9315,4841.0307,3508.3155,572.3696,391,1965
1,27.8,0,2.1,68,0,9,772.84,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3272.5424,3419.7015,1899.2169,1493.1404,1094.1584,886.5438,848.5096,432.7317,642.4265,298.341,1263.4368,4984.389,3498.4573,501.6306,472,2405
1,27.7,0,3.4,71,0,8,767.29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3440.4227,3489.3453,2025.4477,1519.2341,1109.5886,853.4733,815.2453,412.6127,817.3772,379.5875,1433.2016,5259.7187,3633.1612,531.9639,580,2462
0,27.4,0,2.7,74,0,8,750.76,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3572.7124,3549.2404,2049.9439,1580.2971,1114.7185,834.7851,829.0101,391.817,963.9659,447.6628,1520.981,5324.7913,3820.8737,544.4388,562,2667
2,26.9,0,2.2,75,0,9,723.61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3568.1994,3685.5024,2093.2491,1540.1866,1074.938,877.1481,852.1576,418.0412,1018.696,473.0794,1646.4592,5474.3647,3932.2463,545.1661,722,3284
1,27,0,2.9,75,0,7,729,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3784.3742,3855.3297,2161.8229,1589.9105,1101.4902,887.838,906.5065,457.7802,980.5115,455.3467,1779.8329,5680.242,4084.6013,574.1129,624,3669
0,24.9,7.8,1.6,89,0,9,620.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4044.668,3976.5798,2272.8864,1665.3027,1090.7705,912.0001,876.9723,464.9141,970.403,450.6525,1915.7606,6124.4194,4239.5835,574.4562,679,3520
1,24,26.2,1.6,92,0,9,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508.0292,4298.545,2398.7052,1708.4645,1197.6761,935.397,909.7677,461.5381,787.2916,365.6162,1969.6035,6543.9319,4475.2048,549.8102,688,3037
0,24.8,0,1.4,89,0,8,615.04,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4935.058,4628.0898,2555.6477,1707.029,1160.8789,907.9538,880.5738,454.8011,663.0405,307.9141,1941.1895,6960.5897,4657.4684,558.1854,538,2880
4,24.3,0,2.4,85,0,7,590.49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5266.1779,4926.0558,2564.3983,1672.9537,1143.9255,939.395,958.0774,448.0919,563.7589,261.8079,1841.5921,7123.177,4841.8189,566.0478,498,3180
4,24.1,0,0.8,87,0,8,580.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5233.2773,4900.0078,2560.7623,1656.086,1119.6969,901.938,891.628,418.7249,447.2921,207.721,1638.5271,7017.2028,4779.3761,541.4156,613,3653
1,24,0,1.2,89,0,8,576,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4889.9132,4672.7953,2441.0089,1597.8851,1094.8625,860.4653,846.731,416.1434,343.3257,159.4395,1408.2808,6761.3455,4577.447,547.0245,588,3849
1,23.5,0,1.3,90,0,6,552.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4731.8801,4652.2669,2381.7232,1472.8767,1009.2894,805.4126,839.6257,410.9306,329.3653,152.9567,1139.7298,6490.9545,4407.3672,496.9557,499,2056
3,23.2,0,1.5,92,0,9,538.24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4436.269,4401.3683,2250.4038,1406.5001,922.2141,799.0062,801.1447,408.4896,318.8593,148.0773,1069.0658,6122.6196,4200.9202,488.8787,237,3
2,23.2,0,1,93,0,7,538.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4244.085,4254.6099,2135.7014,1400.5028,961.3319,797.8585,777.1398,416.852,319.1931,148.2325,1044.1937,5825.0776,4068.0219,481.6366,48,0
0,23.1,0,0.7,95,0,3,533.61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4110.5186,4098.981,2095.8706,1328.7431,948.8429,818.3172,757.8222,426.3447,315.4758,146.5062,1032.1035,5742.4462,3947.8134,488.7772,32,0
0,22.7,0,1.1,91,0,4,515.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3833.2148,3917.9753,2023.0077,1310.1672,956.599,762.8503,784.4103,423.7218,356.7657,165.6814,1004.0913,5604.8407,3832.7518,479.0765,28,0
1,22.6,0,0.1,92,0,6,510.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3629.7558,3796.6286,2009.8923,1299.2413,957.3625,739.5316,796.1133,394.9869,356.731,165.6649,955.035,5518.3079,3695.8483,470.1585,57,10
0,22.5,0,0.5,94,0,8,506.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3356.6446,3621.9017,1982.649,1351.8581,953.1779,764.2384,810.8611,395.2482,343.7722,159.6468,883.2135,5373.9325,3608.3824,481.0281,82,548
2,22.6,0,1.6,91,0,8,510.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224.6084,3513.8279,1924.199,1349.0803,916.9503,748.3076,813.6237,393.179,344.5764,160.0204,837.9573,5196.2393,3541.1128,491.8608,132,507
1,22.9,0,0.3,91,0,9,524.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108.4661,3448.209,1896.3084,1327.1375,994.5968,761.9421,804.623,403.6149,346.9046,161.1012,851.1866,5151.4758,3519.2377,513.6199,129,623
1,23.3,0,1.8,89,0,9,542.89,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3061.4099,3355.9323,1879.6413,1329.8252,1003.9505,749.6296,746.1163,411.3897,321.203,149.1656,832.7802,5008.9652,3445.2788,559.9773,240,1003
1,24,0,1.6,88,0,9,576,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3063.4722,3279.3594,1883.2039,1370.5706,1004.6898,769.3265,794.7944,370.8079,370.2847,171.9591,844.2604,4741.5203,3338.8782,543.9211,234,1361
3,24.8,0,2,83,0,9,615.04,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3015.3444,3267.9769,1920.2465,1470.9196,1033.8164,744.7823,798.0769,365.4758,405.8644,188.4821,854.9444,4649.9853,3340.8963,569.5387,270,1256
0,25.6,0,2.4,84,0,9,655.36,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3037.7303,3206.6832,1927.6077,1490.0368,1081.0937,804.4295,842.514,412.9025,352.239,163.5788,963.4669,4661.5412,3416.5867,577.2763,300,1323
6,25.5,0,2.2,83,0,9,650.25,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3172.831,3291.5181,2051.8714,1534.6563,1077.27,803.5937,818.8322,387.0752,405.5105,188.3177,1230.6269,4869.5432,3517.1567,585.5596,386,1563
2,27.4,0,1.1,79,0,8,750.76,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3275.9869,3407.0082,2005.1956,1642.1092,1065.8439,836.997,863.0781,396.5678,686.0625,318.6055,1447.6919,5024.529,3551.0724,594.929,479,2013
4,28.5,0,2.9,68,0,7,812.25,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3342.2496,3420.3825,2056.2213,1620.2104,1067.874,854.8661,809.8705,415.0101,826.8614,383.9916,1659.1685,5243.3072,3667.7599,572.2587,494,2299
3,29.4,0,3.6,66,0,8,864.36,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3385.0855,3598.4415,2115.554,1665.5747,1093.9892,867.7943,822.9013,440.456,843.5246,391.7301,1789.3424,5249.094,3775.8359,538.684,550,2611
1,29.2,0,4,66,0,8,852.64,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3522.3566,3662.6402,2117.0513,1606.9343,1085.5766,912.7019,817.1873,415.5797,967.8199,449.4527,1904.4124,5368.853,3851.7872,548.6226,504,2769
2,28.5,0,2.9,65,0,7,812.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3836.9962,3726.4363,2109.5426,1538.6265,1060.9856,933.762,863.3298,420.9657,873.2042,405.513,1993.5812,5604.6281,3967.8311,564.7668,587,2829
2,28.5,0,2.8,64,0,7,812.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4124.6761,4020.4272,2187.1489,1558.4707,1059.6006,914.5094,878.0425,453.3756,722.7296,335.6334,2046.0607,6060.9723,4216.584,581.4746,544,2515
2,27.9,0,2.4,67,0,8,778.41,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4245.6651,4071.8096,2153.6511,1539.9358,1000.6592,883.2774,869.3689,456.5428,662.1616,307.5062,2023.2821,6258.6632,4361.3191,591.1692,487,2468
5,26.5,0,3,69,0,5,702.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4533.4561,4063.6651,2204.6133,1569.4811,1036.2286,887.8342,848.6622,435.9994,672.3462,312.2358,1927.4267,6360.3835,4367.3565,594.1309,566,2851
3,26,0,1.4,70,0,8,676,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4345.4655,3993.8073,2143.8272,1541.543,975.3058,848.0919,853.2594,455.8006,572.8293,266.0202,1634.3006,6299.6828,4399.323,560.7195,581,2949
0,25.5,0,1.8,69,0,3,650.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4235.3554,3900.7662,2078.0369,1483.0571,950.0354,816.5331,802.2664,417.2851,460.8717,214.0277,1289.8011,5957.9903,4233.3063,544.199,513,2774
1,24.9,0,1.2,75,0,3,620.01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3915.7712,3869.4993,2040.3084,1440.1711,905.7747,736.4194,791.3667,383.3092,354.1147,164.4495,1119.2081,5922.9621,4184.3849,466.6587,382,1431
4,25,0,1.7,78,0,5,625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3913.6293,3804.7958,2006.9076,1412.2627,894.4616,783.6042,792.094,406.1706,342.4882,159.0505,1035.2393,5844.4412,4120.07,468.5033,131,237
3,25,0,1.9,82,0,6,625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3825.4329,3765.2543,1973.4269,1339.1882,897.8181,766.0945,768.5524,408.9513,328.0459,152.3435,956.7497,5757.2535,4068.3135,475.0248,78,0
1,24.8,0,0.3,85,0,2,615.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3714.9675,3701.9583,1940.9778,1349.9542,888.3413,773.3773,773.2287,403.3636,325.5709,151.1942,920.5199,5676.6085,4042.843,476.6488,54,0
0,24.1,0,1.3,87,0,2,580.81,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3652.9461,3658.0017,1914.5244,1331.6141,898.0539,785.693,759.0735,395.6544,339.3529,157.5944,903.5727,5591.3099,4029.7603,477.5418,42,0
0,23.7,0,1.7,86,0,2,561.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3576.8531,3597.2021,1887.0018,1377.8258,893.6593,767.4001,744.9741,396.5556,316.549,147.0042,926.9172,5559.0083,3983.4325,483.8176,41,12
0,23.2,0,1.2,86,0,7,538.24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3432.1278,3565.36,1867.0117,1363.0206,907.0486,782.8085,776.0663,372.5119,321.2709,149.1968,877.8404,5525.8596,3937.2037,471.0882,116,679
2,23.1,0,1.7,88,0,6,533.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379.7484,3514.9385,1902.8868,1346.9928,946.995,798.4509,749.7494,400.0437,333.4567,154.8561,832.5086,5415.0151,3880.1118,494.8609,226,1002
1,23.6,0,2.2,88,0,8,556.96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.2966,3310.6978,1887.2734,1423.102,1046.4689,899.2057,836.5479,389.2821,447.6715,207.8969,756.7196,5248.1453,3759.5975,512.2827,517,2758
3,24.3,0,2.6,85,0,8,590.49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3204.4518,2882.3984,1647.9899,1446.9464,1011.8436,993.0788,889.9398,438.6029,352.6773,163.7822,740.7762,4859.511,3319.5769,492.6428,867,4677
4,25.5,0,2,82,0,8,650.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.4915,2855.0824,1599.4824,1381.2819,1156.5116,1106.2775,992.3222,522.894,370.738,172.1697,800.2932,4689.5828,3073.3585,531.1265,539,2769
0,27.5,0,2.4,75,0,3,756.25,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3145.6007,2841.2308,1587.7021,1414.0123,1148.0601,1193.3946,1019.0656,498.8698,386.2354,179.3667,824.5422,4655.9014,2990.9998,543.8784,414,1494
0,28.8,0,3,68,0,5,829.44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3153.6191,2814.486,1525.032,1400.7952,1130.0126,1068.7389,1003.9322,454.9681,382.6421,177.698,848.4641,4641.3145,3000.4288,585.7019,381,1442
1,29.5,0,3.1,70,0,7,870.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3369.9212,2871.3242,1521.615,1427.6184,1091.1522,1098.1224,1053.5559,481.1835,386.5181,179.4976,985.5967,4830.6664,3010.337,551.2115,385,1777
1,30.1,0,3.1,64,0,7,906.01,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3378.1658,2804.1727,1539.129,1485.6302,1188.7097,1114.0544,1022.3065,502.3744,430.9468,200.1301,1064.363,4888.2733,2924.5042,601.3474,468,2009
1,29.5,0,2.5,62,0,8,870.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3411.0257,2837.5343,1564.8427,1414.7306,1180.404,1173.1956,1022.9209,486.3437,420.1249,195.1048,1231.6714,4925.2567,2974.4769,589.3896,500,1946
3,29.7,0,3.4,65,0,7,882.09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3538.0816,2836.6049,1610.3959,1485.2263,1151.6982,1154.9547,1007.3439,481.3881,398.8479,185.2239,1354.4971,4954.3018,2970.9404,606.6941,563,2277
0,29.6,0,2.6,66,0,6,876.16,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3548.8298,2943.0071,1690.3021,1441.5979,1156.4687,1130.1105,968.296,479.5517,438.8011,203.7778,1412.323,5066.4441,3018.5516,540.6779,604,2847
0,29.6,0,2.9,63,0,6,876.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3580.4134,2966.1392,1690.928,1376.5087,1223.7238,1119.4911,1008.9736,527.6106,538.6615,250.1526,1607.2223,5417.8289,3089.6436,533.4891,846,3609
4,29.1,0,2,65,0,7,846.81,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4055.1049,3427.9285,1989.8099,1617.599,1186.6395,1066.9041,985.7055,474.0119,512.275,237.8989,1778.6413,6092.6747,3881.6702,581.1008,894,4147
13,28.7,0,2.2,65,0,7,823.69,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,4389.0779,3709.8867,2019.1301,1583.7972,1124.0209,999.1398,918.2145,448.2308,496.9674,230.7902,1866.4925,6460.8026,4215.0576,576.49,862,3028
6,27.9,0,2.2,67,0,5,778.41,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4555.9219,3851.8139,2041.3565,1671.5616,1095.5171,942.2944,956.2129,435.2995,388.0215,180.1958,1773.0874,6420.1112,4207.5633,563.922,665,2934
5,27.4,0,1.4,69,0,3,750.76,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4478.3858,3916.1052,1997.7267,1587.8063,1048.7131,872.5155,933.8724,455.025,356.3726,165.4985,1611.8075,6133.8072,4234.9745,556.5731,663,2906
7,26.9,0,2.3,77,0,9,723.61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4143.6835,3852.4317,1971.8641,1489.8874,1047.2731,833.9883,893.7671,446.3607,373.8904,173.6335,1281.1993,5869.8165,4132.0035,566.208,620,2605
3,26.2,0,1.9,78,0,6,686.44,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3856.5133,3787.8367,1973.8643,1446.4675,971.3569,753.5267,797.2754,375.4073,350.1121,162.5909,1107.1447,5650.4647,4114.6135,498.66,358,1313
0,25.6,0,2.5,82,0,3,655.36,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3791.6214,3728.8888,1993.645,1450.2198,973.2354,764.8423,803.3468,411.8029,373.5933,173.4957,1070.3891,5754.1756,4169.6394,483.2832,158,290
1,25.3,0,0.9,82,0,6,640.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717.9592,3716.0176,1949.2516,1429.2064,991.5764,753.8721,780.5469,401.879,388.4938,180.4153,1014.4494,5738.4412,4111.5294,500.3579,55,0
0,25.2,0,2.6,81,0,10,635.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.5818,3683.9603,1924.3342,1386.2234,980.9615,772.3712,820.4474,393.8654,375.0879,174.1894,988.774,5666.301,4164.9946,507.8811,55,0
1,24.9,0,1.5,83,0,7,620.01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3560.4474,3622.2052,1900.639,1391.0762,974.6325,776.3995,790.3249,388.0795,376.7005,174.9388,939.7948,5609.6595,4136.2344,502.4011,43,0
1,24.7,0,0.7,83,0,8,610.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502.2849,3609.2475,1894.1662,1391.9922,996.6894,760.3028,766.1801,410.3425,382.5661,177.6627,944.7355,5568.9889,4092.0172,529.4729,43,16
0,24.5,0,1.7,85,0,8,600.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3375.584,3547.7492,1895.6665,1348.6146,959.4873,757.6125,797.9356,371.6553,360.9825,167.6393,922.7357,5593.7703,4104.8172,533.5847,115,708
0,24.4,0,1.1,86,0,8,595.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294.4432,3466.0778,1908.4513,1415.4568,993.4826,756.7262,739.6093,410.6691,398.3595,184.9968,887.3237,5450.6159,4035.8547,550.7941,232,1050
4,24.6,0,0.2,84,0,1,605.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.0472,3252.0985,1851.6773,1495.1607,1164.7048,882.3405,813.183,449.781,430.5243,199.9344,798.2521,5276.8087,3897.6899,567.2691,520,2875
6,25.9,0,0.9,83,0,1,670.81,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3161.1417,2856.9277,1659.7936,1349.2276,1141.4657,945.2392,854.8701,470.5207,356.143,165.3918,813.376,5072.2308,3366.2587,554.5279,823,4682
3,27.2,0,2.1,78,0,3,739.84,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3140.973,2723.7637,1559.1564,1405.5349,1178.8542,1025.0658,880.7344,462.289,371.113,172.3438,846.8414,4701.2756,3104.5582,611.3802,593,2939
0,28.5,0,2.3,73,0,6,812.25,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3144.9277,2677.4965,1544.1063,1421.689,1247.4286,1074.7887,943.5904,504.2662,509.7032,236.7045,1078.9932,4590.7717,3042.9435,601.6272,394,1745
3,29.2,0,2.1,66,0,4,852.64,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3201.7747,2667.749,1577.6648,1408.0318,1164.7189,1052.2356,874.2853,487.6112,615.8257,285.9873,1148.8655,4704.1425,3023.7435,580.9011,388,1507
2,30.2,0,3.5,61,0,3,912.04,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3314.2574,2793.1924,1643.8,1430.9868,1282.4208,1201.2851,884.7087,433.2273,711.9507,330.6272,1388.9866,4799.2353,3101.4475,573.8689,491,1900
0,30.2,0,3.1,61,0,8,912.04,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3491.5523,2765.9157,1578.4618,1461.2403,1282.7877,1160.2968,1037.1063,504.4284,710.6931,330.044,1467.0349,4945.7969,3011.4465,590.6848,497,2054
1,30.1,0,4.7,61,0,3,906.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3548.0456,2782.7574,1637.197,1506.9032,1299.8392,1133.8685,1079.7196,480.695,618.4982,287.2288,1512.8034,4954.1977,3056.5915,619.9569,548,2022
1,30.7,0,3.5,59,0,2,942.49,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3499.9005,2780.7794,1663.3437,1530.4445,1241.843,1111.3576,1015.3714,519.0921,516.0682,239.6606,1564.7914,5045.2158,3081.7968,622.1994,664,2339
5,31,0,3,59,0,3,961,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3590.921,2880.4631,1691.9334,1461.1635,1244.3695,1154.6947,933.2233,490.8997,555.3563,257.9056,1702.9573,5096.5552,3162.8526,535.3273,659,2847
2,30.5,0,3.2,60,0,8,930.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3695.1087,3080.9105,1660.6212,1542.8289,1142.8162,1123.9038,952.4178,451.0371,572.9995,266.0995,1815.3638,5280.7737,3278.4405,547.8302,801,3791
6,29.1,0,3.7,66,0,9,846.81,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4147.8514,3483.0133,1973.2397,1701.1066,1228.353,1165.0411,987.7495,503.3164,506.6021,235.2645,1843.8783,6085.9681,3946.7084,558.8426,1060,4341
3,28,0,4.4,70,0,8,784,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4340.8616,3836.9094,2008.6157,1701.7959,1272.3791,1080.5148,901.5977,444.4401,493.0458,228.9692,1865.9408,6362.8611,4284.1912,543.6837,839,2940
3,27.2,0,2.7,73,0,7,739.84,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4371.3508,3962.7585,2097.4869,1623.0897,1138.2561,1004.4722,900.3483,422.0075,481.8886,223.7878,1682.7304,6455.3103,4202.5971,566.2585,694,2864
1,26.6,0,1.6,77,0,8,707.56,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4338.8669,3891.0731,2068.5118,1688.2076,1072.0032,984.2314,858.861,441.5517,468.9579,217.7829,1586.3367,6225.0335,4165.4801,531.4735,683,3033
