"y","past_return","bus_passenger","temp","sub_passenger","f45","m40","wet","cloud","m25","f55","rain","m30","m50","f15","m45","m35","f70","m60","f30","m70","m0","f35","f20","dust","sunny","m20","m65","f0","wind","X18_19","m55","m5","f50","f60","f65","f25","most_use","f40","semester","X9_10","X8_9","X7_8","temp.sqr"
5,3,578,11.6,2905,1222.8162,1217.0695,27,0,3568.6229,995.5148,0,2120.8631,1066.7017,1318.0752,1248.2452,1815.4486,1214.2463,632.2215,2091.6983,930.0441,757.9859,1571.9817,5620.1333,51,1,3548.7086,401.5527,869.0348,2.8,0,964.9978,873.5949,1124.1018,801.9693,554.7165,3835.0573,24172.5138,1259.8071,1,0,0,0,134.56
1,4,610,12.3,2864,1186.561,1236.501,26,0,3599.7328,998.5179,0,2187.6625,1009.1367,1361.106,1263.2068,1739.8079,1174.9752,605.0248,2026.5247,922.4753,771.594,1484.0541,5608.164,48,1,3578.8895,401.57,1021.3175,2.9,0,971.6522,1003.0986,1067.1616,797.988,561.8657,3880.0273,24104.8628,1192.0841,1,0,0,0,151.29
6,0,611,12.8,3288,1342.4378,1244.5216,25,0,3681.793,995.5199,0,2236.4153,1039.6576,1493.2498,1284.3876,1778.1577,1203.2688,589.0333,2071.3357,921.3222,681.5615,1560.5891,5731.1858,48,1,3780.2,426.4914,1026.7816,2.3,0,912.8567,1119.8693,1044.5579,741.8731,582.5015,3992.1796,24831.8562,1269.8268,1,0,0,0,163.84
4,2,729,13.2,3953,1229.8674,1267.0475,30,0,3764.8855,997.2146,0,2251.5288,1058.3787,1692.4222,1311.1338,1807.2471,1180.1483,648.2583,2106.1602,893.3147,675.5634,1514.9235,5903.8604,49,1,3969.9766,445.5988,1097.6517,2.7,0,927.2492,1172.5188,1081.6954,761.6836,580.1076,4185.1973,25503.7794,1215.3781,1,0,0,0,174.24
4,1,737,11.6,3898,1181.5603,1310.1512,36,0,4006.747,1034.7346,0,2419.478,1087.5306,1991.9404,1307.7319,1878.758,1323.1107,673.3449,2167.5201,864.0368,599.5549,1629.2434,6482.5997,56,1,4284.6078,473.0202,865.1148,2.8,0,988.5333,1359.4734,1118.7506,791.8018,597.073,4494.0908,27363.0448,1188.5979,1,0,0,0,134.56
0,4,732,9.9,3691,1092.9802,1226.296,44,0,4364.7748,986.4677,0,2524.3509,1053.7748,2012.169,1249.4899,1724.757,1311.48,653.9342,2204.7078,845.1771,672.2884,1544.6002,7278.8386,40,1,4821.2489,447.4118,739.3513,2.4,1,927.7976,1520.5025,958.6891,811.9095,554.4041,4718.2546,29181.5328,1088.4135,1,0,0,0,98.01
2,5,632,8.9,3213,1064.3931,1291.1177,52,0,4775.1769,891.3011,0,2537.1755,1030.2408,2059.1081,1216.8752,1698.362,1292.5499,654.3083,2242.4633,856.9274,713.5889,1539.532,7697.2357,24,1,5281.2193,417.5996,681.1368,1.5,0,898.8579,1611.5471,945.3662,781.1702,559.5636,4909.8934,30681.0581,1089.9069,1,0,0,0,79.21
0,5,593,8,3549,968.0989,1206.0978,58,0,5069.0572,865.9932,0,2615.4427,982.0585,1908.2548,1193.6101,1826.1636,1221.3982,633.3933,2265.5028,805.6754,528.2905,1555.6288,7792.7269,19,0,5512.1352,423.8399,530.021,0.8,0,884.7311,1560.9584,893.9327,737.2561,505.363,5109.5662,31746.2234,976.9569,1,0,0,0,64
1,2,552,7.4,3730,899.9592,1130.7611,63,0,5106.6445,869.6593,0,2570.4074,974.0341,1732.4174,1157.4027,1707.8718,1223.7143,614.1472,2217.4704,879.2305,494.8361,1522.1359,7859.9207,20,0,5605.8048,409.5537,446.918,0.3,0,881.6492,1573.4188,858.4511,710.2989,514.8281,5050.5006,31640.7561,932.9178,1,0,0,0,54.76
2,2,650,6.8,3888,858.9356,1060.5252,66,0,4857.3256,838.9584,0,2455.6342,861.9991,1448.2586,1162.5337,1630.0238,1170.7023,617.4182,2120.6635,883.7227,504.6756,1475.7591,7436.2098,20,0,5359.0386,387.904,470.7499,0.1,0,868.6045,1340.4543,830.8816,712.445,494.6407,4808.8484,30143.503,827.1388,1,0,0,0,46.24
3,8,450,6.4,2203,773.8548,989.8549,69,0,4735.0837,714.9084,0,2331.7327,831.2198,1213.5122,1077.9026,1539.0769,1148.4469,534.401,1956.9752,827.9908,370.7613,1337.2498,7038.1581,24,0,5052.1109,356.4028,338.1966,0.7,0,784.1644,1093.5285,749.9948,646.808,463.4193,4566.53,28556.9173,745.7593,1,0,0,0,40.96
3,2,218,6,1,795.5843,965.0284,72,0,4525.5503,680.2057,0,2181.725,836.5447,1133.198,1042.4551,1491.8109,1147.0858,530.388,1893.2164,801.4433,364.5329,1342.9946,6682.6515,24,1,4769.8416,361.9326,345.2279,1.7,0,761.62,1007.3017,753.2118,638.2723,464.3517,4431.8078,27319.5981,733.1088,1,0,0,0,36
0,6,47,5.8,0,770.7218,910.2205,71,0,4363.9444,672.6858,0,2174.4064,832.311,1060.8871,1055.5072,1460.139,1203.4007,526.7506,1870.7865,807.1065,349.5071,1362.8002,6512.6923,29,1,4616.9816,364.9347,348.4555,2,0,740.4445,987.4161,759.3672,625.0916,473.204,4250.8389,26612.5893,755.7131,1,0,0,0,33.64
1,1,52,5.4,0,757.27,931.5914,71,0,4174.1584,653.48,0,2088.1211,839.3388,1078.8491,1020.3363,1417.0957,1177.5004,510.338,1868.9058,791.2151,366.9983,1376.0836,6260.3052,22,1,4278.7573,365.0233,372.9218,1.6,0,724.4618,974.0604,769.681,622.4044,486.9111,4177.0901,25640.5172,757.0755,1,0,0,0,29.16
0,0,38,5,0,749.2032,879.5517,73,2,4004.9576,651.9288,0,2047.8822,823.9549,1048.2535,1025.0537,1369.6062,1209.2617,512.2022,1838.4868,820.8142,342.3526,1310.3284,6139.6413,21,1,4071.2323,382.6825,324.6739,2.2,0,725.1837,892.6906,766.9107,597.9656,475.0507,4105.9187,24888.0535,763.6657,1,0,0,0,25
1,2,55,4.7,17,762.0339,893.9855,75,2,3896.3094,618.7329,0,2023.7959,826.8249,973.971,1011.4266,1339.8321,1212.9692,514.1693,1800.8616,823.7714,352.5748,1306.7192,5976.4046,21,1,3814.4927,390.201,397.1822,2.1,0,722.2584,813.634,775.5155,592.3996,473.4099,3988.2422,24146.6577,761.0256,1,0,0,0,22.09
3,0,96,4.4,532,781.4155,887.3853,75,0,3726.552,599.3476,0,1997.92,809.1994,893.8912,983.4792,1339.4013,1197.133,497.6877,1782.6441,839.361,355.76,1269.6388,5840.0223,21,1,3528.7858,382.7084,383.4617,1.9,0,724.0604,722.7363,753.396,605.9924,476.7594,3893.323,23378.2873,757.8214,1,0,0,0,19.36
0,0,124,4,552,764.8458,899.2206,79,0,3575.4815,590.4872,0,1982.8531,783.1384,866.2755,981.988,1312.2287,1212.0076,529.6257,1749.1322,800.6612,344.382,1294.878,5720.6764,14,1,3395.2211,379.1756,400.5926,1.7,0,694.2781,715.6008,750.1313,594.1002,481.9127,3828.7301,22859.2011,746.6654,1,0,0,0,16
1,0,131,3.8,674,779.1968,911.0973,79,0,3500.032,596.8742,0,1911.7491,797.7428,846.1426,1000.0167,1304.2655,1174.8672,512.5964,1724.4349,803.598,350.4509,1257.4723,5605.3182,16,1,3306.2775,365.0092,367.3173,1.3,0,710.3782,688.4902,753.7187,621.2251,482.5924,3711.9116,22321.4611,756.4297,1,0,0,1,14.44
2,1,192,4.1,1072,785.6186,938.4833,79,0,3398.8083,635.8944,0,1907.8402,824.9462,864.7137,988.71,1311.8681,1140.9703,518.3573,1727.9202,725.7539,368.2194,1274.587,5571.3426,15,1,3252.9883,357.7412,422.1425,1.8,0,714.8939,661.3149,737.2025,592.7857,486.7585,3607.4622,22052.8169,763.3181,1,0,1,0,16.81
2,3,210,6.3,1534,803.124,1000.8053,70,0,3336.0111,708.1596,0,1851.7779,823.4056,852.8323,1054.1948,1382.5857,1143.3327,484.3185,1767.7069,676.7523,376.849,1286.6453,5299.4587,19,1,3245.417,361.5079,389.6805,1.6,0,770.1418,647.4776,760.714,618.4696,522.9637,3506.664,21676.2666,798.5973,1,1,0,0,39.69
5,1,209,9.5,1427,881.43,1030.9417,59,0,3306.9148,763.2251,0,1841.1994,861.4896,840.9193,1110.4277,1421.82,1145.6524,576.8015,1815.2977,768.126,342.3847,1338.6866,5291.6817,33,1,3293.1784,363.7644,416.4572,1.4,0,807.2224,674.5903,785.6499,719.8213,521.8244,3511.1426,21819.9212,846.9276,1,0,0,0,90.25
1,0,290,11.9,1482,920.9537,1007.2367,54,0,3303.273,751.8286,0,1981.3564,926.9182,974.592,1119.6729,1595.133,1205.6103,627.3796,1836.0229,764.7285,444.3621,1476.9466,5265.9644,50,1,3275.9792,383.7631,545.1235,1.7,0,837.6275,753.6484,860.6564,772.6056,539.2615,3518.6472,22253.3227,985.9596,1,0,0,0,141.61
9,1,349,14.5,1851,1005.2191,1159.63,43,0,3375.3134,753.2766,0,1975.6074,980.0694,1149.7383,1161.3291,1613.768,1193.854,599.2954,1838.3341,820.9888,626.8047,1578.2724,5482.9397,58,1,3310.5948,380.86,751.2722,2.1,0,858.5135,818.4131,852.5215,756.825,538.1002,3619.5364,22794.3662,1012.7106,1,0,0,0,210.25
4,2,459,15.3,2256,1000.9906,1249.5135,38,0,3508.1243,774.5193,0,1957.199,906.4402,1276.5451,1218.2366,1647.8565,1194.802,613.5367,1875.0514,843.7136,660.0781,1627.1548,5522.6126,53,1,3397.6939,355.1149,950.7612,1.6,0,841.5157,915.393,876.1887,756.9902,559.8844,3702.6835,23238.376,1059.673,1,0,0,0,234.09
4,3,434,16.4,2267,1140.2356,1266.1824,38,0,3532.0536,841.6373,0,2060.4778,892.4075,1384.5104,1299.0682,1650.0908,1274.3308,579.9223,1992.8197,787.9747,707.5285,1595.6265,5623.5229,49,1,3444.3341,369.4116,1050.0029,1.6,0,862.8956,1072.6626,882.1187,734.08,533.0573,3835.7085,23734.6339,1041.4335,1,0,0,0,268.96
5,6,541,16,2630,1151.6058,1252.6567,37,1,3659.6092,856.2731,0,2034.9226,896.0437,1513.2781,1248.8854,1666.8569,1268.4091,581.9898,1975.7632,853.2217,839.3375,1502.3924,5738.7897,47,1,3617.3357,368.0996,986.6108,1.9,0,890.0949,1132.5,960.6538,685.685,536.002,3842.4823,24038.152,1078.3367,1,0,0,0,256
4,5,522,15.5,2738,1094.0877,1249.7926,40,3,3790.732,862.5363,0,2029.9856,928.7815,1566.0324,1266.6284,1647.7227,1207.0477,567.0195,1912.2185,824.1318,767.8663,1477.8638,5859.4978,40,1,3831.3309,358.1503,1010.7536,2.1,0,913.0313,1237.4175,910.887,706.3875,545.651,3986.0776,24535.4289,1012.6286,1,0,0,0,240.25
4,5,602,14.4,2872,1039.2935,1113.8527,42,6,3963.4615,864.7824,0,2092.0576,922.3081,1676.9138,1228.0997,1574.9198,1338.7895,616.1026,2004.1847,891.2302,800.9088,1435.3442,6332.6533,31,0,4052.9223,341.586,963.7765,1,0,871.7141,1377.7192,881.1784,643.7172,554.1101,4180.9815,25636.5249,906.4959,1,0,0,0,207.36
7,7,553,12.5,2592,976.4674,1046.7627,51,3,4104.817,795.5614,0,2149.1208,915.6237,1711.2721,1191.6273,1541.8816,1247.5015,629.3305,2070.6326,861.9264,620.1134,1378.7346,6881.0284,36,1,4534.7321,389.0152,818.3788,1.8,1,869.4206,1411.7834,862.6921,642.134,587.114,4362.0907,27023.0378,869.6695,1,0,0,0,156.25
3,5,562,11.1,2628,955.4903,1028.2587,59,2,4325.3085,769.9694,0,2177.2304,905.8503,1734.5488,1201.9771,1551.4014,1183.6973,600.6332,2109.1135,846.1504,712.0333,1406.8325,7120.6489,23,1,4705.4503,371.0588,700.6933,2.1,0,857.5193,1315.1258,896.485,642.2837,581.4455,4522.2335,27918.219,891.026,1,0,0,0,123.21
5,4,519,10.8,2892,959.1521,967.5857,61,7,4229.5944,778.6521,0,2129.6016,914.6518,1652.7763,1123.9444,1563.1865,1198.6526,589.4732,2123.125,815.5333,556.2173,1418.6552,7224.4808,21,1,4597.3663,417.3727,650.6714,1.8,0,815.2382,1172.4767,860.3104,664.4544,568.7779,4572.1436,27858.1534,842.7885,1,0,0,0,116.64
6,3,520,10.2,2771,962.382,1000.5027,63,7,4172.429,751.3245,0,2154.404,932.8575,1522.8073,1120.2676,1508.568,1181.0337,578.9351,2092.059,809.5348,533.3989,1412.4983,6934.6976,15,1,4610.0008,434.5528,560.5317,1.5,0,830.2088,1082.5753,835.7239,660.8132,560.223,4599.9506,27484.6073,795.3746,1,0,0,0,104.04
2,7,428,9.6,2582,906.9517,960.0747,66,7,4019.682,695.3855,0,2091.8102,897.0327,1300.3122,1059.2153,1534.1061,1191.4014,563.3946,2037.9575,823.8673,517.6967,1400.842,6740.6465,21,1,4438.8919,421.6568,449.5652,2.5,0,777.1657,958.4984,823.5694,660.8582,559.2501,4482.2601,26746.1963,810.0925,1,0,0,0,92.16
1,6,320,9.2,1287,795.6385,908.3118,67,7,3998.665,657.4933,0,2055.7303,797.6735,1115.5248,1038.4773,1384.43,1161.1486,516.1975,1863.1961,789.0693,376.5994,1315.8484,6554.9166,17,1,4069.2784,378.6215,370.456,2,0,748.2191,764.1927,738.3674,589.1399,477.55,4246.6338,25488.6986,709.6735,1,0,0,0,84.64
5,2,153,8.6,228,810.6232,917.3141,68,8,3886.1596,657.7338,0,2005.0443,832.5754,1093.1722,995.291,1346.8803,1159.0849,507.8707,1899.09,785.4453,386.5468,1291.5157,6505.5999,14,1,3970.4544,397.2722,370.6656,1.2,0,749.6523,709.1562,704.1135,588.9056,481.1915,4190.7274,25095.4716,714.7084,1,0,0,0,73.96
0,5,67,8.3,0,816.612,976.8594,69,7,3945.1603,678.3822,0,2040.5518,905.7874,1011.5848,1073.6341,1432.3378,1237.3725,559.6256,1946.5285,819.7768,425.357,1381.8964,6437.8701,31,0,3968.5866,422.048,380.282,1,0,764.2495,734.0938,749.7654,636.3944,494.2012,4233.0432,25385.9747,773.9778,1,0,0,0,68.89
0,2,49,7.8,0,845.7771,988.1085,73,5,3886.5641,645.9708,0,2013.3685,899.2091,1022.0742,1061.3061,1460.0187,1283.2129,556.0548,1938.4134,829.0556,398.5032,1379.9506,6350.7954,21,0,3920.8623,416.9312,419.0274,1,0,769.7199,769.2658,762.6502,643.2189,498.7784,4188.362,25138.335,788.983,1,0,0,0,60.84
2,0,41,7.2,0,858.6154,953.7163,71,0,3885.1466,651.1676,0,2005.9844,916.4577,991.2197,1024.6966,1429.2289,1275.8643,563.9183,1938.7619,813.0941,417.5048,1373.8297,6321.9419,23,1,3871.378,431.4327,403.7785,1.3,0,769.4607,724.4952,764.1938,667.2642,484.9222,4234.4738,25060.7452,783.4072,1,0,0,0,51.84
3,1,45,6.9,11,834.3756,938.8521,75,0,3838.4787,669.917,0,1974.7301,882.5803,988.1278,1015.5524,1392.2532,1263.4002,544.1418,1936.143,789.7816,423.1538,1378.304,6256.9055,21,1,3844.432,420.9886,406.2162,1.2,0,753.8924,702.2269,754.8131,623.9945,460.8098,4157.6974,24778.9439,771.5491,1,0,0,0,47.61
3,0,90,6.7,666,815.0514,932.5154,76,2,3758.4226,659.272,0,1936.0128,891.8982,917.3805,1009.2459,1358.4851,1277.0253,562.7561,1897.7062,816.8798,418.1077,1373.8234,6213.2141,21,1,3711.5203,401.8199,380.1855,1.3,0,745.1209,704.5913,785.3865,634.1377,501.3206,4124.281,24373.4655,792.5884,1,0,0,0,44.89
1,0,224,6.2,1015,821.1149,941.376,79,4,3721.7363,699.7368,0,1982.2687,923.2064,922.2924,1107.8893,1412.3172,1261.3566,569.1114,1886.3998,807.5677,401.8304,1371.1555,6124.8692,18,1,3596.2075,401.8757,355.4369,2.1,0,753.1528,715.0968,790.0208,667.1848,522.445,4061.597,24156.5512,809.5353,1,0,0,0,38.44
4,0,487,6.3,2712,889.4867,1089.9177,80,7,3497.1037,812.7646,0,1920.836,1029.1045,981.2283,1157.7912,1477.5059,1342.7646,608.7993,1863.8363,898.3082,475.3285,1341.7144,5912.2148,20,1,3573.6547,443.7383,426.4871,1.6,0,816.3716,854.1814,932.2253,698.4684,535.0798,3903.3116,23490.1774,876.0628,1,0,0,1,39.69
3,0,784,6.4,4787,1055.12,1094.4038,78,4,3161.9525,786.5718,0,1779.9172,987.0539,1083.09,1211.0985,1394.2927,1320.4362,613.5949,1721.5758,895.1512,458.4845,1378.757,6038.3459,20,1,3764.3683,455.8301,343.9708,1.5,0,906.4685,1011.357,964.9133,729.44,538.1098,3511.8814,22751.0908,1009.3309,1,0,1,0,40.96
0,1,546,8.1,3068,1083.3014,1138.6235,73,3,2951.8781,907.7684,0,1650.3935,1042.5436,1094.6047,1331.3255,1459.8538,1350.379,695.2378,1682.066,952.1876,502.9524,1403.692,5787.2878,31,1,3846.5115,470.5904,372.5281,1.7,0,1009.3551,1085.6987,1045.8109,755.2934,548.7068,3162.7012,21944.3839,1072.2901,1,1,0,0,65.61
1,0,378,10.6,1648,1110.5819,1170.0197,67,6,3006.2468,1003.019,0,1635.0051,1030.2233,1219.6507,1331.1121,1423.9467,1328.8506,688.1992,1713.6264,900.1876,531.7667,1441.3106,5994.9601,41,1,4128.9333,470.1492,397.5013,1.7,0,974.6497,1254.6449,1091.9935,761.43,568.5472,3177.5104,22521.5394,1152.5598,1,0,0,0,112.36
1,2,344,12.3,1710,1153.0363,1142.123,61,7,3078.4867,975.5853,0,1604.6954,1035.6049,1428.5814,1376.371,1434.5648,1418.843,722.465,1705.1153,940.8046,533.718,1465.7086,6300.5505,63,1,4536.3621,441.2228,390.9666,1.4,0,1036.5376,1365.8231,1083.2475,748.1691,637.1945,3135.0738,23260.5572,1129.636,1,0,0,0,151.29
4,0,437,14.3,1946,1113.4458,1123.1228,55,8,3073.7226,1021.9938,0,1642.8577,1065.6875,1496.6101,1342.602,1427.5379,1298.9645,689.6805,1723.9986,922.9779,509.2859,1461.0199,6437.5241,65,1,4638.9036,452.372,359.1705,1.6,0,1046.8357,1379.9028,1044.0158,817.1945,611.271,3172.572,23578.1364,1217.7522,1,0,0,0,204.49
2,5,464,14.7,2079,1202.638,1133.5015,52,7,3023.0789,1037.652,0,1659.6808,1081.318,1535.9254,1355.487,1412.0657,1376.0384,710.0967,1707.3643,1014.6974,470.2504,1475.3826,6501.0987,63,1,4767.312,504.1767,329.4028,1.3,0,1092.6291,1417.1766,1084.4605,806.9443,662.4052,3081.285,23627.268,1237.3802,1,0,0,0,216.09
4,1,503,16,2387,1241.9445,1144.4673,45,7,3048.9777,1043.738,0,1632.9874,1135.3231,1533.886,1375.1868,1495.2056,1386.692,705.1379,1675.212,943.0439,356.1449,1498.2134,6758.8871,57,1,4873.4679,535.1445,254.1615,2,0,1089.0182,1452.4131,1040.4812,830.0898,652.0924,3153.3831,24136.3342,1147.2783,1,0,0,0,256
7,5,596,16.3,2594,1217.7622,1112.4735,43,7,3019.8386,1048.3319,0,1611.3585,1084.6586,1452.5062,1381.8852,1448.1371,1388.4478,719.4693,1604.7868,988.2561,420.1603,1423.1657,6489.9077,48,1,4694.5807,508.3736,433.3538,2.3,0,1018.0641,1331.2195,1086.7502,825.1435,680.832,3213.2543,23505.0294,1147.3244,1,0,0,0,265.69
4,7,633,15.1,3050,1191.0007,1140.51,38,7,3044.5921,991.0955,0,1626.2569,1094.8414,1586.4681,1369.38,1527.7279,1354.0331,703.5613,1610.6099,897.1842,488.3704,1397.8841,6407.1053,47,1,4626.8938,507.4175,363.9789,3.7,0,1050.6544,1254.3557,1033.647,799.3695,579.8141,3219.4753,23460.5453,1170.9637,1,0,0,0,228.01
6,2,789,14.1,3781,1114.6024,1129.3529,50,8,3186.3627,949.326,0,1741.6779,1102.0494,1674.2625,1344.0357,1449.8197,1343.6107,717.4009,1694.5399,895.0494,512.8366,1474.1541,6641.2937,48,1,4777.157,475.654,367.0457,3.1,0,1002.2751,1313.7731,969.6994,799.566,582.2352,3469.5805,24434.5855,1053.0176,1,0,0,0,198.81
9,11,1106,13.5,4338,1183.1812,1246.1147,58,8,3692.1028,944.2977,0,2159.2302,1201.9033,1897.385,1475.0727,1661.8655,1397.8254,713.7887,2113.6798,885.1578,525.9687,1646.6477,7386.4111,43,1,4999.285,482.5082,407.3547,1.3,1,1071.9953,1508.7163,1107.6704,809.9595,572.6083,4159.3876,27818.6097,1116.7014,1,0,0,0,182.25
8,14,806,13.1,2735,1147.2055,1244.7097,61,8,3935.8582,914.8377,0,2167.5503,1179.7645,1911.9273,1378.2913,1635.7153,1379.8508,728.3729,2190.5563,883.6178,499.6759,1595.3567,7576.3621,34,1,5042.0419,445.5785,481.6375,1.3,0,1021.9355,1436.1221,1053.9314,804.6242,586.7444,4421.9062,28565.347,1063.7762,1,0,0,0,171.61
7,12,591,12.8,2541,1115.0301,1230.3758,64,0,4137.3996,921.5655,0,2118.2837,1078.9937,1855.176,1379.4673,1633.3176,1359.7741,684.1324,2137.8696,861.2376,467.9415,1521.0187,7362.4699,37,1,4953.5515,422.206,415.949,1.6,0,984.0813,1380.2862,993.9334,754.2065,554.6165,4473.7364,28337.647,968.1727,1,0,0,0,163.84
4,13,641,12.7,2794,979.3709,1129.78,65,8,4059.468,864.4533,0,2160.1656,1024.9842,1690.2494,1256.9035,1632.2917,1277.3073,650.4065,2094.9313,877.2533,508.5279,1384.8623,7169.4386,27,1,4814.6198,435.737,453.4495,1.6,0,911.5834,1249.942,886.958,729.6779,545.862,4449.6568,27765.4341,946.2629,1,0,0,0,161.29
3,7,605,12.6,2439,913.0129,1074.892,68,6,3933.4652,821.1724,0,2098.1796,936.8493,1443.0545,1186.8718,1539.7812,1261.043,618.6017,2027.138,815.6279,529.5393,1303.6256,6883.5276,27,1,4587.4174,401.9043,390.8889,1.3,0,863.0306,1119.2839,860.7964,692.6528,512.4664,4304.4588,26677.5934,868.9304,1,0,0,0,158.76
1,5,364,12.6,1354,788.1318,944.1549,71,9,3761.2088,707.7754,0,1958.1725,826.8564,1025.8394,1025.6621,1330.5273,1150.089,513.7656,1919.5719,839.4977,344.5725,1265.6875,6625.3347,27,1,4209.7381,361.2167,325.8632,1.4,0,800.1193,865.1435,749.68,635.5582,497.6406,4145.8448,25216.0856,720.7197,1,0,0,0,158.76
1,3,168,12.6,276,791.6603,904.0967,72,9,3764.5377,682.3312,0,1963.0995,825.4364,1037.7869,1036.3073,1295.1935,1167.2798,537.1573,1952.3959,825.3302,362.0317,1304.5051,6563.0982,29,0,4009.8208,358.5686,325.9644,0.7,0,756.0685,857.4891,736.6284,630.9763,488.9644,4112.2124,24964.8631,703.8117,1,0,0,0,158.76
0,0,68,12.4,0,818.9081,901.4778,73,8,3726.1258,691.9354,0,1920.2938,845.8929,996.2574,1076.1301,1297.2342,1212.8177,528.1027,1997.542,845.3522,380.2346,1369.4432,6525.7373,32,0,3885.0896,362.5628,339.6865,0.3,0,774.1518,836.7503,760.6472,654.6644,499.498,4177.0565,24898.5224,709.8003,1,0,0,0,153.76
0,0,60,12.2,0,833.0663,892.0834,77,5,3739.6844,652.0595,0,1885.3623,860.0495,990.5927,1024.5498,1324.1832,1231.7462,542.1971,1992.2241,847.2406,403.8347,1381.2247,6517.3126,39,1,3772.5465,375.4443,371.7447,1.6,0,753.64,792.5787,785.9525,636.0253,490.7389,4190.6259,24803.1637,728.4503,1,0,0,0,148.84
0,0,50,11.8,0,836.0908,909.42,76,9,3726.7215,687.0292,0,1878.8292,852.415,998.9865,1050.5473,1326.7574,1223.5968,538.9596,1992.8143,822.3526,383.7339,1403.7258,6480.8518,33,0,3751.6194,374.4361,370.3815,1,0,761.9772,766.094,777.5425,610.3458,502.3641,4183.1646,24744.484,736.0078,1,0,0,0,139.24
2,0,49,11.6,8,848.6092,889.5733,81,9,3678.9317,688.3094,0,1863.722,843.2286,961.9615,1054.4435,1350.3202,1260.7509,550.9961,1989.6674,831.1162,402.746,1368.1157,6343.8059,34,0,3636.4311,396.8486,387.3697,1,0,759.5633,745.6033,786.8221,642.5227,495.4037,4105.6173,24336.6113,747.3126,1,0,0,0,134.56
1,0,97,11.2,680,853.9321,910.5946,78,9,3674.8491,681.324,0,1886.5995,822.5302,1000.3865,1052.5204,1305.4407,1226.4933,558.3183,1989.0544,843.4105,453.1466,1391.9807,6349.5088,35,1,3591.4773,361.3921,371.1263,1.3,0,757.3172,721.3566,784.3051,620.4952,487.5172,4127.2975,24316.208,742.5374,1,0,0,0,125.44
3,0,249,11,985,873.3958,914.6591,78,9,3530.7666,712.0584,0,1888.3252,869.4214,987.7886,1081.9549,1287.9549,1292.3312,617.1257,1962.8567,875.4453,441.5299,1396.0694,6263.0256,30,0,3568.7904,380.6487,358.0062,0.2,0,781.2732,700.6103,789.307,627.3653,548.9455,4097.4915,23995.2803,737.9891,1,0,0,0,121
8,0,536,10.2,2844,940.684,1051.818,79,3,3449.0454,765.0525,0,1880.3332,1024.4734,996.6867,1170.7551,1388.5346,1312.3086,619.5138,1996.2045,819.8769,477.2765,1416.9956,6046.9509,39,1,3611.4599,430.1149,378.9213,1.9,0,896.9375,916.3438,885.7786,675.6532,530.2115,3915.6912,23705.2153,848.3784,1,0,0,1,104.04
13,1,826,9.7,4978,1069.4659,1049.6419,83,0,3091.0971,835.5875,0,1662.0129,1014.4099,1201.8968,1292.4675,1465.7597,1401.2432,663.6455,1823.6846,860.6195,547.2437,1332.9911,6040.742,33,1,3772.8973,467.6268,317.8128,1.4,0,967.1575,954.764,952.3075,747.0961,552.4109,3531.7915,22720.9762,989.0147,1,0,1,0,94.09
0,2,620,11,3197,1142.2122,1152.9038,81,0,2959.3252,961.5808,0,1675.6887,1090.1731,1317.3042,1296.6516,1411.0928,1446.5788,662.8421,1722.6165,929.8614,484.1812,1409.8634,5836.3643,35,0,3819.3662,527.2473,312.845,0.9,0,1067.4925,1128.2461,1055.0085,751.5974,577.1709,3194.0474,22028.3645,1035.0231,1,1,0,0,121
3,0,381,13.4,1795,1205.426,1169.3018,73,1,2922.2077,1017.59,0,1671.2573,1111.3139,1423.7744,1350.388,1428.8414,1538.5123,699.7188,1728.6559,941.4206,539.2484,1415.0893,5954.5427,28,1,4113.7621,529.6135,308.1041,1.9,0,1085.7107,1241.3935,1079.4629,801.0804,619.3032,3108.757,22343.1134,1146.1258,1,0,0,0,179.56
2,4,366,15.2,1633,1281.953,1135.0097,64,4,2967.7447,941.8597,0,1708.5132,1088.4331,1574.616,1359.1802,1455.3741,1459.457,689.252,1673.1806,915.1193,555.4187,1522.0198,6408.4798,33,1,4489.2367,495.6993,331.3755,1.3,0,1059.6889,1348.1711,1107.9387,783.578,617.6511,3177.398,23401.9469,1204.8082,1,0,0,0,231.04
4,1,420,16.8,1910,1184.1176,1168.8246,56,2,3013.6248,956.5026,0,1726.4648,1048.3045,1648.1145,1345.9953,1486.3602,1515.3921,659.6821,1735.0403,922.6254,617.7065,1463.1372,6491.7764,53,0,4671.7591,486.9781,348.3504,0.9,0,1069.6683,1497.6085,1107.0402,801.266,607.7906,3154.7563,23742.9191,1194.6051,1,0,0,0,282.24
3,7,547,16.8,2241,1177.3742,1269.3674,50,4,2938.0716,1020.0495,0,1667.6459,1046.1767,1515.1576,1386.7076,1441.4783,1397.7673,718.7597,1711.3524,924.5583,557.5667,1393.117,6610.7366,51,1,4632.2849,479.1552,404.8706,3,0,1101.4553,1554.6023,1085.9701,793.3721,603.7183,2944.5775,23339.2642,1163.5951,1,0,0,0,282.24
4,3,489,17.5,2341,1239.6493,1287.4666,48,1,2942.1777,962.6718,0,1655.6623,1011.6597,1472.3724,1349.4776,1441.4508,1456.1133,689.91,1748.3569,890.3902,560.9574,1410.3335,6638.6445,52,1,4736.0547,524.6685,468.2293,2.6,0,1083.1675,1507.7345,1071.4976,802.5759,663.6633,2971.255,23543.9354,1208.9276,1,0,0,0,306.25
