"y","past_return","bus_passenger","sub_passenger","temp","X8_9","m50","wet","rain","m30","sunny","f25","m45","m25","m40","f45","f20","m35","X7_8","m20","m5","f55","m65","f70","wind","m70","f65","f0","f15","f30","m0","m55","m60","f35","f40","dust","f50","cloud","most_use","weekend","f60","semester","X17_18","temp.sqr","X9_10","X18_19"
7,7,633,3035,11.4,0,1117.4544,61,0,1684.4804,1,3106.2602,1276.7874,3041.1756,1083.3063,1205.4376,6314.5409,1520.2285,0,4695.1645,1277.4733,958.038,491.3056,1252.8513,2.5,921.5686,590.0339,463.2293,1667.398,1806.426,577.6005,1031.8492,721.768,1438.7832,979.505,61,952.136,10,23607.0593,0,749.717,1,0,129.96,0,0
12,5,838,4078,11.1,0,1072.4007,58,0,1793.2133,1,3474.2322,1212.5674,3135.2472,1123.1712,1188.6045,6466.7229,1603.9478,0,4840.2558,1444.5926,999.2925,456.5025,1273.8288,2.9,885.0045,560.8337,502.8437,1888.4286,1787.2261,575.7081,1034.9466,646.2371,1426.9272,949.181,38,1005.3613,8,24527.7725,0,746.4542,1,1,123.21,0,0
16,13,1061,4542,10.5,0,1147.482,59,0,2193.4319,1,4158.2385,1362.236,3667.8887,1275.0048,1272.3445,7265.21,1721.9095,0,5249.5735,1395.8707,950.6102,422.1207,1293.2785,2.9,895.069,579.2001,544.674,1988.51,2252.7898,621.7767,1014.6019,704.5431,1632.6502,1158.3028,32,1076.0039,7,28141.6921,0,793.973,1,0,110.25,0,1
13,21,805,2995,10,0,1084.4471,58,0,2333.0841,1,4636.3822,1291.7215,4115.3938,1255.8457,1177.2549,7576.3992,1760.2883,0,5415.2726,1449.3971,926.5343,466.3745,1358.4367,2.9,875.944,587.1479,575.7079,2088.0883,2347.6966,598.5638,1011.6915,705.8139,1639.7037,1079.1351,22,1058.8286,10,29824.2205,0,806.3276,1,0,100,0,0
10,5,669,3154,9.4,0,1130.8852,60,0,2255.6618,1,4679.1621,1293.2218,4145.7147,1259.5105,1121.9106,7551.7156,1703.3498,0,5519.7886,1444.5742,881.7506,425.5376,1351.8805,2.5,870.3043,584.3367,489.0194,2089.3445,2214.8539,556.8518,1020.1103,726.3305,1627.3544,1033.9423,20,990.7331,10,29697.6009,0,764.9383,1,0,88.36,0,0
7,9,757,3333,8.6,0,1068.0481,54,0,2153.2768,1,4492.0507,1209.4011,4116.2023,1113.864,1026.9124,7404.933,1629.6468,0,5389.2607,1362.1081,846.9538,438.6303,1270.986,2.6,881.7218,576.4994,531.4529,1815.7893,2164.641,547.1799,931.1976,616.67,1570.8511,998.8702,20,946.0389,7,28920.8624,0,774.7888,1,0,73.96,0,0
5,11,718,3058,7.8,0,957.1802,53,0,2084.0131,1,4271.5066,1123.5515,4154.8462,1057.0116,919.9392,6965.6572,1660.0222,0,5087.1031,1217.8167,802.193,403.1683,1284.2168,3.4,859.734,543.1615,503.2522,1474.3859,2075.6881,467.0494,836.3819,612.9455,1482.6925,866.5346,16,877.3236,9,27781.529,0,719.9201,1,0,60.84,0,0
7,12,448,1653,6.6,0,864.2743,53,0,2079.3717,1,4108.2166,1039.7418,3982.0954,910.4925,838.9839,6738.0309,1440.5426,0,4531.7843,999.2208,695.0152,361.7111,1155.4084,3.9,798.4725,514.176,347.9926,1249.2336,2001.7288,377.5483,836.2038,555.8509,1375.5322,721.3472,16,768.5244,8,26257.3025,0,646.4978,1,0,43.56,0,0
4,7,261,653,5.6,0,824.5215,49,0,2055.6971,1,4183.0214,1024.6871,3956.9111,854.7327,874.0554,6637.9566,1406.0209,0,4326.7609,956.5848,683.6729,382.2115,1141.5234,3,818.8631,501.5896,387.6494,1114.7297,1993.8414,367.3674,797.1239,585.5706,1380.5972,683.0691,15,766.633,1,25940.8066,0,649.043,1,0,31.36,0,0
1,2,114,0,5,0,861.4059,49,0,2012.2348,1,4154.4273,1047.5709,3916.8376,898.7139,887.3363,6592.0025,1396.5891,0,4147.3627,821.1465,702.5074,367.8317,1140.2965,2.8,832.2344,512.6826,385.5374,1113.2776,2004.6647,406.0835,806.2363,608.8768,1362.1976,734.3385,8,783.3349,6,25586.3163,0,662.3391,1,0,25,0,0
1,0,61,0,4.4,0,854.622,49,0,1974.1451,1,4162.0487,1016.436,3864.7551,892.3634,880.446,6495.8753,1340.0354,0,4052.0435,776.6509,666.7603,388.276,1167.269,1.8,805.6559,506.6543,399.5937,1100.3218,1966.8224,424.9076,777.3695,595.6065,1374.1113,771.3144,7,782.4571,0,25229.8368,0,649.7567,1,0,19.36,0,0
1,1,48,0,3.8,0,864.1994,53,0,1986.2049,1,4152.5103,1020.6101,3845.0995,898.519,870.0304,6443.7048,1345.5416,0,3987.7002,760.2004,657.1546,383.7844,1190.3293,2.4,835.2079,492.8527,397.0403,1074.7011,1955.5436,440.804,808.3452,572.1927,1416.4411,742.7466,15,769.2202,0,25132.746,0,656.8962,1,0,14.44,0,0
1,1,53,8,3.2,0,859.263,57,0,1979.5088,1,4087.4531,1025.6953,3808.4173,911.6299,865.0217,6336.397,1353.5114,0,3882.8565,784.5701,656.3836,403.2868,1184.3438,2.3,844.7144,474.5019,418.2536,1091.4338,1960.3697,412.2817,827.5281,570.8853,1423.8291,742.8514,10,786.9406,0,24832.3429,0,650.9167,1,0,10.24,0,0
5,0,102,707,2.6,0,849.3379,60,0,1972.3799,1,4061.4802,1025.6298,3765.3526,898.4919,872.1101,6303.5749,1349.3534,0,3781.0361,720.7065,633.2669,396.0366,1210.6242,2.4,858.5427,498.8128,429.3417,1013.1858,1977.4522,406.2947,829.7533,567.2012,1418.1851,732.8794,13,787.8677,0,24628.8144,0,660.6485,1,0,6.76,0,0
1,0,211,990,2.2,0,907.2535,61,0,1960.7595,1,4037.8168,975.9426,3685.141,897.5107,899.222,6246.5476,1364.8964,0,3721.7822,736.6495,669.0848,421.7811,1174.486,2.6,826.2462,553.8984,410.6614,998.8433,1983.1429,402.2829,829.2518,628.5074,1408.9685,780.2414,15,811.6827,0,24409.0549,0,667.2133,1,0,4.84,0,0
12,2,511,2684,1.8,0,1002.6154,57,0,1896.871,1,3846.5949,1090.8381,3485.4197,1060.5075,965.5328,5992.524,1402.3869,1,3626.0527,919.7897,762.4211,416.4113,1250.0417,2.5,772.2888,582.0327,482.1026,1035.6761,1948.082,484.4562,883.3919,659.1517,1455.4864,805.592,17,837.6408,0,23653.4176,0,661.0039,1,0,3.24,0,0
20,4,815,4778,1.8,1,957.6588,56,0,1738.8027,1,3457.6415,1141.646,3016.1852,1073.1755,1046.5475,5855.7925,1336.2194,0,3687.6387,1026.6932,794.6549,458.4072,1286.8506,3,842.46,606.6245,293.0266,1156.7807,1774.109,483.1096,905.1745,648.8905,1431.9814,926.6948,12,877.6352,0,22298.3704,0,714.3169,1,0,3.24,0,0
11,14,565,2963,2.3,0,1086.1053,47,0,1657.6997,1,3204.8748,1206.377,2814.1269,1103.9206,1074.0639,5747.5232,1337.4058,0,3733.8528,1023.9529,891.6214,492.2083,1337.8368,4.1,942.973,585.9403,269.2001,1243.0289,1681.6654,463.5694,1006.0142,665.1833,1364.8722,1024.4489,14,952.9402,0,21542.0208,0,740.3093,1,0,5.29,1,0
9,13,402,1752,3.8,0,1104.6198,43,0,1662.3608,1,3111.3348,1199.9496,2891.3274,1158.8841,1053.5218,5879.6345,1381.1071,0,3810.1682,1155.9226,881.5008,530.4685,1344.2118,3.2,925.1764,592.104,310.6001,1243.119,1696.9192,522.9443,1053.5504,661.9953,1426.4387,1044.0222,20,1039.0909,0,21859.2907,0,769.6883,1,0,14.44,0,0
2,9,405,1791,4.9,0,1132.8487,36,0,1699.8189,1,3129.0525,1218.1395,2809.9772,1138.595,1105.6357,5900.7694,1404.3818,0,3938.8553,1101.767,924.6749,505.2486,1296.7385,3.7,859.1482,605.4451,303.2762,1393.9873,1699.2851,647.6034,996.7006,698.1253,1432.1607,1078.2396,32,1013.729,0,22014.3009,0,745.312,1,0,24.01,0,0
5,3,428,2063,6.4,0,1109.3616,33,0,1729.9605,1,3113.7633,1258.7453,2869.3572,1152.2271,1082.961,5958.9023,1440.1564,0,4058.1943,1196.9821,944.0465,523.4581,1285.4775,3.3,900.8876,649.5015,390.7432,1439.8519,1749.9503,537.235,1012.1743,674.6734,1407.8712,1089.7762,43,1039.5804,1,22328.1555,0,782.3255,1,0,40.96,0,0
4,3,496,2317,8,0,1121.8274,31,0,1717.6973,1,3103.1202,1333.9421,2817.457,1207.7531,1204.9652,5908.8533,1441.6137,0,4030.1959,1249.2207,1011.7303,517.2647,1269.3,3.1,905.2415,631.1865,540.4452,1510.4612,1798.0431,619.2005,1053.5977,677.9914,1454.0649,1148.8133,39,1067.6746,1,22271.0454,0,840.9362,1,0,64,0,0
9,5,566,2396,8.7,0,1120.6845,27,0,1704.5233,1,3078.6852,1233.3912,2889.0081,1087.9563,1191.7468,5939.0242,1411.5599,0,4222.3562,1175.4986,1087.2379,520.6367,1351.3034,3.2,913.8925,582.7376,570.2671,1441.437,1842.0406,653.6009,1031.7439,664.3254,1488.6141,1082.2871,47,1069.1363,2,22575.8116,0,834.3327,1,0,75.69,0,0
6,7,684,2729,9.4,0,1110.7191,25,0,1649.9435,1,3152.6266,1179.1835,2909.1309,1119.8153,1235.3831,5877.6026,1434.3332,0,4156.6847,1167.3565,1022.672,500.9146,1371.7144,4.7,898.3827,595.8122,524.935,1540.844,1769.1922,498.4951,977.0157,668.345,1401.4105,1039.7341,45,1031.7068,0,22350.9242,0,819.048,1,0,88.36,0,0
6,7,637,3249,9.6,0,1067.7421,25,0,1815.9656,1,3204.6461,1136.5501,3035.6675,1096.753,1173.6905,5850.574,1470.3252,0,4170.6597,1310.2132,966.2575,479.2812,1297.6737,3.9,863.6366,555.0181,508.7458,1679.4389,1741.8023,516.0899,909.357,656.5057,1391.4668,963.41,58,1023.3392,0,22681.1072,0,746.6264,1,0,92.16,0,0
13,5,839,4279,8.5,0,1072.2732,27,0,1901.3132,1,3386.3036,1245.5264,3285.655,1185.3142,1120.5208,6327.6403,1535.469,0,4383.7528,1416.3751,977.247,470.733,1272.0253,2.9,907.7663,564.811,629.5229,1819.5422,1865.3421,542.6152,988.0811,694.0849,1437.6513,1013.0122,50,1016.0943,0,24123.1273,0,766.3723,1,1,72.25,0,0
9,13,1073,4939,7.2,0,1088.1326,29,0,2183.0679,1,4375.0273,1326.4883,3854.4333,1208.5635,1204.0117,7238.3897,1758.4691,0,5000.5448,1478.7565,944.3517,519.1109,1244.1251,2.3,865.5219,561.1288,583.8559,1944.3054,2258.3453,461.4083,1008.3221,702.9403,1560.9775,1088.2398,46,1036.8316,0,28229.2549,0,760.0241,1,0,51.84,0,1
8,15,917,3370,6.3,0,1052.78,34,0,2338.6004,1,4815.7062,1269.6503,4438.8298,1113.3478,1142.6331,7796.2684,1787.8099,0,5496.8131,1517.5685,903.6542,458.291,1277.9114,2.1,913.08,570.1006,467.517,2015.8353,2300.8125,506.7605,951.0141,660.1953,1512.6267,1030.3138,33,954.9397,0,30487.467,0,710.6193,1,0,39.69,0,0
2,8,689,3296,5.7,0,1058.2278,37,0,2435.4226,1,4960.5665,1200.5186,4704.3517,1191.1081,1037.1277,8172.6536,1768.9804,0,5762.2099,1537.5431,904.8028,447.514,1287.6907,3.2,875.7312,553.0104,461.9101,1952.7464,2337.2629,487.4054,858.3859,706.8741,1487.9012,985.9882,28,974.8208,0,31629.3488,0,734.1003,1,0,32.49,0,0
5,4,702,3524,5.1,0,1031.8019,39,0,2466.5418,1,4979.2784,1193.523,4787.3085,1128.6938,1020.0406,7904.4677,1733.89,0,5852.6075,1441.1154,905.8304,457.8673,1269.6032,3,858.9628,513.7112,440.3189,1685.4237,2239.9487,538.8542,848.0582,649.0477,1458.6257,982.7914,23,870.152,0,31422.6683,0,735.0158,1,0,26.01,0,0
9,8,768,3699,4.5,0,975.4628,40,0,2460.7098,1,4790.4533,1112.6184,4761.8593,1116.95,1004.0828,7460.6198,1673.3591,0,5755.7039,1267.0093,883.6348,427.1499,1282.797,2.6,827.593,523.719,467.6831,1444.1829,2159.9423,567.3038,858.7476,662.8913,1371.2917,876.0805,23,864.8501,0,30433.9392,0,712.1176,1,0,20.25,0,0
1,7,448,2729,3.8,0,819.0448,43,0,2301.3324,1,4454.4181,1024.4149,4429.7786,995.9139,889.1663,6951.5847,1538.4119,0,5126.6517,967.7483,732.5097,394.3674,1200.0898,1.9,810.8158,470.192,330.9196,1221.4383,2037.7803,349.1611,751.0912,542.1608,1247.1052,718.4825,24,769.4705,0,28087.0629,0,625.7355,1,0,14.44,0,0
2,8,425,2,2.7,0,843.2205,47,0,2204.4632,1,4313.4454,1043.4643,4278.7155,992.8136,849.3248,6806.6491,1490.9901,0,4743.442,927.6218,715.5904,401.257,1176.0485,1.8,797.1412,483.7334,291.3544,1168.2644,1983.1696,314.5945,742.1725,530.5428,1299.003,758.3154,24,745.9366,0,27119.8779,1,616.6677,1,0,7.29,0,0
2,4,143,0,2.4,0,857.1329,50,0,2123.7855,1,4228.8988,991.5199,4133.3767,930.0177,856.6558,6637.5946,1395.4824,0,4529.6069,875.5094,689.0112,409.5525,1236.8419,1.6,812.1174,467.7256,313.9421,1116.1397,1913.0446,371.5146,755.3546,561.9026,1296.3967,767.2228,32,757.5796,0,26258.1862,1,629.2006,1,0,5.76,0,0
3,4,100,0,1.8,0,834.4344,54,0,2039.8963,0,4203.4002,993.9413,4008.3336,957.4521,854.7782,6506.1227,1363.0752,0,4318.9364,783.9153,688.5005,401.9374,1205.0111,1,821.5625,455.726,307.9978,1053.9401,1921.1218,403.6465,734.1035,555.1455,1292.2004,737.0838,27,767.3637,0,25653.0866,1,643.1633,1,0,3.24,0,0
1,3,69,0,1.4,0,837.5299,57,0,1987.2086,1,4185.5989,1004.0699,3901.2377,980.1033,865.3604,6406.1285,1381.5826,0,4181.2655,753.0291,663.9432,381.7713,1227.0701,1.1,801.1916,482.7304,332.5155,998.8053,1952.046,415.3993,763.9988,517.2948,1333.1945,759.1634,24,776.5135,0,25328.2623,1,647.7813,1,0,1.96,0,0
0,2,39,24,1,0,827.4418,61,0,1970.584,0,4086.3098,977.2247,3779.1017,976.1718,848.7767,6211.9106,1367.1008,0,3949.5414,738.006,672.9572,404.4811,1258.1417,0.5,785.2477,468.7504,318.8436,966.9424,1918.8817,410.693,747.1761,514.9272,1317.4746,756.0616,23,759.9693,0,24600.9046,1,637.2947,1,0,1,0,0
2,0,124,736,1,0,839.8774,61,0,1943.1835,0,3994.4049,1017.0082,3745.3841,931.6917,872.4967,6072.3767,1358.7801,0,3748.3815,697.0853,659.0744,397.2445,1229.8217,1,831.3279,507.3005,314.522,862.4406,1892.2186,432.6722,714.4715,508.269,1327.4546,747.9397,23,772.1652,0,24082.184,1,614.9899,1,0,1,0,0
1,0,179,717,1.3,0,833.8357,59,0,1885.4678,1,3964.1579,1017.0393,3607.6145,910.5612,853.7874,5854.9099,1371.8051,0,3608.4087,694.2209,673.2453,393.3605,1299.8342,1.4,852.1749,506.7189,310.9847,848.1268,1836.4992,408.9571,748.9869,497.2967,1308.112,756.4754,25,763.858,0,23436.9751,1,631.6099,1,0,1.69,0,0
4,0,174,900,1.1,0,799.6409,62,0,1890.4882,1,3877.8216,1075.6525,3485.2462,989.2083,880.4633,5725.0584,1313.03,1,3544.6617,665.8739,669.7541,384.6149,1238.6822,1.8,784.9686,508.2588,343.8207,810.3974,1790.5021,410.4027,754.6652,505.0166,1300.8556,776.0191,18,820.811,0,22927.6638,1,653.2778,1,0,1.21,0,0
6,1,352,1590,1,1,827.533,64,0,1852.9031,0,3757.6788,1064.1918,3434.3089,981.5001,922.9202,5519.2453,1347.3253,0,3424.214,668.8374,720.6131,398.8292,1245.2092,1.7,846.249,498.8815,363.2996,820.7819,1801.0309,393.2765,809.0968,510.1256,1280.8055,874.9319,28,861.0761,0,22417.5118,1,680.5002,1,0,1,0,0
4,0,374,1931,3.2,0,827.4541,59,0,1844.1582,1,3668.0499,1081.6798,3403.9491,974.6862,1001.8257,5385.8098,1384.3068,0,3415.1069,678.2447,731.9722,387.6322,1246.5137,1.8,919.08,503.933,448.0898,860.7957,1785.3894,368.1591,777.6885,519.5023,1315.1655,877.1289,26,907.1268,0,22201.9356,1,720.2447,1,0,10.24,1,0
8,3,387,1893,6.8,0,947.966,49,0,1935.2368,0,3633.0006,1112.025,3327.6965,1082.7276,1113.3355,5249.9354,1504.5045,0,3337.6181,687.1313,858.8786,414.7943,1215.4317,1,890.9504,526.0681,478.8548,921.154,1902.8324,470.4463,845.0407,566.5856,1420.4469,1010.3113,49,987.8157,0,22311.2712,1,715.4892,1,0,46.24,0,0
5,4,406,2295,8.9,0,997.4451,37,0,2005.4294,1,3671.0661,1230.5282,3299.78,1209.9813,1291.1413,5282.7113,1706.3338,0,3374.8043,740.4329,967.7403,406.9969,1230.0315,2.7,904.1118,557.7932,618.6072,995.2178,1949.4006,633.5322,929.652,623.9938,1510.6021,1122.4366,60,1114.3591,0,22800.1276,1,806.6773,1,0,79.21,0,0
4,3,500,2758,10.2,0,996.0285,31,0,2140.4587,1,3785.9975,1239.9179,3436.0202,1219.8116,1224.1533,5466.8106,1685.3953,0,3444.7825,844.4649,897.9299,385.8705,1230.8754,3.2,891.0525,530.2874,710.7013,1108.1406,2015.3394,822.6937,943.7042,659.4591,1554.6443,1182.611,57,1173.0259,0,23529.4485,1,790.3457,1,0,104.04,0,0
6,5,578,2905,11.6,0,1066.7017,27,0,2120.8631,1,3835.0573,1248.2452,3568.6229,1217.0695,1222.8162,5620.1333,1815.4486,0,3548.7086,873.5949,995.5148,401.5527,1214.2463,2.8,930.0441,554.7165,869.0348,1318.0752,2091.6983,757.9859,964.9978,632.2215,1571.9817,1259.8071,51,1124.1018,0,24172.5138,1,801.9693,1,0,134.56,0,0
1,5,610,2864,12.3,0,1009.1367,26,0,2187.6625,1,3880.0273,1263.2068,3599.7328,1236.501,1186.561,5608.164,1739.8079,0,3578.8895,1003.0986,998.5179,401.57,1174.9752,2.9,922.4753,561.8657,1021.3175,1361.106,2026.5247,771.594,971.6522,605.0248,1484.0541,1192.0841,48,1067.1616,0,24104.8628,1,797.988,1,0,151.29,0,0
3,2,611,3288,12.8,0,1039.6576,25,0,2236.4153,1,3992.1796,1284.3876,3681.793,1244.5216,1342.4378,5731.1858,1778.1577,0,3780.2,1119.8693,995.5199,426.4914,1203.2688,2.3,921.3222,582.5015,1026.7816,1493.2498,2071.3357,681.5615,912.8567,589.0333,1560.5891,1269.8268,48,1044.5579,0,24831.8562,1,741.8731,1,0,163.84,0,0
2,4,729,3953,13.2,0,1058.3787,30,0,2251.5288,1,4185.1973,1311.1338,3764.8855,1267.0475,1229.8674,5903.8604,1807.2471,0,3969.9766,1172.5188,997.2146,445.5988,1180.1483,2.7,893.3147,580.1076,1097.6517,1692.4222,2106.1602,675.5634,927.2492,648.2583,1514.9235,1215.3781,49,1081.6954,0,25503.7794,1,761.6836,1,0,174.24,0,0
5,1,737,3898,11.6,0,1087.5306,36,0,2419.478,1,4494.0908,1307.7319,4006.747,1310.1512,1181.5603,6482.5997,1878.758,0,4284.6078,1359.4734,1034.7346,473.0202,1323.1107,2.8,864.0368,597.073,865.1148,1991.9404,2167.5201,599.5549,988.5333,673.3449,1629.2434,1188.5979,56,1118.7506,0,27363.0448,1,791.8018,1,1,134.56,0,0
4,7,732,3691,9.9,0,1053.7748,44,0,2524.3509,1,4718.2546,1249.4899,4364.7748,1226.296,1092.9802,7278.8386,1724.757,0,4821.2489,1520.5025,986.4677,447.4118,1311.48,2.4,845.1771,554.4041,739.3513,2012.169,2204.7078,672.2884,927.7976,653.9342,1544.6002,1088.4135,40,958.6891,0,29181.5328,1,811.9095,1,0,98.01,0,1
3,8,632,3213,8.9,0,1030.2408,52,0,2537.1755,1,4909.8934,1216.8752,4775.1769,1291.1177,1064.3931,7697.2357,1698.362,0,5281.2193,1611.5471,891.3011,417.5996,1292.5499,1.5,856.9274,559.5636,681.1368,2059.1081,2242.4633,713.5889,898.8579,654.3083,1539.532,1089.9069,24,945.3662,0,30681.0581,1,781.1702,1,0,79.21,0,0
4,4,593,3549,8,0,982.0585,58,0,2615.4427,0,5109.5662,1193.6101,5069.0572,1206.0978,968.0989,7792.7269,1826.1636,0,5512.1352,1560.9584,865.9932,423.8399,1221.3982,0.8,805.6754,505.363,530.021,1908.2548,2265.5028,528.2905,884.7311,633.3933,1555.6288,976.9569,19,893.9327,0,31746.2234,1,737.2561,1,0,64,0,0
1,4,552,3730,7.4,0,974.0341,63,0,2570.4074,0,5050.5006,1157.4027,5106.6445,1130.7611,899.9592,7859.9207,1707.8718,0,5605.8048,1573.4188,869.6593,409.5537,1223.7143,0.3,879.2305,514.8281,446.918,1732.4174,2217.4704,494.8361,881.6492,614.1472,1522.1359,932.9178,20,858.4511,0,31640.7561,1,710.2989,1,0,54.76,0,0
3,5,650,3888,6.8,0,861.9991,66,0,2455.6342,0,4808.8484,1162.5337,4857.3256,1060.5252,858.9356,7436.2098,1630.0238,0,5359.0386,1340.4543,838.9584,387.904,1170.7023,0.1,883.7227,494.6407,470.7499,1448.2586,2120.6635,504.6756,868.6045,617.4182,1475.7591,827.1388,20,830.8816,0,30143.503,1,712.445,1,0,46.24,0,0
3,8,450,2203,6.4,0,831.2198,69,0,2331.7327,0,4566.53,1077.9026,4735.0837,989.8549,773.8548,7038.1581,1539.0769,0,5052.1109,1093.5285,714.9084,356.4028,1148.4469,0.7,827.9908,463.4193,338.1966,1213.5122,1956.9752,370.7613,784.1644,534.401,1337.2498,745.7593,24,749.9948,0,28556.9173,1,646.808,1,0,40.96,0,0
8,8,218,1,6,0,836.5447,72,0,2181.725,1,4431.8078,1042.4551,4525.5503,965.0284,795.5843,6682.6515,1491.8109,0,4769.8416,1007.3017,680.2057,361.9326,1147.0858,1.7,801.4433,464.3517,345.2279,1133.198,1893.2164,364.5329,761.62,530.388,1342.9946,733.1088,24,753.2118,0,27319.5981,1,638.2723,1,0,36,0,0
6,5,47,0,5.8,0,832.311,71,0,2174.4064,1,4250.8389,1055.5072,4363.9444,910.2205,770.7218,6512.6923,1460.139,0,4616.9816,987.4161,672.6858,364.9347,1203.4007,2,807.1065,473.204,348.4555,1060.8871,1870.7865,349.5071,740.4445,526.7506,1362.8002,755.7131,29,759.3672,0,26612.5893,1,625.0916,1,0,33.64,0,0
2,3,52,0,5.4,0,839.3388,71,0,2088.1211,1,4177.0901,1020.3363,4174.1584,931.5914,757.27,6260.3052,1417.0957,0,4278.7573,974.0604,653.48,365.0233,1177.5004,1.6,791.2151,486.9111,372.9218,1078.8491,1868.9058,366.9983,724.4618,510.338,1376.0836,757.0755,22,769.681,0,25640.5172,1,622.4044,1,0,29.16,0,0
3,1,38,0,5,0,823.9549,73,0,2047.8822,1,4105.9187,1025.0537,4004.9576,879.5517,749.2032,6139.6413,1369.6062,0,4071.2323,892.6906,651.9288,382.6825,1209.2617,2.2,820.8142,475.0507,324.6739,1048.2535,1838.4868,342.3526,725.1837,512.2022,1310.3284,763.6657,21,766.9107,2,24888.0535,1,597.9656,1,0,25,0,0
2,3,55,17,4.7,0,826.8249,75,0,2023.7959,1,3988.2422,1011.4266,3896.3094,893.9855,762.0339,5976.4046,1339.8321,0,3814.4927,813.634,618.7329,390.201,1212.9692,2.1,823.7714,473.4099,397.1822,973.971,1800.8616,352.5748,722.2584,514.1693,1306.7192,761.0256,21,775.5155,2,24146.6577,1,592.3996,1,0,22.09,0,0
3,2,96,532,4.4,0,809.1994,75,0,1997.92,1,3893.323,983.4792,3726.552,887.3853,781.4155,5840.0223,1339.4013,0,3528.7858,722.7363,599.3476,382.7084,1197.133,1.9,839.361,476.7594,383.4617,893.8912,1782.6441,355.76,724.0604,497.6877,1269.6388,757.8214,21,753.396,0,23378.2873,1,605.9924,1,0,19.36,0,0
0,0,124,552,4,0,783.1384,79,0,1982.8531,1,3828.7301,981.988,3575.4815,899.2206,764.8458,5720.6764,1312.2287,0,3395.2211,715.6008,590.4872,379.1756,1212.0076,1.7,800.6612,481.9127,400.5926,866.2755,1749.1322,344.382,694.2781,529.6257,1294.878,746.6654,14,750.1313,0,22859.2011,1,594.1002,1,0,16,0,0
2,1,131,674,3.8,0,797.7428,79,0,1911.7491,1,3711.9116,1000.0167,3500.032,911.0973,779.1968,5605.3182,1304.2655,1,3306.2775,688.4902,596.8742,365.0092,1174.8672,1.3,803.598,482.5924,367.3173,846.1426,1724.4349,350.4509,710.3782,512.5964,1257.4723,756.4297,16,753.7187,0,22321.4611,1,621.2251,1,0,14.44,0,0
4,0,192,1072,4.1,1,824.9462,79,0,1907.8402,1,3607.4622,988.71,3398.8083,938.4833,785.6186,5571.3426,1311.8681,0,3252.9883,661.3149,635.8944,357.7412,1140.9703,1.8,725.7539,486.7585,422.1425,864.7137,1727.9202,368.2194,714.8939,518.3573,1274.587,763.3181,15,737.2025,0,22052.8169,1,592.7857,1,0,16.81,0,0
6,0,210,1534,6.3,0,823.4056,70,0,1851.7779,1,3506.664,1054.1948,3336.0111,1000.8053,803.124,5299.4587,1382.5857,0,3245.417,647.4776,708.1596,361.5079,1143.3327,1.6,676.7523,522.9637,389.6805,852.8323,1767.7069,376.849,770.1418,484.3185,1286.6453,798.5973,19,760.714,0,21676.2666,1,618.4696,1,0,39.69,1,0
3,0,209,1427,9.5,0,861.4896,59,0,1841.1994,1,3511.1426,1110.4277,3306.9148,1030.9417,881.43,5291.6817,1421.82,0,3293.1784,674.5903,763.2251,363.7644,1145.6524,1.4,768.126,521.8244,416.4572,840.9193,1815.2977,342.3847,807.2224,576.8015,1338.6866,846.9276,33,785.6499,0,21819.9212,1,719.8213,1,0,90.25,0,0
5,6,290,1482,11.9,0,926.9182,54,0,1981.3564,1,3518.6472,1119.6729,3303.273,1007.2367,920.9537,5265.9644,1595.133,0,3275.9792,753.6484,751.8286,383.7631,1205.6103,1.7,764.7285,539.2615,545.1235,974.592,1836.0229,444.3621,837.6275,627.3796,1476.9466,985.9596,50,860.6564,0,22253.3227,1,772.6056,1,0,141.61,0,0
1,1,349,1851,14.5,0,980.0694,43,0,1975.6074,1,3619.5364,1161.3291,3375.3134,1159.63,1005.2191,5482.9397,1613.768,0,3310.5948,818.4131,753.2766,380.86,1193.854,2.1,820.9888,538.1002,751.2722,1149.7383,1838.3341,626.8047,858.5135,599.2954,1578.2724,1012.7106,58,852.5215,0,22794.3662,1,756.825,1,0,210.25,0,0
4,2,459,2256,15.3,0,906.4402,38,0,1957.199,1,3702.6835,1218.2366,3508.1243,1249.5135,1000.9906,5522.6126,1647.8565,0,3397.6939,915.393,774.5193,355.1149,1194.802,1.6,843.7136,559.8844,950.7612,1276.5451,1875.0514,660.0781,841.5157,613.5367,1627.1548,1059.673,53,876.1887,0,23238.376,1,756.9902,1,0,234.09,0,0
7,7,434,2267,16.4,0,892.4075,38,0,2060.4778,1,3835.7085,1299.0682,3532.0536,1266.1824,1140.2356,5623.5229,1650.0908,0,3444.3341,1072.6626,841.6373,369.4116,1274.3308,1.6,787.9747,533.0573,1050.0029,1384.5104,1992.8197,707.5285,862.8956,579.9223,1595.6265,1041.4335,49,882.1187,0,23734.6339,1,734.08,1,0,268.96,0,0
3,4,541,2630,16,0,896.0437,37,0,2034.9226,1,3842.4823,1248.8854,3659.6092,1252.6567,1151.6058,5738.7897,1666.8569,0,3617.3357,1132.5,856.2731,368.0996,1268.4091,1.9,853.2217,536.002,986.6108,1513.2781,1975.7632,839.3375,890.0949,581.9898,1502.3924,1078.3367,47,960.6538,1,24038.152,1,685.685,1,0,256,0,0
