"y","past_return","bus_passenger","temp","sub_passenger","m5","m70","m45","m65","wet","m20","f15","f35","f50","f55","m60","f0","m35","f70","m0","f40","dust","f65","m50","m55","m30","m40","m25","wind","sunny","f45","f20","f60","f30","f25","most_use","X8_9","cloud","rain","semester","temp.sqr"
0,0,41,15.4,9,905.0994,774.6467,940.1532,452.025,94,4010.0269,1335.9284,1359.6963,737.2135,675.2438,569.9172,415.5198,1320.8544,1270.6959,461.2841,754.099,5,498.2565,835.3853,741.8498,1925.6706,979.3425,3787.4402,2.8,0,784.1322,6605.7307,651.7925,1971.1035,4057.6028,25038.1254,0,10,2.5,1,237.16
0,0,100,15.2,700,920.4145,799.1991,982.3003,447.8014,93,3908.7541,1331.9676,1367.1906,756.1262,654.1011,598.4093,425.4628,1343.4119,1303.2187,468.6586,766.5516,8,520.3044,804.2916,768.5613,1916.2836,977.2189,3752.2839,2.2,0,804.7574,6512.9182,674.1369,1972.7233,4091.6581,24865.2237,0,10,0.8,1,231.04
2,0,228,15,983,966.5645,818.4615,1004.3292,471.9772,95,3908.1977,1254.938,1385.1523,770.8694,677.161,637.082,419.2055,1369.2272,1414.9326,474.39,791.5922,53.5,560.5046,865.6993,775.2802,1934.729,1029.5552,3710.7886,2.5,0,859.278,6398.5622,707.5698,1942.4946,4052.0717,24701.2233,0,10,0.2,1,225
1,0,515,15,2878,1134.7029,805.1947,1178.719,481.5748,95,3909.7158,1346.8097,1406.5016,887.3704,788.6369,661.9096,385.6995,1534.9305,1431.9535,502.59,881.0843,5,564.6168,991.4142,873.0386,1893.6681,1145.2561,3516.027,3.1,0,914.21,6279.2758,741.629,1930.88,3902.7472,24373.746,0,10,0.1,1,225
5,1,776,15.3,4872,1286.7542,889.8444,1146.3277,516.7083,95,4007.7021,1396.1612,1362.9837,1061.4201,845.645,711.8108,418.3459,1453.9489,1569.5623,522.7703,1081.8549,7,578.0887,1125.7773,928.7629,1736.278,1214.448,3176.1816,3.6,1,1062.7221,6284.2086,768.7439,1789.4372,3473.501,23284.2411,1,10,0,1,234.09
2,4,578,15.5,3098,1482.8601,889.8882,1282.8703,536.4881,95,4156.2141,1494.9939,1457.5856,1067.2754,886.2292,729.8332,412.1692,1415.3928,1587.3528,563.9419,1192.4889,8,605.9604,1166.0255,998.821,1616.2937,1268.7978,3044.2787,3.2,0,1185.212,6164.8003,812.3442,1698.7187,3117.0145,22670.2984,0,10,1,1,240.25
0,4,411,15.9,1867,1578.6838,889.6132,1250.9481,543.4913,96,4313.4743,1621.3822,1430.6877,1101.6473,981.0978,717.9943,412.3688,1449.2207,1527.1421,622.1269,1183.7647,48,604.9812,1245.8286,1029.5239,1612.8647,1236.2984,2986.2328,2.7,0,1266.7911,6219.88,884.4888,1735.58,3113.924,22861.8642,0,10,0.8,1,252.81
1,0,369,16.3,1652,1738.1735,990.417,1223.0152,520.3197,96,4537.0129,1703.3696,1486.4275,1133.9644,950.2685,714.4925,410.5946,1515.8418,1514.7786,635.1825,1210.1508,12,675.5604,1153.3111,1060.4182,1623.2903,1246.5351,2969.9722,2.2,0,1291.0398,6352.7134,891.8009,1765.7064,3086.8628,23337.8273,0,10,3.1,1,265.69
0,0,385,16.7,2009,1728.0982,940.5147,1287.8252,506.9786,96,4645.6789,1772.4475,1545.2574,1145.3811,1015.5433,714.9427,464.1464,1544.9104,1444.1927,600.8322,1217.5769,6,654.4272,1229.6292,1000.3562,1645.5525,1274.6586,2995.5498,2.1,0,1217.5049,6413.4875,878.232,1716.0798,3147.4402,23653.9565,0,10,0.5,1,278.89
2,1,448,17.4,2161,1660.4033,984.8133,1334.5152,489.8522,93,4670.1919,1753.491,1559.447,1168.526,1040.5223,740.715,408.6488,1482.3944,1401.3013,535.59,1247.9481,8,618.0683,1244.3088,1024.1532,1680.5695,1344.2064,3044.8263,2,0,1236.4275,6518.8475,865.3966,1720.5864,3139.7678,23816.6308,0,10,0.2,1,302.76
2,1,503,17.9,2322,1677.3781,1003.8949,1354.6391,463.1308,92,4727.4854,1795.516,1508.0722,1152.0439,1044.1173,729.6563,266.3655,1530.5546,1491.3983,486.1808,1168.2248,14,628.202,1229.3217,1081.9624,1666.7054,1279.5516,3104.5947,2,1,1295.4637,6586.3041,914.9354,1769.6845,3197.5257,24090.9266,0,10,0,1,320.41
1,1,562,18.3,2468,1625.7395,945.05,1292.195,493.7238,93,4662.8425,1781.5749,1424.9491,1123.0043,1029.9025,725.0741,380.6538,1563.9903,1416.8945,462.3075,1173.7861,16,584.6864,1257.6043,1016.1326,1698.0938,1276.5329,3032.4299,2.5,0,1253.909,6508.6614,811.3001,1748.3226,3138.3674,23777.657,0,10,1.4,1,334.89
2,2,676,19.1,2825,1556.4648,948.9261,1317.9611,482.1466,90,4581.2572,1761.1384,1425.7298,1116.5023,1054.7731,696.9388,375.957,1621.3304,1356.4465,464.5156,1117.4711,14,572.6381,1260.8231,1045.4963,1771.5102,1340.4298,3108.1841,2.9,1,1210.8945,6445.4817,860.7977,1750.0923,3200.9953,23904.581,0,10,0,1,364.81
4,3,747,19.3,3544,1681.963,912.1738,1316.1467,481.5878,89,4607.7742,1958.4891,1403.9408,1178.2326,1019.9271,666.6461,460.2708,1673.1003,1324.4415,485.4996,1115.2643,15,590.4774,1229.8494,1037.1006,1851.3418,1301.7402,3223.9684,2.2,1,1109.1471,6511.6686,853.0759,1815.7778,3323.6331,24411.205,0,10,0,1,372.49
3,3,984,19.7,4262,1916.4359,976.412,1425.0383,501.6755,89,4993.5238,2065.6405,1588.455,1133.7241,968.0432,726.1735,504.5898,1889.214,1311.4337,511.2945,1133.9656,19,602.9599,1172.0126,1010.3858,2141.1369,1414.0662,3718.7249,1.3,1,1213.8324,6944.1135,864.1698,2117.0125,4160.4057,27552.5863,0,10,0,1,388.09
2,4,845,19.9,2801,1854.4496,916.7702,1315.2609,488.8125,89,5304.4261,2036.9961,1553.9566,1068.3546,903.6393,645.438,519.9072,1856.4037,1337.2476,466.6592,1122.414,25,568.9055,1088.4225,923.8715,2205.9074,1360.0249,4042.6237,1.5,1,1086.3613,7256.4666,826.02,2247.4081,4477.6573,28944.8495,0,9,0,1,396.01
0,1,604,20,2907,1786.6246,855.0924,1265.869,468.9037,87,5354.925,2034.1123,1569.3139,1037.494,873.4288,671.5074,419.953,1779.26,1363.2922,475.3436,1014.6015,23,566.3164,1070.4138,857.8722,2250.3937,1323.5889,4197.8736,2.5,1,1045.7178,7264.2466,829.7382,2206.5176,4516.3416,29138.872,0,7,0,1,400
3,1,669,20,2932,1717.0221,875.9177,1223.854,453.647,87,5202.8728,1856.7293,1498.2641,945.2542,890.5777,613.1014,417.7624,1773.8322,1355.4422,497.5178,1000.902,32,561.1092,996.1109,843.0639,2278.633,1302.4601,4205.2059,2.1,1,1025.9454,7304.904,761.6725,2130.7516,4551.3872,28945.8508,0,9,0,1,400
1,1,628,19.8,2872,1560.8552,860.5217,1125.1225,446.7865,92,4953.3968,1558.9354,1475.3061,915.6081,812.7905,615.2205,415.8264,1717.54,1332.9389,534.3786,941.5319,21,555.7068,942.0427,845.0877,2192.2755,1186.49,4119.2339,2.4,0,922.1355,6967.8735,741.5991,2149.9646,4435.2823,28010.8727,0,10,0.1,1,392.04
0,1,473,19.3,1710,1183.2496,844.481,987.8128,407.367,93,4647.3864,1482.2834,1358.745,780.7391,645.662,554.5668,382.9544,1506.8022,1270.274,393.1845,863.9599,23,545.2627,829.1619,769.1927,2031.9705,1073.1362,3913.0763,0.5,0,779.3819,6715.4586,710.1401,1956.2761,4208.8273,26338.5424,0,10,1.9,1,372.49
1,0,226,19.2,417,1153.8111,874.6917,1009.8054,426.4407,93,4538.9264,1432.1851,1312.0177,783.0768,630.304,564.5001,373.1225,1464.2738,1293.0758,433.401,827.783,15,529.4045,814.8599,769.0082,1968.0611,1042.525,3933.769,1.4,1,790.0875,6640.6996,689.5717,1935.162,4154.6468,25947.5564,0,9,0,1,368.64
0,3,81,19,1,1098.885,863.5591,980.1937,430.8769,95,4457.7769,1384.9414,1303.2658,786.3154,658.0732,568.8418,369.4597,1455.8631,1262.3359,424.0524,799.1621,30,528.3151,798.2289,773.4049,1957.4737,1031.8478,3824.4321,1.7,0,797.6327,6669.6645,679.3548,1941.3596,4037.6781,25647.5138,0,10,0.3,1,361
0,1,57,18.6,0,1085.4455,849.2297,986.4665,422.5327,94,4319.9212,1389.0622,1327.9025,769.7816,651.9784,581.4779,374.9643,1437.7311,1250.6221,422.6795,788.3692,25,538.1101,806.0198,746.6753,1955.7155,1017.552,3805.1715,2.7,0,763.9625,6660.6493,678.9277,1956.4403,4056.0521,25519.5835,0,10,0.1,1,345.96
0,2,40,18.2,0,1055.6356,821.8226,1018.8396,445.2199,95,4187.3524,1377.3648,1349.2111,759.8734,636.0577,557.172,376.1464,1440.405,1266.5954,431.772,801.9458,18,537.29,808.0848,758.1537,1917.9988,980.5712,3805.8562,2.3,1,779.9837,6625.2966,671.8978,1979.2832,4037.9461,25343.3494,0,10,0,1,331.24
1,0,50,17.9,17,1001.9122,834.0508,1025.412,430.4752,94,4152.766,1314.982,1330.4025,758.5169,655.4573,566.7513,351.0728,1430.1981,1281.4439,417.9538,815.1641,24,526.8407,805.944,740.927,1942.0353,978.4042,3748.7943,3,1,779.5876,6593.8562,638.3287,1975.8285,4026.7928,25200.6737,0,9,0,1,320.41
0,0,117,17.9,675,945.0297,832.9129,921.6079,409.3909,95,4097.9832,1248.1903,1338.5289,753.6074,669.7936,582.8248,368.4844,1395.9377,1286.2348,424.8454,825.4581,6,538.8213,860.7251,755.1163,1941.0287,999.0129,3716.8672,2.3,1,796.4411,6529.6168,652.2345,1965.4998,4053.5511,25039.0134,0,10,0,1,320.41
1,0,209,17.7,975,944.489,852.0661,987.3033,456.6027,93,3996.4027,1222.3373,1307.4681,782.2925,667.3208,611.8807,368.228,1430.6439,1348.1516,427.4008,850.0157,10,580.4845,835.0421,758.2948,1943.1224,994.6895,3640.0621,2.8,1,833.079,6478.1743,678.3652,1931.2675,3995.4166,24722.5576,0,10,0,1,313.29
4,0,477,17.8,2831,1104.6565,904.2632,1110.6415,505.8435,93,3938.5602,1365.2316,1388.4595,896.9031,772.7013,682.1951,436.8647,1453.499,1364.3543,515.9886,940.5597,7,570.4778,995.5218,822.086,1909.1898,1128.9143,3498.3536,2.8,0,946.5493,6434.618,727.0701,1899.6717,3839.2368,24361.5886,0,9,0.1,1,316.84
0,1,840,18.1,4901,1287.9606,947.4906,1232.5573,514.342,92,4035.1588,1321.4274,1397.0302,946.2314,886.8215,692.5002,387.6795,1403.0239,1417.6988,537.5533,1070.6155,5,596.7042,1067.259,908.4274,1684.1725,1153.1229,3100.9329,2.2,1,1097.8441,6206.3658,762.4991,1759.404,3512.2757,23098.3638,1,10,0,1,327.61
2,2,605,18.3,3012,1428.0218,979.7946,1329.1068,552.9177,91,4136.5819,1347.0773,1349.5096,1083.7689,950.3882,826.1262,361.0079,1445.8106,1534.8284,509.0126,1137.4698,11,627.2514,1120.9006,1010.6322,1605.2638,1225.6571,2948.1229,2.2,0,1138.2397,5957.5196,800.1671,1695.9948,3127.3879,22266.1911,0,9,0.2,1,334.89
2,0,405,19.8,1804,1519.5201,987.6609,1300.6949,553.8492,84,4213.9069,1430.6275,1408.6073,1069.3174,1022.3836,787.9494,398.1111,1455.1778,1520.5106,572.6363,1229.1432,12,685.1811,1200.6815,1093.7187,1627.059,1240.0519,2873.0648,2.1,1,1249.5587,6062.0313,798.5719,1690.0773,3142.9535,22472.8779,0,9,0,1,392.04
3,3,391,21.3,1820,1590.6001,927.9518,1225.6197,525.0396,73,4496.398,1493.3685,1413.7151,1002.7688,1012.2647,800.5171,396.6107,1533.6602,1499.5128,558.0768,1170.4882,17,681.8086,1162.1065,1003.2743,1647.8768,1220.2047,2974.2789,1.9,1,1217.3633,6168.893,772.078,1660.0385,3129.2771,23024.1376,0,9,0,1,453.69
1,2,428,21.2,1992,1676.5033,969.896,1278.0763,509.3709,77,4631.1757,1621.1965,1367.713,996.1642,1011.1733,766.1009,423.0302,1584.4154,1451.8882,564.8782,1196.0336,21,642.9577,1222.0764,989.0166,1614.459,1322.7077,2982.567,2.6,1,1275.2798,6211.126,827.0393,1690.4612,3126.4155,23208.3328,0,9,0,1,449.44
1,1,490,21.8,2125,1737.2206,961.1003,1266.3924,505.6145,74,4591.8496,1876.7067,1337.3263,1057.39,1072.4737,783.8716,383.8207,1551.3891,1397.3042,622.9568,1196.8128,28,665.0455,1197.1171,1088.3103,1570.4076,1265.5146,2923.0815,2.6,1,1273.7516,6496.477,801.0355,1681.4996,3145.3812,23297.4119,0,9,0,1,475.24
1,1,562,22.1,2229,1772.7134,980.1758,1138.2725,503.8153,70,4582.6503,1853.2952,1466.6795,1077.9256,1042.163,764.1447,413.6272,1572.3438,1443.2631,569.5081,1257.9371,24,697.3457,1200.2382,1094.451,1658.1548,1305.017,3017.643,4.1,1,1306.5729,6568.8458,848.7618,1716.7709,3189.2352,23772.3233,0,8,0,1,488.41
7,3,558,23.1,2610,1709.5484,922.6098,1281.7369,500.7731,64,4433.3077,2041.2744,1440.132,1016.944,1024.0202,750.1403,301.5991,1540.5912,1500.9937,413.4775,1178.1922,16,631.6127,1227.8694,1065.8661,1657.9968,1292.0124,3019.1782,3.5,1,1292.6984,6400.6859,830.5195,1734.5001,3143.4124,23369.8043,0,7,0,1,533.61
6,5,616,23.9,2988,1597.1618,976.8756,1219.2232,507.729,59,4414.6585,1868.9344,1357.6477,1033.5874,1017.2115,721.9943,422.3046,1610.9853,1347.7007,536.6739,1159.6698,17,626.7302,1230.7777,1043.2479,1677.2532,1290.4843,3102.3599,3.3,1,1270.6987,6361.8584,813.7477,1678.2315,3166.4927,23369.4872,0,5,0,1,571.21
3,5,670,24.5,3738,1753.5168,932.9537,1289.6693,511.8735,56,4526.852,1996.0306,1440.2203,1015.2101,1008.653,742.3336,503.82,1708.7474,1433.5369,593.2655,1077.9517,20,592.6421,1212.6922,977.4298,1802.0527,1324.5716,3269.3026,2.7,1,1252.5673,6638.1191,868.1686,1765.9698,3289.9946,24441.2585,0,0,0,1,600.25
3,3,1020,24.6,4386,1809.253,997.193,1387.12,495.9032,54,4853.8288,2052.3015,1557.9234,1053.6939,959.1497,734.3361,470.3029,1848.8826,1412.2541,665.1084,1191.0851,23,619.2828,1256.5019,993.6256,2145.4734,1442.8681,3711.4721,2.5,1,1293.2011,7250.375,854.1197,2148.5045,4139.7501,27656.2099,0,0,0,1,605.16
8,4,791,23.8,3054,1790.9437,965.8289,1344.8856,470.4046,57,5297.3784,2266.6752,1468.1295,1081.2611,944.1263,667.5777,507.5707,1810.8107,1431.3092,605.0404,1070.0126,37,620.6818,1167.8512,968.6704,2290.396,1441.4694,3996.3937,2,1,1174.7482,7640.8717,816.6883,2268.7757,4452.251,29225.0067,0,1,0,1,566.44
3,8,619,22.1,2879,1848.5526,891.2947,1332.4564,447.009,67,5353.0527,2304.1929,1460.5603,1009.5487,902.1579,638.2388,459.2057,1765.2613,1391.8357,594.4753,1031.1411,31,624.9485,1113.0682,989.0551,2315.0264,1303.7602,4114.3183,2.1,1,1019.5336,7578.2486,779.4512,2300.2056,4496.9317,29383.6049,0,0,0,1,488.41
5,4,619,20.8,3051,1815.1847,868.0558,1247.8381,452.7272,73,5315.9811,2067.1664,1541.4938,931.0449,868.0355,641.9073,388.8958,1760.2518,1377.3925,601.7549,964.5939,14,588.464,1069.6041,941.4656,2307.6522,1256.0964,4124.4315,2.7,1,945.0128,7479.3399,793.5753,2286.5509,4522.9884,29338.6896,0,0,0,1,432.64
5,3,623,19.9,3248,1592.9248,883.1319,1132.1038,434.0016,76,5075.816,1849.555,1461.6447,892.7505,815.8588,623.9433,360.1151,1663.3446,1402.397,547.1581,984.5593,7,584.8952,1003.6578,852.1335,2184.7275,1128.6128,4100.4759,1.2,1,917.5392,7109.1866,771.8953,2205.8945,4402.7173,28203.8071,0,3,0,1,396.01
4,6,452,19.4,1845,1362.3036,805.0413,991.7714,415.4441,77,4752.7205,1714.7198,1330.8024,818.515,710.4347,560.4144,370.4554,1525.221,1232.7171,421.0734,822.7609,6,536.8706,859.5317,763.7012,2061.9626,1039.3235,4032.4206,0.4,0,810.2649,6812.4344,685.3287,2078.5657,4245.1163,26839.2435,0,3,0,1,376.36
1,2,326,18.7,660,1293.9794,820.5058,1012.6841,407.5278,80,4655.3968,1563.3091,1339.6854,815.0584,685.939,561.6432,335.4229,1407.8562,1213.265,439.4011,799.9799,18,508.3873,864.9131,774.6226,2010.2084,1018.6508,4080.718,1.3,1,773.3617,6738.1871,683.2117,2038.0332,4173.9302,26444.0153,0,0,0,1,349.69
1,1,200,18.1,2,1212.2637,791.675,992.983,426.4159,80,4496.22,1474.7624,1335.4556,828.8429,679.3084,566.7214,318.153,1427.4006,1224.909,431.9743,777.105,17,519.511,852.4829,759.7462,1970.9298,944.4842,4012.937,0.8,0,787.3569,6771.8927,671.1533,1993.3457,4165.2013,26173.3827,0,0,0,1,327.61
0,1,80,17.9,0,1176.2449,813.2727,985.0328,436.1137,83,4355.6067,1434.4458,1360.7012,816.9609,657.0021,565.9072,328.2458,1407.9759,1256.326,428.0571,801.7812,19,529.7577,882.7516,771.4803,1965.752,919.5678,3914.672,0.1,0,796.9382,6620.4747,659.9957,2028.7139,4149.6289,25803.5253,0,0,0,1,320.41
0,0,54,17.3,0,1108.5328,812.3511,1009.8101,423.1794,86,4345.5582,1365.119,1361.1333,782.8776,641.8528,566.7544,335.493,1391.533,1189.3372,425.0891,809.2175,28,533.5881,891.1323,773.2124,1946.518,956.7509,3805.3232,1.6,1,772.2504,6576.5503,654.7356,2024.8824,4150.1855,25601.6839,0,0,0,1,299.29
1,1,58,17,16,1057.3834,823.9153,991.6021,421.6909,88,4263.9559,1356.7659,1372.0899,802.9517,661.9025,554.9181,331.3091,1387.9613,1185.3899,460.1093,797.0897,22,563.2605,846.2718,737.1353,1962.5271,936.1203,3809.3419,1.4,1,790.6008,6511.5526,645.8435,1995.7993,4117.5189,25420.7469,0,0,0,1,289
0,0,136,16.7,770,1021.9921,815.8538,954.6494,410.5076,89,4091.9662,1280.481,1384.6434,815.5946,658.9696,539.4743,363.7088,1403.5519,1194.1263,445.7549,816.7607,23,546.3588,864.522,739.3146,1941.3632,959.5018,3756.1089,1.8,1,793.9583,6452.1798,644.8181,1999.7688,4120.4658,25150.048,0,0,0,1,278.89
0,0,209,16.7,1032,1006.4203,831.8927,1005.7055,439.9496,90,4019.7636,1259.3237,1322.309,856.8375,723.3422,586.5179,380.3132,1384.4944,1230.054,435.3957,802.6692,23,571.798,891.8826,747.1649,1939.0892,963.3062,3691.4143,1.2,1,831.13,6387.8026,660.5738,1959.2031,4044.139,24748.2152,0,0,0,1,278.89
0,0,493,17.9,2722,1180.8026,846.6646,1160.3886,476.1784,90,3991.4037,1395.5395,1421.6822,958.8108,808.8684,617.2981,468.6468,1397.125,1250.716,480.9647,910.8737,24,576.1114,949.0885,842.0362,1948.3776,1033.1615,3529.7011,1,0,892.5624,6248.619,714.8519,1930.8673,3891.9411,24359.717,0,9,0,1,320.41
2,0,803,19.5,4709,1321.7494,857.9111,1214.4857,518.2696,83,3828.2428,1298.1652,1389.9559,1010.5874,853.8235,694.8747,331.8651,1540.057,1386.0012,654.8811,1008.5507,29,611.4837,1031.0782,879.4914,1750.9241,1086.3021,3162.7533,1.2,1,1092.3028,5956.7199,740.0234,1730.4965,3564.0376,22923.1871,1,9,0,1,380.25
5,3,547,20.3,2904,1345.83,913.1506,1267.5357,538.3384,83,3933.9115,1429.6857,1412.3546,1104.8249,914.13,710.2268,326.2395,1562.8901,1410.1825,634.6845,1054.57,38,597.517,1087.9026,947.6755,1710.7499,1104.4167,2944.3272,2,1,1147.342,5849.6215,774.8337,1691.9964,3137.5687,22243.4199,0,9,0,1,412.09
1,4,396,21.9,1828,1438.9717,938.3168,1224.6285,558.6964,79,3988.536,1447.7164,1491.9104,1082.5742,879.8014,745.8727,312.1625,1518.1295,1478.3217,683.5688,1112.2486,42,595.41,1130.0307,991.7207,1689.1802,1207.3026,2915.3129,1.8,1,1213.813,5945.6505,788.4248,1636.0959,3125.8845,22310.6999,0,9,0,1,479.61
2,2,389,23.4,1801,1511.138,859.0901,1304.9265,480.8667,72,4089.1395,1623.3349,1467.2311,1002.9561,921.494,713.9958,346.9955,1552.1223,1311.0117,703.8152,1141.7753,41,611.7754,1084.0759,950.8087,1694.8841,1201.8178,2980.5675,2.7,1,1261.797,5997.4023,776.6933,1705.6219,3196.6187,22683.5874,0,8,0,1,547.56
4,5,433,25,2036,1582.636,851.5229,1361.5744,500.2534,66,4112.0768,1711.2913,1463.1672,1037.6787,917.9732,731.1339,353.068,1685.3233,1292.6156,653.4339,1137.4515,39,579.604,1172.2578,991.4986,1674.7532,1194.2822,3010.7542,1.9,1,1295.4036,5939.8639,736.4717,1707.7631,3115.3821,22709.0838,0,5,0,1,625
9,5,519,26.5,2184,1626.011,967.4252,1420.9693,504.1949,62,4278.6095,1804.3895,1375.7806,1079.3171,961.7011,690.4206,411.2567,1587.2055,1310.3923,748.3319,1159.6773,8,627.5566,1181.7049,1032.036,1660.5213,1261.5136,2877.1115,2,1,1264.4947,6130.2622,726.8812,1740.8754,3157.5577,22807.9237,0,4,0,1,702.25
1,6,550,27.8,2421,1485.8516,913.9284,1397.5741,541.2099,57,4347.3754,1739.6519,1423.6146,1127.0679,997.7384,703.1417,331.3503,1548.7424,1360.6742,543.4319,1186.9362,11.5,585.8066,1256.6551,1009.1158,1760.1457,1233.0922,3023.29,2.5,1,1252.1071,6152.3513,837.9896,1766.6387,3038.2927,23060.4508,0,7,0,1,772.84
5,3,600,27.9,2753,1486.8351,899.3856,1307.2839,519.7285,58,4263.25,1837.7454,1418.1307,1084.1579,1029.1348,659.1733,415.4922,1586.8173,1294.6435,502.9498,1179.0321,13.5,606.5164,1247.1592,1038.8505,1721.2875,1275.5393,3004.2523,1.4,1,1171.4253,6060.1781,831.8574,1724.926,3056.6568,22835.4987,0,7,0,1,778.41
1,2,668,27.5,3180,1567.4031,886.0929,1311.8375,574.4192,61,4385.2971,2031.0599,1418.3433,1043.715,1062.7196,716.0069,446.859,1550.5111,1339.5833,506.8322,1171.5146,16,559.1606,1239.3616,988.704,1826.9303,1269.0003,3113.2958,3.2,1,1167.9146,6128.4131,818.0503,1827.8062,3208.3084,23458.9053,0,9,0,1,756.25
5,2,731,26.8,4123,1771.9581,831.7848,1325.9527,534.9696,63,4645.6111,2136.0862,1490.7173,982.4428,1020.8739,721.0484,475.0139,1701.5757,1413.5139,461.9373,1109.1019,25,580.1917,1194.3181,992.5014,1854.6612,1337.9066,3235.7412,3,1,1136.6822,6615.1524,807.6809,1826.5917,3458.433,24828.4836,0,9,0,1,718.24
2,6,931,26.3,4744,1946.1768,883.1821,1350.6667,554.5452,67,5128.9616,2371.1543,1540.5644,1104.5116,1055.8861,788.6367,504.7159,1874.5876,1346.2839,495.8575,1210.6608,11,583.4436,1191.4272,996.047,2204.8299,1420.9128,3771.9771,3.3,1,1277.5033,7247.8358,854.8415,2325.6551,4156.7322,28251.1437,0,9,0,1,691.69
6,2,817,25.6,3247,2122.0882,883.9004,1299.6366,484.273,69,5541.2289,2395.7501,1579.5671,1043.2635,981.7214,696.541,501.5203,1811.8825,1376.5904,438.8709,1150.794,20,552.9233,1148.5618,953.3608,2314.5941,1375.5882,4306.2368,2.4,1,1133.2078,7793.8942,782.744,2403.1362,4663.3894,30413.9292,0,6,0,1,655.36
3,6,639,25.1,3116,2045.8739,866.8744,1308.3692,464.0092,72,5921.8785,2440.9753,1628.1748,1002.7269,875.5945,654.8038,505.1622,1839.1406,1275.3588,497.1443,1104.0021,17,592.1207,1112.4401,939.8917,2391.7356,1375.4326,4622.6861,2.4,1,1130.7005,7842.0232,790.3554,2367.1557,4808.7923,31421.5868,0,5,0,1,630.01
4,3,609,23.8,3338,1905.8754,855.5849,1234.6166,458.9239,78,5861.7127,2373.963,1516.2955,966.5517,883.6456,637.3804,393.0304,1793.537,1307.1744,464.0228,1080.1149,32,582.4158,1086.5443,892.4973,2359.5736,1397.3544,4836.8581,2.8,1,1059.1069,7941.8388,800.1487,2312.193,4853.1037,31475.1124,0,9,0,1,566.44
1,4,688,23.2,3903,1738.9655,835.9105,1193.5059,442.6418,80,5589.9966,2043.0366,1502.7376,891.4356,838.7426,619.6979,387.1185,1702.778,1301.578,495.3399,950.1258,30,535.4276,1037.2968,860.6075,2311.5004,1317.2747,4715.8242,2.2,1,1008.526,7663.5775,764.3031,2213.5601,4670.3251,30370.2995,0,8,0,1,538.24
1,5,497,23.1,2734,1318.5673,802.9586,1063.7108,385.7239,82,5291.7161,1696.1491,1314.2415,790.8682,672.8597,553.506,396.3574,1546.2781,1186.5539,411.6841,830.7327,17,514.8407,864.5399,802.1593,2172.4284,1115.8978,4524.5654,0.9,0,830.3791,7227.1595,691.0398,2017.6809,4410.0803,28504.1502,0,6,0,1,533.61
4,1,528,22.8,1,1234.6172,785.9953,1071.3919,384.6717,83,5141.6371,1555.7748,1290.2921,763.1101,655.7307,556.509,377.8345,1591.2931,1170.9454,424.8593,804.2855,13,504.0694,843.0676,794.1597,2101.5885,1097.8254,4399.1406,1.2,1,829.7173,6940.325,714.9702,2001.4553,4275.669,27741.4007,0,7,0,1,519.84
2,5,228,22.6,0,1130.8039,806.235,1040.3824,399.9683,85,4974.4846,1393.0975,1255.1759,754.372,665.1396,534.5654,376.5085,1482.7123,1230.6963,440.5819,806.8024,15,527.0254,818.0059,773.2046,1985.7269,1032.7865,4380.8295,1,0,833.6019,6845.4034,691.0027,1962.4651,4195.1947,27081.9924,0,5,0,1,510.76
0,2,108,22.3,0,1091.0068,827.9484,1021.964,416.4522,85,4675.5405,1365.0542,1248.9514,762.9059,652.1123,546.6596,388.1562,1443.7237,1203.0966,410.7569,770.9218,25,522.7149,801.5832,795.0463,1970.477,992.8183,4104.3032,1,0,820.8329,6773.9167,683.5148,1948.3936,4050.1161,26215.4222,0,4,0,1,497.29
2,1,63,22.3,0,1105.5611,817.2249,1037.6522,403.9073,84,4492.1474,1299.1879,1267.5557,765.7381,635.0742,537.8325,371.6689,1453.0219,1202.5622,423.1222,785.0204,20,528.0625,830.5652,767.9368,1926.6483,926.5357,4028.9536,0.5,0,845.6869,6592.747,688.2159,1951.0388,3946.6176,25658.7303,0,9,0,1,497.29
2,1,52,22.4,22,1067.6391,818.4617,1029.6191,401.8569,84,4245.1989,1216.2708,1250.1532,744.7846,659.4571,530.593,387.8701,1434.4318,1207.4888,417.6928,796.933,18,526.4769,823.674,731.0277,1908.8472,937.681,3923.6773,1.5,1,808.5582,6439.1586,667.9991,1930.5759,3984.7538,25116.7967,0,8,0,1,501.76
1,1,152,22.2,803,955.2814,822.8109,1012.8578,398.114,84,4038.2207,1160.2653,1267.6816,744.8192,657.9103,503.7456,391.8157,1365.4924,1224.4382,425.3376,808.0782,20,539.4959,809.5759,755.1151,1867.5088,967.2347,3820.9397,1.2,1,832.6625,6329.2628,676.017,1950.2831,3905.3259,24544.715,0,6,0,1,492.84
0,0,171,22.1,723,955.6228,830.3551,1014.6003,423.1117,86,3940.4213,1125.3401,1250.1245,759.3682,659.5983,498.9783,384.4915,1344.9333,1250.0825,421.849,814.0885,18,520.5395,779.3947,707.8798,1844.7438,992.4751,3713.0845,1.2,1,818.4707,6180.9728,668.513,1925.041,3837.4715,24036.7927,0,1,0,1,488.41
