"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m20","m30","m45","m65","f15","f20","f25","f35","f50","f55","f65","bus_passenger","sub_passenger"
3,20.5,0,0.4,77,10,30,420.25,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.9833,246.4534,1104.1302,3591.0206,1854.0817,1160.64,432.7754,1230.6156,5865.7957,3764.4261,1425.698,913.0382,821.2577,603.2583,529,2885
22,21.6,0,1.7,74,10,31,466.56,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.0725,270.0329,1279.423,3724.8619,1693.2346,1250.8218,512.9394,1366.741,5660.6462,3276.3738,1329.3001,965.2688,889.8021,612.4147,818,4778
6,21.9,0,2.9,73,10,44,479.61,1,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.0916,299.1186,1286.5938,3758.7277,1620.3261,1300.7387,523.218,1484.1503,5412.9028,3092.016,1411.9258,1043.0346,905.5767,675.6796,579,2994
6,23.1,0,1.4,66,10,38,533.61,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,665.4732,307.1408,1590.1681,3874.592,1685.5454,1347.446,543.22,1581.5785,5507.3905,2999.5084,1433.2895,1060.7373,1039.0337,645.854,396,1784
4,23.4,0,3.1,68,10,39,547.56,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,628.3485,290.0067,1675.5834,4272.1387,1700.0725,1388.8833,508.7332,1660.2842,5732.7164,3063.8218,1443.4512,1033.6394,1038.4175,676.2006,333,1717
4,24.6,0,2.6,60,9,51,605.16,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,676.075,312.0342,1744.6107,4349.9254,1683.6808,1389.2572,495.0509,1749.9494,5795.0916,3117.6415,1444.5519,1142.6531,1036.6211,631.4677,390,1795
10,24.1,0,3.3,60,9,38,580.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,633.1951,292.2436,1784.7024,4361.1562,1724.3051,1373.4493,541.5142,1804.044,5971.4035,3126.5079,1366.1052,1140.8835,1117.8352,722.5532,454,1921
4,24,0,3,62,10,46,576,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,519.8607,239.9354,1726.6346,4513.4017,1708.2643,1326.957,562.9779,1783.2659,6102.7215,3129.8022,1373.7804,1154.0682,1102.8867,676.3809,503,2061
9,23,0,4.7,67,10,28,529,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,467.2689,215.6619,1653.5991,4491.0445,1721.3203,1297.7546,548.329,1733.4496,6212.6785,3170.2181,1410.2719,1120.4774,1085.4414,685.4462,519,2394
9,22.3,0,4.5,72,10,19,497.29,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,580.8455,268.082,1548.1629,4461.0619,1805.5641,1296.1255,532.3007,1742.0023,6024.8158,3238.2409,1434.697,1071.1671,1057.342,670.6574,591,2920
17,21.2,0,4.2,77,10,21,449.44,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,600.5617,277.1816,1563.1053,4594.5948,1853.153,1331.4375,553.4073,1793.8145,6320.2091,3283.7979,1486.6246,1000.5374,1051.86,603.3238,681,3794
24,20.1,0,4,82,10,6,404.01,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,571.5422,263.7881,1763.9911,4927.448,1997.8063,1349.0371,509.1309,2094.1564,6982.8476,4151.2483,1537.7278,1152.4187,990.0716,609.6785,1002,4236
16,19.9,0,2.3,83,10,5,396.01,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,526.4638,242.983,1840.6666,5134.7995,2092.0603,1265.8776,472.9668,2103.0778,7164.9296,4276.8243,1561.2324,1055.9142,953.5264,593.172,800,2941
11,19.9,0,2.3,84,9,8.5,396.01,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,586.4659,270.6759,1753.9728,5055.9922,2128.9721,1206.6551,491.0642,2091.7677,7138.3929,4328.1154,1528.5501,1000.9083,931.4417,627.6115,575,2657
10,19.3,0,2.8,70,6,6,372.49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,538.4745,248.5265,1650.2622,4862.0205,2141.3586,1185.3079,521.4179,1876.4267,7261.183,4300.848,1503.6731,900.6525,873.7436,623.0365,537,2738
9,18.5,0,2.3,57,0,9,342.25,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,591.9379,273.2016,1477.5616,4608.663,2038.6296,1126.9052,512.3591,1513.2015,6932.0458,4286.5199,1474.4493,908.0128,811.8206,593.5947,578,2669
3,17.5,0,1.4,62,0,11,306.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.3769,197.712,1112.8633,4218.7736,1949.7527,1063.5396,413.5632,1245.8579,6589.6977,4155.4028,1346.2703,793.1726,693.2436,553.2731,415,1220
10,17.2,0,2.8,58,0,34,295.84,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.7093,204.7884,1091.7217,4199.0761,1965.8767,1024.1257,423.5604,1220.1133,6538.713,4119.2414,1368.69,790.3941,676.6245,565.8109,687,4
6,16.7,0,2,57,0,17,278.89,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.4099,216.1888,1059.6658,4074.6859,1922.9887,1029.9788,422.4248,1212.9881,6380.3784,4111.9133,1374.8128,784.4748,693.7036,557.7437,224,0
1,16.2,0,1.6,58,0,19,262.44,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.3223,211.9944,1045.6178,4038.4252,1870.4546,1043.3274,428.7872,1165.0864,6353.1244,4137.6407,1361.285,779.2987,677.3542,552.0182,137,0
0,15.4,0,1.9,62,0,10,237.16,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.0568,208.6414,1023.2299,3964.2604,1896.9057,1015.8841,434.0394,1146.3711,6357.5483,4111.8929,1364.1973,785.5216,660.1538,547.8213,89,0
1,14.9,0,1.8,65,0,16,222.01,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.3699,217.5552,990.5089,3864.5159,1865.6186,1034.6685,426.2847,1131.1555,6287.5353,4098.051,1372.7066,774.3745,650.3114,567.1807,47,13
1,14.4,0,0.9,66,0,17,207.36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.2109,205.9431,959.2094,3791.0932,1893.3569,1039.7135,409.7948,1098.8473,6222.777,4076.1764,1393.0674,798.0129,696.4276,557.1385,118,773
0,14.3,0,0.9,65,0,18,204.49,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.0946,198.9663,957.2278,3668.8924,1858.807,1109.6062,438.8207,1129.6641,6172.5273,4020.414,1407.3648,807.7386,755.3627,607.4687,227,1064
4,15.6,0,1.7,67,0,19,243.36,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.9607,248.289,1185.4172,3541.6724,1893.8994,1230.6159,429.6388,1305.8691,5959.1861,3877.4304,1474.6982,884.7971,809.6891,618.763,493,2854
35,18.4,0,1.9,60,2,27,338.56,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.0442,329.0965,1281.2876,3688.3598,1720.6206,1292.7286,473.4965,1377.754,5762.708,3504.5241,1462.1593,972.8681,883.5782,650.028,813,4796
5,20.7,0,1.9,51,3,29,428.49,1,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.7633,297.5824,1435.5642,3760.9504,1652.5097,1253.7884,498.842,1649.6734,5507.9461,3149.2517,1453.5361,1030.6595,938.2542,619.099,555,3046
7,20.9,0,2.8,57,8,50,436.81,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,653.4093,301.5731,1579.0498,3950.2814,1625.101,1290.0606,491.3641,1769.7548,5644.6154,3125.0873,1541.434,1065.9134,986.3982,634.9515,368,1868
8,23.2,0,2.2,49,1,46,538.24,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,654.6106,302.1273,1755.7562,4263.2101,1684.2124,1367.0808,489.6634,1879.2558,5788.7419,3178.1342,1514.5789,1040.9764,1047.5019,664.8762,373,1711
7,25.3,0,2.5,37,1,32,640.09,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,663.9588,306.4422,1918.0641,4348.9693,1661.6275,1267.704,424.6851,1938.6951,5934.6424,3179.6383,1471.3843,1102.5894,1022.213,694.1933,392,1881
13,26.4,0,3.7,32,1,41,696.96,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,707.8859,326.7162,1844.4257,4427.1394,1645.6545,1398.9798,502.6536,2093.097,6071.3454,3225.8164,1536.2387,1098.935,1096.6561,720.4118,427,2111
12,26.9,0,3.8,25,1,53,723.61,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,687.417,317.269,1879.5147,4479.3057,1722.4213,1368.7399,525.1831,2012.7569,6110.7235,3195.8742,1424.9754,1130.0922,1060.5275,742.2261,543,2238
8,26.8,0,4.7,22,0,40,718.24,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,465.403,214.8011,1740.6668,4428.1875,1701.5253,1315.7866,523.0627,1990.3599,6011.4414,3214.9869,1433.7858,1072.7726,1060.0076,651.3418,547,2659
14,26.1,0,6.3,22,0,39,681.21,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,527.9762,243.6811,1553.9034,4431.0626,1702.3975,1385.4169,524.4692,2011.7309,6087.2732,3282.2623,1382.0995,1073.6769,1008.954,642.844,588,3154
19,24.8,0,5.6,22,0,40,615.04,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,517.039,238.6332,1721.2607,4515.3606,1777.5287,1374.1603,550.3271,2038.1032,6252.6129,3345.7583,1470.4165,1051.3739,978.2431,603.0561,796,4061
27,24,0,3.2,23,0,43,576,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,454.2533,209.6553,1777.3459,5049.4947,2105.3382,1441.7794,513.5649,2342.825,7217.1177,4295.1112,1812.0037,1132.0224,988.1389,662.5642,929,4412
30,22.8,0,3.3,27,0,34,519.84,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,481.7294,222.3364,1852.7524,5208.8622,2340.5044,1439.5047,489.5659,2336.7159,7725.7817,4586.7365,1816.45,1118.4462,948.3127,614.5059,826,3256
6,21.6,0,3.8,32,0,25,466.56,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,547.6334,252.7533,2012.4312,5455.0076,2402.9329,1342.806,469.1068,2283.7614,7914.0087,4780.7709,1718.8402,1027.924,916.8998,648.0846,651,3099
8,20.6,0,2.2,37,0,13,424.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,564.2339,260.4156,1912.7676,5538.0294,2379.8493,1255.1008,487.3882,2157.8585,7849.4754,4871.3367,1623.4307,1010.7158,841.0329,622.171,688,3264
15,19.7,0,0.8,40,0,11,388.09,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,521.735,240.7999,1724.6933,5328.7079,2319.1845,1235.5149,429.6864,1880.3504,7478.5075,4822.2203,1512.5243,949.0172,802.0259,610.4231,705,3576
4,19.1,0,1.4,41,5,21,364.81,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,460.7724,212.6641,1373.6691,5063.4157,2210.4344,1107.1686,407.4681,1699.7976,6972.229,4582.4688,1326.5588,821.7793,671.0733,555.8491,655,2275
5,18.6,0,0.9,42,7,20,345.96,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.7657,217.738,1283.5985,5027.0301,2169.9225,1064.842,392.1525,1653.7716,7009.2813,4502.8862,1363.1156,822.8022,659.8106,552.7314,314,0
10,18,0,1.1,45,7,20,324,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.9326,218.7379,1245.9588,4807.278,2076.915,1059.4683,393.7432,1575.8317,6692.4464,4407.0081,1356.2819,794.8112,663.3598,560.9288,71,0
6,17.7,0,1.5,45,1,23,313.29,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.4525,226.3621,1124.5531,4674.1739,2038.5476,1043.4139,392.8875,1457.5532,6603.33,4236.5498,1313.227,792.1323,645.7179,545.3791,48,0
1,16.7,0,1.4,48,4,24,278.89,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.0564,219.2563,1042.1353,4470.4934,2031.8182,1001.624,392.9551,1379.1688,6409.1516,4196.3394,1326.0946,785.904,636.3371,557.1158,41,0
1,18.4,0,2.8,43,8,29,338.56,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.4106,209.7276,981.1203,4357.651,1980.2183,1010.214,400.067,1319.4368,6380.2739,4171.772,1331.4182,804.4327,629.6609,540.9085,113,13
0,17.2,0,2.1,46,2,24,295.84,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.3971,221.2598,915.7345,4190.525,1937.3066,1071.1673,403.5268,1292.9398,6234.119,4122.5453,1352.2981,792.1981,616.3954,555.0136,144,888
2,16.3,0,1,50,0,27,265.69,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.8448,240.8509,885.6651,4092.6407,1885.1934,969.7319,410.8024,1238.8479,6084.0987,4040.7334,1326.4512,786.2813,639.1255,564.4793,193,654
4,17.4,0,1.3,50,0,21,302.76,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.297,239.6752,874.3045,3907.693,1857.9943,1013.0199,421.6091,1195.028,5911.0847,3904.5322,1308.2967,736.0186,656.9798,557.5582,166,819
2,20.6,0,1.8,44,1,26,424.36,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.7429,258.8041,954.1081,3869.4189,1795.0273,1045.946,426.3272,1255.401,5953.9608,3865.5792,1285.6799,755.3683,700.6365,549.8921,300,1216
5,23.2,0,1.7,41,1,26,538.24,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.8356,274.5392,1000.9819,3873.1057,1850.5757,1091.1502,442.0308,1240.3508,5811.4787,3777.3194,1389.1226,799.7476,743.7895,561.4503,342,1469
5,24.8,0,2.5,35,3,33,615.04,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,763.0073,352.1565,1010.0875,3909.7322,1920.3014,1116.8367,466.4995,1363.0444,5640.0489,3763.6198,1443.2678,882.9953,782.1639,555.416,289,1436
12,26.3,0,2.7,31,1,41,691.69,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,897.385,414.1772,1148.1528,4065.6976,1919.1608,1129.8163,467.638,1569.9264,5756.2666,3826.5318,1585.1742,915.5984,803.7218,589.7407,334,1625
7,27.5,0,3.4,23,0,37,756.25,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1192.3412,550.3106,1288.0459,4198.1053,1942.3317,1131.3318,480.568,1847.6891,6023.1289,3886.7923,1659.647,900.0108,862.8111,603.5317,433,1866
13,28.3,0,4.2,22,0,36,800.89,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1121.8096,517.7574,1428.3441,4433.4202,2107.4018,1244.3571,486.2431,1967.8023,6349.7603,4050.3417,1735.6253,961.3209,894.0179,622.0209,532,2152
10,28.4,0,4.5,19,0,29,806.56,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1090.2682,503.1995,1610.7429,4301.839,2183.1121,1267.2472,478.8978,2146.3021,6493.3802,4195.7753,1733.2616,1040.5335,941.9132,608.1109,504,2362
4,28.3,0,4.4,19,0,26,800.89,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1127.4124,520.3434,1736.8755,4451.5866,2242.4099,1141.0552,472.9177,2320.1181,6529.2677,4289.4045,1670.6139,1008.0528,944.0827,615.2538,604,2915
19,27.6,0,5.2,28,0,29,761.76,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,948.8662,437.9375,1810.1156,4543.6369,2281.9167,1198.7267,440.4587,2352.8857,6801.1774,4420.5158,1694.9228,990.6225,947.1348,651.326,628,3256
8,27.1,0,3.4,30,0,36,734.41,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,898.6477,414.76,1912.1494,4708.8002,2263.4801,1239.9823,464.9983,2522.5753,7106.6517,4447.6134,1626.0542,1084.0735,910.3887,621.1459,600,3214
10,26.3,0,3,32,0,34,691.69,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,724.963,334.5976,1889.6816,5016.7039,2244.49,1248.5783,467.9248,2739.2467,7414.8283,4593.8606,1666.7497,1023.8231,914.4285,648.7221,606,2878
11,24.3,0,2.7,39,0,32,590.49,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,702.2594,324.1188,1882.5917,5227.9063,2286.0506,1197.2882,501.94,2716.5979,7497.1231,4740.7023,1559.2953,969.8331,889.3009,637.6886,541,2777
23,22.2,0,3.1,44,0,24,492.84,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,673.2885,310.7481,1852.9331,5144.4717,2316.3828,1179.5091,452.4092,2486.3429,7728.8314,4883.8849,1496.2894,968.046,917.4605,591.7313,589,3493
24,20.7,0,2.6,53,0,8,428.49,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,624.1855,288.0855,1692.2547,5112.5514,2251.0573,1201.531,465.0043,2259.6855,7500.5508,4771.2337,1380.1077,949.602,813.8741,631.9528,631,3476
14,19.6,0,2.8,58,0,8,384.16,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,569.9549,263.0559,1465.3426,4679.8628,2120.2294,1122.4727,451.0214,1941.4297,7030.438,4563.7119,1367.7766,923.7092,815.0106,590.4117,573,3387
7,18.9,0,1.9,65,2,8,357.21,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,423.9819,195.6834,1126.9019,4479.4843,2010.0151,979.6472,417.7802,1565.0866,6746.085,4335.5268,1295.9917,817.6469,677.7021,567.8212,443,1709
1,18.1,0,0.4,67,0,12,327.61,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.6958,198.7822,1068.8365,4474.8593,2035.9196,988.6222,401.4342,1517.317,6668.3756,4239.5751,1307.8962,773.6308,644.9253,575.5251,342,0
2,17.6,0,0.8,69,0,23,309.76,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.4633,193.1365,988.8326,4296.6028,1973.129,968.7718,390.7204,1427.7312,6594.0683,4198.0897,1320.2865,759.5968,645.8779,556.6433,77,0
1,17.2,0,0.7,71,0,19,295.84,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.4974,196.8446,947.2649,4124.098,1947.6733,996.7122,399.4859,1297.725,6473.3074,4162.7328,1323.8699,746.9567,633.8877,552.612,55,0
0,17.2,0,2.2,75,0,21,295.84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.3639,196.783,922.0328,3984.9204,1941.5544,982.1179,400.8179,1287.1015,6405.5428,4140.6484,1336.7227,733.7319,658.4764,538.4954,42,0
2,17.2,0,2,81,7,29,295.84,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.0221,204.4717,933.1122,3902.5476,1904.3662,988.2837,425.7009,1283.4278,6358.7307,4113.6472,1306.8095,706.7941,650.0036,524.8236,57,22
0,17.6,0,2.7,80,7,26,309.76,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.1972,196.706,889.7185,3870.33,1911.3694,1031.3936,413.3783,1237.1794,6263.0633,4097.6202,1305.7516,733.5171,655.1237,562.6777,116,770
3,17.8,0,2.4,80,8,28,316.84,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.7164,205.7152,912.2181,3765.5988,1902.8824,1050.993,436.6067,1255.9793,6209.9886,4016.1883,1352.7767,779.7871,693.6274,610.0804,247,1026
3,18.4,0,2.6,77,8,29,338.56,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.2412,217.496,1087.8038,3714.2584,1950.3672,1231.9897,468.4775,1333.4784,6097.3065,3892.2331,1406.214,880.1016,750.7932,613.7168,480,2789
21,19,0,2.4,71,7,26,361,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.0366,292.17,1166.4652,3796.7669,1712.0658,1208.0752,512.1799,1459.6244,5952.9365,3480.5911,1404.5182,923.2946,855.3069,635.4054,792,4652
4,21,0,2.2,66,5,24,441,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.792,305.9033,1345.3158,3893.7513,1602.8936,1256.6248,560.7933,1501.2221,5684.9164,3190.6308,1375.4232,934.2313,946.4487,632.1758,583,2981
5,22.5,0,2.8,61,6,34,506.25,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,742.2331,342.5686,1358.1288,4054.0375,1635.0696,1295.4151,536.3702,1572.3423,5857.9931,3152.8081,1418.7202,1010.1174,907.6352,657.7331,370,1805
5,24.2,0,2.4,54,7,45,585.64,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,710.5563,327.9485,1518.5389,4158.9187,1623.1242,1261.1251,519.6002,1664.0323,6114.3927,3129.7968,1478.6168,1027.4569,919.2603,708.0302,352,1667
11,25.4,0,2.4,51,9,41,645.16,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,707.1145,326.3597,1633.2218,4433.2041,1616.7615,1307.2211,496.4475,1791.1328,6122.5111,3102.969,1465.3312,1047.1024,931.6517,647.2761,431,1862
5,25.9,0,3.3,49,9,49,670.81,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,709.7976,327.5983,1638.7268,4460.7173,1641.871,1302.612,507.5958,1972.4178,6323.2728,3201.5015,1477.6197,1096.9166,948.0238,640.573,444,2148
9,26.3,0,3.6,47,8,50,691.69,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,633.6755,292.4653,1717.9036,4455.4767,1650.0347,1303.2524,536.768,1959.2355,6263.8062,3111.4429,1393.8223,1129.6119,1060.8956,638.1307,480,2307
10,26.7,0,3.7,47,7,41,712.89,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,492.1462,227.1437,1722.2932,4479.1785,1641.1083,1198.3468,520.9956,1885.8017,6257.0062,3194.2042,1420.1444,1131.3796,995.1309,590.7312,569,2582
15,26.4,0,3.4,52,4,39,696.96,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,549.3693,253.5546,1593.9317,4430.1621,1704.5252,1204.0571,537.4146,1862.2128,6230.6021,3190.3199,1467.977,1068.9232,966.5779,584.4216,624,3020
25,25.6,0,3.5,55,2,36,655.36,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.9879,244.148,1609.788,4669.8425,1715.7426,1203.8637,498.4039,1941.9974,6321.9766,3337.5665,1574.1362,974.4626,955.0015,580.3503,681,3862
24,24.9,0,3.4,59,0,36,620.01,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,496.6603,229.2276,1714.0968,4938.738,2069.7645,1361.0451,530.1655,2169.8808,7056.6045,4053.6584,1658.2643,1125.7448,1073.9587,640.0357,898,4467
10,23.3,0,2.9,65,0,32,542.89,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,581.2592,268.2731,1816.1359,5128.5828,2195.7132,1230.2258,504.1267,2325.6907,7389.0604,4407.5634,1633.1766,1023.7879,945.7093,616.5157,825,3033
6,21.6,0,3.1,71,0,25,466.56,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,567.9061,262.1107,1770.5403,5118.5303,2188.3273,1148.3672,479.6358,2212.8683,7158.3355,4409.6141,1618.7709,985.2213,870.7046,602.0072,594,2871
10,20.4,0,2.4,76,0,11,416.16,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,574.1006,264.9692,1755.1479,5120.5943,2181.9972,1169.4083,487.9424,2020.8528,6997.8679,4368.5084,1553.3181,960.012,850.9127,600.7955,627,3094
5,19.7,0,2.6,79,0,5,388.09,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,616.552,284.5621,1468.1605,4917.3859,2108.0847,1142.3418,469.0221,1711.4017,6806.8345,4255.7061,1449.647,893.4243,825.2363,612.7859,659,3084
