"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m20","m30","m45","m65","f15","f20","f25","f35","f50","f55","f65","bus_passenger","sub_passenger"
12,22.5,0,5.8,34,4,41,506.25,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,671.3897,309.8717,1954.181,4492.8691,1631.3288,1330.4234,517.2651,2025.444,6212.9983,3203.4209,1536.514,1056.0223,1096.5166,633.541,516,2313
10,22.7,0,5.9,35,2,33,515.29,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,456.0789,210.4976,1773.6783,4402.4345,1644.3374,1261.0248,538.4076,2019.1547,6201.9568,3194.0797,1478.1592,1090.5112,1047.2536,624.9603,531,2774
9,22.5,0,6.1,32,0,35,506.25,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,519.3229,239.6872,1610.9991,4467.9983,1658.8727,1212.6147,527.5924,2023.753,6097.1523,3299.4818,1444.1873,1039.4714,1031.845,665.6797,613,3234
21,22.3,0,5,30,4,37,497.29,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498.9324,230.276,1799.7913,4595.7741,1739.1171,1312.9479,520.9508,2181.3935,6143.0027,3411.6287,1544.2083,1082.2508,953.5367,659.5495,742,4121
24,21.2,0,5.1,31,3,52,449.44,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,549.9795,253.8361,1921.6152,4937.9981,2034.4901,1395.0977,530.8878,2516.4501,6925.3351,4340.2071,1705.8758,1141.1362,912.2921,666.5915,922,4731
14,20.1,0,5.9,34,2,24,404.01,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,574.5161,265.1606,1973.9999,5296.8439,2189.8135,1284.659,473.161,2494.716,7372.7805,4621.3195,1624.3477,1081.041,852.5331,653.2,843,3336
10,18.8,0,5.1,46,3,30,353.44,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,487.2609,224.8893,2011.0903,5478.8984,2222.3651,1171.0771,451.0692,2525.6556,7626.4415,4579.4995,1564.6996,996.5724,870.9124,651.908,657,3172
16,18,0,3.6,55,2,28,324,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,494.8729,228.4027,1961.9276,5232.428,2207.4152,1087.0091,464.4326,2412.0681,7407.927,4503.3055,1468.3785,917.1049,825.4374,621.047,647,3565
11,17.9,0,4.3,59,9,15,320.41,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,548.4187,253.1159,1728.3416,5052.7178,2119.4971,1068.6966,423.8478,2004.3896,7053.1456,4338.1197,1450.0176,851.0057,826.3734,630.1834,712,3858
7,17.7,0,4.7,64,9,18,313.29,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,436.5712,201.4941,1348.3521,4648.8497,2032.6695,1014.8714,386.8373,1752.6844,6937.1937,4158.0822,1356.9771,778.9019,751.3053,536.8689,609,1998
3,17.6,0,3.9,68,10,18,309.76,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.6467,218.6055,1360.5766,4620.7376,1962.1064,1022.0816,405.2949,1547.3438,6779.5431,4123.2175,1371.5714,745.9352,723.5743,514.232,713,3
7,17.4,0,3.8,72,10,13,302.76,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.8085,217.2958,1240.0542,4396.9628,1938.081,988.3114,414.0245,1468.0465,6596.3056,4034.7922,1373.3759,761.955,693.6904,530.7936,294,0
5,17.1,0,3.4,76,8,22,292.41,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0413,223.4033,1211.1448,4352.4676,1931.1015,1007.5282,410.6372,1329.1369,6557.0102,4072.3366,1366.9363,767.7811,676.8131,523.7679,159,0
4,16.9,0,3.5,78,9,24,285.61,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.848,206.6983,1096.4719,4249.708,1945.0297,1054.043,410.0814,1325.1961,6492.6266,4039.5738,1389.3403,744.4066,673.002,515.1049,86,0
2,16.6,0,2,80,5,25,275.56,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.5163,203.3151,1046.1285,4124.7288,1926.2079,1036.7467,421.5347,1308.8776,6450.5826,4014.1159,1372.7557,763.6658,706.4473,510.287,58,34
0,16.5,0,2.1,82,4,36,272.25,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.9867,206.3012,911.0579,3949.9211,1937.7645,1026.4372,396.4754,1205.5316,6305.7322,3978.6761,1359.0855,737.7246,709.4892,507.6379,126,928
1,16.1,0,2.6,84,4,34,259.21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.7366,204.3395,920.8149,3872.7084,1937.8522,1016.4929,429.9794,1151.6447,6230.3933,3897.9135,1369.6308,768.9193,730.892,524.9001,238,1095
3,16.5,0,3.3,83,4,42,272.25,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.9442,233.0504,1025.3054,3783.2648,1940.6343,1150.9804,429.6098,1276.7498,6059.2487,3804.9179,1407.5026,846.6022,859.1855,574.066,545,2736
20,17.7,0,3,70,4,29,313.29,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.7091,254.6348,1208.3516,3736.2198,1714.9141,1227.6647,448.2844,1322.9235,5770.5569,3465.176,1391.5394,860.1142,909.1167,604.0961,795,4707
4,19.3,0,3.1,61,2,23,372.49,1,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.7465,349.2672,1256.6142,3735.2943,1638.8095,1263.9043,533.6422,1376.431,5533.7168,3154.7308,1381.4028,967.4573,936.0769,573.1376,598,3027
6,20.6,0,3.9,53,2,30,424.36,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,794.6867,366.7777,1389.9805,3803.6872,1557.5694,1332.9582,541.7665,1574.9355,5444.1281,3138.6346,1430.4958,1001.9647,971.4482,635.8061,393,1841
5,21.7,0,5,50,4,25,470.89,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,759.1832,350.3915,1533.0341,3899.2306,1642.5979,1319.5832,533.9113,1726.8001,5591.7053,3246.2182,1484.3566,1050.5654,947.9012,653.7122,410,1803
7,22.7,0,4.2,49,2,22,515.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,698.6078,322.4337,1728.3857,4026.0891,1637.4374,1423.7619,511.3341,1880.2996,5596.9526,3208.4698,1464.6252,1033.8233,1020.8682,634.2094,469,2095
13,23.2,0,5.3,49,3,17,538.24,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,780.4412,360.2029,1773.9272,4118.789,1670.1797,1376.6848,509.8867,2038.1884,5664.7167,3207.2257,1407.4923,1010.022,1017.5905,646.5468,457,2191
9,24.1,0,2.8,51,4,23,580.81,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,680.0685,313.8775,1552.1944,4140.9185,1711.7845,1420.2023,494.3238,2074.2782,5708.6063,3236.9984,1463.4711,1002.8739,1049.7622,612.2095,527,2484
6,24.9,0,4.1,49,2,26,620.01,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,651.8425,300.8498,1474.7089,4244.5571,1719.5581,1370.7786,502.3079,1930.4293,5755.5168,3305.318,1453.7762,985.9188,1016.6185,643.5421,612,2776
13,25,0,4.5,48,0,37,625,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,608.0751,280.6497,1436.988,4118.3389,1685.8015,1318.8183,526.3274,1995.839,5674.6307,3417.5639,1479.1869,992.2981,987.475,602.583,692,3284
22,23.4,0,4.7,48,0,33,547.56,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,586.022,270.4714,1546.6719,4414.2297,1909.6247,1327.2962,545.535,2244.3173,6034.0958,3555.79,1530.7644,1000.2133,1012.8315,608.7153,752,4375
24,22.8,0,3.2,51,0,39,519.84,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,482.4202,222.655,1764.3855,4891.9377,2302.887,1362.2734,493.9002,2615.873,6945.8272,4227.7437,1642.6188,1054.1178,1025.7749,620.1028,884,4922
16,21.8,0,2.9,53,0,34,475.24,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,565.7306,261.1057,1854.5331,5379.0182,2344.4997,1354.784,487.9188,2630.689,7412.8815,4784.9906,1585.463,1059.7324,1025.0009,659.0927,885,3408
11,20.2,0,2.8,56,0,26,408.04,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,570.672,263.3866,2014.8013,5680.101,2433.1549,1283.8345,472.1533,2701.9256,7865.5015,4767.7346,1560.0582,1073.2559,977.028,677.1918,682,3353
28,19.5,0,2.5,57,0,8,380.25,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,558.7411,257.8806,1825.4945,5675.8006,2415.4972,1253.412,425.8061,2416.0928,7768.038,4924.6658,1515.4868,929.6222,891.2047,665.247,621,3747
11,19,0,2.5,58,0,44,361,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,573.498,264.6911,1567.5703,5607.517,2386.8505,1284.3788,403.8891,1990.2895,7407.4626,4848.6632,1470.0302,875.2034,816.9995,669.8493,717,4291
5,18.3,0,2.6,64,0,8,334.89,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,440.2491,203.1915,1425.9116,5105.562,2261.595,1131.9077,399.1924,1662.3595,7130.313,4684.3436,1327.3999,815.126,718.9456,613.1789,755,2708
6,17.8,0,2.4,71,0,13,316.84,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.6645,217.691,1314.9381,5089.8652,2166.5195,1060.6937,387.6395,1624.4573,7078.1823,4549.2977,1388.5577,776.8767,721.0187,596.4123,368,0
3,17.1,0,0.8,73,0,22,292.41,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.0277,212.7819,1215.1805,4941.3344,2080.7362,1055.9252,388.5356,1496.8794,6908.1943,4404.8334,1278.9737,745.7225,708.916,586.5205,206,0
2,16.1,0,1.5,73,0,22,259.21,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.4619,215.7515,1114.1937,4672.0467,2023.0692,992.5759,393.9564,1498.3221,6748.8203,4298.9992,1299.7007,759.5992,696.0253,579.8881,88,0
1,15.7,0,1.3,77,0,23,246.49,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.0451,214.1744,1093.3159,4396.7194,2008.3638,985.4269,400.1647,1449.1656,6585.9787,4204.3415,1279.7934,772.6823,705.2367,596.6248,56,0
1,15.2,0,1.6,79,0,19,231.04,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.338,225.3863,1050.3965,4269.9315,1965.6418,984.233,392.0292,1369.2054,6433.3073,4103.3172,1291.0554,766.3054,706.643,592.2629,80,30
0,15.5,0,0.7,78,8,23,240.25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.3747,226.7883,962.0203,3965.3875,1953.5211,1003.2136,419.4897,1296.0872,6182.9551,4082.8281,1290.6846,775.2272,701.402,559.8468,153,977
1,16.2,0,1.8,78,6,19,262.44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.8822,226.099,878.3512,3759.1667,1923.2487,1004.7143,388.8125,1172.8464,5997.3244,3963.3107,1302.7369,741.1499,733.3434,560.7208,191,814
3,17.2,0,0.8,80,2,34,295.84,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.2783,217.9746,831.3089,3689.8543,1909.3295,1082.3625,457.3373,1213.0064,5789.2707,3801.5012,1268.1159,738.706,750.049,578.9918,196,989
5,19.7,0,2.1,71,7,43,388.09,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.2433,220.7268,948.2131,3622.731,1838.9923,1081.7837,420.6298,1131.3425,5603.311,3760.9806,1253.6324,795.1199,723.6309,595.4331,334,1731
7,21.2,0,2.2,66,6,37,449.44,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.6493,226.9148,933.1541,3586.4383,1810.0786,1077.8015,428.6241,1211.8199,5388.0578,3610.6247,1324.4405,854.9851,800.0466,617.6324,382,1995
4,22.4,0,3.8,59,8,46,501.76,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,504.0411,232.6341,1015.9713,3493.725,1918.4895,1133.3592,463.2434,1286.5353,5233.7718,3643.9757,1387.625,829.4144,847.5761,638.9194,338,1884
9,25.2,0,2,54,7,50,635.04,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,613.249,283.0379,1180.7321,3654.2213,2091.2733,1218.4079,456.7678,1418.5843,5322.3495,3784.0123,1583.8626,943.2253,926.0885,660.3742,450,2222
15,26.3,0,4.7,47,5,53,691.69,1,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,552.8276,255.1507,1184.4438,3784.9609,2178.2391,1219.3698,457.7489,1490.1641,5499.6291,3810.4961,1568.0237,957.663,909.8542,624.5725,502,2711
12,28.3,0,2.6,45,7,49,800.89,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,627.6907,289.7028,1194.9529,3830.0201,2244.4777,1307.8879,429.1304,1652.5298,5714.8487,3998.9349,1585.9997,978.506,950.8019,626.0068,542,2862
11,28.7,0,5.1,40,1,57,823.69,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,779.6542,359.8398,1288.6419,3891.923,2252.3775,1359.914,419.4848,1638.8871,5860.3545,4023.0697,1619.1276,1046.7402,975.553,584.5756,581,3159
9,28.7,0,6.2,34,0,58,823.69,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,817.8171,377.4535,1458.2673,4079.0287,2199.6648,1279.1043,489.964,1864.3748,5860.9935,4130.6112,1647.2656,1025.729,1000.3781,625.6545,593,3541
12,28.4,0,5.1,39,0,55,806.56,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,915.6933,422.6268,1499.0443,4273.8941,2269.315,1261.7593,484.7563,2077.8796,6088.1658,4155.1539,1644.4531,1003.463,916.5238,630.8038,645,3895
16,27.8,0,3.9,45,0,72,772.84,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,707.2864,326.4391,1669.5342,4566.039,2362.8722,1301.5024,447.5707,2255.9155,6467.5836,4403.7388,1553.78,968.6905,919.1486,669.9207,684,3732
11,26.4,0,4.7,33,0,57,696.96,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,729.907,336.8796,1912.5105,5057.6449,2402.9618,1425.803,517.8615,2477.9283,7034.1953,4558.5764,1633.2188,975.4844,937.3955,688.4802,634,3569
14,25.5,0,2.7,31,0,31,650.25,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,787.8917,363.6421,2021.84,5480.7312,2542.9212,1252.2866,474.2129,2516.335,7355.1247,4941.7089,1582.8533,988.3,930.8342,658.3245,588,3210
18,24.1,0,2.1,35,1,18,580.81,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,745.4645,344.0598,2042.7131,5895.2968,2572.7568,1302.9032,463.377,2565.5262,7767.0019,4972.3268,1600.9594,947.6595,979.5132,661.3674,523,3566
17,23,0,2.4,42,0,9,529,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,593.1625,273.7673,1907.4419,5923.9366,2538.5372,1184.7522,483.2066,2182.7862,7720.0769,4954.537,1592.3383,959.1482,854.6281,660.7426,608,3999
12,22.2,0,2.5,48,0,7,492.84,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.4331,244.3531,1675.9735,5722.3321,2367.1253,1177.2539,465.5006,1826.4949,7386.4658,4773.797,1445.5116,867.3329,851.4481,636.1332,628,4344
15,21.5,0,2.4,49,0,13,462.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.3392,239.2331,1426.4029,5394.8259,2442.4157,1046.2737,438.5812,1588.0257,6998.4629,4530.8661,1427.8907,803.2912,690.5365,571.3799,551,2505
15,21,0,3.8,56,0,13,441,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.9809,250.606,1284.643,5116.1885,2294.4152,1014.8381,400.2843,1477.6583,6789.7807,4297.413,1412.7538,769.8763,690.3898,565.7274,189,1
5,20.2,0,2.4,70,0,28,408.04,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.3061,232.295,1143.1646,4861.9641,2162.0984,1034.1145,404.8763,1393.0746,6619.7664,4267.5914,1348.3095,753.0024,691.7349,548.6522,56,0
1,19.5,0,1.9,78,2,24,380.25,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.28,229.5131,1067.3349,4708.3514,2088.9498,1013.6749,411.4674,1363.2362,6438.137,4049.4035,1351.2042,771.9727,676.1537,549.8794,38,0
5,19.5,0,3.2,80,9,25,380.25,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.7242,233.8725,982.3665,4429.9164,2019.9681,973.2407,395.4656,1346.7363,6203.0752,3979.9823,1299.837,768.1067,680.7298,557.4211,31,0
0,19.6,0,1.8,81,10,30,384.16,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5984,215.3527,942.1753,4263.6333,1956.6939,1017.3046,392.79,1264.3754,6057.3105,3906.2995,1289.1982,762.3132,690.9304,546.0675,53,19
1,19.3,0,2.3,81,10,35,372.49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.223,229.4869,846.0427,4028.6376,1884.2743,1008.6651,385.3047,1158.516,5864.7196,3813.0655,1293.0914,758.1132,699.8643,536.7674,110,624
1,19.4,0,2.2,79,9,31,376.36,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.6346,200.6004,744.4275,3846.0251,1868.7009,1022.1532,382.8571,1114.9918,5720.5187,3788.77,1265.3834,751.962,693.0683,573.6269,161,586
1,19.7,0,1,77,10,19,388.09,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.2959,192.5978,732.8871,3699.2808,1853.858,1025.6397,404.883,1023.8022,5596.138,3746.1713,1269.7233,756.0523,677.2303,579.4162,138,667
0,20,0,1.5,78,10,16,400,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.3542,207.8554,723.112,3693.1585,1841.6642,991.205,394.0565,1057.9515,5386.7154,3602.3856,1246.8962,753.3097,704.1903,614.3612,230,1078
3,20.9,0,1,74,9,23,436.81,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.7307,232.9523,728.4088,3552.7187,1793.8812,1049.5469,375.9682,1098.088,5227.1071,3495.2662,1270.8925,768.1212,755.5677,581.7151,291,1501
3,22.1,0,1.1,68,9,19,488.41,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,501.8145,231.6062,737.3136,3361.8425,1851.637,1080.3902,384.3559,1061.1322,5105.5298,3494.9284,1318.3774,838.0152,805.199,566.9982,286,1376
4,23.7,0,2.8,63,8,34,561.69,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,594.0611,274.1817,853.8373,3494.9316,1931.4139,1117.6266,396.5128,1184.6872,5134.6881,3476.9963,1460.0801,887.041,821.4147,569.7988,297,1500
8,26.2,0,1.9,55,7,27,686.44,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,712.6461,328.913,1026.0499,3655.1575,2011.44,1097.0793,419.2606,1335.692,5323.9927,3724.1392,1505.8674,937.5482,856.5701,568.3685,370,1843
8,27.1,0,2.1,47,8,38,734.41,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,676.6478,312.2984,1153.7168,3741.3321,2075.4893,1176.1455,420.1601,1574.8863,5562.585,3795.5751,1531.3064,970.1886,923.3977,589.5354,363,2076
8,28.1,0,1.1,45,8,48,789.61,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,711.7376,328.4939,1309.6948,3855.6365,2091.3515,1157.7227,413.4891,1768.4786,5533.1496,3880.958,1480.5797,961.331,943.0946,566.2091,446,2322
15,28,0,2.6,44,8,36,784,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,702.0169,324.0068,1505.1517,3893.6344,2197.0581,1160.5694,402.7184,1888.4634,5734.5117,4043.09,1497.6795,956.8355,784.3595,569.3911,510,2374
6,29.1,0,2.7,39,6,52,846.81,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,654.4116,302.0358,1577.439,4106.66,2194.7214,1193.8841,399.93,2090.2725,5818.8565,4204.1034,1477.431,923.128,797.8147,630.3061,473,2724
5,29.1,0,3.2,43,4,34,846.81,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,804.3687,371.2465,1690.806,4370.6391,2323.8753,1231.1144,418.3125,2116.5874,6098.0546,4310.4281,1552.8565,943.6099,859.584,625.3723,577,2651
13,27.6,0,3.4,51,0,57,761.76,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,766.8604,353.935,1910.4131,4569.2156,2230.9145,1180.1879,449.4559,2144.164,6405.7951,4396.1565,1529.0651,924.9108,815.3424,621.6908,502,2670
12,25.4,0,4.2,62,0,60,645.16,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,750.089,346.1944,2000.3987,4612.6381,2271.519,1176.2643,421.5612,2043.4681,6588.6847,4398.3126,1442.0078,874.8586,791.6922,619.4548,487,2679
26,23.6,0,2.5,68,2,42,556.96,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,671.3616,309.8585,1942.7693,4794.2161,2189.8659,1159.4308,407.4577,1906.8575,6831.8183,4401.2679,1425.1861,923.9161,818.7783,611.5909,486,3115
18,22.5,0,3,70,0,21,506.25,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,587.9969,271.3824,1669.1389,4709.2598,2132.8444,1093.976,418.2891,1928.2859,6990.9524,4385.9224,1502.8254,871.4256,786.1688,597.0857,476,2941
8,21.7,0,1.4,74,4,10,470.89,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,568.09,262.1949,1437.5177,4509.4095,2052.2453,1081.7845,406.0856,1579.0367,6738.9316,4250.8874,1437.1879,849.7832,776.4114,627.8644,452,2803
9,21,0,2.5,77,2,16,441,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,465.9917,215.073,1132.2323,4390.4378,1968.3723,992.1307,401.8266,1435.3273,6545.4558,4089.6294,1333.5349,787.4296,699.0024,557.8346,344,1266
7,20.7,0,2.4,78,6,23,428.49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.322,228.6097,1114.2676,4313.9262,1941.5163,996.1091,391.5794,1357.8263,6548.6395,4055.0971,1398.8288,807.2211,678.097,552.1818,281,2
5,20.3,0,3,80,7,24,412.09,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.6941,220.9352,1036.2612,4119.6976,1907.4617,1008.9935,400.0263,1295.0553,6472.066,4023.413,1408.186,800.4345,683.0089,557.1201,45,0
0,20.1,0,2.5,82,8,33,404.01,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.5298,223.1673,1093.0982,4039.9291,1885.1779,995.5237,388.9814,1299.1682,6499.157,3969.2023,1387.2845,778.2746,688.0094,573.28,41,0
2,20,0,2.8,81,9,36,400,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0201,216.4705,1039.4895,3944.1219,1886.0632,1009.848,375.2458,1263.0841,6344.5826,3973.5405,1411.7878,786.668,708.6126,561.1264,47,0
0,19.8,0,1.1,81,10,35,392.04,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.5616,219.951,1003.1871,3853.7336,1886.9784,1022.6839,385.4308,1226.1635,6258.2914,3927.8547,1394.6487,782.0437,685.5403,567.4961,43,16
3,19.9,0,1.4,77,10,27,396.01,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.3078,216.1415,935.1251,3797.2202,1844.0958,1018.1112,409.8975,1222.8548,6169.3926,3915.7421,1380.5173,793.2291,719.9166,563.7731,133,792
0,20.1,0,1.3,77,9,31,404.01,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.5729,220.4179,960.3346,3683.6488,1863.5339,1077.752,427.7976,1134.3795,5970.4367,3857.325,1364.9482,806.7119,782.8931,583.038,198,1053
