"y","past_return","sub_passenger","station_dist","bus_passenger","temp","m50","m25","m30","m35","f60","m20","m5","station_type","f50","f30","f70","f0","f15","f45","m40","m55","m45","f20","m0","m70","m60","wind","f55","f40","f65","f25","wet","f35","dust","m65","most_use","cloud","sunny","X16_17","temp.sqr","X8_9","X7_8","rain","semester","X19_20","X12_13"
2,4,2077,37,442,25.2,1158.9454,2895.8336,1658.6139,1581.745,829.3894,4266.4502,1893.1463,0,1115.873,1782.3831,1453.6993,436.1286,1897.1272,1286.6147,1111.0658,1147.0008,1305.9346,5929.3741,897.7837,936.7231,717.9065,1.5,1078.5025,1116.4012,633.4975,3213.8122,40,1506.9823,27,591.9177,22835.1944,6,1,0,635.04,0,0,0,1,0,1
1,0,2056,554,414,27.3,972.8663,3300.111,1876.1412,1578.2478,718.7925,3501.9047,1142.8504,0,1000.9688,1801.7317,1131.5693,1120.569,1816.52,1053.8636,1129.1091,867.2871,1068.4589,5255.1711,787.673,744.2858,582.1854,0.6,835.6852,1069.5763,538.7199,3453.4186,63,1425.7859,34,399.1583,22192.512,10,0,0,745.29,0,0,0,1,0,0
0,0,4366,113,891,2,901.1393,3626.5595,2008.6184,1504.0698,682.4789,3257.645,855.8324,0,906.9954,1996.4114,1341.3672,375.8369,1019.9219,898.2934,1017.6215,913.3865,1096.4189,5158.5361,461.7129,874.2457,660.6071,2.9,746.6556,837.2197,593.6208,4016.149,67,1317.993,75,438.7977,22885.9822,0,1,0,4,0,0,0,0,0,0
3,2,2109,128,505,18,914.9391,3562.4901,2044.2317,1686.3624,705.1827,3601.4318,1188.9223,0,874.286,2017.678,1163.2491,642.6829,1490.657,985.6482,1161.4385,867.8329,1076.1065,5139.0905,613.9148,874.7859,563.1992,1.6,823.6403,1036.243,587.4596,3628.7542,51,1552.1848,115,470.8215,23232.2235,5,1,0,324,0,0,0,1,0,0
0,0,485,546,122,-2.5,816.7284,3582.5201,1837.0706,1246.1486,667.1527,3021.1144,517.0058,0,780.4023,1937.4956,1145.5645,345.0237,789.719,768.5992,867.5321,752.5694,999.0008,5079.0944,432.4586,867.1023,544.3206,1.1,725.2374,791.2674,540.1712,3664.2229,50,1245.303,61,402.4132,21612.9696,8,0,0,6.25,0,0,0,0,0,0
8,7,3970,17,636,13.9,1051.8604,5072.6759,2474.8002,1972.7968,732.5589,6174.1391,2214.4051,1,993.3728,2288.7333,1218.142,535.7181,3152.2511,1000.1797,1354.8667,893.5718,1241.5968,8361.2722,535.1102,923.9964,683.0113,3.6,867.8472,1035.9826,603.0177,5004.7402,58,1607.159,7,457.2768,32956.3167,9,1,0,193.21,0,0,0,1,0,0
0,0,941,17,195,16.4,797.8677,3501.3882,1769.6883,1277.1297,594.2518,3557.2937,709.2504,1,745.2521,1773.714,1094.8355,475.4286,1027.5146,749.0779,920.45,781.7378,967.525,5652.6703,422.5837,727.0239,551.0872,1.4,658.7638,728.2193,478.3045,3615.3471,82,1229.0971,14,372.3694,22376.3284,4,1,0,268.96,0,1,0,0,0,0
1,0,1029,113,232,22.9,803.7306,3592.4329,1903.9869,1376.2323,673.1037,3339.6524,598.4015,0,802.1037,1862.2388,1254.4548,441.1537,955.103,832.244,895.1994,736.6567,916.7476,5402.6695,476.8898,828.1905,554.4997,2.4,770.9767,785.2533,548.8565,3900.3414,89,1357.2865,21,394.7061,22734.8407,7,1,0,524.41,0,0,0,0,0,0
6,4,4297,232,643,17.9,905.4604,5561.8546,2515.0021,1742.045,716.3934,6066.496,2008.8848,0,848.0338,2333.521,1243.1847,537.2651,2541.5562,973.958,1188.4734,954.5567,1201.6936,8034.1147,608.0571,910.0091,606.4213,2.8,889.3396,1009.6695,641.624,5134.1918,79,1534.261,11,504.4828,32921.4862,2,1,0,320.41,0,0,0,1,0,0
0,0,0,611,36,17.9,801.4888,3791.1168,1880.4811,1369.3543,622.533,4164.9078,1003.2107,0,745.5735,1990.7153,1198.0398,366.6505,1256.4861,775.1776,936.2907,768.8951,1056.3989,6304.6866,440.5324,830.2735,529.5376,0.8,660.8921,814.024,533.4107,4047.5436,79,1327.8517,43,429.6151,24876.6572,2,0,0,320.41,0,0,0,1,0,0
0,0,2556,51,496,4.3,1069.4027,2962.2699,1687.4401,1496.1698,741.5898,3511.2975,1176.3402,0,912.5178,1745.2114,1390.4661,441.5629,1362.2095,1065.9971,1143.2728,996.865,1344.2804,5330.9152,652.0698,1010.6599,689.6629,1.4,912.2042,1057.4224,655.3532,3181.36,90,1385.6735,19,556.1824,21300.3374,8,1,0,18.49,0,0,0,1,0,0
3,1,782,17,180,12.5,791.2217,3710.8164,1832.4723,1368.1605,601.7909,3766.3687,724.0675,1,752.4793,1848.4364,1235.5857,371.0994,1083.3082,821.0303,961.104,808.507,1011.0017,5924.7634,381.3028,783.183,516.8835,1.1,685.5133,753.2781,499.6537,3865.6724,79,1351.26,7,390.5188,23667.9501,0,1,0,156.25,0,0,0,1,0,0
1,0,916,128,174,-0.1,748.8782,3497.8898,1858.8293,1368.4038,598.7582,3433.7442,829.5723,0,713.2813,1853.5186,1226.0572,288.2141,1076.5914,792.678,932.8102,770.5413,940.9019,5594.4594,402.9517,847.9087,507.2813,0.7,654.6717,795.187,537.2917,3757.4155,64,1245.7658,15,381.817,22610.0264,7,0,0,0.01,0,0,0,1,0,0
2,7,3069,83,596,24.6,1208.2118,3227.4261,1681.3142,1540.1638,779.7394,4424.9354,1621.0109,0,1121.8175,1858.4438,1395.0927,367.4544,2152.1506,1277.5325,1313.5922,1074.3946,1315.2364,6314.0663,491.5973,1120.2905,750.0365,3.8,1060.1015,1127.8063,669.5115,3304.9681,46,1414.5265,74,521.3924,23765.8442,9,1,1,605.16,0,0,0,1,0,0
8,11,3065,83,690,10.9,1036.7414,3991.4911,2284.0966,1771.8275,785.3082,5315.983,1579.9257,0,927.2737,2251.4423,1259.613,442.3948,2188.8827,1062.6396,1240.3222,1013.8715,1413.551,7596.5831,546.922,806.5555,680.4081,0.7,864.8463,926.8253,554.0002,4531.4208,69,1471.1721,32,442.2422,29214.0165,0,0,0,118.81,0,0,0,1,0,0
1,6,0,83,24,22.2,824.6125,4370.7156,2044.195,1519.9581,655.8743,4529.8666,860.7422,0,766.0501,1890.2631,1108.6427,358.0146,1241.4899,758.743,886.6812,801.2439,1025.0733,6417.1263,347.2868,795.0587,528.5196,3,627.8373,790.7449,504.5109,4143.7341,67,1351.4705,11,416.7022,26267.3293,9,1,0,492.84,0,0,0,1,0,0
6,4,2169,83,489,16,1061.651,2938.7125,1629.5018,1427.841,773.5077,3959.3072,1193.5349,0,1017.0993,1717.6918,1352.3213,851.5289,1523.3728,1185.162,1208.3021,1040.4476,1358.9947,5766.6886,640.2863,915.9636,663.1747,1.7,929.2777,1164.5748,575.6637,3178.2252,46,1462.0906,62,487.2932,22080.0587,0,1,0,256,0,0,0,1,0,0
0,0,9,83,41,15.4,835.3853,3787.4402,1925.6706,1320.8544,651.7925,4010.0269,905.0994,0,737.2135,1971.1035,1270.6959,415.5198,1335.9284,784.1322,979.3425,741.8498,940.1532,6605.7307,461.2841,774.6467,569.9172,2.8,675.2438,754.099,498.2565,4057.6028,94,1359.6963,5,452.025,25038.1254,10,0,0,237.16,0,0,2.5,1,0,0
0,0,2292,546,453,5.1,823.7665,3385.9802,1900.4809,1369.685,649.1649,3406.0882,920.8797,0,806.8322,1962.6254,1136.9591,425.7087,1136.9517,873.8146,977.1384,827.5287,1119.2685,5470.8771,564.3678,872.2087,606.5547,1.8,717.6796,875.3604,548.5487,3735.3983,64,1335.2616,55,454.9657,22566.3967,5,1,0,26.01,0,1,0,1,0,0
8,8,2304,554,481,15,1149.0831,3101.2715,1745.5023,1397.1493,805.1352,4903.9759,1728.3228,0,1173.5699,1862.0263,1320.6634,500.1247,1968.8502,1246.2222,1224.6839,1129.6527,1266.9794,6674.413,697.5227,1018.8777,721.8266,2.7,1130.6204,1238.4198,620.5584,3143.0983,58,1539.7629,48,534.4445,24367.1995,0,1,0,225,0,0,0,1,0,0
4,3,2093,37,400,23.3,919.0321,3569.786,2111.3047,1679.91,728.3898,4063.249,1277.5861,0,980.6276,1918.7216,1385.7637,1056.6574,1756.0246,995.4586,1236.7423,786.2839,1119.9297,5796.7845,805.1522,925.5803,591.1315,3.9,821.7261,1097.1695,559.7015,3565.0816,55,1514.1554,29,439.2574,24218.9928,10,1,0,542.89,0,0,0,1,0,0
1,1,1384,17,364,11.1,827.7839,3884.5212,2075.79,1461.1832,646.0473,4253.0751,865.3427,1,736.7634,1944.6674,1198.5732,344.1513,1164.433,782.7909,948.2477,744.2174,1083.3054,6637.8656,374.5351,812.3294,554.2305,2,708.8383,686.3271,523.5035,4274.8085,68,1325.1527,56,396.6105,25857.0637,10,1,0,123.21,0,0,0,1,0,0
7,20,3084,232,518,6.8,1005.2462,2945.1978,1637.6661,1457.5275,707.3214,3664.9002,868.2992,0,1030.7529,1597.9893,1364.0943,543.5985,1052.3041,1086.2637,1189.5942,969.5275,1263.1911,5431.3533,555.376,877.9355,689.1556,2,841.6122,1004.8923,554.6535,3196.9376,90,1289.1018,30,451.3381,21220.6736,0,1,0,46.24,0,0,0,1,0,0
0,0,0,113,52,-12.8,787.8204,3802.625,1993.5202,1502.0237,615.3209,3691.4399,762.1362,0,753.8204,2035.5647,1244.1481,352.5818,979.1332,871.7499,986.0507,826.6804,1008.5669,6009.913,402.754,783.4079,544.7829,4.7,705.2708,754.8086,487.3114,4115.3056,63,1319.329,28,433.6311,24469.7211,1,0,0,163.84,0,0,0,0,0,0
1,2,1746,37,409,2,1235.0978,2828.2211,1716.8676,1520.8883,841.7481,2913.5869,774.643,0,1042.1027,1718.2784,1314.2719,405.9336,1331.7675,1176.4602,1277.6667,1092.2724,1334.6582,4551.2047,451.932,924.2738,737.439,2.4,1000.6554,1152.2567,617.1358,2947.6832,43,1423.4154,37,541.6243,19620.1456,6,1,0,4,0,0,0,0,0,0
1,0,2500,51,554,25.5,1287.4252,2917.9626,1603.8448,1622.9211,817.7152,4541.8967,1648.6446,0,1097.3271,1810.6679,1487.1762,372.0413,1961.8054,1184.4284,1205.9492,1002.943,1338.6565,6192.6055,588.1099,937.5523,763.9787,3,996.2493,1254.0656,594.3729,3327.4708,50,1441.818,24,502.8444,23459.1874,8,1,0,650.25,0,0,0,1,0,0
1,4,2779,232,529,26.6,978.4373,3379.9645,2029.4602,1562.4025,823.6226,3612.0277,1066.2113,0,954.8869,2113.6367,1180.7839,850.3045,1442.5414,1012.862,1155.8475,865.2278,1276.5548,5589.5059,648.6313,758.9189,642.8,2.6,884.7868,1076.5062,575.2671,3761.578,39,1442.7671,64,470.6847,23491.3426,8,1,0,707.56,0,0,0,1,0,0
6,4,1777,232,385,29.5,1098.1224,2871.3242,1521.615,1427.6184,826.6168,3369.9212,697.84,0,1045.0932,1629.5166,1296.042,386.5181,985.5967,1190.712,1165.924,1053.5559,1091.1522,4830.6664,590.4371,853.3995,645.5832,3.1,1003.9171,1175.2951,551.2115,3010.337,70,1409.7442,46,481.1835,20070.743,7,1,0,870.25,0,0,0,0,0,1
13,5,2858,116,687,28.1,1087.1706,2810.5822,1633.7395,1579.0845,766.8941,3537.6827,1184.5861,1,1032.002,1756.3368,1358.7078,526.0241,1400.9976,1180.2753,1215.1901,1000.7518,1200.0742,4939.3065,466.3447,965.0542,647.2984,3.7,880.9709,1026.0423,570.737,2928.8477,66,1322.4388,52,446.6226,20508.0187,9,1,1,789.61,0,0,0,0,0,0
5,3,2607,51,560,27.2,945.8824,3587.0017,1916.4289,1552.2847,697.897,3829.6966,1413.4712,0,982.2038,1864.9923,1179.8144,961.0842,2042.2167,988.9953,985.9395,869.6471,1155.565,5493.8521,1093.2674,785.4871,579.1853,1.5,788.5297,1045.8535,543.9305,3622.3714,63,1399.5351,24,486.6106,23266.1628,9,1,1,739.84,0,0,0,1,0,0
0,0,3793,554,757,0.4,893.3019,3587.8409,2102.1806,1517.3892,721.7508,3285.5017,740.4434,0,971.2672,2028.8293,1331.1781,410.0603,1008.6273,880.8469,1014.6393,856.5342,1124.4155,5192.6697,481.057,923.0631,607.2308,3.2,762.3527,906.4316,624.1674,4000.9185,77,1374.6276,69,444.9192,23089.9575,8,0,0,0.16,0,0,0,0,0,0
0,0,4702,113,801,-11.2,1075.6204,3055.6116,1802.0942,1502.8265,734.4606,2744.5079,545.4454,0,899.9199,1780.2986,1335.45,342.0861,697.8713,956.4425,1133.5315,952.5507,1173.502,4671.4134,462.5144,881.5116,690.9117,1.8,864.239,962.0506,599.0284,3329.6133,59,1335.8534,25,474.6004,20222.2189,0,0,0,125.44,1,0,0,0,0,0
7,10,1817,116,399,21.4,1145.624,2863.3294,1607.5389,1539.332,818.6771,3971.1054,1296.5678,1,1122.7196,1705.6998,1429.2946,381.5132,1485.4256,1248.1667,1166.1876,1113.5167,1384.8593,5937.8044,479.0961,938.4609,731.4862,3.2,1006.3681,1163.8445,632.852,3025.7528,56,1445.8906,40,533.5162,22096.4533,5,1,0,457.96,0,0,0,1,0,0
4,12,1903,232,495,31.1,1191.4219,2708.1506,1640.0804,1624.1551,772.2127,3375.8332,1011.4206,0,1030.6784,1717.8973,1342.8423,917.6326,1302.7664,1256.5035,1259.6317,1132.0892,1304.5029,4774.4065,547.2274,848.6158,738.2112,2.2,1065.4757,1159.7072,595.7436,2982.2872,72,1482.2193,54,499.6877,20305.0296,10,1,0,967.21,0,0,0,0,0,0
2,3,1554,116,333,6.4,1139.8655,2755.6549,1598.9723,1446.426,783.9115,2713.4389,607.9288,1,1044.6903,1788.83,1389.5956,443.702,725.0104,1034.7856,1090.7948,1113.9131,1275.388,4373.4114,545.028,898.3453,747.5994,4.6,990.1455,1141.3667,612.7745,2998.2675,50,1446.0006,11,504.2245,19121.0016,3,1,0,40.96,0,0,0,0,0,0
0,0,0,51,0,-11,813.5116,4209.3237,1978.7018,1488.3554,636.741,4192.3233,780.0251,0,742.0972,1970.6968,1172.0683,418.9883,1037.2476,845.869,973.5755,787.5419,1034.8314,6177.3987,412.9041,795.523,517.6299,2,623.8493,737.049,481.0678,4136.7872,57,1301.8954,23,408.7125,25455.4823,0,0,0,121,0,0,0,0,0,0
0,0,0,554,65,16.2,844.9525,3865.9729,1959.6739,1445.9921,648.4246,4171.2701,924.0236,0,761.5483,1923.7018,1195.5314,412.9107,1358.9711,851.106,938.4884,815.3434,1011.7047,6554.0707,394.7078,808.0333,546.4075,1.2,681.152,735.8631,496.3919,4132.1714,65,1390.031,14,411.7697,25442.8839,0,1,0,262.44,0,0,0,1,0,0
0,10,1627,546,371,26.5,1119.9971,2723.537,1590.0471,1526.8058,780.2386,3394.1562,925.8861,0,1044.2642,1616.4076,1477.4351,468.8495,989.5935,1158.6491,1142.791,1038.0261,1189.0396,4474.6377,581.3024,945.9779,729.0655,2.1,970.7488,1110.2263,601.8066,2978.2674,69,1445.0434,16,450.9269,19748.9022,9,1,0,702.25,0,0,0,0,0,0
0,2,1085,611,210,2.4,852.2919,3494.3193,1909.168,1394.9975,660.5717,3226.1047,916.6972,0,748.0774,1872.0651,1248.1238,409.9641,1069.2117,834.4777,976.92,765.5601,1064.9285,5042.6835,560.5477,763.3582,582.2061,2.7,779.234,825.271,539.8302,3384.5006,26,1375.8482,70,407.6772,21699.6869,0,1,0,5.76,0,0,0,1,0,0
0,0,10,554,57,-13.2,795.3538,3711.2006,1966.0142,1500.7029,617.2303,3607.9735,724.974,0,757.9555,2048.153,1274.8848,338.7951,946.4684,868.3252,952.3464,791.6529,1062.7772,5853.8119,384.3946,776.5542,536.2757,5.7,727.2283,805.9024,462.7794,4075.0108,62,1370.1238,20,441.8811,24132.9907,2,0,0,174.24,0,0,0,0,0,0
0,2,3297,113,575,28.9,880.0102,4015.2878,2042.6285,1547.3278,700.2825,4283.6623,989.3665,0,854.5049,1976.7683,1304.835,453.3375,1347.7794,819.7408,946.7658,837.6461,1045.3452,6034.7053,510.9378,852.4967,554.5636,3.9,718.1092,896.1793,527.1976,4151.9836,81,1417.927,20,361.1822,25470.2906,10,1,0,835.21,0,0,0,0,0,0
1,0,613,116,123,-1.5,773.8223,3624.4311,1964.6574,1329.4202,637.0895,3483.4818,621.6458,1,750.5491,2001.9394,1308.0153,374.3974,910.701,852.1155,983.3155,796.3024,1013.9833,5613.0066,411.9091,785.1478,508.9708,3.9,667.633,760.9903,533.9752,4024.2452,92,1361.407,43,431.4677,23402.5887,8,0,0,2.25,0,0,0,0,0,0
0,0,623,83,129,22.9,761.9421,3448.209,1896.3084,1327.1375,617.5293,3108.4661,572.2472,0,755.7724,1746.9574,1183.2653,346.9046,851.1866,767.8042,911.409,804.623,994.5968,5151.4758,418.9477,742.826,481.5054,0.3,596.4331,741.6842,513.6199,3519.2377,91,1217.531,23,403.6149,21415.3229,9,0,0,524.41,0,1,0,0,0,0
2,2,2439,51,514,27.8,977.5487,3903.794,2185.4181,1569.8207,728.2602,4064.9052,1234.2193,0,938.2734,1960.9429,1243.1642,537.7359,1634.2257,945.3116,1107.5411,815.4181,1059.6639,5700.0704,649.1363,841.5309,547.2707,3.2,811.1967,874.9413,539.1767,3928.8679,80,1395.666,24,468.5049,24709.4852,10,1,0,772.84,0,0,0,0,0,0
5,3,3020,232,624,26.4,1125.3091,3008.3907,1704.5252,1677.6478,753.0578,4430.1621,1593.9317,0,1068.9232,1759.5207,1343.2852,483.1276,1862.2128,1135.9006,1220.757,978.3957,1204.0571,6230.6021,549.3693,958.4151,710.3294,3.4,966.5779,1086.5682,584.4216,3190.3199,52,1467.977,39,537.4146,23469.1455,4,1,1,696.96,0,0,0,1,0,0
2,9,1329,83,340,25.5,760.4623,3789.3771,1958.42,1472.2673,606.6208,3829.3913,785.6125,0,762.3493,1874.1437,1173.4034,378.9303,1126.8639,724.8299,913.8878,775.8565,906.5339,5833.2557,449.7678,723.6591,504.6375,1.3,662.9796,732.8663,440.8674,3985.0555,86,1264.3801,18,386.3758,24006.2907,6,1,0,650.25,0,0,0,0,0,0
3,1,2228,17,387,8.1,831.4402,3904.8296,2156.9978,1613.083,636.5221,4258.9917,1876.8244,1,866.2944,1895.0372,1269.8612,763.9702,2476.0022,1071.7286,1085.0512,859.3588,1126.3734,6035.9212,592.0664,879.7394,614.1333,4.4,824.1463,983.1231,600.8679,4068.2103,47,1332.301,46,410.0905,25265.3718,0,1,0,65.61,0,0,0,0,0,0
18,14,3057,116,650,29.4,1208.8233,2875.3704,1702.3159,1623.6824,802.8982,3684.7446,976.3026,1,1035.9605,1750.8675,1366.9536,650.0995,1543.9154,1229.289,1196.4403,1124.8248,1240.0798,5042.7874,583.2234,919.3182,657.9148,2.3,1025.0266,1054.0107,575.4613,3121.6278,68,1421.9418,19,509.1749,21223.3378,9,1,1,864.36,0,0,0,0,0,0
2,3,0,17,46,23.7,812.7544,3612.4524,1894.0674,1377.9507,627.6394,3569.8015,610.526,1,754.7637,1967.641,1204.7352,397.6585,937.8286,779.4321,970.0522,783.6773,975.6163,5714.6608,385.564,794.9893,546.1032,1.4,669.5157,743.3659,474.6249,3924.3961,84,1277.2641,17,428.5607,23338.234,8,1,0,561.69,0,0,0,0,0,0
0,1,798,232,173,12.1,777.0134,3685.6449,1962.1862,1371.9172,596.236,3585.5977,740.6434,0,794.9852,1730.9286,1209.0527,378.7773,876.6191,746.5119,874.6644,751.3573,949.5165,5854.6648,382.9387,701.1513,573.7764,2.3,653.167,713.6902,508.1156,3870.9938,75,1287.4563,46,376.8128,23349.3895,8,1,0,146.41,0,0,0,1,0,0
2,6,0,37,49,18.5,856.4725,3870.4894,1968.2431,1429.0901,637.2589,4180.2923,930.8731,0,794.2077,1972.4682,1250.449,351.5943,1345.3788,809.3238,927.0338,740.4612,1014.612,6527.5789,452.1809,879.8591,548.9492,2.6,665.4013,762.9651,540.0094,4113.2106,62,1372.6344,9,447.7064,25434.007,10,1,0,342.25,0,0,0,1,0,0
3,0,2988,611,689,24.1,1075.2949,4511.6809,2393.9426,1750.6429,746.4052,4796.0765,1317.1414,0,947.7514,2253.3089,1280.2126,571.6144,1943.3156,1114.6223,1248.0074,925.208,1265.2543,6938.8518,434.6443,873.9897,721.1796,2.5,873.4012,1019.8604,600.3984,4696.6471,77,1454.1738,37,442.0369,28795.3245,7,1,0,580.81,0,0,0,0,0,0
2,0,2451,113,425,3,845.8907,4387.1665,2353.5396,1506.7007,663.3665,4771.4173,1931.5891,0,856.6783,2151.4053,1171.4877,607.2249,2415.16,874.9532,1104.8868,838.6917,1113.3303,6873.8438,628.7675,859.5301,601.4365,2.9,766.8509,891.0596,560.3622,4505.7489,51,1430.4739,93,428.8475,27980.296,0,1,0,9,0,0,0,0,1,0
13,6,4093,128,951,22.8,1202.338,3661.4786,2061.6602,1873.2624,788.1534,4693.236,1842.2893,0,1132.1278,2293.4358,1234.5167,350.8871,2028.6592,1254.0038,1419.6936,1117.9356,1569.028,6714.7947,550.47,881.5028,734.9135,0.8,1046.9245,1162.8582,666.0133,4059.5649,65,1675.7039,49,521.067,27033.1365,10,0,0,519.84,0,0,0,1,0,0
0,0,2171,232,458,7.2,836.6192,4154.2371,2283.4167,1578.0034,699.1157,4787.4993,2098.945,0,844.8501,2005.2512,1211.9127,626.1455,2842.5081,994.6127,1100.6733,835.9479,1125.1637,6630.8887,683.5514,839.0582,676.1505,2.8,769.9404,930.2166,558.4819,4244.4931,52,1435.004,39,434.4397,27118.7935,1,1,0,51.84,0,0,0,1,0,0
3,2,2063,51,503,32.4,1134.9692,2716.5907,1585.0209,1420.129,805.5048,3266.1894,943.0884,0,1032.3089,1687.5371,1335.4097,641.8772,1405.2742,1216.9735,1183.735,1012.0439,1155.1718,4770.0191,478.9014,941.0699,660.6149,2.3,1005.5835,1180.3107,610.9541,3004.3869,58,1414.9312,39,471.8584,19864.8043,8,1,0,1049.76,0,0,0,0,0,0
2,0,591,17,88,8.6,777.0566,3639.5866,1852.8407,1312.8298,651.1447,3670.6487,895.5703,1,730.5958,1900.0204,1254.7985,371.3612,1034.1635,788.8814,910.4902,743.7034,1007.5698,6036.4431,424.0466,936.9364,516.0944,2.1,695.4785,762.7998,521.0936,3888.1286,77,1237.9436,34,402.7058,23538.4415,9,1,0,73.96,0,0,0,1,0,0
3,7,1600,37,382,-5,975.5275,2887.9207,1580.8141,1417.541,747.0447,3421.8413,974.9709,0,981.498,1761.0838,1441.1786,434.1735,1007.2283,1069.9225,1059.2925,988.474,1231.5965,4999.6534,589.8891,943.9869,669.0087,1.9,938.9113,1078.8764,644.2823,3071.4643,78,1377.6491,52,513.5555,20517.9677,7,0,0,25,0,0,0,0,0,0
2,1,4480,113,763,-6.1,965.1064,2923.2077,1729.5072,1391.7242,815.4792,2718.2997,471.9551,0,899.2062,1816.7928,1397.7412,358.5137,736.2688,892.9239,1095.3317,937.9937,1212.6632,4572.9733,472.0445,940.8905,680.2003,3.9,873.571,1012.419,608.1749,3389.894,70,1316.8354,32,490.9792,19859.2343,8,0,0,37.21,1,0,0,0,0,0
1,3,1,83,192,10.1,706.8835,3592.8045,1850.0489,1326.186,574.8952,3462.7951,775.3075,0,663.1533,1903.3699,1105.6035,334.2162,1080.5552,774.3719,914.7334,762.7399,944.824,5478.75,431.1598,863.265,511.0925,1.2,659.4863,798.9426,531.2894,3655.7733,69,1269.1155,53,407.4183,22538.8432,0,1,0,102.01,0,0,0,1,0,0
0,0,1163,554,394,-0.3,845.5534,3584.9534,1911.1975,1430.8824,709.5259,2999.6613,588.4559,0,870.5903,1997.8602,1245.9505,395.2653,853.4455,836.1185,946.3896,878.378,1044.9214,5010.7479,593.0574,844.1055,607.8392,1.7,789.4286,830.2323,551.7675,3813.8201,64,1370.5761,36,462.3959,22119.6989,3,0,0,0.09,0,0,0,0,0,0
9,6,2873,83,858,26.9,1135.1752,3784.8869,2179.6446,1663.25,792.2079,4665.861,1249.817,0,928.1037,2164.7173,1329.2556,416.3649,1857.1926,1058.7302,1190.5892,952.4721,1235.8056,6562.7359,590.3843,910.5789,673.3069,4.3,939.28,1012.2667,606.172,4144.0243,84,1468.2797,8,467.083,26633.3997,10,1,0,723.61,0,0,0,0,1,0
2,2,0,611,194,17,806.9496,3978.6954,1958.6823,1467.645,636.7978,4257.9294,988.1154,0,787.9453,1906.4361,1118.5198,357.9539,1219.4171,719.8244,931.7724,795.3576,934.2991,6353.6606,459.8034,867.0129,517.6267,1.6,640.2173,751.2215,537.7248,4044.5973,88,1311.2,25,404.9004,25278.8461,10,1,0,289,0,0,0,1,0,0
0,0,483,17,238,-8.5,864.7687,3970.8194,2024.5016,1447.4855,633.2513,4252.2094,769.2898,1,768.0839,2067.4443,1191.715,366.8498,1092.7887,794.2849,1023.8075,757.603,1101.7298,6804.0674,416.9454,850.322,520.63,0.9,671.9283,756.9287,522.2079,4288.5333,63,1373.6518,25,413.5009,26228.7127,9,0,0,72.25,0,0,0,1,0,0
4,4,2163,116,514,0.6,1093.7194,2909.7765,1755.7729,1603.4048,760.8439,3274.209,911.8581,1,942.5311,1976.5244,1347.496,753.8953,1363.6099,1101.8455,1167.5355,1056.4958,1297.0256,4858.0056,610.1707,931.4528,682.8515,1.8,976.9762,1154.8942,578.3879,3196.3315,57,1555.6001,47,504.7669,21129.6248,0,0,0,0.36,0,0,0,0,0,1
10,8,4496,17,990,14.2,1230.6524,3672.9822,2224.1177,1849.2157,750.8475,5039.4596,1450.6624,1,1157.3162,2168.6583,1310.4539,452.503,1861.3201,1250.0239,1309.6674,998.3922,1380.1173,6884.4579,544.7395,827.9575,707.2847,2.1,944.126,1133.7457,599.114,4159.4778,48,1614.8374,20,510.8942,27613.2066,0,1,0,201.64,0,0,0,1,0,0
2,1,2630,116,567,26.8,1111.0789,2938.916,1695.9068,1475.0976,739.0534,3429.4001,970.7522,1,1040.2136,1723.5052,1329.2943,757.8784,1435.2034,1213.5257,1133.8854,1021.7615,1157.0694,4920.9213,553.9584,897.8079,652.4674,3.8,922.2109,1192.2498,610.8512,3082.422,92,1265.8985,22,493.9418,20532.0675,10,0,1,718.24,0,0,2.3,0,0,0
3,3,1241,113,258,2.3,857.4327,3188.297,1900.9984,1404.7338,665.5517,2840.4984,631.3517,0,806.7746,1858.7875,1158.8188,496.7071,802.5335,845.0303,1041.2751,718.1725,1034.4186,4434.253,504.8524,789.7136,523.2332,1.8,770.9319,896.0089,534.4515,3373.2727,44,1275.5528,64,380.2787,20276.3936,7,1,0,5.29,0,0,0,0,0,0
6,5,2820,37,467,24.9,934.4165,4268.5496,2273.9375,1671.9243,716.3359,4695.9971,1646.3479,0,823.6046,2002.1411,1276.893,570.3012,2009.1954,934.5737,1071.4223,853.7395,1062.2115,7300.0209,703.2127,832.5482,611.247,2.5,870.5255,900.582,585.9038,4689.9579,62,1500.326,27,408.8075,28402.8544,10,1,0,620.01,0,0,0,1,0,0
9,3,4211,611,1098,27.8,1171.3926,3733.2314,2037.2577,1885.7653,791.3911,4196.8143,1119.8106,0,1125.1345,2281.1742,1365.2879,436.6812,1848.4155,1092.5448,1206.1857,1021.9648,1230.7052,6208.9529,510.8317,943.7482,697.6297,2.1,983.9797,1071.4627,590.1582,3959.4284,81,1495.9554,13,501.0174,25798.5796,8,1,0,772.84,0,0,0,0,0,0
1,0,2901,546,670,26.7,1214.1219,2906.4951,1648.3356,1350.5079,796.858,3678.3503,901.0924,0,1044.7714,1671.5231,1418.0845,357.0404,1437.0736,1184.7462,1114.6929,1015.6429,1279.3825,5029.6809,659.0495,980.0496,669.0543,2.1,1031.8663,1034.2288,595.9172,3136.0122,91,1351.9788,6,500.3973,20772.8839,10,0,1,712.89,0,0,0.7,0,0,0
