"y","past_return","bus_passenger","sub_passenger","temp","m20","m30","m5","wet","m25","m50","f20","f0","m35","m0","f15","m45","m60","f50","f70","m55","m40","f25","f40","f30","f65","f35","cloud","dust","f60","wind","m65","m70","f45","f55","sunny","rain","most_use","semester","X8_9","X21_22","X19_20"
1,1,0,0,-6,3552.7398,2143.5887,1143.9767,42,3709.8151,983.708,5703.081,1108.7894,1690.5676,800.8039,1981.5604,1352.6436,607.3343,880.9006,1254.4668,958.009,1251.7837,4086.1536,1111.4574,2166.5618,556.3277,1566.076,0,32,732.1242,3.3,435.69,830.4407,1274.5316,859.2302,0,0,24618.5836,0,0,0,0
0,3,0,0,-6.2,3661.0113,2126.4286,1273.5004,42,3859.0253,938.5566,5769.6715,1235.3809,1617.2892,764.3126,2012.7683,1322.1708,620.7089,952.1702,1308.2864,902.4231,1238.1393,4205.2263,1152.1254,2231.2922,561.4964,1535.7623,0,30,713.8893,4.6,448.744,899.3881,1283.5572,893.264,0,0,25005.7067,0,0,0,0
2,2,0,0,-6.1,3806.4022,2167.744,1360.8391,44,4029.5998,991.4593,5994.5086,1139.9538,1659.3113,951.3414,2165.5554,1366.753,650.2374,953.1795,1231.1281,947.31,1271.4066,4258.5525,1077.3903,2306.8178,587.6432,1602.5317,0,26,727.3398,4.2,464.1482,917.8242,1195.7507,866.8984,0,0,25825.4679,0,0,0,0
4,1,0,0,-7.2,4084.9886,2214.7932,1379.3457,46,4171.8758,945.7938,6201.1104,1012.6886,1723.9353,757.8974,2234.3708,1319.3634,666.6717,954.9565,1236.8876,899.9623,1184.1474,4410.5254,1032.9496,2298.1243,587.7949,1551.5622,0,25,708.2306,3.4,473.8662,909.1649,1133.2445,893.2189,0,0,26656.9152,0,0,0,0
0,4,0,0,-7.8,4256.2765,2257.6706,1422.0324,48,4240.3186,955.1561,6575.4719,847.2119,1661.7764,779.565,2074.1016,1348.7044,732.2956,962.0882,1223.1438,1000.3551,1209.279,4459.49,968.1259,2186.678,610.4836,1511.7593,0,22,692.6757,2.6,482.0073,878.5019,1087.9333,871.7991,0,0,27149.4413,0,0,0,0
1,3,0,0,-8.2,4263.4277,2227.4901,1437.4967,48,4268.4653,920.83,6708.6638,621.1961,1611.216,708.3549,2036.7145,1300.4703,685.77,885.3758,1282.79,911.6314,1113.5334,4546.0457,952.4017,2139.4511,566.1015,1447.697,0,13,683.4124,2.4,459.892,907.8589,1062.3697,844.8099,0,0,27212.4567,0,0,0,1
1,1,0,0,-8.9,4288.1401,2263.1859,1276.2111,49,4329.6909,884.6891,6933.5148,545.0587,1647.1046,587.4281,1857.5609,1184.7959,611.8834,901.4947,1212.5587,867.1441,1136.2135,4676.6331,906.5971,2135.2763,547.5013,1466.2445,0,23,651.3578,2.2,445.4202,829.0574,1022.2179,821.4951,0,0,27739.7902,0,0,0,0
5,1,0,0,-9.5,4240.3169,2229.4594,1012.1064,51,4271.5151,869.2496,6846.5966,515.0963,1645.7912,539.8887,1765.5334,1085.5446,582.8203,860.8235,1213.0465,823.4288,1056.8326,4602.8389,855.8351,2101.4039,547.323,1473.8883,0,14,642.7011,2.5,438.499,817.5231,942.7091,785.9379,0,0,27411.8103,0,0,1,0
4,1,0,0,-10,4056.7872,2194.1769,939.7101,56,4170.8084,825.1608,6566.746,466.2745,1604.0387,467.2981,1400.3498,1121.6349,576.7055,803.0286,1180.3059,845.7932,1010.6081,4467.4207,868.4926,2068.5091,518.7574,1453.7161,0,22,655.8584,2,451.5549,825.062,914.4753,750.0964,0,0,26582.2031,0,0,0,0
0,2,0,0,-10.2,4035.3218,2070.4028,809.5729,59,3930.5118,788.2014,6323.0843,376.3591,1375.9407,356.0547,1043.4645,1035.4987,516.4934,682.4576,1209.2053,786.9036,899.6656,4230.2649,784.1392,2014.6745,505.6696,1336.8934,0,14,595.2531,1.7,418.6454,794.7319,761.3181,635.6649,0,0,25317.0942,0,0,0,0
2,0,173,333,-10.7,3928.0203,2020.7025,741.3583,58,3939.3318,801.7847,6188.1663,359.385,1384.5867,371.5776,997.5546,1038.1872,517.8244,686.1696,1161.7089,804.4319,903.7896,4248.9662,768.7913,1993.244,500.9633,1332.8736,0,11,588.7531,0.6,420.3993,776.3657,803.0666,615.5428,0,0,25035.8914,0,0,0,0
1,1,109,3,-10.7,3878.8174,2095.9686,725.0593,62,4038.7482,857.3763,6244.9589,384.6597,1532.3107,430.0552,972.3518,1088.6873,552.5342,757.3436,1306.8004,832.9039,978.1061,4313.1147,853.2574,2100.4066,542.3501,1389.7262,0,19,624.2064,2.2,427.5566,834.9985,870.1882,682.8576,0,0,25594.0513,0,0,0,0
0,0,57,0,-11.2,3935.3152,2121.2311,741.7811,62,3982.6052,872.0864,6304.7202,381.9104,1511.6085,436.7141,951.2619,1128.7133,603.2579,781.9083,1363.7309,839.9215,990.0197,4339.8068,869.8733,2129.6668,546.5151,1370.7986,0,21,640.6979,0.9,434.7869,845.2274,878.9295,688.9217,0,0,25695.7524,0,0,0,0
2,0,33,0,-11.7,3784.72,2069.7414,702.9793,65,3947.9447,861.2388,6179.5668,391.3031,1473.485,394.9309,962.3842,1096.5619,568.8609,777.5776,1310.5497,798.0529,967.1111,4251.8755,859.3534,2084.2277,534.7789,1373.9255,0,21,651.3381,1.6,411.2718,849.4436,878.0896,662.847,0,0,25165.4866,0,0,0,0
0,1,51,9,-12,3749.1164,2074.988,713.794,66,3920.1741,834.8648,6026.4176,379.4917,1453.9685,403.1064,940.7265,1096.9341,576.7275,782.6624,1310.1836,814.426,965.8121,4222.0834,872.0594,2052.7788,529.0393,1401.8843,0,20,679.584,0.7,445.6509,817.8109,882.487,704.4808,0,0,24901.4111,0,0,0,0
0,1,95,635,-11.8,3694.0392,2023.7038,669.281,68,3843.4806,802.2558,5966.3858,390.4082,1445.7405,413.7908,958.705,1071.8915,583.2626,783.0499,1327.2051,829.9244,988.706,4177.1146,866.4705,2033.4173,523.5512,1382.6469,0,14,663.9618,2.1,415.1651,865.2976,867.1713,703.7518,0,0,24566.5287,0,0,0,0
0,0,223,922,-11.3,3518.4435,1975.8293,696.8678,67,3745.5347,845.3497,5803.892,374.0304,1445.9356,393.7059,928.5817,1134.7975,563.4758,771.2962,1356.6509,848.6511,948.9312,4053.4363,832.5176,1996.0606,527.1581,1347.6523,0,17,693.6359,1.5,438.8661,803.3945,899.4691,706.8751,0,0,23886.7843,0,0,0,0
1,1,472,2567,-11.3,3371.972,1939.3947,623.3751,69,3479.3894,929.3526,5668.6063,421.0296,1465.2806,448.8525,878.6241,1236.5515,596.6919,821.4982,1394.1254,891.6436,1051.8554,3825.8842,961.5462,1958.5576,517.811,1380.6501,0,20,663.0129,1,428.5478,850.5887,922.2867,810.2321,0,0,23089.7349,0,0,0,0
5,0,761,4634,-11.5,3273.5345,1746.5457,807.7602,71,3053.028,927.7242,5411.0469,387.5413,1435.4434,532.0609,955.3012,1146.983,611.832,876.8941,1380.2323,904.8068,989.8098,3399.5358,986.4366,1752.6391,546.2626,1357.1209,1,21,661.8326,0.4,457.4112,828.7576,1068.5357,837.8293,0,0,21428.8943,0,1,0,0
6,7,587,3016,-10.5,3307.6838,1658.8056,876.1523,71,2892.0677,1000.6187,5299.8751,450.5875,1443.1914,566.7288,1042.4129,1261.8587,622.3679,951.8948,1424.432,1050.3028,1049.3628,3092.7512,1059.2634,1722.3178,565.0263,1317.4421,1,20,696.9793,2.2,518.1533,973.2386,1127.3331,960.12,0,0,20734.1347,0,0,0,0
2,3,407,1689,-8.4,3290.4848,1666.7158,926.7493,64,2804.2271,1020.8405,5181.0448,484.7129,1455.452,593.3845,1171.6133,1220.0999,682.5892,1007.4902,1449.8241,1101.1572,1080.7949,3120.7059,1172.0854,1788.9273,584.2197,1377.9954,1,26,721.5197,1,494.6266,879.6038,1140.7965,1001.9265,0,0,20685.5531,0,0,0,0
2,1,364,1697,-5.7,3359.787,1679.2037,914.8689,49,2794.2446,987.0695,5151.8035,471.9999,1448.3698,621.2988,1164.9114,1253.2514,670.5712,1040.4856,1320.8367,1054.9377,1184.4019,3207.0176,1221.521,1761.5908,612.2478,1397.9239,7,24,765.6449,1.5,487.9056,914.5726,1240.7018,995.1728,0,0,20799.9409,0,0,0,0
1,3,427,1978,-4.3,3492.3015,1672.1792,906.0443,45,2933.7806,985.5361,5173.5644,393.4035,1505.531,506.7744,1243.5604,1266.7197,671.956,1002.3751,1292.6736,1084.0891,1182.688,3047.3889,1224.3849,1817.4036,615.6255,1478.0195,1,27,777.5313,1.6,475.1301,902.7921,1196.099,978.5576,0,0,21120.1687,0,0,0,0
5,1,465,2100,-3.6,3510.8247,1767.869,926.5268,45,2861.4148,1069.0328,5249.4387,449.7533,1619.0019,479.9933,1169.1596,1390.2631,768.691,1051.1703,1398.4433,1065.9551,1188.4264,3148.3034,1317.6647,1805.5741,624.4742,1448.265,1,22,773.9837,2,502.6894,1007.1522,1224.0298,1058.2191,0,0,21410.6916,0,0,0,0
2,3,534,2357,-3,3453.9527,1714.3453,893.5284,44,2897.0334,1077.2506,5377.2067,390.1147,1568.7834,460.7907,1338.1534,1384.0687,738.4005,1051.9913,1370.0817,1122.8725,1151.0623,3144.2424,1230.1468,1814.3732,642.0285,1428.2381,3,29,806.3567,1.8,473.3297,1040.6282,1176.334,1088.0067,0,0,21398.1752,0,0,0,0
5,5,569,2489,-2.8,3622.0842,1742.9746,1008.9443,42,2910.4527,1033.3218,5429.4475,351.2588,1527.2143,443.0774,1460.9062,1329.3259,739.6618,1025.1687,1532.9693,1048.3714,1164.0876,3143.1204,1209.601,1855.1996,618.059,1385.7976,7,30,797.7524,3.6,467.1428,966.8634,1177.2504,1046.4571,0,0,21616.2909,0,0,0,0
8,7,684,2974,-3.2,3656.2847,1727.9538,996.0391,44,2953.032,973.8544,5666.6591,348.6193,1535.9493,537.104,1543.1674,1341.3668,733.7228,963.9606,1458.1729,1027.8626,1157.588,3189.7995,1180.4432,1831.5127,563.5874,1419.0762,7,30,776.4949,2.4,475.959,968.2158,1139.1234,1020.1482,0,0,21980.2673,0,0,0,0
7,6,846,3860,-3.5,3916.5324,1753.0516,1160.7943,45,3003.8049,984.3812,5932.7612,411.0137,1696.9774,562.9816,1543.3671,1348.9369,712.8366,976.2106,1325.4871,1052.3514,1181.81,3347.6753,1104.7826,1818.844,577.0291,1363.5301,8,25,767.9965,2.2,471.2427,942.6993,1117.9165,947.7856,0,0,22833.1769,0,0,0,0
8,8,1140,4245,-3.8,4446.737,2086.3999,1206.3435,46,3664.5267,1087.4645,6679.7331,422.3251,1828.9179,539.4425,1621.0099,1545.5716,699.2213,939.3037,1251.1374,1052.0366,1225.6724,4103.1842,1119.6299,2250.6249,598.844,1500.9126,7,25,752.2904,2.4,482.5407,1006.6771,1195.8486,940.2983,0,0,26561.0363,0,0,0,0
6,12,877,2840,-4.2,4714.8411,2166.2455,1301.928,46,3863.1953,1010.744,7093.8485,565.3088,1923.4797,608.3874,1627.3705,1479.4333,683.1412,921.221,1207.3248,1035.819,1202.1339,4420.6525,1058.927,2351.5927,583.5673,1611.2396,0,24,720.2971,1.1,468.487,943.749,1113.612,901.1723,0,0,28145.0949,0,0,0,1
4,5,639,2854,-4.7,4744.6764,2157.052,1194.9841,47,3970.2426,1000.2087,7181.7458,505.5141,1868.3342,562.3536,1592.8533,1337.9717,624.66,862.7808,1239.7195,1005.6789,1136.2681,4380.5709,1020.5985,2326.8971,554.1152,1573.6422,0,22,708.4792,1.2,465.6384,871.4974,1122.5747,883.7484,0,0,28203.1612,0,0,0,0
3,3,691,2989,-5.3,4662.4357,2159.8202,1108.9105,51,3942.4137,1017.3097,6996.0122,504.2881,1705.3234,512.3079,1481.0327,1209.5888,587.6256,790.0218,1236.9909,926.1147,1090.091,4418.4786,955.72,2292.1775,585.9119,1522.3122,1,20,717.9886,1.4,459.4681,842.1655,1031.5713,835.7547,0,0,27698.9735,0,0,1,0
3,1,645,3394,-5.5,4388.9964,2094.787,962.9775,54,3923.9507,944.9526,6745.774,456.4361,1577.5615,538.6734,1219.4318,1170.5015,548.7371,744.5035,1235.344,874.3043,1055.5361,4344.6788,895.2028,2212.7728,547.4305,1453.3473,0,29,663.7329,2.1,454.9701,829.6805,920.0685,825.2665,0,0,26741.8685,0,0,0,0
4,2,369,1567,-6.3,3936.1823,1961.9652,757.073,54,3791.3027,796.4197,6453.8266,359.3472,1488.8812,398.0009,1014.9149,1054.9313,527.4281,700.2798,1218.9675,766.8068,880.4784,4165.6043,754.0399,1994.8213,523.3898,1236.27,0,23,585.4227,1.5,423.1142,794.2803,841.7329,686.9945,0,0,25028.8536,0,0,0,0
0,0,151,0,-6.7,3869.6279,1966.356,741.3632,58,3799.3488,836.8843,6353.3126,351.0946,1448.0525,409.2694,995.0204,1078.2062,533.7528,689.1654,1195.8672,774.0307,903.1807,4227.688,762.3881,2006.8504,519.972,1272.7559,0,25,598.5837,1.6,388.3881,794.6262,855.9858,675.2267,0,0,24943.9921,0,0,0,0
2,0,40,0,-7.3,3843.4947,1966.6413,783.7722,55,3834.997,838.2285,6313.128,374.6661,1438.2158,447.3338,1002.8587,1056.0423,553.3217,704.4827,1219.6331,803.8115,933.3012,4195.3607,790.7301,2036.7106,513.709,1347.3486,0,20,609.1958,1.6,391.3833,823.9146,883.7895,664.7529,0,0,24975.8967,0,0,0,0
1,4,44,0,-7.1,3761.4295,1963.41,753.1387,55,3800.5004,832.4984,6297.9306,389.9021,1431.0086,481.2062,999.4922,1046.3792,543.2016,717.2552,1238.1647,831.9427,941.6006,4126.6082,823.1748,2060.5088,509.0755,1346.0808,0,29,621.4777,2.4,402.3468,786.1527,841.0788,654.6448,0,0,24787.4769,0,0,0,0
1,0,40,0,-7.9,3731.1678,1942.7823,754.9421,58,3822.8937,852.0248,6349.3283,383.1302,1480.8957,512.9347,950.8375,1056.386,521.7944,739.8098,1249.8929,798.0147,984.9294,4164.5616,817.0259,2038.4267,520.8786,1389.3153,0,24,612.3073,1.5,382.8693,797.3474,848.5446,694.5712,0,0,24919.3714,0,0,0,0
0,0,54,14,-8.5,3642.9927,1925.2557,693.8403,59,3775.4416,822.8264,6187.0148,396.9353,1437.7318,467.8007,942.5639,1026.243,520.1788,711.1979,1234.203,781.9215,965.4973,4056.3176,826.3202,2006.6493,520.9041,1375.5359,0,23,600.6278,2,405.1136,783.403,829.7095,669.7079,0,0,24406.9394,0,0,0,0
0,0,80,395,-8.9,3519.1087,1872.9977,625.9317,62,3632.7613,787.1656,5990.9324,394.0978,1364.7444,492.7713,888.051,977.7358,519.5095,709.9661,1179.0448,766.6119,935.7021,3990.5959,819.9415,1933.8917,517.6297,1315.454,0,34,606.3203,2.1,377.7888,803.1508,780.9552,654.9631,0,0,23620.4861,0,0,0,0
0,0,117,485,-9.3,3493.2413,1879.4375,630.6915,64,3637.0482,821.3736,5960.4268,414.7643,1383.5141,457.1847,871.4593,1039.1974,538.7911,749.8236,1258.3543,785.3738,966.933,3957.9688,838.3772,1929.9504,544.5205,1372.569,0,37,606.5114,1.6,409.1782,849.2998,879.8748,723.3523,0,0,23614.1561,0,0,0,0
2,2,116,564,-9.3,3335.047,1903.7537,634.4047,68,3461.3134,900.9533,5756.4075,442.3161,1427.5463,480.6978,801.542,1128.1693,592.0923,804.7244,1258.1674,896.8977,1090.4018,3830.0349,887.7759,1943.0417,504.1991,1413.9085,0,39,633.6261,2.5,386.7164,810.3535,873.2337,763.7013,0,0,23071.053,0,0,0,0
9,2,213,934,-9.3,3270.7479,1630.1974,804.2872,71,3057.0763,940.4674,5445.0879,424.2318,1361.9553,545.934,886.38,1191.4967,600.2992,886.9944,1313.9738,913.8575,1173.7089,3321.4088,1022.8624,1715.5374,517.4644,1339.9771,0,39,693.6315,0.6,467.0424,846.9094,980.8566,769.0977,0,0,21141.9881,0,1,0,0
3,8,232,1250,-8.2,3240.2078,1629.1814,875.5579,66,2872.7839,1015.9974,5099.9596,473.8658,1434.5269,536.0753,1022.8896,1191.0556,662.4919,878.4367,1379.3099,1000.9536,1119.6479,3038.4965,1081.3621,1598.6838,580.0666,1416.8541,2,41,747.2018,1.7,490.2078,884.4905,1034.7698,908.5168,0,0,20330.694,0,0,0,0
1,2,259,1274,-5.1,3285.247,1614.044,873.0078,58,2906.3131,1055.8158,5117.957,475.3022,1549.6728,540.9006,1065.047,1260.1807,669.3398,943.3858,1384.3414,1071.8539,1164.9522,2983.1076,1116.0151,1660.6471,627.875,1384.098,6,41,768.3799,1.7,503.671,958.2668,1160.0497,956.2113,0,0,20501.0866,0,0,0,0
5,4,271,1509,-2.9,3403.8566,1622.7507,914.051,49,2922.8398,1101.0288,5088.9933,498.2293,1564.4878,612.0237,1147.3424,1208.2967,659.9837,1013.1939,1360.9346,1030.3489,1249.8113,3084.9848,1090.61,1711.3227,672.0486,1486.1271,0,41,770.5058,3,493.0595,911.8817,1234.993,1069.8225,0,0,20885.3628,0,0,0,0
1,2,427,1829,-1.3,3551.4876,1566.0994,1009.2311,43,2897.0155,1090.637,5217.9305,629.091,1448.891,561.1057,1217.8871,1342.2598,669.3535,1068.5386,1239.4112,1067.2618,1185.4477,3025.8023,1133.7926,1646.2966,657.6494,1402.1507,2,41,796.1142,3,495.2675,884.9266,1255.1695,1097.1147,0,0,20755.6736,0,0,0,0
3,4,423,2079,0.3,3620.8053,1612.8658,990.8371,46,2843.8757,1207.9206,5385.1013,624.3637,1546.9283,622.9794,1466.5261,1348.8431,711.6417,1112.7571,1378.9462,1059.1057,1187.6798,3036.6691,1172.4248,1721.4228,658.5828,1357.5175,7,41,838.0418,2.2,501.2386,987.9514,1333.3737,1111.3554,0,0,21125.1858,0,0,0,0
4,6,515,2315,1.5,3676.1346,1679.5285,1096.2086,42,2859.1161,1185.5327,5454.0949,453.6517,1514.0283,477.8919,1546.6165,1377.2602,696.9437,1037.5589,1481.9716,1100.687,1163.6546,3078.2453,1189.3007,1753.0274,683.0944,1318.9824,7,40,814.6756,1.2,549.7981,1045.5348,1428.1799,1104.5298,0,0,21333.1575,0,0,0,0
5,4,543,2650,2.4,3766.0078,1722.443,1102.9346,42,2861.1486,1189.0677,5519.6864,413.9299,1598.9824,418.3251,1654.9186,1417.1089,677.8477,1123.623,1435.7794,1050.1236,1117.2861,3079.6109,1147.2231,1811.0875,646.2019,1419.3633,8,45,839.7414,1.2,519.95,947.5848,1371.6689,1081.4011,0,0,21778.3299,0,0,0,0
4,5,559,3003,1.7,3849.7595,1673.8793,1089.7879,48,2922.2985,1102.1852,5559.1947,579.9471,1546.7107,420.6456,1607.4189,1279.2293,669.7461,980.8557,1322.6102,1073.9764,1181.7148,3188.8146,1089.5868,1773.5387,652.7706,1432.0218,8,35,823.0113,1.4,498.9441,924.0599,1226.2285,1069.2447,0,0,21946.2178,0,0,0,0
10,2,583,3034,0.8,4012.223,1735.9642,1193.9804,51,3031.7616,1079.8077,5888.8258,495.5753,1705.4529,550.7652,1787.6219,1227.8684,669.8407,913.8379,1377.8083,1029.3302,1199.9585,3342.1845,908.8646,1809.1009,641.6355,1363.2084,7,16,762.9384,2.3,489.871,950.3909,1171.489,1081.7506,0,0,22888.7213,0,0,0,0
7,12,594,2735,-0.1,4296.7456,2012.5104,1279.3181,55,3625.8845,1117.2889,6500.2949,554.4295,1854.3555,498.9402,1873.7441,1295.6606,640.1015,970.4453,1306.0523,1012.3022,1367.7849,4065.9349,1070.7561,2240.4948,619.3789,1539.3514,7,23.5,768.8218,2.6,508.3176,912.1158,1204.5518,1058.4134,0,0,26135.572,0,0,0,0
5,12,513,2612,-0.3,4493.7934,2169.3202,1320.596,57,3953.1708,1166.3785,6989.2359,500.5157,1876.3703,480.5721,1825.8488,1303.939,666.6293,930.5739,1365.8601,975.9281,1293.1647,4393.0685,1003.0378,2271.3679,632.7356,1546.9124,10,31,730.6117,2.9,506.9446,850.943,1141.373,980.2842,0,0,27693.2394,0,0,0,1
4,3,539,2973,-0.4,4751.4763,2260.9482,1213.486,57,4006.6415,1125.1996,7161.6695,438.7063,1791.6105,392.407,1719.6878,1303.7555,605.5222,874.1458,1311.3532,995.2216,1251.8243,4415.0098,1005.8459,2290.8688,603.6683,1515.0373,10,41,709.4976,3.5,476.4639,865.3329,1093.2626,934.8645,0,0,28193.2619,0,0,0,0
8,8,520,2942,-0.6,4622.393,2208.0967,1154.2129,58,4069.8624,1001.2908,7049.4365,430.2406,1785.385,395.3085,1640.5485,1224.6443,619.3372,873.6909,1299.0149,984.7884,1223.3365,4500.5329,945.8434,2273.5126,602.2607,1537.5061,10,34,693.0873,3.4,468.8893,843.3567,1049.4059,889.095,0,0,28046.7252,0,0,1,0
5,4,472,2554,-0.7,4572.147,2168.0377,979.1251,59,4103.9645,920.4725,6718.4304,472.4401,1689.74,394.4929,1268.1403,1187.4317,590.4448,761.7172,1329.6938,904.0912,1125.5178,4404.5981,840.3071,2185.4516,600.5806,1551.6015,10,30,654.0508,3.5,441.6212,806.4682,983.143,865.7077,0,0,27393.9708,0,0,0,0
4,2,350,1233,-0.8,4050.0125,2021.692,813.4075,59,3947.8302,872.4163,6515.528,333.8164,1529.777,352.0198,1023.9709,1042.938,520.2742,727.983,1242.6852,829.3147,989.6877,4271.6049,739.9982,2050.8044,551.5411,1361.1231,10,28,596.4947,3.5,408.9772,807.7611,850.8754,679.537,0,0,25748.3721,0,0,0,0
3,1,309,528,-0.6,3908.1534,1964.121,721.6984,60,3873.2088,825.4457,6187.9288,333.9369,1452.4691,341.3442,925.6397,1024.465,534.7324,694.7797,1188.0929,796.0117,969.1438,4264.4127,761.8695,1963.0483,549.2327,1329.6679,10,24,583.1289,2.7,410.7029,768.4482,830.289,675.9991,0,0,24943.01,0,0,0,0
0,1,152,0,-0.7,3845.9931,1900.9857,746.5528,61,3895.5965,833.0813,6133.0035,351.2788,1456.7689,365.8939,917.7903,1052.3307,545.5487,723.4648,1249.1059,799.7033,970.8527,4265.9509,787.9604,2029.2505,525.9286,1381.9868,10,33,577.9518,3.1,412.5509,764.7342,834.6181,680.3948,0,0,24909.5359,0,0,0,0
5,3,99,0,-0.8,3731.8882,1940.8157,676.2906,61,3763.1512,846.7328,6024.6241,398.5733,1415.1298,367.8398,943.3694,1072.6599,526.4847,747.1692,1231.2276,802.8395,968.5022,4224.332,795.6867,1958.2898,515.0647,1353.2492,10,33,556.5844,4,398.1965,767.8223,832.3123,658.772,0,0,24411.48,0,0,0,0
0,0,52,0,-0.5,3690.0501,1930.4183,696.4153,60,3812.7357,862.8367,6117.852,360.6045,1458.071,371.0954,970.3246,1083.0677,546.7145,734.5123,1246.1797,803.8072,983.2981,4256.8979,793.3518,2035.2701,538.0794,1397.8534,10,31,604.0787,3.1,411.4341,787.3109,866.7802,666.4711,0,0,24699.1485,0,0,0,0
1,0,56,7,-0.2,3636.1584,1930.7857,662.8885,59,3800.5702,871.5473,5972.3571,364.2574,1450.5798,394.4721,955.5172,1133.7548,550.1559,740.0166,1260.0075,788.1673,992.9789,4167.9155,785.1041,2013.5852,533.6357,1385.2481,10,24,583.8899,2.7,432.4239,786.652,830.4339,659.5677,0,0,24357.2,0,0,0,0
0,1,138,609,-1.1,3449.4709,1887.0322,628.3401,88,3669.6398,802.7306,5819.2052,400.0704,1384.7482,391.2508,918.262,1076.3014,540.1245,730.4603,1234.1365,741.6074,953.4077,4037.9967,745.0649,1977.2047,534.8603,1319.5287,10,28,587.5847,4,405.6263,790.4679,816.0295,653.0439,0,0,23544.8264,0,0,0,0
0,0,242,1008,-1.3,3380.5786,1883.7009,603.6458,92,3597.1801,813.584,5725.4248,387.6531,1344.7845,381.9077,905.141,1044.0111,569.3312,758.1338,1260.8605,784.6862,969.1849,4069.5705,752.6939,1957.6125,548.4313,1357.4468,10,30,631.3084,3.1,407.0305,798.9347,866.7079,650.9538,0,1.4,23316.2987,0,0,0,0
0,1,570,2853,-1.3,3275.9444,1842.0898,655.4837,94,3482.5084,883.6466,5546.3404,468.0298,1474.6362,419.9939,927.1393,1111.4837,606.7383,830.5328,1299.9825,841.4404,1040.0061,3924.9492,898.6359,1971.1752,513.3018,1368.7756,10,17,655.2458,2.9,417.0832,834.2779,867.2854,740.5247,0,0,22886.4192,0,0,0,0
2,1,867,4964,-1.3,3246.7007,1653.259,776.6787,95,3105.9441,874.4475,5314.8652,917.2739,1363.9249,568.1763,981.5102,1089.9818,584.8467,855.9414,1364.8752,884.0101,1099.6287,3447.9468,925.7095,1819.2859,545.5774,1345.3792,10,23,677.5553,3.1,428.5289,900.8909,940.3263,747.5483,0,0,21297.3058,0,1,0,0
0,3,669,3256,-1.2,3277.5576,1651.3102,870.7969,94,2989.7675,929.7985,5147.8835,949.9179,1431.1525,653.1279,995.4733,1209.138,635.5803,917.7864,1344.3067,994.2132,1089.8298,3234.736,915.3249,1780.1568,556.4512,1318.2616,10,19,701.7892,2.5,482.764,862.4004,1003.5733,818.3941,0,2,20830.8257,0,0,0,0
1,0,449,1824,-0.8,3197.5557,1669.3688,906.7272,94,2869.6625,980.8678,5060.9544,913.7885,1500.6906,625.8515,1027.5328,1222.6862,703.7244,936.1945,1444.1709,1015.8251,1177.6614,3149.6244,967.5344,1746.5399,552.604,1341.7611,10,18,733.2009,3.8,498.8861,906.0024,1075.5659,879.2139,0,0,20536.1574,0,0,0,0
2,0,430,1853,0,3356.5476,1642.1933,906.9212,91,2892.8968,990.267,5107.7079,810.9478,1518.9784,620.9316,1071.7842,1247.7626,670.036,976.6704,1395.8088,964.6494,1137.9539,3205.4524,998.6571,1772.4468,566.8445,1390.511,9,22,665.1033,2.7,457.7047,917.542,1057.6425,941.7617,0,0,20886.7342,0,0,0,0
1,1,481,2085,0.6,3523.4199,1616.4413,855.1776,90,2910.7438,977.1354,5170.2561,679.3887,1414.6639,500.3667,1072.983,1270.5432,689.1602,1007.4772,1364.0937,968.2357,1159.3473,3252.7023,985.6734,1834.1799,591.3985,1386.6952,9,26,689.6468,1.5,442.1478,977.5299,1047.4919,907.8244,0,0.2,21109.1024,0,0,0,0
1,1,601,2339,0.8,3565.4349,1655.7108,899.2787,90,2857.9218,1073.4449,5121.9879,597.3596,1520.1461,343.6201,1218.8703,1254.6928,734.0356,1026.5839,1385.6766,1023.1135,1214.1404,3124.636,1073.2761,1827.2762,645.6438,1428.8623,10,36,722.3324,1.9,483.2655,994.7538,1127.8846,1000.2785,0,0,21101.976,0,0,0,0
0,1,598,2422,1.5,3515.4714,1623.6649,996.3789,89,2886.4511,1071.3687,5232.224,582.2402,1506.1778,328.0192,1401.8576,1344.1323,672.368,1033.6029,1413.5346,1080.6848,1193.1739,3150.6746,1144.9976,1817.6565,635.0374,1433.4396,9,37,754.7208,2,533.5006,964.2983,1100.3964,985.7753,0,0,21165.7599,0,0,0,0
3,1,681,2578,2.2,3701.6838,1684.0084,1109.2561,86,2908.5274,1031.9847,5443.4743,576.0415,1464.0248,490.6567,1669.6008,1309.0799,690.4335,1056.0948,1432.6195,1050.4826,1207.5788,3139.4097,1115.6817,1837.9708,620.6159,1389.2979,9,42,800.0898,1,551.6428,1034.4239,1100.743,991.5809,0,0,21568.3971,0,0,0,0
3,1,739,3222,2.6,3902.7227,1643.5753,975.1917,88,2994.558,1044.937,5563.9943,608.9547,1453.2828,482.6029,1785.8501,1254.043,732.9594,1038.2139,1389.5377,1076.688,1209.5362,3176.8002,1039.1358,1833.2621,630.0606,1334.1353,8,47,773.4663,1.4,516.4495,962.0589,1123.862,951.142,0,0,21902.3307,0,0,0,0
