"y","station_dist","station_type","rain","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m5","m20","m25","m50","m60","m70","f0","f10","f25","f30","f50","bus_passenger","sub_passenger"
2,554,0,0,48,10,79,237.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,236.4346,1433.3554,3778.9303,2907.0549,1059.7091,671.6835,981.3298,482.25,223.9552,3223.3576,1731.0093,968.4824,415,1933
4,17,1,0,72,6,20,334.89,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270.6607,1404.3935,3945.6858,2883.9483,1118.2129,690.3243,968.0952,321.3031,149.2123,3118.4107,1644.3646,950.6535,574,3025
1,611,0,0,59,2,20,4.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215.2276,1143.0116,4615.238,4096.3268,878.1324,600.1698,880.9363,362.1368,168.1752,4509.8629,2230.4763,812.9367,619,2278
2,37,0,0,76,1,35,70.56,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.3625,1021.6804,4060.8157,3916.4153,794.5992,625.5828,746.0899,380.8829,176.8807,4109.0248,1951.9552,853.4747,124,0
1,554,0,0,67,8,31,670.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.2088,1267.5202,4149.5792,3776.7546,1191.2822,709.4971,870.97,572.5913,265.9101,4153.4469,2298.1982,1052.2543,1037,4558
8,232,0,0,46,0,38,231.04,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.6989,1426.5015,4986.0862,4626.4922,811.8868,558.8695,809.2855,376.9495,175.0541,4306.0505,1965.3902,846.7963,69,0
3,17,1,0,53,8,12,141.61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.1628,1114.1156,4369.5955,3899.7198,832.8274,544.9196,885.2384,369.372,171.5351,3924.0635,1935.5978,749.012,479,1561
2,113,0,0,94,10,22,635.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,326.4786,700.8974,3129.0154,2792.6388,1104.5826,733.7255,923.2998,393.0752,182.543,3053.1669,1701.4155,1043.2403,609,2877
0,232,0,0,70,0,15,51.84,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.8175,930.5511,3719.6602,3679.9632,760.2973,544.8843,869.3134,353.0975,163.977,3869.0754,1913.4844,697.9655,140,0
0,232,0,0,73,0,63,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257.5467,630.1407,3104.0664,3597.8474,816.4496,663.3524,861.7832,383.6582,178.1701,3907.2415,1996.1318,865.0465,408,1174
0,611,0,0,89,2,32,79.21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.5427,936.3628,3658.3153,3476.2016,992.3233,614.1756,826.4633,440.2655,204.458,3807.8302,1916.7095,935.6466,530,2728
4,546,0,0,60,0,32,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203.9026,1676.7518,5560.7313,4347.6386,1127.7015,727.3629,803.65,450.5031,209.212,4769.5153,2388.9495,933.2523,806,3292
6,51,0,0,55,6,34,1024,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329.6993,957.8286,3523.0933,3469.8825,831.6015,607.0558,849.4572,775.944,360.346,3743.2253,1979.8315,912.0696,634,2231
0,232,0,0,55,10,24,16.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.5048,471.7383,2993.9898,3478.7825,794.8898,533.5523,799.6638,367.6993,170.7584,3850.7045,1940.0246,783.0245,15,0
3,37,0,0,46,7,44,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,312.7005,1316.8911,3754.0417,3962.366,1052.1034,739.2653,888.6717,999.6687,464.2433,4029.8834,2181.1743,1055.2295,595,3047
4,37,0,0,48,0,23,49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248.6822,650.2239,2777.382,2752.965,1169.0618,753.0191,908.3305,499.0059,231.7368,2964.7987,1787.0988,973.6156,417,1681
4,37,0,0,74,8,17,954.81,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252.4359,1040.9186,3521.3865,2928.751,1254.4229,703.0441,895.8613,483.3006,224.4432,3149.9069,1764.7102,993.4796,712,2904
0,546,0,0,62,10,9,342.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.6989,930.8731,4180.2923,3870.4894,856.4725,548.9492,879.8591,351.5943,163.2794,4113.2106,1972.4682,794.2077,49,0
1,554,0,0,39,0,31,43.56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193.0831,1226.4163,3374.2926,3329.4002,1002.3901,575.5606,828.1981,475.7416,220.9327,3511.8364,1861.7923,930.4892,276,1459
4,611,0,0,34,1,14,16.81,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222.1577,1206.4675,4111.151,2979.1109,1039.2242,684.6849,976.0613,380.3422,176.6299,2972.9538,1641.0765,971.9967,382,1800
1,113,0,0,36,0,43,65.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,251.8868,1583.8393,3898.3924,2983.2017,1122.4775,748.397,1012.3565,775.3275,360.06,3183.5413,1809.0989,1014.3261,496,2021
1,554,0,0,40,0,28,127.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245.4756,1354.6564,4775.1368,4052.8847,1100.8749,671.522,938.1167,561.9617,260.9732,4349.6486,2217.1972,975.0243,804,2937
0,554,0,0,78,2,85,161.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235.3097,1058.558,5153.4603,4720.3306,900.5496,659.6861,831.6839,468.4907,217.5656,4775.3347,2207.4257,858.5117,749,3436
0,546,0,0,53,10,87,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210.7179,1422.0348,3551.2567,3110.7756,1059.935,705.987,837.0443,460.6422,213.9203,3247.0157,1758.9368,931.3379,629,3672
0,128,0,0,36,3,17,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,335.9467,991.0644,3238.5597,3821.3067,972.5789,566.5956,808.6065,884.6029,410.8069,3858.9002,1935.6589,835.0427,399,1690
1,116,1,0,53,0,22,94.09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2295,518.1743,2814.3129,3385.6878,881.3755,631.9897,850.1881,333.4394,154.8483,3705.7025,1968.1367,825.8168,383,2357
0,232,0,0,64,2,33,13.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.1394,524.3463,2970.9923,3541.6915,725.6854,566.5323,839.119,386.8855,179.6683,3792.808,1917.7183,762.5236,82,559
7,83,0,0,58,5,43,979.69,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,314.612,1272.9788,4449.1475,4146.4496,935.7545,551.7836,892.5222,607.1548,281.9606,4411.6425,1964.2989,808.5091,538,2616
0,51,0,0,84,0,44,51.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.7859,560.7415,3268.5742,3321.7523,865.4698,619.5321,825.2727,441.8929,205.2136,3778.6619,1927.2213,818.1005,443,2352
10,37,0,0,56,1,32,1011.24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,274.2885,1084.6678,3594.8071,2989.0427,1035.6461,681.0637,876.7416,584.579,271.4767,3255.6551,1687.175,934.0683,752,3496
6,546,0,0,68,0,15,488.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208.4531,1543.9043,5298.3913,4140.5698,1061.9101,659.3256,850.8419,456.3106,211.9094,4462.2547,2122.6249,986.2045,684,2976
3,37,0,0,25,0,42,7.84,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260.2159,1636.1598,3910.217,3321.542,1076.3954,740.9393,906.1372,502.5972,233.4042,3355.9506,1733.587,961.2395,724,3902
3,83,0,0,76,0,37,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6184,489.7856,2700.5523,3341.18,952.5671,608.9792,819.309,393.2866,182.6413,3485.6262,1936.5794,801.5529,409,2390
4,116,1,0,80,6,101,50.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220.223,1125.5393,3897.645,3804.504,905.9788,595.9438,852.5334,406.9112,188.9687,3845.9773,2011.2258,891.3116,819,4051
0,546,0,0,64,0,13,37.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.8545,844.0436,4110.8706,3746.8425,760.6981,543.1479,821.6607,361.6804,167.9634,4171.6826,1959.3463,758.9103,50,0
1,51,0,0,51,1,35,53.29,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,244.0098,1654.0289,4254.7155,3274.4686,1091.6227,822.0159,927.6387,467.9386,217.3094,3337.2084,1951.8667,1063.4504,637,3361
0,83,0,0,59,0,60,0.49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.5441,610.5073,3190.0905,3441.2101,694.0886,524.8658,807.1237,307.9132,142.994,3527.5615,1745.3541,742.6004,76,285
6,17,1,0,64,10,67,547.56,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,236.3967,1755.034,4336.1495,3049.9804,1235.117,714.7778,892.5166,316.2502,146.8654,3252.2518,1752.608,1175.4825,550,2400
21,611,0,0,48,4,38,320.41,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229.0409,1260.3364,4241.0991,3313.6045,1055.7404,743.2808,925.885,500.9705,232.6493,3359.5771,1900.8618,939.8522,871,4164
0,51,0,0,47,8,37,4.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.3052,790.8756,3425.824,3653.2539,740.5194,555.8023,903.612,322.8008,149.9078,3826.9795,1957.1445,711.2495,78,555
0,554,0,0,83,10,33,5.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.254,443.7474,3004.9838,3486.5025,781.7934,543.9565,808.9764,375.0103,174.1537,3851.2174,1951.7407,777.6145,79,534
0,51,0,0,50,9,19,23.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197.5308,458.5289,2875.3479,3461.5048,741.5075,551.804,808.9828,385.5439,179.0454,3787.8626,1894.1718,771.5117,199,335
1,113,0,0,48,6,63,1225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371.921,1329.7882,3824.1505,3830.8845,990.3409,599.0927,865.1052,1306.2507,606.6188,3901.4128,2092.4042,867.0561,609,2631
0,37,0,0,98,10,6.5,90.25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211.9189,858.919,3392.8433,3377.2326,883.1561,576.1856,857.374,397.5343,184.6136,3488.7121,1835.7125,849.0185,299,1342
0,128,0,0,52,0,26,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.1427,403.514,1976.7555,2255.9114,674.4004,491.6749,780.8872,307.4055,142.7583,2296.0611,1283.4129,644.7077,9,0
14,116,1,0,85,0,26,43.56,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.4687,1126.0529,3771.7211,3031.3546,951.1671,616.5138,915.8919,345.4706,160.4354,3561.4195,1680.46,1008.8926,803,4857
0,116,1,0,52,0,27,67.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.7301,579.2269,3113.5173,3454.6826,742.2823,537.7494,847.2158,333.0558,154.67,3851.2905,1961.6576,712.0838,190,797
0,554,0,0,46,4,29,50.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.2041,532.2968,2822.9618,3538.0457,738.6104,527.4019,813.6667,324.0839,150.5034,3762.9613,1956.3139,753.7742,71,1
5,116,1,0,68,1,17,3.61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.4626,518.0137,2719.6156,2901.9906,1026.5527,629.74,867.1355,365.7936,169.8735,3256.6982,1792.3057,964.3097,760,4643
0,546,0,0,75,0,31,67.24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.647,771.8008,4010.7422,3828.2908,866.874,515.7691,798.6035,418.5494,194.373,4174.3489,1933.58,763.5226,62,0
3,83,0,0,46,10,38,670.81,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,221.839,1713.758,4604.0011,3088.7324,1193.8869,681.4585,922.5879,320.2007,148.7,3246.8255,1825.346,1098.5735,468,2310
7,128,0,0,57,6,44,961,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,236.0474,1301.4875,4316.1971,3935.5344,1038.736,676.2065,844.802,590.3573,274.1604,4314.9865,2169.1846,1037.7301,789,2868
9,17,1,0,34,7,26,466.56,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.5151,1906.967,5025.2,4024.6097,1204.1562,711.6875,845.0381,648.0123,300.9351,4311.8456,2313.0314,1110.314,833,4950
7,128,0,0,36,0,32,734.41,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240.8265,1323.4248,4674.7103,3136.9904,1222.6745,737.5071,926.2433,496.6162,230.6267,3217.3311,1690.6696,1065.0146,787,4243
0,113,0,0,59,2,23,123.21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,328.6302,1315.1258,4705.4503,4325.3085,905.8503,600.6332,846.1504,700.6933,325.3996,4522.2335,2109.1135,896.485,562,2628
0,546,0,0,58,3,19,412.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220.4051,1186.1461,4712.7328,4003.8809,942.4126,641.0499,856.257,410.8018,190.7755,4311.3022,2115.8205,850.726,605,0
9,37,0,0,27,0,50,82.81,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.1822,1758.7044,4643.8334,3662.1004,1174.7622,721.5627,1007.182,465.4671,216.1615,4045.0118,2171.7956,974.5674,905,3881
0,51,0,0,35,0,150,184.96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.6181,956.8211,3848.6234,3848.9256,825.3737,553.297,862.6683,336.6623,156.3451,4095.4273,1965.7915,777.6431,70,21
0,113,0,0,86,8,27,428.49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3595,859.1653,4003.9639,3867.9474,811.5644,539.6247,809.284,377.6272,175.3688,4156.3371,1945.1137,749.6125,86,0
9,116,1,0,52,9,31,228.01,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323.6465,1719.0643,4291.7173,3013.3597,1076.4965,722.5693,1109.7529,344.5748,160.0196,3249.6916,1711.1502,1114.5471,472,2049
0,116,1,0,83,10,18,23.04,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,177.0118,1421.9991,4379.759,3217.0981,1079.4139,710.2195,984.4033,381.1173,176.9897,3453.597,1795.3051,1027.7232,751,3888
0,113,0,0,47,0,87,81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0388,811.8161,4123.4589,3860.4532,820.5489,533.6161,822.6925,352.2296,163.5744,4312.0066,2045.8647,725.6875,46,0
0,17,1,11.8,100,10,4,449.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.5287,986.3172,4068.7988,3300.4755,1163.4263,727.2711,903.3253,469.9918,218.2628,3668.7846,2032.4277,1035.0233,769,4007
2,51,0,0,72,10,19,497.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,268.082,1548.1629,4461.0619,2983.6602,1141.1111,735.8074,890.5164,392.5337,182.2915,3238.2409,1890.0608,1071.1671,591,2920
0,113,0,0,46,3,27,42.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182.5042,529.576,2802.2306,3530.262,762.0637,541.7861,823.1019,344.942,160.1902,3766.939,1931.7048,765.0342,204,335
1,554,0,0,76,1,37.5,62.41,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.8339,870.3669,4110.3954,3852.7096,755.9188,508.9914,819.84,353.9862,164.3903,4139.6225,1961.8273,777.9061,64,0
1,51,0,0,57,3,20,108.16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.651,755.9197,4172.582,3988.6087,792.3206,557.5058,807.8378,378.8895,175.9553,4142.9961,1935.1726,719.9611,145,276
1,232,0,0,57,0,47,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,281.6165,911.8581,3274.209,2909.7765,1093.7194,682.8515,931.4528,753.8953,350.1065,3196.3315,1976.5244,942.5311,514,2163
2,232,0,0,66,2,27,57.76,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,263.255,753.6803,3249.9428,2790.9569,1015.5667,706.8162,938.8569,419.1327,194.6439,2920.5134,1659.6722,1018.1117,437,1814
0,37,0,0.3,95,10,30,361,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7161,1098.885,4457.7769,3824.4321,798.2289,568.8418,863.5591,369.4597,171.5762,4037.6781,1941.3596,786.3154,81,1
2,128,0,0,92,0,30,364.81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.8153,762.4809,3741.7102,3736.3425,817.0259,542.8316,819.2765,394.7099,183.3019,4041.7326,1948.7686,751.6685,95,700
3,554,0,0,45,0,18,870.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,268.6011,791.5653,2797.9059,2633.8759,799.1303,549.7122,735.4199,822.3331,381.8893,2747.6293,1489.6742,832.1126,345,1960
0,128,0,0,58,0,19,68.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0741,487.9413,2863.2124,3448.4721,740.8418,487.8176,827.1248,361.9677,168.0966,3756.8132,1901.3079,698.8607,15,0
0,83,0,0,50,0,28,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.1575,493.4665,3110.9159,3630.7055,739.0534,545.1698,842.5668,402.7517,187.0368,3872.8329,1940.1117,723.6694,13,0
3,116,1,0,80,2,13,372.49,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201.846,1141.5376,4319.8658,3915.1285,820.1578,523.1612,806.9075,337.7676,156.8581,4188.7061,1980.194,775.9064,387,1513
0,113,0,0,64,9,32,79.21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.4843,939.341,3726.8492,3670.3841,800.958,522.907,894.5359,365.2099,169.6023,3920.1963,1917.2329,693.6144,31,0
1,554,0,0,32,9,48,33.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,271.7219,1263.0052,4257.3672,3871.1098,1055.1385,683.2028,960.9393,968.559,449.7955,4152.469,2253.265,1041.6791,629,3496
4,116,1,0,55,6,32,1149.21,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,255.7096,948.4347,3176.5549,2794.7324,1066.2714,673.8487,898.2354,691.4488,321.1067,3017.1078,1654.6177,980.0667,514,2019
0,113,0,0,34,0,60,376.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,317.2958,1232.3539,3756.6594,3592.7348,909.8465,541.8994,796.8534,741.7702,344.4759,3659.5186,1973.6124,845.061,394,1886
4,17,1,0,72,0,118,11.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218.4775,555.7587,2736.0572,3306.7391,895.2738,689.6494,778.6271,421.7353,195.8526,3344.2183,1937.3503,848.2187,332,1478
0,554,0,0,83,0,12,353.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0803,1076.8261,4278.9703,3953.7219,869.3144,531.4253,798.2683,316.3915,146.9316,4164.8646,2002.0498,756.3841,271,637
2,37,0,0,36,0,37,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,338.2743,1208.5638,3627.5647,3857.5434,881.2262,573.3848,801.738,914.8009,424.831,3768.2521,1991.6567,833.9735,432,2304
5,554,0,0,50,4,25,470.89,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,350.3915,1533.0341,3899.2306,2911.5307,1112.5379,745.931,947.3967,584.7952,271.5771,3246.2182,1774.321,1050.5654,410,1803
0,554,0,0,66,0,38,132.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,195.346,1092.3465,4914.5174,4004.9216,906.902,577.0277,830.7764,497.2978,230.9436,4222.4793,2109.3915,773.451,626,2902
7,37,0,0,74,0,55,96.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.89,921.6618,3904.4543,3699.0499,863.0362,590.805,899.2496,366.8916,170.3834,3892.0227,2063.891,834.8246,214,1004
6,17,1,0,86,7,8,670.81,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.8002,899.8111,4758.7393,4489.7012,853.7697,605.7202,766.0339,381.2456,177.0489,4371.0014,2021.9685,786.5471,593,2887
1,113,0,0,74,0,30,90.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2711,758.1178,3457.4916,3480.6051,786.7305,515.6693,693.9606,409.918,190.3645,3698.8261,1634.5652,744.5551,215,1010
3,17,1,0,46,4,21,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224.5614,760.8858,2949.5532,3483.3111,819.233,637.6377,844.6134,455.6096,211.5837,3715.8999,1837.3688,894.9325,760,3857
0,17,1,17.6,100,10,6,501.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.5021,894.417,3221.0373,2964.2659,1000.7801,677.65,882.7059,422.0895,196.0171,3354.8349,1748.5446,929.681,850,4821
5,113,0,0,49,9,26,630.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336.7356,1385.4332,4442.2299,3899.0036,1026.6646,678.4424,800.6171,874.6394,406.1799,4046.1866,2208.789,961.0529,745,3458
1,546,0,0.2,95,10,32,718.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.9271,801.1637,4125.2133,4238.4896,766.3062,554.0112,749.1376,381.3223,177.0847,4113.7116,1945.6643,758.9941,372,2
0,51,0,0.7,91,10,44,778.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,249.8421,1229.1553,4013.2206,3976.3106,904.5109,677.681,914.0434,741.9695,344.5686,4115.3414,2018.3091,881.4853,552,2432
1,17,1,0,61,2,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270.2652,795.0719,3225.9589,3660.6848,911.2018,667.41,841.3258,368.5724,171.1636,3943.279,2016.0177,900.4535,789,4004
4,554,0,0,34,1,20,9.61,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259.3187,1350.1979,4613.8256,3036.2057,1074.1029,683.8122,954.1532,364.9453,169.4796,3032.3198,1704.6148,931.5725,364,1765
0,611,0,0,79,9,24,118.81,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398.6036,1391.6746,4219.3219,4008.8763,798.7027,635.6922,905.6352,932.9256,433.2474,4188.4297,2026.8307,890.9275,570,2860
0,611,0,0,98,10,22.5,320.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186.7389,890.5345,4952.7056,4729.2853,823.5039,495.8719,731.8193,448.4507,208.259,4362.6633,1874.7732,762.7387,468,2073
10,37,0,0,87,7,16,630.01,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0121,837.5942,4406.1551,4219.326,832.924,589.6661,782.6351,350.3602,162.706,4137.3179,1940.5235,769.3191,231,1
0,554,0,0,61,0,19,309.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.2903,986.8702,4405.1632,3855.0247,820.9899,554.0112,799.7449,380.0443,176.4913,4235.2188,1949.6003,769.917,410,1562
0,17,1,0,64,10,47,98.01,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242.4371,1269.9758,3541.0272,2873.5709,1067.4667,692.413,919.5126,361.1748,167.7287,3298.5525,1736.4556,960.7379,341,1454
0,546,0,0,73,4,23,309.76,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.5198,873.8281,4075.5525,3829.0297,862.6488,533.3642,837.0778,367.6819,170.7501,4201.7736,1902.4264,725.6304,45,0
9,232,0,0,60,4,34,906.01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,298.5227,968.0424,3259.0408,2880.1377,1103.0481,640.5196,903.2676,537.1188,249.4363,3128.8801,1780.4505,1128.3744,769,3333
2,51,0,0,38,2,47,640.09,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,418.3034,1898.7627,4168.266,2934.4302,1204.2991,714.7923,1011.6494,718.931,333.8693,3108.5658,1779.6414,1076.5017,483,2313
