"y","sub_passenger","bus_passenger","past_return","temp","X8_9","wet","rain","X7_8","m25","f0","m30","f35","f45","m40","m45","sunny","m50","m5","m35","m55","m0","f25","m70","f50","m65","f60","dust","f65","m60","f70","cloud","m20","f55","f40","wind","f20","f30","f15","X18_19","most_use","snow","X9_10","temp.sqr","weekend","X16_17","semester","X12_13"
3,1671,381,1,25.9,0,82,0,0,2828.3096,590.9543,1638.3894,1396.4207,1080.4643,1172.7864,1212.2306,0,1035.8538,697.6903,1493.5951,950.8742,536.2912,2997.9822,918.9675,1062.3257,456.5954,753.9267,15,655.5729,729.6226,1298.3971,7,3128.3385,927.1058,1168.9059,0.7,4514.9281,1722.4892,1016.9442,0,19720.4528,0,0,670.81,0,0,0,0
2,1731,444,1,26.9,0,74,0,0,2814.1015,616.6358,1533.209,1358.6105,1074.0533,1124.9519,1211.2192,1,1043.4296,710.2508,1517.5354,987.6842,491.7179,2996.6575,994.7979,1094.1074,498.1297,779.012,34,661.5639,708.863,1299.2512,7,3228.2888,947.2283,1144.0551,1.5,4623.7138,1777.6498,1116.4881,0,19849.7663,0,0,723.61,0,0,0,1
6,1762,477,5,27.8,0,73,0,0,2843.7761,584.5431,1643.682,1335.4178,1246.2545,1128.7142,1285.6566,1,1036.0549,824.13,1488.8225,1109.5081,566.1089,3008.616,914.2885,1101.64,507.733,749.2963,26,675.357,759.2968,1357.2498,7,3282.23,966.6663,1172.0681,1.8,4747.6024,1834.1258,1317.0327,0,20184.2726,0,0,772.84,0,0,0,0
2,2062,530,3,28.2,0,70,0,0,2825.7563,668.5636,1612.603,1368.9929,1261.025,1192.4664,1255.6633,1,1082.9527,849.7985,1488.7916,1012.8395,568.3202,3052.8476,874.2579,1053.5109,543.5319,806.2392,32,681.1057,707.4211,1395.9282,8,3339.9657,944.5015,1202.2562,2.6,4911.0093,1847.0462,1372.4309,0,20447.0126,0,0,795.24,0,0,0,0
0,2187,619,3,28.7,0,68,0,0,2930.0201,661.9866,1669.1849,1371.4408,1209.6341,1234.0578,1317.945,1,1064.816,1014.3554,1545.1028,1033.7914,646.2266,3022.3334,919.3052,1005.6078,475.5794,770.4039,22,670.5033,711.5908,1413.4766,8,3471.4475,985.4453,1233.7579,2.6,5058.2343,1883.5387,1470.6179,0,20951.3025,0,0,823.69,0,0,0,0
3,2824,642,4,27.6,0,74,0,0,2984.5024,601.0057,1729.3994,1302.2337,1262.6844,1207.4176,1271.7702,1,1057.3603,1134.897,1652.5519,1000.2361,566.2242,3103.7795,913.4009,1014.1301,483.2116,729.7369,30,595.3293,724.2667,1337.3925,10,3548.848,952.7355,1097.845,3.9,5050.2404,1795.5704,1561.1214,0,21167.1257,0,0,761.76,0,1,0,0
7,3599,781,3,26.2,0,78,0,0,3182.1257,564.7249,1799.4312,1365.395,1131.7384,1259.4562,1268.9279,1,1134.9425,1246.4909,1631.0523,971.521,495.0107,3307.2901,894.6506,998.8628,458.3953,740.1831,46,651.885,681.9957,1275.4625,10,3791.7681,921.5503,1017.1177,2.5,5330.9622,1860.0731,1710.2846,0,22268.0977,0,0,686.44,0,0,0,0
13,4046,1039,6,26,0,79,0,0,3603.8446,578.3208,2119.8879,1524.706,1201.1256,1285.5479,1357.4609,1,1078.8118,1362.2941,1801.6756,943.4188,428.9779,3846.3386,856.667,1029.0418,469.499,702.4097,11,613.0897,691.8675,1288.701,10,4114.2784,881.8658,1152.2133,1.1,5967.4597,2173.55,1790.4421,1,25151.7408,0,0,676,0,0,0,0
10,2698,842,12,25.7,0,79,0,0,3864.4668,600.8771,2173.8934,1418.4952,1043.6968,1300.0838,1260.632,1,1017.7328,1337.4516,1862.1059,921.4291,471.5568,4176.2082,899.7481,1006.1984,446.2062,731.3415,12,593.2531,686.1792,1239.5844,9,4444.092,825.1845,1088.2466,2.5,6233.4492,2202.4705,1833.1758,0,26375.1812,0,0,660.49,0,0,0,0
8,2599,645,12,25.4,0,81,0,0,4079.6731,564.7342,2214.354,1395.3498,1015.5543,1163.1094,1213.3639,0,976.1444,1270.9774,1799.8582,856.1855,497.372,4195.5434,872.8635,948.4544,464.0986,746.1232,22,610.4493,689.7668,1333.7387,10,4625.8869,777.6901,1061.097,0.6,6387.4757,2164.9845,1777.6888,0,26863.1256,0,0,645.16,0,0,0,0
3,3127,710,10,25.3,0,82,0,0,4109.8588,512.7419,2244.4558,1375.5265,970.3976,1150.1174,1118.5095,0,920.81,1214.0859,1716.3408,852.0691,540.9507,4231.2114,880.2083,908.369,451.5346,747.1316,21,584.0984,697.6658,1327.8259,10,4514.8469,756.5322,998.7491,0.8,6330.4601,2161.7784,1548.9042,0,26684.4787,0,0,640.09,0,0,0,0
0,2822,709,5,24.7,0,90,0.1,0,3975.8265,528.0329,2227.5408,1412.7615,895.8091,1123.261,1107.7502,0,916.1701,942.0176,1643.2639,871.2163,574.9647,4149.5092,869.4798,920.1879,420.2466,708.5926,24,576.3773,659.533,1314.3139,10,4362.5391,769.6287,901.5038,1.1,6266.3134,2137.3651,1376.0811,0,26175.1195,0,0,610.09,0,0,0,0
0,1710,444,2,24.3,0,92,0.5,0,3792.1269,465.9787,2049.2134,1311.6532,782.0879,1015.4813,976.391,0,812.3656,807.0593,1460.3317,767.2407,444.6085,3982.3396,825.1653,772.9794,403.0538,641.3131,19,516.1088,580.9076,1181.7456,10,3887.25,687.8108,751.4896,0.4,5990.3098,1954.0909,1115.0776,0,24427.3155,0,0,590.49,0,0,0,0
0,387,174,0,24,0,92,1.2,0,3780.7584,431.4088,1994.314,1267.32,775.3697,977.0142,956.379,0,797.4947,736.3323,1391.7544,791.2486,425.3977,4032.8187,808.8821,769.174,410.6867,631.6917,14,502.8527,583.9418,1176.0427,10,3772.1853,664.2658,725.9468,0.5,5814.1119,1932.4553,1052.3359,0,23985.718,0,0,576,0,0,0,0
0,0,74,0,24,0,90,0,0,3778.3888,449.8327,1979.0935,1277.8913,782.673,937.8483,942.1574,0,786.3648,739.7233,1333.0385,779.4346,414.4377,3933.0409,821.3004,782.866,406.1306,636.3929,14,498.3449,580.4742,1205.32,10,3740.384,668.0715,718.3198,0.4,5834.6845,1969.5769,964.8837,0,23846.0984,0,0,576,0,0,0,0
0,0,37,2,23.8,0,94,2.1,0,3699.8064,427.9808,1938.5843,1267.4034,799.7886,949.6046,981.9274,0,770.8425,698.2846,1371.0083,790.9253,409.7915,3959.0612,818.6322,796.3767,407.2577,653.6647,22,500.975,572.7963,1210.7109,10,3620.9658,651.4902,719.078,0.9,5817.501,1959.2285,964.7363,0,23633.5589,0,0,566.44,0,0,0,0
0,0,40,0,23.8,0,94,2.9,0,3681.1353,427.4118,1911.1073,1268.0928,805.0114,926.1688,948.8324,0,772.9806,683.8665,1378.4356,781.8881,423.2928,3934.77,817.7351,761.2433,419.2803,637.5439,12,514.436,561.5386,1236.3724,10,3545.6536,632.619,714.5143,1.1,5755.2757,1929.8039,916.5716,0,23404.2742,0,0,566.44,0,0,0,0
0,13,47,0,23.7,0,95,5.2,0,3649.898,437.3793,1924.443,1305.0684,785.9364,915.8757,955.8612,0,785.4679,664.0599,1388.6622,794.7813,431.4388,3883.4078,820.8506,751.0662,411.962,630.5291,10,529.4234,565.9469,1236.1894,10,3449.7763,643.0008,718.188,2,5628.4358,1956.1463,929.9567,0,23185.8378,0,0,561.69,0,0,0,0
2,592,109,0,23.5,0,95,23.9,0,3656.706,458.5366,1936.2659,1333.244,808.59,939.4481,972.9868,0,801.9257,622.4074,1353.7823,799.8203,424.9901,3931.0261,873.6688,760.1328,438.1738,645.9672,6,544.0309,562.0354,1252.8167,10,3394.3461,659.7303,718.4382,1.5,5634.0908,1937.6987,944.4832,0,23177.1599,0,0,552.25,0,0,0,0
1,937,214,0,23.4,0,95,3.6,0,3572.7413,430.2736,1912.6195,1274.3767,811.3401,953.98,963.4598,0,822.6179,602.625,1383.3133,803.8875,405.0927,3867.7598,816.5683,799.3419,450.59,626.4016,3,589.0888,598.443,1299.5485,10,3323.846,719.4496,747.1376,1.2,5448.2495,1934.5714,913.0723,0,22717.4775,0,0,547.56,0,0,0,0
0,2521,467,0,23.5,0,95,0,1,3499.5586,466.184,1925.1686,1271.4728,862.1571,1113.9855,1021.3558,0,904.2884,589.3516,1484.0671,886.2188,417.5581,3670.693,834.1307,848.8934,450.706,667.452,5,600.9364,634.0616,1391.9207,10,3194.2627,783.1087,860.5938,0.6,5308.5107,1913.6502,913.4103,0,22267.3837,0,0,552.25,0,0,0,0
4,4445,894,1,23.4,1,96,0.3,0,2995.9588,444.6293,1748.7432,1200.1478,942.5744,1098.9014,1113.7724,0,954.6074,632.5085,1443.5928,911.2398,453.4274,3213.203,896.1915,978.2066,462.9863,718.7324,10,587.5832,643.0582,1366.6216,10,3011.0675,790.4503,932.4502,1.8,4898.7158,1649.5944,960.7873,0,20161.0233,0,0,547.56,0,0,0,0
7,2746,640,4,23.9,0,95,0.8,0,2859.3248,429.6882,1627.1413,1286.6782,969.8439,1120.4273,1144.4393,0,1027.3104,675.8432,1441.1795,946.4674,520.2774,2996.0582,857.402,983.111,503.2369,773.0951,20,577.5861,644.1084,1391.9417,10,3008.624,853.517,1081.6414,1.6,4582.8075,1676.7719,975.3101,0,19478.5854,0,1,571.21,0,0,0,0
4,1686,420,5,24.2,0,93,0,0,2769.6969,445.388,1656.108,1270.0656,1044.0752,1153.2375,1228.4655,1,1123.7899,721.6729,1471.0995,1062.7253,507.0452,2907.6137,959.1259,995.6909,541.6227,798.5391,12,623.3738,690.8307,1321.2776,10,3034.1578,895.38,1114.0067,1.7,4526.4445,1773.9545,1007.0519,0,19409.1405,0,0,585.64,0,0,0,0
4,1500,363,1,24.7,0,91,0,0,2748.5891,541.5734,1589.7584,1311.5509,1121.6399,1212.2203,1203.6217,1,1038.7472,706.3994,1419.6094,1006.2099,601.7716,2896.9531,923.9124,1001.658,540.3387,784.783,16,603.4709,705.0687,1316.7812,10,3020.149,886.3664,1096.6023,1.9,4557.566,1782.0312,1029.7364,0,19326.2071,0,0,610.09,0,0,0,0
4,1728,448,1,25.1,0,87,0,0,2759.942,634.5615,1633.1543,1298.9812,1127.4091,1178.7327,1123.9709,1,1083.1217,836.3993,1525.2043,1012.9237,515.338,2873.1418,956.382,1025.179,517.0716,816.8625,14,624.3623,675.6954,1303.3131,10,3098.7905,951.8119,1109.2548,2.3,4655.6921,1732.7117,1099.7081,0,19577.6179,0,0,630.01,0,0,0,1
5,1905,465,5,25.2,0,87,0,0,2774.4919,746.3682,1633.6495,1407.8276,1193.7615,1178.6095,1277.7344,1,1106.6451,895.0935,1558.1433,1024.419,474.3783,2924.052,958.4422,1065.0556,500.5847,767.4096,25,609.6381,703.294,1321.8792,10,3145.9049,975.2444,1097.803,2.6,4767.9163,1790.805,1213.3816,0,20002.7905,0,0,635.04,0,0,0,0
2,1992,473,2,26.3,0,84,0,0,2770.0027,720.0657,1623.7059,1379.5559,1172.6946,1176.4506,1263.3852,1,1117.9074,1021.6367,1566.0648,1006.4407,492.9301,2947.7027,1044.9229,1105.1526,537.2164,813.4862,20,682.351,743.9371,1326.009,8,3320.6876,966.9992,1136.6618,2.6,4918.3268,1782.588,1300.1123,0,20308.6344,0,0,691.69,0,0,0,0
2,2182,573,2,27.4,0,79,0,0,2893.8528,675.1703,1634.6694,1350.4814,1186.8713,1140.8483,1206.6866,1,1122.4771,1024.9272,1641.7974,997.9177,543.4567,2947.7339,983.2715,1056.5317,523.0592,798.8622,27.5,618.8282,690.609,1392.6473,7,3407.6802,988.5307,1093.6471,2.1,4945.0013,1699.5753,1362.7038,0,20520.7917,0,0,750.76,0,0,0,0
1,2695,635,7,27.1,0,76,0,0,2829.7443,710.6787,1645.6539,1295.6055,1168.0513,1121.4144,1223.9143,1,1093.1266,1035.9696,1653.7494,971.0152,513.2674,2989.1935,994.5713,1038.4514,513.9639,756.6564,42,607.7485,714.8125,1382.5609,10,3543.0639,977.4679,1048.3231,2.4,5041.1407,1706.7521,1488.8527,0,20704.9033,0,0,734.41,0,1,0,0
5,3476,718,0,26.7,0,79,0,0,3008.9503,676.1353,1768.5073,1328.1955,1163.9614,1233.449,1212.8281,1,1079.9345,1115.7855,1614.3715,943.9014,506.1427,3169.3326,933.7522,956.8512,513.3383,764.52,28,595.5884,723.1392,1339.859,10,3722.8756,896.5836,1033.3067,2.4,5226.2777,1779.1498,1751.4278,0,21617.6603,0,0,712.89,0,0,0,0
12,4061,954,8,26.3,0,81,0,0,3505.9017,650.5902,2086.3093,1522.6468,1151.033,1258.162,1294.9473,1,1072.4664,1225.5318,1803.3126,888.4291,473.5129,3997.8904,918.6312,1008.6238,496.5129,763.4774,21,621.6261,749.1792,1368.128,9,4162.2336,882.7824,1074.473,1.9,5971.4122,2213.2046,1929.0416,1,25262.9112,0,0,691.69,0,0,0,0
13,2674,812,4,26.1,0,80,0,0,3906.197,622.044,2223.8128,1472.5512,1091.7754,1219.6604,1238.8442,1,968.7604,1267.2886,1776.3442,894.5348,453.8211,4338.6685,904.6241,999.4223,501.4407,733.2643,3,622.5138,703.199,1343.296,6,4485.9195,887.8765,963.9228,1.7,6497.7494,2246.6943,1876.5743,0,26947.9369,0,0,681.21,0,0,0,0
4,2801,630,15,25.9,0,82,0,0,4019.7439,653.1501,2302.9163,1480.803,1093.9984,1202.4334,1215.2788,1,962.4739,1260.8924,1737.2554,876.8427,448.6467,4466.7216,872.3112,927.0732,473.1311,745.9989,9,618.8314,684.9678,1303.4625,7,4586.4585,831.5122,948.0822,1.9,6799.3948,2265.1051,1759.202,0,27658.3986,0,0,670.81,0,0,0,0
9,3167,679,7,25.7,0,84,0,0,4079.022,541.214,2290.4774,1430.44,958.9133,1084.4755,1132.7857,1,966.7156,1187.0293,1719.0359,869.7799,455.3523,4338.1424,886.7343,900.7148,468.7302,727.161,14,625.6423,667.8565,1346.4899,8,4528.7083,783.269,889.3401,1.8,6698.3925,2200.8125,1669.0348,0,27285.031,0,0,660.49,0,0,0,0
6,2926,647,13,25.3,0,86,0,0,3962.4336,443.8046,2205.1095,1434.4323,931.4992,1078.1135,1070.4256,1,927.7391,1108.025,1612.5406,883.848,438.7699,4161.9865,865.5035,871.3643,458.4486,718.4935,17,618.356,645.4517,1292.0559,7,4472.3919,806.1953,902.5746,1.8,6384.755,2103.6551,1432.1915,0,26337.3045,0,0,640.09,0,0,0,0
7,1771,428,7,24.9,0,84,0,0,3808.9016,462.8083,2102.4754,1280.2031,791.9561,975.806,979.1216,1,772.2285,885.9271,1432.185,808.7982,369.3498,3995.0245,794.1798,795.7873,422.8519,653.5573,9,501.7984,576.3386,1158.1643,8,4092.4565,687.0496,764.9052,2.7,6012.3644,1881.162,1162.627,0,24604.7725,0,0,620.01,0,0,0,0
3,691,246,6,24.5,0,88,0,0,3775.7731,489.1381,2024.4619,1295.8859,796.7055,950.9845,998.5648,1,762.7501,860.7144,1395.6572,810.873,364.7854,3891.406,823.7725,809.6261,406.1203,658.4895,8,498.9244,580.8523,1160.5043,8,4010.2961,673.0194,727.3894,2.3,5978.7676,1885.9296,1065.9746,0,24258.1774,0,0,600.25,0,0,0,0
0,0,116,11,24,0,89,0,0,3785.3136,463.4291,2022.7604,1251.0125,803.8401,963.9589,925.2612,1,756.155,821.0368,1365.6251,771.8474,385.6517,3895.0608,799.0782,815.1345,419.4957,639.4645,25,512.372,566.554,1168.1472,8,3795.5426,651.878,743.6086,2,5773.2858,1882.3809,1023.8751,0,23770.9817,0,0,576,0,0,0,0
3,0,67,0,23.6,0,89,0,0,3705.9278,456.9137,1984.2874,1258.8124,803.4067,962.5917,947.464,1,774.5011,815.1018,1310.8512,772.8027,360.9398,3855.4264,824.6803,793.9379,427.6207,656.5408,9,506.0995,549.9763,1131.5946,7,3730.6888,665.1461,726.8471,1.6,5735.2924,1851.5134,980.1131,0,23432.7998,0,0,556.96,0,0,0,0
0,0,77,5,23.3,0,91,0,0,3664.4489,448.3187,1991.353,1259.7136,820.5023,959.2161,930.3118,0,774.7266,804.0583,1297.6605,807.923,373.3212,3844.3612,792.175,787.6632,414.0244,641.3574,12,511.1998,545.841,1148.4663,8,3645.1193,635.7537,752.0544,1,5690.0943,1864.5063,970.8864,0,23257.2571,0,0,542.89,0,0,0,0
0,7,46,0,23.3,0,91,0,0,3596.4329,475.5274,1960.1896,1261.169,800.0326,959.1611,940.7606,0,760.5921,760.9907,1309.1714,786.2965,377.5035,3805.3489,792.262,791.7176,434.8223,647.8554,17,510.4556,562.8945,1154.3119,9,3512.1012,657.0478,767.7736,0.4,5617.9005,1857.3595,966.9333,0,22919.673,0,0,542.89,0,0,0,0
1,644,103,1,23.3,0,92,0,0,3520.767,459.4006,1934.8298,1277.3328,832.5262,950.201,959.7548,1,749.5779,692.5043,1283.2696,755.2028,373.3528,3794.5696,804.4549,796.1268,414.2353,653.1512,20,525.6443,559.8572,1185.4649,9,3409.689,653.0424,766.51,1.3,5556.1765,1872.08,910.909,0,22648.7143,0,0,542.89,0,0,0,0
4,991,212,1,23.1,0,93,0,0,3495.2821,466.9069,1930.5772,1317.7799,834.5862,974.7882,989.8328,0,783.5802,671.4207,1304.1685,749.347,397.7819,3710.7468,846.8098,807.9694,428.4523,706.9737,22,536.4311,575.6631,1214.4968,8,3286.0509,705.2056,782.7695,0.1,5473.8361,1865.9102,927.7939,0,22384.3517,0,0,533.61,0,0,0,0
9,2397,487,1,23,0,93,0,1,3345.8124,475.3405,1893.8422,1315.7757,876.6783,1073.1245,1067.8081,0,871.1828,644.2635,1409.9746,799.5239,406.1575,3580.0393,838.5754,818.7348,434.8045,718.7016,25,534.7274,630.4551,1294.672,4,3196.9244,773.4194,827.9672,1,5332.8117,1829.637,905.0867,0,21904.8173,0,0,529,0,0,0,0
19,4246,792,3,24.2,1,91,0,0,2940.9114,468.1857,1702.887,1307.3209,915.2471,1078.0429,1190.0011,0,865.4628,681.727,1376.1045,845.3893,462.9738,3203.5827,863.809,872.756,472.3151,692.9246,20,564.0541,618.4809,1321.0798,3,3128.8712,785.542,908.5142,0.8,4864.9549,1600.9439,856.1589,0,20125.5765,0,0,585.64,0,0,0,0
5,2890,575,9,25.3,0,83,0,0,2790.6109,544.7183,1639.5777,1311.3171,1026.458,1168.3522,1184.8653,0,979.1201,663.2369,1410.9069,930.8865,528.0061,2880.8893,951.9307,938.9282,499.2324,715.0071,10,618.1063,685.8015,1218.8064,3,2999.6285,824.9,1012.1615,0.4,4468.2282,1665.8372,878.7986,0,19166.9958,0,1,640.09,0,0,0,0
2,1688,430,6,26.7,0,78,0,0,2730.9388,541.4479,1623.2699,1353.7595,1085.5429,1166.372,1309.0953,1,1015.9023,672.0669,1460.903,990.5068,519.0287,2856.7634,901.4179,932.1359,466.2716,733.3156,26,625.1411,678.9877,1242.6985,3,2972.0434,880.1227,1151.7523,1.3,4272.8584,1707.9304,903.5284,0,18978.4668,0,0,712.89,0,0,0,0
2,1700,387,1,27.7,0,72,0,0,2737.5423,663.2061,1688.2584,1387.93,1121.4808,1217.1522,1279.7053,1,930.7066,676.044,1491.7665,1016.6893,524.6873,2800.8294,907.5516,946.5587,490.849,732.1482,26,636.2844,712.8482,1195.0788,3,3014.9696,918.4749,1108.8637,2.4,4268.5167,1723.3224,1027.5732,0,19113.1353,0,0,767.29,0,0,0,0
3,1904,489,1,28.8,0,66,0,0,2778.6672,587.6021,1719.3173,1414.4476,1124.0056,1219.2864,1358.9924,1,986.6488,769.282,1473.2145,1020.3412,482.7552,2858.7457,907.934,946.2324,465.3533,719.3957,37,631.1177,706.6053,1256.2077,1,3065.467,894.2722,1127.257,2.6,4390.1336,1784.884,1215.8359,0,19484.8769,0,0,829.44,0,0,0,1
7,1955,552,3,29.7,0,61,0,0,2683.9198,654.8675,1660.2295,1464.5493,1139.6972,1208.9167,1342.92,1,1046.3964,823.7999,1528.0816,1006.3677,520.3656,2884.2685,968.971,1019.3967,487.8336,740.8346,34,655.8161,701.3584,1299.3511,0,3066.2017,937.9898,1167.6265,2,4592.2299,1880.9912,1344.819,0,19760.4715,0,0,882.09,0,0,0,0
0,2098,616,6,30.7,0,56,0,0,2843.2253,755.4265,1650.7254,1396.78,1124.8856,1175.6561,1309.89,1,1030.7637,953.6196,1560.838,976.5525,493.4493,2935.4741,1014.0561,1011.2377,499.9301,755.2899,34,631.2058,670.861,1370.6311,0,3043.0963,951.6886,1159.387,2.2,4621.7778,1855.7039,1457.083,0,19907.6208,0,0,942.49,0,0,0,0
3,2444,639,2,31.6,0,50,0,0,2843.202,723.6342,1630.0006,1408.1601,1162.1793,1202.6904,1357.9966,1,1036.9972,1048.7008,1625.8831,1043.1898,522.9212,3001.5289,1048.6088,979.4827,471.8962,755.7754,33,622.4853,656.6266,1268.5166,0,3270.1366,1011.4979,1106.1606,2,4798.3122,1832.3568,1584.8343,0,20409.5803,0,0,998.56,0,0,0,0
3,3003,699,4,32.4,0,47,0,0,2921.0163,765.8662,1656.5236,1438.3842,1139.1488,1264.597,1316.596,1,1125.1829,1116.1114,1597.6665,983.1018,551.2652,2977.7627,1002.602,947.8774,475.8433,743.3707,36,554.4633,709.7416,1350.2896,1,3409.4143,875.8493,1117.94,2,4920.9697,1828.085,1635.8072,0,20749.8223,0,0,1049.76,0,1,0,0
4,3935,798,1,32.3,0,49,0,0,3074.8131,784.6309,1775.597,1452.1843,1040.6628,1180.0034,1244.0154,1,1088.9124,1142.6401,1629.869,1026.2444,478.3366,3067.7736,933.4815,928.1534,459.7415,772.9207,49,585.1508,719.3062,1312.1325,3,3772.1268,919.7549,1055.724,2.7,5385.7604,1828.0426,1776.268,0,21986.1668,0,0,1043.29,0,0,0,0
13,4406,966,7,31.2,0,58,0,0,3694.9049,808.9722,2184.1996,1581.6519,1193.234,1319.4004,1271.1672,1,967.6042,1361.2791,1767.8192,945.519,480.5425,3773.9227,870.2037,1015.4058,444.0851,756.6318,56,568.0168,662.6282,1262.7432,3,4315.1062,926.5694,1145.4961,2.6,6174.4609,2210.1917,1987.6003,1,25702.2571,0,0,973.44,0,0,0,0
6,3127,820,11,29.5,0,65,0,0,4152.5785,753.8518,2418.942,1521.4245,1069.027,1315.1006,1230.5951,1,967.196,1490.2096,1772.6419,970.4867,520.84,4271.3952,897.2503,985.5085,442.4788,701.5743,54,508.0049,637.1287,1349.5181,3,4708.2728,930.3999,1093.7378,3.1,6802.4573,2316.52,1946.7008,0,27964.2322,0,0,870.25,0,0,0,0
9,3087,633,9,27.8,0,70,0,0,4392.3949,628.3245,2360.1368,1492.4568,1039.9001,1240.4715,1246.1467,1,967.9296,1424.2115,1743.6807,926.1361,472.6031,4539.9863,875.2241,914.671,479.922,721.6649,34,541.4028,631.8395,1329.6801,3,4945.3743,910.9378,1008.1219,2.8,7146.3879,2287.2899,1855.5696,0,28907.7076,0,0,772.84,0,0,0,0
8,3291,680,8,27.2,0,72,0,0,4574.4367,547.5706,2460.2135,1406.5829,929.8485,1190.572,1191.8011,1,909.4663,1170.9624,1793.4609,934.2942,540.235,4463.2831,857.2194,857.5487,449.8543,684.0624,13,536.5299,640.6523,1305.405,7,4952.6467,829.0051,994.2264,1.4,7036.3196,2217.0388,1755.8198,0,28903.9822,0,0,739.84,0,0,0,0
3,3482,740,7,26.5,0,75,0,0,4539.6436,491.3725,2370.2249,1351.5599,924.8897,1182.1187,1066.2674,1,905.5099,1135.2972,1627.2724,884.9272,523.4895,4421.5834,838.0021,864.9184,443.348,689.0187,17,530.7873,606.0281,1370.4134,6,4962.6751,794.1114,921.7466,1.2,6776.8582,2156.0268,1495.9177,0,28205.8443,0,0,702.25,0,0,0,0
6,2484,525,5,26,0,76,0,0,4437.3813,426.7416,2276.7235,1219.2904,777.6344,1035.8818,997.6129,1,819.6394,930.3138,1539.3889,803.8738,392.9849,4230.8654,813.7119,772.0448,386.5273,633.1575,24,496.215,542.3957,1165.8892,5,4517.5192,698.5753,810.8665,1.4,6318.621,1973.152,1278.1927,0,26512.9417,0,0,676,0,0,0,0
3,691,246,4,25.4,0,77,0,0,4407.5125,441.4801,2226.2596,1200.994,806.5699,1023.1894,964.8795,1,778.3347,893.4399,1442.2619,795.5034,405.8796,4073.88,778.7265,730.4182,384.1546,625.221,23,498.5563,553.9487,1120.9533,6,4426.7811,704.9664,764.7769,1.7,6028.5904,1886.6922,1151.9366,0,25692.9717,0,0,645.16,1,0,0,0
4,0,116,8,25.4,0,78,0,0,4243.168,440.3147,2040.8608,1182.2156,793.6735,1026.7957,939.6508,0,784.0074,882.5262,1335.2008,798.4433,371.0559,3947.4135,791.524,719.4568,404.1626,617.7301,18,500.9518,552.8628,1131.3469,9,4342.9864,691.3477,784.8401,0.5,5967.5612,1870.3382,1112.2278,0,24929.7445,0,0,645.16,1,0,0,0
0,0,67,3,25.4,0,78,0,0,4106.9222,422.5929,1994.5249,1220.412,760.461,984.3444,896.459,0,795.5539,832.7464,1317.5036,784.1625,380.9599,3834.838,791.7126,737.8151,416.0661,625.334,32,512.606,547.3788,1109.3022,8,4112.7437,677.7392,796.0439,0.1,5836.5661,1820.9633,1019.8846,0,24244.4738,0,0,645.16,1,0,0,0
1,0,77,0,25.3,0,80,0,0,3897.7699,417.4608,1924.8915,1219.276,762.9046,932.3306,893.7277,0,796.0194,771.7088,1344.7455,751.3169,366.4563,3781.9124,787.5093,740.9361,404.5244,616.6033,38,497.3937,556.362,1141.1637,8,3912.8068,661.931,789.6104,0.4,5730.5997,1855.8694,1014.0126,0,23667.8712,0,0,640.09,1,0,0,0
2,7,46,0,25.4,0,81,0,0,3739.4272,414.2238,1874.5124,1238.2493,778.1501,949.7947,920.143,0,804.874,756.4573,1365.2509,762.4343,400.4215,3695.72,792.0391,726.8971,397.1477,624.4318,39,504.1655,505.4145,1164.499,9,3757.8842,675.5597,774.0487,0.3,5601.295,1856.9586,959.246,0,23129.2976,0,0,645.16,1,0,0,0
0,644,103,2,25.4,0,81,0,0,3618.6425,400.1778,1863.5816,1184.3984,773.0701,973.3925,899.271,1,826.3516,735.2443,1311.3085,777.6667,396.7152,3625.2385,827.2851,724.8606,399.8597,662.6205,40,505.7492,507.6786,1194.9902,9,3539.9941,664.2233,778.2638,2,5430.0013,1833.3211,868.6493,0,22406.486,0,0,645.16,1,0,0,0
1,991,212,0,25.3,0,81,0,0,3510.1231,434.2875,1848.8686,1221.5749,752.7734,941.9682,923.9931,0,805.8216,669.5097,1311.2225,741.9589,389.096,3569.1823,808.7378,746.1377,394.2493,665.0366,38,510.58,532.1492,1163.8273,8,3292.8463,664.2779,756.6697,0.7,5311.5318,1808.9073,825.6207,0,21874.2568,0,0,640.09,1,0,0,0
2,2397,487,0,25.4,0,78,0,1,3404.1008,397.9778,1803.3329,1180.0969,743.5607,971.7646,938.6524,1,795.7619,654.0832,1290.6992,743.8927,415.7673,3456.7474,797.0775,733.0475,399.1077,652.3763,40,518.5144,522.8339,1192.0626,10,3188.2788,674.8669,776.3805,2.4,5153.4546,1777.5376,833.5003,0,21254.2482,0,0,645.16,1,0,0,0
2,4246,792,1,25.6,1,75,0,0,3269.1798,391.8588,1777.0579,1161.3897,744.9442,989.9731,1002.5673,1,775.7315,649.3982,1286.9738,785.3171,472.4994,3365.2806,826.0315,775.0852,401.8643,671.6886,37,532.7497,570.2388,1191.9357,10,3041.4804,674.0932,789.4742,1.4,4959.9533,1700.3702,804.5108,0,20561.6857,0,0,655.36,1,0,0,0
2,2890,575,5,25.8,0,76,0,0,3179.8071,416.8615,1742.1601,1199.0124,813.0235,1064.1366,1075.8469,1,899.3938,678.4976,1352.9999,796.3225,464.1459,3209.3403,801.4913,821.9775,449.7533,707.483,37,569.1036,561.7853,1257.4366,10,3056.0895,706.299,830.221,1.2,4710.3241,1728.1163,833.8758,0,20177.8497,0,1,665.64,1,0,0,0
