"y","sub_passenger","bus_passenger","past_return","temp","X8_9","wet","rain","X7_8","m25","f0","m30","f35","f45","m40","m45","sunny","m50","m5","m35","m55","m0","f25","m70","f50","m65","f60","dust","f65","m60","f70","cloud","m20","f55","f40","wind","f20","f30","f15","X18_19","most_use","snow","X9_10","temp.sqr","weekend","X16_17","semester","X12_13"
3,2328,580,4,30.6,0,78,0,0,3459.7444,852.4365,2021.7658,1422.1774,940.8526,1114.735,1067.3078,1,860.9969,864.1236,1460.8319,831.4327,595.453,3555.4679,751.9911,926.8589,365.1022,696.5535,25,533.4735,571.1139,1192.97,9,3127.6833,784.4639,1073.7838,2.9,4999.1238,1887.7463,1371.8274,0,21934.5408,0,0,936.36,1,0,0,0
5,2255,512,1,31.6,0,76,0,0,3456.0022,981.1712,2049.2821,1419.179,961.6171,1110.8892,1042.7667,1,877.6513,940.8184,1543.3862,845.577,714.058,3584.2454,810.865,933.6174,388.7368,736.1462,44,592.1166,573.5064,1172.768,8,3280.6443,756.2317,1028.3831,3.3,5113.2439,1910.9197,1546.9275,0,22356.9028,0,0,998.56,1,0,0,0
1,2654,646,6,31.4,0,74,0,0,3529.3058,953.8028,2123.4738,1405.3043,968.9382,1123.5986,1091.6801,1,885.0974,1074.918,1520.0787,862.525,810.1897,3752.6942,729.0157,909.7675,365.7948,762.8898,44,545.2393,587.0353,1216.9442,10,3521.6141,838.388,1012.9605,3.5,5315.2321,1964.0159,1652.6042,0,23131.7189,0,0,985.96,1,0,0,0
3,3168,623,3,30.9,0,72,0,0,3658.0459,874.1834,2157.1358,1376.095,975.2047,1038.5761,1104.2803,1,923.8218,1172.7893,1626.973,849.484,713.5551,3781.2331,735.7849,923.9536,399.2948,666.9907,39,537.9861,603.9344,1168.3403,9,3623.7756,806.2717,952.1497,5.2,5397.1077,1932.5973,1830.8248,0,23552.9634,0,0,954.81,1,1,0,0
6,3092,695,9,30.6,0,76,0,0,3772.8597,831.3124,2155.189,1372.308,951.7568,984.7405,1105.9602,1,944.4789,1304.1102,1603.5427,935.0505,725.0931,3947.8227,774.3683,940.653,385.8293,672.8151,28,574.9244,590.2079,1208.2101,10,4028.0249,746.2648,999.1673,3.4,5754.8889,1923.7283,1882.7893,0,24558.3642,0,0,936.36,1,0,0,0
4,2930,668,5,30.1,0,74,0,0,3923.6644,805.1273,2204.0316,1416.8928,983.0413,993.8654,1099.3408,1,888.7258,1408.176,1593.6436,924.2479,692.8698,4128.1379,809.1353,930.5916,409.6888,729.6878,19,581.4008,622.3617,1260.5124,9,4419.0581,727.9489,969.8663,5.3,6053.1813,1952.7633,1921.8543,1,25691.373,0,0,906.01,1,0,0,0
9,2803,595,11,29.6,0,76,0,0,4044.4729,613.2638,2258.7078,1377.2466,972.1147,1012.7895,1100.8287,1,895.9177,1365.5158,1572.2914,868.0751,599.4386,4191.3868,821.477,882.9749,371.1683,707.6783,13,547.5824,594.9862,1252.2523,10,4584.9238,753.2121,941.688,4.2,6280.7455,1976.6305,1933.534,0,26286.4053,0,0,876.16,1,0,0,0
8,3102,533,9,29.4,0,78,0,0,4104.9249,521.8425,2216.133,1369.8344,871.4794,1078.6231,1061.855,1,863.2724,1311.2005,1602.0963,855.8891,537.2438,4266.8682,844.5073,837.4733,366.349,727.343,20,555.6195,590.4651,1229.6565,10,4609.2909,726.5217,932.8275,3.1,6294.3449,2004.9633,1867.7285,0,26468.4559,0,0,864.36,1,0,0,0
8,3245,696,9,29.2,0,78,0,0,4077.1556,493.4165,2136.5886,1397.3246,824.4717,947.5517,1063.3403,1,889.7248,1084.3938,1594.8713,838.6334,543.6791,4264.6846,887.4554,879.3946,369.4029,732.178,20,540.051,581.5362,1230.7335,9,4409.3987,760.9198,899.4911,4,6186.1325,2015.323,1648.2825,0,26081.4789,0,0,852.64,1,0,0,0
1,3297,575,8,28.9,0,81,0,0,4015.2878,453.3375,2042.6285,1417.927,819.7408,946.7658,1045.3452,1,880.0102,989.3665,1547.3278,837.6461,510.9378,4151.9836,852.4967,854.5049,361.1822,700.2825,20,527.1976,554.5636,1304.835,10,4283.6623,718.1092,896.1793,3.9,6034.7053,1976.7683,1347.7794,0,25470.2906,0,0,835.21,1,0,0,0
2,1926,431,4,28.6,0,84,0,0,3895.6122,387.4237,2012.6098,1246.5594,714.1751,848.4631,946.1243,1,789.5253,764.3694,1406.9744,803.7259,447.7452,4033.3102,804.7975,798.2131,366.7463,634.7064,29,482.5508,490.217,1177.6527,10,3957.6323,661.0806,760.3489,4,5804.5043,1929.6232,1114.2163,0,24286.8258,0,0,817.96,1,0,0,0
1,246,147,1,28.4,0,85,0,0,3875.5588,412.2169,1989.1927,1248.9316,732.3303,885.5615,959.6147,1,798.1004,766.0325,1389.863,816.819,480.8531,3943.6387,811.5348,798.4312,375.5916,623.1633,31,488.9636,487.235,1227.2202,10,3894.2499,660.1945,788.3107,4,5767.4727,1908.4604,1030.0184,0,24017.3678,0,0,806.56,0,0,0,0
0,1,88,3,28.4,0,84,0,0,3875.1853,423.624,1954.9566,1236.6677,739.6968,904.4727,933.6413,1,780.854,765.2316,1353.133,788.1415,490.2745,3939.3562,810.5154,774.3307,380.7474,636.811,24,488.4358,521.1498,1217.0385,10,3737.2614,638.6929,805.4711,4.1,5717.4535,1889.3647,939.3164,0,23703.3784,0,0,806.56,0,0,0,0
1,0,45,2,28.3,0,84,0,0,3821.2044,440.8076,1925.6931,1220.0596,733.7914,922.402,958.1617,1,757.1683,706.0798,1384.3233,788.2618,504.9179,3926.4735,797.4147,779.8977,388.8054,643.6956,26,494.6794,523.4813,1229.2374,10,3592.0181,620.41,792.7488,3.1,5654.8099,1881.2651,939.7338,0,23405.847,0,0,800.89,0,0,0,0
0,0,35,2,28.3,0,85,0,0,3741.1522,437.0681,1920.7861,1214.5847,699.9913,896.3597,953.636,1,724.4424,693.0373,1358.3041,791.6974,502.8837,3926.4878,786.504,781.9487,372.1861,635.5171,33,504.0933,519.1999,1202.7384,10,3572.3031,637.2754,784.7655,3.7,5609.281,1900.6221,897.056,0,23243.5211,0,0,800.89,0,0,0,0
0,11,38,0,28.2,0,84,0,0,3685.7245,440.6573,1927.9609,1272.158,710.2238,911.2087,958.9376,1,753.716,660.6341,1338.8015,804.105,494.6906,3878.5589,811.3763,783.7353,371.98,650.8084,35,508.5408,526.8749,1290.9806,10,3462.5068,637.5724,772.8907,4.4,5519.3668,1899.4781,888.3725,0,22984.5555,0,0,795.24,0,0,0,0
3,619,94,0,28.2,0,83,0,0,3678.4847,439.5758,1867.6298,1257.5058,736.0531,923.9914,944.2952,1,734.5931,644.8044,1321.7779,826.3398,482.9426,3879.4943,741.707,815.688,361.9094,634.5399,32,507.8731,541.9988,1288.2571,10,3379.8362,630.1208,769.4735,3.7,5452.3636,1886.4645,876.0848,0,22723.5568,0,0,795.24,0,0,0,0
0,935,229,0,27.7,0,86,0.1,0,3611.3277,412.3527,1802.0342,1286.8224,709.4522,915.807,939.4393,0,725.4181,645.4455,1346.3295,783.1049,484.6395,3788.5229,801.632,821.1981,396.363,655.21,25,546.0688,561.3863,1275.9706,10,3261.4416,689.2499,804.9492,3.9,5332.4709,1869.5418,836.7992,0,22298.491,0,0,767.29,0,0,0,0
1,2495,482,0,27.3,0,89,0.8,1,3463.5839,430.6182,1825.4106,1275.436,756.2491,993.9367,1004.8441,0,861.9362,583.2839,1392.594,810.7108,492.4994,3602.895,829.2426,914.6803,447.244,683.2227,25,545.0821,601.9222,1400.1969,10,3154.1805,722.1931,874.6248,3.7,5066.2847,1858.9735,881.913,0,21639.3582,0,0,745.29,0,0,0,0
1,4342,805,0,27.2,1,91,0.6,0,2945.4926,430.5576,1665.1339,1280.1154,896.842,1051.6347,1080.4676,0,1022.6855,615.0298,1339.7103,924.6508,537.5218,3312.2584,857.2564,987.0437,493.8884,733.221,20,572.6483,655.1271,1435.1435,10,3060.8164,841.6768,1030.8943,3.5,4774.2977,1681.2253,898.5277,0,20059.05,0,0,739.84,0,0,0,0
6,2835,587,2,27.3,0,91,1.3,0,2805.8504,454.3436,1672.0826,1274.1377,1002.1795,1069.0535,1082.2941,0,1001.7243,602.2119,1400.4634,951.9922,632.3518,3010.4722,918.3926,1000.9515,492.2967,759.5183,19,580.3948,683.8803,1415.4204,10,3037.3024,861.4277,1123.4916,4.5,4577.2605,1642.5236,1006.3061,0,19420.0928,0,1,745.29,0,0,0,0
4,1571,375,6,27.4,0,90,0.3,0,2836.9595,542.7137,1629.816,1350.3172,1029.1919,1171.2726,1194.5949,0,1097.8111,644.0935,1476.3592,1061.7096,640.7154,2914.5235,957.0406,1074.673,503.5946,735.1096,21,586.4657,699.8386,1365.3053,10,3119.2573,991.9814,1208.7602,5.7,4432.1873,1636.9583,1048.7752,0,19396.3783,0,0,750.76,0,0,0,0
3,1561,384,2,27.8,0,89,0.2,0,2784.065,551.1396,1596.8423,1352.7659,1047.1826,1171.7757,1140.1295,0,1037.4055,670.7384,1537.6174,988.3446,596.1825,2933.8336,952.8719,1002.3971,444.4741,753.1314,12,607.0483,664.2654,1308.4081,10,3152.2577,1027.1235,1191.0792,4.2,4510.8103,1668.3388,1118.4816,0,19536.531,0,0,772.84,0,0,0,0
0,1638,424,1,28,0,88,0,0,2780.2296,700.5455,1647.2359,1328.8936,1062.9278,1161.0417,1212.3059,1,1064.9959,778.5785,1464.1414,1034.1635,599.1467,2894.6963,985.6582,1037.1814,475.7624,753.3628,26,609.5757,727.8953,1321.0429,10,3188.0194,993.6437,1177.347,6.6,4531.7628,1730.4298,1299.8027,0,19565.4088,0,0,784,0,0,0,1
0,1726,451,0,25.6,0,94,31.3,0,2758.1026,721.9247,1587.3529,1380.7318,1103.9998,1204.1504,1254.2637,0,1126.2704,794.0489,1467.3743,1014.6358,637.4538,2848.424,1005.8422,1122.4035,485.0532,726.9115,32,588.344,755.7667,1390.4425,10,3251.1046,1072.1283,1161.4936,4.1,4714.169,1724.7014,1409.6224,0,19731.9606,0,0,655.36,0,0,0,0
0,1781,437,0,25.1,0,94,4.9,0,2729.1606,641.6803,1625.1149,1398.0508,1093.2324,1238.0362,1245.9493,0,1132.9104,909.9472,1457.1505,1057.0532,601.1753,2942.638,1086.6364,1186.3545,534.3882,783.9871,26,596.079,725.9208,1459.546,10,3346.4617,1045.4991,1150.8363,1.9,4805.215,1694.6568,1452.3955,0,19998.4483,0,0,630.01,0,0,0,0
0,2021,558,0,25.4,0,94,1.3,0,2648.0435,570.5656,1631.3949,1344.3843,1114.2493,1245.839,1220.914,0,1126.5872,887.2151,1531.4141,1010.4414,670.2238,3003.802,1018.5321,1116.6556,526.9328,745.5729,31,609.8417,702.9655,1374.9823,10,3456.4855,1019.7613,1080.1946,1.8,4865.781,1672.0661,1485.5287,0,20153.3714,0,0,645.16,0,0,0,0
0,2339,573,0,25.7,0,96,9,0,2768.4207,608.4147,1590.4127,1334.5981,1115.4462,1198.4605,1180.0419,0,1153.1149,912.7612,1415.212,1029.602,621.5346,3064.0405,964.0027,1071.4104,509.3624,749.5936,28.5,573.3781,731.5008,1336.0332,10,3413.7711,973.9068,1053.8025,1.5,4905.283,1743.5221,1620.9673,0,20235.2602,0,0,660.49,0,1,0,0
1,3329,736,0,26.3,0,96,0.4,0,2956.8424,579.866,1585.9979,1342.7185,1055.4542,1183.0724,1188.8062,0,1055.8111,991.8579,1470.1348,980.189,563.0821,3145.2,950.1315,1102.1292,469.2368,750.574,28,546.2889,675.4811,1397.1609,10,3575.7608,980.3174,961.8087,2.7,4971.7039,1708.5198,1643.5335,0,20756.8781,0,0,691.69,0,0,0,0
0,3783,1055,1,25.5,0,96,27.7,0,3325.6207,607.468,1899.1847,1458.6974,1101.9473,1243.7971,1262.6905,0,1108.7327,1092.3652,1759.2034,992.7153,576.5617,3735.2595,965.7648,1113.2471,459.9741,755.5994,27.5,572.3963,680.9866,1363.6509,10,4001.5369,936.0797,1020.9509,8,5617.5624,2090.7418,1731.0625,1,23887.8068,0,0,650.25,0,0,0,0
0,2526,788,0,25.6,0,96,12.5,0,3662.3444,611.4697,2010.6589,1397.1725,1012.5769,1210.9935,1206.3981,0,1007.3842,1102.1117,1633.8931,921.3573,500.8368,3975.6136,949.1171,1042.54,491.507,740.5098,17,572.0803,637.0746,1357.3638,10,4300.5178,924.8157,925.078,2.5,5949.8257,2105.0126,1640.8571,0,25035.0386,0,0,655.36,0,0,0,0
0,2693,592,2,26.2,0,97,0.1,0,3694.2636,564.9919,2006.8089,1405.443,944.0199,1183.8731,1082.2032,0,993.8254,1109.1351,1563.3441,914.5599,547.6413,3997.2536,932.4998,1007.4354,450.3601,734.5363,9,548.535,616.8415,1415.3116,10,4339.5751,847.8375,900.9545,1.8,5945.9141,2062.264,1587.039,0,25014.8664,0,0,686.44,0,0,0,0
1,2629,670,0,25.9,0,96,1.9,0,3751.4387,517.7075,1941.7568,1384.7365,911.0729,1129.3918,1086.2684,0,971.0103,1012.9012,1519.4263,808.8848,548.6961,4102.9833,864.3732,922.1391,462.186,724.5669,19,557.3867,570.5671,1344.7399,10,4163.3567,815.8761,846.4642,2.1,5941.7779,2044.443,1310.2499,0,24849.9192,0,0,670.81,0,0,0,0
0,2187,559,1,26,0,97,26.6,0,3701.5184,518.6213,1976.9636,1287.9764,832.4983,1074.8888,1073.4886,0,996.918,961.1527,1439.9926,777.286,590.6268,3994.6827,843.5374,920.4495,426.0766,734.3789,15,523.4168,592.7733,1340.01,10,3970.7957,812.7018,817.1268,2,5759.3171,2053.6277,1174.3305,0,24184.8742,0,0,676,0,0,0,0
0,1209,373,0,25.9,0,97,9.8,0,3618.7321,418.7433,1957.8905,1187.9745,742.3665,934.3574,924.4933,0,798.9259,755.9148,1345.191,770.598,432.4918,4006.1175,807.966,812.5856,380.1713,636.5537,14.5,493.6711,555.4487,1245.4346,10,3630.058,662.5348,752.0001,0.3,5598.7981,1915.556,1011.5814,0,23260.3177,0,0,670.81,0,0,0,0
0,0,147,0,26,0,97,0.8,0,3633.9451,429.3149,1926.096,1257.8808,774.0827,966.345,947.5355,0,825.7985,704.5418,1321.1554,771.2325,412.663,4016.1876,802.5683,803.4111,382.4232,642.1874,15.5,494.7007,522.2124,1227.0674,10,3742.3169,653.2528,813.6532,0.8,5661.2409,1925.7699,1017.9786,0,23484.5926,0,0,676,0,0,0,0
0,0,88,0,26.1,0,97,1.2,0,3603.9859,453.3892,1875.5544,1306.6374,763.7511,977.4049,993.0147,0,823.7786,678.7801,1303.8484,741.0845,396.9844,4010.8153,809.3669,796.8064,372.5208,631.7209,17.5,504.7448,534.4766,1271.2648,10,3714.1676,643.5792,730.2756,2.2,5615.3926,1923.9289,983.553,0,23354.3305,0,0,681.21,0,0,0,0
0,0,45,0,26,0,97,0.7,0,3577.5622,483.5724,1885.167,1315.0912,765.996,977.8717,965.886,0,810.8757,646.8745,1286.3585,751.0619,388.5981,4004.4803,805.9933,797.7514,396.0167,631.6972,12,496.5312,516.5457,1242.4389,10,3637.964,643.9357,781.4368,1.9,5561.8083,1906.6279,994.3964,0,23175.0594,0,0,676,0,0,0,0
0,0,35,0,25.9,0,97,0.1,0,3547.0733,475.1753,1902.6878,1313.3143,772.2633,978.535,986.0604,0,812.8087,626.8969,1328.5615,772.8552,388.947,4003.0769,806.4368,792.958,390.7714,621.4322,7,519.0447,522.9941,1251.5192,10,3584.2644,636.8646,759.5289,1.4,5523.8619,1914.1761,997.0302,0,23117.0162,0,0,670.81,0,0,0,0
0,0,38,0,25.7,0,97,0.5,0,3549.4512,470.4522,1899.2642,1316.9623,771.8771,950.0222,975.4345,0,840.9845,605.0959,1334.8617,766.1612,388.5185,3990.359,816.4769,799.045,418.5644,611.306,10,503.946,501.0457,1253.5658,10,3490.7118,637.3921,768.7961,2.4,5464.3001,1919.5903,972.2066,0,22965.5006,0,0,660.49,0,0,0,0
0,0,94,0,25.6,0,97,1.5,0,3499.1844,491.2097,1892.0542,1314.7666,787.2763,980.7476,962.9513,0,841.0331,600.6162,1321.9047,757.5764,402.9959,3968.6856,835.4469,826.9599,410.5557,605.854,13.5,503.148,548.6076,1269.5286,10,3401.6494,624.4712,783.8128,2,5408.1213,1920.9313,963.319,0,22727.2975,0,0,655.36,0,0,0,0
0,0,229,0,25.5,0,97,2.3,0,3473.15,463.6612,1881.0779,1310.0751,803.9716,980.305,981.8733,0,824.8432,605.8387,1399.9863,772.3372,404.7677,3887.6949,795.3393,865.1267,426.4959,623.0704,16,576.7191,563.3899,1287.9666,10,3334.6679,686.609,785.5353,3.1,5350.8632,1863.8041,946.2331,0,22501.3194,0,0,650.25,0,0,0,0
0,0,482,0,25.5,0,97,0.3,1,3369.3491,473.7111,1932.2783,1422.0985,841.1803,1118.9441,1113.1012,0,885.1972,570.0719,1393.847,860.7385,427.386,3729.239,867.0164,920.4344,429.9041,658.5082,19,569.8267,626.5491,1358.7169,10,3267.0756,710.4305,860.403,2.4,5167.1947,1923.5244,937.4229,0,22204.6066,0,0,650.25,0,0,0,0
0,0,805,0,25.7,1,96,0,0,2957.9099,491.03,1753.4345,1322.4913,979.9258,1166.0814,1051.5313,1,986.496,625.1118,1400.6397,956.0919,409.7598,3367.6354,925.6862,944.6792,467.1569,668.401,4,551.7946,652.2916,1329.434,10,3180.8044,785.3948,950.4958,1.2,4904.5422,1766.4393,1008.5567,0,20653.8967,0,0,660.49,0,0,0,0
0,0,587,0,25.6,0,95,0,0,2866.6187,450.9694,1696.4048,1376.7885,1108.4043,1161.3335,1103.6376,1,1009.7397,635.1545,1414.1698,993.1048,486.2976,3095.0902,952.1838,1008.3779,491.9523,750.5543,4,544.5607,717.6313,1404.0988,10,3166.305,906.0503,1037.109,1.7,4598.6262,1729.1249,1025.066,0,19943.1281,0,1,655.36,0,0,0,0
0,0,375,0,25.7,0,95,0.2,0,2775.3693,521.4098,1662.3649,1406.4419,1158.8079,1140.5916,1181.5608,0,991.6377,641.7198,1444.115,1028.0927,537.2003,3066.9904,975.0771,1069.3446,483.3728,734.3928,6.5,603.5458,702.8241,1414.712,10,3095.3235,952.2696,1091.4193,2.5,4490.6753,1703.5863,1059.1773,0,19644.8666,0,0,660.49,0,0,0,0
0,0,384,0,25.6,0,95,6.4,0,2701.2208,516.424,1618.5723,1397.9936,1163.138,1138.8272,1161.4295,0,978.9644,666.8541,1475.0232,997.5916,585.3398,3031.1304,922.0318,1083.077,466.9111,739.2815,18,606.3373,732.0423,1423.5842,10,3092.6285,994.5274,1126.3626,3.8,4468.4186,1751.6954,1089.719,0,19536.6828,0,0,655.36,0,0,0,0
0,0,424,0,25.3,0,95,7.3,0,2657.3891,568.9124,1648.0091,1391.1295,1128.5939,1242.8365,1249.753,0,1040.7287,683.1564,1532.2609,987.9277,511.4682,3024.6095,968.9584,1087.9869,457.5783,743.3596,10,573.5167,724.9629,1373.4963,10,3253.2253,998.7411,1173.439,3,4496.1975,1687.502,1127.9332,0,19690.3229,0,0,640.09,0,0,0,1
0,0,451,0,25.3,0,96,14.1,0,2695.06,620.9373,1726.6235,1353.2822,1130.0198,1262.62,1168.4583,0,1072.2875,714.8032,1523.0729,1016.0276,614.153,3016.7916,980.149,1125.7007,501.0504,765.6834,5,570.4685,695.5978,1397.2924,10,3243.4995,1009.3574,1151.2768,2.9,4611.1022,1780.842,1209.7129,0,19950.2739,0,0,640.09,0,0,0,0
0,0,437,0,25.5,0,96,2.9,0,2781.4283,625.7195,1755.6057,1334.2872,1126.062,1234.8838,1210.2535,0,1123.0361,773.9393,1588.7767,1008.7293,575.9123,3086.6451,966.7848,1106.0566,481.9312,754.0273,18,586.5526,724.7001,1369.5022,10,3316.9923,989.8387,1171.4493,2.7,4730.0271,1751.9617,1269.7017,0,20345.7241,0,0,650.25,0,0,0,0
0,0,558,0,26.1,0,96,1.1,0,2799.7348,657.6215,1752.6462,1339.5384,1100.2002,1232.451,1143.4016,0,1100.8616,782.9114,1552.1517,1021.8334,601.4211,3130.129,1028.3681,1087.6744,486.8473,746.0774,8,623.3206,705.6817,1352.5535,10,3358.5548,953.9772,1198.109,2.9,4810.5457,1735.7011,1292.0328,0,20479.0017,0,0,681.21,0,0,0,0
0,0,573,0,26.5,0,94,0.2,0,2880.6605,627.4842,1851.5935,1350.0031,1112.1042,1214.8133,1207.9224,0,1103.8565,770.0121,1591.1092,999.416,591.0243,3082.5835,1023.5174,1074.1865,486.1929,726.0245,21,547.5779,694.3033,1289.9342,10,3322.1445,868.9983,1170.0029,3.9,4832.9995,1784.5245,1318.9819,0,20695.6183,0,0,702.25,0,1,0,0
0,0,736,0,26.4,0,95,3.3,0,3180.9306,584.767,1842.6167,1328.9825,1063.5947,1157.0055,1186.5268,0,1098.6057,855.5248,1564.1822,906.5949,557.2625,3222.0067,909.3153,991.44,480.862,728.5477,21,545.4391,661.7849,1367.8353,10,3531.874,832.9567,996.0458,3.8,4967.8143,1805.1786,1360.1013,0,21443.5856,0,0,696.96,0,0,0,0
0,0,1055,0,26,0,95,22.1,0,3565.9989,590.6771,2133.5353,1435.7552,1115.366,1287.5634,1248.7468,0,1092.0836,987.8297,1667.8445,920.8917,532.1646,3949.2849,955.943,1056.6777,470.071,705.1944,18,569.4487,714.2643,1313.8424,10,3895.2285,896.5626,997.021,3,5441.3544,2118.9311,1338.2463,1,24207.9328,0,0,676,0,0,0,0
0,0,788,0,25.4,0,96,5.2,0,3780.8226,609.5553,2103.228,1420.6361,981.7176,1125.1036,1136.1042,0,1028.8778,961.976,1642.4792,896.9396,450.5946,4107.278,917.3099,993.3263,413.764,710.6894,33.5,562.4249,672.4817,1343.3984,10,4074.9158,868.2454,935.748,3.5,5650.2504,2003.8107,1365.4046,0,24783.4208,0,0,645.16,0,0,0,0
0,0,592,0,25.2,0,96,11.5,0,3772.4264,601.7667,2159.863,1450.5232,873.9233,1068.8294,1101.5111,0,961.0745,946.0382,1569.738,871.4165,488.8548,4089.6005,885.2103,963.7201,424.8163,709.0313,39,564.9642,634.3384,1361.7092,10,4157.6273,826.9021,903.6268,0.6,5764.5695,1962.1605,1368.8339,0,24926.5084,0,0,635.04,0,0,0,0
0,0,670,0,24.5,0,96,19.5,0,3869.5781,499.6041,2083.355,1385.9757,879.2238,1054.7655,1124.3542,0,928.4366,926.91,1535.9249,821.2965,506.0527,4138.4319,863.5077,933.4643,407.8314,686.8402,31.5,563.3465,644.7204,1343.3482,10,4091.5639,798.5962,896.7431,2.3,5763.7358,1980.6047,1276.1794,0,24849.17,0,0,600.25,0,0,0,0
0,0,559,0,23.9,0,96,1.2,0,3790.8131,514.2827,2030.002,1364.0121,841.3114,1065.7528,1040.3313,0,890.721,855.6453,1469.8696,817.9326,525.2687,4088.0103,845.0184,925.4955,414.0724,673.2223,21.5,550.0003,630.2319,1316.3399,10,3859.6023,775.7017,847.5319,1.7,5708.3957,1978.3208,1123.4465,0,24289.0259,0,0,571.21,0,0,0,0
0,0,373,0,22.6,0,96,8.6,0,3664.1267,411.4595,1950.4363,1297.7504,739.1885,987.1928,946.8155,0,834.4053,705.9142,1332.3209,775.6354,432.4038,3970.2064,870.2116,798.578,385.7693,663.6474,12,485.7763,541.9364,1198.4911,10,3663.5744,687.0177,745.5454,4.2,5631.4553,1917.3261,970.7859,0,23427.1965,0,0,510.76,0,0,0,0
0,427,182,0,22.1,0,97,12.9,0,3638.5879,429.0232,1924.4953,1302.3427,757.1918,991.9321,966.9974,0,840.1679,660.1881,1345.9104,759.0475,451.2465,3945.7617,878.747,804.2763,391.4592,668.504,10,484.7062,552.5728,1227.9672,10,3575.0505,687.9758,759.492,2.5,5683.2021,1908.5382,995.5869,0,23323.8888,0,0,488.41,0,0,0,0
0,1,82,0,22,0,98,2.8,0,3653.8784,416.3339,1917.8589,1311.8771,783.9829,982.7552,961.8385,0,807.5777,623.8203,1269.9066,763.5868,442.1669,4016.8827,864.3682,816.3451,386.4933,637.2726,14.5,489.5161,566.998,1218.4633,10,3571.2218,684.5026,782.2809,1.4,5596.6455,1942.3657,1034.7076,0,23280.6367,0,0,484,0,0,0,0
0,0,43,0,21.9,0,97,3,0,3647.791,423.2251,1941.6871,1299.3233,772.1663,962.8944,963.8987,0,807.0921,607.8246,1279.1328,792.7444,448.0024,3920.1916,860.6445,799.5073,384.8739,644.0801,19,484.6447,582.471,1255.3655,10,3557.6637,653.5737,763.2213,1.7,5571.9183,1951.2,1011.6908,0,23168.9078,0,0,479.61,0,0,0,0
0,0,33,0,21.9,0,96,0,0,3650.6278,398.6411,1918.2463,1329.3219,779.6293,982.0088,953.5345,1,804.6588,582.6146,1307.2533,779.3369,417.0604,3921.4534,871.6005,809.9883,407.0182,633.9531,23.5,489.1842,582.2243,1246.1226,10,3506.5784,654.5414,777.9368,1.3,5596.8472,1947.1717,977.6871,0,23177.5,0,0,479.61,0,0,0,0
0,12,33,0,21.5,0,97,0,0,3681.6993,397.5247,1892.601,1350.5088,771.6755,1002.7149,984.2992,1,829.7807,580.9489,1339.5797,738.3901,432.1,3952.0841,894.9359,798.0411,408.2627,625.2043,10,482.375,568.2096,1261.1845,10,3429.4718,669.1434,789.1758,2.3,5494.5266,1955.8011,962.1349,0,23096.2724,0,0,462.25,0,0,0,0
0,548,113,0,21.4,0,96,0,0,3648.81,411.3982,1930.1988,1336.3719,788.1902,1001.4248,1003.8889,1,853.7777,550.5037,1318.5037,754.0684,452.4038,3921.8012,870.8471,816.4739,437.4921,643.2769,6,485.8248,581.7304,1266.2612,10,3341.1859,666.6833,800.8668,1.4,5458.8229,1948.0438,949.8766,0,22903.7382,0,0,457.96,0,0,0,0
0,926,235,0,21.5,0,96,0,0,3598.6983,421.726,1918.166,1314.2522,790.9981,1040.9981,1048.9233,0,885.6464,574.4081,1351.8839,730.6468,492.5431,3901.9877,884.478,850.2624,443.7646,699.6406,9,497.4156,638.5396,1324.8814,10,3325.4865,699.787,858.4801,0.6,5362.1686,1968.1026,947.8268,0,22740.7458,0,0,462.25,0,0,0,0
3,2405,446,0,21.6,0,97,0,1,3417.6629,456.6245,1924.1889,1404.055,849.6012,1089.871,1164.4046,1,952.9654,571.7637,1461.9467,818.3129,486.4569,3713.9507,836.2469,891.8897,445.9677,698.26,13,551.3848,655.17,1377.3025,10,3198.6756,776.8174,936.4581,1.1,5273.557,1906.2816,946.7166,0,22300.3184,0,0,466.56,0,0,0,0
22,4405,823,0,22.1,1,96,0,0,3015.2922,429.2274,1673.1749,1299.3173,937.1235,1111.796,1142.113,0,992.273,587.2347,1435.3482,943.1797,509.3223,3231.5666,962.2512,978.5158,444.9966,712.9776,21,547.4628,705.0541,1414.0675,7,3140.5043,831.6142,997.2981,0.2,4881.8458,1683.2697,920.3835,0,20360.319,0,0,488.41,0,0,0,0
5,2771,579,14,22.9,0,95,0,0,2892.7357,472.7396,1582.2433,1358.0814,999.0937,1191.9508,1224.84,1,1064.2615,637.167,1443.0533,1017.4794,566.6902,3024.1216,900.7723,1067.1316,535.0381,760.0767,11,588.6802,705.107,1418.7192,8,3050.3702,896.8113,1045.5087,1.2,4487.7208,1701.1687,944.4509,0,19539.495,0,1,524.41,0,0,0,0
2,1621,397,2,24.2,0,90,0,0,2821.5563,590.1832,1563.3668,1302.9531,1056.333,1194.7215,1209.134,0,1095.9859,666.1055,1437.3592,1014.2598,570.5066,2903.3518,962.5309,1050.5904,482.505,772.3919,14,582.2759,711.7975,1372.349,7,3072.5122,898.5737,1115.2301,0.7,4540.8509,1713.2858,969.0858,0,19355.2361,0,0,585.64,0,0,0,0
