"y","f45","m20","f50","m25","temp","bus_passenger","past_return","m30","m50","wet","X16_17","f20","m55","sub_passenger","X17_18","m0","m70","m5","m40","f70","sunny","f60","f65","f25","f0","m35","m45","m65","m60","f40","f35","f30","f15","f55","wind","most_use","dust","cloud","X11_12","rain","X14_15","temp.sqr","X13_14"
0,898.1635,4894.96,817.0966,4313.2616,26.3,740,0,2303.2824,878.7483,87,0,6366.0181,857.0057,3482,0,568.4908,879.309,1138.147,1063.708,1290.2735,0,697.4324,541.0962,4009.1174,499.8761,1557.8471,1050.2738,435.5433,599.0692,869.5483,1393.4608,1903.5006,1279.8268,787.0706,0.7,26741.448,16,10,0,0,0,691.69,0
0,772.2922,4523.6851,769.8561,4266.177,26.2,525,0,2237.7283,807.6137,87,0,6082.5142,799.4291,2484,0,419.7356,793.8763,991.7928,976.0954,1170.7952,0,659.2388,482.8229,3965.6993,425.3391,1528.0617,1049.4592,398.845,506.5875,764.7565,1251.9702,1834.1574,1166.5009,679.5217,1,25689.9932,20,6,0,0,0,686.44,0
0,812.5387,4308.1174,776.7974,4101.3874,25.9,251,0,2094.3879,732.0118,86,0,5802.855,786.785,3,0,405.5015,782.309,895.0126,978.5224,1162.895,1,645.5527,473.4433,3787.4854,395.0733,1450.2373,971.0803,388.9952,478.2283,755.7655,1230.4491,1749.019,1027.7055,667.2376,2,24523.9385,17,9,0,0,0,670.81,0
0,763.8109,4145.542,772.1461,3965.5912,25.8,98,0,2014.7145,784.4522,84,0,5610.138,747.0985,0,0,422.1157,811.4124,862.7993,906.182,1165.9124,1,628.484,453.7962,3609.063,393.634,1444.2708,966.8576,395.8358,496.8076,741.717,1222.2692,1698.5032,1011.6061,675.3609,2,23710.0919,14,5,0,0,0,665.64,0
0,780.7089,3917.006,766.7034,3814.7343,25.6,45,0,1994.886,752.9444,87,0,5564.0404,766.9117,0,0,425.896,779.2386,813.01,868.9761,1152.831,1,628.0488,479.697,3508.1811,390.987,1443.6562,986.0894,409.1351,515.0236,753.4386,1166.2699,1668.2947,951.398,681.8717,1.7,23077.0686,16,9,0,0,0,655.36,0
0,777.5447,3708.3226,768.7224,3706.9976,25.5,42,0,1910.8975,779.116,89,0,5441.2214,732.8867,0,0,398.3521,792.0669,776.9045,896.3374,1197.7875,0,622.6705,448.2009,3458.2749,390.4114,1412.3291,966.4686,390.3431,497.4158,745.9175,1150.4842,1653.8279,890.7401,665.8902,0.8,22442.3552,20,8,0,0,0,650.25,0
0,770.266,3578.9659,761.097,3652.1044,25.2,32,0,1854.7245,762.6909,89,0,5340.5761,744.567,14,0,405.6098,793.3407,756.2326,886.9441,1203.8765,0,640.5079,461.3496,3427.6063,392.0852,1360.4004,961.494,396.7039,499.2353,749.203,1134.5494,1689.7616,912.6642,638.6179,0.9,22038.6886,23,7,0,0,0,635.04,0
0,742.5547,3401.0098,750.4283,3490.9038,24.9,80,0,1824.8828,723.4783,91,0,5198.3237,740.4984,438,0,407.0337,808.1373,688.524,887.2224,1213.7195,1,618.9127,469.0596,3386.0169,411.3358,1364.1946,975.2599,409.6586,496.9587,762.0951,1180.8685,1703.9946,873.6853,640.8383,2.3,21550.1947,22,5,0,0,0,620.01,0
0,749.4366,3231.7857,772.4657,3453.4485,24.6,118,0,1839.8885,742.3487,91,0,5177.7131,731.5724,475,0,398.6208,803.3942,616.3622,895.2989,1207.5465,1,599.145,459.579,3357.0327,408.6139,1330.9866,918.9556,407.8,522.2276,726.6561,1124.1842,1672.4744,852.2192,634.9644,1.3,21187.5137,24,1,0,0,0,605.16,0
0,743.6777,3098.0517,760.5744,3377.7724,24.7,129,0,1795.8819,714.5662,92,0,5045.0398,764.9573,612,0,394.0692,775.5694,612.7516,918.6219,1185.9738,1,613.3065,489.5476,3273.0255,409.131,1286.1619,942.7565,405.1849,532.0194,749.1317,1099.4582,1691.9895,816.6282,623.3559,1.4,20667.3809,20,8,0,0,0,610.09,0
0,747.5095,3036.18,753.9048,3265.6637,25.5,205,0,1782.6228,677.1354,92,0,4851.6041,763.7355,933,0,386.1014,768.3609,569.1293,938.2752,1158.5864,1,653.8889,500.4061,3188.3528,404.7417,1285.6699,975.8183,422.7683,529.5144,771.0237,1128.288,1661.9518,834.0348,653.6943,2,20200.3331,25,8,0,0,0,650.25,0
1,794.8696,3010.5712,724.8793,3170.3553,26.1,246,0,1735.1438,730.308,89,0,4608.2635,742.6597,1320,0,406.6265,759.3246,552.3626,956.383,1211.2699,1,649.3931,526.7497,2997.4699,439.4344,1307.9584,1001.528,397.5312,515.7183,778.5929,1179.1864,1616.1038,835.8031,694.7498,2.1,19625.0523,25,8,0,0,0,681.21,0
0,848.2673,3014.4572,808.4619,3177.2312,26.9,300,0,1751.4063,744.8233,86,0,4441.9651,741.4065,1159,0,439.2109,763.801,605.4418,1018.9293,1205.1559,1,647.5151,556.0289,3010.7921,449.1711,1372.9677,1014.2823,400.7611,518.1861,836.2394,1248.7169,1697.7099,904.8409,742.8574,1.4,19715.2464,29,8,0,0,0,723.61,0
0,830.6366,3015.6185,825.4667,3117.6516,28.9,266,1,1819.3153,796.7302,81,0,4491.1494,764.9651,1239,0,462.5771,754.0145,662.0722,1048.6175,1213.0404,1,711.6511,518.6169,3093.4453,585.2177,1535.9264,1025.2413,401.3968,536.0724,899.1314,1317.0153,1744.9755,936.594,753.0123,1.6,20135.0973,11,6,1,0,0,835.21,0
1,918.6288,3005.7395,813.5178,3125.9288,29.8,346,0,1887.7462,815.4197,75,0,4606.2307,768.256,1510,0,545.5331,755.0053,726.1523,1087.9919,1204.7679,1,662.657,513.94,3150.9224,659.6502,1469.3015,1073.7597,400.0186,551.6852,986.5331,1402.0364,1883.4853,1127.9434,731.5609,1.2,20531.3908,30,7,0,0,0,888.04,0
0,924.7093,3062.9564,835.9838,3182.4464,30.4,410,2,1934.5259,815.0939,72,0,4824.3376,792.2624,1725,0,557.3823,811.3182,838.0625,1114.0053,1252.1797,1,648.8995,526.8416,3247.9666,859.9639,1541.0641,1056.8453,376.5492,542.8624,1066.1157,1481.0997,1874.865,1247.1128,746.4433,1.6,21149.2617,32,8,0,0,0,924.16,1
3,962.5591,3183.7089,860.4376,3252.2531,31.1,441,0,1968.1358,805.4577,69,0,5076.1654,805.2285,1920,0,667.3515,835.1914,914.8655,1144.3599,1282.7324,1,717.2609,571.1081,3317.0769,1038.3604,1539.1792,1063.5241,389.8303,573.8614,1017.3954,1375.2579,1806.2886,1502.9462,770.3689,2.7,21518.0658,27,8,0,0,1,967.21,0
0,961.4052,3305.4464,853.9342,3421.5268,31,492,1,1967.3127,805.4672,67,0,5118.0511,788.5032,2197,0,637.4374,810.1175,1061.9687,1120.6887,1273.1718,1,709.4923,537.8227,3428.4088,1012.2728,1580.7384,1098.2153,412.6157,548.493,1041.5604,1328.6768,1899.6065,1677.7628,728.0219,2.4,22049.7675,29,9,0,0,0,961,0
0,942.6381,3558.586,870.9467,3493.3056,30.6,484,0,1984.8615,918.5659,70,1,5290.043,860.0345,2302,0,651.4383,857.3564,1094.7745,1073.3345,1196.5741,1,708.189,530.5375,3603.6267,983.7203,1644.631,1146.9078,423.0495,546.3821,1003.7737,1327.4972,1934.7029,1925.2545,730.4121,2.6,22837.2539,30,10,0,0,0,936.36,0
1,946.7181,3887.1323,868.1672,3842.594,30.2,527,1,2091.61,885.1983,71,0,5755.479,857.8351,2412,1,684.0639,833.5696,1280.5583,1109.3405,1229.0395,1,703.5241,515.0156,3825.5685,872.6628,1669.8011,1144.4059,431.1467,579.3225,906.8533,1374.1921,1976.0998,1958.1536,792.4712,2.7,24422.4768,9,10,0,0,0,912.04,0
1,972.3211,4359.6656,857.8696,4099.5693,28.7,493,1,2175.8146,914.4614,81,0,6187.7359,883.9296,2204,0,590.1215,842.137,1463.9072,1105.0078,1298.5412,0,689.8775,486.3319,3922.9246,844.7314,1650.6628,1203.7388,429.6106,606.8577,952.17,1292.8992,1962.4844,1999.3395,760.855,1.9,25651.7564,25,10,0,3,0,823.69,0
0,903.2667,4659.5609,825.261,4316.1659,28.6,469,1,2198.0482,933.8694,85,0,6571.4024,866.4183,2281,0,618.9898,832.8379,1492.0998,1033.3084,1304.3422,1,694.3404,489.1386,4127.0905,714.6591,1681.6419,1114.249,396.8375,614.0518,934.5767,1326.9046,2095.718,1955.2738,768.9046,2.2,26976.5324,38,10,0,0,0,817.96,0
1,912.8656,4823.2248,852.4829,4412.6715,27.9,459,0,2313.8575,901.9813,87,0,6662.4905,911.8013,2658,0,678.3011,827.6004,1571.8576,1041.1213,1268.3654,1,701.9791,501.679,4242.9368,569.1166,1635.4062,1105.3302,412.7353,573.4115,958.0518,1310.4225,2118.1692,1733.8698,773.1137,2.5,27519.179,33,10,0,0,0,778.41,0
1,852.9061,4947.7424,842.8644,4375.7178,27.7,459,1,2285.4541,876.9428,87,0,6764.7708,845.871,2634,0,597.9192,827.4083,1394.8333,1002.6667,1295.7239,1,691.4776,490.7051,4305.9073,524.7065,1620.6442,1124.6058,402.1424,549.0952,926.4511,1341.955,2110.1174,1605.6739,772.5564,2.5,27752.309,14,10,0,0,0,767.29,0
1,822.4119,4579.1206,822.1063,4348.1939,27.6,464,0,2180.4912,843.0529,86,0,6279.7212,830.3216,2958,0,573.7098,804.8812,1176.754,1047.6849,1294.5953,1,667.6563,487.5802,4097.0433,457.3345,1564.6644,1117.4839,402.5518,570.4834,917.7668,1228.0745,1995.9155,1439.6879,704.0838,1.9,26273.2246,18,10,0,0,0,761.76,0
0,780.2803,4239.6168,792.1164,4202.0747,27.6,368,0,2068.2644,803.9248,85,0,5941.116,806.8155,1718,0,397.6829,775.7382,894.0061,1035.1437,1188.6731,1,637.0419,464.8847,3941.2746,426.7982,1505.3013,1013.4274,373.7263,485.8102,769.9893,1192.9445,1951.6881,1153.4814,661.6803,2.5,25042.2804,17,9,0,0,0,761.76,0
0,732.8038,4104.46,765.3883,4112.1713,27.5,146,1,1987.6124,774.9962,85,0,5855.6434,795.3018,2,0,379.3843,762.1082,794.0656,967.904,1183.1903,1,619.7364,457.581,3876.7075,415.2413,1442.1836,1026.8054,373.1215,486.8281,777.1662,1209.533,1844.8233,1100.32,631.703,2.2,24433.1345,16,9,0,0,0,756.25,0
0,722.3942,3912.9316,771.0914,4004.3519,27.4,35,0,1929.5727,758.0382,84,0,5736.9208,780.4449,0,0,386.7976,780.6831,809.8173,945.6823,1200.5755,1,647.8722,454.5405,3746.5106,383.3471,1409.628,1005.6571,374.4584,497.5469,778.6416,1194.6572,1786.8491,1017.7673,623.6823,2.1,23721.4219,11,10,0,0,0,750.76,0
0,741.012,3831.4254,753.2324,3873.6664,27.4,36,0,1898.2826,762.3338,84,0,5616.9933,801.6654,0,0,406.443,766.0862,793.927,897.3226,1169.6196,1,633.9478,453.3462,3673.7744,366.2581,1359.8144,995.7731,377.5572,500.9196,742.7093,1200.0398,1760.7916,1010.4883,608.3569,4,23214.7879,21,10,0,0,0,750.76,0
1,732.7771,3742.4565,743.6055,3741.9573,27.4,26,0,1843.8775,756.9966,84,0,5518.7483,764.3257,0,0,387.507,791.4575,729.1224,886.154,1209.3442,1,624.711,474.8782,3612.2155,379.7288,1338.8754,985.1404,386.239,522.7083,731.0914,1193.6066,1706.1208,957.107,597.5913,3.5,22697.8579,27,9,0,0,0,750.76,0
0,710.1182,3531.7019,750.4287,3691.9794,27.3,32,1,1836.0139,749.1533,85,0,5395.7222,806.2852,10,0,398.8383,785.1883,716.8183,872.006,1190.8214,1,603.9914,478.6586,3562.6516,383.1927,1337.0608,973.1971,382.9547,509.4282,737.6628,1195.412,1697.5528,948.8421,611.2426,5,22248.0946,25,9,0,0,0,745.29,0
0,695.881,3293.7188,765.9559,3575.4094,27.3,104,0,1833.9151,761.1858,85,0,5257.3726,785.4531,580,0,376.5473,786.873,622.8066,898.7527,1205.0621,1,616.2313,482.3024,3500.6572,371.6332,1315.0902,996.9523,372.2821,512.3983,722.4673,1221.7331,1706.4312,890.1454,610.7412,3.9,21704.3276,17,9,0,0,0,745.29,0
2,697.8997,3189.3731,761.8231,3501.6032,27.5,129,0,1776.6188,739.5982,84,0,5139.1238,768.6886,483,0,393.6774,811.3281,601.0375,883.4702,1238.2532,1,620.2365,486.5666,3452.8213,365.3176,1328.0178,981.3991,378.772,507.512,726.0432,1229.6281,1716.427,859.5584,651.6131,5.4,21333.6131,16,9,0,0,0,756.25,0
0,743.0756,3099.595,737.3994,3405.2813,27.6,122,0,1748.5811,755.1406,84,0,5054.3207,780.6995,570,0,401.8593,790.5723,556.061,888.0086,1237.3846,1,627.8887,480.7096,3358.3934,360.3239,1285.0741,976.3664,354.2473,502.4869,734.9576,1193.414,1670.6137,833.917,643.0331,5.6,20815.2733,14,10,0,0,0,761.76,0
1,804.0795,3033.7607,780.0888,3326.15,27.7,210,0,1731.0532,754.5391,84,0,4868.4178,758.4297,942,0,464.5423,791.7533,543.3054,889.203,1216.9457,1,631.3057,491.4462,3308.5077,377.0319,1248.0074,972.3353,383.6014,534.074,763.5458,1213.0297,1663.4112,831.0055,671.3075,5.1,20392.3377,14,10,0,0,0,767.29,0
0,874.7405,3054.6657,828.4243,3243.8269,28.1,218,0,1752.7137,782.966,83,0,4755.258,830.2753,1203,0,497.5889,761.4478,605.0967,903.5584,1195.6798,1,655.6327,520.4925,3257.4954,430.0435,1283.7019,1028.6257,396.8132,572.1771,800.2048,1253.3215,1690.3486,885.0315,712.6685,4.6,20291.3317,17,10,0,0,0,789.61,0
0,997.8074,2958.675,894.6393,3231.7949,28.6,214,0,1759.1449,860.6346,79,0,4738.8051,824.3099,1020,0,523.5152,752.6604,617.607,967.3684,1206.3595,1,687.2815,486.2918,3217.8537,523.0315,1337.268,1012.3501,430.511,632.1948,875.5987,1292.9733,1737.2605,963.0729,749.5372,6.3,20273.7754,18,10,0,0,0,817.96,0
1,944.2249,3067.2842,946.5056,3189.2088,29.1,278,0,1810.447,877.8896,77,0,4902.4574,914.5096,1237,0,537.613,766.8128,609.4833,1079.191,1259.8884,1,712.9845,524.8625,3336.568,632.2037,1512.4971,1041.8387,449.2046,596.7644,960.2691,1330.349,1796.7616,1051.64,760.4202,6.4,20945.5731,16,10,1,0,0,846.81,0
0,1017.1222,3154.6072,962.2963,3361.7311,29.5,288,2,1881.59,911.2552,76,0,5014.6216,948.6259,1467,0,606.5571,831.2377,836.3726,1094.8565,1221.7416,1,768.0943,529.1868,3474.4956,722.9854,1557.8983,1045.7467,423.9261,612.7675,1011.8606,1452.8421,1820.3428,1211.884,806.2463,5.7,21718.1287,25,10,0,0,0,870.25,0
0,1036.9409,3201.6845,1000.0751,3438.853,29.6,409,0,1906.4499,929.6315,75,0,5101.8344,923.9757,1774,0,710.8904,826.9435,852.2332,1165.0221,1275.3223,1,698.7828,565.2524,3575.1176,832.8601,1603.3513,1085.7509,438.9858,603.2518,1102.6688,1453.7221,1946.7853,1319.8133,859.0195,6.8,22227.7981,21,10,0,0,0,876.16,1
0,1113.4716,3223.7848,921.0794,3380.757,29.5,410,2,1999.7516,952.6096,77,0,5143.9684,862.2531,1832,0,757.0479,819.1229,960.5937,1123.2765,1233.6076,1,730.5311,549.4819,3676.3255,951.3187,1602.9857,1046.0086,397.6918,623.2184,1009.73,1399.2744,1962.7418,1542.4641,896.0559,6.3,22389.5892,32,10,0,0,1,870.25,0
1,1048.7884,3406.5436,928.6023,3544.2895,29.4,480,2,2038.0259,985.0167,78,0,5325.2178,870.7017,2180,0,732.3373,881.2989,1097.2517,1101.1503,1337.9609,1,722.1102,568.0624,3781.3959,981.086,1623.722,1032.2663,404.5793,644.9872,1050.9311,1457.4426,1986.8872,1686.0861,827.2313,5.8,23163.5245,28,10,0,0,0,864.36,0
1,1041.7613,3431.2646,895.3986,3719.0981,29,580,0,2019.4453,972.6415,80,1,5334.3502,903.8749,2433,0,816.6878,894.5433,1208.6504,1077.0906,1323.024,1,704.7478,570.8601,3827.2788,954.9164,1678.8653,1060.811,426.0911,628.8608,1005.1081,1465.1208,2050.4082,1771.9899,814.8331,5.3,23525.8313,28,10,0,0,0,841,0
1,1020.5269,3647.6079,881.5007,3840.4374,28.7,590,1,2176.029,935.9615,82,0,5855.9246,900.3535,2570,1,747.7922,857.2697,1238.2336,1102.4738,1340.065,1,703.9105,539.612,3975.6605,1058.5162,1716.4043,1068.5454,432.0366,635.3645,964.1886,1458.3098,2032.2164,1859.2137,849.397,6.1,24702.5899,28,10,0,0,0,823.69,0
0,982.6098,3931.4326,897.5069,3956.9673,28.6,545,2,2183.5741,944.2159,83,0,6084.1927,878.9062,2365,0,667.2419,862.5514,1267.9928,1077.221,1267.6452,1,740.2976,558.6563,4042.5598,877.1945,1662.1299,1138.5097,413.9565,668.9813,975.7666,1407.6558,1987.7462,1975.149,841.3347,4.7,25256.2584,30,10,0,0,0,817.96,0
0,960.8327,4013.2206,881.4853,3976.3106,27.9,552,0,2157.4423,904.5109,91,0,6169.6989,863.7399,2432,0,541.3251,914.0434,1229.1553,1059.2041,1254.3286,0,702.0839,525.7307,4115.3414,741.9695,1661.8257,1110.8747,414.0969,677.681,920.2557,1361.5738,2018.3091,1947.3292,794.1009,6.2,25473.7224,44,10,0,0.7,0,778.41,0
2,962.3429,4215.4473,884.3198,3970.4433,27.7,483,0,2149.8709,875.9447,91,0,6300.4222,887.6383,2435,0,527.1053,859.9694,1279.5898,1028.4165,1246.4896,1,677.1917,579.5002,4151.0076,610.1308,1582.0463,1056.3793,421.1581,637.1837,873.4637,1382.0516,1910.6138,1828.1723,812.8435,6.1,25661.903,59,10,0,0,0,767.29,0
1,873.4491,4059.5091,853.8629,3908.1884,27.7,451,1,2121.3513,827.7398,89,0,6245.0326,835.5676,2322,0,554.8899,850.9098,1099.5025,1054.9608,1266.7824,1,685.7593,542.6571,4057.5188,567.1544,1466.2412,1084.9434,423.324,625.3052,859.9944,1388.3971,1859.9294,1586.5987,827.948,5.2,25106.1679,12,9,0,0,0,767.29,0
0,844.8907,3820.5126,816.7498,3819.509,27.7,431,1,2048.1444,808.9507,88,0,5984.874,816.8301,2112,0,472.511,799.667,935.19,1014.6973,1228.858,1,672.2911,537.1974,3971.5346,509.9163,1440.6351,1036.898,418.0548,633.495,820.1812,1342.5202,1873.5536,1365.0045,789.2471,3.2,24301.2835,14,10,0,0,0,767.29,0
0,702.8538,3498.178,748.5539,3705.0456,27.3,318,1,1962.7888,748.2102,91,0,5687.8641,798.6838,1211,0,389.1881,775.5911,700.3362,877.2182,1180.0103,0,616.102,469.2575,3877.8598,395.5898,1399.8876,952.6218,365.5284,561.8804,727.8649,1259.0334,1816.7327,1037.8125,634.517,2.8,23207.39,25,10,0,0.2,0,745.29,0
0,738.0852,3451.7761,741.6307,3789.3826,26.6,144,0,1936.476,768.7725,87,0,5662.6919,821.3989,312,0,400.6567,757.0735,635.5644,897.3278,1192.292,1,619.5234,457.1575,3921.4648,378.9358,1421.2392,971.8144,382.6842,535.1987,734.4823,1240.4132,1852.5449,962.6547,639.3896,3.1,23275.9887,31,9,0,0,0,707.56,0
0,777.9919,3416.2747,736.3333,3806.9931,26.4,77,0,1917.511,785.5803,85,0,5602.7078,794.4882,0,0,409.7355,773.0394,613.1337,902.0717,1232.9285,1,629.8208,460.974,3901.9987,379.0408,1423.056,959.5966,396.7465,553.5257,717.9965,1249.4397,1868.1031,926.3227,658.3828,3.5,23186.0841,12,9,0,0,0,696.96,0
0,735.4277,3327.6212,737.969,3744.2207,26.1,33,1,1882.7334,784.2794,87,0,5496.1536,804.2382,0,0,401.8639,753.0966,611.0069,894.5632,1249.1624,1,614.903,474.0527,3834.4412,364.8241,1408.8576,964.3366,391.708,547.8632,700.3752,1280.2181,1835.4148,899.7589,636.7479,2.5,22809.6606,28,9,0,0,0,681.21,0
0,755.1229,3265.2171,726.1811,3716.5101,25.8,29,1,1875.555,779.9571,88,0,5479.3606,791.2809,0,0,423.0564,742.5016,588.5644,907.3189,1231.9795,1,601.7321,468.508,3849.4656,382.3221,1369.5492,970.1171,405.4323,546.476,707.0851,1236.9937,1852.5917,898.3419,637.4468,2.8,22645.243,34,9,0,0,0,665.64,0
0,737.9356,3290.6091,714.9347,3696.9873,25.3,40,0,1860.859,763.7495,88,0,5462.0397,792.9202,11,0,401.3081,721.3798,605.3448,894.1588,1245.4912,1,613.9121,499.9839,3849.5968,409.8285,1358.3599,980.7029,416.5107,551.9837,731.3888,1263.4576,1842.2246,896.1758,624.1229,3,22624.134,28,10,0,0,0,640.09,0
0,712.9107,3253.6187,739.3215,3671.513,25,109,0,1885.2764,757.5154,87,0,5416.5271,786.2899,662,0,440.2705,737.0601,578.2062,905.8772,1216.5076,1,609.1598,481.7412,3875.8253,413.8785,1344.1681,979.0922,417.7281,538.8639,723.962,1281.4183,1825.541,822.2708,644.9393,2.9,22553.8879,20,9,0,0,0,625,0
0,753.5741,3127.4811,770.5031,3567.008,24.4,212,0,1886.8807,774.5385,88,0,5345.7777,839.3922,968,0,450.3131,776.2143,588.2986,960.1224,1271.2476,1,629.3488,521.6873,3834.1926,405.9837,1353.7527,999.0258,384.9287,576.9561,778.6823,1282.1079,1812.7539,774.0523,659.6176,3.3,22209.9546,28,4,0,0,0,595.36,0
0,862.4794,3052.3297,875.7332,3388.0384,24.1,474,0,1885.993,936.5193,84,0,5188.8588,909.4977,2586,0,479.6951,825.9699,514.7671,1095.9518,1313.3229,1,636.9488,508.2502,3618.14,409.5532,1434.8438,1095.9045,412.5359,617.4762,834.7629,1334.436,1791.1549,706.7076,749.0433,2.6,21693.7946,21,5,0,0,0,580.81,0
4,932.3847,2994.3366,950.3538,2990.5881,24.4,822,2,1747.8848,989.2685,84,0,4813.9603,951.5842,4306,0,422.7196,898.1255,554.2613,1118.7746,1371.8172,1,687.4547,541.083,3289.42,400.7005,1352.3004,1078.4144,466.7951,705.5861,866.4635,1295.0259,1624.3572,800.076,788.9253,1.5,20107.8733,13,7,0,0,0,595.36,0
2,1052.6818,2962.9961,949.0233,2775.0872,25.1,565,3,1644.0263,1075.77,81,0,4515.5993,1122.7103,2663,0,452.4824,895.5086,836.7176,1185.4694,1392.9784,1,729.2892,583.3072,3028.8469,405.7208,1351.85,1162.1888,491.0264,711.7381,977.9897,1305.4235,1676.1347,1065.4011,794.0069,2.6,19259.964,16,7,0,0,0,630.01,0
0,1118.5196,2979.7547,1009.1903,2720.859,26.2,414,13,1725.0077,1071.5488,73,0,4324.6962,1091.5034,1639,0,532.6569,896.1287,803.5634,1207.215,1295.896,1,763.3047,541.8993,3001.5622,426.8181,1362.4791,1173.8054,510.3879,731.8643,1075.921,1294.3503,1664.0568,1176.4983,840.9082,2.5,19072.766,15,6,0,0,0,686.44,0
9,1152.3276,3078.2634,997.699,2727.5357,27.3,391,6,1686.4995,1004.4011,70,0,4405.2147,1013.9452,1551,0,591.943,884.2667,813.9998,1152.9236,1231.9136,1,796.9034,575.0231,2935.8276,469.3068,1333.5937,1161.8039,489.0027,723.2204,1042.9486,1368.9619,1720.6861,1262.7712,831.4858,2.5,19256.5826,37,4,1,0,0,745.29,0
7,1212.0604,3207.7497,992.1444,2842.6751,28.2,447,2,1677.294,1044.8489,67,0,4570.9302,1023.1269,1631,0,471.393,921.8997,663.5651,1226.0617,1345.6916,1,769.5272,553.186,2906.3233,567.9782,1439.8105,1243.74,477.6669,708.2112,1048.0667,1362.2592,1755.3182,1242.2943,885.2256,2.4,19762.3602,29,5,0,0,0,795.24,0
2,1155.5528,3235.5709,1120.8098,2832.017,29.2,465,5,1609.9115,1128.4687,63,0,4586.971,1110.7823,1783,0,496.3423,1025.6636,652.7417,1286.7032,1368.3305,1,741.1601,644.7768,2989.5252,674.6795,1445.9822,1274.1112,510.0392,776.0774,1172.9494,1478.7127,1733.207,1307.9097,908.9256,2.8,19911.8975,32,3,0,0,0,852.64,1
1,1143.1992,3258.5169,1115.8691,2801.8283,29.7,521,7,1628.0583,1150.735,64,0,4856.6572,1081.2526,2019,0,472.836,1055.8891,706.5615,1275.4161,1299.1496,1,775.8875,641.9677,3009.4567,646.4687,1454.9231,1257.6643,513.175,719.6304,1167.103,1436.4878,1766.7581,1401.957,971.9919,2.9,20212.6864,32,5,0,0,1,882.09,0
3,1175.9453,3399.0341,1031.8494,2843.4817,29.8,613,2,1668.6287,1116.6093,62,0,5044.04,1075.2522,2255,0,494.7318,997.0294,821.8357,1283.3976,1401.1197,1,797.3645,601.8599,3109.8565,623.5812,1439.5473,1235.9393,518.8981,670.0692,1146.6324,1400.4996,1783.9914,1418.4762,962.6806,4.1,20689.0793,37,5,0,0,0,888.04,0
8,1151.4581,3340.924,991.0372,2912.9855,29.7,635,2,1754.9572,1173.5877,62,1,5184.1115,1077.6015,2572,0,527.4129,933.0127,910.4151,1300.6588,1394.9729,1,715.1373,595.6113,3120.5234,662.8207,1545.3611,1208.8906,516.7946,715.0618,1129.9602,1361.4461,1724.9698,1607.4141,899.1341,3,20945.2786,19,3,0,0,0,882.09,0
14,1139.9044,3640.1168,1027.7972,3033.788,29.9,844,0,1746.0824,1067.6559,61,0,5389.1665,995.7847,3600,1,463.6069,922.4207,946.5543,1252.9244,1353.0067,1,732.6045,543.1647,3290.0449,579.2619,1537.5042,1181.2521,455.512,715.7956,1073.0783,1468.0007,1771.0747,1752.4018,922.6291,3,21875.7782,32,1,0,0,0,894.01,0
7,1149.901,4059.0384,1031.9456,3407.2797,29.5,1021,3,2003.6437,1067.8218,61,0,6056.7618,960.674,3987,0,519.6486,926.4441,1174.387,1286.5111,1361.0354,1,733.8162,561.1174,3993.6354,587.0114,1718.2946,1281.3295,484.5181,690.8832,1078.3834,1447.3717,2064.244,1900.0779,884.0298,2.4,24750.2693,20,2,0,0,0,870.25,0
2,1099.9474,4426.653,959.9875,3759.7714,28.2,848,4,2140.533,1005.0523,65,0,6405.4891,962.518,2834,0,470.8307,906.3772,1188.9275,1242.1983,1370.7746,1,723.1947,562.2167,4214.2808,568.0907,1644.518,1193.1952,460.4172,668.2489,1025.5577,1487.0541,2047.0383,1877.0251,871.6112,2.1,26125.3377,26,2,0,0,0,795.24,0
1,1002.0477,4535.298,943.4201,3917.4502,27.1,661,3,2128.6812,995.7637,66,0,6578.532,901.473,2665,0,487.5149,939.8486,1176.417,1190.5184,1365.2509,1,734.3456,555.1338,4189.6509,635.5753,1589.5529,1232.4269,435.2016,634.8004,942.0891,1433.0898,2019.434,1769.6933,798.7095,1.9,26391.689,16,4,0,0,0,734.41,0
5,904.0577,4520.8888,899.9191,3947.1122,26.4,670,2,2101.3944,984.0956,73,0,6439.3399,881.9599,2769,0,515.5406,937.9452,1152.7278,1166.6063,1365.1366,1,724.8804,578.849,4246.7303,532.456,1599.4122,1152.0593,407.3355,658.6209,877.5567,1375.9155,1974.6067,1538.1021,787.5865,1.8,26205.4,6,2,0,0,0,696.96,0
2,886.1786,4222.2019,852.1045,3910.6865,25.5,592,0,2067.72,885.5206,77,0,6183.305,785.7768,2630,0,492.319,891.2051,1018.0856,1081.8853,1330.121,1,679.8434,534.753,4148.3014,491.351,1598.1351,1084.3474,398.0554,607.2075,872.6828,1381.9981,1979.7573,1245.0341,759.4067,1.6,25492.1053,10,3,0,0,0,650.25,0
2,766.2013,3860.8118,764.976,3775.3313,24.9,393,0,1995.4302,781.3775,81,0,5805.751,786.9216,1589,0,368.3666,747.9637,819.8011,949.9527,1210.2936,1,636.2385,475.316,4056.8627,397.2239,1436.3665,993.1008,365.3874,525.8151,756.1029,1315.6731,1943.2995,986.5278,655.1038,1.2,24189.5261,12,3,0,0,0,620.01,0
