"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-05-15 12:",3571,3,20.5,0,2.7,26,0,3,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,775.1438,357.7585,1255.5225,3583.8845,3450.3112,2031.8622,1675.9243,1148.755,1104.6554,835.414,873.8319,612.6058,413.1424,728.084,840.3037,390.2345,1526.1905,5153.2386,3592.7884,1998.9687,1605.3068,999.1716,894.5307,899.4326,821.6059,740.7852,548.4054,1203.4331,381,1963,6377,6099,3463,3502,3540,3266
"2022-06-20 19:",3571,15,28.2,0,2.6,62,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,584.6416,269.8345,2000.9993,5296.0259,4034.3195,2183.4985,1700.4611,1319.7402,1362.7925,1172.2009,941.1808,711.1882,445.456,884.8779,519.5259,241.2663,2429.6173,7562.3976,4358.5099,2187.4901,1435.1183,1045.8059,1123.0618,988.9631,960.7515,829.7253,558.5362,1398.2671,798,2965,6377,6099,3463,3502,3540,3266
"2022-02-22 13:",3571,4,-0.6,0,4.1,34,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,543.9451,251.0512,752.3086,3276.2677,3071.9221,1733.3156,1518.5981,1286.9503,1383.8872,1209.3181,1135.3986,810.5384,582.9963,946.376,464.442,215.6853,1194.5671,4708.3105,3170.6127,1914.2047,1518.7613,1226.4653,1227.8436,1189.8705,1144.9151,824.6158,696.3197,1464.8279,455,1764,6377,6099,3463,3502,3540,3266
"2022-10-22 16:",3571,12,20,0,3.5,57,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,780.6016,360.2774,1117.4958,3709.9503,3749.1077,2215.7158,1779.0519,1279.5674,1091.7351,977.0979,936.493,642.2427,476.0976,845.8936,1008.1955,468.2027,1704.7639,5725.384,4161.3503,2294.547,1653.2197,1121.8825,1148.0844,1020.2991,910.6364,764.9253,604.6498,1251.866,754,3933,6377,6099,3463,3502,3540,3266
"2022-05-26 21:",3571,12,18,0,3.6,55,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,494.8729,228.4027,1961.9276,5232.428,4208.0415,2207.4152,1775.6099,1220.2929,1087.0091,997.9456,924.6414,668.3098,464.4326,870.267,525.3598,243.9755,2412.0681,7407.927,4503.3055,2323.3339,1468.3785,1016.4326,948.0687,917.1049,825.4374,752.029,621.047,1406.842,647,3565,6377,6099,3463,3502,3540,3266
"2022-06-18 05:",3571,0,22.2,0,1.2,84,0,6,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,425.3376,196.3095,955.2814,4038.2207,3820.9397,1867.5088,1365.4924,967.2347,1012.8578,809.5759,755.1151,503.7456,398.114,822.8109,391.8157,181.9583,1160.2653,6329.2628,3905.3259,1950.2831,1267.6816,808.0782,832.6625,744.8192,657.9103,676.017,539.4959,1224.4382,152,803,6377,6099,3463,3502,3540,3266
"2022-04-16 03:",3571,0,8.7,0,2.2,63,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,398.5851,183.9625,857.2471,3827.459,3704.7059,1920.2399,1299.8887,879.2738,985.3379,774.7515,718.7396,519.7553,430.0695,788.8002,341.1844,158.4449,1160.5118,5777.4676,3748.5137,1982.069,1287.7176,726.0563,775.4787,752.1724,666.8678,626.4143,534.6039,1148.64,27,0,6377,6099,3463,3502,3540,3266
"2022-08-23 19:",3571,16,27.3,0,3.5,57,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,545.7559,251.8872,1117.2455,4412.596,3641.9289,2198.6574,1703.803,1230.7532,1283.9793,1065.7686,985.0355,719.622,465.2184,813.539,558.8249,259.5164,1834.4739,6415.0173,4469.8616,2273.7406,1451.9357,1022.6932,1229.4139,975.1111,897.6875,759.9902,577.2681,1413.6632,823,2897,6377,6099,3463,3502,3540,3266
"2022-11-16 09:",3571,13,6.4,0,0.9,98,0,3,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.8031,268.5242,887.0849,3918.7543,2962.7741,1588.1316,1429.1338,1115.2553,1319.8894,1044.721,1007.5067,689.7494,496.4647,955.4572,344.2664,159.8762,1032.7796,5808.9666,2975.0019,1589.7442,1315.7107,1086.5149,1015.7965,998.0439,830.1758,781.3638,609.6743,1369.9698,579,3157,6377,6099,3463,3502,3540,3266
"2022-03-09 08:",3571,3,2,0,2.8,95,0,7,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.3518,187.547,784.7029,3375.3505,3545.8514,1806.3649,1279.0654,972.2223,1009.2206,737.9825,783.8184,554.0873,436.2004,841.3075,382.1661,177.4765,1080.2451,5384.1292,3662.3252,1896.9967,1258.7968,821.5351,811.4162,753.9088,655.8658,641.1256,565.5911,1206.7951,222,1058,6377,6099,3463,3502,3540,3266
"2022-12-14 12:",3571,0,-7.7,0,4.8,45,0.3,0,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,527.839,243.6175,1330.2382,4536.0766,3031.2284,1720.8521,1491.9003,1104.1775,1240.3222,1041.6682,1047.9615,687.0706,512.0461,898.8302,641.8817,298.0877,1698.825,6352.2962,3246.6442,1766.4934,1380.2097,1141.2759,1287.7873,1047.1574,981.9843,831.1746,605.1827,1349.2095,452,1942,6377,6099,3463,3502,3540,3266
"2022-10-25 23:",3571,10,9.8,0,1.7,66,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,379.4411,175.1265,927.5381,4194.0279,3920.4008,1994.346,1417.5578,995.3282,1038.0838,872.9076,791.3958,516.5083,367.528,766.0584,380.2377,176.5808,1250.8575,6673.4976,4100.7485,1962.4027,1380.5422,732.5858,831.3243,743.2469,667.522,641.7994,517.8403,1245.0684,404,1524,6377,6099,3463,3502,3540,3266
"2022-06-29 20:",3571,0,25.3,4.7,3.4,97,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,604.6401,279.0642,1394.0666,4623.7668,4016.6981,2123.3522,1730.7761,1188.4119,1199.6252,1001.3165,947.0318,659.5592,457.3405,839.818,415.9632,193.1718,1750.5479,6826.6216,4310.2599,2131.7847,1514.1198,1011.7133,1024.7352,920.9067,830.1442,768.5768,592.6667,1385.6101,664,3034,6377,6099,3463,3502,3540,3266
"2022-09-23 06:",3571,2,15.6,0,2.3,83,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.1399,183.295,778.5948,3766.5087,3576.4589,1951.5261,1405.7716,919.3478,1078.8551,843.4787,801.7212,586.0141,425.1915,784.0378,392.1479,182.1124,1061.5325,6156.3158,3961.5348,1920.8828,1391.8931,818.8125,849.1378,870.0429,721.4446,617.6306,574.6455,1230.4823,249,981,6377,6099,3463,3502,3540,3266
"2022-03-08 00:",3571,3,2.1,0,0.3,47,0,7,129.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.9488,207.6683,775.6058,3455.3277,3665.4519,1893.2022,1265.2073,880.5309,1043.4254,739.7001,722.6897,570.8328,421.3967,860.7543,322.2824,149.6672,1116.0347,5684.9079,3797.2972,1929.2863,1271.3452,796.0282,741.4392,729.4375,639.111,623.0459,534.1844,1190.3933,215,2,6377,6099,3463,3502,3540,3266
