"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-10-21 12:",592,7,17.8,0,2.4,42,0,7,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,488.4658,225.4453,1279.7956,3926.7021,2920.4405,1756.8934,1505.4027,1192.0863,1310.0976,1058.5663,1043.899,702.7247,459.4756,967.8365,419.0683,194.6142,1460.9146,5789.8799,2984.2631,1663.1114,1496.6605,1134.5189,1198.9169,1056.3259,972.1338,749.5117,629.3421,1254.9417,449,1957,6377,6099,3463,3502,3540,3266
"2022-07-28 10:",3860,0,29.4,0,2.2,64,0,2,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.9934,252.458,623.3211,3150.066,2649.8167,1644.1052,1440.7981,1101.3768,1204.1887,1041.72,1070.8215,673.5102,464.3714,904.8014,466.9197,216.8364,856.99,4706.733,3035.4745,1570.2572,1332.8026,1000.019,1086.3002,1032.601,943.8086,765.4981,549.855,1390.388,387,1738,6377,6099,3463,3502,3540,3266
"2022-11-22 00:",3860,2,9.5,0,0.5,82,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.8401,172.5413,868.5617,4030.0767,3847.3022,1945.7892,1431.3531,876.0712,1123.5257,832.7222,740.0068,541.3211,386.4008,789.7714,371.9066,172.7122,1136.2549,6660.7243,4189.8806,1891.0045,1260.3675,724.8132,783.2514,765.319,669.768,632.7734,504.2054,1210.2512,152,320,6377,6099,3463,3502,3540,3266
"2022-09-18 16:",591,1,32.4,0,2.4,56,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,781.1291,360.5209,1319.5618,4190.0848,3825.2695,2197.3065,1570.4126,1158.9071,1126.738,946.2117,839.7358,563.9378,429.0764,827.9383,941.8913,437.4114,1708.5384,6173.1325,3989.9332,2041.306,1509.8362,1020.6358,1050.1593,907.9882,850.7599,706.8698,539.3802,1206.9374,561,2829,6377,6099,3463,3502,3540,3266
"2022-05-20 10:",3579,1,21.9,0,2.3,52,0,2,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.7566,461.4255,1403.4581,3682.0118,2877.4689,1681.9227,1474.1451,1190.9927,1359.6907,1176.2484,1062.4192,689.6047,524.4313,1064.644,666.4833,309.5127,1690.9772,5469.8041,3025.7853,1765.6084,1509.7952,1195.892,1182.5374,1083.1785,939.2109,853.0938,658.9385,1413.1303,392,1798,6377,6099,3463,3502,3540,3266
"2022-12-11 13:",3582,2,5.5,0,1.9,39,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,761.0786,351.2667,1113.2894,3967.3981,3550.7969,2082.2464,1689.1715,1146.0121,1241.4552,853.6483,794.2187,658.9372,459.499,810.979,859.3031,399.0575,1490.36,5896.4444,3865.2319,2095.5212,1624.0935,1077.0006,1074.6823,948.6932,800.0716,730.5455,585.318,1186.7778,504,2748,6377,6099,3463,3502,3540,3266
"2022-07-08 14:",3569,7,27.3,0,2.8,78,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,770.618,355.6694,963.437,3454.4138,2828.2933,1635.5231,1508.796,1268.937,1283.1474,1161.5199,1090.9812,667.3571,495.2687,962.2791,743.6531,345.3502,1318.3706,4759.1809,2967.655,1809.8049,1410.1717,1148.0889,1176.7743,1009.5577,1102.6739,789.6489,625.3882,1384.4541,541,2134,6377,6099,3463,3502,3540,3266
"2022-05-02 19:",3571,12,16.3,0,2.9,38,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,512.0767,236.3427,2086.6809,5399.1512,4033.1499,2123.3948,1790.0124,1366.8623,1381.2923,1085.1374,983.3394,641.8896,521.9324,932.8845,495.2814,230.0072,2744.2913,7559.1475,4401.4492,2204.7672,1604.1467,1054.2736,1096.2533,1067.8719,1028.996,765.0756,636.723,1310.2765,813,3261,6377,6099,3463,3502,3540,3266
"2022-09-10 08:",3860,1,19.8,0,2.2,59,0,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,586.9774,270.9122,404.4883,1953.8768,1929.4377,1205.4449,938.1008,791.6434,879.5286,719.775,691.5913,506.0273,325.6822,804.4385,425.1342,197.4307,701.1624,3310.8266,2030.1056,1176.4177,995.3069,654.2959,717.8461,763.5606,574.1283,527.6372,461.1851,1065.1232,143,634,6377,6099,3463,3502,3540,3266
"2022-04-04 01:",3508,0,7,0,1.2,71,0,7,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.3291,203.2285,904.0299,3729.4253,3727.7888,1902.3567,1318.34,912.8331,952.2935,729.8469,746.0287,517.1423,400.6121,794.698,349.8631,162.4755,1123.4323,5787.147,3747.1154,1881.1644,1203.4335,743.317,741.0491,708.6056,600.2823,602.411,535.6598,1194.8869,51,0,6377,6099,3463,3502,3540,3266
"2022-06-05 19:",591,2,21.6,0,2.7,59,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,626.8932,289.335,1840.9607,5265.5125,4727.7164,2453.4709,1701.3789,1155.7604,1187.292,1003.7936,824.7549,665.2756,465.7058,919.2756,732.6416,340.2365,2303.1749,7506.1462,4537.7877,2090.5668,1484.7583,1061.3319,1043.7046,977.3664,838.0393,703.3532,603.5235,1343.0061,453,2497,6377,6099,3463,3502,3540,3266
"2022-10-23 17:",3579,6,17.1,0,3,32,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,756.2322,349.0298,1418.6571,3863.9582,3841.1472,2182.1694,1586.7313,1072.1916,1156.8404,965.5565,906.437,586.3673,411.3228,760.9002,835.7442,388.1168,1759.4355,6009.4031,3989.4784,2027.3316,1487.5546,1034.2684,1007.5262,775.3615,796.3887,707.9676,505.2939,1207.4785,542,2741,6377,6099,3463,3502,3540,3266
"2022-03-19 10:",3860,0,1.2,0,2.9,98,0.6,10,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,493.2289,227.6442,905.5486,3272.565,3336.1929,1945.1927,1456.8171,948.9691,1031.1567,838.4232,858.6634,667.8906,474.8785,849.6979,390.1671,181.1922,1095.5282,4915.3794,3531.8296,1811.5307,1354.6058,947.5274,900.4284,757.3557,799.0339,661.4245,575.9022,1250.8708,316,1238,6377,6099,3463,3502,3540,3266
"2022-03-27 02:",3571,2,7.9,0,1.1,64,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405.4019,187.1078,730.9404,3568.33,3567.2741,1823.5084,1317.1656,893.1121,982.4172,772.0701,814.2968,494.0913,394.1399,829.1136,314.5298,146.067,1011.8067,5415.0842,3571.1727,1758.3401,1269.1015,753.1092,828.4986,770.0008,623.1863,604.5112,536.1459,1195.093,11,0,6377,6099,3463,3502,3540,3266
"2022-08-23 23:",3571,6,23.5,0,0.1,70,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,425.6277,196.4433,770.0515,3993.8286,3813.4406,2014.7838,1425.8719,988.1763,1006.3005,817.5812,784.9321,578.019,393.5733,813.2548,419.6248,194.8723,1115.1057,5901.4947,4092.2239,1905.7338,1243.0106,774.7786,805.4437,781.8581,717.7464,648.1675,481.9279,1211.2811,388,1599,6377,6099,3463,3502,3540,3266
"2022-04-04 21:",591,0,9.4,0,2,37,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,485.2984,223.9835,1724.7199,5077.5445,4276.0808,2217.8846,1595.3715,1251.2167,1140.7422,969.4593,855.556,604.4377,516.3051,903.6902,455.6944,211.6229,2179.7163,6922.9087,4130.7677,2022.9698,1431.8174,934.5442,945.8668,867.3164,820.8243,702.0173,628.5283,1225.3507,589,2694,6377,6099,3463,3502,3540,3266
"2022-10-30 16:",3569,18,20.1,0,1.5,44,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,652.7481,301.2674,1195.294,3813.0634,3737.7811,2110.7079,1616.8968,1225.2521,1103.9265,893.4509,772.9326,525.1611,407.1837,826.7608,981.6047,455.8543,1726.6104,5772.5349,3949.9188,2070.5285,1463.6235,959.0988,1044.2619,914.1062,800.9211,646.7889,585.2672,1267.0088,655,3774,6377,6099,3463,3502,3540,3266
"2022-07-23 17:",3860,0,26.1,0.5,2.8,78,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,594.4192,274.3471,1267.8355,4004.2089,3987.4806,2050.9027,1597.7425,1146.4995,1054.3661,922.0429,884.4465,610.8835,429.2821,858.3228,850.6262,395.0283,1805.2469,5724.7353,4245.5012,2021.6094,1435.673,1077.1122,1076.3135,926.9983,957.9278,708.5466,534.8385,1255.0876,747,3197,6377,6099,3463,3502,3540,3266
"2022-08-28 07:",500,2,16.4,0,1.4,82,0,4,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422.5837,195.0382,709.2504,3557.2937,3501.3882,1769.6883,1277.1297,920.45,967.525,797.8677,781.7378,551.0872,372.3694,727.0239,475.4286,220.7874,1027.5146,5652.6703,3615.3471,1773.714,1229.0971,728.2193,749.0779,745.2521,658.7638,594.2518,478.3045,1094.8355,195,941,6377,6099,3463,3502,3540,3266
"2022-03-30 21:",3860,3,11.6,0,1,86,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.1629,224.3823,1900.2221,4875.7252,4098.4299,2147.4671,1646.1104,1187.9575,1200.8581,990.7538,859.4638,577.9933,479.8355,882.5851,428.0446,198.7827,2169.5526,6904.6093,4217.9798,2000.4658,1453.5553,879.753,942.6153,908.6954,786.1025,696.0404,588.6729,1248.4124,528,2594,6377,6099,3463,3502,3540,3266
