"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-07-01 14:",553,1,30.2,0,3.3,65,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,488.8488,241.7291,292.596,411.4198,455.208,445.6243,581.6431,544.6436,522.3148,522.5821,556.4081,427.3264,321.0134,662.9046,394.1244,191.255,248.2811,392.9969,431.1774,529.1986,551.0571,464.4185,587.5561,596.3572,715.2651,498.6798,450.2903,1222.2061,307,414,6377,6099,3463,3502,3540,3266
"2022-05-23 09:",553,0,21.3,0,1.7,72,0,2,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.6354,180.8018,165.3648,384.3561,502.1701,482.0926,549.2428,511.8684,535.2071,469.0488,522.6358,427.513,241.2388,629.189,361.004,175.1826,204.2885,465.239,468.4407,615.3742,583.8493,485.7295,600.3644,598.042,718.0192,512.467,490.8067,1046.7739,342,989,6377,6099,3463,3502,3540,3266
"2022-11-05 14:",553,2,12.3,0,2.9,26,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,444.8055,219.9501,289.4405,394.9701,541.578,555.3265,572.7831,563.6791,534.0994,552.8656,575.7597,402.5286,301.4697,675.3092,446.0468,216.4507,236.7451,459.995,518.8831,567.4458,612.2758,452.471,615.5104,568.6243,685.4766,505.0531,430.967,1095.4639,335,508,6377,6099,3463,3502,3540,3266
"2022-02-02 08:",553,0,-5.4,0,2.8,82,0.5,2,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.6119,273.7539,320.5182,462.9646,671.4882,681.6754,784.2812,634.7981,630.2787,656.8722,617.1624,510.7347,336.857,738.4174,399.6719,193.9468,313.9106,517.7703,533.4736,697.8481,575.4059,553.6231,715.7447,618.9473,748.9991,565.7075,489.7606,1094.7977,107,176,6377,6099,3463,3502,3540,3266
"2022-07-15 08:",553,1,24.1,0,1.9,85,0,8,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.7275,215.9561,202.6999,380.7124,565.3311,555.8071,616.8,515.5084,534.177,529.7845,522.071,446.339,278.8589,624.94,418.2405,202.9574,236.7973,509.6077,551.6036,689.5676,602.6501,529.1794,628.7186,607.2279,720.7706,532.7072,445.9858,1045.592,547,1872,6377,6099,3463,3502,3540,3266
"2022-09-16 11:",553,2,27.8,0,3.1,67,0,7,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8143,183.3626,191.7209,333.4204,482.0026,457.827,554.5615,460.1653,564.2893,533.8642,574.4297,416.4749,246.0193,569.7322,396.2008,192.2623,194.8714,424.5978,514.9664,561.5138,573.1183,463.4562,632.5808,560.8967,741.9253,521.9429,432.5818,1101.6047,270,470,6377,6099,3463,3502,3540,3266
"2022-11-13 07:",553,0,9.8,0,3,91,0,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,485.543,240.0945,280.8646,451.1921,655.4482,744.7193,691.1221,607.7499,562.3026,519.4422,659.2725,488.6211,343.4948,663.7704,431.3695,209.3285,310.7427,570.8942,663.0541,704.6326,723.8836,500.0285,639.5376,628.6822,732.0263,542.7898,444.8522,1076.0663,98,191,6377,6099,3463,3502,3540,3266
"2022-07-28 16:",553,1,34,0,1.8,52,0,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,575.2655,284.4608,251.1231,390.1458,519.7202,475.5221,539.8538,550.3112,546.5309,545.2459,590.3436,460.5945,324.5287,688.236,450.611,218.6659,287.2124,430.7677,454.978,591.0395,607.2764,483.9885,605.7639,643.8594,729.1109,578.159,503.1649,1253.4007,223,478,6377,6099,3463,3502,3540,3266
"2022-04-09 09:",553,1,14.1,0,0.5,60,0,8,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,517.4466,255.8704,308.4849,456.3749,697.1204,600.9659,643.4312,613.6746,588.611,508.833,562.8854,499.3988,263.145,624.2296,458.4731,222.4809,241.6368,516.4716,533.3564,671.2518,641.649,541.3064,660.2934,596.1265,749.8409,542.99,432.7531,1045.2358,270,647,6377,6099,3463,3502,3540,3266
"2022-03-11 06:",553,0,5.4,0,2.2,62,0,6,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.6698,257.4643,294.9101,433.0652,673.6893,739.4986,716.3464,605.6704,553.4503,602.7443,595.2391,463.0068,323.1056,658.8089,455.23,220.9074,271.7619,536.8498,697.5487,823.7761,661.6683,552.2133,668.4064,649.5722,812.3091,520.4853,463.3667,1107.1044,208,461,6377,6099,3463,3502,3540,3266
