"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-01-01 20:",500,1,-1.6,0,0.9,47,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,480.8395,221.9256,1990.2825,3809.3629,3987.5885,2022.8202,1425.254,971.6193,1046.1585,838.2168,864.8032,558.3138,438.4032,746.3631,505.39,234.7017,2174.8429,5054.2346,3458.2767,1734.4228,1213.1176,840.3534,908.8601,756.7894,742.736,680.7566,562.3245,1215.1594,482,3216,6377,6099,3463,3502,3540,3266
"2022-01-01 21:",500,0,-2.4,0,2.1,49,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,554.185,255.7777,1010.5843,2966.0381,3306.7813,1845.7715,1368.3173,890.7127,1025.4351,816.4539,802.2568,546.7402,424.2162,756.3511,380.3577,176.6365,1027.2487,4384.5668,3166.2979,1643.6693,1187.2465,796.9554,866.2712,779.8195,757.9299,675.7285,561.7106,1241.576,634,4686,6377,6099,3463,3502,3540,3266
"2022-01-01 22:",500,1,-2.5,0,1,49,0,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,514.7113,237.5586,665.6039,2697.6954,3215.2554,1777.7479,1298.3517,862.1241,974.7318,801.8453,810.0397,568.5069,442.2193,751.4911,388.5686,180.4501,752.5396,4242.8454,3115.3854,1664.3515,1215.4682,782.2246,842.5428,794.7583,727.5439,695.5734,524.8618,1222.1237,340,1294,6377,6099,3463,3502,3540,3266
"2022-01-01 23:",500,3,-2.6,0,0.9,52,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,461.283,212.8995,515.973,2496.8181,3131.7732,1621.3565,1229.9252,818.7908,895.2271,730.9854,759.3371,509.645,404.4098,784.51,300.0897,139.3609,637.14,4208.4572,3002.7874,1629.9731,1097.3711,646.9265,746.8139,672.8306,622.0597,611.6483,501.4084,1108.3629,124,312,6377,6099,3463,3502,3540,3266
"2022-01-02 00:",500,1,-2.8,0,2.3,55,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459.8054,212.2175,527.3301,2528.0976,3054.5089,1649.3404,1254.9868,791.2885,906.0489,725.6719,728.0094,491.5773,416.2185,770.8469,330.7562,153.6023,598.9934,4230.2852,2960.1867,1675.7792,1067.6567,643.7032,749.1479,677.3715,629.466,629.755,493.9842,1148.3885,36,2,6377,6099,3463,3502,3540,3266
"2022-01-02 01:",500,1,-2.9,0,2.1,57,0,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,471.4803,217.6059,506.7215,2550.0382,3069.2582,1676.1082,1252.7303,827.1632,886.2969,745.1448,726.0669,494.3149,398.5573,763.9788,341.9429,158.7973,607.0678,4255.3486,2997.0907,1656.4244,1080.3975,685.7243,770.2866,682.0035,619.1185,615.1559,510.7964,1135.7623,13,0,6377,6099,3463,3502,3540,3266
"2022-01-02 02:",500,0,-2.6,0,1.9,57,0,8,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,492.5551,227.333,524.8589,2538.5105,3066.2662,1675.8869,1256.0014,817.9012,875.2236,744.1317,726.8703,496.8338,406.412,745.4565,344.1256,159.8109,588.4983,4273.9491,3008.6295,1641.1874,1060.8378,660.4695,754.7675,689.4129,589.0645,622.665,484.6168,1126.2161,19,0,6377,6099,3463,3502,3540,3266
"2022-01-02 03:",500,0,-2.1,0,2.5,56,0,9,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445.0988,205.4296,526.9761,2514.5834,3082.9688,1698.6529,1213.0688,803.6301,904.0857,750.5879,716.3295,500.0517,417.9578,737.3836,355.3955,165.0447,605.8067,4276.3212,3002.3673,1675.377,1080.4464,659.0926,739.2058,697.1884,595.6035,619.0804,487.8129,1136.0043,8,0,6377,6099,3463,3502,3540,3266
"2022-01-02 04:",500,0,-1.9,0,2,55,0,8,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,434.6023,200.5852,544.9547,2554.3603,3061.9827,1704.6129,1205.585,796.9997,899.1318,728.445,714.0956,501.2277,414.0992,748.4007,338.3259,157.1177,637.0526,4266.5884,2968.2033,1678.664,1103.7989,660.6537,754.1053,679.593,581.9424,635.7418,482.6152,1123.3199,12,5,6377,6099,3463,3502,3540,3266
"2022-01-02 05:",500,0,-1.9,0,2.3,56,0,9,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.9007,190.5695,548.4396,2545.7365,3049.3064,1695.6564,1224.7163,821.4094,906.7302,731.1179,713.7302,510.728,426.0584,747.7826,324.6109,150.7487,665.0012,4218.3895,2984.2089,1659.9689,1075.489,647.9535,731.9394,675.7104,595.7291,635.9868,511.8701,1157.4969,37,161,6377,6099,3463,3502,3540,3266
"2022-01-02 06:",500,0,-1.9,0,2.5,66,0.1,9,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420.7984,194.2145,574.8667,2542.303,3031.7595,1690.2626,1212.6061,799.429,925.2835,746.232,713.4863,517.5398,431.7673,759.6752,324.349,150.6269,639.7209,4248.1746,2973.5895,1668.6876,1073.0664,661.6567,746.2945,680.5979,601.7095,658.7549,538.8868,1164.5989,56,246,6377,6099,3463,3502,3540,3266
"2022-01-02 07:",500,0,-2.2,0,2,81,0.5,9,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,414.7436,191.4201,549.6872,2469.1511,3039.5463,1655.5987,1199.5701,824.9195,907.0188,698.9761,734.231,517.8935,438.3799,754.8039,314.2971,145.9589,619.3514,4174.7932,2932.8963,1639.6134,1086.8994,666.1195,735.9822,680.5075,620.8738,629.731,534.7857,1183.6856,85,416,6377,6099,3463,3502,3540,3266
"2022-01-02 08:",500,0,-2.2,0,2,83,0.5,8,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449.7321,207.5685,566.1793,2445.8786,2979.8742,1677.396,1186.7689,872.3767,891.3126,687.7629,772.8655,530.9345,445.4824,734.9286,317.0563,147.2402,582.732,4060.9573,2869.5038,1686.3704,1089.1511,683.126,738.8499,691.9868,641.7601,650.1473,537.8985,1176.5494,171,789,6377,6099,3463,3502,3540,3266
"2022-01-02 09:",500,0,-1.9,0.3,1.4,82,0.4,8,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,457.7015,211.2466,518.2788,2399.9479,2847.3887,1660.2613,1219.8663,834.134,880.3636,685.5117,776.3128,516.6764,456.9606,686.8144,373.4072,173.4091,589.3282,3916.1752,2790.5682,1644.2672,1116.403,719.6571,762.4441,730.6254,678.2829,630.4952,534.122,1159.131,188,1035,6377,6099,3463,3502,3540,3266
"2022-01-02 10:",500,0,-0.8,0,0.7,81,0.3,7,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,493.107,227.5877,575.6963,2348.6809,2849.6423,1654.5955,1245.1284,853.3559,971.919,739.2145,794.1095,530.3676,469.9947,732.5448,387.6929,180.0431,632.6776,3896.1996,2789.9729,1647.9914,1119.7084,752.7486,785.2918,793.803,708.6192,686.5591,529.7216,1192.8083,186,980,6377,6099,3463,3502,3540,3266
"2022-01-02 11:",500,0,0,0,3.3,80,0.2,8,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,565.0802,260.8058,637.0834,2428.9893,2874.238,1704.4265,1312.0558,943.8775,1014.5956,776.9283,785.4998,536.7211,427.9908,742.5658,359.1147,166.7717,704.0107,3902.4411,2823.5763,1610.8288,1237.3767,803.0257,816.1618,808.333,764.3561,649.8822,532.8006,1304.3411,220,1083,6377,6099,3463,3502,3540,3266
"2022-01-02 12:",500,1,1.4,0,2.4,74,0,6,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,569.5927,262.8889,774.3842,2553.8709,3096.9322,1808.7333,1358.0544,973.1295,1052.0858,842.0146,805.2971,529.9763,428.0588,693.9417,536.9017,249.3356,848.3786,4098.2867,3010.0309,1666.6389,1245.0799,881.6837,866.4332,803.6848,743.7875,646.2579,541.7407,1288.6323,251,1307,6377,6099,3463,3502,3540,3266
"2022-01-02 13:",500,1,1.4,0,3.6,67,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,815.6734,376.4642,808.9133,2719.6056,3235.9751,1888.7752,1387.0997,1029.1762,1044.7225,869.0742,808.177,532.6915,408.0048,755.5868,818.0814,379.9147,983.88,4258.0445,3205.7348,1715.4634,1306.1918,952.7356,935.6483,821.4102,777.4661,658.2622,533.556,1370.8558,343,1489,6377,6099,3463,3502,3540,3266
"2022-01-02 14:",500,2,2.4,0,3.5,55,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,817.1264,377.1347,1002.3004,2882.892,3349.7157,1954.7321,1497.7037,1062.4139,1137.1555,883.5678,804.7556,521.6277,408.1565,756.9006,878.6592,408.0468,1331.7228,4481.4933,3361.0543,1794.8592,1320.17,992.1802,968.025,846.7926,833.2126,654.9396,603.1208,1245.7425,367,1618,6377,6099,3463,3502,3540,3266
"2022-01-02 15:",500,2,2.5,0,3.3,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,864.6418,399.0647,1297.0896,3120.7859,3486.664,2063.8073,1445.9994,1109.1937,1091.4846,853.4059,807.2075,519.9179,428.9827,773.9112,939.6766,436.3829,1688.3151,4712.0271,3529.1173,1830.8999,1303.2258,994.0372,954.9945,846.7644,823.7659,629.5059,596.9327,1216.4534,388,2054,6377,6099,3463,3502,3540,3266
