"timestamp","spot_number","return_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-06-12 20:",542,9,24.9,0,2.5,62,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1096.9685,596.6326,1205.2685,1030.9426,1177.0187,1088.0095,1303.011,1253.7489,1430.3941,1235.8664,1111.6178,788.6906,672.0716,1061.983,1736.1957,907.4871,1388.1927,1167.3728,1279.7617,1157.3212,1242.4776,1268.9946,1683.7696,1297.7083,1204.8871,1113.3573,724.8904,1539.7477,365,1457,6377,6099,3463,3502,3540,3266
"2022-06-13 09:",542,5,23.5,0,3.2,73,0,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.7208,422.9965,461.486,973.6153,1100.9297,1030.2471,1218.2629,1177.9963,1323.0969,1178.3743,1042.2997,825.7861,593.9427,1185.0083,974.7309,509.4795,518.5654,1028.892,1169.47,1150.6881,1306.7007,1340.6271,1515.1577,1289.7818,1307.5347,1128.7806,735.8453,1828.032,309,3246,6377,6099,3463,3502,3540,3266
"2022-12-12 17:",542,1,4.8,0,3.1,83,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1408.0956,765.8516,1127.0469,855.9822,1113.845,1121.4785,1524.8262,1275.1313,1441.6424,1340.6606,1170.1402,894.5197,566.0506,1187.1139,1656.2618,865.7069,1169.6465,1074.8094,1307.0482,1182.4693,1456.1303,1284.8543,1616.668,1439.4612,1362.117,1148.9722,820.5666,1543.2924,510,2450,6377,6099,3463,3502,3540,3266
"2022-07-04 08:",542,8,28.1,0,1.8,78,0,4,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.162,358.5134,584.1094,962.4255,1024.4768,993.8321,1120.5366,1156.782,1246.5983,1032.9118,959.5522,750.8613,579.5864,967.7771,844.6216,441.4731,667.1874,1018.9853,1243.5283,1148.6277,1201.5604,1137.8354,1468.4621,1116.9803,1157.9632,1077.3869,706.1539,1638.206,467,5058,6377,6099,3463,3502,3540,3266
"2022-01-13 06:",542,0,-7.2,0,1.1,52,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.0698,569.4928,885.2858,806.2471,872.0486,985.1158,1191.6626,1129.5234,1240.0382,1219.4527,1099.0394,856.3963,604.3014,954.7502,1352.3421,706.8522,1033.3376,943.9699,1136.0152,1080.9785,1206.0707,1185.878,1479.4067,1204.5062,1206.3083,988.5141,706.2974,1466.5581,91,916,6377,6099,3463,3502,3540,3266
"2022-08-29 11:",542,0,20.4,0.1,2.3,87,0,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,711.0846,386.7534,524.0552,952.9529,994.4019,1009.348,1268.7,1192.6518,1250.8874,1181.7046,1062.1148,769.3126,552.8936,986.7088,866.7347,453.0309,576.22,1032.9587,1146.2041,1145.5823,1224.5512,1114.8472,1473.9424,1211.4399,1235.5163,1067.7416,758.9273,1588.6653,268,1863,6377,6099,3463,3502,3540,3266
"2022-01-21 19:",542,3,0.2,0,1.9,44,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1317.9826,716.8402,1304.1467,1000.3715,1142.0502,1192.5741,1387.5719,1328.2401,1414.0684,1316.9119,1271.9176,790.6812,652.0533,1102.1313,1726.8405,902.5976,1250.3568,1132.3019,1261.7213,1214.8951,1258.3187,1333.1097,1669.6155,1351.1935,1253.5017,1066.8527,703.8397,1499.9496,628,1475,6377,6099,3463,3502,3540,3266
"2022-04-19 11:",542,2,18.3,0,1.9,44,0,0,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,668.1231,363.3868,375.4207,745.725,961.1095,954.8861,1240.6217,1209.8561,1236.4474,1012.4656,1029.1508,760.1191,567.6444,1144.0639,644.428,336.8341,370.6148,1013.8545,1096.83,1124.6535,1271.6643,1219.1487,1390.7522,1247.628,1141.3802,1081.5177,681.2354,1516.6089,220,1504,6377,6099,3463,3502,3540,3266
"2022-02-25 09:",542,0,-1.6,0,2.8,86,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.6043,557.818,1012.7266,930.3215,1105.7436,1003.9282,1152.4234,1213.8738,1238.055,1111.7912,953.4728,859.2582,580.8035,1151.3176,1421.4925,742.9964,1072.3064,1127.1973,1178.9991,1293.5398,1274.9161,1291.4993,1453.9981,1201.2959,1191.2027,1117.1302,750.2213,1651.3167,261,2451,6377,6099,3463,3502,3540,3266
"2022-09-30 14:",542,3,26.8,0,1.7,46,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,912.2509,496.166,895.5722,1182.1592,1076.297,1133.5675,1280.9516,1247.0351,1449.2368,1273.2288,1065.9008,861.7341,628.0442,1146.7669,1121.3317,586.106,919.1259,1013.1957,1153.273,1174.5228,1452.0694,1293.6389,1487.3965,1223.9352,1247.0704,1134.032,835.9933,1787.6313,403,1730,6377,6099,3463,3502,3540,3266
"2022-01-18 05:",542,1,-9.1,0,1.5,60,0.5,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.7618,552.4649,921.542,807.5522,881.5781,950.8478,1136.1203,1082.5842,1238.0128,1295.3339,1121.3745,859.1018,640.9423,957.0437,1357.8927,709.7528,976.5347,872.9374,1084.012,1080.9624,1194.7245,1237.4193,1544.6552,1209.0176,1156.8261,1038.2279,662.4665,1544.2684,34,291,6377,6099,3463,3502,3540,3266
"2022-01-13 00:",542,0,-7.1,0,2.1,46,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.3071,568.5337,914.4422,809.8229,863.7178,937.3535,1105.4205,1051.459,1257.8047,1151.2946,1064.6363,790.6482,613.9541,972.5878,1357.2601,709.4226,998.4675,927.2318,1104.8763,1035.8482,1194.8089,1199.2524,1476.64,1255.0095,1197.2919,1016.5507,709.4979,1487.9001,7,0,6377,6099,3463,3502,3540,3266
"2022-01-24 23:",542,0,4.8,0,2.7,50,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1034.5146,562.664,928.8897,793.9733,900.1937,1019.9176,1146.3015,1097.3474,1192.618,1223.5123,1049.2221,804.596,594.9499,975.152,1277.2861,667.6212,969.2142,918.3419,1113.0326,1090.1542,1189.467,1213.6765,1579.8347,1211.9677,1183.9935,1012.7766,691.7847,1514.1094,88,104,6377,6099,3463,3502,3540,3266
"2022-02-12 19:",542,5,6.8,0,0.9,31,0,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1179.8551,641.7143,1224.5273,1033.6699,1219.8051,1057.4176,1327.5073,1218.434,1286.9206,1290.65,1176.9889,814.2645,644.7026,1118.8389,1517.0865,792.962,1105.0574,1161.329,1156.7612,1090.4684,1302.2296,1297.802,1554.7818,1263.3428,1309.2623,1053.7867,752.8274,1665.813,302,1048,6377,6099,3463,3502,3540,3266
"2022-03-31 07:",542,3,8.5,0,0.4,82,0,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.4925,489.2264,578.6548,776.8837,983.0321,998.4977,1193.5606,1179.7584,1330.1264,1163.44,989.4224,777.5695,588.2677,970.8482,1291.4828,675.0417,658.1374,953.8132,1206.215,1211.3269,1266.8095,1166.662,1554.6173,1234.5105,1187.2778,1047.113,700.1937,1580.0847,300,3072,6377,6099,3463,3502,3540,3266
"2022-07-04 20:",542,6,29.9,0,2.6,73,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1132.4535,615.9322,1022.8197,972.1726,1100.6357,1012.6956,1185.1422,1168.4783,1283.8221,1204.1715,1177.8393,821.1702,666.9512,979.2329,1363.9529,712.9209,1178.4136,1078.8492,1255.0418,1166.8588,1330.5974,1258.1229,1564.2999,1276.3253,1273.7254,1120.462,733.5174,1557.7664,501,884,6377,6099,3463,3502,3540,3266
"2022-11-10 20:",542,2,14.5,0,1.3,75,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1487.6052,809.097,1188.6208,1028.3543,1050.0279,1045.1287,1248.8784,1175.9023,1415.6384,1320.0992,1097.1506,821.3293,573.0954,1022.3375,1740.2705,909.6166,1263.4714,996.8567,1264.6565,1155.6335,1385.3672,1303.0572,1633.5452,1387.8481,1148.8109,1055.9974,745.659,1604.3874,477,1155,6377,6099,3463,3502,3540,3266
"2022-06-09 20:",542,9,22.2,0,2.1,67,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1474.7159,802.0865,1149.0697,924.7661,1112.6815,1032.3067,1182.4217,1102.1155,1395.1202,1244.0806,1099.5848,814.7608,617.5133,1042.5197,1827.5325,955.2277,1270.8848,1053.628,1240.5891,1142.6607,1325.217,1336.5567,1524.1478,1279.6621,1239.8528,1067.3769,759.1271,1660.8331,444,879,6377,6099,3463,3502,3540,3266
"2022-03-17 09:",542,1,8.8,0,2.2,67,0,10,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.7341,386.0185,593.8502,845.8848,991.2137,999.894,1099.7401,1263.8741,1214.3803,1073.207,1009.0908,753.7847,588.2341,1062.395,920.7815,481.281,633.4803,971.6112,1143.9672,1231.2551,1352.4112,1205.9643,1466.7872,1229.4681,1170.703,1030.6912,656.0648,1540.0602,261,2462,6377,6099,3463,3502,3540,3266
