"y","bus_passenger","past_rent","sub_passenger","temp","wet","X8_9","m25","m5","f20","m30","f0","sunny","f55","m40","m20","f25","m65","f65","f15","m45","f60","m0","wind","f30","m55","rain","dust","f70","f35","f45","m60","m35","most_use","f40","m70","m50","f50","cloud","weekend","X9_10","X17_18","X23_24","temp.sqr","X15_16","X22_23","semester","snow"
1,56,1,17,15.9,80,0,3759.5955,952.8878,6328.448,1863.8916,338.5483,1,691.7088,942.3271,3930.2353,4106.708,434.2997,547.2274,1303.1487,1086.2296,628.2026,478.4789,1.4,1931.5263,791.525,0,71,1135.0062,1405.3627,750.2679,527.4627,1348.9894,24674.7568,783.7028,823.0345,770.5119,739.1725,3,0,0,0,0,252.81,0,0,1,0
1,115,2,797,15.8,79,0,3726.1907,920.8613,6271.6122,1829.4765,366.7092,1,688.8817,934.3588,3849.8916,4102.1637,433.5886,557.9404,1276.2895,1049.208,642.9771,483.6635,1.4,1946.1078,788.5358,0,67,1202.8837,1343.8764,769.8912,520.3086,1318.9374,24388.2563,792.9485,830.0462,754.555,764.9226,7,0,0,0,0,249.64,0,0,1,0
1,207,2,1068,15.9,77,0,3665.3019,869.1008,6213.6762,1867.227,326.6537,1,721.0345,942.1554,3734.0346,4047.8163,452.1281,589.692,1245.0544,1115.438,674.913,453.4172,1.9,1896.5219,808.3006,0,76,1197.5369,1377.1162,797.2442,571.566,1359.5665,24161.2606,767.7645,853.9655,768.5591,806.492,5,0,0,0,0,252.81,0,0,1,0
8,507,1,2871,17,74,0,3407.8636,1025.8322,6087.8376,1896.5759,333.1564,1,804.6178,1051.9043,3646.4613,3921.4209,447.8409,588.8645,1322.6277,1238.2827,699.4186,488.2947,1.4,1855.5522,859.6018,0,53,1237.4846,1384.4835,830.934,677.7875,1408.1825,23608.3775,891.5959,890.5538,906.27,844.9925,6,0,0,0,0,289,0,0,1,0
12,884,7,4855,18.9,60,1,3045.3802,1176.2514,5911.6271,1669.7886,323.3615,1,910.8949,1137.5999,3673.1241,3449.1402,507.4388,613.8205,1423.1627,1311.9759,764.7616,514.0214,1.8,1761.7057,926.5885,0,47,1286.5657,1369.3333,1014.3395,693.7686,1412.224,22292.3232,1066.969,982.7572,1002.2084,999.935,10,0,0,0,0,357.21,0,0,1,0
2,641,11,3086,18.5,65,0,2867.648,1272.9283,5619.537,1645.0773,325.567,1,989.8436,1224.2946,3810.5278,3150.7895,566.445,646.6509,1533.8414,1342.9147,859.0085,526.686,1.9,1767.0616,1035.3766,0,57,1383.9808,1400.8035,1134.8217,681.3127,1450.9159,21712.3606,1085.2317,999.9463,1062.4388,1066.6982,10,0,1,0,0,342.25,0,0,1,0
1,356,0,1824,16.8,76,0,2775.7103,1463.226,5744.7564,1652.5445,359.6012,0,1008.0655,1185.8074,3821.2925,3130.9991,564.4246,625.3733,1567.3724,1259.3012,818.5963,588.0369,5.2,1735.7918,1066.4068,1.5,56,1427.8538,1428.6302,1160.894,674.1396,1532.4954,21822.2202,1126.2401,1057.3275,1095.1615,1114.454,10,0,0,0,0,282.24,0,0,1,0
2,345,3,1630,18.3,69,0,2789.5147,1641.0841,5838.9786,1628.5915,384.9194,1,1043.0447,1093.0572,4092.3187,3169.3313,549.4928,610.7954,1738.9434,1297.5781,803.1228,567.8912,1.6,1758.718,1030.3243,0,34,1429.3045,1475.6861,1227.0947,723.1904,1455.7476,22208.8865,1228.2929,983.3791,1156.3613,1065.0104,9,0,0,0,0,334.89,0,0,1,0
3,350,4,1874,21.4,53,0,2956.9333,1730.0269,5943.4601,1702.8643,388.7221,1,992.6853,1167.7491,4349.7748,3087.3925,543.2117,686.9625,1851.0857,1319.0967,877.0617,562.2033,1.8,1789.0069,1035.9639,0,26,1424.0503,1495.8005,1260.3639,786.5688,1479.0909,22804.3233,1195.7522,1126.4266,1122.1138,1056.416,8,0,0,0,0,457.96,0,0,1,0
7,408,3,2043,24.2,44,0,2888.901,1686.5089,6063.6964,1739.8433,351.1227,1,1125.9554,1289.2716,4437.017,3099.9384,560.0389,695.6707,1773.9536,1347.482,858.6338,669.5424,2.5,1851.2968,1045.637,0,67,1506.9002,1472.6388,1275.1645,842.145,1437.3705,22990.7022,1170.7845,1156.8844,1175.9744,1100.7497,7,0,0,0,0,585.64,0,0,1,0
5,494,3,2141,25.2,40,0,2951.3989,1799.8163,6309.9232,1705.6992,340.4586,1,1099.3563,1161.7859,4455.5908,3142.4459,575.6959,717.9323,1941.8323,1355.426,879.0261,511.8117,4.3,1803.4131,1093.8584,0,70,1508.4023,1471.8129,1340.6263,792.7682,1521.8913,23362.1753,1173.9993,1165.5399,1190.375,1164.383,8,0,0,0,0,635.04,0,0,1,0
9,617,5,2518,24.9,44,0,3019.1793,1645.7966,6149.1211,1709.0111,379.9539,1,1097.0588,1246.4562,4303.7519,3213.1869,547.7344,713.8648,2115.9732,1363.9896,847.5065,597.6166,3.8,1799.0901,1086.7628,0,74,1412.0084,1374.1555,1328.0543,810.0546,1459.7382,23027.2341,1142.9182,1130.5455,1198.9771,1149.1865,9,0,0,0,0,620.01,1,0,1,0
6,596,7,3069,24.6,46,0,3227.4261,1621.0109,6314.0663,1681.3142,367.4544,1,1060.1015,1313.5922,4424.9354,3304.9681,521.3924,669.5115,2152.1506,1315.2364,779.7394,491.5973,3.8,1858.4438,1074.3946,0,74,1395.0927,1414.5265,1277.5325,750.0365,1540.1638,23765.8442,1127.8063,1120.2905,1208.2118,1121.8175,9,0,0,0,0,605.16,0,0,1,0
12,774,8,3854,24.2,46,0,3298.8755,1773.0526,6467.7586,1809.2921,461.3025,1,1100.5817,1298.8152,4582.6801,3433.9211,537.0778,697.4341,2372.3044,1326.7725,852.5394,474.4014,5.2,1883.7471,1014.0536,0,78,1398.5281,1420.0025,1153.919,743.4111,1630.5293,24526.8063,1116.6447,1060.2591,1194.1038,1124.1092,4,0,0,1,0,585.64,0,0,1,0
10,896,12,4515,23.9,43,0,3842.5321,2020.851,7151.0239,2197.0899,549.2677,1,1018.4699,1453.163,4880.4507,4112.6993,473.9292,634.4893,2611.2368,1498.6257,838.6891,457.3839,3.6,2343.0779,1029.0041,0,71,1345.243,1690.322,1158.0462,749.8886,1844.8702,28062.066,1147.4334,961.2041,1203.1186,1171.1565,0,0,0,0,0,571.21,0,0,1,0
8,759,17,2963,22.7,45,0,4190.2642,2098.6208,7460.9546,2303.3702,512.5688,1,959.5424,1447.2202,5201.0935,4379.0778,483.6718,601.5269,2621.8783,1362.8646,777.9733,469.1782,4.5,2341.1461,975.794,0,66,1296.4834,1563.0489,1144.5657,701.6406,1795.8478,29234.8031,1022.6273,967.0738,1128.0686,1113.2635,0,0,0,0,0,515.29,0,0,1,0
7,627,8,3085,21.5,49,0,4225.5868,2132.7268,7721.9016,2406.3963,433.2062,1,956.0159,1365.3945,5312.3638,4493.7302,489.5432,622.3126,2589.7624,1328.5221,749.2626,461.7148,4.9,2337.4286,957.2146,0,53,1189.5792,1452.308,1071.503,663.7147,1766.3836,29716.0989,1004.4922,947.2578,1080.2244,1054.9499,0,0,0,0,0,462.25,0,0,1,0
6,662,7,3490,20.5,53,0,4302.4849,1862.4652,7645.7952,2289.3433,363.5677,1,905.592,1300.5678,5179.1504,4443.7927,512.1486,589.9848,2347.464,1295.6378,688.4713,520.397,3.1,2233.1968,967.9812,0,46,1205.4858,1365.6645,1022.3681,628.3786,1643.384,29102.8118,936.1822,901.2678,1023.4192,1009.3074,0,0,0,0,0,420.25,0,0,1,0
11,736,4,3695,19.7,57,0,4132.4757,1593.2001,7204.4686,2181.2929,324.6855,1,844.103,1211.4243,4846.3248,4303.7806,433.8471,604.6969,1878.1818,1184.6861,669.4844,543.0893,3.7,2153.7704,853.6299,0,42,1201.3188,1424.9155,932.8941,621.4641,1587.4946,27834.5231,870.9941,911.2152,984.5458,900.5231,7,0,0,0,0,388.09,0,1,1,0
7,532,7,1725,18.9,60,0,3982.9957,1177.623,6633.3187,2050.3173,328.1859,1,666.0585,1065.5558,4314.1586,4159.0106,405.1015,515.2627,1595.429,1062.503,629.1712,398.492,2.7,1985.4298,839.43,0,47,1101.6731,1315.9366,743.2972,569.2878,1489.4449,25930.6122,794.5508,836.9433,851.0612,736.8473,5,0,0,0,1,357.21,0,0,1,0
8,388,7,1,18.4,62,0,3976.9743,1144.0563,6529.5402,2035.4612,341.0469,1,677.5773,1058.4175,4296.5521,4123.6716,428.4627,525.8123,1428.3415,1046.4597,624.0765,422.3742,2.2,1992.7529,797.7508,0,48,1098.272,1318.3383,787.5134,596.4851,1396.4634,25669.754,793.9358,855.4746,814.1604,741.8957,1,0,0,0,0,338.56,0,0,1,0
3,76,14,0,18.1,66,0,3967.4777,1106.1882,6403.8407,1950.3867,353.2215,1,670.4108,1045.6446,4229.7263,4107.1201,429.6754,507.3318,1395.4254,1047.2233,613.724,425.1814,3.3,1991.7382,816.4094,0,47,1088.3495,1343.0414,788.2474,582.1514,1353.1328,25346.4639,798.4429,869.6944,792.2886,746.5109,3,0,0,0,0,327.61,0,0,1,0
1,49,5,0,17.6,67,0,3875.6654,1007.2156,6359.5386,1938.2359,330.2695,1,654.7641,989.1595,4120.0365,4191.7761,430.0122,512.9807,1338.6115,1031.1392,625.2037,431.0906,2.5,2018.4396,782.4895,0,51,1138.6637,1341.6334,777.7922,591.1302,1378.7462,25224.0717,788.8511,857.2476,814.5619,745.7761,0,0,0,0,0,309.76,0,0,1,0
1,52,1,0,17.5,68,0,3806.6591,958.9912,6296.3577,1895.0054,356.5901,1,633.0307,968.4289,4079.0234,4127.5693,412.7286,490.7898,1326.9093,1029.0373,601.2529,437.0283,2.9,2032.4893,800.9429,0,49,1107.3599,1329.6442,777.1439,560.4354,1342.4965,24909.2449,791.3939,846.8634,839.2319,721.3116,1,0,0,0,0,306.25,0,0,1,0
3,53,0,23,17.2,67,0,3717.484,960.312,6240.8837,1893.6477,330.245,1,673.3062,944.305,4009.5353,4085.3958,449.3393,514.846,1274.3965,1018.6053,629.977,431.0338,2.6,2016.0575,821.4742,0,53,1100.4059,1306.7025,776.7857,563.8722,1325.3403,24595.0468,811.0761,891.4324,814.5256,726.5218,3,0,0,0,0,295.84,0,0,1,0
4,111,2,757,16.8,67,0,3676.8471,925.1428,6204.4316,1929.5013,349.9205,1,669.7387,970.961,3867.5557,4067.8169,401.5363,507.6756,1247.4576,999.0236,623.4016,435.6012,2.3,2036.3553,778.4489,0,46,1174.5398,1350.5403,775.4251,571.5867,1318.3682,24451.4164,802.6198,863.2082,800.4229,724.0427,0,0,0,0,0,282.24,0,0,1,0
0,224,3,1051,16.3,69,0,3555.1611,883.9701,6153.7288,1929.1969,356.9129,1,721.885,970.4384,3767.9886,4046.371,468.4957,524.1583,1209.2157,1023.4337,661.5241,435.8557,1.7,2016.8205,780.4486,0,45,1159.2036,1366.0937,765.7397,571.3424,1349.5987,24184.9593,849.1584,875.1361,857.8227,768.2189,1,0,0,0,0,265.69,0,0,1,0
4,523,2,2884,16.8,66,0,3445.1617,1143.4427,5913.8498,1935.3316,354.3724,1,826.6835,1116.1676,3758.0986,3887.6904,454.5322,580.8601,1254.0441,1176.0685,712.1183,487.6294,1.6,1958.3333,846.922,0,44,1225.8324,1403.9921,837.3017,600.039,1417.0078,23719.4653,918.0573,920.3517,934.4294,883.5012,1,0,0,0,0,282.24,0,0,1,0
19,793,2,4849,18.7,57,1,3018.6554,1317.1265,5779.1671,1758.4451,394.1544,1,881.6289,1131.0675,3914.7483,3443.914,499.0885,617.5245,1317.4095,1279.2071,743.8933,595.2164,1.1,1759.8828,958.0017,0,36,1321.7725,1367.2574,953.9462,649.8747,1350.6734,22392.7435,981.4196,1013.4569,969.9348,946.0894,2,0,0,0,0,349.69,0,0,1,0
14,602,17,3095,20.5,49,0,2873.8288,1393.0116,5567.7278,1650.161,352.6546,1,1000.0011,1220.1097,3902.4904,3103.1604,502.8071,598.9258,1525.149,1269.0627,756.5349,608.0058,3.8,1642.5542,1126.6865,0,45,1301.7287,1355.4557,997.1868,710.1943,1431.4929,21526.8712,1056.7628,1028.4383,1036.1477,1007.2642,0,0,1,0,0,420.25,0,0,1,0
2,402,13,1873,22.3,46,0,2829.4636,1469.662,5678.1825,1653.8736,367.2652,1,1010.8229,1308.3568,4071.9029,3093.0337,528.2837,622.2557,1627.2581,1307.5564,827.2478,533.2575,2.6,1662.8492,1120.9484,0,50,1350.1426,1445.0846,1070.6992,747.8385,1470.2234,21904.6135,1185.2548,991.3548,1138.7945,1028.1785,2,0,0,0,0,497.29,0,0,1,0
2,377,4,1713,23.2,43,0,2930.1814,1548.5942,5898.5572,1716.2133,320.1496,1,1000.7997,1315.6291,4313.8538,3097.3591,499.0021,670.0728,1751.2475,1324.3297,783.0077,612.4734,3.5,1710.3259,1080.2963,0,47,1349.1577,1538.254,1143.9289,710.7548,1603.2155,22807.9602,1275.0175,916.6744,1145.2537,1047.9464,7,0,0,0,0,538.24,0,0,1,0
4,422,3,1943,23.4,45,0,2936.0566,1659.9323,5908.1849,1775.9832,374.879,1,1059.6774,1406.9394,4308.2021,3106.7738,512.1088,663.7573,1974.0848,1433.4448,798.2602,591.1836,4.7,1713.5848,1091.9244,0,53,1328.596,1553.6567,1149.3437,709.8439,1655.2845,22957.7266,1190.2142,957.9602,1307.1336,1068.6399,9,0,0,0,0,547.56,0,0,1,0
4,504,4,2035,23.6,46,0,2849.7858,1731.5399,5994.7002,1767.7372,337.9926,1,1103.6712,1455.8431,4302.7249,3125.6178,540.5277,662.0862,2250.9744,1497.5129,771.5149,601.7749,4.7,1807.0146,1165.6202,0,55,1361.7543,1529.5214,1213.1102,731.9091,1707.1868,23084.2887,1253.6052,980.3652,1322.7548,1041.8483,9,0,0,0,0,556.96,0,0,1,0
5,518,3,2238,23.8,46,0,3008.6373,1779.5369,5844.792,1807.3867,397.1522,1,1037.0061,1475.1673,4509.7606,3213.8264,523.026,705.3098,2373.7535,1485.0842,827.8857,611.4994,4.3,1848.7103,1140.2564,0,58,1353.789,1563.9017,1176.7858,747.1268,1703.209,23500.224,1224.6511,1027.6335,1272.5722,1085.7341,9,0,0,0,0,566.44,0,0,1,0
7,559,3,2506,23.1,48,0,3021.5742,1719.4199,6012.8975,1803.62,206.1372,1,1042.2243,1440.8494,4444.8175,3319.5978,512.4515,666.2795,2263.0427,1521.019,875.3474,512.968,4.1,1819.318,1187.7061,0,57,1291.1577,1494.205,1242.2496,717.9871,1668.1977,23584.2277,1140.8218,1051.6241,1325.8114,1066.02,9,0,0,0,0,533.61,1,0,1,0
5,640,5,3057,22.7,46,0,2975.6736,1522.3635,5923.0589,1850.1863,467.075,1,1016.2164,1472.6128,4464.7176,3366.1187,483.0139,600.801,2261.6651,1477.6984,791.7951,523.4902,4.2,1832.1782,1142.5003,0,63,1221.6998,1437.882,1197.6233,661.441,1633.75,23483.5653,1107.223,976.3666,1369.9398,1060.5297,9,0,0,0,0,515.29,0,0,1,0
10,718,8,4037,22.1,47,0,3247.0786,1749.4329,6288.1605,1889.8149,481.7664,1,1015.3567,1456.1496,4565.2176,3492.7808,504.5129,613.1452,2556.581,1521.5825,801.6631,586.1878,3.3,1862.1441,1028.4777,0,49,1296.5749,1540.8896,1143.5951,664.2337,1749.3024,24635.3885,1083.2173,921.2308,1295.8297,1039.6128,6,0,0,1,0,488.41,0,0,1,0
12,922,11,4489,21.1,48,0,3736.3065,2019.7394,7208.992,2300.7598,493.1749,1,1004.7771,1496.1308,5097.6622,4209.1217,549.7811,654.0952,2711.062,1589.2537,823.8618,548.2176,3.8,2276.3779,1078.8878,0,39,1283.9018,1669.2079,1231.4479,736.7901,1893.0195,28391.4475,1150.3243,988.202,1374.498,1102.4115,2,0,0,0,0,445.21,0,0,1,0
16,827,7,3148,19.8,49,0,4207.9206,2039.6398,7589.7546,2425.8985,468.0713,1,958.6647,1417.8473,5460.1934,4457.8675,539.6344,614.437,2683.6382,1547.9118,779.1146,511.8358,4.6,2286.4964,1004.9474,0,37,1266.6603,1732.5062,1070.9514,666.5943,1781.0032,29941.6404,1084.855,910.3281,1170.4978,1067.2338,4,0,0,0,0,392.04,0,0,1,0
12,603,19,3102,19.2,44,0,4244.4378,2005.9422,7937.1147,2425.5784,494.8884,1,913.0842,1425.1798,5568.177,4540.9171,483.1612,612.5611,2644.6525,1361.8266,764.2086,483.2717,3.2,2367.104,952.7215,0,31,1267.0023,1702.0298,1034.0468,664.5779,1799.726,30585.0848,1049.5125,910.1184,1113.1591,1028.4503,5,0,0,0,0,368.64,0,0,1,0
4,679,5,3538,19.2,45,0,4240.8147,1970.5192,7645.7142,2353.6213,460.6589,1,874.3205,1333.0305,5481.3733,4644.3723,481.9157,618.2664,2358.0573,1321.5772,711.5099,506.3497,3.7,2264.7435,918.8034,0,25,1229.7503,1493.1569,971.1033,619.0357,1742.1302,29865.9264,968.1183,904.0175,1110.9359,922.9058,8,0,0,0,0,368.64,0,0,1,0
8,718,11,3796,19.1,50,0,4172.8184,1550.2237,7073.9081,2173.1186,366.4325,1,803.726,1295.0337,5217.3217,4431.1519,469.8747,603.5207,1919.937,1195.2875,675.236,568.0775,3.8,2176.9217,908.9688,0,38,1266.7334,1460.3882,903.6979,611.4852,1722.5292,28428.1578,966.015,873.4821,985.5238,880.9292,10,0,0,0,0,364.81,0,1,1,0
7,560,4,1796,18.6,55,0,4030.0458,1171.0576,6710.2455,2018.3407,352.6078,1,728.4506,1085.7195,4638.4884,4141.4889,413.8293,555.2763,1444.0983,1030.5028,646.8796,388.7804,2.5,1982.6943,838.9298,0,34,1198.3601,1349.5443,749.9818,561.7585,1496.6319,26367.4798,789.3336,859.8284,835.3633,815.5493,9,0,0,0,1,345.96,0,0,1,0
8,731,9,2,18,57,0,3996.9844,1132.9214,6635.6765,1976.4745,354.425,1,755.2603,1049.1666,4514.7598,4119.5699,410.2418,553.1971,1366.5586,1042.0362,663.3956,419.9851,2,1955.4667,837.0985,0,40,1165.592,1367.1693,714.9254,540.6984,1477.8495,26043.9506,780.6058,855.7464,824.973,803.7111,9,0,0,0,0,324,0,0,1,0
2,247,8,0,17.5,58,0,3877.5129,1065.8071,6468.5717,1907.1461,319.9697,1,712.6017,1014.6279,4278.8625,4061.2595,424.3585,549.2537,1312.6829,1026.3171,655.6391,409.1596,1.4,1957.5566,812.8725,0,25,1188.0842,1356.1155,702.321,548.8235,1353.5999,25260.6247,763.9389,818.8289,821.3127,787.1604,8,0,0,0,0,306.25,0,0,1,0
4,126,2,0,17.3,59,0,3817.9694,1010.7949,6394.1109,1897.7077,306.2391,1,691.1438,969.6536,4183.2704,4051.8154,414.6227,554.3743,1301.3785,1053.6647,677.0192,427.813,1.5,1963.6334,796.646,0,37,1165.6583,1373.8858,717.2245,571.6701,1368.9815,25051.3745,770.3197,832.3049,808.8352,789.7233,8,0,0,0,0,299.29,0,0,1,0
1,84,3,0,17.2,56,0,3787.7972,916.0576,6308.7594,1890.9612,357.462,1,707.8785,944.6761,3997.6518,4035.8466,425.2757,563.0188,1232.9631,1039.8673,665.5907,424.9698,1.7,1939.6916,790.0141,0,34,1169.8977,1373.5547,707.2005,563.5574,1386.4928,24720.7553,772.6593,825.2403,818.7993,793.9458,7,0,0,0,0,295.84,0,0,1,0
4,42,1,20,17,55,0,3788.6917,877.452,6284.7773,1845.2514,317.4683,1,723.2347,937.8311,3939.4761,4004.168,426.0126,562.9908,1211.2776,1045.8789,647.185,457.9387,1.2,1942.1521,773.7484,0,35,1249.7024,1366.4388,708.9688,539.9085,1364.6356,24535.591,758.5879,814.1375,848.2166,790.5135,6,0,0,0,0,289,0,0,1,0
4,110,3,764,16,57,0,3690.7838,836.5499,6196.6818,1883.6005,358.4371,0,712.658,951.7358,3856.046,4009.8123,429.6728,560.0828,1138.2653,1074.6726,654.7411,452.189,0.5,1942.0723,741.1544,0,38,1222.7793,1382.1613,712.312,526.9948,1343.8396,24304.9976,765,848.3166,807.4185,803.2021,8,0,0,0,0,256,0,0,1,0
0,221,5,1088,15.6,60,0,3626.3615,809.5702,6079.3027,1808.7498,341.6245,0,733.4784,936.7327,3817.105,3992.3253,399.9774,559.959,1134.7896,1111.4203,707.7533,456.3851,0.2,1910.4734,811.8511,0,34,1208.9155,1369.1859,732.5987,537.6266,1375.4399,23978.9435,782.6246,778.1737,840.3146,808.9104,8,0,0,0,0,243.36,0,0,1,0
3,497,2,2671,16.6,58,0,3460.4758,1047.0602,5894.2696,1885.4163,411.1632,0,822.1898,1059.3823,3637.515,3827.134,402.8908,584.5278,1244.6449,1182.5459,726.5874,525.193,0.8,1916.0153,905.5621,0,33,1256.1718,1468.0431,784.5965,611.9078,1469.6753,23558.5444,846.3736,805.5216,940.0967,905.232,6,0,0,0,0,275.56,0,0,1,0
19,800,5,4716,18.3,56,1,3043.1445,1159.0772,5665.411,1709.8802,402.304,1,850.6095,1179.2843,3678.5719,3393.552,484.3874,591.626,1321.9352,1269.655,785.7027,653.1371,1.4,1786.43,1005.6954,0,29,1264.1295,1434.7351,1007.3391,649.7302,1410.4496,22122.1743,987.1719,937.3042,1116.9307,1008.5319,9,0,0,0,0,334.89,0,0,1,0
11,552,17,3049,19.7,54,0,2816.9931,1242.0729,5502.2389,1652.5379,570.4011,1,957.4546,1196.2184,3691.776,3066.8111,467.7979,618.3751,1552.7443,1287.266,818.3215,819.1191,1.5,1708.5471,1041.0716,0,43,1304.6204,1488.2665,1054.5514,694.6176,1498.5894,21425.76,1094.5157,960.322,1185.0982,1081.2555,7,0,1,0,0,388.09,0,0,1,0
4,392,12,1798,21.9,52,0,2877.4689,1403.4581,5469.8041,1681.9227,666.4833,1,939.2109,1190.9927,3682.0118,3025.7853,524.4313,658.9385,1690.9772,1359.6907,853.0938,999.7566,2.3,1765.6084,1062.4192,0,34,1413.1303,1509.7952,1182.5374,689.6047,1474.1451,21486.5415,1195.892,1064.644,1176.2484,1083.1785,2,0,0,0,0,479.61,0,0,1,0
2,438,6,1777,23.5,49,0,2869.4497,1504.381,5546.4745,1675.4738,690.5012,1,972.7115,1151.543,3905.2638,3163.7241,475.9445,643.8371,1764.3866,1266.3507,848.6401,1027.3082,1.7,1760.5237,998.9749,0,41,1382.3858,1647.7828,1234.2804,693.2807,1483.6724,22052.3648,1259.0131,929.3922,1128.9001,1078.3712,6,0,0,0,0,552.25,0,0,1,0
6,434,3,2017,24.5,41,0,2931.1439,1625.3036,5631.1119,1709.4141,668.8125,1,1019.7573,1181.157,3986.61,3134.8507,468.1402,680.0933,1998.4174,1312.434,802.0907,789.0773,3.2,1786.4661,996.8007,0,44,1309.6126,1639.3915,1235.5529,667.1676,1538.8195,22357.8077,1197.7221,956.6243,1172.2432,1076.2329,2,0,0,0,0,600.25,0,0,1,0
5,483,6,2313,25.3,38,0,2934.4302,1898.7627,5672.9446,1650.1741,718.931,1,1119.9008,1226.8997,4168.266,3108.5658,495.5694,649.233,2278.7457,1313.6093,833.8213,906.3254,3.3,1779.6414,1083.2821,0,47,1263.9588,1572.8306,1237.2697,714.7923,1684.5966,22571.4493,1229.2294,1011.6494,1204.2991,1076.5017,2,0,0,0,0,640.09,0,0,1,0
11,535,6,2405,25.1,41,0,3070.537,1711.7235,5677.5226,1652.495,565.9104,1,1065.7378,1271.0868,4330.0313,3162.2833,515.6035,690.9242,2258.5386,1261.7682,800.9252,680.2905,4.5,1866.3581,1041.8366,0,57,1179.3416,1558.1809,1213.5073,761.531,1643.835,22961.2432,1190.9695,1015.2119,1177.2842,1081.1577,4,0,0,0,0,630.01,0,0,1,0
10,645,8,2701,25.6,37,0,3075.8701,1664.352,5748.8074,1669.1961,490.9893,1,1060.5394,1189.3328,4229.0406,3291.2448,515.2402,710.8101,2201.9193,1317.5336,825.2973,573.2487,3,1826.0916,1041.3457,0,50,1315.002,1520.5122,1265.1749,726.3091,1635.3864,22996.1492,1122.6318,945.9025,1185.2798,1031.2102,3,0,0,0,0,655.36,1,0,1,0
6,664,8,3535,25.3,31,0,3046.4989,1575.9726,5870.6578,1694.1958,514.3655,1,1014.0624,1184.0954,4162.1204,3232.4771,507.4377,670.6262,2177.4626,1216.3836,848.7114,581.5413,3.7,1799.1579,1075.5414,0,37,1305.3663,1445.3035,1245.7164,731.411,1697.0538,22947.4652,1155.3226,897.9748,1212.5173,1099.1584,3,0,0,0,0,640.09,0,0,1,0
4,793,12,4459,25.3,33,0,3309.9558,1722.5109,6102.3175,1865.3927,529.8291,1,951.7466,1253.7115,4473.028,3471.7772,520.2752,654.9777,2327.4517,1290.056,820.1216,530.3172,3.3,1961.1041,1030.6292,0,51,1323.4926,1479.1411,1190.4715,689.5892,1765.1156,24427.832,1037.0394,918.8149,1156.5246,1119.5941,6,0,0,1,0,640.09,0,0,1,0
23,900,3,4845,24.4,35,0,3832.41,2091.7434,7012.4327,2218.9519,523.9868,1,965.5347,1335.0681,5214.9443,4326.1019,521.188,640.6407,2861.0847,1439.8539,823.7986,512.2267,3.8,2338.2684,1006.2997,0,36,1361.2728,1720.555,1294.9509,730.7342,1845.6156,28509.2798,1141.6434,911.7938,1231.3758,1129.6477,4,0,0,0,0,595.36,0,0,1,0
8,775,17,3541,22.7,52,0,4411.7745,2243.5788,7729.4105,2280.7753,601.7343,1,920.7851,1387.7846,5654.7119,4783.6322,538.0409,622.1945,3040.2898,1422.696,805.8972,483.5735,2.7,2486.2975,1041.8732,0,44,1306.4883,1647.1538,1256.7155,686.5018,1972.4439,30966.1996,1150.2267,898.6492,1151.8999,1062.1899,2,0,0,0,0,515.29,0,0,1,0
8,600,11,3445,21.1,56,0,4634.9843,2276.8973,8049.564,2397.4561,617.3094,1,920.9801,1361.7074,5876.1356,4845.3018,494.4096,636.6712,3032.4281,1459.7832,807.8732,547.6855,2.9,2428.6668,1001.5016,0,39,1244.1325,1602.3251,1133.0604,628.6338,1963.6141,31798.0478,1084.2895,925.1335,1183.8559,1032.8285,6,0,0,0,0,445.21,0,0,1,0
8,655,11,3847,20,63,0,4911.1078,2155.7461,8006.2091,2324.1123,562.68,1,886.8028,1277.4115,5952.688,5005.2829,525.6041,628.9321,2753.0605,1349.8972,740.9629,573.5774,3.2,2410.6077,1035.8534,0,28,1274.6937,1579.1561,1050.9664,646.5,1826.9206,32016.0845,1089.894,888.8641,1078.4195,1047.7747,5,0,0,0,0,400,0,0,1,0
7,751,6,4521,19.1,67,0,4784.4164,1894.8507,7704.3747,2294.9138,500.9913,1,877.9058,1282.1834,5642.2763,4812.9876,468.2354,644.0782,2236.8028,1302.6492,723.4394,533.5946,2.7,2378.6433,914.83,0,22,1288.2518,1520.4093,909.1629,662.9496,1749.8614,30887.8828,980.2778,917.8366,1093.7644,969.315,4,0,0,0,0,364.81,0,1,1,0
5,633,5,2697,18.6,70,0,4640.0464,1490.9315,6991.8788,2149.0928,401.0474,1,710.6918,1061.6496,5131.6018,4414.0334,421.0334,518.5781,1769.5594,1127.3404,677.4914,475.1881,2.4,2238.9186,815.8347,0,36,1162.2124,1397.8824,753.0625,528.174,1582.3521,28545.8063,883.4842,791.4877,851.896,787.2617,4,0,0,0,1,345.96,0,0,1,0
11,512,6,0,17.8,76,0,4547.8462,1393.4812,6870.5107,2111.3705,388.9082,1,679.0537,1033.7691,5014.3466,4305.226,414.415,554.3075,1622.7968,1059.6682,683.903,476.0738,2.9,2144.2566,803.3004,0,35,1176.4962,1376.3897,786.7414,545.7498,1514.3826,27884.3289,845.1324,791.086,867.6605,774.6925,4,1,0,0,0,316.84,0,0,1,0
