"y","bus_passenger","past_rent","sub_passenger","temp","wet","X8_9","m25","m5","f20","m30","f0","sunny","f55","m40","m20","f25","m65","f65","f15","m45","f60","m0","wind","f30","m55","rain","dust","f70","f35","f45","m60","m35","most_use","f40","m70","m50","f50","cloud","weekend","X9_10","X17_18","X23_24","temp.sqr","X15_16","X22_23","semester","snow"
2,165,2,616,10.6,57,0,3672.2677,871.4126,5711.3915,1863.8853,384.1325,1,648.4963,900.1973,3764.1116,3677.1948,413.6025,537.2792,1159.6758,948.4884,613.2478,385.3149,2.5,1859.6994,743.3631,0,13,1126.5587,1302.9158,736.0709,479.3961,1352.6243,23204.0904,772.2715,773.5247,782.5794,770.8508,3,1,0,0,0,112.36,0,0,1,0
1,137,1,677,10.9,56,0,3582.7688,925.7517,5622.8032,1838.7139,407.2276,0,670.824,899.4862,3641.3381,3589.055,421.2444,542.2351,1106.8088,988.4546,655.2609,407.3043,0.8,1808.7536,810.3323,0,14,1107.5766,1304.5211,783.6234,487.8671,1299.2507,22687.2044,787.7907,746.7253,768.4749,784.1378,0,1,0,0,0,118.81,0,0,1,0
3,178,2,1084,14,48,1,3480.3442,873.5083,5447.2876,1860.6973,379.6804,1,689.7236,940.526,3564.1748,3525.0455,429.9621,540.8464,1067.0812,1001.8208,653.23,421.4891,2.1,1822.5382,797.0999,0,17,1138.2758,1259.0994,767.6031,500.7065,1331.4556,22290.6426,802.7452,714.0096,789.1055,785.2299,0,1,0,0,0,196,0,0,1,0
2,262,4,1536,16.2,39,0,3413.0099,886.8269,5229.7635,1841.9297,390.7686,1,752.5645,956.889,3526.6359,3329.6666,422.658,571.0136,1103.7961,953.8859,629.1604,548.2025,3,1782.1586,755.2086,0,19,1150.8243,1277.1308,787.2574,519.9601,1435.8992,21836.1942,834.396,764.1184,798.9651,744.8249,0,1,1,0,0,262.44,0,0,1,0
3,273,3,1482,18,35,0,3410.6205,909.6243,5074.739,1853.8319,473.8033,1,760.3784,986.308,3519.806,3309.3943,405.3442,593.6988,1144.4577,948.866,679.2688,616.0504,3.8,1786.1015,768.3666,0,33,1197.0746,1395.417,862.834,544.7112,1482.2337,21832.1439,869.6978,748.6051,828.6423,783.6144,0,1,0,0,0,324,0,0,1,0
2,269,2,1549,18.8,30,0,3452.9041,1025.9798,5080.8685,1916.3953,612.6319,1,803.7919,1084.5321,3418.6408,3348.5981,409.8306,562.8105,1227.1916,1058.6688,710.1154,690.8946,4,1858.7886,793.2017,0,50,1158.0994,1490.2582,873.1114,563.4155,1613.9841,22180.4377,934.296,735.5715,854.328,824.589,1,1,0,0,0,353.44,0,0,1,0
3,381,3,1963,20.5,26,0,3450.3112,1255.5225,5153.2386,2031.8622,840.3037,1,821.6059,1148.755,3583.8845,3592.7884,413.1424,548.4054,1526.1905,1104.6554,740.7852,775.1438,2.7,1998.9687,873.8319,0,41,1203.4331,1605.3068,894.5307,612.6058,1675.9243,23092.2847,999.1716,728.084,835.414,899.4326,3,1,0,0,0,420.25,0,0,1,0
3,442,0,2299,21.5,26,0,3580.5999,1371.3483,5380.2737,2066.9072,1202.2657,1,872.256,1145.8984,3664.706,3687.4978,425.4654,590.1952,1823.8879,1121.6837,758.2191,766.5027,2.4,2048.815,836.1319,0,42,1190.4873,1627.1513,1017.6835,602.8247,1700.5162,23756.4671,997.5502,774.6328,865.2372,867.611,3,1,0,0,0,462.25,0,0,1,0
5,432,7,2364,22.2,26,0,3653.9338,1447.6971,5499.1571,2125.7796,1362.8228,1,848.7267,1148.3811,3797.2303,3718.9391,440.2615,529.3239,2085.5258,1229.0162,762.0395,806.1973,3.5,2084.3896,880.8834,0,29,1151.4913,1629.2528,956.7253,561.2627,1725.5511,24234.2334,953.2903,782.5531,898.79,898.7134,4,1,0,0,0,492.84,0,0,1,0
5,502,1,2632,21.9,29,0,3719.1289,1605.633,5681.9004,2159.7415,1304.6053,1,874.8818,1168.8273,3980.777,3834.3157,389.5243,521.7733,2294.4523,1174.0631,684.4931,960.9296,4.7,2037.5715,884.7896,0,50,1129.4807,1649.9261,983.1531,525.5718,1756.5691,24819.9302,1002.6154,766.4244,814.7638,900.907,4,1,0,0,0,479.61,1,0,1,0
14,528,8,3016,21.7,26,0,3840.9895,1869.6926,6073.9916,2189.1373,1213.0554,1,885.6614,1110.3453,4150.6759,3888.0797,415.0096,591.6165,2441.5814,1210.0508,634.4813,932.0104,3.2,2013.4494,849.4893,0,40,1196.0806,1584.4721,986.2963,554.7925,1717.6972,25458.4927,989.7031,853.4498,880.9107,900.9174,0,1,0,0,0,470.89,0,0,1,0
11,575,12,3144,20.3,26,0,4034.2751,2044.1396,6584.8394,2246.177,1057.144,1,911.3393,1111.0611,4674.6471,4209.0202,440.8982,626.9962,2563.2458,1150.0729,647.418,838.8877,4.3,2167.9367,894.3079,0,35,1211.4161,1516.8784,969.67,563.9815,1689.1774,27122.9513,1001.8948,828.337,897.0758,887.9115,0,1,0,1,0,412.09,0,0,1,0
10,536,8,3116,19.7,29,0,4269.4813,2290.5409,7176.4356,2303.0107,845.1325,1,851.5458,1106.105,5087.1539,4276.2681,419.2202,605.7787,2796.068,1172.3934,661.8254,709.8895,2,2151.0349,831.6289,0,34,1189.2067,1401.1671,960.2405,577.8734,1627.4539,28292.0055,960.1537,812.4175,914.6081,858.6829,0,1,0,0,0,388.09,0,0,1,0
9,483,9,3333,17.8,30,0,4362.5893,2193.2262,7555.6215,2297.0045,700.6622,1,847.0239,1081.5734,5251.5206,4316.4832,403.2722,597.4222,2798.9783,1145.043,659.7863,747.3782,3.3,2103.4434,896.0744,0,28,1233.642,1420.5042,894.2541,590.1665,1579.708,28886.8747,912.4066,868.0116,844.8643,878.1057,0,1,0,0,0,316.84,0,0,1,0
9,544,12,3617,16.1,33,0,4481.1688,2038.3349,7798.5331,2337.2555,563.4588,1,781.4352,1012.9916,5259.8082,4490.0745,410.4552,593.5565,2704.7713,1128.4675,726.194,608.8068,3.4,2136.861,880.5655,0,23,1215.666,1430.0258,914.9439,582.8029,1544.7815,29478.5084,900.4904,869.8743,880.2128,870.4983,1,1,0,0,0,259.21,0,0,1,0
5,577,8,3665,15.4,37,0,4350.809,1875.158,7403.1173,2223.4902,524.2398,1,773.3795,1054.7182,5204.0606,4385.3102,412.5548,545.4901,2304.9553,1118.327,656.5578,565.95,2.4,2107.5295,826.8738,0,16,1194.9085,1338.2318,853.1358,578.4759,1550.3378,28562.8864,958.6969,922.4711,903.6297,878.4836,0,1,0,0,0,237.16,0,0,1,0
11,565,8,3552,14.9,41,0,4260.0269,1553.2704,6936.5131,2057.3878,487.2387,1,767.3334,1023.236,4791.689,4172.298,406.2947,590.6743,1904.4989,1099.0039,672.6476,597.3672,3.9,2078.985,852.6257,0,16,1183.7932,1346.2398,842.015,570.8027,1525.9169,27169.0565,885.1164,883.7565,934.1955,861.6288,0,1,0,0,0,222.01,0,1,1,0
8,354,8,1722,14.1,46,0,4073.6309,1120.0891,6583.1579,1945.8729,333.805,1,669.7109,923.932,4530.8504,4098.4773,395.5352,544.8121,1587.4769,1047.5429,616.1258,449.6505,2.5,1911.8916,824.1107,0,24,1234.5545,1252.0093,734.1357,535.7026,1347.0229,25742.9132,785.7792,821.6512,771.4326,776.7119,0,1,0,0,1,198.81,0,0,1,0
3,268,9,5,13.5,50,0,4048.6736,1051.9686,6487.8467,1973.3361,308.2311,1,649.2852,894.1382,4461.8133,4094.8366,380.1376,535.7998,1437.2711,1038.9988,622.6102,458.1429,2.3,1903.2472,804.5969,0,15,1199.3633,1316.4885,760.9972,528.4274,1350.032,25636.274,789.8856,838.8259,792.8705,773.8525,0,0,0,0,0,182.25,0,0,1,0
2,59,7,0,13,55,0,3995.9123,1025.6488,6364.2691,1896.6223,332.6443,1,648.8171,904.9297,4344.3319,4002.6053,406.0137,528.7288,1370.3795,1023.7346,615.502,465.4367,1.1,1952.4439,814.8398,0,18,1217.7104,1295.8286,765.675,545.4349,1330.8673,25182.8807,766.2726,808.8352,792.975,790.2286,0,0,0,0,0,169,0,0,1,0
0,40,1,0,12.2,56,0,3933.2976,953.6145,6235.053,1930.7307,329.7115,1,648.9304,901.9661,4201.0091,3946.5136,394.3128,533.5184,1309.1733,998.6994,607.8867,467.0877,1.6,1966.0357,821.3522,0,17,1190.1917,1322.0773,760.3743,557.1373,1329.6717,24864.3887,748.8162,839.3571,786.367,775.0928,0,0,0,0,0,148.84,0,0,1,0
0,33,0,0,11.8,61,0,3891.1475,929.9255,6223.4269,1903.9991,326.1865,1,638.2535,916.1906,4113.3348,3926.415,387.0075,525.6439,1267.9374,1004.6352,599.8388,458.9755,1.1,1950.5324,816.7964,0,13,1223.4265,1347.6881,745.0687,538.4397,1331.2423,24687.7861,772.1647,841.4338,789.7715,779.2022,0,0,0,0,0,139.24,0,0,1,0
1,42,0,19,11.6,65,0,3827.3253,937.2304,6147.3777,1869.6008,317.6004,1,646.8324,919.3617,3963.6985,3931.6451,397.0403,504.6265,1228.6971,984.5544,616.6444,474.3396,1.1,1949.267,797.4727,0,19,1224.2164,1323.6562,749.5294,524.8861,1294.2172,24306.7878,774.6579,831.9754,751.651,763.0832,0,0,0,0,0,134.56,0,0,1,0
2,101,2,801,11.2,70,0,3763.194,875.2911,6110.4774,1895.7664,326.5698,1,697.5327,904.0694,3790.894,3981.6204,405.2114,508.2061,1130.8467,959.6537,637.1448,506.1165,1.2,1924.9759,810.3419,0,13,1265.7867,1316.2953,757.7265,525.6684,1312.2331,24095.4565,777.6923,847.7758,772.2796,790.1849,0,0,0,0,0,125.44,0,0,1,0
0,214,3,1135,11,71,0,3621.0184,860.5845,6018.7879,1861.064,353.9238,1,687.1107,957.2657,3661.6736,3873.0719,425.3444,520.1488,1116.3721,992.4154,664.0958,517.357,1.4,1944.3264,846.8325,0,17,1281.6478,1329.4383,769.934,570.6948,1312.7651,23622.1456,795.582,843.9337,829.9568,818.7587,0,0,0,0,0,121,0,0,1,0
9,488,2,2784,12,66,0,3422.9007,1089.0143,5838.1384,1887.7827,369.7349,1,744.1935,1058.5095,3579.4546,3747.0982,444.841,586.0908,1149.5263,1116.0202,687.0594,604.0534,1.3,1914.4029,947.1077,0,12,1314.9325,1396.2081,900.6018,654.4635,1382.941,23168.9266,847.4614,853.4193,971.1858,904.8321,0,0,0,0,0,144,0,0,1,0
17,748,10,4888,14.9,59,1,2963.485,1290.4797,5612.6983,1692.46,344.7887,1,795.693,1164.9405,3608.7897,3352.5203,467.081,607.7272,1370.5865,1176.5986,753.5483,687.3247,1.8,1650.3473,1039.282,0,15,1377.089,1426.0741,1031.6946,671.0524,1373.1753,21679.55,915.5258,882.7116,1071.3906,1027.0136,0,0,0,0,0,222.01,0,0,1,0
10,535,16,2936,17.2,54,0,2852.2924,1332.6958,5417.3532,1610.4042,332.6043,1,954.5817,1169.0227,3786.4157,3020.4634,515.9475,662.687,1496.3703,1285.8389,797.5262,663.7668,2.4,1686.3742,1134.9272,0,25,1419.6312,1424.6123,1116.514,716.5421,1427.2432,21225.1586,1040.8439,934.5674,1111.8537,1049.828,0,0,1,0,0,295.84,0,0,1,0
6,372,10,1761,18.5,48,0,2928.6183,1488.5952,5630.8088,1603.9353,372.0886,1,963.9312,1247.1921,3889.5063,2995.3549,511.0123,701.6437,1548.3235,1253.5653,806.8637,661.6887,2.9,1668.3355,1151.5597,0,36,1468.3367,1479.1477,1193.8871,748.3446,1465.8353,21661.5421,1121.1437,905.0199,1093.5353,1038.8332,0,0,0,0,0,342.25,0,0,1,0
6,359,4,1768,20.5,45,0,2886.8276,1655.0875,5843.1459,1656.9433,481.5603,1,961.6872,1172.0155,4249.1106,3110.2508,468.3112,645.2467,1670.517,1268.5694,781.8671,645.346,2.6,1621.8287,1125.4649,0,51,1537.3553,1496.1316,1270.6471,740.0927,1497.1473,22361.3858,1102.8595,810.1115,1064.767,1099.696,0,0,0,0,0,420.25,0,0,1,0
3,392,7,1972,21.4,41,0,2985.0133,1662.6177,6062.3871,1690.6793,513.6487,1,1029.3021,1197.9396,4439.1979,3164.9168,519.7352,624.6378,1699.3842,1370.7946,756.9973,651.2992,4.1,1650.8602,1160.3818,0,44,1430.1548,1570.2606,1222.4078,733.2905,1475.0596,23038.3748,1214.1248,815.207,1120.398,1122.9661,0,0,0,0,0,457.96,0,0,1,0
2,474,5,2130,22.5,39,0,2860.9541,1793.7343,6104.1842,1684.2309,514.0736,1,1074.4236,1255.6463,4462.0488,3106.3078,537.0687,644.7314,1780.3599,1361.4857,793.769,655.0067,4.4,1753.7707,1139.0097,0,47,1398.7638,1431.478,1283.4102,783.4783,1543.6009,22946.5754,1162.9963,887.8167,1098.1712,1109.6769,1,0,0,0,0,506.25,0,0,1,0
7,490,3,2319,23.6,38,0,2983.9679,1902.2243,6137.8165,1718.6709,334.7122,1,1125.2236,1265.8481,4577.5577,3151.0315,568.9331,657.4873,1906.591,1338.6871,818.1383,590.754,4,1728.5011,1152.1499,0,44,1481.4073,1466.4745,1336.2913,740.4738,1496.299,23260.3191,1207.3424,967.5441,1119.2719,1196.0808,1,0,0,0,0,556.96,0,0,1,0
7,591,5,2460,23.1,39,0,2975.0131,1647.0517,6155.9226,1723.5447,374.6723,1,1102.1221,1245.299,4521.3521,3185.0678,546.2211,646.8586,1987.9546,1363.0838,792.2778,593.8812,5,1756.5327,1126.4877,0,52,1374.3617,1534.4342,1268.2002,695.9965,1505.8476,23357.7148,1149.314,857.133,1182.9404,1093.651,0,0,0,0,0,533.61,1,0,1,0
10,560,5,3114,23,38,0,3053.5975,1600.2868,6159.6858,1755.0281,392.1804,1,996.7661,1265.7825,4425.5838,3235.1269,534.609,640.2979,1986.7882,1274.4657,783.4845,565.6783,4.8,1843.7508,1093.3777,0,57,1331.3851,1477.5424,1254.202,712.5724,1560.2046,23510.5199,1109.1192,882.5813,1139.1045,1065.698,0,0,0,0,0,529,0,0,1,0
7,674,13,3926,21.8,41,0,3175.8976,1653.3122,6408.9853,1846.9575,410.7511,1,988.092,1301.3674,4583.5468,3427.2886,525.6615,621.5249,2222.5353,1277.4063,796.2054,519.9045,5.2,1891.6746,1067.6689,0,53,1254.1065,1545.0046,1254.5566,692.8035,1675.9651,24555.3201,1091.0362,911.7166,1146.7494,1080.9681,0,0,0,1,0,475.24,0,0,1,0
13,923,9,4533,21,45,0,3654.0412,1876.9756,7205.4959,2142.7082,535.3135,1,1039.2171,1498.7752,4720.3423,4115.5261,514.0827,603.8112,2598.6414,1510.5366,813.9867,476.6832,4.5,2209.3675,1055.4447,0,51,1241.8457,1758.0863,1193.3837,713.042,1921.7087,27727.2762,1110.5146,896.4059,1217.9537,1152.0051,0,0,0,0,0,441,0,0,1,0
10,849,9,3164,19.6,50,0,3985.6703,1843.0807,7565.2466,2312.9327,552.3238,1,1006.5547,1436.5321,4861.6854,4384.9791,507.6751,629.7258,2617.4531,1361.3154,803.4432,457.0534,4,2281.3943,1014.404,0,46,1276.5412,1600.2547,1163.2513,659.3506,1826.0682,28818.2313,1039.8244,853.2226,1144.0516,1043.0024,0,0,0,0,0,384.16,0,0,1,0
7,608,12,3059,18.3,58,0,4164.4397,1775.3406,7641.03,2346.2122,590.4361,1,981.6135,1247.4588,5164.0786,4499.2055,491.2875,623.7597,2521.731,1369.2545,787.6839,515.3271,3.7,2264.0307,978.7011,0,46,1244.7242,1622.3885,1113.1713,691.4467,1681.5987,29382.9839,1008.8186,837.8128,1123.33,992.8345,0,0,0,0,0,334.89,0,0,1,0
7,557,6,3106,17.3,66,0,4093.152,1713.0637,7454.8968,2296.4987,496.4744,1,905.6862,1226.1478,5090.0156,4433.2448,479.0399,623.7851,2305.0925,1272.0172,706.5138,499.9397,3.3,2206.3913,931.6306,0,25,1188.0012,1531.663,1047.291,644.0413,1645.6911,28751.5533,951.8589,846.6374,971.6791,917.1619,0,0,0,0,0,299.29,0,0,1,0
8,543,6,3050,16.6,71,0,4084.6472,1513.9672,7117.9427,2173.0988,459.1223,1,831.8614,1118.6398,4796.5131,4326.8721,474.8648,624.1917,1841.6033,1154.2473,671.6916,509.4693,3.1,2135.1498,851.7881,0,33,1209.4416,1507.1278,961.6631,658.3579,1581.2832,27722.6347,917.0551,859.1712,931.6642,852.9098,0,0,0,0,0,275.56,0,1,1,0
5,471,10,1530,16.1,74,0,3868.5525,1226.9448,6524.812,1951.2979,365.1425,1,694.4351,991.0537,4473.6752,4048.6125,430.127,507.5906,1439.0721,985.9645,612.4655,349.9929,2.8,1994.4588,791.2191,0,33,1179.0237,1318.6938,785.5302,552.0204,1399.2729,25579.3756,782.2271,833.1621,803.6623,770.8763,6,0,0,0,1,259.21,0,0,1,0
4,320,5,4,15.8,73,0,3836.727,1120.666,6495.4183,1965.6102,355.0481,1,669.834,977.4546,4252.5526,4100.4038,438.7957,515.3895,1424.7681,1035.5603,624.5503,367.864,1.7,1946.2485,775.4124,0,35,1129.7355,1294.9367,812.4524,549.4268,1372.58,25264.4771,798.2346,830.3063,823.6479,743.9937,4,0,0,0,0,249.64,0,0,1,0
1,68,4,0,15.2,74,0,3704.7722,1076.1129,6402.7449,1932.7734,372.3626,1,699.9333,964.1688,4203.5442,4003.9906,445.4089,517.4443,1310.0751,997.7682,610.9452,394.9083,1.4,1920.0307,784.7331,0,57,1167.1192,1337.2954,784.2146,556.6474,1363.7586,24868.91,767.9016,858.1596,834.2771,753.6696,5,0,0,0,0,231.04,0,0,1,0
1,45,1,0,14.9,77,0,3720.2569,932.3594,6343.7765,1932.8963,383.9475,1,679.8237,936.437,4138.1162,4031.3647,429.9953,512.343,1234.1907,1016.0062,627.6761,391.8048,2,1914.3156,758.0991,0,41,1172.9776,1321.5332,771.9086,547.5782,1336.5783,24738.8377,763.0574,866.3804,820.6852,766.2016,5,0,0,0,0,222.01,0,0,1,0
2,36,2,0,14.2,78,0,3679.4327,902.158,6348.6797,1928.16,386.1084,1,678.0609,924.1598,4018.2566,3946.7817,435.4615,508.4757,1219.1555,1047.3292,615.1244,387.1852,1.3,1916.9434,759.7941,0,49,1168.8865,1335.893,750.0082,531.4416,1357.2833,24531.4304,767.823,827.5483,828.4698,758.8658,1,0,0,0,0,201.64,0,0,1,0
1,43,0,22,13.9,80,0,3656.322,887.1265,6247.6414,1898.8118,379.7043,1,674.4937,933.7115,3938.9967,3959.8341,439.0945,495.1842,1227.8175,1020.6884,595.1121,386.9205,1.3,1922.1803,777.8699,0,39,1146.6917,1358.144,777.514,553.7593,1347.3355,24329.2658,759.9809,828.1239,815.882,744.9433,0,0,0,0,0,193.21,0,0,1,0
0,115,0,740,13.3,81,0,3617.7899,862.0837,6158.4911,1891.4957,365.0331,1,694.8752,975.6822,3839.1215,3950.3133,426.6875,495.0652,1163.3793,1022.598,580.8376,411.0346,1.4,1934.2887,750.1364,0,36,1184.5688,1339.8075,756.4589,565.0777,1343.4692,24074.7769,786.9691,837.0401,790.1703,763.4969,0,0,0,0,0,176.89,0,0,1,0
0,212,2,1075,13,80,0,3515.5912,838.3471,6095.7028,1851.0768,367.2524,1,737.5421,998.3598,3774.0025,3926.1963,420.8804,534.8634,1137.5049,1047.1116,589.172,411.1215,1.8,1893.8602,782.2465,0,34,1172.9178,1322.2435,769.6247,563.8296,1361.6847,23740.358,823.5645,860.6537,827.3355,794.2935,0,0,0,0,0,169,0,0,1,0
7,542,0,2855,14.2,78,0,3408.4106,1037.1835,5922.4404,1922.9654,339.4667,1,802.585,1168.8819,3715.2704,3793.4219,431.9245,567.6001,1203.9387,1207.852,634.5921,477.2445,2.3,1907.2086,830.0043,0,36,1249.6814,1358.8895,897.4079,645.3069,1363.5663,23392.1731,884.5579,847.9964,937.0916,868.5376,0,0,0,0,0,201.64,0,0,1,0
26,789,6,4875,16.8,66,1,3017.1463,1258.6217,5689.1111,1741.4993,332.9564,1,862.7195,1159.5584,3868.7327,3435.3036,485.1875,638.1302,1291.6897,1346.384,724.4036,476.7483,2.5,1732.1116,995.4901,0,38,1307.4601,1365.0613,1018.8953,704.0946,1461.1727,22310.1386,979.0622,912.1168,1032.7576,947.3198,0,0,0,0,0,282.24,0,0,1,0
14,542,17,3057,19,59,0,2810.0496,1311.6618,5489.9189,1610.4202,407.9644,1,992.1273,1265.0016,3858.7626,3140.5585,513.9829,638.3455,1397.3631,1291.9196,781.606,454.8116,2,1565.9053,1048.183,0,39,1339.2909,1428.6852,1105.9702,712.391,1473.3001,21377.6004,1104.2128,946.9645,1108.103,956.9726,0,0,1,0,0,361,0,0,1,0
4,386,10,1829,20.8,53,0,2779.1819,1491.2688,5619.816,1655.1429,417.6746,1,1031.0758,1222.7018,4117.7394,3141.952,514.4371,620.003,1556.9596,1278.339,780.4091,557.0542,1.3,1669.2469,1095.5701,0,58,1340.4329,1451.8025,1201.5648,798.6781,1538.8774,21973.759,1181.0091,928.6873,1164.3339,987.1966,0,0,0,0,0,432.64,0,0,1,0
2,352,10,1686,22.9,47,0,2792.5545,1609.1511,5735.7386,1627.3028,378.0257,1,1032.4336,1225.8412,4417.7777,3183.4982,505.9024,586.8729,1729.4103,1310.9738,818.9495,525.4184,2.6,1652.9528,1095.3916,0,60,1364.5034,1445.1375,1206.1937,729.4361,1527.9228,22382.8849,1233.9504,945.9222,1097.7886,1019.6082,0,0,0,0,0,524.41,0,0,1,0
4,426,8,1982,24.7,43,0,2789.4832,1583.7117,5863.774,1624.5023,403.2666,1,1057.8237,1244.4435,4641.4568,3192.1079,534.6949,615.655,1877.8687,1324.2236,808.621,547.1874,1.9,1675.5656,1048.3651,0,57,1393.1413,1503.3595,1245.468,721.3839,1545.1684,22835.4177,1164.2623,974.261,1146.0908,1045.4026,0,0,0,0,0,610.09,0,0,1,0
5,446,3,2125,25.7,40,0,2766.0471,1587.6026,6245.8242,1641.5869,394.968,1,1081.5127,1298.5693,4635.7984,3140.7543,521.7587,627.0611,2002.1651,1394.1224,810.582,509.0549,2.7,1785.7719,1145.006,0,56,1508.2553,1452.6891,1208.0415,717.7596,1634.0717,23302.5436,1218.4993,991.0566,1176.9265,1117.3553,0,0,0,0,0,660.49,0,0,1,0
9,448,8,2280,26.9,39,0,2851.2962,1814.949,6197.7135,1629.0273,370.5336,1,1114.3781,1324.2715,4619.3723,3227.6145,522.7796,658.5539,1927.2342,1453.6747,875.64,543.3773,3.2,1833.2991,1197.5852,0,67,1512.1687,1535.5124,1216.1303,731.5961,1599.5008,23493.3361,1238.837,986.4526,1221.234,1194.3789,0,0,0,0,0,723.61,0,0,1,0
8,507,2,2570,26.9,36,0,2898.1856,1723.6882,6142.2345,1693.5076,312.2314,1,1175.2741,1321.0041,4362.1513,3189.6712,510.7836,635.6472,1825.4352,1419.591,828.1021,421.4059,4.9,1846.9307,1119.4963,0,74,1458.864,1496.5698,1302.0843,733.9827,1615.9695,23245.2202,1141.8771,974.8515,1196.4751,1146.4558,1,0,0,0,0,723.61,1,0,1,0
9,674,7,2926,26.7,40,0,2985.5257,1597.6031,6245.9734,1673.5095,493.7737,1,1033.0789,1253.042,4383.2954,3203.1892,522.2941,641.1906,1922.6544,1436.066,791.972,493.8174,4.6,1825.8762,1124.9355,0,74,1394.0052,1472.2077,1172.1039,732.5732,1560.4468,23350.0239,1121.2382,979.9505,1214.3171,1114.937,1,0,0,0,0,712.89,0,0,1,0
11,716,12,3838,26,42,0,3154.1117,1781.5199,6493.665,1789.1037,479.892,1,1035.8054,1292.9877,4611.6176,3476.4858,513.6751,593.5266,2110.8681,1390.9802,748.0946,535.9413,4,1766.2537,1081.3912,0,69,1326.3263,1527.928,1124.9005,640.1771,1575.6259,24394.7914,1026.2338,918.0753,1060.9647,1066.1659,0,0,0,1,0,676,0,0,1,0
19,1019,7,4324,24.4,48,0,3770.7321,1883.4588,7013.5427,2070.6568,487.1071,1,1043.1554,1429.7529,4937.783,4264.3265,496.4402,664.959,2487.4208,1439.9947,759.9868,513.9641,3.7,2260.1793,1093.4596,0,63,1347.9788,1679.5224,1183.3453,719.0076,1812.7673,27809.5101,1094.2168,977.9964,1095.4223,1110.4162,0,0,0,0,0,595.36,0,0,1,0
8,783,20,3069,22.8,53,0,4006.0602,1987.5144,7443.6142,2181.5155,507.9684,1,949.6322,1430.131,5176.643,4475.5388,527.4565,676.2123,2522.7681,1369.9228,797.3827,524.9982,3.5,2388.3298,1088.8408,0,81,1353.9251,1694.6431,1061.7485,696.5618,1816.8244,29183.169,1046.9876,987.6829,1029.9963,1024.0976,0,0,0,0,0,519.84,0,0,1,0
13,656,17,3123,20.9,60,0,4166.4614,1868.0634,7410.5812,2164.4743,444.0166,1,924.053,1408.5997,5208.3125,4494.613,515.1004,636.5359,2517.9045,1364.9691,748.9826,495.7972,2.6,2234.7099,1012.4233,0,62,1330.7727,1566.1239,984.9658,714.106,1781.8991,29027.1753,990.6585,937.7874,1040.5556,978.7435,0,0,0,0,0,436.81,0,0,1,0
14,611,13,3274,19.6,65,0,4177.3199,1775.7248,7359.9228,2135.678,452.6438,1,844.9872,1265.8657,4955.1142,4476.7601,502.7719,607.9902,2275.971,1331.804,761.8836,483.6161,2.3,2140.4911,946.5505,0,64,1321.0992,1534.2471,923.1138,678.739,1744.4456,28523.9788,938.877,924.2501,1013.0459,973.8953,0,0,0,0,0,384.16,0,0,1,0
7,631,8,3261,19.3,65,0,4055.3679,1498.1393,7013.1238,2074.4859,392.8982,1,791.7834,1140.8606,4767.9581,4448.2436,473.8886,589.1802,1821.7803,1255.865,728.3113,511.6911,2.7,2051.6249,898.0076,0,59,1345.7939,1430.6037,875.8103,649.2326,1647.3566,27488.7645,918.1512,955.3327,950.9194,915.1569,3,0,0,0,0,372.49,0,1,1,0
8,509,10,1602,18.6,68,0,3932.1338,1180.7805,6530.5923,1922.3994,324.2008,1,709.8075,979.011,4351.2693,4079.6519,416.9844,532.039,1530.9555,1064.4582,645.8484,421.8868,3.4,1938.6661,834.1812,0,65,1155.6348,1302.6122,739.6614,569.8566,1377.3725,25434.6975,787.0192,842.0246,765.732,784.7082,1,0,0,0,1,345.96,0,0,1,0
4,381,6,6,17.9,72,0,3906.5211,1082.0861,6464.6979,1918.0593,349.1154,1,689.086,955.3668,4322.2077,4098.4982,402.8186,537.9851,1466.1253,1062.4942,634.9105,468.6502,2.8,1979.9244,817.208,0,66,1146.0327,1340.7318,733.4246,550.7165,1363.9255,25394.5659,768.5575,857.7614,767.0541,772.0448,0,0,0,0,0,320.41,0,0,1,0
3,91,6,0,17.2,74,0,3880.4811,1008.4425,6497.2002,1899.0732,331.4392,0,673.1808,907.1474,4205.6714,4082.3606,433.5593,543.7187,1412.2669,1087.4656,616.3434,429.9918,0.5,1912.4232,824.0813,0,64,1161.9417,1344.2827,748.5981,556.0345,1347.9662,25169.4586,794.0986,878.0601,775.219,760.58,0,0,0,0,0,295.84,0,0,1,0
3,76,3,0,16.9,74,0,3856.342,972.2418,6354.9881,1855.8563,343.1621,1,664.1915,922.9963,4030.9611,4088.2579,407.8318,551.8491,1385.3479,1085.981,635.2138,469.4017,1.3,1953.8354,808.1159,0,86,1175.7293,1364.9982,725.2024,567.4503,1320.1694,24825.4084,782.6132,856.4736,802.2276,739.1347,3,0,0,0,0,285.61,0,0,1,0
1,38,1,0,16.3,78,0,3801.395,960.076,6394.1003,1856.8341,355.8304,0,646.7572,936.7154,3994.3497,4075.4439,419.6277,548.1614,1376.5708,1103.0674,629.8524,461.2213,0.7,1935.9747,813.8632,0,73,1170.8432,1355.0625,743.1153,539.8775,1334.5249,24747.6851,810.243,852.6495,758.9351,728.6865,1,0,0,0,0,265.69,0,0,1,0
