"y","station_dist","station_type","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X8_9","X9_10","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","most_use","bus_passenger","sub_passenger"
2,225,0,24.2,0,2.9,59,3,22.5,585.64,1,1,0,0,0,0,0,0,0,0,1,1,969.0571,527.0628,1190.6927,871.0102,1083.8207,995.3833,1140.4087,1110.1216,1261.2006,1281.8245,1064.4054,875.9265,573.4703,995.7028,1490.1952,778.906,1130.7437,1044.0969,1148.5198,1128.0529,1192.6859,1258.1443,1574.1588,1312.4801,1149.7835,1037.6483,691.2905,1532.5738,8603.9784,384,721
0,52,0,12.9,0,2,73,9,37,166.41,0,1,4,0,0,0,0,0,0,0,0,1,593.1292,208.6499,240.6658,419.6101,787.645,782.0843,800.8867,584.9552,560.1194,490.4942,536.8244,400.5782,325.9694,577.6009,518.519,204.1227,253.241,644.6517,991.4896,900.1924,786.5079,559.5583,519.4078,503.6885,564.89,551.2658,399.4424,834.2604,6113.0677,141,0
5,70,1,29.9,0,3,61,1,32,894.01,0,0,4,0,0,1,0,0,0,0,0,0,945.1937,487.9076,548.5124,841.1533,698.65,599.9066,877.0278,724.9514,856.7909,718.2984,646.6271,558.1813,435.2958,869.25,844.4436,448.8549,605.8343,959.085,876.4576,765.156,1141.0909,902.7997,953.5493,966.5489,971.1076,847.885,574.7237,1250.7406,6758.5272,497,0
0,10,0,20.1,0,0.9,88,0,22,404.01,0,0,0,0,0,0,0,0,0,0,0,0,447.0651,149.022,177.9145,551.1195,733.6732,798.4661,754.793,552.4577,517.4136,494.977,438.8234,314.6643,251.5009,514.9058,392.2792,140.256,334.4847,742.2609,1001.8929,941.2968,812.127,561.4979,420.3234,432.6457,490.0844,443.8052,375.3526,825.2581,6335.6294,243,1326
4,83,0,24.1,0,2.5,80,6,3,580.81,0,0,4,0,0,0,0,0,0,0,0,0,352.9926,147.738,525.1857,1298.1609,1426.3435,1035.1031,1023.7813,698.5855,568.9708,549.2859,561.3141,393.3887,313.6396,543.8784,323.721,158.6059,435.5366,1729.5013,1435.3914,1039.1259,932.1484,572.6496,546.6097,485.9317,519.6353,477.2776,396.8217,914.2179,9919.5558,77,0
8,71,0,19.3,0,1.4,44,3,68,372.49,1,1,7,0,0,0,0,0,0,1,0,1,961.4919,496.3205,608.3683,832.9025,1005.1862,840.3963,1072.4939,926.9437,954.2003,828.6395,799.7919,643.039,452.1232,904.3758,780.086,414.6458,745.0193,1054.2747,1048.3191,911.7248,1044.1738,962.1994,946.2524,888.3589,989.7651,796.31,580.7725,1202.3505,7809.4713,300,0
1,21,1,24.1,0,1.7,87,7,29,580.81,0,0,1,0,0,0,0,0,0,0,0,1,372.0838,124.0281,230.5171,513.6238,747.5868,777.1581,702.6192,494.7042,540.4115,445.1166,419.3134,301.4617,239.511,519.7957,395.0615,141.251,287.1886,726.8927,949.2457,871.0963,718.7859,493.9054,438.4668,435.9248,469.9474,405.2334,359.5507,802.9613,6007.0085,154,1003
1,47,0,12.6,0,2.6,48,4,87,158.76,0,1,1,0,0,1,0,0,0,0,0,0,853.3305,399.2005,391.4194,514.3948,686.6181,693.654,794.7966,772.8635,758.2409,620.1402,643.53,582.481,426.9762,835.9334,901.2111,391.4615,417.4982,645.4203,749.0263,771.5258,876.3606,737.3196,802.0587,627.4127,826.4008,739.04,530.4672,1152.5012,5731.7965,334,0
0,42,0,8.5,0,2.9,27,0,50,72.25,0,1,0,0,0,1,0,0,0,0,0,0,507.6591,212.471,502.154,1592.99,1365.3773,928.5359,917.1132,762.04,772.4527,628.5716,633.1319,500.3482,322.5064,618.2739,341.8274,167.4775,456.7109,1860.697,1163.4373,861.6057,855.0309,656.5885,642.3914,651.91,572.3989,517.5701,389.2475,1029.6341,9544.7873,692,0
1,73,0,24.1,0,1.7,87,7,29,580.81,0,0,2,0,0,0,0,0,0,0,0,1,575.1229,202.3156,266.7146,457.247,779.9488,849.9895,752.0357,656.2672,657.5162,509.2039,581.5948,440.9037,350.5297,584.8769,560.0638,220.4775,259.1216,613.1573,1028.6639,881.769,782.7151,546.2376,561.873,524.6724,622.9798,576.739,384.1606,813.0712,6145.5263,132,0
5,10,0,28.3,0,0.8,76,3,31,800.89,0,0,3,0,1,0,0,0,0,0,0,1,673.3437,313.5827,710.9098,1056.6843,1484.8068,1464.5691,1270.5317,1087.0888,1127.3057,872.5416,853.3649,613.1925,391.435,890.9617,647.2957,344.7683,659.125,1271.4188,1610.5557,1386.2499,1289.4399,1125.2739,1043.8689,999.5937,995.5719,820.8215,584.686,1433.1547,10834.2562,268,997
4,37,0,20,0,2.5,87,7,23,400,0,1,4,0,0,0,0,0,1,0,0,0,475.3436,219.389,1786.6246,5354.925,4197.8736,2250.3937,1779.26,1323.5889,1265.869,1070.4138,857.8722,671.5074,468.9037,855.0924,419.953,195.0251,2034.1123,7264.2466,4516.3416,2206.5176,1569.3139,1014.6015,1045.7178,1037.494,873.4288,829.7382,566.3164,1363.2922,29138.872,604,2907
7,88,0,15.5,0,2.4,51,8,19,240.25,1,1,5,1,0,0,0,0,0,0,0,0,492.5915,164.1971,337.6837,715.3523,876.5644,755.3457,691.3172,618.9747,680.4913,570.8807,460.0555,420.3039,242.7577,565.7236,1456.2967,520.6862,1143.6854,980.7659,1004.6933,825.6309,842.9471,613.3082,639.5427,520.5258,565.9947,488.1075,357.5751,848.1107,6692.6168,853,6143
3,33,0,20.7,0,2.5,89,6,38,428.49,0,1,3,0,0,0,0,0,0,0,0,0,934.8344,482.5598,679.6422,816.4233,941.6438,702.0902,1195.9726,979.5852,1040.4595,857.5294,898.1017,638.1656,511.8924,1003.007,967.6732,514.356,711.4855,894.3103,915.5597,972.9185,1204.3475,1069.8645,1038.3455,960.9547,1135.5692,812.6239,626.3678,1408.2431,7643.2659,1,0
1,36,0,26,0,1.9,81,10,32,676,0,0,4,0,0,0,0,0,0,0,0,0,526.1128,320.8573,805.35,959.3913,1109.4015,1020.723,921.9004,961.4571,866.5862,720.4932,771.5841,617.6593,461.6504,895.2717,400.7833,231.8263,585.2349,1101.7702,1230.0266,1055.6911,1042.7239,960.8182,886.1262,830.9614,1003.4412,822.3268,626.3206,1438.9509,8441.628,262,0
1,71,0,8.2,0,1.7,50,0,19,67.24,0,1,0,0,0,0,0,0,0,0,1,0,1051.2076,542.632,643.8709,723.0396,845.0388,684.991,1014.1906,883.8884,982.1317,788.0739,772.8603,611.8325,486.5553,843.3585,816.2307,433.8585,652.4898,881.0747,903.5302,916.568,1288.8702,1012.4612,1000.9257,878.848,1042.7192,787.9206,592.8817,1351.6821,7257.3031,266,0
2,43,0,19,0,2,59,0,39,361,1,1,1,0,1,0,0,0,0,0,0,0,673.2916,366.1981,452.4707,898.2985,1044.5915,931.4027,1288.6255,1148.049,1161.4501,1126.0452,1010.4284,814.4809,563.4519,1123.4118,901.2839,471.0891,520.3934,952.1349,1133.9693,1060.4148,1265.2583,1203.7015,1551.207,1223.8407,1239.5469,1115.8864,751.1311,1653.4225,8574.6955,277,3240
1,82,0,11.5,0,1.4,84,2,27.5,132.25,0,1,3,0,0,0,0,0,0,0,0,0,735.9366,406.8396,647.8518,605.4521,757.9497,733.3783,897.2522,819.5496,919.906,699.9045,852.527,600.5903,417.1489,928.3892,920.3168,534.2789,895.8882,790.8885,1070.6066,850.159,992.3149,1049.5319,1151.0153,899.8574,965.1624,900.5715,595.0736,1439.9169,6698.0013,313,667
9,76,1,25.7,0,2,58,10,17,660.49,1,1,2,0,0,0,0,0,0,0,0,1,635.5136,266.6663,656.3191,1389.4041,1201.362,962.0249,1050.0388,862.2945,951.5728,1029.4715,1178.321,904.1807,574.9636,838.9577,766.301,374.7375,709.0052,1700.7772,1400.2336,1047.7742,1069.1916,907.9633,981.2863,908.7042,1095.7947,933.9428,691.1235,1505.9984,9820.8064,190,385
0,10,0,1.7,0,2.3,59,0,57,2.89,0,1,0,0,0,0,0,0,0,0,0,0,474.4981,158.1659,217.8367,538.8423,767.566,832.1159,652.0094,530.6561,579.7059,434.428,408.9446,298.3613,207.8629,417.7451,405.6939,145.0521,279.4964,708.9874,1030.8163,908.8018,798.1896,503.4806,490.4813,397.4911,463.4944,363.0865,310.4662,781.2106,6237.3287,64,1
2,395,0,28.3,0,4.2,22,0,36,800.89,0,1,2,0,0,0,0,0,0,0,0,0,739.0086,345.7193,425.1891,619.421,782.1585,890.9616,860.8147,825.1511,912.6659,692.9593,644.1716,565.2742,476.5024,884.156,642.0886,278.9056,477.1675,688.5465,863.0986,794.3059,911.0697,815.588,815.7024,641.045,756.019,715.7491,533.7061,1204.8338,6410.3765,323,0
4,181,0,-2.3,0,1,69,0,36,5.29,0,0,2,0,0,0,0,0,0,0,1,0,1240.305,674.592,1066.9225,939.7192,1097.0712,1075.2454,1281.9613,1173.5706,1221.3209,1247.4512,1223.4261,797.578,620.3994,1030.1545,1471.3052,769.0322,1193.5111,1139.3084,1218.3505,1098.1526,1296.5953,1248.6745,1584.1711,1355.7886,1248.8812,1054.9235,792.0874,1626.1614,9146.4039,517,568
1,60,0,10.5,0,1.7,62,5,13,110.25,0,1,0,0,0,0,0,0,0,1,0,0,429.1057,143.0353,279.9209,704.0873,831.4817,836.8022,685.9562,594.5516,621.3055,512.7171,464.2573,389.4512,233.7988,522.6704,570.8454,204.1005,426.2596,858.7665,1091.1162,937.1604,818.8634,588.2287,597.3368,527.2309,560.4261,454.9937,381.9953,886.955,6764.2339,298,1510
0,76,1,-7.7,0,0.6,62,0,37,59.29,0,0,0,0,0,0,0,0,0,0,0,1,498.4533,209.1546,376.5915,841.8475,845.5772,808.7519,859.349,821.0361,968.0006,1005.7501,1088.2941,760.0565,533.9405,851.6982,474.2885,231.9374,391.0128,1079.6151,971.9031,786.4733,862.5887,710.7806,809.6218,903.3633,1109.0645,816.0686,609.451,1378.4913,7056.1058,54,73
2,76,1,7,0,1.2,71,7,30,49,0,1,1,0,0,0,0,0,0,0,0,0,514.7841,216.0072,503.3459,976.0909,1006.4697,903.9541,1076.4122,849.9884,947.5868,958.3475,1024.5616,752.0413,517.9492,766.2114,448.3798,219.2679,503.9605,1304.0962,1133.5958,938.6419,969.3653,797.0376,765.8674,894.8557,1025.1308,833.0547,603.3292,1339.3565,8308.6261,11,0
2,283,0,28.7,0,1.2,47,10,39,823.69,0,1,2,0,0,0,0,0,0,0,0,1,411.4066,172.1862,476.5816,1234.1532,1269.3484,961.3291,981.9003,765.1523,631.6582,556.7491,604.7101,412.4093,346.4531,554.5848,473.9856,232.2274,448.6515,1663.0732,1165.6054,888.8836,958.9297,753.9137,729.6097,564.4085,567.7504,489.3143,396.6514,946.0381,9123.2229,465,0
5,221,0,25.2,0,3.6,70,10,16,635.04,0,1,12,0,0,0,0,0,1,0,0,0,462.6545,162.7518,183.8426,351.0079,709.4773,773.06,737.1317,651.9997,615.355,536.1459,651.643,459.6661,315.3332,606.8728,338.4025,133.2175,170.8447,497.89,804.1325,772.0255,762.6417,549.9248,491.423,553.8982,642.8434,562.6772,409.9598,865.3008,5407.3666,116,0
9,160,0,19.7,0,0.9,67,3,36,388.09,1,1,2,0,0,0,0,0,0,0,0,1,856.6933,442.2235,586.6286,757.6002,792.9132,728.05,973.8966,832.8232,969.0253,686.658,740.0238,474.4479,361.0824,785.1107,742.7205,394.7851,604.3786,887.0371,889.0939,816.2961,979.4839,911.4117,929.0549,845.9992,1071.6811,680.4326,542.9375,1315.1793,6824.371,328,0
1,67,0,-5.6,0,2.7,49,10,19,31.36,0,1,1,0,0,0,0,0,0,0,0,0,494.6164,207.5447,373.2855,1088.6278,1012.4333,823.781,1078.7169,857.1957,894.0906,925.1907,1035.4872,733.1353,543.7538,853.4531,501.3306,245.1615,435.1169,1608.8938,1177.6687,976.8882,1066.6131,896.6913,753.0631,889.1279,971.6217,836.9617,563.2417,1337.4753,8833.6228,20,0
0,41,0,-6.4,0,1.5,66,0,37,40.96,0,0,0,0,0,0,0,0,0,0,0,0,654.7673,319.6981,711.3702,795.4999,1121.4049,1029.8607,1113.4091,853.7204,1008.1803,955.0926,1213.804,931.8907,691.1228,1277.6184,760.2526,352.5467,522.0902,888.1041,1154.4777,1176.3939,1231.5043,968.1512,1056.054,1174.5594,1353.6394,1211.7535,833.6878,2026.3295,8510.6546,0,0
0,88,0,4,0,3.6,42,0,57,16,0,0,0,0,0,0,0,0,0,0,0,0,617.3402,301.4237,568.4061,693.7035,697.8815,583.1096,708.8318,623.2427,591.7424,727.035,837.3838,725.6277,540.7188,1234.5202,810.4992,375.8473,428.668,585.3553,648.8345,738.7682,778.8816,850.8292,865.2504,942.3478,1106.1554,1057.6407,801.5827,2187.8208,5435.366,167,0
0,43,0,-7.7,0,1,47,0,31,59.29,0,0,0,0,0,0,0,0,0,0,0,0,955.8256,519.8657,883.242,756.2112,870.3178,904.402,1170.859,1046.0276,1152.3613,1172.9928,1084.9497,864.1175,615.0043,956.6933,1422.3871,743.4636,1009.8608,908.2298,1140.9265,1073.6305,1147.114,1290.3155,1498.9247,1179.7559,1182.5714,1022.2869,685.2337,1500.6497,7971.6908,0,0
1,248,0,15.7,0,2.8,89,7,49.5,246.49,0,1,0,0,0,0,0,0,0,0,0,0,889.3811,416.0654,454.3594,556.2867,812.8128,937.9821,1068.2837,906.8427,939.1807,712.9587,711.932,662.2274,487.4934,910.9121,790.5425,343.3903,488.9106,730.5536,973.5237,964.6805,1160.7656,967.6221,947.1551,805.0228,959.7842,831.8831,615.4926,1379.5459,7204.8887,2,0
0,52,0,-9.4,0,2.4,63,8,33,88.36,0,0,0,1,0,0,0,0,0,0,0,0,2103.0063,1777.8242,1541.0565,877.9305,745.3479,736.4148,855.5779,1091.063,1542.715,1161.3423,1062.8032,821.0342,683.3654,1207.2652,2332.0046,1953.4132,1704.6064,981.0092,945.2303,898.2157,1443.8495,1742.8169,1915.2184,1588.4237,1476.7565,995.1155,834.9212,1732.6158,7483.5758,669,1883
0,611,0,21,0,0.9,83,8,31,441,0,1,1,0,0,0,0,0,0,0,0,1,395.8839,182.7155,862.1205,4139.6532,3698.4588,1951.1217,1330.5286,899.5473,985.3818,815.5199,762.7785,491.4999,419.9861,806.1223,414.6786,192.5751,1304.9906,6169.36,3870.8285,1899.6482,1266.2494,757.9358,785.4392,794.8674,669.4336,627.7348,528.4941,1244.2338,24325.8484,63,14
1,60,0,-4.2,0,1.1,46,0,24,17.64,0,0,1,0,0,0,0,1,0,0,0,0,595.2991,198.4332,355.2604,784.2865,851.9553,699.3741,812.1391,515.8139,557.4378,510.5826,538.6788,388.0091,245.1371,551.151,550.438,196.8043,470.5424,901.2638,1015.9895,924.4266,821.9505,557.0821,563.2549,477.1686,598.607,419.3333,419.057,846.685,6811.3854,477,2142
0,546,0,18,0,3.4,32,0,44,324,0,1,1,0,0,0,0,0,0,0,0,1,676.3144,312.1443,1268.5858,3749.0866,3652.7268,2074.7087,1571.356,1145.2512,1060.6514,982.9101,905.4609,579.6464,390.9549,800.2476,1006.5498,467.4391,1800.3473,5686.241,3891.0154,2079.7171,1543.1866,1111.04,1028.8505,859.1621,823.7266,707.3008,504.9686,1226.3761,24248.0382,582,2674
0,42,0,-5.9,0,4.7,47,0,21,34.81,0,0,0,0,0,0,0,0,0,0,0,0,405.878,169.8727,391.3505,1076.2403,1211.947,957.3668,922.3513,676.5329,775.1186,726.1973,670.59,477.8601,352.7195,609.478,323.678,158.5852,322.4545,1539.0406,1168.6742,964.8075,780.7264,686.629,729.7992,615.3796,649.7592,529.8419,415.053,1021.1828,8621.1541,421,0
2,76,1,11.3,0,2.1,79,0,16,127.69,0,1,2,0,0,0,0,0,0,0,0,1,486.3016,204.0559,436.8492,1173.3449,1071.9721,821.6299,1060.5023,839.2507,794.9845,936.2309,1071.1381,722.9454,544.9328,880.6128,513.1185,250.926,488.1067,1501.641,1263.1234,979.8378,976.8668,877.8857,766.3693,876.506,998.521,880.7491,527.8502,1338.6477,8848.9182,35,0
7,40,0,27.5,0,3.1,73,5,13,756.25,0,0,12,0,0,0,0,1,0,0,0,0,357.2364,149.5145,414.6703,1104.8057,1396.6775,1067.2168,966.9633,779.0795,826.2886,673.2859,633.9388,443.6637,346.5863,614.9572,432.8951,212.0953,318.7609,1386.6543,1359.1388,1082.7616,834.3002,705.9684,610.4037,640.9113,620.7329,489.5564,437.6048,1058.2857,9198.5182,549,0
0,546,0,23.8,0,1.2,60,8,33,566.44,1,1,0,0,0,0,0,0,0,0,0,1,533.2722,246.1253,1314.3909,4898.3444,4228.348,2114.1829,1481.9359,946.5343,1034.3337,814.9651,825.8667,562.4383,444.3992,830.3219,453.6968,210.6956,1381.6229,6539.2994,3878.0052,1890.3115,1268.6186,771.748,815.0247,837.5654,758.5298,632.5382,543.6456,1288.6334,26299.0459,145,0
0,118,0,18.8,0,1.3,95,0,14,353.44,0,1,0,0,0,0,0,0,0,0,0,0,375.4802,157.1501,449.7373,1358.1122,1492.797,1045.3226,969.6054,604.43,610.9672,579.435,551.7766,391.0222,271.0776,564.5584,342.4498,167.782,499.2941,1773.4693,1518.8165,1055.6232,840.3491,561.3234,542.5445,512.4384,559.9878,450.8923,337.5476,830.1407,10054.0953,217,0
10,7,0,13.3,0,2,45,0,37,176.89,0,1,5,0,0,0,1,0,0,0,0,0,1078.3567,556.6457,648.1204,807.9308,880.9069,752.527,1013.6446,762.3198,849.5692,731.7329,686.1796,535.651,450.6625,881.4265,938.9899,499.1095,636.283,943.3693,974.0274,910.2286,1085.7282,960.5973,1003.7874,943.8928,1101.6897,796.237,595.8962,1291.8983,7368.3628,622,0
3,109,0,29.4,0,1.1,75,6,28,864.36,0,0,2,0,0,0,0,0,0,0,0,0,349.8998,173.0209,281.5169,374.5426,474.0348,505.8025,528.577,471.9094,534.5148,551.1127,474.8571,468.8654,283.4141,615.3704,376.5666,182.7345,229.425,438.6256,448.3795,549.9945,618.7312,529.5213,649.4922,589.7011,627.0724,525.8235,463.6006,1135.2554,3938.6877,393,645
3,118,0,27.9,0,0.8,79,1,43,778.41,0,0,7,0,1,0,0,0,0,0,0,1,418.8255,175.2912,397.5095,1151.1665,1396.4858,964.0089,1030.7112,694.0233,642.2831,569.7097,614.8851,416.8409,315.9227,527.6795,405.3899,198.6193,342.7806,1581.8122,1331.1363,933.1065,849.7496,565.0744,580.4179,484.7413,560.4555,417.725,424.0177,879.782,9238.177,334,0
0,225,0,28.3,0,3.7,85,10,33,800.89,0,0,0,0,0,0,0,0,0,0,0,0,856.741,465.9743,880.6853,692.4321,858.9989,822.1535,1037.2458,938.8118,1132.3879,1126.6409,982.0206,729.6898,587.4146,958.4395,1122.4442,586.6871,847.1783,853.6893,1034.9059,964.8486,1088.0116,1069.3724,1404.6723,1069.7439,999.986,973.4486,680.0707,1418.7536,7352.2857,0,0
0,91,0,-9.5,0,1,53,0,24,90.25,0,0,0,0,0,0,0,0,0,0,0,0,717.4027,396.5938,732.6881,712.7446,759.7576,820.6748,830.1308,880.657,949.0268,735.5425,965.3888,639.907,449.8899,1016.7628,928.9417,539.2856,744.2745,846.4453,990.8737,879.7069,956.8416,1003.9807,1172.3487,911.4791,982.41,904.1877,672.1091,1502.3637,6797.1753,3,0
0,248,0,13.3,0,2.6,83,7,42,176.89,0,1,1,0,0,0,0,0,0,0,0,1,993.3431,464.7004,461.1039,655.0907,828.8167,905.6419,858.1439,860.4129,857.6764,709.0908,678.1529,512.7843,408.656,879.7831,845.8311,367.4062,531.3319,665.9072,951.3675,869.5653,1095.7355,848.1572,784.3986,641.2996,825.0874,688.0277,553.0474,1238.2222,6830.2687,305,0
7,118,0,26.3,0,3.2,66,10,19,691.69,0,1,4,0,0,0,0,0,0,0,0,0,292.014,122.2167,779.4034,2779.1387,1666.0351,987.7241,839.7278,805.6582,832.9438,717.604,724.3666,460.5066,359.3998,735.2955,274.4506,134.4661,960.8879,2738.0193,1251.7348,815.4672,962.5583,680.7092,672.3696,620.5412,630.9493,564.5668,398.1851,1002.2634,12040.4053,401,0
0,220,1,-3.6,0,2,59,0,57,12.96,0,0,0,0,0,0,0,0,0,0,0,0,388.0152,162.3962,291.799,1090.0066,1374.5177,989.6717,955.3279,630.1005,537.7311,524.5044,532.7523,459.3102,304.4559,531.8098,232.3319,113.8305,333.9604,1507.077,1451.9789,962.4808,784.3719,515.1086,506.6345,452.6912,530.9823,482.4464,316.8947,879.4639,9115.4325,176,0
0,91,0,-1.3,0,2.9,94,10,17,1.69,0,0,0,0,0,0,0,0,0,0,0,0,753.0547,416.3031,599.5467,658.4819,784.8521,668.2942,883.6001,808.1339,885.3856,625.8916,795.953,590.4531,428.5386,920.1849,910.3212,528.4762,999.295,722.3184,1031.8137,868.861,957.946,983.7812,1130.3455,887.6116,899.571,911.0153,626.706,1456.024,6576.1674,801,1947
0,36,0,0.6,0,2.9,59,9,27,0.36,0,1,2,0,0,0,0,0,0,0,0,1,590.8677,360.349,763.288,1232.0268,1370.6356,1265.1686,1256.7498,898.0381,1054.2937,840.7393,904.2926,688.6411,460.5864,826.007,521.4832,301.6426,632.4732,1717.642,1691.3486,1299.238,1130.2158,946.0663,961.3331,855.2138,1059.4056,825.7404,635.5028,1332.7496,10963.0252,18,0
1,69,0,29.3,0,1.7,80,4,14.5,858.49,0,0,1,0,0,0,0,0,0,0,0,0,481.1,201.355,556.8826,1174.4659,1352.216,885.1081,918.0292,718.3496,743.16,634.9731,619.8109,442.4103,322.9029,614.884,377.7255,185.0651,721.9994,1733.7488,1166.0794,875.2808,908.9085,710.9662,623.9247,579.1511,608.2292,448.6448,424.585,943.7678,9013.8367,424,0
4,221,0,20.4,0,0.7,71,6,19,416.16,0,1,3,0,0,0,0,0,0,1,0,0,328.6626,115.6163,221.4394,486.3197,686.2841,755.6098,679.7067,640.92,631.1201,579.6746,637.1547,436.8158,362.0522,670.8337,401.5709,158.0846,196.4853,528.2007,843.207,781.8716,751.25,562.5937,577.2412,513.8042,654.217,604.912,390.0522,837.5353,5512.4496,147,0
0,88,0,11.2,0,2.3,66,9,30,125.44,0,1,1,0,0,0,0,0,0,0,0,1,681.9726,332.9815,588.0312,744.4821,964.2398,934.9383,1075.4041,874.8817,996.6938,934.8787,1112.7301,931.5287,664.4696,1255.112,698.3865,323.8579,593.5445,875.4637,1019.7761,1054.5997,1068.2108,906.5092,1003.7921,1155.1138,1277.2588,1118.2824,873.4199,2014.0662,7737.1146,0,0
1,62,0,21.6,0,1.5,75,10,26,466.56,0,1,4,0,0,0,0,0,0,0,0,0,937.6939,312.5645,775.5957,839.6886,817.5775,652.5029,670.798,646.7531,663.6271,536.9878,554.0287,404.8378,281.6534,565.663,1912.4092,683.7651,1336.6909,1117.7702,922.713,769.7985,854.8857,610.485,661.3899,514.8278,613.5318,592.2897,372.3505,882.6245,6645.7344,271,1667
7,21,1,26.1,0,1.7,80,6,3,681.21,0,0,9,0,0,0,0,1,0,0,0,0,308.991,102.9972,274.8109,494.5917,765.8446,719.2485,691.5114,630.6619,581.3865,477.4374,505.0271,398.9188,266.6752,522.1784,451.1094,161.2903,370.5289,804.5831,951.0844,837.5854,781.9204,610.0751,556.994,532.3741,545.7882,489.5418,357.7372,773.1754,6046.3695,447,1879
1,86,0,-8,0,1.3,56,0,30,64,0,0,0,1,0,0,0,0,0,0,0,0,523.5094,174.5031,265.2082,513.995,757.1029,735.7421,668.4346,588.1601,654.019,516.714,553.1796,378.6943,254.4683,504.7395,589.116,210.6333,419.6694,870.3671,1006.2823,857.8787,848.2887,594.6474,621.1007,477.509,587.4292,470.5575,347.7664,826.2474,6258.0914,624,5234
0,69,1,-8.8,0,2.1,80,0,52,77.44,0,0,0,0,0,0,0,0,0,0,0,0,523.8487,319.4762,616.6762,1102.5255,1491.2344,1220.7169,1181.555,854.5213,1110.78,833.4764,802.2218,686.4006,467.7178,849.2293,469.1839,271.3912,592.7907,1485.1925,1824.794,1263.1354,1166.7845,954.1336,969.8068,927.4137,1129.9469,841.1944,594.3651,1329.5237,10735.9382,0,0
0,71,0,5.5,0,1.8,62,8,52,30.25,0,1,0,0,0,0,0,0,0,0,0,0,1051.3345,542.6971,724.8643,808.1012,899.1082,828.9474,1217.7653,1045.8294,1012.296,951.6826,858.2119,680.9717,472.4717,925.246,959.961,510.2565,786.0564,959.6296,957.0069,1010.2372,1185.8452,1031.6867,1030.1589,973.5372,1085.0457,858.0954,620.1863,1370.0738,7866.641,19,0
0,83,0,1.3,0,0.2,57,0,103,1.69,0,0,0,0,0,0,0,0,0,1,0,1,530.5476,222.0505,290.2084,1154.3602,1510.3396,1073.8491,1016.474,742.5426,699.2782,644.3659,635.3821,431.431,333.4443,514.9365,278.1733,136.29,380.554,1543.111,1586.9134,1007.5257,903.4442,620.047,618.2299,501.5761,601.4753,566.7228,337.8628,896.3874,9796.0172,262,0
0,92,0,-6.8,0,3.9,44,1,33,46.24,0,0,1,0,0,0,0,0,0,0,0,0,862.2838,403.3885,434.5692,562.5017,718.309,702.9203,763.1127,706.4437,799.8267,707.9779,648.8209,636.2858,469.4843,800.4958,800.1287,347.5536,474.6925,595.5339,707.5848,665.7741,863.4291,751.8809,843.888,693.3346,788.5494,715.7767,514.2157,1143.0139,5579.1656,295,0
4,127,0,9.9,0,1.4,89,9,26,98.01,0,1,4,1,0,0,0,0,0,0,0,0,876.5007,476.7221,939.3557,877.7212,1023.0117,1046.5779,1146.0078,1242.1571,1272.0677,1120.786,1084.6161,739.7678,576.9923,1099.0671,945.2562,494.0737,855.81,1064.4966,1221.2189,1182.5411,1249.0784,1129.871,1484.9651,1259.925,1212.8436,1062.8333,745.8395,1604.9625,8810.6536,465,5241
6,116,1,20,0,2.1,92,8,15,400,0,1,0,0,0,0,0,0,0,0,0,0,579.5768,267.4965,1045.0555,3817.3703,3374.9435,1836.1285,1500.9986,1111.2075,1202.3675,944.2822,898.4976,631.1746,440.4915,894.8948,384.0001,178.3288,1240.2505,6163.9809,3762.3997,1940.1279,1350.4699,888.0821,866.5305,920.6582,764.1512,661.9891,570.7136,1311.2619,23746.4193,538,2932
1,37,1,-0.6,0,2,90,6,143,0.36,0,0,0,1,0,0,0,0,0,0,0,1,977.8466,531.8428,903.5898,885.7123,958.6615,932.6603,1146.9853,1079.7532,1176.5667,1226.3467,1055.663,757.8454,614.7731,962.7258,1273.5768,665.6821,919.4702,1036.8139,1118.302,1086.9096,1211.9393,1145.3832,1457.7152,1245.7192,1181.4874,948.7999,668.8698,1410.8095,8377.9842,96,610
2,109,0,24.4,0,3.7,66,8,19,595.36,1,1,5,0,1,0,0,0,0,0,0,0,403.5495,199.5499,185.7771,362.5536,506.3557,512.3665,596.9793,491.1634,511.4915,500.527,539.9022,436.2249,254.3335,637.318,411.5454,199.7086,205.0579,463.5132,519.5901,586.6791,679.1954,541.5548,606.2245,557.6127,690.3231,554.5341,440.3668,1129.7861,4227.2329,322,1124
1,80,0,-5.1,0,2.3,62,0,67,26.01,0,0,3,0,1,0,0,0,0,0,0,0,398.7894,166.9057,413.4097,1094.6556,1259.625,973.2901,885.5227,705.3523,765.6269,667.5511,586.8555,404.8674,310.4204,680.4287,279.6894,137.0328,512.5423,1515.1853,1137.9422,855.5537,831.7161,689.9541,697.5608,548.2019,633.5741,518.1722,382.0575,941.318,8553.4907,579,0
