"y","m25","m50","f20","m30","temp","semester","sub_passenger","f15","f40","past_rent","bus_passenger","wet","X8_9","rain","X9_10","m45","m55","f50","m5","m35","cloud","f45","dust","m20","f70","f35","m0","m60","m40","m65","temp.sqr","f65","f25","f55","m70","f0","f60","wind","f30","most_use","sunny","X11_12","X13_14","X15_16","X10_11","X16_17","snow"
0,3450.911,882.5573,4942.7546,1973.2715,27,0,2008,1552.6117,961.0302,0,402,91,0,3,0,1048.6281,825.635,858.8323,966.8523,1559.1292,10,960.0919,20,3321.6775,1244.4785,1355.9748,762.028,522.0885,1039.6911,405.2767,729,540.687,3543.1965,768.028,799.5792,878.916,711.6731,2.9,1885.5041,22032.4192,0,0,0,1,0,0,0
0,3523.346,887.8323,5156.6934,2044.6222,26.8,0,2164,1618.3818,966.0152,0,413,92,0,1.7,0,990.4451,830.4004,815.714,1055.3723,1552.7659,10,946.8774,10,3479.5353,1324.1797,1360.6251,803.8035,509.3562,1014.5182,412.5696,718.24,546.2457,3623.9872,757.2716,804.0532,902.2115,720.2959,3.3,1891.7769,22633.352,0,0,0,0,0,1,0
0,3704.4127,866.7028,5483.7083,2050.1388,26.7,0,2159,1690.7793,905.3691,0,459,92,0,0.4,0,1019.8085,820.8445,797.9976,1154.9209,1639.6038,10,956.2628,22.5,3895.5473,1273.9932,1336.2761,668.7943,580.8629,1085.182,391.3546,712.89,539.6053,3807.333,737.5568,788.4678,788.1891,657.6037,2.6,1873.8122,23790.8322,0,0,0,0,0,0,0
0,3853.3537,893.0098,5752.9116,2099.578,26.8,0,2213,1812.2336,926.1276,0,480,92,0,0.4,0,1038.3991,786.841,826.3563,1235.3052,1532.3242,10,987.7164,17,4095.5106,1334.9181,1268.8687,701.715,563.0437,1059.5102,424.704,718.24,560.6424,3891.0932,732.4758,813.4665,781.0718,685.614,2.5,1916.8569,24410.4969,0,0,0,0,0,0,0
0,4028.2332,917.7466,6106.1841,2118.0079,26.7,0,2015,1768.8023,858.8985,0,487,92,0,0.3,0,1001.983,740.6453,837.2391,1226.5402,1572.1129,10,940.3121,11,4434.4529,1331.0258,1293.8896,656.4693,537.8097,1047.3158,414.6088,712.89,553.7078,4045.6777,756.7904,782.6001,725.123,657.2588,2.3,1932.0311,25530.5894,0,0,0,0,0,0,0
0,4058.7043,941.0574,6232.0658,2079.4959,26.4,0,2705,1721.7278,844.5137,0,443,93,0,2.9,0,953.6372,757.8491,812.7778,1243.0699,1524.0816,10,910.4768,10,4526.0728,1302.4391,1309.7303,609.4648,569.7099,1017.3877,409.6917,696.96,546.7987,4061.5931,730.247,789.0111,675.134,657.8269,2.8,1986.1123,25777.8561,0,0,0,0,0,0,0
0,3975.3376,928.336,6102.8036,2098.2465,26,0,2671,1610.1975,829.7616,0,537,94,0,6.4,0,994.973,771.6116,856.181,1081.726,1533.2373,10,908.4306,13,4410.2876,1304.4981,1283.5578,587.99,536.9515,951.832,408.2672,676,540.0797,4068.1211,728.4377,782.3724,544.51,680.8541,2.3,2014.7141,25486.3056,0,0,0,0,0,0,0
0,3924.7189,884.859,5927.1974,2121.3355,25.7,0,2356,1448.7489,805.4315,1,506,95,0,14.7,0,935.0767,742.2656,813.3286,935.4327,1477.2372,10,817.1861,4,4172.4423,1304.6565,1284.1035,576.0117,494.5802,982.8403,424.851,660.49,527.2916,3995.6553,710.6346,803.9369,472.1053,670.6087,2.3,1959.7925,24862.4826,0,0,0,0,0,0,0
0,3701.7584,769.9689,5705.9259,2017.4753,25.5,0,1228,1219.6082,728.7361,0,373,95,0,9.1,0,900.5322,715.8378,740.285,773.7511,1392.2725,10,741.1866,10,3854.695,1187.0697,1229.1988,488.1172,498.2896,891.0195,376.3809,650.25,474.7213,3982.8729,636.4797,743.7155,419.9365,630.9191,2.5,1908.5388,23792.7376,0,0,0,0,0,0,0
0,3734.9489,755.7006,5649.9243,1960.2993,25.5,0,332,1172.7321,727.4204,0,169,95,0,1.1,0,899.9902,723.46,747.8776,748.5244,1368.8656,10,717.2,28,3790.6244,1195.109,1227.6516,479.2561,474.7735,911.89,367.6216,650.25,484.3679,3886.2818,615.42,771.9043,403.2824,637.4773,2.2,1907.1057,23525.7016,0,0,0,0,0,0,0
0,3706.9651,770.3567,5684.9921,1957.6055,25.5,0,0,1117.2478,739.7868,0,53,95,0,0.1,0,874.0347,717.6434,729.0097,676.1212,1358.8007,10,714.008,6,3732.1666,1205.0252,1198.0228,469.7465,492.6361,909.8651,371.2234,650.25,472.1487,3860.0154,622.8283,766.8982,393.0903,653.4476,2,1901.4782,23400.0464,0,0,0,0,0,0,0
0,3623.3871,737.8134,5540.5473,1910.8202,25.5,0,0,1086.5145,727.3358,0,47,95,0,0,0,843.0445,729.9433,722.0373,677.3438,1330.439,10,711.3389,9,3647.3809,1199.176,1214.8034,482.9618,504.0561,895.1881,384.8703,650.25,477.2888,3878.4232,623.9289,766.4441,358.6803,615.1853,2.1,1848.1405,22993.9416,1,0,0,0,0,0,0
0,3591.6764,740.4146,5460.4017,1881.8522,25.6,0,0,1049.0412,749.5864,0,26,95,0,0.2,0,879.2416,732.8565,720.7724,659.7668,1337.8727,10,726.461,15,3500.4245,1205.1238,1269.497,490.6986,506.2834,887.0974,374.4382,655.36,498.1748,3846.2806,603.4474,751.2915,386.8999,621.5321,1.7,1873.3725,22761.3776,0,0,0,0,0,0,0
0,3599.3165,748.2996,5440.1218,1888.224,25.5,0,15,1003.894,726.6841,0,43,95,0,4.6,0,892.907,731.3183,733.9166,654.4371,1338.0688,10,715.4371,18,3451.0331,1262.3725,1259.7242,490.8356,511.9546,877.7946,409.1467,650.25,493.2382,3827.1927,626.8912,757.3004,393.8445,632.3434,1.9,1878.6143,22682.2954,0,0,0,0,0,0,0
0,3545.2652,727.3981,5350.1017,1894.9708,25.4,0,591,968.435,764.6,0,103,95,0,5.9,0,884.9773,765.495,745.5739,620.0692,1351.5511,10,727.1537,16,3348.1118,1329.6561,1229.3392,467.6122,509.2865,882.618,383.7473,645.16,500.4274,3788.3381,630.6953,739.5591,400.9695,597.8139,1.3,1874.2595,22381.9374,0,0,0,0,0,0,0
0,3496.7366,725.4599,5236.7114,1886.9279,25.4,0,928,973.9395,772.2077,0,227,96,0,11.1,0,905.895,752.5514,787.5036,596.947,1349.3483,10,721.4228,15,3247.6425,1308.4916,1243.1399,466.0806,528.4006,889.5059,414.9422,645.16,539.4317,3757.8014,699.5987,759.2664,414.8878,677.2441,2,1824.5653,22042.8733,0,0,0,0,0,0,0
0,3356.3708,866.3042,5111.1871,1892.8526,25.4,0,2364,952.0333,847.2309,0,480,96,0,6.7,0,1041.727,817.8308,821.3637,591.4208,1417.5386,10,768.906,9,3141.288,1361.0026,1327.7247,497.033,556.9348,1007.731,412.2458,645.16,544.2494,3582.1626,754.5967,736.4166,405.179,621.0653,1,1842.686,21671.8104,0,0,0,0,0,0,0
1,2935.2172,896.5475,4835.3478,1708.3223,25.7,0,4193,1021.1656,907.3608,1,763,96,1,1.3,0,1097.8901,937.2241,908.3354,571.7124,1394.482,10,911.7409,11,3117.0375,1366.7376,1339.1619,525.7165,609.0988,1030.7722,459.7995,660.49,531.9724,3180.282,819.9815,777.7487,404.8146,721.8505,1.3,1629.7828,20139.6335,0,0,0,0,0,0,0
8,2758.0275,982.0345,4633.0351,1672.229,26.2,0,2682,1009.7879,960.5492,0,498,96,0,0,1,1176.7209,969.1571,913.304,576.5337,1342.7537,10,1052.478,22,3076.3408,1437.3481,1349.0085,536.379,674.2982,1139.8126,465.3984,686.44,581.0295,2955.0088,867.2672,833.4038,433.7745,754.0836,1.8,1635.0612,19421.4646,1,0,0,0,0,0,0
4,2697.5739,1014.428,4485.3981,1654.443,27.4,0,1493,1056.8072,1049.5836,2,353,92,0,0,0,1210.8692,1028.3901,1005.9918,538.2682,1384.0661,10,1045.3709,37,3139.6523,1406.0635,1344.4964,529.5536,723.4976,1090.6596,459.3041,750.76,616.1396,2926.044,867.1351,803.2781,438.3902,741.9297,1.9,1659.2013,19290.8751,1,0,0,0,1,0,0
3,2733.5861,1074.6668,4577.0189,1681.9361,27.9,0,1470,1160.3198,1046.2739,7,370,87,0,0,0,1152.5295,1059.2022,995.5259,620.9976,1425.7397,10,1075.3957,16,3119.8169,1299.7696,1373.2034,500.9401,667.4314,1118.5054,462.1504,778.41,630.9316,2958.2674,942.9711,786.3186,474.6727,683.2635,2.4,1612.6872,19482.2557,1,1,0,0,0,0,0
4,2713.4231,1061.336,4604.7376,1624.4289,29.3,0,1779,1233.694,1091.752,4,433,84,0,0,0,1294.2015,1027.658,1019.5377,680.514,1395.9721,5,1119.7133,17,3248.965,1337.2086,1468.5656,496.0315,670.7246,1177.7497,472.4166,858.49,626.6284,2954.1869,913.1899,830.0964,519.6723,695.6283,2.8,1652.1113,19662.3905,1,0,0,0,0,0,0
6,2714.1077,1116.9513,4694.3452,1665.0341,31.1,0,1851,1444.7142,1127.1063,5,467,78,0,0,0,1252.7784,1106.2087,1034.5683,754.4116,1442.6474,8,1205.4031,13,3217.2443,1444.543,1436.4468,613.388,733.0386,1146.0619,491.4088,967.21,642.4808,2944.3258,957.1077,826.5774,729.3369,722.2578,2.4,1660.1525,19774.3038,1,0,1,0,0,0,0
5,2799.7866,1115.0269,4810.9824,1740.5254,31.9,0,1944,1453.4635,1130.8806,2,481,74,0,0,0,1203.6516,1011.474,1005.8281,841.8725,1462.2187,8,1202.1133,26,3349.311,1457.9877,1426.9531,597.208,700.5771,1143.1585,505.2773,1017.61,636.1384,2907.9387,1001.9674,918.0652,712.769,769.1076,2.5,1656.4867,20154.2026,1,0,0,0,0,0,0
2,2869.1954,1100.3234,4836.9915,1707.1503,32,0,2292,1490.7745,1117.4694,1,608,71,0,0,0,1229.133,1018.9918,975.8653,928.4016,1446.5438,9,1250.1922,33,3400.5468,1503.5528,1395.8601,625.6226,662.9623,1178.9618,521.9613,1024,671.0627,2925.5304,1017.315,921.5856,749.7313,762.6352,2.9,1684.9237,20266.742,1,0,0,1,0,0,0
3,2979.28,1071.2021,4763.3936,1758.0351,31.9,0,2652,1666.8043,1088.7599,3,614,71,0,0,0,1205.2007,951.7023,947.8265,1017.6348,1433.7542,9,1136.7237,45,3405.6686,1378.7171,1435.1265,641.1762,625.673,1119.1826,488.3663,1017.61,595.866,3035.2407,938.5354,869.1707,661.5907,768.6374,3.6,1671.6995,20482.1982,1,0,0,0,0,1,0
3,3025.4323,1134.3109,5067.6733,1835.0161,31.2,0,3401,1734.3199,1031.4584,5,701,70,0,0,0,1149.4462,980.1943,895.936,1216.9089,1427.2768,10,1064.3373,53,3739.9167,1320.8744,1446.0487,609.8271,651.9171,1083.7988,450.0355,973.44,565.83,3211.351,926.719,884.17,677.8492,757.6117,3.7,1649.7465,21402.4614,1,0,0,0,0,0,0
4,3403.4395,1135.109,5751.9979,2065.1961,31.7,0,3968,1767.6402,1105.7682,7,1063,68,0,0,0,1290.1624,956.939,947.2217,1339.4346,1540.3021,8,1072.3612,13,4076.9124,1349.2863,1488.2654,593.6024,648.1484,1119.2844,453.99,1004.89,586.0477,3952.5083,846.5898,923.3947,587.6842,731.4838,3.9,2050.2015,24328.8232,1,0,0,0,0,0,0
4,3762.1276,1066.3205,6008.6457,2132.0992,31.2,0,2787,1870.5574,1012.0985,5,841,68,0,0,0,1211.942,965.29,851.5296,1304.7262,1536.4479,9,986.5185,14,4367.8188,1376.1993,1549.6635,512.006,628.8369,1170.5114,418.8928,973.44,529.0467,4200.5102,843.0524,862.4263,599.1991,744.8325,3.2,2020.9787,25578.2916,1,0,0,0,0,0,0
0,3891.2324,1002.7534,6196.1104,2186.3449,30.2,0,2738,1840.7345,1015.0904,4,683,71,0,0,0,1145.1089,884.8364,883.3787,1333.0689,1538.2359,9,922.1042,31,4528.2294,1317.6726,1479.8512,497.7538,607.5953,1142.1889,408.1184,912.04,558.8759,4085.8292,774.9742,911.2571,652.5134,737.0298,3.5,1982.0624,25887.8958,1,0,0,0,0,0,0
1,3867.5433,952.3386,6203.3733,2136.3152,29.8,0,2544,1630.8177,942.6377,1,589,71,0,0,0,1062.4669,855.0441,795.3028,1225.1048,1531.0897,9,905.1253,20.5,4352.0317,1330.0002,1420.7804,524.0908,599.4929,1099.3284,398.7544,888.04,555.6305,4084.6769,762.4184,861.2876,596.0655,725.4085,3.3,2000.0217,25595.8322,1,0,0,0,0,0,0
2,3839.2648,875.2486,5938.8207,2067.0837,29.4,0,2600,1287.3063,890.5127,1,559,73,0,0,0,1075.7851,832.3779,778.2116,1069.8143,1464.1657,8,866.6242,12,4020.2992,1300.3168,1370.439,543.0686,577.3617,1035.1367,385.4308,864.36,538.8893,4007.7459,744.5251,795.2664,525.1626,733.7722,2.2,1947.6319,24655.4509,1,0,0,0,0,0,0
0,3710.7699,761.0718,5736.4974,1984.5322,29.4,0,1418,1101.6775,768.3903,3,342,73,0,0,0,943.2201,765.2107,738.9054,848.0569,1359.0708,10,754.0039,26.5,3744.6351,1193.9605,1251.6097,480.1931,533.553,883.587,381.7649,864.36,481.4113,3959.9648,638.6598,762.0329,402.558,638.274,3.2,1843.1424,23590.2223,1,0,0,0,0,0,0
0,3738.2753,756.1094,5713.7306,1978.6426,28.5,0,342,993.3044,759.6397,1,179,78,0,0.1,0,929.6829,793.5295,742.3827,780.729,1370.8798,10,767.5434,19,3673.6797,1195.478,1285.4063,454.2859,544.9368,863.2853,372.3454,812.25,478.1156,3974.4171,633.2408,756.6632,434.806,655.7743,2.8,1852.5233,23587.5547,0,0,0,0,0,0,0
0,3671.882,746.0552,5632.9945,1986.4102,27.4,0,0,977.2275,795.4842,0,64,86,0,0.4,0,967.3598,779.4544,736.6196,721.7451,1371.2207,10,783.8759,8,3642.8915,1222.2605,1297.2953,460.5881,537.5636,883.8681,387.7866,750.76,485.9249,3913.9744,625.7514,772.5454,436.0855,656.4221,2.1,1849.1535,23365.8221,0,0,0,0,0,0,0
0,3665.9391,753.3294,5574.2789,1969.6845,26.9,0,0,946.8599,742.757,0,39,89,0,1.4,0,961.6142,757.7078,733.0049,715.3871,1372.3339,10,768.369,17,3486.2106,1195.5754,1285.437,475.7661,513.3788,851.1648,372.3886,723.61,482.8543,3933.0682,625.5793,748.5118,470.5899,646.0064,2.3,1855.485,23142.4372,0,0,0,0,0,0,0
0,3625.3807,754.1114,5485.1748,1988.4764,26.7,0,0,944.0111,736.3817,0,30,92,0,7,0,965.0368,778.9281,722.9779,655.8628,1342.8267,10,760.4128,29,3399.0522,1201.3449,1256.4173,442.1583,512.192,873.948,393.2022,712.89,478.7876,3902.7309,629.0912,731.95,486.0203,636.9088,1,1875.1665,22875.2255,0,0,0,0,0,0,0
0,3582.4091,758.7877,5411.8726,1953.7631,26.6,0,16,931.8234,784.7513,0,44,93,0,6.5,0,958.4497,770.1484,735.5997,639.6139,1358.9429,10,779.3568,37,3372.7489,1221.1376,1276.7291,435.2109,505.8911,879.7446,377.7742,707.56,510.6315,3878.3525,625.9124,762.5794,490.0323,628.5284,1.1,1899.7964,22734.6146,0,0,0,0,0,0,0
0,3522.7253,738.5216,5363.6351,1954.9555,26.5,0,554,934.9892,804.2293,0,83,92,0,0.4,0,924.456,797.8716,749.727,585.5181,1362.3296,10,735.6376,51.5,3306.7223,1294.7165,1282.7859,431.6474,525.5672,893.0356,376.9423,702.25,497.7325,3824.8722,636.7984,762.6116,510.4712,606.6044,1,1930.6825,22548.7084,0,0,0,0,0,0,0
3,3487.6547,747.428,5317.0413,1960.3567,26.6,0,901,891.2332,810.1937,0,205,90,0,0,0,1026.3237,801.3468,776.3201,576.1268,1383.5829,9,774.7736,35.5,3197.7325,1352.5255,1265.7077,452.4191,531.0347,914.9386,411.0373,707.56,546.0482,3770.1913,659.2595,775.252,497.5424,651.0377,1.3,1891.1635,22273.4306,1,0,0,0,0,0,0
1,3359.0366,859.8378,5118.0255,1925.551,26.7,0,2352,892.8132,890.677,1,490,90,0,0,0,1035.21,821.2143,802.0271,527.7195,1370.882,10,876.3889,13,3099.7263,1331.5916,1307.1949,450.641,588.3688,977.4933,400.9318,712.89,552.4589,3696.1574,732.5576,795.8426,488.0025,672.1433,2,1860.6634,21737.2371,1,0,0,0,0,0,0
0,2908.3735,977.5598,4793.4673,1761.2468,26.9,0,4303,954.062,982.7264,2,839,89,1,0,0,1107.6799,941.8307,860.1241,550.2865,1375.5162,10,1049.0849,19.5,3032.99,1365.6468,1220.1769,546.9564,629.2682,1064.5688,466.2896,723.61,589.937,3237.9157,810.3191,840.454,499.64,679.1263,2.2,1634.7112,19964.3976,1,0,0,0,0,0,0
7,2804.6125,996.6882,4614.8418,1706.8178,27.2,0,2686,996.37,1005.9928,1,592,87,0,0,1,1181.3378,1034.5659,945.2826,562.2252,1392.0284,10,1079.4807,28,3121.6012,1469.7315,1310.2736,534.0104,674.619,1154.2009,457.0708,739.84,626.284,3046.7484,926.6782,866.2195,563.16,773.1261,2.3,1568.2979,19565.2216,1,0,0,0,0,0,0
4,2727.163,1072.1422,4519.7061,1665.9098,27.7,0,1559,1051.4667,1054.7318,2,377,83,0,0,0,1243.9327,1074.5598,997.7092,616.3268,1356.8775,10,1096.4113,29.5,3128.3532,1354.9348,1329.4087,517.8078,706.3088,1165.298,498.7798,767.29,595.1016,3005.3205,971.9708,868.2438,562.0281,755.2515,3.1,1655.5979,19388.3367,1,0,0,0,1,0,0
1,2675.2992,1100.0953,4482.921,1700.4014,27.9,0,1563,1111.8896,1125.2527,5,393,83,0,0,0,1154.9892,1013.9438,1025.737,655.5579,1291.9815,10,1150.4556,31,3128.3267,1338.9036,1366.3946,575.3635,703.4957,1055.487,469.3129,778.41,615.4691,3019.2247,963.0403,823.9297,648.3382,749.6044,3.3,1626.6212,19291.1703,1,1,0,0,0,0,0
4,2711.1317,1098.4687,4559.8709,1663.6029,28.1,0,1679,1223.2271,1127.9671,1,440,82,0,0.1,0,1157.5134,1046.6761,1033.9432,681.1445,1354.8669,10,1146.1981,20,3215.8364,1288.3202,1360.905,665.7142,653.4798,1088.1599,502.5131,789.61,597.3767,3047.077,1002.1273,867.4227,625.4974,759.3097,3.8,1639.0463,19552.3371,0,0,0,0,0,0,0
5,2757.8127,1152.7748,4610.1815,1667.4508,28.3,0,1935,1359.5126,1175.2399,4,452,80,0,0,0,1206.0663,1103.7364,1054.9817,808.2657,1423.2163,10,1224.9992,24,3274.3492,1376.3504,1440.8707,615.4096,721.2154,1166.4846,519.1425,800.89,561.2586,3076.3946,1013.821,945.9005,619.7903,736.4162,3.6,1673.4837,19923.7595,1,0,1,0,0,0,0
0,2818.8344,1164.0402,4660.7584,1680.2709,28.4,0,2008,1370.8036,1224.7415,1,508,80,0,0,0,1227.8629,1086.0168,1089.1297,808.3445,1436.7724,10,1190.8001,22,3280.2893,1461.1312,1396.2505,614.5127,677.463,1153.3748,512.1783,806.56,564.0513,3045.8051,1023.0233,922.596,796.6337,767.9744,4,1733.1784,20052.1594,1,0,0,0,0,0,0
0,2854.0813,1147.9079,4794.8363,1695.7282,27.2,0,2229,1458.4753,1195.3193,2,539,89,0,0.7,0,1170.4576,1067.1985,1036.6756,933.402,1515.3105,10,1211.7373,27,3335.3515,1457.6846,1305.7048,628.9636,667.0351,1162.0501,525.9768,739.84,630.885,3118.1595,1017.205,974.1109,770.25,785.9987,3.9,1768.701,20387.8731,0,0,0,1,0,0,0
3,2938.916,1111.0789,4920.9213,1695.9068,26.8,0,2630,1435.2034,1192.2498,0,567,92,0,2.3,0,1157.0694,1021.7615,1040.2136,970.7522,1475.0976,10,1213.5257,22,3429.4001,1329.2943,1265.8985,553.9584,652.4674,1133.8854,493.9418,718.24,610.8512,3082.422,922.2109,897.8079,757.8784,739.0534,3.8,1723.5052,20532.0675,0,0,0,0,0,1,0
1,3075.1891,1099.7219,5377.2047,1672.1013,27,0,3409,1595.063,1050.1633,0,775,92,0,0.5,0,1046.8997,960.4696,970.6142,1039.5698,1476.6699,10,1172.6368,15,3584.181,1346.2923,1305.1843,598.8477,695.5692,1195.5685,479.3674,729,582.5077,3162.8316,886.2801,861.8008,688.6607,756.4167,3.2,1729.5612,21382.9231,0,0,0,0,0,0,0
0,3564.147,1116.8687,5958.344,2068.3232,26.3,0,3974,1757.5899,1144.7065,1,1048,94,0,5,0,1126.6133,935.7611,934.6294,1149.3585,1714.2101,10,1165.5832,15.5,4115.4008,1293.8548,1491.4098,647.1266,673.9075,1256.5418,474.7879,691.69,620.6692,3815.1326,884.0131,843.5658,636.3633,778.1041,3.5,2094.162,24821.1295,0,0,0,0,0,0,0
1,3801.9162,1074.7317,6385.4049,2067.4334,26.4,0,2645,1725.0922,1052.7017,0,823,94,0,0.6,0,1091.7363,906.9676,933.317,1228.7238,1668.4887,10,1057.498,26,4478.1135,1346.4456,1474.0006,612.1253,654.5784,1255.5862,453.4703,696.96,588.0648,4143.0735,836.096,802.8989,616.3064,783.1309,2.5,2135.0398,26153.4706,0,0,0,0,0,0,0
0,3925.0669,972.2329,6392.0738,2108.5745,26.5,0,2596,1774.1783,1008.6636,4,675,93,0,0,0,1084.2185,868.9949,926.236,1248.4149,1625.5139,10,974.0905,16,4564.5804,1373.6033,1437.1371,587.8762,602.4073,1191.8176,473.6529,702.25,578.3121,4202.206,810.9133,819.6998,573.5828,777.7569,4,2102.2034,26357.356,1,0,0,0,0,0,0
1,3944.2579,908.7689,6357.5875,2075.1172,26.6,0,3001,1499.5972,924.9722,0,671,90,0,0,0,1050.1775,810.9203,912.3221,1163.1694,1567.2413,10,882.3404,8,4306.6043,1338.2758,1364.2591,571.0665,607.614,1176.3137,457.0356,707.56,588.6288,4309.7226,775.6401,820.0279,521.8789,771.3001,4,2055.6977,25980.4876,1,0,0,0,0,0,0
0,3853.2752,855.3942,6080.6093,1984.2278,26.1,0,2834,1278.8634,913.7424,1,690,93,0,2.4,0,984.4482,824.3521,888.7166,966.6365,1461.6651,10,851.5359,14,4089.8035,1341.1904,1298.6169,493.2482,585.3832,1131.3824,438.6137,681.21,558.3134,4176.7769,755.4187,789.3022,487.6634,740.4712,3.6,1987.973,24932.9477,0,0,0,0,0,0,0
0,3693.2392,761.6807,5860.2819,2000.7841,25.5,0,1430,1024.4864,823.6087,0,394,95,0,2.5,0,910.0212,769.0568,747.9568,755.9904,1400.5644,10,823.4403,34.5,3786.9893,1187.7641,1218.3142,442.8736,530.5017,951.0995,395.8208,650.25,477.6387,4023.2576,661.8161,766.216,404.9073,649.7084,3.1,1891.5536,23874.9843,0,0,0,0,0,0,0
0,3751.1297,760.535,5683.3144,1950.9107,25.5,0,351,956.1033,817.163,0,168,96,0,3.7,0,869.5324,737.8456,758.4953,704.5335,1319.9891,10,788.3474,28,3690.1726,1195.8678,1215.5464,429.9786,511.2904,930.0654,385.7699,650.25,479.0949,4030.5661,649.2429,769.0768,375.8023,658.0822,3,1900.3697,23541.9987,0,0,0,0,0,0,0
0,3705.4179,740.177,5699.7574,1913.4701,25.5,0,0,952.2745,799.8738,0,79,97,0,9,0,903.656,753.3032,741.513,653.4205,1308.0855,10,801.2224,25.5,3601.4385,1167.1086,1199.5288,413.8361,513.3608,895.9824,391.522,650.25,462.7362,3945.7671,656.9928,748.1907,386.6848,646.1404,2.4,1929.046,23302.5113,0,0,0,0,0,0,0
0,3649.5678,741.9637,5584.8241,1934.9054,25.7,0,0,928.3919,800.8925,0,50,97,0,1.7,0,903.0707,759.1846,723.7807,604.0114,1324.8612,10,779.3025,12,3517.2733,1190.8921,1206.9383,426.313,512.998,893.8941,401.685,660.49,464.415,3964.5607,640.948,757.3839,396.7241,653.7337,3.7,1917.2827,23100.2135,0,0,0,0,0,0,0
0,3637.6153,752.012,5543.3424,1904.1251,25.5,0,0,944.0861,814.0469,0,33,96,0,1.6,0,871.3524,756.313,699.1157,573.374,1365.765,10,773.3682,10,3469.8908,1172.9271,1212.6078,408.9213,513.0747,873.7368,392.2647,650.25,465.2939,3952.4561,638.5256,741.2668,413.9469,637.8372,3.4,1892.0564,22977.8589,0,0,0,0,0,0,0
0,3599.3979,739.7241,5463.0036,1900.6445,25.5,0,8,899.2513,799.4155,0,38,96,0,0.6,0,879.5121,722.3185,705.364,562.1599,1352.445,10,747.3558,17,3343.9907,1233.4583,1222.1768,403.0047,510.1872,872.29,415.9591,650.25,485.9079,3932.5821,651.6977,758.3298,413.3231,674.7921,3.2,1885.3698,22699.6104,0,0,0,0,0,0,0
0,3566.533,722.676,5446.143,1902.104,25.2,0,552,903.8846,811.1968,0,111,97,0,16.5,0,887.1032,724.2617,735.1572,561.4687,1325.7713,10,768.6993,14,3279.7915,1283.1312,1252.1044,448.1975,528.9343,882.4234,409.6107,635.04,470.6463,3870.3343,664.2501,736.8998,414.5661,638.5607,4.6,1925.2305,22568.012,0,0,0,0,0,0,0
0,3552.3339,760.7783,5336.0431,1897.031,25.2,0,846,896.2425,817.0898,0,218,97,0,7.8,0,958.955,739.6471,774.952,544.385,1362.7908,10,769.761,6,3183.6604,1359.1679,1244.8415,440.9219,559.2565,916.9742,444.8407,635.04,524.9707,3848.2471,719.4661,749.9517,418.4706,652.8988,2.6,1882.6789,22307.6267,0,0,0,0,0,0,0
0,3419.0828,857.6509,5214.9164,1889.4185,25.4,0,2278,860.7004,883.1926,0,471,97,0,4.3,0,995.6769,799.4602,767.9513,531.7406,1348.3957,10,894.3441,13,3157.5178,1392.723,1295.0656,435.5593,607.1902,998.5701,426.1403,645.16,498.8121,3700.3544,766.4579,776.1455,409.0606,681.489,2.5,1878.631,21903.3822,0,0,0,0,0,0,0
0,2971.7014,981.6431,4956.8229,1693.0841,25.6,0,4331,916.8119,984.4333,0,879,97,1,7.7,0,1047.9171,900.9059,847.0618,515.9267,1347.2718,10,965.857,19,3022.5903,1473.231,1205.5799,546.8613,606.2717,1005.4949,451.7691,655.36,536.9808,3263.9121,822.4274,882.248,406.3302,776.7003,2.5,1610.9436,20071.9061,0,0,0,0,0,0,0
0,2781.3668,1094.7365,4645.3602,1634.976,25.9,0,2738,956.4556,1092.3841,0,595,97,0,0.6,1,1109.3917,1035.2393,896.2594,522.0662,1355.7332,10,1060.9936,25,2993.4087,1430.1828,1301.3834,527.5294,655.6005,1106.4331,521.0333,670.81,575.7429,3011.6645,895.3622,894.2487,443.2715,783.9677,2.3,1605.2177,19329.1105,0,0,0,0,0,0,0
2,2665.3799,1138.0686,4493.3501,1651.5021,26.2,0,1570,946.8896,1132.2362,0,404,97,0,1,0,1144.7296,1010.9018,960.0923,577.0393,1412.2964,10,1072.8931,49,2943.8856,1441.7457,1259.2752,502.8456,667.3568,1059.3165,493.3994,686.44,606.9359,3022.0169,907.1497,878.1325,502.2418,807.6698,2.1,1687.3882,19135.0944,0,0,0,0,1,0,0
2,2713.6369,1102.8298,4409.2857,1652.2606,26.7,0,1580,984.9723,1136.7139,1,384,96,0,0.3,0,1161.5687,1047.7978,959.5946,702.4025,1408.8245,10,1130.1226,50,3022.303,1379.5881,1348.9388,479.4613,711.5368,1097.3197,504.9328,712.89,639.0634,2988.5988,1016.8294,900.4849,482.3003,754.9932,2.2,1643.3375,19187.1858,0,1,0,0,0,0,0
4,2722.5466,1073.1395,4534.1254,1652.2122,27.7,0,1645,1168.0551,1192.1584,1,407,92,0,0,0,1155.4613,999.762,943.8785,825.2429,1458.8095,10,1133.353,29,3118.7253,1302.7765,1307.9662,453.599,728.5729,1103.3773,469.9097,767.29,603.1995,2934.3244,957.2258,871.2433,623.6241,790.6036,2.2,1630.4947,19359.2043,1,0,0,0,0,0,0
