"y","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m20","m25","m30","m35","m45","m50","m55","m65","f15","f20","f35","f65","bus_passenger","sub_passenger"
18,17.4,0,2.1,85,0,10,23,302.76,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4999.7179,3697.9425,2149.438,1789.9119,1335.985,1247.5705,1029.4135,508.2219,2021.5537,7089.486,1613.9129,626.9651,1085,4418
15,16.9,0,2.8,74,0,9,16,285.61,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5287.8929,4003.692,2238.8251,1778.5396,1297.1794,1110.4029,1024.1724,473.4411,2095.1363,7469.4633,1732.5934,609.7034,882,2999
6,16.4,0,3.2,69,0,10,20,268.96,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5385.4517,4095.5516,2175.2564,1689.1432,1328.6664,1079.2508,985.6907,448.0605,2009.0219,7355.1429,1593.413,595.2898,676,2904
10,15.7,0,3.7,69,0,10,22,246.49,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5153.6311,4054.5239,2171.9651,1654.3909,1343.6534,1114.1231,942.862,450.3289,1774.8089,7211.3312,1510.5037,606.3048,654,2951
10,15,0,2.6,69,0,8,13,225,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4795.7812,4035.0544,2067.6657,1584.8741,1176.8806,1016.5346,878.8826,425.6644,1508.2842,6943.6286,1425.1325,589.3938,681,2645
10,14.4,0,2.5,70,0,8,20,207.36,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4350.5473,3938.1419,1993.2549,1403.8653,1051.1151,886.8777,785.3986,405.384,1306.3982,6590.3669,1272.1659,519.5543,419,1344
3,14.2,0,1.9,73,0,10,18,201.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4226.754,3919.8984,1973.0308,1334.8824,1043.6906,919.3412,782.5782,392.6662,1211.9683,6477.5474,1268.7101,525.0777,173,340
1,14.1,0,1.7,74,0,10,27,198.81,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181.0569,3865.005,1949.1118,1349.0877,1056.615,893.5524,774.597,402.7714,1229.9231,6454.731,1309.2714,508.84,85,0
1,14.1,0,0.9,78,0,10,18,198.81,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129.2945,3855.4453,1915.8529,1313.9207,1029.28,906.5789,749.9359,407.7024,1229.7721,6519.2194,1330.4741,517.3655,61,0
0,14.5,0,1.9,86,0,10,20,210.25,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996.3318,3829.359,1917.209,1290.7951,1042.249,891.9099,763.8615,399.6355,1168.4174,6453.7474,1329.1692,514.6443,45,0
1,14.4,0,2.7,91,0,10,12,207.36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907.0215,3797.0803,1881.9584,1288.0622,1051.8285,894.2853,754.736,405.7314,1102.6823,6304.4441,1355.9322,525.1683,39,10
0,14.2,0.1,1.8,92,0,10,6,201.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850.4868,3763.3453,1908.4603,1282.2598,1026.3702,847.869,749.17,410.812,1105.4688,6245.5399,1408.5099,545.6112,108,692
3,14.2,0,1.7,91,0,10,18,201.64,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710.3182,3678.2222,1939.1322,1331.9238,1078.6852,880.689,767.4584,432.4351,1056.8182,6218.3543,1398.0461,566.3115,266,1048
4,14.3,0,2.7,90,0,9,11,204.49,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3645.0967,3570.6447,1849.7212,1360.032,1180.8555,1000.3147,924.5444,432.8203,1180.2793,5955.0915,1383.0273,572.7122,543,2851
19,14.7,0,2.5,85,0,6,23,216.09,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072.6866,3126.078,1705.361,1353.8391,1250.9066,1146.5012,964.7769,459.9123,1229.4263,6139.2839,1495.4093,605.421,810,4976
15,15.4,0,2.9,82,0,7,18,237.16,1,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185.111,2995.9561,1702.1854,1342.8155,1274.4729,1195.1818,985.7188,512.1616,1350.7716,5995.0487,1449.7497,639.4096,578,3185
4,16.9,0,2.6,71,0,7,20,285.61,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4500.7045,2894.2904,1703.2236,1368.956,1274.3559,1255.6529,1075.1366,511.842,1494.7971,6067.811,1500.4654,633.8307,450,1837
2,18.5,0,2.3,65,0,6,30,342.25,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4884.881,3027.4374,1611.9985,1420.4452,1286.8293,1115.4767,1039.2972,485.8412,1694.6636,6447.8751,1582.9458,636.5024,388,1776
5,18.9,0,1.5,63,0,6,36,357.21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4949.5486,3038.7178,1624.8826,1442.7914,1295.9142,1202.0314,1042.7014,485.6523,1874.0131,6610.6808,1484.5608,680.6993,436,2021
5,20.7,0,2,58,0,6,19,428.49,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4860.6727,3025.2177,1634.9288,1461.9489,1344.6721,1222.4175,1066.8925,506.8769,1785.368,6654.9546,1564.585,674.534,473,2279
9,20.2,0,2.6,58,0,7,19,408.04,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4935.1526,3141.1257,1693.2127,1488.9783,1357.4635,1188.597,1101.7113,523.1028,1813.9133,6659.4762,1572.4563,736.8475,531,2407
7,21.3,0,2.8,55,0,7,20,453.69,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4752.1749,3172.6898,1704.7613,1497.4088,1388.6743,1213.5598,1129.8861,505.8889,1695.9659,6513.2972,1501.716,674.4124,639,2586
4,20.6,0,2.3,53,0,7,21,424.36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4806.8514,3139.3491,1656.2133,1595.2541,1310.7049,1229.271,1121.393,467.5385,1792.2563,6437.9389,1524.5013,628.8824,690,3092
16,19.3,0,2.9,59,0,5,35,372.49,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4702.2759,3172.0698,1765.1518,1603.6445,1354.1766,1234.2216,1133.9268,461.1562,1959.5388,6654.9277,1485.1183,586.6863,908,4071
23,17.7,0,3,65,0,3,33,313.29,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4938.0921,3651.1972,2052.2962,1922.1677,1470.6387,1195.653,1084.1231,485.7427,2026.0019,7081.1933,1605.6586,603.7946,1042,4489
14,17.1,0,2.3,69,0,10,31,292.41,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5155.2575,3873.7702,2120.6057,1809.2546,1384.5846,1120.9116,966.2004,455.1708,1973.695,7273.7081,1543.0391,605.5584,894,2934
6,16.7,0,1.8,74,0,10,20,278.89,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5094.6465,4056.6071,2139.6248,1722.394,1337.41,1130.1578,987.9925,505.4339,1953.0661,7286.2285,1485.0896,630.2258,674,2834
11,15.9,0,1.8,76,0,9,3,252.81,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4996.6076,4073.3473,2116.0825,1669.8437,1266.4325,1043.9372,923.1663,489.073,1811.6844,7045.3688,1515.0839,620.5232,683,3022
8,15.2,0,2.2,80,0,10,13,231.04,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4869.5979,4117.5661,2097.9598,1562.5886,1217.1068,962.5358,864.2618,463.3427,1481.196,6864.9011,1435.069,626.5562,654,2841
3,14.9,0,2,79,0,9,6,222.01,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4404.1637,3916.2823,1989.0368,1466.3547,1080.558,831.8064,775.5077,425.2226,1344.7841,6532.2837,1316.9161,510.6628,422,1575
7,14.6,0,0.9,80,0,8,8,213.16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4238.833,3897.9368,1933.1051,1384.1113,1030.0364,811.9655,798.302,417.0896,1228.2078,6473.454,1279.4229,518.6605,196,405
6,14.4,0,3,81,0,10,7,207.36,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4117.2451,3881.659,1861.8382,1347.085,1024.8075,797.1899,777.4293,423.5864,1207.4163,6431.4914,1291.8623,529.74,91,1
1,14.2,0,2.4,81,0,10,18,201.64,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.1634,3902.55,1889.6509,1356.7295,1036.2001,828.2731,822.6518,420.6597,1157.1483,6378.0025,1328.1911,537.0761,53,0
2,14.1,0,2,82,0,8,21,198.81,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990.5621,3866.4273,1912.3169,1351.2347,1009.7885,837.8082,781.853,416.0559,1162.7117,6355.6379,1339.5281,548.3047,50,0
2,13.8,0,1.6,82,0,7,7,190.44,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878.0638,3770.102,1851.5184,1352.9365,995.9628,820.1042,759.6819,410.5293,1140.5516,6283.1572,1369.0014,528.1076,50,13
0,13.4,0,2,84,0,8,5,179.56,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839.4102,3715.5845,1871.0424,1339.6106,1007.0864,796.7287,796.8881,393.1474,1108.0906,6193.5297,1341.1911,553.7521,119,684
3,13.1,0,2.1,83,0,8,8.5,171.61,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3753.6472,3671.3844,1895.0571,1374.1749,1050.6985,858.5487,831.8698,429.7222,1083.6817,6136.773,1369.9742,550.8996,254,1032
2,12.8,0,1.8,84,0,4,8.5,163.84,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664.8578,3535.9889,1889.6335,1372.3683,1209.2927,987.3256,881.5122,421.3329,1149.1104,6027.0823,1376.0888,571.0933,544,2821
18,13.2,0,2.6,84,0,3,8,174.24,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3797.3992,3147.5591,1696.8663,1376.2553,1215.5888,1005.3176,954.1558,442.4829,1289.0439,5856.1576,1353.4487,609.8761,839,4947
9,14.9,0,2.1,79,0,8,17,222.01,1,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888.1817,2933.6743,1638.2361,1472.3611,1253.8966,1061.4496,1004.9173,518.9144,1308.5671,5911.1203,1402.3542,612.2,624,3098
5,15.6,0,2.6,77,0,9,13,243.36,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4212.9221,2901.5418,1645.7628,1439.479,1264.0949,1133.4827,1048.5184,507.2546,1410.2878,5965.2819,1449.0469,686.5492,373,1796
1,17.2,0,3,71,0,6,11,295.84,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4769.1031,2985.2743,1689.2494,1376.8617,1273.7045,1129.1646,1038.414,499.6784,1718.6875,6417.9675,1492.299,670.5451,380,1746
6,17.9,0,2.2,67,0,8,13,320.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5023.1654,3042.0829,1669.7377,1395.8476,1340.2028,1110.2565,1094.5214,474.2888,1810.0452,6387.9823,1433.2165,672.1462,422,2120
6,18.4,0,2.9,67,0,8,22,338.56,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4964.7555,3003.6467,1638.3161,1416.4866,1289.427,1141.6611,1046.4905,490.0062,1939.2292,6512.2555,1413.5162,649.1173,503,2248
3,18.7,0,1.9,65,0,8,10,349.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4838.1922,2996.9108,1719.7165,1448.2197,1341.134,1175.4016,1080.6786,505.5298,1917.737,6474.4126,1425.5995,705.5423,528,2312
6,18.7,0,2.7,66,0,9,12,349.69,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4595.9963,2933.0101,1690.4054,1410.5685,1320.9677,1106.5711,1060.225,488.637,1922.9981,6298.4131,1405.5249,668.6531,621,2693
3,18.3,0,2.2,67,0,10,13,334.89,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4759.0223,3060.9848,1687.4558,1482.4486,1300.9358,1121.0104,1138.6545,493.314,1891.2338,6410.0106,1390.4147,681.0468,699,3224
9,17.6,0,2.7,72,0,10,10,309.76,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4842.4466,3146.666,1849.0319,1492.3399,1194.6862,1119.2231,1023.1035,502.0478,1966.1218,6617.1722,1349.5806,590.2821,884,4198
9,17.1,0,2.7,76,0,10,5,292.41,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5063.5235,3649.6702,2207.6515,1668.1888,1308.2869,1229.4891,1094.9787,520.152,1980.5628,7099.9351,1522.7568,652.4331,1091,4368
7,16.4,0,1.7,78,0,7,13,268.96,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5235.8798,3963.9937,2386.7089,1749.2264,1310.9567,1077.7431,1084.8058,463.8384,2067.7347,7352.1488,1578.9703,684.1897,828,2968
9,16,0,1.5,77,0,10,6,256,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5248.7613,4114.4037,2300.8667,1645.5089,1200.4656,1094.2034,1003.0482,459.5123,1992.0961,7404.0643,1560.6172,669.5565,706,3033
7,15.6,0,2,81,0,10,8,243.36,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5146.1037,4112.8392,2263.3273,1559.1154,1244.706,1029.5881,951.5288,438.3699,2003.6244,7282.568,1510.2431,698.0284,719,3109
9,15.3,0,1.8,81,0,10,6,234.09,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4923.5671,4059.2221,2101.1523,1574.3407,1177.2579,912.5084,894.4567,437.6022,1627.1664,6904.1203,1438.5269,639.2579,715,3015
11,15,0,1.4,79,0,10,14,225,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4479.266,3968.6383,2047.9204,1451.8635,1063.7435,794.0509,819.3039,374.5397,1433.1615,6648.0695,1361.1639,523.8136,423,1699
4,14.8,0,1.1,79,0,10,6,219.04,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4327.0563,3882.4385,1963.3824,1450.4774,1074.0609,800.1876,780.6039,383.1125,1353.3157,6535.6688,1335.2868,533.6177,277,787
1,14.6,0,1.2,84,0,10,40.5,213.16,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220.484,3838.9807,1976.8279,1449.1182,1136.7644,825.8449,814.5842,404.9346,1272.9207,6530.0296,1364.1583,527.9675,168,0
4,14.1,0,2.3,85,0,10,8,198.81,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088.5418,3795.2296,1973.5008,1366.5701,1093.3369,800.4387,793.7423,397.8779,1214.7637,6418.6949,1336.3028,523.8524,114,0
2,13.4,0,2,85,0,9,39.5,179.56,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997.5096,3802.1284,1940.4981,1402.2077,1075.3876,805.2327,772.6073,396.079,1154.918,6400.0262,1341.3307,514.0629,75,0
1,12.5,0,2.7,86,0,7,9,156.25,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891.8943,3715.4348,1939.8078,1368.8969,1058.8071,794.9247,770.4983,380.7426,1078.6341,6310.9781,1371.8456,544.4439,45,11
0,11.9,0,2.9,85,0,5,6,141.61,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.7131,3680.985,1926.1384,1377.0828,1054.1459,787.025,788.5478,384.8438,1041.0851,6285.5299,1370.3142,549.3933,127,676
3,11.5,0,1.4,84,0,2,27.5,132.25,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757.7786,3636.7611,1903.9276,1365.9041,1076.0636,839.5336,800.9443,436.6443,1068.0144,6239.9295,1366.3026,603.2123,256,1020
0,11,0,2.4,86,0,0,27.5,121,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3715.4974,3542.3104,1882.7965,1370.7721,1232.1189,953.5077,870.721,430.5366,1120.572,6009.6826,1387.6115,589.0098,513,2722
15,11.5,0,3.1,84,0,0,33.5,132.25,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757.5716,3087.8972,1769.7679,1398.9331,1258.4052,1040.4513,931.6182,457.5183,1259.7837,5908.9513,1362.8404,624.3604,819,4693
9,12.5,0,3.7,78,0,3,35.5,156.25,1,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809.9788,2899.7465,1724.3692,1448.9676,1281.6006,1064.4446,995.7483,479.5844,1418.0402,5682.4429,1394.0361,599.7402,559,2995
3,14.2,0,4.2,74,0,3,8,201.64,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3986.5791,2923.9919,1765.6874,1486.1607,1310.5319,1079.8883,1026.8219,495.0943,1463.7818,5664.567,1520.2476,648.0679,396,1766
4,15.2,0,3.8,68,0,6,20,231.04,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4198.4281,2908.8768,1794.0417,1528.0778,1336.1884,1086.5004,1061.0209,462.4309,1477.0386,6015.2795,1525.9101,617.9509,391,1763
7,16.2,0,2.8,67,0,8,19,262.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4227.753,2934.8832,1714.4084,1520.4926,1353.3665,1074.2351,1084.7717,476.0671,1808.1447,6201.1109,1512.2945,612.1325,447,2053
9,16.9,0,3.5,66,0,7,25,285.61,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4188.9831,2904.7356,1704.4553,1505.4192,1277.0346,1051.1118,1104.2556,521.0347,1933.0494,6076.7557,1450.1138,624.5799,524,2288
2,17.3,0,3.2,62,0,5,19,299.29,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4357.232,2914.1683,1757.4295,1498.1398,1336.6014,1099.2554,1071.7389,501.3154,2012.2096,6115.2237,1486.0148,621.2237,508,2462
5,18.3,0,3.2,58,0,3,13,334.89,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4384.0601,2969.0598,1717.0584,1534.1491,1275.4999,1141.742,1023.5246,493.825,2054.839,6131.3198,1421.7434,608.744,616,2814
9,18.2,0,3.3,58,0,2,16,331.24,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4432.4989,3149.12,1704.2324,1553.1172,1273.2889,1085.9347,996.5605,516.3216,1899.7236,6196.3622,1358.5263,607.5423,700,3438
8,18.3,0,3.4,56,0,1,11,334.89,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4615.1144,3337.5427,1859.1289,1544.3658,1310.8314,1115.8676,1014.1297,486.545,2087.3711,6312.4918,1377.6614,581.1387,821,4483
12,16.7,0,3.3,62,0,1,17,278.89,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4996.7149,3858.1136,2172.5673,1761.2939,1336.3237,1085.0263,1095.6851,491.8728,2265.4975,6852.3365,1544.1422,611.9947,955,5289
14,15.5,0,2.3,52,0,0,15,240.25,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5372.3908,4178.2012,2358.0792,1735.327,1333.0264,1096.4124,994.366,455.7094,2313.4344,7290.8136,1513.3083,580.1326,913,3491
2,15,0,3.1,50,0,5,19,225,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5429.6512,4546.6454,2376.8595,1715.3523,1375.5633,1038.421,1002.6136,458.5089,2198.0863,7479.2833,1477.313,591.7783,666,3414
8,14.1,0,0.5,54,0,1,18,198.81,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5706.6771,4641.4331,2423.4232,1710.0782,1261.5431,993.4435,967.2198,462.8748,1982.5533,7587.9435,1485.2415,589.2195,714,3652
6,13.1,0,0.9,64,0,0,17,171.61,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5637.2434,4730.3028,2414.8055,1587.5195,1210.8512,930.2494,918.7565,446.4482,1949.1108,7635.4619,1427.305,572.5751,726,3775
13,12.3,0,2.2,63,0,0,17,151.29,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5094.0547,4462.3658,2263.7277,1561.0544,1136.6124,878.2092,815.588,415.0486,1591.8039,7057.4548,1264.6416,515.7455,549,2647
2,12,0,2.6,68,0,0,9,144,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.2636,4392.8895,2238.0022,1473.8007,1065.0302,868.1173,828.5892,393.5639,1535.0006,6853.2207,1224.9166,512.5575,277,787
2,12,0,2.7,74,0,0,13,144,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4724.7088,4359.8582,2112.9607,1433.5304,1086.5474,870.2829,837.1442,397.6946,1353.4498,6754.6093,1259.7266,521.6258,168,0
7,12,0,3.5,77,0,5,3,144,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4373.4227,4170.933,2039.1026,1391.0423,1045.0117,862.481,828.884,418.7261,1287.3048,6525.1344,1227.1006,526.6598,114,0
2,11.9,0,3.3,78,0,0,47.5,141.61,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177.8159,4054.0645,2016.99,1352.592,1051.7914,874.783,806.2211,414.4745,1247.0821,6422.5027,1195.9836,530.7328,75,0
3,11.7,0,2.3,80,0,6,42.5,136.89,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993.029,3930.4255,1963.0001,1340.3094,1004.2108,836.2929,771.5789,408.9591,1168.7009,6292.9726,1199.1058,551.9421,45,11
0,11.4,0,2.5,80,0,3,6,129.96,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3811.1996,3820.5605,1913.6512,1325.1668,1012.685,841.0623,797.2382,379.1064,1107.3324,6157.7886,1247.7367,552.2353,127,676
1,11.2,0,2.8,82,0,4,36.5,125.44,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662.6916,3681.9393,1924.8363,1294.6808,1053.4842,849.6423,834.6123,388.97,1088.6524,6002.3027,1245.9395,540.4937,256,1020
0,11.2,0,2.3,81,0,4,36,125.44,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554.2638,3537.1393,1904.3194,1268.6176,967.0808,860.0748,804.446,415.1028,1046.7011,5830.05,1188.188,546.7589,513,2722
3,12.4,0,2.5,79,0,2,33,153.76,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517.8015,3397.3619,1910.9622,1297.7469,1055.4379,830.482,841.58,411.0592,1037.9336,5635.4507,1197.9505,532.3388,819,4693
4,14.6,0,3.4,70,0,3,30.5,213.16,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547.2249,3333.3991,1921.602,1349.6306,1041.0537,863.7096,851.6711,417.6697,1018.6552,5534.5252,1198.2689,556.4148,559,2995
3,16.3,0,2.5,65,0,1,19,265.69,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3465.6534,3302.0175,1919.49,1433.89,1137.1818,867.4108,913.7386,474.8567,1135.763,5446.2564,1239.0558,571.406,396,1766
6,17.8,0,1.8,59,0,2,21,316.84,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3616.3497,3378.292,2020.6289,1583.6646,1191.4549,915.782,892.3677,440.3936,1230.112,5419.6722,1452.4604,580.4213,391,1763
3,18.9,0,2.2,55,0,2,27,357.21,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3798.1669,3459.7753,2032.3897,1592.2338,1235.9546,922.0809,875.2887,422.4412,1428.7031,5619.1068,1489.4886,596.8937,447,2053
9,18.7,0,2.3,55,0,3,24,349.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3816.2292,3583.6801,2160.1217,1644.8328,1259.9773,911.0244,991.8978,446.621,1614.7035,5754.693,1540.8616,602.9856,524,2288
7,20.5,0,1.9,47,0,3,16,420.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3904.6098,3558.2485,2199.477,1708.3909,1285.1786,903.9455,934.2488,435.9714,1624.1232,5684.0945,1497.3798,631.4811,508,2462
