"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
1,801.9534,29.3,486,1,1767,1164.962,68,1348.0061,3495.5823,1357.0079,5430.0265,432.8693,561.921,1288.9044,559.1895,1169.7218,840.9754,929.7448,1177.3509,1190.0678,755.2433,585.3234,1516.5566,1630.7311,1281.0487,1115.9045,32,2898.7189,1391.5952,0,1744.1886,1144.7101,3324.3738,2.4,1,8,21329.0822,0,0,0,0,0,0,858.49,0,0
2,851.6314,30.2,530,0,2106,1249.1646,65,1286.5942,3624.4125,1347.2117,5386.897,463.5239,525.8475,1416.9598,466.0925,1166.6621,863.8084,1010.3277,1156.8843,1202.0112,737.649,620.1884,1543.0696,1575.0406,1245.0454,1115.3483,25,2960.6719,1496.5549,0,1798.3404,1067.2895,3321.4221,2.7,1,9,21626.8139,0,0,0,0,0,0,912.04,0,0
1,835.7163,29.5,616,2,2287,1341.6518,65,1290.7181,3701.447,1406.4939,5436.8471,562.1985,585.0461,1348.7963,504.0949,1107.9326,857.8488,1014.2355,1118.462,1213.5626,722.5193,595.4732,1527.2942,1609.5531,1265.5895,1043.7367,31,2990.1885,1372.4852,0,1820.9636,1048.487,3267.5226,2.8,1,9,21702.6124,0,0,0,0,0,0,870.25,0,0
1,959.9459,29.5,667,2,2645,1498.8448,65,1204.6064,3724.9552,1336.6971,5573.267,644.3932,561.7081,1297.4993,577.9364,1096.804,751.9067,934.3189,1094.4456,1327.9051,689.3358,582.2885,1560.9293,1640.8583,1227.3106,1045.7818,24,2936.9543,1359.5206,0,1767.6205,1067.541,3235.3473,4,1,10,21737.4312,0,0,0,0,0,0,870.25,0,0
6,952.0936,28.6,834,1,3575,1632.7784,61,1137.8218,3661.7367,1235.7414,5568.7821,650.0092,538.6405,1371.8101,534.7675,1011.3262,768.2675,905.8824,1020.429,1157.4734,753.6333,562.5696,1620.4691,1698.1862,1190.148,1012.7685,10,3060.3349,1321.6894,0,1806.7707,1025.9941,3410.3231,3.6,1,9,22198.4129,0,0,0,0,0,0,817.96,0,1
6,1143.7659,28.1,1021,2,4000,1738.7288,63,1260.4225,4122.8975,1323.281,6187.2941,553.6293,547.393,1461.8468,465.9685,1095.5792,795.5824,934.7222,1002.9734,1129.9782,721.1072,571.9565,1684.7595,2007.5402,1313.4142,944.4211,22,3525.9849,1352.7824,0,2258.4242,1001.3693,4146.8514,3.2,1,9,25395.5986,0,0,0,0,0,0,789.61,0,0
5,1168.8873,27.6,861,3,2792,1697.8909,70,1149.2418,4299.7069,1225.8305,6613.075,563.5955,516.65,1549.7269,502.3395,984.2667,793.1263,880.9119,946.3957,1064.7055,705.8916,558.9239,1677.9595,2015.6491,1230.058,947.3134,16,3816.2819,1339.4352,0,2106.7362,910.5155,4361.3903,3.3,1,10,26440.5258,0,0,0,0,0,0,761.76,0,0
6,1146.531,27.3,646,7,2442,1589.367,72,1101.8975,4277.8382,1193.4064,6587.2727,437.1736,509.8155,1439.419,479.856,952.4508,774.4906,897.6164,906.6866,1040.4764,687.0607,545.6194,1647.2945,2067.9648,1256.238,889.6447,14,3947.6147,1304.2921,0,2136.9145,933.0564,4352.5237,2.2,1,10,26456.8421,0,0,1,0,0,0,745.29,0,0
6,1059.948,27,567,9,2763,1373.3161,76,955.0329,4273.4824,1189.7201,6360.3422,425.865,471.4358,1372.5627,470.4739,924.7673,724.7998,863.4455,851.3394,944.3815,707.9486,538.582,1606.2683,2155.6619,1204.6115,832.9918,15,3934.3038,1277.6185,0,2105.2644,878.8998,4321.6472,2.4,1,10,26129.5329,0,0,0,0,0,0,729,1,0
1,996.4824,24.6,629,3,2593,1178.2943,75,914.5562,4183.0501,1140.0485,6024.8793,407.9285,464.5195,1366.8341,496.0338,867.5599,702.4581,822.1522,857.2073,893.286,657.1003,547.3756,1463.9615,2066.7433,1213.3202,834.8685,16,3929.5246,1272.2679,1.3,1965.7066,842.2269,4247.9789,3.1,0,10,25248.6784,0,0,0,1,0,0,605.16,0,0
0,697.3532,23,356,0,1343,1073.3467,88,754.66,3715.1119,1049.1834,5904.0301,392.2145,404.8246,1220.6931,349.9117,755.3284,645.0221,776.4113,776.4172,778.7541,549.2226,463.9054,1336.8548,1931.7012,989.0065,666.0762,19,3706.0134,1216.1448,1.9,1856.662,761.9591,4099.5709,1.6,0,10,23770.6374,0,0,0,0,0,0,529,0,0
2,668.3499,23,142,3,287,972.1672,87,763.9184,3637.6795,1049.6157,5863.3419,415.3021,410.5831,1240.727,345.8744,771.1195,660.1273,776.5403,784.3136,769.7632,552.7269,461.7194,1347.928,1910.6743,938.418,655.0541,5,3711.4056,1184.3933,0,1894.3238,765.3327,4080.6033,0.7,0,10,23686.6834,0,0,0,0,0,0,529,0,0
1,665.7048,23.1,67,1,0,979.6512,88,748.097,3549.0205,1049.705,5822.3059,382.1258,410.7483,1262.5549,375.0016,790.2512,666.4722,803.5637,761.7534,784.0278,568.9032,493.0951,1354.6274,1939.4747,938.5229,645.3331,9,3694.6459,1230.8431,0,1913.9963,743.2253,4069.7757,0.7,0,10,23606.4013,0,0,0,0,1,0,533.61,0,0
0,671.0068,23.2,70,1,0,934.1085,88,753.7289,3529.7337,1027.7775,5750.8414,409.9937,400.0928,1279.6297,406.7803,800.6925,660.6797,789.2322,737.0526,779.2115,570.9533,499.8259,1363.6261,1948.2257,951.7271,647.4983,11,3653.5898,1245.5884,0,1912.8994,760.5576,4077.2112,0.5,0,10,23515.757,0,0,0,0,0,0,538.24,0,0
0,641.7117,23.1,35,0,0,952.6966,91,786.0562,3500.4767,990.0367,5732.7534,432.799,409.8203,1265.4122,395.7478,781.531,634.8679,770.5817,754.521,789.0462,550.5873,483.1075,1360.2004,1928.7597,910.9074,649.4599,16,3637.6887,1246.0632,0,1964.5268,771.755,4062.7986,2.1,1,10,23452.6165,0,0,0,0,0,0,533.61,0,0
0,648.3527,23,40,0,16,895.1297,93,771.2792,3428.691,998.6514,5718.6595,413.3797,431.4901,1260.0906,384.8671,811.1807,638.5743,783.8642,764.6437,800.2187,558.3833,502.0173,1351.094,1912.5557,948.4127,659.7195,16,3646.1764,1280.343,0.1,1943.8019,760.0179,4047.0955,2.1,0,10,23308.1646,0,0,0,0,0,0,529,0,0
0,607.5968,22.5,111,0,674,869.617,95,765.7488,3365.3685,972.7509,5650.5815,440.143,409.0239,1303.3429,421.6942,800.7513,619.0286,830.7939,768.9288,787.052,581.7549,498.4423,1300.1348,1902.6397,956.6198,684.5399,22,3610.8434,1245.2021,0.8,1962.2298,779.2491,4034.2383,1.8,0,10,23129.3789,0,0,0,0,0,0,506.25,0,0
0,600.9832,22.4,263,0,938,874.9915,96,804.7795,3304.4777,1014.9279,5545.5207,451.0063,451.9095,1282.838,421.4691,803.3419,622.7394,801.9601,798.8218,811.8005,591.8761,538.4069,1328.7669,1861.5304,972.5175,749.7242,12,3571.2752,1349.2195,0.9,1912.7435,768.6275,3895.2891,1.8,0,10,22702.4415,0,0,0,0,0,0,501.76,0,0
1,787.5806,22.6,524,0,2635,922.1777,95,856.3679,3165.1211,1095.7837,5421.8507,474.8531,441.1941,1333.9821,534.2809,838.753,652.5527,824.0219,903.5252,947.1765,636.6467,560.3844,1412.4605,1884.8938,1084.7194,808.8466,6,3450.1394,1375.2289,0.4,1912.0341,811.8031,3747.2787,1.8,0,10,22327.7604,0,0,0,0,0,0,510.76,0,0
3,779.935,22.9,892,3,4543,959.3894,94,966.8633,3145.6426,1217.0315,5176.062,414.4469,508.262,1376.9684,591.8559,992.0023,706.7304,830.9991,958.449,964.3735,697.744,550.9861,1383.5131,1711.3993,1115.6136,847.1337,7,2997.4916,1375.7327,0,1679.8603,903.4176,3341.9389,1.4,1,10,20812.8762,0,0,0,0,0,0,524.41,0,0
2,764.1404,23.7,581,5,2855,1002.9521,91,1115.1365,3083.8508,1256.1838,4789.5558,383.8143,534.4684,1418.2491,597.914,1034.0159,730.9303,917.2325,1030.1169,1040.6406,716.5742,607.6546,1449.1411,1630.2612,1203.2586,929.3981,10,2795.9704,1419.5757,0,1653.5482,1003.2512,2992.4431,1.3,1,10,19813.0197,0,0,0,0,0,1,561.69,0,0
0,734.6492,24.8,408,3,1624,991.8928,87,1154.8225,2966.9476,1303.3406,4714.5578,418.6505,522.0341,1497.0554,621.1556,1134.7253,791.3096,926.1744,1107.6213,1121.8791,750.33,668.9152,1489.0229,1654.3833,1192.3143,999.1727,10,2741.7551,1348.6537,0,1682.9028,1085.3994,3045.8052,1.3,1,10,19792.4301,0,0,0,0,0,0,615.04,0,0
1,773.1797,25.8,424,0,1555,1039.4626,83,1222.6463,3048.1142,1313.757,4728.1851,439.6489,520.0257,1465.5821,603.7966,1160.6004,811.579,871.762,1118.3563,1127.6072,755.6297,639.7135,1467.6467,1638.2068,1154.4993,1024.0106,9,2747.1429,1363.4932,0,1648.2575,1099.2325,3017.4877,1.4,1,8,19760.623,0,0,0,0,0,0,665.64,0,0
2,829.9133,27.2,448,1,1666,1074.7107,76,1215.6262,3143.2604,1256.1645,4852.9326,450.9372,491.1234,1425.1132,557.9996,1165.1379,732.0736,879.3776,1116.9304,1102.2642,734.9216,612.7343,1536.3576,1656.9935,1155.8242,1017.089,11,2805.0626,1357.9383,0,1709.9162,1054.2144,3076.942,2.1,1,7,20206.5781,0,1,0,0,0,0,739.84,0,0
1,847.7425,28.1,468,1,1804,1228.1754,65,1295.6309,3243.5067,1237.7757,4915.4385,464.1792,514.234,1432.3021,638.5691,1150.5246,788.4267,979.572,1119.3653,1096.6493,744.5245,648.1824,1507.8756,1607.9276,1166.4231,1077.4371,26,2706.3891,1401.1375,0,1753.4304,1112.5505,2996.5046,3.3,1,7,20163.3746,0,0,0,0,0,0,789.61,0,0
3,853.1592,28.9,482,2,2017,1318.6539,60,1268.7921,3338.2999,1272.2447,5029.4955,482.006,564.4628,1523.2538,587.2152,1122.8425,806.4644,982.8435,1138.9695,1123.1543,739.2372,664.1195,1585.634,1654.3047,1129.6599,1038.53,31,2736.0482,1421.641,0,1760.8344,1068.1372,3119.4123,3.1,1,3,20747.2828,0,0,0,0,0,0,835.21,0,0
4,786.1251,29.8,600,1,2334,1373.9823,54,1250.2189,3415.0224,1237.2506,5216.5703,355.9057,508.4115,1458.0792,298.0363,1100.4519,782.3259,879.6381,1113.3304,1152.5279,740.9904,632.999,1588.3727,1691.4891,1176.3223,1052.1929,24,2758.8451,1454.0907,0,1766.8061,1019.1167,3203.2576,2.7,1,2,21098.4425,0,0,0,0,0,0,888.04,0,0
1,858.4957,30,655,7,2743,1453.7911,60,1244.8053,3492.8642,1227.9327,5216.2105,496.5076,475.7558,1389.5619,465.3414,1061.1374,770.5358,925.4256,1041.9447,1137.7346,700.2169,636.7529,1614.3176,1696.0032,1183.1221,1019.4292,25,2790.1724,1440.318,0,1753.3359,1078.6772,3246.1191,2.8,1,7,21198.5848,0,0,0,0,0,0,900,0,0
7,974.7391,29.5,798,1,3579,1698.0553,60,1220.2453,3690.0221,1248.3102,5588.1063,518.4885,457.3798,1414.2948,498.2949,946.5611,784.2519,957.0274,1071.9919,1138.2054,725.4893,594.5725,1639.9063,1792.7332,1200.9038,975.9911,42,3006.0653,1415.5981,0,1734.6404,1018.4268,3364.5841,3.4,1,4,22230.3525,0,0,0,0,0,0,870.25,0,1
4,1001.2894,28.8,951,3,4121,1737.4453,57,1240.0092,4102.8121,1304.3001,6184.3993,491.4674,440.1026,1500.9214,470.4185,1102.2165,735.1391,892.3444,1041.5292,1139.2126,722.5723,623.8284,1850.2769,2077.5739,1243.5689,920.0507,36,3415.5265,1367.2356,0,2118.7471,980.1679,4146.5125,2.9,1,2,25396.7697,0,0,0,0,0,0,829.44,0,0
4,1117.2455,27.3,823,8,2897,1834.4739,57,1229.4139,4412.596,1283.9793,6415.0173,558.8249,465.2184,1451.9357,545.7559,1022.6932,759.9902,813.539,975.1111,1065.7686,719.622,577.2681,1703.803,2198.6574,1230.7532,897.6875,27,3641.9289,1413.6632,0,2273.7406,985.0355,4469.8616,3.5,1,1,26567.5405,0,0,0,0,0,0,745.29,0,0
5,1157.6459,26.1,696,2,2697,1782.2706,65,1196.533,4499.0505,1215.7322,6602.8359,635.6357,444.9073,1472.0899,578.5434,937.3649,764.3785,872.6558,944.9138,1077.0782,676.649,583.493,1690.8899,2255.8071,1208.7481,829.9691,16,3918.338,1405.0406,0,2164.2732,938.9859,4406.9435,3.9,1,3,27010.228,0,0,1,0,0,0,681.21,0,0
7,1062.4731,25.2,669,6,2976,1525.8695,65,1070.308,4391.0039,1147.2424,6434.6869,502.0958,424.1905,1356.8655,539.0171,906.0787,691.9589,833.6306,916.4535,993.2653,666.39,577.8623,1563.7794,2156.7618,1146.4249,846.4706,8,3976.6328,1361.4318,0,2100.6827,867.691,4311.3228,3.1,1,0,26291.7358,0,0,0,0,0,0,635.04,1,0
4,883.1151,24.2,675,8,2671,1210.3823,68,953.2063,4232.8468,1067.2979,6335.945,477.6509,421.4838,1380.311,561.7773,830.2026,679.9914,830.3601,876.3837,928.1422,657.8453,545.5265,1492.2572,2151.3096,1088.7363,862.55,12,3917.8471,1354.0995,0,2062.4805,849.5596,4195.7438,1.3,1,4,25768.741,0,0,0,1,0,0,585.64,0,0
2,770.0515,23.5,388,4,1599,1115.1057,70,805.4437,3993.8286,1006.3005,5901.4947,419.6248,393.5733,1243.0106,425.6277,774.7786,648.1675,813.2548,781.8581,817.5812,578.019,481.9279,1425.8719,2014.7838,988.1763,717.7464,17,3813.4406,1211.2811,0,1905.7338,784.9321,4092.2239,0.1,0,2,24390.3879,0,0,0,0,0,0,552.25,0,0
0,770.2059,23,174,1,400,1034.1856,70,812.4314,3817.7874,1034.4888,5944.9504,412.6584,402.3429,1258.4218,427.6348,793.5011,670.9315,825.9076,765.9793,783.7978,588.0753,481.7835,1367.6087,1931.6158,938.5824,707.5672,21,3871.1338,1259.4147,0,1938.8702,765.3154,4058.6935,1.6,1,2,24189.0816,0,0,0,0,0,0,529,0,0
2,749.3207,22.7,81,1,0,1038.1134,74,822.4261,3726.3117,978.0232,5934.909,426.7802,391.5993,1290.0804,401.0614,787.1924,651.0907,807.4171,771.8364,799.725,565.4323,502.2951,1370.3254,1907.7344,945.8716,708.0217,26,3802.8504,1286.8654,0,1979.8953,793.1791,4037.7003,1.9,1,9,24049.8069,0,0,0,0,1,0,515.29,0,0
0,721.3781,22.6,52,2,0,1016.1364,74,807.9944,3674.0731,988.2202,5933.238,413.4613,404.5718,1261.9292,394.9349,798.0633,660.4276,830.039,736.1411,810.2839,556.4868,511.4981,1368.3687,1899.5159,933.9514,688.4984,24,3814.2508,1241.4288,0,1963.4115,801.3555,4037.6814,1.8,1,5,23952.4686,0,0,0,0,0,0,510.76,0,0
0,695.6291,22.7,39,0,0,1023.8427,72,824.4143,3608.0522,1020.6114,5869.8911,405.8283,394.4611,1247.2735,413.0517,787.1619,670.6566,833.9733,746.3842,800.4912,574.0836,522.309,1368.7525,1904.8483,981.6462,680.744,20,3773.6236,1234.2524,0,1977.6489,807.2039,4081.5851,2.6,1,7,23831.6752,0,0,0,0,0,0,515.29,0,0
0,670.4557,22.5,44,0,23,1010.9551,71,795.7078,3481.0872,1012.7292,5879.0019,401.0097,394.8902,1258.3581,368.3391,809.1124,661.3575,837.5848,750.259,803.6331,544.5298,516.6417,1353.2685,1871.019,972.2438,672.718,17,3713.4944,1261.1391,0,2004.2938,801.1687,4070.1539,2.6,1,7,23630.6768,0,0,0,0,0,0,506.25,0,0
0,665.8973,22.4,116,0,713,993.323,68,811.5359,3396.0494,1022.1819,5735.9589,426.0858,401.2884,1263.9567,392.1572,809.9667,671.264,870.5826,777.6801,796.5623,555.7343,543.0724,1364.8304,1913.2173,985.3053,664.5967,17,3661.3763,1316.2109,0,2022.5211,778.3439,4040.7042,2.6,1,8,23398.6143,0,0,0,0,0,0,501.76,0,0
0,639.19,22.4,252,0,972,955.6497,69,843.9737,3316.8306,1070.6911,5659.4729,437.6579,391.8743,1273.1529,430.8311,864.4909,669.6831,827.6371,795.3958,804.8914,608.2774,574.0942,1391.5698,1916.3591,1001.1156,744.5822,13,3579.8385,1262.2069,0,1990.8543,804.115,3976.069,3.1,1,6,23104.1471,0,0,0,0,0,0,501.76,0,0
1,829.2973,22.6,528,0,2627,1018.1351,69,920.7295,3242.6898,1222.5806,5545.4335,453.8431,399.8967,1346.3907,484.8047,899.5774,675.4913,836.4269,893.1173,926.1797,645.7106,548.3234,1443.145,1828.3865,1124.2904,824.5715,15,3438.2858,1311.7388,0,2036.6974,862.2308,3862.3901,2.7,1,8,22743.4188,0,0,0,0,0,0,510.76,0,0
5,884.0954,23.8,877,1,4541,984.4859,66,1043.6861,3166.7048,1180.1852,5172.8033,435.6797,451.4464,1327.4865,546.6192,975.1769,718.029,902.7133,1006.2437,955.1916,661.1696,584.5774,1421.259,1717.2832,1177.4465,835.8313,43.5,2997.8125,1381.9272,0,1776.4296,1000.1721,3372.9718,3.9,1,8,20952.7507,0,0,0,0,0,0,566.44,0,0
2,752.8203,24.7,593,5,2904,997.146,66,1115.7717,3068.5773,1246.6321,4729.0716,400.6096,469.8841,1368.0941,588.0898,1057.0106,729.1482,948.2747,1071.2964,1032.8738,732.158,596.641,1448.014,1614.9819,1189.0473,979.4461,17,2734.8131,1338.1648,0,1703.4577,1080.6079,3065.7309,3.7,1,9,19732.7406,0,0,0,0,0,1,610.09,0,0
1,852.0577,26,397,2,1655,1031.2672,65,1202.317,2982.0228,1241.3358,4648.7907,392.3895,489.9852,1398.4735,535.1794,1126.0881,766.3057,976.0537,1058.7882,1116.1646,728.9755,664.776,1573.6943,1624.8635,1268.0441,1020.7327,15,2664.8845,1360.7406,0,1722.538,1042.7644,3085.3444,4.2,1,8,19700.6117,0,0,0,0,0,0,676,0,0
3,803.0505,26.7,401,1,1519,1052.971,63,1223.2349,3025.719,1239.8307,4668.1575,413.6373,489.1948,1399.4048,579.1252,1117.1993,721.6116,912.8358,1059.2954,1075.8873,673.0177,686.2481,1463.2045,1606.5006,1204.0046,980.8247,18,2580.997,1311.059,0,1714.516,972.3206,3041.6017,3.2,1,7,19500.1011,0,0,0,0,0,0,712.89,0,0
0,922.2187,27.7,419,3,1793,1082.6138,61,1204.7996,3142.9065,1310.3381,4941.2564,470.7811,489.3823,1442.9941,555.7172,1169.8606,801.1998,930.229,1074.8135,1089.0969,698.7832,632.5609,1542.2604,1593.0177,1235.7282,907.231,28,2691.1764,1254.1954,0,1753.8136,1029.527,3011.0317,2.2,1,8,20118.4568,0,1,0,0,0,0,767.29,0,0
1,927.9211,27.6,467,0,1843,1296.354,61,1200.5595,3259.8133,1305.3453,4948.1239,521.5641,548.6524,1382.2208,582.8973,1183.6148,751.8625,917.4036,1107.293,1100.5271,764.0751,644.2045,1583.4326,1610.8527,1238.3964,949.5001,27,2640.8784,1221.786,0,1795.7031,1103.3306,3009.013,2.9,1,9,20230.0378,0,0,0,0,0,0,761.76,0,0
4,1097.2914,27.1,531,1,2084,1387.3049,62,1204.2788,3416.5551,1282.343,5096.4473,439.4845,520.3449,1363.0808,388.273,1131.7383,768.7203,999.9121,1094.817,1132.2416,721.2141,665.0367,1568.6755,1599.5576,1273.2944,1009.4182,26,2655.269,1356.9017,0,1736.9095,1036.4971,3054.1063,1.4,1,9,20490.6011,0,0,0,0,0,0,734.41,0,0
2,1053.345,26.6,583,1,2181,1422.8939,65,1229.8272,3394.4731,1264.5431,5225.5083,513.0937,528.1347,1411.6676,499.4085,1059.9445,746.0626,927.3097,1093.3415,1139.5375,739.5264,624.4332,1483.3008,1674.7677,1218.6456,972.5588,20,2735.2807,1390.496,0,1742.9502,1019.0816,3057.9317,2,1,9,20725.8801,0,0,0,0,0,0,707.56,0,0
1,1054.435,26.3,677,5,2685,1583.2307,64,1110.2612,3534.2548,1229.4772,5325.7244,592.657,512.3574,1379.9651,581.8304,985.387,723.3823,903.4223,1050.4414,1122.0146,733.6938,593.3293,1575.9375,1712.2579,1202.7167,932.6061,10,2804.9944,1271.8376,0,1777.1491,1066.7939,3152.6282,2.4,1,9,21262.9114,0,0,0,0,0,0,691.69,0,0
3,1159.3479,26.9,748,0,3620,1717.6934,61,1130.4045,3823.016,1272.5789,5688.7669,636.0827,488.1385,1386.08,599.4216,963.3838,767.9774,872.4674,1032.8535,1070.6962,681.3652,608.1154,1642.609,1758.6477,1174.6325,913.7416,9,2920.274,1282.4879,0,1804.3403,930.1942,3339.0548,1.6,1,8,22362.7887,0,0,0,0,0,0,723.61,0,1
8,1289.0804,26.2,1007,2,4211,1844.0609,63,1123.8306,4268.2699,1348.1167,6539.3115,519.8736,491.0455,1543.4039,525.3391,1059.2118,811.3813,884.8008,1081.0961,1037.7922,725.9498,628.6347,1847.9622,2085.1664,1282.8224,910.7717,27.5,3498.0795,1359.397,0,2246.7445,945.9397,4117.1085,2.5,1,9,26146.0464,0,0,0,0,0,0,686.44,0,0
5,1401.2947,25.5,814,3,2830,1871.8448,63,1016.7479,4555.6228,1223.3724,6848.1768,522.4778,456.9009,1521.3182,520.3637,1063.9209,746.036,886.6295,995.551,1077.6243,734.472,595.4986,1846.732,2175.0087,1339.3603,931.3991,15,3788.8462,1331.7165,0,2268.5819,908.9135,4552.8964,2.9,1,7,27557.183,0,0,0,0,0,0,650.25,0,0
6,1371.5416,25,665,10,2829,1811.8767,66,1030.7971,4597.8101,1223.6265,6902.8627,490.794,464.2059,1411.8287,492.7015,991.668,743.4954,854.3026,944.4811,984.318,709.2905,600.2048,1821.0288,2184.5785,1239.4864,931.544,20,4001.6309,1345.5557,0,2264.2014,958.8894,4547.2298,2.6,1,6,27731.1709,0,0,1,0,0,0,625,0,0
2,1197.8285,24.6,707,10,3036,1522.7023,67,901.2367,4625.2732,1126.6531,6779.412,461.969,457.386,1393.3935,442.8851,944.0252,737.3656,865.0589,875.8241,899.761,682.3626,579.8067,1781.2452,2150.8071,1224.738,829.619,11,4017.9376,1341.2641,0,2159.3013,888.7412,4388.3635,1.3,1,0,27295.7334,0,0,0,0,0,0,605.16,1,0
1,1096.8585,24.1,709,2,2964,1357.7659,70,852.4948,4336.077,1081.3536,6418.9708,469.8768,434.7701,1356.4638,496.2035,871.5333,688.2132,883.4118,840.7415,856.4571,649.1015,583.5019,1698.0871,1999.2992,1203.5865,827.1208,15,3984.4217,1307.6175,0,2026.7436,852.2015,4300.2196,2.1,1,4,26120.2828,0,0,0,1,0,0,580.81,0,0
0,806.185,23.8,385,0,1600,1062.5257,70,749.319,3964.9287,998.2581,6080.9979,381.2233,401.4043,1276.9743,377.3866,736.4383,641.3793,829.4446,752.3998,807.381,583.1207,502.4278,1503.5852,2013.318,1069.3682,717.1241,14,3813.2796,1156.284,0,2000.4277,846.4202,4099.4768,1.4,1,4,24752.9882,0,0,0,0,0,0,566.44,0,0
1,751.1783,23.5,181,0,375,1045.4327,72,723.7018,3836.245,956.361,6011.6555,376.8911,423.5946,1284.5744,374.0612,741.6167,634.0698,839.5877,768.8834,787.3556,590.4259,488.1121,1441.1506,1913.9165,1004.3677,730.1942,12,3828.4577,1147.4312,0,1955.2003,813.5506,4019.7,2.2,1,6,24290.9,0,0,0,0,0,0,552.25,0,0
2,721.7101,23,94,1,0,1048.632,72,780.616,3856.9427,978.7252,6006.0531,388.6314,409.0552,1282.0443,339.9001,776.3441,639.5024,833.7364,744.7362,805.3076,592.3002,510.6194,1392.2888,1933.5991,1020.3232,716.1558,23,3826.9383,1187.2088,0,1944.2469,792.8486,4045.5678,0.9,0,7,24287.681,0,0,0,0,1,0,529,0,0
1,752.3322,22.7,68,2,0,1057.5234,75,776.9738,3717.9795,958.7859,5981.3218,398.4976,425.7442,1339.2708,361.2727,760.9367,636.3698,839.0759,754.1422,812.7746,592.5911,508.4631,1380.0888,1908.4235,969.241,705.3973,12,3827.6442,1177.4757,0,1957.557,813.5436,4041.0713,1.5,1,5,24153.3569,0,0,0,0,0,0,515.29,0,0
0,763.7601,22.1,44,1,0,1016.6093,78,775.3907,3596.2573,934.4261,5894.1107,385.6137,414.8805,1323.9016,349.3251,767.8159,623.3743,842.8317,733.2998,833.7927,572.1472,498.4188,1382.3959,1899.1852,1000.9768,701.2099,15,3791.35,1186.3051,0,1943.5184,797.9798,4009.8839,1.3,1,5,23840.603,0,0,0,0,0,0,488.41,0,0
0,680.4809,21.8,41,0,16,984.5481,77,765.8776,3570.6045,944.8462,5815.4458,377.4913,422.0641,1337.5809,374.2264,781.8358,628.8344,844.6145,717.024,835.0806,551.0914,504.3318,1357.4077,1894.0113,999.3167,708.0741,13,3762.9643,1157.6712,0,1968.7309,781.6552,3986.8365,1,0,8,23693.5819,0,0,0,0,0,0,475.24,0,0
0,645.6247,21.6,117,0,716,963.1728,81,786.7319,3404.2863,971.5123,5722.6811,358.4948,407.7626,1330.5898,381.8164,788.1984,613.7395,861.0435,741.7309,838.1451,608.2034,523.5173,1338.8904,1889.9266,964.7168,725.4275,16,3733.8592,1192.0789,0,1950.0992,835.9484,3974.2453,1.6,1,8,23344.5779,0,0,0,0,0,0,466.56,0,0
1,636.712,21.5,264,0,978,888.2417,84,817.5343,3332.4492,984.0179,5641.3592,429.2343,405.7083,1347.25,385.7801,782.6099,631.9109,872.9902,763.9472,813.4781,591.6118,582.7453,1373.0001,1853.7384,961.7706,741.0035,14,3598.4586,1238.6441,0,1918.0937,813.3252,3865.7741,2.3,1,8,22930.1233,0,0,0,0,0,0,462.25,0,0
1,717.3907,21.7,547,0,2721,931.0133,83,875.2777,3260.4907,1189.7651,5415.5415,448.2903,470.6965,1357.7916,467.5597,860.7256,657.3133,914.1878,858.6399,913.5574,644.622,577.2282,1433.1845,1877.8737,1111.6076,795.1821,18,3442.3947,1285.1382,0,1927.7672,893.1131,3691.3079,1.4,1,8,22406.3518,0,0,0,0,0,0,470.89,0,0
2,766.4954,22.3,841,2,4506,940.986,82,990.0265,3081.5068,1165.5846,5007.444,406.2155,492.4493,1297.9078,564.0693,1052.3078,692.5628,963.0209,970.1381,976.5346,629.8248,570.0567,1443.0087,1710.1983,1147.2071,829.1734,16,3012.4948,1313.0988,0,1676.9504,989.0419,3283.2889,2.2,1,9,20512.7997,0,0,0,0,0,0,497.29,0,0
2,724.8768,22.7,607,1,2847,969.0052,78,1095.6374,3011.0496,1246.6537,4798.122,413.5704,525.6517,1323.3367,634.6341,1045.2025,767.6194,1049.097,965.6038,967.8089,690.5587,594.5178,1474.9889,1615.9052,1141.1329,881.324,18,2761.5904,1391.482,0,1573.6227,1053.9288,2968.3342,2.4,1,10,19526.9497,0,0,0,0,0,1,515.29,0,0
1,744.577,23.5,414,2,1648,995.344,77,1142.7932,3038.9278,1253.9299,4652.2545,464.3356,562.263,1335.0419,672.9207,1095.4198,789.2415,1068.1881,1041.9144,1011.7696,702.1366,590.812,1468.4263,1562.9016,1163.6503,944.6487,21,2696.1265,1351.9733,0,1627.5351,1126.533,2914.0767,1,0,10,19295.2904,0,0,0,0,0,0,552.25,0,0
0,782.5461,24,391,1,1624,1039.5589,76,1167.2221,3101.345,1188.7514,4745.9858,492.7219,532.5968,1428.595,713.3377,1171.0989,796.098,1054.192,1080.6864,1035.9176,695.9115,636.7819,1433.855,1535.783,1178.4825,934.5438,24,2705.852,1278.1259,0,1682.2595,1122.4531,2989.2515,1.6,1,10,19622.9268,0,0,0,0,0,0,576,0,0
