"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
0,987.4161,5.8,47,1,0,1060.8871,71,770.7218,4616.9816,1055.5072,6512.6923,348.4555,364.9347,1362.8002,349.5071,755.7131,625.0916,807.1065,759.3672,832.311,526.7506,473.204,1460.139,2174.4064,910.2205,672.6858,29,4363.9444,1203.4007,0,1870.7865,740.4445,4250.8389,2,1,0,26612.5893,1,0,0,0,1,0,33.64,0,0
1,974.0604,5.4,52,1,0,1078.8491,71,757.27,4278.7573,1020.3363,6260.3052,372.9218,365.0233,1376.0836,366.9983,757.0755,622.4044,791.2151,769.681,839.3388,510.338,486.9111,1417.0957,2088.1211,931.5914,653.48,22,4174.1584,1177.5004,0,1868.9058,724.4618,4177.0901,1.6,1,0,25640.5172,1,0,0,0,0,0,29.16,0,0
0,892.6906,5,38,0,0,1048.2535,73,749.2032,4071.2323,1025.0537,6139.6413,324.6739,382.6825,1310.3284,342.3526,763.6657,597.9656,820.8142,766.9107,823.9549,512.2022,475.0507,1369.6062,2047.8822,879.5517,651.9288,21,4004.9576,1209.2617,0,1838.4868,725.1837,4105.9187,2.2,1,2,24888.0535,1,0,0,0,0,0,25,0,0
0,813.634,4.7,55,0,17,973.971,75,762.0339,3814.4927,1011.4266,5976.4046,397.1822,390.201,1306.7192,352.5748,761.0256,592.3996,823.7714,775.5155,826.8249,514.1693,473.4099,1339.8321,2023.7959,893.9855,618.7329,21,3896.3094,1212.9692,0,1800.8616,722.2584,3988.2422,2.1,1,2,24146.6577,1,0,0,0,0,0,22.09,0,0
0,722.7363,4.4,96,0,532,893.8912,75,781.4155,3528.7858,983.4792,5840.0223,383.4617,382.7084,1269.6388,355.76,757.8214,605.9924,839.361,753.396,809.1994,497.6877,476.7594,1339.4013,1997.92,887.3853,599.3476,21,3726.552,1197.133,0,1782.6441,724.0604,3893.323,1.9,1,0,23378.2873,1,0,0,0,0,0,19.36,0,0
0,715.6008,4,124,0,552,866.2755,79,764.8458,3395.2211,981.988,5720.6764,400.5926,379.1756,1294.878,344.382,746.6654,594.1002,800.6612,750.1313,783.1384,529.6257,481.9127,1312.2287,1982.8531,899.2206,590.4872,14,3575.4815,1212.0076,0,1749.1322,694.2781,3828.7301,1.7,1,0,22859.2011,1,0,0,0,0,0,16,0,0
0,688.4902,3.8,131,0,674,846.1426,79,779.1968,3306.2775,1000.0167,5605.3182,367.3173,365.0092,1257.4723,350.4509,756.4297,621.2251,803.598,753.7187,797.7428,512.5964,482.5924,1304.2655,1911.7491,911.0973,596.8742,16,3500.032,1174.8672,0,1724.4349,710.3782,3711.9116,1.3,1,0,22321.4611,1,0,0,0,0,0,14.44,0,0
1,661.3149,4.1,192,1,1072,864.7137,79,785.6186,3252.9883,988.71,5571.3426,422.1425,357.7412,1274.587,368.2194,763.3181,592.7857,725.7539,737.2025,824.9462,518.3573,486.7585,1311.8681,1907.8402,938.4833,635.8944,15,3398.8083,1140.9703,0,1727.9202,714.8939,3607.4622,1.8,1,0,22052.8169,1,0,0,0,0,0,16.81,0,0
2,647.4776,6.3,210,6,1534,852.8323,70,803.124,3245.417,1054.1948,5299.4587,389.6805,361.5079,1286.6453,376.849,798.5973,618.4696,676.7523,760.714,823.4056,484.3185,522.9637,1382.5857,1851.7779,1000.8053,708.1596,19,3336.0111,1143.3327,0,1767.7069,770.1418,3506.664,1.6,1,0,21676.2666,1,0,0,0,0,1,39.69,0,0
2,674.5903,9.5,209,2,1427,840.9193,59,881.43,3293.1784,1110.4277,5291.6817,416.4572,363.7644,1338.6866,342.3847,846.9276,719.8213,768.126,785.6499,861.4896,576.8015,521.8244,1421.82,1841.1994,1030.9417,763.2251,33,3306.9148,1145.6524,0,1815.2977,807.2224,3511.1426,1.4,1,0,21819.9212,1,0,0,0,0,0,90.25,0,0
2,753.6484,11.9,290,2,1482,974.592,54,920.9537,3275.9792,1119.6729,5265.9644,545.1235,383.7631,1476.9466,444.3621,985.9596,772.6056,764.7285,860.6564,926.9182,627.3796,539.2615,1595.133,1981.3564,1007.2367,751.8286,50,3303.273,1205.6103,0,1836.0229,837.6275,3518.6472,1.7,1,0,22253.3227,1,0,0,0,0,0,141.61,0,0
2,818.4131,14.5,349,2,1851,1149.7383,43,1005.2191,3310.5948,1161.3291,5482.9397,751.2722,380.86,1578.2724,626.8047,1012.7106,756.825,820.9888,852.5215,980.0694,599.2954,538.1002,1613.768,1975.6074,1159.63,753.2766,58,3375.3134,1193.854,0,1838.3341,858.5135,3619.5364,2.1,1,0,22794.3662,1,1,0,0,0,0,210.25,0,0
5,915.393,15.3,459,0,2256,1276.5451,38,1000.9906,3397.6939,1218.2366,5522.6126,950.7612,355.1149,1627.1548,660.0781,1059.673,756.9902,843.7136,876.1887,906.4402,613.5367,559.8844,1647.8565,1957.199,1249.5135,774.5193,53,3508.1243,1194.802,0,1875.0514,841.5157,3702.6835,1.6,1,0,23238.376,1,0,0,0,0,0,234.09,0,0
3,1072.6626,16.4,434,0,2267,1384.5104,38,1140.2356,3444.3341,1299.0682,5623.5229,1050.0029,369.4116,1595.6265,707.5285,1041.4335,734.08,787.9747,882.1187,892.4075,579.9223,533.0573,1650.0908,2060.4778,1266.1824,841.6373,49,3532.0536,1274.3308,0,1992.8197,862.8956,3835.7085,1.6,1,0,23734.6339,1,0,0,0,0,0,268.96,0,0
1,1132.5,16,541,2,2630,1513.2781,37,1151.6058,3617.3357,1248.8854,5738.7897,986.6108,368.0996,1502.3924,839.3375,1078.3367,685.685,853.2217,960.6538,896.0437,581.9898,536.002,1666.8569,2034.9226,1252.6567,856.2731,47,3659.6092,1268.4091,0,1975.7632,890.0949,3842.4823,1.9,1,1,24038.152,1,0,0,0,0,0,256,0,0
3,1237.4175,15.5,522,1,2738,1566.0324,40,1094.0877,3831.3309,1266.6284,5859.4978,1010.7536,358.1503,1477.8638,767.8663,1012.6286,706.3875,824.1318,910.887,928.7815,567.0195,545.651,1647.7227,2029.9856,1249.7926,862.5363,40,3790.732,1207.0477,0,1912.2185,913.0313,3986.0776,2.1,1,3,24535.4289,1,0,0,0,0,0,240.25,0,0
5,1377.7192,14.4,602,11,2872,1676.9138,42,1039.2935,4052.9223,1228.0997,6332.6533,963.7765,341.586,1435.3442,800.9088,906.4959,643.7172,891.2302,881.1784,922.3081,616.1026,554.1101,1574.9198,2092.0576,1113.8527,864.7824,31,3963.4615,1338.7895,0,2004.1847,871.7141,4180.9815,1,0,6,25636.5249,1,0,0,0,0,0,207.36,0,1
3,1411.7834,12.5,553,5,2592,1711.2721,51,976.4674,4534.7321,1191.6273,6881.0284,818.3788,389.0152,1378.7346,620.1134,869.6695,642.134,861.9264,862.6921,915.6237,629.3305,587.114,1541.8816,2149.1208,1046.7627,795.5614,36,4104.817,1247.5015,0,2070.6326,869.4206,4362.0907,1.8,1,3,27023.0378,1,0,0,0,0,0,156.25,0,0
2,1315.1258,11.1,562,4,2628,1734.5488,59,955.4903,4705.4503,1201.9771,7120.6489,700.6933,371.0588,1406.8325,712.0333,891.026,642.2837,846.1504,896.485,905.8503,600.6332,581.4455,1551.4014,2177.2304,1028.2587,769.9694,23,4325.3085,1183.6973,0,2109.1135,857.5193,4522.2335,2.1,1,2,27918.219,1,0,0,0,0,0,123.21,0,0
1,1172.4767,10.8,519,2,2892,1652.7763,61,959.1521,4597.3663,1123.9444,7224.4808,650.6714,417.3727,1418.6552,556.2173,842.7885,664.4544,815.5333,860.3104,914.6518,589.4732,568.7779,1563.1865,2129.6016,967.5857,778.6521,21,4229.5944,1198.6526,0,2123.125,815.2382,4572.1436,1.8,1,7,27858.1534,1,0,1,0,0,0,116.64,0,0
2,1082.5753,10.2,520,1,2771,1522.8073,63,962.382,4610.0008,1120.2676,6934.6976,560.5317,434.5528,1412.4983,533.3989,795.3746,660.8132,809.5348,835.7239,932.8575,578.9351,560.223,1508.568,2154.404,1000.5027,751.3245,15,4172.429,1181.0337,0,2092.059,830.2088,4599.9506,1.5,1,7,27484.6073,1,0,0,0,0,0,104.04,1,0
4,958.4984,9.6,428,3,2582,1300.3122,66,906.9517,4438.8919,1059.2153,6740.6465,449.5652,421.6568,1400.842,517.6967,810.0925,660.8582,823.8673,823.5694,897.0327,563.3946,559.2501,1534.1061,2091.8102,960.0747,695.3855,21,4019.682,1191.4014,0,2037.9575,777.1657,4482.2601,2.5,1,7,26746.1963,1,0,0,1,0,0,92.16,0,0
2,764.1927,9.2,320,2,1287,1115.5248,67,795.6385,4069.2784,1038.4773,6554.9166,370.456,378.6215,1315.8484,376.5994,709.6735,589.1399,789.0693,738.3674,797.6735,516.1975,477.55,1384.43,2055.7303,908.3118,657.4933,17,3998.665,1161.1486,0,1863.1961,748.2191,4246.6338,2,1,7,25488.6986,1,0,0,0,0,0,84.64,0,0
2,709.1562,8.6,153,3,228,1093.1722,68,810.6232,3970.4544,995.291,6505.5999,370.6656,397.2722,1291.5157,386.5468,714.7084,588.9056,785.4453,704.1135,832.5754,507.8707,481.1915,1346.8803,2005.0443,917.3141,657.7338,14,3886.1596,1159.0849,0,1899.09,749.6523,4190.7274,1.2,1,8,25095.4716,1,0,0,0,0,0,73.96,0,0
2,734.0938,8.3,67,1,0,1011.5848,69,816.612,3968.5866,1073.6341,6437.8701,380.282,422.048,1381.8964,425.357,773.9778,636.3944,819.7768,749.7654,905.7874,559.6256,494.2012,1432.3378,2040.5518,976.8594,678.3822,31,3945.1603,1237.3725,0,1946.5285,764.2495,4233.0432,1,0,7,25385.9747,1,0,0,0,1,0,68.89,0,0
0,769.2658,7.8,49,1,0,1022.0742,73,845.7771,3920.8623,1061.3061,6350.7954,419.0274,416.9312,1379.9506,398.5032,788.983,643.2189,829.0556,762.6502,899.2091,556.0548,498.7784,1460.0187,2013.3685,988.1085,645.9708,21,3886.5641,1283.2129,0,1938.4134,769.7199,4188.362,1,0,5,25138.335,1,0,0,0,0,0,60.84,0,0
0,724.4952,7.2,41,0,0,991.2197,71,858.6154,3871.378,1024.6966,6321.9419,403.7785,431.4327,1373.8297,417.5048,783.4072,667.2642,813.0941,764.1938,916.4577,563.9183,484.9222,1429.2289,2005.9844,953.7163,651.1676,23,3885.1466,1275.8643,0,1938.7619,769.4607,4234.4738,1.3,1,0,25060.7452,1,0,0,0,0,0,51.84,0,0
0,702.2269,6.9,45,0,11,988.1278,75,834.3756,3844.432,1015.5524,6256.9055,406.2162,420.9886,1378.304,423.1538,771.5491,623.9945,789.7816,754.8131,882.5803,544.1418,460.8098,1392.2532,1974.7301,938.8521,669.917,21,3838.4787,1263.4002,0,1936.143,753.8924,4157.6974,1.2,1,0,24778.9439,1,0,0,0,0,0,47.61,0,0
0,704.5913,6.7,90,0,666,917.3805,76,815.0514,3711.5203,1009.2459,6213.2141,380.1855,401.8199,1373.8234,418.1077,792.5884,634.1377,816.8798,785.3865,891.8982,562.7561,501.3206,1358.4851,1936.0128,932.5154,659.272,21,3758.4226,1277.0253,0,1897.7062,745.1209,4124.281,1.3,1,2,24373.4655,1,0,0,0,0,0,44.89,0,0
1,715.0968,6.2,224,1,1015,922.2924,79,821.1149,3596.2075,1107.8893,6124.8692,355.4369,401.8757,1371.1555,401.8304,809.5353,667.1848,807.5677,790.0208,923.2064,569.1114,522.445,1412.3172,1982.2687,941.376,699.7368,18,3721.7363,1261.3566,0,1886.3998,753.1528,4061.597,2.1,1,4,24156.5512,1,0,0,0,0,0,38.44,0,0
3,854.1814,6.3,487,3,2712,981.2283,80,889.4867,3573.6547,1157.7912,5912.2148,426.4871,443.7383,1341.7144,475.3285,876.0628,698.4684,898.3082,932.2253,1029.1045,608.7993,535.0798,1477.5059,1920.836,1089.9177,812.7646,20,3497.1037,1342.7646,0,1863.8363,816.3716,3903.3116,1.6,1,7,23490.1774,1,0,0,0,0,0,39.69,0,0
5,1011.357,6.4,784,1,4787,1083.09,78,1055.12,3764.3683,1211.0985,6038.3459,343.9708,455.8301,1378.757,458.4845,1009.3309,729.44,895.1512,964.9133,987.0539,613.5949,538.1098,1394.2927,1779.9172,1094.4038,786.5718,20,3161.9525,1320.4362,0,1721.5758,906.4685,3511.8814,1.5,1,4,22751.0908,1,0,0,0,0,0,40.96,0,0
3,1085.6987,8.1,546,6,3068,1094.6047,73,1083.3014,3846.5115,1331.3255,5787.2878,372.5281,470.5904,1403.692,502.9524,1072.2901,755.2934,952.1876,1045.8109,1042.5436,695.2378,548.7068,1459.8538,1650.3935,1138.6235,907.7684,31,2951.8781,1350.379,0,1682.066,1009.3551,3162.7012,1.7,1,3,21944.3839,1,0,0,0,0,1,65.61,0,0
3,1254.6449,10.6,378,3,1648,1219.6507,67,1110.5819,4128.9333,1331.1121,5994.9601,397.5013,470.1492,1441.3106,531.7667,1152.5598,761.43,900.1876,1091.9935,1030.2233,688.1992,568.5472,1423.9467,1635.0051,1170.0197,1003.019,41,3006.2468,1328.8506,0,1713.6264,974.6497,3177.5104,1.7,1,6,22521.5394,1,0,0,0,0,0,112.36,0,0
3,1365.8231,12.3,344,3,1710,1428.5814,61,1153.0363,4536.3621,1376.371,6300.5505,390.9666,441.2228,1465.7086,533.718,1129.636,748.1691,940.8046,1083.2475,1035.6049,722.465,637.1945,1434.5648,1604.6954,1142.123,975.5853,63,3078.4867,1418.843,0,1705.1153,1036.5376,3135.0738,1.4,1,7,23260.5572,1,0,0,0,0,0,151.29,0,0
4,1379.9028,14.3,437,3,1946,1496.6101,55,1113.4458,4638.9036,1342.602,6437.5241,359.1705,452.372,1461.0199,509.2859,1217.7522,817.1945,922.9779,1044.0158,1065.6875,689.6805,611.271,1427.5379,1642.8577,1123.1228,1021.9938,65,3073.7226,1298.9645,0,1723.9986,1046.8357,3172.572,1.6,1,8,23578.1364,1,1,0,0,0,0,204.49,0,0
4,1417.1766,14.7,464,5,2079,1535.9254,52,1202.638,4767.312,1355.487,6501.0987,329.4028,504.1767,1475.3826,470.2504,1237.3802,806.9443,1014.6974,1084.4605,1081.318,710.0967,662.4052,1412.0657,1659.6808,1133.5015,1037.652,63,3023.0789,1376.0384,0,1707.3643,1092.6291,3081.285,1.3,1,7,23627.268,1,0,0,0,0,0,216.09,0,0
2,1452.4131,16,503,4,2387,1533.886,45,1241.9445,4873.4679,1375.1868,6758.8871,254.1615,535.1445,1498.2134,356.1449,1147.2783,830.0898,943.0439,1040.4812,1135.3231,705.1379,652.0924,1495.2056,1632.9874,1144.4673,1043.738,57,3048.9777,1386.692,0,1675.212,1089.0182,3153.3831,2,1,7,24136.3342,1,0,0,0,0,0,256,0,0
3,1331.2195,16.3,596,3,2594,1452.5062,43,1217.7622,4694.5807,1381.8852,6489.9077,433.3538,508.3736,1423.1657,420.1603,1147.3244,825.1435,988.2561,1086.7502,1084.6586,719.4693,680.832,1448.1371,1611.3585,1112.4735,1048.3319,48,3019.8386,1388.4478,0,1604.7868,1018.0641,3213.2543,2.3,1,7,23505.0294,1,0,0,0,0,0,265.69,0,0
4,1254.3557,15.1,633,2,3050,1586.4681,38,1191.0007,4626.8938,1369.38,6407.1053,363.9789,507.4175,1397.8841,488.3704,1170.9637,799.3695,897.1842,1033.647,1094.8414,703.5613,579.8141,1527.7279,1626.2569,1140.51,991.0955,47,3044.5921,1354.0331,0,1610.6099,1050.6544,3219.4753,3.7,1,7,23460.5453,1,0,0,0,0,0,228.01,0,0
5,1313.7731,14.1,789,4,3781,1674.2625,50,1114.6024,4777.157,1344.0357,6641.2937,367.0457,475.654,1474.1541,512.8366,1053.0176,799.566,895.0494,969.6994,1102.0494,717.4009,582.2352,1449.8197,1741.6779,1129.3529,949.326,48,3186.3627,1343.6107,0,1694.5399,1002.2751,3469.5805,3.1,1,8,24434.5855,1,0,0,0,0,0,198.81,0,1
3,1508.7163,13.5,1106,6,4338,1897.385,58,1183.1812,4999.285,1475.0727,7386.4111,407.3547,482.5082,1646.6477,525.9687,1116.7014,809.9595,885.1578,1107.6704,1201.9033,713.7887,572.6083,1661.8655,2159.2302,1246.1147,944.2977,43,3692.1028,1397.8254,0,2113.6798,1071.9953,4159.3876,1.3,1,8,27818.6097,1,0,0,0,0,0,182.25,0,0
5,1436.1221,13.1,806,5,2735,1911.9273,61,1147.2055,5042.0419,1378.2913,7576.3621,481.6375,445.5785,1595.3567,499.6759,1063.7762,804.6242,883.6178,1053.9314,1179.7645,728.3729,586.7444,1635.7153,2167.5503,1244.7097,914.8377,34,3935.8582,1379.8508,0,2190.5563,1021.9355,4421.9062,1.3,1,8,28565.347,1,0,0,0,0,0,171.61,0,0
5,1380.2862,12.8,591,5,2541,1855.176,64,1115.0301,4953.5515,1379.4673,7362.4699,415.949,422.206,1521.0187,467.9415,968.1727,754.2065,861.2376,993.9334,1078.9937,684.1324,554.6165,1633.3176,2118.2837,1230.3758,921.5655,37,4137.3996,1359.7741,0,2137.8696,984.0813,4473.7364,1.6,1,0,28337.647,1,0,1,0,0,0,163.84,0,0
4,1249.942,12.7,641,3,2794,1690.2494,65,979.3709,4814.6198,1256.9035,7169.4386,453.4495,435.737,1384.8623,508.5279,946.2629,729.6779,877.2533,886.958,1024.9842,650.4065,545.862,1632.2917,2160.1656,1129.78,864.4533,27,4059.468,1277.3073,0,2094.9313,911.5834,4449.6568,1.6,1,8,27765.4341,1,0,0,0,0,0,161.29,1,0
4,1119.2839,12.6,605,3,2439,1443.0545,68,913.0129,4587.4174,1186.8718,6883.5276,390.8889,401.9043,1303.6256,529.5393,868.9304,692.6528,815.6279,860.7964,936.8493,618.6017,512.4664,1539.7812,2098.1796,1074.892,821.1724,27,3933.4652,1261.043,0,2027.138,863.0306,4304.4588,1.3,1,6,26677.5934,1,0,0,1,0,0,158.76,0,0
4,865.1435,12.6,364,3,1354,1025.8394,71,788.1318,4209.7381,1025.6621,6625.3347,325.8632,361.2167,1265.6875,344.5725,720.7197,635.5582,839.4977,749.68,826.8564,513.7656,497.6406,1330.5273,1958.1725,944.1549,707.7754,27,3761.2088,1150.089,0,1919.5719,800.1193,4145.8448,1.4,1,9,25216.0856,1,0,0,0,0,0,158.76,0,0
3,857.4891,12.6,168,4,276,1037.7869,72,791.6603,4009.8208,1036.3073,6563.0982,325.9644,358.5686,1304.5051,362.0317,703.8117,630.9763,825.3302,736.6284,825.4364,537.1573,488.9644,1295.1935,1963.0995,904.0967,682.3312,29,3764.5377,1167.2798,0,1952.3959,756.0685,4112.2124,0.7,0,9,24964.8631,1,0,0,0,0,0,158.76,0,0
2,836.7503,12.4,68,4,0,996.2574,73,818.9081,3885.0896,1076.1301,6525.7373,339.6865,362.5628,1369.4432,380.2346,709.8003,654.6644,845.3522,760.6472,845.8929,528.1027,499.498,1297.2342,1920.2938,901.4778,691.9354,32,3726.1258,1212.8177,0,1997.542,774.1518,4177.0565,0.3,0,8,24898.5224,1,0,0,0,1,0,153.76,0,0
0,792.5787,12.2,60,1,0,990.5927,77,833.0663,3772.5465,1024.5498,6517.3126,371.7447,375.4443,1381.2247,403.8347,728.4503,636.0253,847.2406,785.9525,860.0495,542.1971,490.7389,1324.1832,1885.3623,892.0834,652.0595,39,3739.6844,1231.7462,0,1992.2241,753.64,4190.6259,1.6,1,5,24803.1637,1,0,0,0,0,0,148.84,0,0
0,766.094,11.8,50,1,0,998.9865,76,836.0908,3751.6194,1050.5473,6480.8518,370.3815,374.4361,1403.7258,383.7339,736.0078,610.3458,822.3526,777.5425,852.415,538.9596,502.3641,1326.7574,1878.8292,909.42,687.0292,33,3726.7215,1223.5968,0,1992.8143,761.9772,4183.1646,1,0,9,24744.484,1,0,0,0,0,0,139.24,0,0
0,745.6033,11.6,49,0,8,961.9615,81,848.6092,3636.4311,1054.4435,6343.8059,387.3697,396.8486,1368.1157,402.746,747.3126,642.5227,831.1162,786.8221,843.2286,550.9961,495.4037,1350.3202,1863.722,889.5733,688.3094,34,3678.9317,1260.7509,0,1989.6674,759.5633,4105.6173,1,0,9,24336.6113,1,0,0,0,0,0,134.56,0,0
0,721.3566,11.2,97,0,680,1000.3865,78,853.9321,3591.4773,1052.5204,6349.5088,371.1263,361.3921,1391.9807,453.1466,742.5374,620.4952,843.4105,784.3051,822.5302,558.3183,487.5172,1305.4407,1886.5995,910.5946,681.324,35,3674.8491,1226.4933,0,1989.0544,757.3172,4127.2975,1.3,1,9,24316.208,1,0,0,0,0,0,125.44,0,0
1,700.6103,11,249,0,985,987.7886,78,873.3958,3568.7904,1081.9549,6263.0256,358.0062,380.6487,1396.0694,441.5299,737.9891,627.3653,875.4453,789.307,869.4214,617.1257,548.9455,1287.9549,1888.3252,914.6591,712.0584,30,3530.7666,1292.3312,0,1962.8567,781.2732,4097.4915,0.2,0,9,23995.2803,1,0,0,0,0,0,121,0,0
0,916.3438,10.2,536,0,2844,996.6867,79,940.684,3611.4599,1170.7551,6046.9509,378.9213,430.1149,1416.9956,477.2765,848.3784,675.6532,819.8769,885.7786,1024.4734,619.5138,530.2115,1388.5346,1880.3332,1051.818,765.0525,39,3449.0454,1312.3086,0,1996.2045,896.9375,3915.6912,1.9,1,3,23705.2153,1,0,0,0,0,0,104.04,0,0
6,954.764,9.7,826,1,4978,1201.8968,83,1069.4659,3772.8973,1292.4675,6040.742,317.8128,467.6268,1332.9911,547.2437,989.0147,747.0961,860.6195,952.3075,1014.4099,663.6455,552.4109,1465.7597,1662.0129,1049.6419,835.5875,33,3091.0971,1401.2432,0,1823.6846,967.1575,3531.7915,1.4,1,0,22720.9762,1,0,0,0,0,0,94.09,0,0
4,1128.2461,11,620,4,3197,1317.3042,81,1142.2122,3819.3662,1296.6516,5836.3643,312.845,527.2473,1409.8634,484.1812,1035.0231,751.5974,929.8614,1055.0085,1090.1731,662.8421,577.1709,1411.0928,1675.6887,1152.9038,961.5808,35,2959.3252,1446.5788,0,1722.6165,1067.4925,3194.0474,0.9,0,0,22028.3645,1,0,0,0,0,1,121,0,0
4,1241.3935,13.4,381,5,1795,1423.7744,73,1205.426,4113.7621,1350.388,5954.5427,308.1041,529.6135,1415.0893,539.2484,1146.1258,801.0804,941.4206,1079.4629,1111.3139,699.7188,619.3032,1428.8414,1671.2573,1169.3018,1017.59,28,2922.2077,1538.5123,0,1728.6559,1085.7107,3108.757,1.9,1,1,22343.1134,1,0,0,0,0,0,179.56,0,0
1,1348.1711,15.2,366,3,1633,1574.616,64,1281.953,4489.2367,1359.1802,6408.4798,331.3755,495.6993,1522.0198,555.4187,1204.8082,783.578,915.1193,1107.9387,1088.4331,689.252,617.6511,1455.3741,1708.5132,1135.0097,941.8597,33,2967.7447,1459.457,0,1673.1806,1059.6889,3177.398,1.3,1,4,23401.9469,1,0,0,0,0,0,231.04,0,0
2,1497.6085,16.8,420,2,1910,1648.1145,56,1184.1176,4671.7591,1345.9953,6491.7764,348.3504,486.9781,1463.1372,617.7065,1194.6051,801.266,922.6254,1107.0402,1048.3045,659.6821,607.7906,1486.3602,1726.4648,1168.8246,956.5026,53,3013.6248,1515.3921,0,1735.0403,1069.6683,3154.7563,0.9,0,2,23742.9191,1,1,0,0,0,0,282.24,0,0
3,1554.6023,16.8,547,2,2241,1515.1576,50,1177.3742,4632.2849,1386.7076,6610.7366,404.8706,479.1552,1393.117,557.5667,1163.5951,793.3721,924.5583,1085.9701,1046.1767,718.7597,603.7183,1441.4783,1667.6459,1269.3674,1020.0495,51,2938.0716,1397.7673,0,1711.3524,1101.4553,2944.5775,3,1,4,23339.2642,1,0,0,0,0,0,282.24,0,0
8,1507.7345,17.5,489,2,2341,1472.3724,48,1239.6493,4736.0547,1349.4776,6638.6445,468.2293,524.6685,1410.3335,560.9574,1208.9276,802.5759,890.3902,1071.4976,1011.6597,689.91,663.6633,1441.4508,1655.6623,1287.4666,962.6718,52,2942.1777,1456.1133,0,1748.3569,1083.1675,2971.255,2.6,1,1,23543.9354,1,0,0,0,0,0,306.25,0,0
2,1313.1381,17.3,622,5,2598,1404.7278,45,1183.1139,4533.2425,1327.9008,6422.7933,387.0977,510.0796,1395.466,372.5555,1121.9362,829.7252,881.1992,1052.3297,1010.0037,713.4356,620.0406,1483.911,1673.528,1218.2713,950.5583,39,2927.8429,1460.827,0,1703.5228,1141.2449,3069.1589,3.6,1,0,23209.4654,1,0,0,0,0,0,299.29,0,0
5,1229.9389,16.8,743,5,3087,1439.6096,42,1097.3551,4532.3473,1263.676,6295.1773,497.9454,469.0293,1391.9344,482.3424,1196.2648,793.1945,861.7697,1016.7096,1030.0577,726.0073,579.9189,1527.4823,1703.9986,1149.5874,911.2875,49,3024.2903,1359.0541,0,1694.7209,1059.2412,3096.5207,2,1,0,23266.4718,1,0,0,0,0,0,282.24,0,0
9,1254.2517,15.7,820,3,3935,1556.7827,48,1119.6986,4718.386,1345.1539,6486.345,450.1508,493.7355,1433.7776,462.0673,1065.022,705.7737,909.5161,1011.4822,1037.9337,699.8417,561.2967,1587.924,1756.977,1152.5135,987.6821,38,3142.9572,1455.5967,0,1766.2562,1021.1271,3280.0162,2,1,0,24172.6392,1,0,0,0,0,0,246.49,0,1
3,1328.6764,14.4,1085,9,4363,1651.3476,60,1221.9892,4830.7095,1390.2634,7173.7604,433.4646,478.3916,1572.2907,471.1993,1136.0657,763.7708,885.98,1061.3061,1173.5962,707.4938,575.6096,1845.0261,2216.6217,1280.046,995.0449,39,3699.7912,1387.8437,0,2224.8837,950.9538,4189.8426,1.3,1,0,27752.9259,1,0,0,0,0,0,207.36,0,0
7,1417.0932,13.2,860,5,2777,1707.3561,63,1032.4525,5019.7909,1279.7784,7484.2601,330.2442,470.6774,1613.6631,463.3461,1079.1266,758.4801,870.2913,1015.8657,1052.6991,699.8849,559.4436,1691.3536,2254.3685,1260.5032,920.2844,46,4012.3495,1374.4701,0,2231.93,884.8307,4368.8328,1.6,1,0,28676.5485,1,0,0,0,0,0,174.24,0,0
3,1368.2637,12.3,690,6,2841,1672.7399,67,1064.3193,4999.9726,1270.6712,7581.0423,364.1924,452.2069,1541.5186,434.7809,968.0512,751.7542,911.4474,977.2994,1024.7798,685.7578,559.2187,1730.8917,2182.4499,1187.1497,901.4954,47,4172.9092,1373.1418,0,2207.6707,957.565,4404.895,1.8,1,0,28821.35,1,0,1,0,0,0,151.29,0,0
4,1315.1865,11.4,639,5,2855,1535.3109,71,968.5003,4838.1981,1202.732,7473.5241,422.6052,421.3719,1478.3881,447.6846,872.7353,725.8277,895.8511,881.4134,1044.0528,635.2121,550.9955,1703.8413,2145.5529,1125.5049,857.9385,48,4176.3672,1340.6313,0,2214.5172,924.7001,4450.9554,1.4,1,0,28481.3443,1,0,0,0,0,0,129.96,1,0
3,1225.6577,10.5,649,2,2847,1316.1319,75,955.4807,4555.3607,1193.1203,7101.3731,407.1736,428.4005,1417.121,471.6856,784.5012,675.5694,875.1119,813.6862,952.9197,632.404,569.2319,1584.2831,2132.8005,1066.4109,840.7867,56,4078.6649,1322.703,0,2068.708,823.1591,4310.7646,0,0,0,27249.0759,1,0,0,1,0,0,110.25,0,0
0,945.0378,10.1,404,6,1466,1153.3197,77,830.5032,4233.5431,1056.996,6557.7569,295.9429,375.5791,1262.3792,393.433,687.7876,622.8238,782.6858,765.9177,827.3867,536.1979,514.9783,1469.2909,2007.8261,939.1687,706.0135,46,3826.9763,1188.4683,0,1928.7974,746.2517,4200.8012,1,0,0,25487.3711,1,0,0,0,0,0,102.01,0,0
