"y","m20","bus_passenger","past_rent","temp","f15","sub_passenger","m35","wet","sunny","f20","m25","most_use","m50","f50","m0","m40","f45","m30","m5","f65","f0","f25","f60","m45","f70","f35","f40","f30","m55","f55","wind","m65","m60","m70","dust","cloud","X18_19","rain","semester","X17_18","X22_23","X7_8","X21_22","X23_24"
10,4592.0476,825,7,25.7,1732.3676,4188,1529.7508,44,1,6428.2931,3109.7299,23981.586,1232.8338,1105.9876,642.2397,1250.489,1234.8061,1734.8385,1393.731,586.306,806.844,3274.5547,811.2094,1347.4784,1382.0262,1480.7163,1087.6612,1831.6551,1105.8237,938.2566,1.7,516.3497,707.4085,950.7902,44,0,0,0,1,1,0,0,0,0
15,4768.4284,1121,6,23.6,1866.229,4443,1692.7047,63,1,6964.4781,3642.8998,27028.4459,1340.552,1077.7549,582.4775,1336.7552,1212.9561,2089.4945,1398.4944,614.2844,741.5388,4075.9896,767.0653,1443.763,1342.5785,1621.9642,1112.6867,2172.4866,1122.1105,1036.7715,2.9,522.9134,700.3644,958.4947,72,0,1,0,1,0,0,0,0,0
5,4848.2562,851,11,21.7,1887.8224,2978,1694.8422,70,1,7243.8016,3896.9699,28415.5957,1277.8255,1063.1193,555.9869,1341.6986,1088.1563,2183.9659,1446.1051,576.5489,565.4923,4532.3136,795.481,1341.4878,1383.1605,1684.1855,1141.4611,2331.2608,1051.8425,932.2814,2.9,494.8097,666.6914,899.0895,59,0,0,0,1,0,0,0,0,0
13,4815.0262,643,7,20.6,1873.9605,3061,1606.8483,75,1,7040.3215,3981.9072,28029.7561,1206.4299,1048.5387,543.546,1276.1556,1113.3694,2116.4646,1474.4769,590.2193,565.8782,4532.7514,751.9335,1330.6443,1377.3705,1680.0629,1030.5052,2256.374,985.2503,863.5066,2.8,494.0077,657.3298,900.9246,36,0,0,0,1,0,0,0,0,0
10,4740.169,743,10,20.1,1654.755,3160,1595.827,77,1,7167.6613,4031.094,27925.08,1142.7816,920.8556,503.045,1235.8732,1010.7164,2103.2747,1345.0473,564.6962,506.5587,4531.2836,704.5742,1199.1439,1320.7875,1519.3161,954.6448,2236.4543,915.6725,809.5497,1.7,470.5781,606.8007,900.7874,45,0,0,0,1,0,0,0,1,0
2,4694.3719,677,11,19.4,1405.5708,2962,1532.4249,76,0,6881.6105,4110.0871,27242.2199,1078.5859,872.1996,467.2688,1201.0888,936.1492,2033.0785,1194.4319,531.8221,451.6749,4390.1221,696.601,1178.7628,1309.696,1512.741,898.8046,2087.7839,912.8924,819.4932,1,473.9244,626.6483,834.6879,49,2,0,0,1,0,1,0,0,0
12,4342.9445,456,4,18.6,1324.8326,1817,1354.7495,79,0,6709.4154,3927.8806,25904.4789,929.1878,763.9496,392.4654,1005.0429,804.2198,2069.7256,957.1554,485.4999,368.1213,4184.9862,621.4651,1072.7105,1178.6821,1362.2081,749.186,1952.569,811.0138,697.5546,0,398.3743,524.2351,795.7772,42,0,0,0,1,0,0,0,0,1
12,4237.4738,276,5,18,1203.9642,668,1338.2137,79,1,6650.5452,3891.6041,25602.3406,932.1872,775.566,365.4711,977.5524,808.8151,1985.9802,935.3342,500.3314,370.7261,4145.2367,602.2878,1025.23,1173.8741,1390.7964,730.7508,1962.4905,822.6878,711.1686,1.1,400.5123,535.476,810.8165,39,0,0,0,1,0,0,0,0,0
3,4197.5488,175,5,17.6,1145.4444,2,1332.0105,80,0,6558.9044,3916.2817,25492.0567,948.687,771.9639,417.8852,984.0706,817.1476,1931.7045,858.2531,502.6264,364.3752,4168.1336,605.7409,1037.0627,1256.2763,1398.1484,734.0964,1989.3248,837.8756,707.5499,0.8,426.433,543.0492,820.0011,43,0,0,0,1,0,0,0,0,0
2,4064.6917,143,6,17.1,1151.2273,0,1341.4566,82,0,6504.6093,3876.9797,25209.0549,926.6561,765.8188,412.5782,945.3341,833.8791,1923.8898,907.5915,506.7165,365.1559,4107.5161,597,1024.0119,1223.6703,1388.3866,732.5518,2001.5251,833.0408,708.1171,0.8,411.311,544.4349,832.2949,54,0,0,0,1,0,0,0,0,0
0,4012.4135,44,0,16.5,1082.8884,0,1315.3967,84,1,6429.5815,3796.1334,24900.6257,933.755,795.3238,418.8147,940.631,815.5603,1901.438,836.83,520.2942,358.2402,4085.2214,606.9554,1011.4201,1217.6142,1386.4121,749.2629,1974.0291,821.0692,678.0592,1.8,408.0137,535.668,833.0312,44,0,0,0,1,0,0,0,0,0
0,3906.0622,60,1,16.2,1048.2715,8,1291.8442,84,1,6307.7245,3772.279,24572.3035,900.761,804.5242,400.3443,943.4803,804.815,1889.6146,789.9883,501.5927,382.1908,4024.132,588.2967,983.8232,1241.7283,1414.2604,732.7122,1966.3866,787.157,675.6026,1.1,423.5573,523.6405,820.555,45,0,0,0,1,0,0,0,0,0
0,3819.9836,105,2,15.6,962.0741,739,1290.5347,88,1,6247.1018,3705.1118,24380.2128,921.6021,815.6165,422.7825,941.1977,813.0016,1887.7175,782.2582,516.5267,349.2786,3996.3477,602.5873,1026.7387,1224.3982,1448.0579,715.7908,1985.3578,809.9907,673.5317,1.9,398.6691,541.8377,857.7632,45,0,0,0,1,0,0,0,0,0
0,3778.8267,245,3,15.2,947.2134,1025,1306.093,88,0,6120.524,3660.7738,24042.0495,921.4599,853.0807,442.466,999.8705,846.5766,1887.8114,803.8167,547.0744,372.9522,3928.6785,643.1709,1074.9871,1299.7429,1416.1494,778.0658,1943.1927,806.7141,699.4281,0.8,399.0914,577.3135,869.7122,39,0,0,0,1,0,0,0,0,0
2,3663.5483,511,3,14.9,1049.4531,2805,1356.6859,89,1,6002.3671,3501.5314,23608.168,1066.3219,974.8055,460.7001,1066.0026,908.1915,1869.788,954.3764,553.3631,483.3083,3805.137,649.981,1177.4029,1327.378,1437.8915,878.8357,1971.2188,947.576,768.6146,2.4,437.8447,619.2814,829.4015,40,0,0,0,1,0,0,1,0,0
2,3798.6505,833,4,15.9,1180.8983,4922,1383.2044,89,1,5732.6751,3158.3731,22340.9578,1075.2089,1105.3983,504.6698,1163.0951,1074.4398,1718.7148,1053.9032,604.4366,424.9393,3344.9437,686.2935,1290.9852,1307.434,1402.7282,978.8511,1801.668,1023.5338,843.0198,2.3,504.7349,637.2872,910.5289,40,0,0,0,1,0,0,0,0,0
3,3709.9315,554,4,18.4,1285.9923,3097,1410.6339,79,1,5464.5523,2921.6686,21329.1844,1089.4705,1213.2393,548.2717,1259.8981,1122.6546,1620.3865,1105.6506,634.264,513.5216,3004.4625,718.5647,1281.5342,1377.1667,1425.1435,1074.6102,1772.4056,1013.2781,878.764,1.3,502.1935,680.9678,947.8662,41,0,0,0,1,0,0,0,0,0
2,3904.5121,405,4,21.1,1294.86,1956,1385.8031,70,1,5498.074,2807.8616,21467.1422,1151.0355,1178.2642,543.975,1226.4504,1142.8611,1664.7672,1173.1882,643.4034,496.2,2944.7767,728.6498,1338.2936,1383.3784,1471.4541,1160.7554,1789.8934,1030.4069,922.4704,1.6,515.3309,709.3176,937.9374,48,0,0,0,1,0,0,0,0,0
2,4054.587,358,2,22.6,1370.8836,1732,1390.9156,60,0,5521.4519,2774.4015,21658.9102,1073.2938,1184.6234,545.7762,1225.0657,1199.9216,1652.8231,1327.2235,670.206,521.5019,2911.0632,715.3946,1374.6099,1247.1297,1514.8088,1186.626,1838.8591,984.4341,1027.5673,0.9,532.8143,743.8814,881.2876,48,0,0,0,1,0,0,0,0,0
2,4084.3739,467,2,24.5,1528.1407,2032,1366.4072,56,1,5756.1791,2925.4755,22169.1525,1154.1819,1124.5539,564.4271,1179.8284,1156.3541,1667.0528,1390.6631,638.2864,581.6625,3036.3943,720.72,1348.6421,1218.7143,1444.0136,1121.2485,1889.2561,1131.7963,1041.2511,2,518.52,703.0666,974.4463,66,1,0,0,1,0,0,0,0,0
7,4151.8918,511,2,26.2,1624.9231,2173,1402.4925,51,1,5873.6665,2918.6049,22456.7654,1167.8479,1112.7184,680.6748,1239.1263,1258.3098,1682.8195,1467.0668,664.7717,656.0432,3011.3987,741.6618,1314.8468,1279.4236,1513.4785,1197.8669,1902.413,1116.2374,1046.5354,1.9,532.9225,720.6124,976.6925,67,3,0,0,1,0,0,0,0,0
2,4164.8171,563,6,26.8,1615.6326,2402,1462.887,46,1,5861.0904,2951.5206,22448.1358,1125.0262,1116.1987,490.4591,1225.4638,1247.9629,1710.6265,1213.1504,683.613,602.6614,3025.9866,760.9399,1351.5919,1248.6799,1380.5494,1191.8832,1890.6582,1141.582,1057.1831,1.7,532.0867,746.982,949.0469,56,5,0,0,1,0,0,0,0,0
4,4060.6489,609,3,27,1688.515,2838,1473.4484,40,1,5928.1476,2986.4036,22401.0636,1115.9432,1035.0516,556.3702,1192.1576,1275.9195,1691.5025,1216.7457,669.5124,589.2941,3036.2898,773.3277,1311.1155,1292.786,1382.8302,1137.5526,1841.7926,1124.3139,1034.2536,2.4,521.6635,704.0691,930.5993,61,1,0,0,1,0,0,0,0,0
7,4116.2832,740,4,27.7,1723.2668,3302,1545.4967,37,1,5875.4999,3057.6716,22693.6097,1154.9682,1074.4643,628.0424,1171.1161,1213.01,1794.1399,1229.3323,581.3953,617.2412,3057.7522,761.2736,1307.3247,1316.4092,1342.2869,1105.9481,1904.4793,1128.2527,1013.2898,1.6,481.7759,710.1408,931.3401,51,0,0,0,1,0,0,0,0,0
12,4210.078,857,3,27,1922.2212,4513,1650.3467,39,1,6087.3622,3113.8358,23554.2948,1161.3077,1044.1816,499.9246,1173.8683,1256.4285,1898.9231,1310.9326,571.7197,563.3546,3208.805,699.8577,1311.9219,1339.9968,1452.3824,974.4199,1932.5616,1041.2067,954.8541,1.8,467.9641,669.8357,862.6083,48,0,0,0,1,1,0,0,0,0
17,4628.7188,1045,14,25,2131.9176,4646,1846.0675,46,1,6485.6383,3781.8133,27019.3509,1203.8389,1140.3001,423.8417,1289.5574,1304.5641,2239.0786,1373.1138,606.2957,651.8758,4067.6721,750.9561,1409.2555,1332.2941,1595.3694,1126.6782,2374.9929,1032.1926,988.0921,2.6,503.959,702.2331,852.966,63,0,1,0,1,0,0,0,0,0
4,4875.0097,875,19,23.2,2142.9434,3324,1759.2627,69,1,6927.9491,4228.1037,28484.3582,1131.347,1038.3676,400.8657,1305.1164,1225.5592,2355.2741,1331.8443,556.2404,529.5345,4460.9331,774.0872,1336.5706,1288.1985,1496.344,1039.0398,2381.4818,1015.9662,920.4381,2.2,470.404,704.1812,875.0409,72,0,0,0,1,0,0,0,0,0
8,5063.7554,670,8,21.8,2070.4357,3163,1742.1325,74,1,7264.3391,4440.0926,29528.5389,1090.6247,996.9069,447.7188,1222.6265,1146.2601,2416.8252,1367.0066,594.3667,496.2908,4705.6983,760.2496,1275.8703,1292.6317,1506.1259,986.3315,2389.5699,970.6923,888.314,1.9,473.4059,697.5141,824.3926,69,1,0,0,1,0,0,0,0,0
3,5065.0429,659,6,20.7,1869.7497,3232,1776.9209,74,1,7317.7198,4465.2415,29499.1403,1020.4046,928.6079,515.7363,1208.1428,1004.0573,2320.5972,1365.9526,608.0349,467.5068,4814.0767,735.6414,1239.8694,1307.1181,1472.6899,891.4357,2266.8514,983.9485,848.4405,1.8,440.2428,697.2634,864.4625,52,0,0,0,1,0,0,0,1,0
11,5038.6344,749,6,19.8,1555.8316,3416,1740.9052,75,1,7037.6296,4564.6859,29065.0307,972.3583,880.9392,539.0199,1159.6587,915.802,2308.9732,1185.4827,567.34,479.7743,4721.5698,724.5148,1197.0852,1341.5095,1428.031,926.8446,2224.6016,885.7897,791.3217,1.1,437.9857,640.8852,856.0912,39,0,0,0,1,0,1,0,0,0
7,4894.8449,514,5,19.3,1346.9116,2620,1564.6567,75,1,6806.7976,4457.6417,27801.7293,839.9638,810.8079,407.8004,991.3038,811.9014,2285.582,1010.8264,507.3575,361.1859,4473.4049,665.0651,1097.6207,1147.6377,1317.6751,778.6324,2001.1264,782.9088,694.01,1.3,393.9016,560.7263,780.2437,36,0,0,0,1,0,0,0,0,1
6,4839.0802,467,2,18.5,1323.6648,2,1468.3282,77,1,6708.6034,4374.4984,27136.6304,833.9911,822.3185,395.3063,988.9169,790.7447,2231.0487,1050.9474,495.9938,353.9195,4322.364,660.2053,961.3473,1204.916,1260.0233,741.543,1932.6842,764.9433,692.5623,1.5,390.4427,556.676,789.9495,39,0,0,0,1,0,0,0,0,0
6,4705.0491,134,3,17.7,1275.9223,0,1429.2778,79,1,6554.9731,4266.2958,26479.6742,827.673,832.2914,422.6116,957.236,797.134,2156.6809,1019.7282,492.3076,361.6215,4136.9948,679.6264,1015.3909,1174.7986,1267.3732,750.4059,1963.0295,796.4955,670.1906,1.5,405.681,584.4082,812.4464,55,1,0,0,1,0,0,0,0,0
1,4481.0078,81,4,17.2,1191.8764,0,1397.2634,79,1,6390.4106,4062.394,25517.7446,817.6344,837.9523,455.2228,953.5046,803.7502,2065.2888,957.376,480.6341,371.3323,4000.2941,664.2327,1021.9771,1188.8418,1222.9857,748.74,1898.1002,795.5293,632.8346,1.8,399.3323,560.0504,791.8972,47,0,0,0,1,0,0,0,0,0
1,4166.9745,65,3,16.4,1196.9984,0,1362.3113,82,1,6253.1514,3934.2419,24840.501,841.2624,818.1451,430.1406,929.3334,833.046,2027.9933,898.4846,494.8919,391.8334,3953.7993,657.9819,1001.2646,1160.8662,1259.7081,741.251,1882.3212,801.3491,649.1544,1.5,416.9005,560.4574,802.9292,43,0,0,0,1,0,0,0,0,0
0,4004.3256,33,0,16.1,1087.2523,11,1332.9805,81,1,6118.8303,3778.6165,24187.891,855.6813,838.4574,427.8165,919.9995,812.9348,1956.0714,853.872,490.3015,377.2104,3907.1475,628.0357,991.5753,1189.7549,1241.6811,762.3196,1848.2381,780.228,643.5656,1.4,393.2142,543.2589,786.6912,47,0,0,0,1,0,0,0,0,0
3,3811.235,113,0,15.3,970.6938,837,1353.9798,85,1,5950.1338,3678.858,23717.3276,826.1869,820.4154,419.5102,931.2953,820.0695,1908.9119,789.5824,525.0108,397.6235,3876.0598,632.2907,1007.1561,1251.3842,1278.6019,750.4023,1859.5474,789.6763,660.255,1.8,429.1809,581.2376,793.5434,45,0,0,0,1,0,0,0,0,0
1,3632.5357,187,1,14.9,937.121,855,1353.5903,86,1,5786.6828,3586.1904,23197.1486,808.3702,806.3209,426.5198,963.8872,840.302,1872.4497,749.1284,525.1916,416.7376,3833.5011,666.679,1024.8402,1257.7897,1288.4249,746.3411,1843.7737,759.2275,685.1954,1.8,448.6346,566.517,753.2241,39,0,0,0,1,0,0,0,0,0
1,3521.2329,189,2,14.4,920.0949,947,1312.1493,88,1,5698.3442,3455.8855,22662.5441,859.7825,849.4314,428.9149,976.9828,819.329,1885.2604,719.3531,527.6031,401.2753,3749.505,649.9611,1001.4959,1208.8126,1217.2173,763.0024,1822.9495,824.4435,758.7581,1.8,420.0903,572.985,775.4988,41,0,0,0,1,0,0,1,0,0
0,3440.1434,340,2,15.9,944.7778,1712,1270.4369,86,0,5428.9924,3366.3209,21934.3228,870.8142,843.5713,498.4753,1000.2492,845.1407,1831.9955,726.5712,521.1208,374.1099,3604.8727,669.5395,1123.6984,1242.4065,1223.5767,796.0535,1767.9843,844.414,748.1043,1,407.8471,615.1161,777.3004,35,0,0,0,1,0,0,0,0,0
4,3371.4311,408,10,18.5,964.2108,2007,1395.1306,75,1,5287.176,3356.5825,21759.1738,890.53,912.6164,455.3724,986.3682,888.4452,1781.4872,728.6996,555.7608,398.1473,3489.0208,750.323,1106.2071,1230.6164,1273.5817,815.238,1804.7639,855.0206,767.4531,1.6,452.953,588.5284,763.6487,39,7,0,0,1,0,0,0,0,0
2,3340.2062,358,8,20.7,1027.6792,1785,1487.0966,69,1,5224.3768,3232.4848,21764.5309,916.5966,902.3483,593.8027,1046.3859,898.7352,1782.406,817.8213,575.2285,482.7495,3440.5902,705.2477,1151.0489,1184.1105,1358.5016,1014.9493,1898.8687,906.6137,878.6905,1.1,439.1406,619.1539,789.7537,49,8,0,0,1,0,0,0,0,0
4,3384.359,363,7,23.1,1139.8648,2130,1531.4781,58,1,5302.8642,3239.6151,22203.5279,951.2021,907.3677,591.3067,1038.4217,921.3163,1886.4019,854.035,535.3869,607.1975,3480.595,767.0871,1214.6056,1165.7204,1405.2171,1033.0257,1972.9975,858.4838,884.7779,1.9,464.5513,597.2386,821.7323,64,6,0,0,1,0,0,0,0,0
4,3523.5413,450,4,25,1221.9464,2346,1558.2481,50,1,5561.9106,3342.4321,23026.1888,934.1473,945.1534,576.3289,1072.4843,973.0003,1928.1301,957.3834,583.4231,783.9189,3634.8088,801.4236,1215.5995,1148.2783,1463.1099,1078.9918,2014.0079,841.3643,897.465,1.7,462.375,620.9107,746.2404,64,7,0,0,1,0,0,0,0,0
3,3612.0277,529,4,26.6,1442.5414,2779,1562.4025,39,1,5589.5059,3379.9645,23491.3426,978.4373,954.8869,648.6313,1155.8475,1012.862,2029.4602,1066.2113,575.2671,850.3045,3761.578,823.6226,1276.5548,1180.7839,1442.7671,1076.5062,2113.6367,865.2278,884.7868,2.6,470.6847,642.8,758.9189,64,8,0,0,1,0,0,0,0,0
6,3766.0891,600,6,27.5,1551.7501,3043,1570.03,35,1,5721.1801,3398.6507,23855.5011,1021.5889,878.387,714.8718,1143.3179,994.9091,2063.2189,1126.6476,564.445,972.3873,3656.2385,852.4899,1226.4243,1188.4919,1527.4197,1071.9436,2152.6741,863.8666,942.7482,2.1,442.6132,635.2011,828.7777,52,8,0,0,1,0,0,0,0,0
4,3853.1378,636,0,27.1,1519.8735,3294,1509.1085,35,1,5991.7865,3552.9044,24415.0715,965.5365,942.5467,776.7956,1094.4065,1016.3335,2064.7004,1089.5974,529.7254,1142.6995,3811.5061,797.5412,1141.9278,1129.9018,1480.492,1042.8494,2151.4358,866.5926,901.28,2,449.8773,658.2421,865.3241,42,9,0,0,1,0,0,0,0,0
8,4044.6955,700,11,26.2,1699.092,3502,1651.7203,36,1,6101.8674,3640.692,25239.5852,986.8578,936.9818,760.5657,1102.1814,1022.8346,2167.3788,1259.1092,565.2032,916.5016,3940.3302,772.3797,1196.6294,1214.343,1483.9554,1139.1602,2208.9456,881.4567,937.4922,2.1,471.1826,642.4288,828.8726,40,9,0,0,1,0,0,0,0,0
7,4442.2299,745,9,25.1,1758.9827,3458,1652.4757,49,1,6590.0319,3899.0036,26477.6513,1026.6646,961.0529,729.5954,1125.5553,1052.7451,2205.8074,1385.4332,572.2465,874.6394,4046.1866,815.1732,1262.847,1277.8467,1433.1272,1022.6436,2208.789,914.821,901.8692,2,483.0437,678.4424,800.6171,26,9,0,0,1,1,0,0,0,0
6,4886.1208,638,5,24.1,1878.1905,3256,1582.8619,50,1,6872.9521,4182.3781,27771.4902,1030.1828,923.5436,754.4468,1125.6176,1057.446,2294.6219,1462.9037,590.8578,886.1682,4341.4461,808.0253,1316.8574,1185.1996,1401.5498,1065.8178,2209.5595,974.4388,916.0452,1.8,463.1235,629.8074,779.3086,61,9,1,0,1,0,0,0,0,0
12,5540.2405,581,9,22.9,1899.1367,2934,1723.406,53,1,7402.2116,4725.8942,29962.727,988.5526,871.1895,697.7043,1132.5591,1093.4628,2448.5065,1531.2846,625.5626,721.1663,4507.125,792.7555,1229.5899,1216.6984,1416.0851,945.0122,2199.2581,937.6512,888.407,1.8,477.5849,624.8144,797.8252,58,9,0,0,1,0,0,0,0,0
8,5810.6086,599,6,22.2,1863.599,3404,1666.9243,58,0,7527.843,4870.3675,30466.8304,1004.9715,873.5174,573.1433,1109.7153,1020.4316,2424.0294,1509.1087,579.6467,624.7148,4598.7438,764.4851,1140.1095,1268.4706,1371.1421,878.0763,2197.1717,919.4223,882.4522,0.8,465.8066,628.1994,820.179,47,9,0,0,1,0,0,0,0,0
2,5771.4022,596,5,21.7,1747.5678,3478,1604.2155,60,0,7641.4193,4989.2419,30606.1222,975.3736,865.5614,595.9548,1088.7606,974.2494,2456.9409,1584.4502,548.6092,529.7163,4614.8725,735.8304,1115.2391,1219.7822,1382.1819,877.1981,2145.848,865.2727,799.3192,0.6,440.5107,653.2073,782.6151,36,9,0,0,1,0,0,0,1,0
2,5632.9756,569,6,21,1524.1915,3723,1557.2367,64,1,7086.1517,4788.6942,29324.924,911.1896,875.3947,459.603,1097.3342,943.8752,2341.0803,1314.6228,548.3413,462.3629,4440.8539,737.4744,1024.9251,1247.0982,1364.5214,873.9123,2113.4102,846.2519,780.6727,2,419.6779,644.676,794.4199,58,10,0,0,1,0,1,0,0,0
3,5206.354,470,5,20.8,1340.1963,2276,1459.198,64,0,6752.7694,4674.1611,27806.0089,812.7576,752.7255,366.8435,944.2001,815.2835,2294.3977,1090.7918,485.7297,285.0196,4276.9422,677.3185,957.8822,1125.8767,1212.513,725.2915,1929.6735,832.1142,679.2422,0.7,362.2615,543.7515,745.8067,57,10,0,0,1,0,0,0,0,1
7,4818.3146,439,2,19.6,1202.928,0,1381.31,68,1,6513.1696,4533.5546,26539.426,805.7781,738.8127,427.3094,964.5307,819.5304,2155.7318,1080.6316,475.0296,327.5479,4014.6274,667.3763,978.5832,1129.43,1239.2991,695.3515,1883.4189,815.5019,654.586,2.2,344.4737,533.4521,724.5821,54,2,0,0,1,0,0,0,0,0
2,4602.2208,178,8,19,1108.721,0,1381.4112,72,1,6314.5582,4347.4024,25707.2708,799.5262,762.0207,425.0594,956.7507,805.6702,2045.4317,985.5746,487.4536,335.6896,3906.855,644.6768,978.3233,1129.8687,1278.3769,711.5246,1831.0146,808.0359,658.9602,1.8,367.4893,511.8879,719.3367,58,4,0,0,1,0,0,0,0,0
1,4427.4863,144,1,18.8,1108.4543,0,1353.8582,75,1,6202.451,4086.0273,24878.1379,785.4482,789.6701,401.6627,961.4951,804.2901,1973.6027,967.407,493.0353,345.6779,3792.0458,672.3281,994.8222,1157.6666,1229.8566,718.3721,1812.81,786.7934,644.3531,1.9,386.3332,533.6104,739.0757,55,8,0,0,1,0,0,0,0,0
1,4222.8835,99,3,19.2,1102.6314,0,1321.8744,74,1,6032.3674,3958.0268,24267.9408,799.1347,769.1476,412.0899,933.4609,783.6318,1930.268,911.3017,488.681,331.1613,3712.2569,654.0134,975.134,1170.4376,1242.1398,743.332,1848.124,815.1902,627.9455,2.9,368.2069,537.3641,735.2689,52,9,0,0,1,0,0,0,0,0
1,3990.4108,65,0,19.4,1012.582,14,1315.2597,72,1,5923.4998,3793.26,23573.044,800.1044,743.0058,423.6085,942.6368,789.784,1866.716,862.2521,480.3886,330.5575,3653.3749,649.1101,976.0738,1160.682,1232.8372,762.6707,1797.6856,828.8755,620.5968,2.8,372.3369,530.1442,746.827,49,9,0,0,1,0,0,0,0,0
1,3725.5251,103,0,19.5,930.6374,560,1282.2732,72,1,5774.985,3674.7267,22910.9664,795.2711,744.6358,434.2661,934.5714,761.2036,1828.7452,786.4882,484.8594,375.8463,3607.4424,630.8661,959.7049,1167.1192,1246.3547,767.0779,1770.9141,804.1193,632.939,2.2,363.3549,538.0585,733.1713,43,10,0,0,1,0,0,0,0,0
0,3667.9054,125,1,19.5,864.271,570,1270.5805,72,1,5643.9271,3554.6729,22486.9286,773.0328,752.7665,434.0087,899.8864,758.7537,1817.3207,752.9923,501.4951,354.3724,3543.1984,666.7364,986.1872,1186.6716,1250.5877,776.4532,1738.7359,768.4325,641.3626,1.4,375.8513,533.8594,749.3971,36,10,0,0,1,0,0,0,0,0
0,3560.7732,135,0,19.2,857.9731,612,1238.2507,79,0,5477.9473,3473.8379,21971.4543,744.9807,746.4681,384.3362,949.149,754.2285,1809.8698,780.2511,514.0911,368.6458,3469.1746,645.5647,1014.0549,1182.8826,1218.136,772.2338,1723.4648,778.3877,649.2859,1.6,378.4029,514.1441,719.1375,39,10,0,0.1,1,0,0,1,0,0
0,3481.74,201,1,18.9,856.8225,974,1285.0777,79,1,5312.7001,3392.9181,21621.3542,735.6595,766.7211,401.2983,953.4458,806.5622,1787.6954,720.9509,547.0853,363.1021,3417.982,708.9094,962.5183,1153.9075,1199.3452,794.3871,1743.8957,785.6842,688.2625,2.7,362.1597,516.5251,706.6905,40,10,0,0,1,0,0,0,0,0
4,3311.9547,287,0,19.2,871.2809,1476,1244.2748,81,1,5174.4797,3326.2401,21047.5258,781.0011,758.906,433.123,972.0187,829.799,1763.5953,721.8172,557.9707,370.5345,3321.1647,677.4343,995.0107,1239.6733,1218.4386,803.9584,1687.3779,799.414,680.8906,3,381.9692,506.1658,692.1591,37,10,0,0,1,0,0,0,0,0
2,3292.1839,278,2,20,947.6853,1431,1427.225,75,1,5200.8451,3296.597,21539.9083,781.5771,868.0629,450.7769,985.8312,864.7294,1864.1528,790.6738,586.8819,463.0468,3323.533,716.6712,1003.5527,1207.5333,1342.1495,834.3015,1793.222,822.8696,756.2673,2.8,434.9011,564.1175,760.2109,34,10,0,0,1,0,0,0,0,0
3,3274.2439,271,4,20.5,1035.3026,1504,1554.0028,71,1,5308.0671,3245.1801,21859.8891,806.1589,913.3378,481.6899,1087.1127,935.675,1835.0658,816.0526,603.9584,536.4561,3367.1764,728.935,1053.8314,1168.4394,1390.8233,914.4467,1885.3297,797.5803,766.8751,3.3,417.2997,562.0214,741.1908,31,10,0,0,1,0,0,0,0,0
0,3430.0975,403,2,20.9,1240.5246,1946,1494.0437,69,1,5433.1,3415.6719,22547.8272,852.524,901.9447,549.12,1136.4512,988.9952,1845.4817,873.2568,600.4266,754.0593,3441.3353,727.2858,1064.1716,1220.8448,1504.9879,992.1241,1983.1092,786.2611,789.5076,2.8,406.5664,582.5186,747.9142,25,10,0,0,1,0,0,0,0,0
1,3507.1564,479,3,21.4,1248.0667,2279,1513.2309,69,1,5517.426,3384.2631,22667.6555,849.7112,924.6265,739.6631,1096.5574,1003.7382,1902.3016,939.3581,551.6743,864.6634,3454.8691,750.5258,1064.3673,1270.0412,1431.5729,1021.7805,1956.8355,790.9422,801.6351,2.7,406.2537,606.4815,772.572,21,10,0,0,1,0,0,0,0,0
1,3658.7166,423,2,21.3,1333.7036,2344,1491.2713,67,1,5529.6114,3476.4269,23036.6251,881.1167,948.8532,734.6864,1057.2124,1013.6628,1993.7867,998.1024,551.6338,991.8222,3475.3202,725.0979,1126.9055,1183.6921,1421.1069,1026.2691,1990.3851,789.2781,843.3332,3.5,416.9496,600.8078,780.096,23,10,0,0,1,0,0,0,0,0
4,3891.8032,529,0,21.1,1380.1338,2579,1477.035,67,1,5714.7342,3621.6566,23650.6098,907.256,979.7892,726.9977,1131.2362,1058.9416,2049.8879,1046.0436,542.8774,1042.5649,3535.3329,707.9478,1113.4827,1157.8538,1384.5236,980.2606,1975.6364,769.7133,827.2534,4,409.1705,595.9848,804.4008,29,10,0,0,1,0,0,0,0,0
10,4003.881,579,4,21.4,1531.2834,2775,1485.0119,64,1,6013.8084,3759.5626,24316.4434,941.3502,901.5756,593.3806,1078.2717,1014.4113,2021.0555,1102.261,542.9365,1012.0595,3667.08,679.0494,1133.0371,1131.8258,1444.6022,932.4529,1921.4418,783.5383,868.4152,3.3,440.5694,620.5957,797.5486,16,10,0,0,1,0,0,0,0,0
1,4425.1351,598,4,21.4,1714.6181,2932,1514.952,62,1,6518.448,4026.7415,25779.3257,982.546,931.2975,705.3739,1087.5787,1004.1173,2078.2221,1303.6016,517.1193,973.832,3906.3507,662.1095,1187.0652,1184.2668,1408.7875,933.7223,1900.6888,840.8416,867.5888,1.7,430.6926,576.1233,806.1273,17,10,0,0,1,1,0,0,0,0
0,5100.7402,629,2,19.8,1823.8597,2662,1519.0173,79,0,6980.5836,4218.3372,27570.2316,956.2271,936.4299,613.0677,1050.2774,946.7846,2217.5737,1374.1991,550.379,821.2964,4209.4126,637.717,1095.9821,1210.9319,1358.3597,957.3658,1966.2073,841.2069,825.6653,2.7,431.8181,616.8352,813.0036,29,10,1,3.3,1,0,0,0,0,0
