"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X18_19","X19_20","X22_23","X23_24","weekend","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f15","f30","f40","f55","f60","f65","f70","bus_passenger","sub_passenger"
1,18.5,0,2.1,56,0,37,342.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,248.3534,780.9955,3417.0341,3417.7594,1971.5304,1631.1518,1111.7734,1112.0478,834.0371,762.0932,532.5546,378.7002,746.7008,662.303,1270.0775,2144.6327,1015.0459,833.5418,657.3857,607.5414,1256.4368,469,2563
3,19.6,0,2,49,1,38,384.16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,342.042,931.4184,3486.7034,3522.0055,1986.9029,1739.1695,1155.6162,1146.8901,807.0212,799.2473,530.2434,412.7519,834.213,951.1603,1443.7254,2116.0937,1014.6893,875.1438,694.4803,613.0498,1277.7794,549,2987
5,21.1,0,1.7,42,1,32,445.21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,329.868,984.3233,3649.7331,3542.4669,2025.1966,1660.695,1196.9336,1144.8918,846.5736,801.4833,536.2421,388.4655,845.5974,1071.8314,1503.9077,2062.904,1066.8629,874.1251,653.999,626.8763,1209.8974,593,2911
5,21.1,0,1.3,42,2,33,445.21,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,326.6919,1055.1734,3667.5958,3543.9807,2056.7164,1605.4364,1228.7898,1128.2232,862.1499,754.9556,563.5803,410.9815,843.0307,1037.0676,1632.2783,2046.6611,1067.3555,854.6263,644.4498,588.6539,1246.4303,644,3430
6,20.1,0,1.5,44,4,36,404.01,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,301.2674,1195.294,3813.0634,3737.7811,2110.7079,1616.8968,1225.2521,1103.9265,893.4509,772.9326,525.1611,407.1837,826.7608,981.6047,1726.6104,2070.5285,959.0988,800.9211,646.7889,585.2672,1267.0088,655,3774
11,19.1,0,2,45,2,17,364.81,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252.2174,1207.2836,4085.3777,3847.753,2188.5678,1651.111,1174.3568,1175.2453,888.1751,814.7882,562.8316,415.9928,831.7602,887.8208,1739.0478,2088.3675,964.9095,877.3817,667.0944,549.4956,1375.4782,730,3989
8,17.5,0,0.6,50,2,26,306.25,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,289.4459,1291.2116,4329.9481,4046.3526,2298.2807,1568.4316,1128.2838,1160.9849,870.1592,863.1315,614.7235,419.2016,831.2127,721.774,1598.1683,2092.7644,950.484,821.2538,690.6441,565.9332,1292.2066,674,3629
5,16.1,0,0.4,59,3,27,259.21,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,266.7647,1358.5209,4654.2309,4179.0605,2267.6647,1547.745,1098.8493,1130.3086,900.378,815.2945,607.5828,406.0538,797.8188,733.5803,1638.0639,2099.9092,870.4009,803.9359,690.7979,534.8458,1377.7065,601,3216
5,15,0,2,64,5,30,225,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251.8682,1308.2311,4714.0338,4183.4295,2242.5662,1471.5704,1009.2063,1049.8629,875.8879,804.1197,599.4676,435.3466,813.7346,594.2127,1564.3919,2090.0014,830.2641,795.2976,679.746,549.4898,1303.6698,592,3771
6,14.6,0,0.8,67,0,36,213.16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238.2482,1211.8866,4695.4088,4115.7097,2208.7305,1476.6402,1003.7234,1051.8675,865.815,806.8502,597.0273,398.4447,854.7577,535.2983,1361.4693,2024.4172,800.9881,803.1136,695.0206,527.63,1312.2893,607,3913
3,14,0,0.3,71,3,35,196,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,234.2049,1005.2848,4521.2941,4041.1216,2123.3222,1409.5707,984.1367,1032.1944,860.0257,793.279,574.6833,372.9761,823.3809,559.5204,1233.8399,1958.725,827.6836,755.7857,654.7632,524.2669,1307.739,666,3912
1,13.1,0,2.3,71,3,35,171.61,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,161.6256,816.2523,4302.7874,3981.7222,2041.2596,1381.8475,903.7827,1053.7273,770.6442,786.2528,561.7921,374.6983,753.4691,349.3634,1117.3018,1924.2654,680.9281,666.393,677.2376,480.706,1210.0339,551,2461
2,12.4,0,1.8,70,2,24,153.76,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0488,879.9705,4243.0805,3966.2795,2016.1834,1358.0542,909.3745,1021.6517,769.4263,787.5482,544.3438,365.5011,790.3509,340.1454,1014.014,1943.4147,708.2249,657.4834,652.6716,484.3037,1186.0059,153,325
3,12.6,0,2.1,71,4,25,158.76,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.1681,858.0349,4141.6294,3928.4233,2015.5323,1348.3027,892.0514,1042.3164,768.1292,774.2744,528.9945,363.9043,772.8302,350.6695,1013.5114,1955.0024,713.8168,667.3441,660.071,479.9012,1217.7323,73,0
1,12.4,0,2.4,72,7,18,153.76,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.2511,798.795,4004.0738,3905.1373,2012.0641,1350.1064,877.3819,1058.3991,765.677,762.0593,518.0775,376.5049,780.6496,335.4455,979.6304,1963.1908,699.3778,667.1714,639.4935,480.7104,1208.0639,53,0
0,12.2,0,1.6,74,7,15,148.84,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.1581,764.4073,3936.8323,3910.6091,1953.8857,1339.1314,893.3623,1086.8028,779.9238,764.4654,526.5974,389.6854,776.8506,400.4109,979.945,2015.2626,719.8603,656.2398,644.1429,481.4181,1221.0368,43,0
0,12.2,0,2,75,8,16,148.84,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.3741,723.0285,3787.2797,3778.6849,1908.4367,1340.3769,929.1218,1072.3265,795.1783,776.3908,568.642,380.2993,797.196,403.7727,937.4154,1959.5146,702.2558,659.2888,657.7026,486.7802,1268.53,44,12
0,11.9,0,2,77,6,14,141.61,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.026,696.2331,3761.5488,3743.979,1891.306,1353.3888,913.6509,1049.1404,759.5462,751.8754,555.9883,363.4942,803.8989,394.9291,943.3937,1976.5539,722.4784,648.2805,662.8081,499.8969,1202.9964,110,687
0,11.5,0,2.6,78,8,16,132.25,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.2165,698.6142,3659.9631,3706.2095,1904.65,1350.3033,919.9951,1081.1795,787.6547,763.487,617.8122,408.3753,766.4273,389.315,905.513,1941.5282,778.9504,683.6954,652.2261,529.0774,1280.9678,223,1049
1,11.3,0,2.1,79,1,11,127.69,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.8036,809.9132,3560.9333,3490.0156,1853.6004,1441.8939,1072.9101,1230.8658,920.744,877.704,620.8934,437.3034,846.3112,429.1717,994.5461,1957.8679,853.6265,790.115,679.7354,562.2074,1304.2215,551,2813
0,11.5,0,2.4,79,1,9,132.25,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229.5818,1029.4227,3813.0045,3161.8127,1722.7558,1482.1931,1112.1411,1234.0727,944.6531,956.4728,665.2682,449.1579,880.2237,348.7621,1079.6245,1701.5642,971.7511,800.1564,698.6884,577.827,1394.0849,810,4809
0,13.5,0,2,72,0,12,182.25,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.7499,1146.6609,3879.2014,3088.67,1686.7453,1389.3306,1064.8051,1275.0909,989.5812,1077.055,688.1439,444.7629,882.3404,370.1535,1149.5852,1691.9749,1042.472,827.453,772.3705,656.1063,1482.5523,534,2962
1,15.9,0,2.4,64,2,28,252.81,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,239.733,1290.6938,4233.3423,3025.5903,1656.9718,1457.6015,1106.4951,1328.0191,982.8719,1067.4031,704.9929,494.086,885.5686,373.3502,1271.6411,1659.1193,1141.1191,884.0711,742.1058,653.1827,1452.5545,352,1756
5,17.4,0,2.4,59,2,36,302.76,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240.0322,1319.5816,4577.2375,3109.6852,1634.4759,1442.9042,1122.5416,1340.3005,1022.7837,1012.0221,687.0018,457.7778,866.8156,387.2086,1392.2721,1720.7007,1167.5955,904.0776,792.517,630.264,1364.782,371,1769
2,18.9,0,1.5,54,0,29,357.21,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224.2396,1370.6389,4795.5152,3092.242,1633.4254,1439.67,1147.3346,1327.5601,1005.8823,1028.8645,721.7203,489.0041,975.3981,435.3259,1432.5024,1775.3712,1152.6933,1015.5043,731.4738,616.2852,1321.5733,411,1976
2,19.7,0,2.8,48,8,32,388.09,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235.5019,1373.2636,4790.293,3005.9665,1618.9046,1485.1524,1168.4372,1293.5433,1013.1188,1019.1917,723.7215,485.0314,1003.6159,441.0481,1440.3416,1821.14,1163.3445,1073.8529,781.6208,605.8778,1321.4923,466,2029
3,20.6,0,1.5,45,7,26,424.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,206.0168,1366.2155,4844.1324,3068.4966,1667.4084,1505.57,1100.1022,1276.0884,1024.4573,1033.8705,670.7221,485.5175,1045.7498,430.0327,1484.837,1725.4697,1153.2286,974.5125,823.5569,644.8547,1399.5347,552,2371
5,19.7,0,2,47,7,23,388.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252.4293,1331.4123,4697.9373,3030.3447,1712.7939,1488.7609,1159.7943,1283.7539,1049.8113,991.2828,693.0759,482.5604,1061.6515,513.8609,1526.8952,1747.2604,1103.5137,1030.1312,842.4301,605.9457,1407.5242,571,2493
7,18.5,0,2.5,58,8,41,342.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240.3339,1250.7327,4707.5411,3221.6966,1648.7701,1629.2043,1159.9479,1203.8967,1038.3002,1024.9341,729.8061,491.2735,963.7078,527.6249,1542.131,1797.1097,1073.6687,1011.0092,797.0377,617.5521,1438.1575,674,3060
13,17.6,0,3.1,61,8,35,309.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.2909,1357.5652,4789.8715,3428.9086,1723.9663,1600.8368,1168.8375,1333.6294,1094.4738,1071.9955,708.6121,506.4886,943.776,435.7449,1566.0374,1831.7644,1087.49,1001.9161,807.1132,542.3903,1390.3697,838,4025
15,16.7,0,2.1,66,7,31,278.89,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222.6434,1474.4282,5041.6649,3865.2549,2027.2963,1847.7446,1260.7494,1464.1512,1165.3863,1039.2822,732.7747,494.7625,923.7439,468.3354,1721.1419,2165.2213,1103.0228,976.2234,758.5739,584.1769,1353.7657,1063,4370
11,15.7,0,1.1,68,1,38,246.49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225.6567,1555.2245,5157.0827,4096.9373,2127.2295,1791.6854,1234.9047,1420.104,1110.143,1032.153,703.5085,464.4528,906.3813,500.9558,1833.9641,2289.7206,1069.8654,970.9325,778.8672,556.0791,1367.7502,844,2993
6,14.7,0,1.9,76,0,41,216.09,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.9114,1453.996,5156.9349,4164.3243,2120.6809,1785.9709,1186.1309,1375.3146,1111.1098,962.9101,680.8241,441.7905,918.5431,463.0548,1839.1531,2310.3099,1010.2203,958.4173,772.1372,578.7175,1355.5448,589,2958
6,14.2,0,1.7,79,0,45,201.64,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.7645,1287.0995,5043.3808,4108.8858,2070.5209,1746.5379,1165.7718,1315.034,1024.6993,904.6679,626.3636,464.7196,856.4124,413.5723,1701.6217,2278.6183,926.5802,849.0394,755.3457,584.9541,1296.2442,588,2856
5,13.5,0,1.8,82,0,44,182.25,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251.4619,1191.4563,4819.4139,4029.7771,2100.145,1591.6751,1108.8298,1275.9453,962.0398,847.8382,630.1687,421.2258,834.4725,399.0141,1507.2296,2157.3744,854.5672,818.855,686.5355,580.4178,1264.3767,603,2656
5,13.2,0,2.3,86,4,36,174.24,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190.5465,1025.1021,4422.3369,3893.551,1965.7435,1393.9701,985.762,1122.6884,850.6224,780.7881,548.2185,375.7449,775.978,360.12,1288.6968,1890.0069,689.8407,726.8971,637.9187,475.2123,1255.8487,335,1407
5,12.7,0,1.9,88,3,33,161.29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6241,1009.2483,4312.2065,3889.619,1949.5763,1344.8435,1019.4512,1070.5971,863.9336,765.0259,568.8527,425.0934,790.1435,362.0782,1270.5646,1933.2172,707.1465,713.8948,627.9589,487.5252,1249.4004,157,281
0,12.3,0,1.2,87,8,41,151.29,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0863,982.8972,4222.8385,3822.5288,1929.8938,1350.7099,972.1439,1100.3995,839.6233,745.3615,570.0937,393.8106,801.4724,358.9045,1220.5955,1916.8497,694.2745,678.354,636.5364,493.107,1277.013,59,0
2,12.3,0,1.7,90,8,35,151.29,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.8304,875.2923,4094.6544,3848.0724,1880.5624,1375.8465,945.1311,1078.7658,857.2106,764.9177,546.7324,402.9276,799.5447,341.947,1155.4848,1931.1854,699.7578,690.783,641.9081,509.5992,1298.3606,66,0
1,11.7,0,0.9,89,6,33,136.89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.2848,863.3122,4044.9197,3748.34,1869.9926,1383.2293,931.8991,1072.5091,851.0264,769.0073,523.9528,381.3144,801.1708,372.9885,1164.434,1948.0163,696.1831,672.2104,639.8652,506.817,1282.4747,45,0
0,11.5,0,0,92,5,33,132.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.9246,843.1203,3899.4858,3736.5873,1882.0909,1357.0964,965.252,1081.0228,885.988,746.613,561.9405,396.5044,811.7773,398.8793,1096.5092,1959.0101,728.1825,682.9131,644.518,484.4784,1332.3802,71,12
0,11.2,0,0.5,92,4,26,125.44,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.3988,809.426,3824.1355,3685.0491,1893.0584,1346.6294,968.3287,1119.7312,838.739,777.2217,564.8945,387.2968,793.3087,380.0324,1098.4163,1905.0502,741.5717,636.2366,647.5811,512.8858,1274.0551,122,733
1,10.8,0,0,93,7,22,116.64,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.2807,777.8643,3733.9505,3593.8217,1895.7424,1376.077,939.4605,1124.4916,867.5674,769.3846,556.6404,372.6089,876.9726,376.3672,1104.7588,1878.1257,726.9251,696.224,680.2073,528.9129,1300.0679,214,1026
1,10.9,0,0,94,9,25,118.81,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.8758,894.8404,3678.2922,3500.9006,1873.5688,1413.8965,1082.4333,1273.2639,973.5903,906.7559,624.9678,397.7039,807.1214,423.5464,1096.8454,1921.684,860.2209,809.4365,687.4056,565.0513,1370.3236,531,2867
1,11,0,1.9,93,5,29,121,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234.3306,995.0311,4005.6248,3148.735,1757.5864,1418.7937,1103.7879,1313.8895,1037.9168,942.0319,620.3382,445.6231,916.31,408.6642,1177.0426,1756.134,989.8874,879.8663,744.9192,583.3967,1431.7274,790,4914
1,12.2,0,1,90,9,31,148.84,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260.1441,1125.5713,3908.6628,2963.5523,1656.1009,1401.8182,1098.1586,1359.5084,1078.2823,977.8515,657.7949,516.4603,961.3217,365.5652,1198.5115,1676.2873,1105.2295,890.5635,835.1394,639.4105,1516.658,551,3128
3,13.9,0,1.7,84,8,41,193.21,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273.0727,1216.986,4344.7103,2956.1413,1636.7066,1386.821,1164.931,1347.2296,1072.0824,1009.474,723.0832,525.5241,978.9436,369.0657,1261.7838,1715.0545,1162.7348,953.2085,873.4016,669.6465,1411.3475,416,1814
6,15.3,0,1.8,77,3,43,234.09,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321.9834,1275.1155,4627.5338,2982.178,1643.3304,1423.2943,1176.1019,1405.877,1069.5661,965.4052,677.2344,497.2053,862.293,426.9136,1518.1356,1759.2594,1220.896,973.1701,811.4885,651.5652,1323.8262,402,1705
3,15.9,0,2.3,76,5,54,252.81,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,336.808,1458.8622,4852.7202,2970.3892,1697.408,1399.767,1240.8755,1369.5729,1077.1679,1016.1485,714.9491,472.564,878.8529,458.362,1555.3002,1743.889,1254.0749,1042.3747,789.4793,588.4394,1336.2168,430,1885
2,16.7,0,2.8,69,3,63,278.89,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375.8984,1597.6266,4745.3228,2941.3308,1691.0537,1452.2688,1250.6795,1371.7283,1160.2976,1041.7874,712.8902,497.6809,950.9692,541.0468,1594.9057,1750.4856,1338.3835,973.3882,843.5152,589.4065,1376.9863,553,2231
7,17.3,0,3.1,62,2,64,299.29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,329.9018,1547.1184,4589.9722,2978.6502,1656.0798,1467.0626,1225.9165,1446.2262,1126.4492,1036.4025,712.3103,474.2877,956.1979,468.4879,1574.2845,1734.8971,1252.5504,977.131,782.4107,590.9374,1324.2209,511,2464
5,17.5,0,3,51,0,69,306.25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246.6319,1375.6376,4307.6235,2974.9591,1621.7815,1544.6784,1183.7639,1359.388,1101.2213,1074.7804,719.0592,467.1089,1051.7563,323.3312,1474.3073,1748.0889,1164.7849,1041.5828,801.4287,644.883,1306.9522,593,2626
6,17.4,0,3.9,45,0,58,302.76,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,249.1523,1228.457,4305.7004,3026.5361,1696.3681,1599.9492,1176.9373,1340.1826,1090.9684,1008.2378,704.7664,482.6254,963.9302,461.2785,1460.0018,1717.7292,1149.2375,1012.5273,768.6625,614.6923,1234.0545,698,3106
12,16.3,0,2.1,48,0,49,265.69,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.7449,1342.5514,4586.6722,3097.6205,1799.5681,1437.5901,1112.7165,1339.8982,1121.321,985.5713,645.8133,458.4162,986.5672,470.1506,1575.4076,1804.0686,1033.8714,1029.4562,757.5276,583.26,1268.6756,769,3872
18,14.9,0,2.8,55,0,41,222.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,208.7654,1417.4588,5100.0078,3734.5037,2090.6951,1622.7682,1337.4961,1468.7985,1213.5319,1059.8741,650.9108,464.7449,937.3712,526.0773,1794.8496,2233.8337,1122.4222,940.8809,730.0759,600.5274,1353.9996,1044,4443
9,14.2,0,3.3,72,0,42,201.64,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197.6807,1409.8901,5370.9944,4055.9833,2185.0866,1671.7174,1349.4044,1391.8324,1124.2019,1019.4017,647.2755,478.7401,919.4756,445.8219,1846.6854,2322.4303,1041.6718,930.139,782.2684,609.0571,1380.733,878,2976
5,13.3,0,1.7,75,0,56,176.89,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.9852,1389.7353,5387.7281,4106.1874,2185.8135,1706.8344,1249.0449,1345.6959,1079.7013,965.8858,627.2369,433.9904,902.2767,478.3227,1738.005,2297.5874,937.3982,843.2991,735.761,584.7399,1321.5693,681,2912
6,12.7,0,2.7,67,0,45,161.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.1949,1270.5609,5136.6863,4173.6988,2164.6259,1566.5656,1201.393,1191.6784,1017.928,890.4862,623.099,437.5802,860.6459,493.2296,1554.6454,2244.5599,913.0898,787.8003,702.169,598.2471,1343.2409,678,2890
10,11.5,0,0.9,66,0,38,132.25,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195.346,1092.3465,4914.5174,4004.9216,2009.5639,1442.0203,1102.7479,1057.4846,906.902,877.5227,577.0277,439.3362,830.7764,497.2978,1382.663,2109.3915,831.2283,791.4876,688.6663,561.6823,1332.2517,626,2902
6,10.5,0,1.3,65,0,45,110.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.8705,917.6372,4398.9684,3870.3459,1996.5393,1417.7302,944.5039,1091.1665,858.5844,818.7387,543.9758,429.7153,780.8239,363.5688,1228.5582,1948.7994,730.3451,695.9437,641.7041,482.1178,1170.6312,386,1491
2,9.4,0,0.7,67,0,30,88.36,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7444,852.9193,4290.1207,3901.7588,1964.0284,1387.3431,971.1751,1064.6349,836.7345,781.0424,585.5716,422.9515,777.7113,370.1037,1168.1806,1928.6912,689.5511,693.0487,623.7444,489.7782,1179.1375,155,362
1,8.7,0,0.5,71,0,30,75.69,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.6344,842.8789,4174.6221,3864.8498,1966.0469,1372.8044,970.0761,1061.9546,862.1831,783.4837,560.4216,424.7385,792.3915,395.5106,1038.3583,1980.0237,708.5123,697.4111,628.6432,510.253,1178.2579,76,0
2,8.2,0,1.6,75,0,31,67.24,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.647,771.8008,4010.7422,3828.2908,1950.9696,1362.5014,942.2446,1062.2497,866.874,745.067,515.7691,406.669,798.6035,418.5494,1038.1776,1933.58,698.848,697.9135,637.9658,523.7034,1208.4022,62,0
1,7.5,0,1.5,75,0,32,56.25,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.6496,805.98,4021.1101,3810.2168,1911.9207,1409.5766,955.2852,1075.2991,890.4058,758.107,507.8772,407.8963,781.1151,426.0312,1044.3723,1962.2861,738.325,692.3531,647.5065,497.281,1219.4073,39,0
0,7,0,1,76,0,28,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.3486,771.9125,4000.6892,3749.8932,1903.315,1380.0115,931.1401,1087.3779,876.6043,715.5657,509.6399,419.0349,800.9705,406.024,1008.8142,1952.2905,757.329,693.6922,648.9949,508.596,1220.0241,62,9
1,6.5,0,0.3,74,0,30,42.25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.671,744.4522,3894.6453,3689.115,1909.5869,1386.2405,931.1594,1066.545,866.9999,756.26,538.2963,422.1973,845.7422,381.4748,974.0943,1972.9759,760.6835,671.2724,643.7809,524.9937,1212.4712,115,720
0,6.3,0,1.2,75,0,21,39.69,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.8838,738.9202,3825.9145,3614.2223,1905.3908,1369.4998,954.4804,1102.3891,876.0361,756.4524,554.1494,433.7082,819.0235,400.237,1007.6525,1939.7976,780.3025,747.4482,641.0274,591.2485,1210.6113,221,1008
1,5.7,0,2.1,70,0,22,32.49,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.759,915.7152,3698.4984,3449.1506,1890.5153,1438.8283,1064.1963,1163.9605,1038.1814,817.3407,619.55,445.3691,801.5978,369.216,1043.8105,1974.3589,831.0755,804.639,682.6251,593.2597,1336.9832,527,2865
1,5.9,0,1,70,0,24,34.81,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274.3031,1040.4,4023.2915,2951.4051,1739.705,1400.3643,1013.603,1282.6819,1012.7546,871.0731,674.7647,458.0387,779.737,412.0679,1076.6694,1773.3385,988.5896,843.2544,701.6256,608.4574,1413.7988,865,4945
2,8.3,0,1.5,66,0,18,68.89,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,298.157,1140.3227,4176.0751,2826.5727,1665.5988,1378.4281,1070.0672,1362.5383,1113.6677,932.5284,714.4458,510.4214,947.7506,331.8281,1072.9425,1667.2797,1076.7877,914.8396,717.034,647.4083,1398.0009,596,3179
2,11.1,0,1.3,55,0,50,123.21,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288.7345,1198.0461,4419.5631,2776.1483,1678.8906,1345.8496,1067.1374,1319.609,1090.5424,974.6849,716.7671,503.9941,918.4762,326.6586,1310.0964,1677.8754,1103.4913,951.0077,740.0205,630.8214,1385.8903,378,1843
5,13.4,0,1.4,44,0,57,179.56,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262.7088,1334.4085,4774.443,2869.8529,1661.2475,1518.8085,1141.7905,1360.5221,1085.0038,1037.6507,747.1814,498.0253,843.5192,340.6709,1465.2699,1713.2126,1183.3734,1016.7994,769.753,643.2722,1265.2107,374,1718
0,15.7,0,1.7,37,0,69,246.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,391.4726,1431.2761,4760.0557,2946.0006,1639.7062,1498.3935,1187.4778,1301.6332,1102.3687,997.0707,704.6953,511.3771,896.3993,469.0302,1588.9762,1795.2541,1229.0057,996.1233,768.3427,635.633,1249.3476,407,1801
