"y","past_rent","station_dist","bus_passenger","temp","m60","X18_19","f30","wet","m20","f25","f65","m35","sub_passenger","m5","m0","f40","m55","f60","m25","dust","f0","m45","m65","station_type","f55","m30","m50","f15","m70","wind","f70","f35","f45","f50","f20","m40","X9_10","m10","semester","X19_20","weekend","most_use","X10_11","f10","cloud","X17_18","X8_9","X7_8","rain","X22_23"
1,0,42,265,26.9,412.7801,0,628.9156,40,746.2353,839.2403,343.5934,869.9528,0,365.1304,534.5771,643.7545,590.9281,480.4654,903.4926,18,496.5172,575.252,266.6,0,492.3645,744.0562,552.4477,363.1424,513.8411,4,959.9205,630.2989,589.5974,522.7913,959.874,688.4592,0,223.737,1,0,1,6322.0657,0,243.2669,9,0,0,0,0,0
0,1,51,492,33.7,495.3206,0,1936.1344,49,3556.8602,3854.6714,590.7169,1683.0166,2453,1029.6211,730.7197,1027.8385,810.2985,753.9506,3714.7322,50,916.9886,1079.7191,432.0214,0,779.84,2115.6967,939.9985,1469.839,748.4579,2.9,1263.9057,1521.0166,995.823,956.3583,5254.8823,1070.9581,0,337.2545,0,0,1,23637.0104,0,425.8466,7,0,0,0,0,0
0,2,86,432,32.6,408.1299,0,695.7085,57,616.6828,815.187,401.6854,734.1113,2805,231.7274,566.7793,538.0632,494.8442,521.1402,779.5999,58,545.4664,608.5737,289.5647,0,556.544,654,536.9358,381.2206,572.315,3.1,889.7797,790.6852,565.0582,468.3157,809.3483,556.8387,0,188.9263,0,0,0,5895.323,0,195.0269,4,1,0,0,0,0
2,0,47,378,14.5,547.8713,0,858.9226,70,595.2416,865.0428,472.4683,939.9865,0,428.3445,933.7515,849.3863,634.5576,680.9401,777.8817,29,726.7436,787.9774,420.9337,0,792.5476,857.7682,652.2576,509.3086,891.31,1.8,1310.1011,1005.9728,805.9697,649.0464,584.6907,859.5586,0,436.8222,1,0,1,6485.5069,1,315.6777,1,0,0,0,0,0
4,4,37,783,8.9,791.1381,0,1145.8359,63,888.5906,1371.6414,767.1234,1347.7345,1218,1209.5711,1394.4003,1463.1559,1162.0927,1108.6042,1133.2909,7,1622.0177,1367.4085,551.6261,1,1319.2565,1184.4993,1367.1281,1242.9965,1162.0287,3,1559.4787,1450.4325,1636.4584,1404.2493,1044.741,1193.9261,0,758.403,1,1,0,9566.7661,0,847.8083,0,0,0,0,0,0
4,2,82,8,23.8,790.4161,0,866.5532,83,963.1544,1006.9647,702.6061,1051.4252,0,1834.8952,1594.6002,1968.5944,1225.7227,906.0054,838.4049,25,1946.7681,1902.8202,628.6307,0,1385.2899,771.2028,1560.275,1851.766,1245.9722,0.5,1439.3855,1499.5429,2292.058,1565.1994,1163.905,1524.4221,0,1348.0319,0,0,0,8161.1531,0,1630.7184,9,0,0,0,0,0
0,2,82,309,15.6,637.3303,0,871.6855,83,612.4164,971.7282,570.1276,883.6195,679,697.5426,750.9454,1087.7826,772.8029,885.0697,705.7734,14,950.3039,914.7886,415.7929,0,972.9401,734.6304,665.8957,891.9122,907.9115,2.3,1480.6387,952.0752,1095.2629,931.1149,814.4138,861.0627,0,415.1371,1,0,0,6546.3424,0,551.6876,0,0,0,0,0,0
0,0,554,238,10.8,555.5512,0,1937.6316,95,3777.4212,3892.7116,579.9535,1436.0927,1019,954.4534,448.7932,835.3797,773.3838,643.3838,3713.3436,9,394.1875,1017.8522,393.8483,0,687.3183,1933.2079,752.6612,1172.4093,898.9924,4.2,1186.553,1339.1396,765.4819,804.0229,6008.5843,895.0796,0,207.1352,1,0,0,24038.1325,0,183.0595,10,0,0,0,3.4,0
3,7,40,139,17.2,433.7349,0,976.8422,84,1286.7106,1479.1806,371.9493,1060.5804,0,505.4223,445.3085,594.249,600.572,500.2062,1566.2186,26,399.2321,608.0509,320.6642,0,512.8425,1136.4635,544.4819,445.9365,553.7226,2.8,902.1368,934.121,567.2348,496.3754,1656.0786,623.3254,0,186.3756,1,0,1,10096.1955,0,195.6021,9,0,0,0,0,1
14,2,33,573,26.7,491.4683,0,921.0482,82,796.833,916.677,571.5708,1038.371,0,694.0983,963.9627,948.8464,700.8135,827.8154,804.9749,39,851.4695,819.8964,406.6008,0,1043.4221,683.9372,721.7964,647.6943,912.9862,1.2,1316.4749,1114.0888,968.6527,897.3604,849.4488,840.0877,0,497.5961,0,0,0,7125.3789,0,452.5891,7,0,0,1,0,0
0,0,248,1008,-7.1,631.35,0,960.0294,68,589.3832,874.6983,593.3453,970.5888,0,570.1932,966.4768,902.2341,729.62,822.5883,885.3372,28,867.0987,868.2768,484.2946,0,905.9779,882.191,753.1068,539.5907,881.7848,1.4,1269.0868,1140.6699,869.4767,733.6282,692.0162,861.8343,0,452.1318,0,0,0,6994.914,0,376.6441,0,0,1,0,0,0
1,0,181,299,27.2,819.8217,0,1089.0606,77,1249.6486,1221.4823,681.6871,1303.6866,1711,1275.7234,1089.0131,1152.6833,1110.2499,998.6652,1255.8014,30,1232.8458,1414.5324,625.6337,0,1196.1039,1112.7124,1200.9587,1132.2344,1055.737,1.4,1669.5396,1218.2945,1553.3852,1250.5886,1153.3297,1229.4902,0,592.3056,0,0,1,9604.0161,0,644.3927,10,0,0,0,0,0
1,0,69,709,27.3,459.9925,0,906.5772,91,1240.074,1244.5058,388.7874,917.3996,0,406.0258,457.3941,696.6164,643.8644,499.9995,1367.4614,19,364.018,828.7596,339.207,0,553.9445,954.9308,694.4027,426.2946,665.9401,4.5,975.4008,810.374,591.7999,600.1779,1599.831,699.3588,1,191.4335,0,0,0,9041.1538,0,178.3494,10,0,0,0,1.3,0
11,6,38,496,25.2,500.1563,0,589.5543,20,537.1613,598.3316,621.8425,655.6703,862,628.2767,665.8952,770.2354,669.1803,796.0342,615.3111,44,890.4774,650.7248,393.6239,1,777.148,580.5401,536.0046,709.6556,886.3571,2.3,1380.069,697.0236,799.2945,750.8949,543.2672,555.3319,0,368.1195,1,0,0,4816.8595,0,516.956,4,1,0,0,0,0
0,2,33,91,-2.2,692.9292,0,965.3965,55,764.5285,943.6254,605.5216,1127.1279,0,659.3919,906.0031,1042.7798,851.4153,790.9969,852.4358,49,945.2998,1012.2802,458.6098,0,1018.7944,815.2619,881.4938,685.0111,927.011,1,1320.4115,1118.454,934.5808,963.2471,869.4875,910.1437,0,467.6769,0,0,0,7456.3175,0,502.4637,0,0,0,0,0,0
1,2,48,70,10.5,804.382,0,894.7945,65,884.2458,980.9992,703.4433,1017.0768,84,1708.5907,1621.2408,2017.8951,1155.7726,914.2994,848.9318,45,1920.914,1903.0452,611.0949,0,1375.4278,768.013,1523.5982,1686.5665,1236.1994,1.3,1605.8783,1477.8989,2192.0135,1573.8136,1080.5029,1454.3518,0,1370.5524,1,0,0,7952.4629,0,1609.0613,0,0,0,0,0,0
4,7,27,37,8.1,654.311,0,1000.4467,75,781.8967,946.1948,620.1599,1174.7578,0,754.3163,922.2603,1010.129,894.9425,829.8733,954.9274,17,909.7475,967.0192,443.9124,1,1096.6514,814.6085,957.2848,718.8092,933.6173,0.9,1347.4694,1050.2484,955.4057,979.7314,881.7665,914.0455,0,476.0693,1,0,1,7604.8468,0,483.5663,0,0,0,0,0,0
2,3,88,470,15.6,404.6868,0,814.5275,44,710.9687,971.8681,437.5604,781.8146,2916,330.3082,467.8231,622.9383,504.0636,547.3454,823.7955,131,739.2331,662.5365,327.73,0,592.0177,773.4839,533.663,546.8764,585.6048,3.1,966.2189,793.8702,615.2783,519.4754,830.438,626.1886,0,155.941,1,0,0,6500.7665,0,264.3064,7,1,0,0,0,0
9,7,90,482,26.3,418.7187,0,979.5323,42,1179.9332,1329.539,408.2157,1026.0197,0,399.7334,444.9866,712.6864,588.6397,425.658,1390.5606,22,517.4435,666.0174,301.9149,0,547.5771,1062.8417,591.3813,405.7169,565.2026,2.5,1012.4815,901.9923,621.6246,527.672,1466.5972,777.3521,0,186.2406,0,0,1,9337.016,0,253.5194,2,0,0,0,0,0
1,0,69,281,5.6,532.4819,0,1008.2879,78,1189.0556,1361.159,392.0031,1042.8429,0,467.4003,424.4605,687.3425,707.5288,513.368,1468.2742,15,436.2537,676.1636,349.8975,0,663.0406,1057.9987,635.1183,373.7869,614.8356,1.7,1098.9343,914.692,609.5548,536.2345,1448.0152,719.7596,0,177.6497,1,1,1,9490.3255,0,213.7408,8,0,0,0,0,0
2,6,85,150,24.6,809.0615,0,1709.3112,79,1073.2037,2026.1176,689.4784,1449.5672,253,714.9473,853.5631,1288.3931,1003.8315,966.275,1683.4226,17.5,774.8873,1323.8272,513.9082,0,1273.056,1546.1252,1068.8772,651.8556,1075.523,3.1,1548.0515,1596.0863,1351.593,1197.7387,1395.8097,1261.5278,0,397.5128,0,0,0,12479.6435,0,412.7273,4,0,0,0,0,0
0,0,554,448,13.4,572.7106,0,1891.6778,75,4632.5306,3897.0497,636.9832,1579.7024,2572,1979.7019,582.2949,811.2913,863.8947,665.3903,4056.2577,26,564.7208,1087.3443,452.4439,0,854.7212,2018.4831,891.2573,2297.8323,848.4726,4.1,1178.058,1344.7648,901.8872,886.7364,6412.9222,1003.3627,0,268.7511,1,0,1,25833.3883,0,262.2547,10,0,0,0,0.1,0
0,0,82,137,9.8,684.0155,0,856.9366,85,622.757,1033.7813,644.6739,927.51,331,636.9564,724.0377,1053.9787,917.8252,900.892,773.9433,51,925.8014,967.131,406.8151,0,1002.9207,771.913,763.0719,845.666,902.5468,1.2,1460.4334,972.2823,1101.1354,960.8914,774.3375,908.836,0,400.2618,1,0,0,6733.461,0,537.4629,0,0,0,0,0,0
0,2,220,468,24.6,461.8436,0,903.3256,45,2513.1842,1274.2198,393.9068,929.9852,0,755.3633,304.9912,728.9564,657.9718,551.8342,1541.3546,32,321.4995,868.1449,360.8872,1,627.3568,907.5887,679.6812,774.3471,573.7783,1.9,937.4284,845.1993,695.656,656.7417,2682.4362,735.3212,0,127.6477,1,0,0,11597.2936,0,157.5177,8,0,0,0,0,0
0,2,51,551,7.4,656.5531,0,1717.5884,58,3354.1315,3216.8088,564.1648,1418.4144,2543,909.2283,587.5227,1030.6862,1002.5657,742.6918,2847.1098,54,244.9193,1179.889,529.3575,0,902.3225,1736.8671,1014.8443,1225.8684,995.4967,1.4,1228.383,1337.0684,1085.4705,932.227,4938.7048,1073.0354,1,271.1637,1,0,0,20566.6932,0,113.7399,9,0,0,0,0,0
0,2,113,664,21.6,663.6912,0,1622.7322,81,4153.1974,3008.385,630.765,1404.0501,3154,1240.7893,687.0444,1118.3664,1080.6721,821.4423,2979.1598,28,459.772,1318.8519,556.4142,0,859.6464,1645.2204,1072.0274,1294.1448,975.1343,2,1325.1397,1428.5621,1072.8938,1015.2917,5859.0595,1131.9974,1,317.0972,1,0,0,22100.3665,0,213.5166,0,0,0,0,0,0
1,1,19,99,-7.4,910.976,0,975.574,49,977.2027,949.3136,655.2679,1090.5418,403,1596.3052,1531.6334,1910.745,1270.4051,931.8933,829.0007,43,1719.8593,1943.5585,683.6591,1,1353.4356,755.3181,1480.3461,1507.3175,1215.9339,4.7,1613.6363,1626.483,2189.6714,1475.2301,1145.6186,1503.6612,1,1294.8012,0,0,1,8349.0525,0,1440.6475,0,0,0,0,0,0
1,0,183,42,-6.7,644.8112,0,752.1089,61,660.1669,781.5857,551.2617,880.0975,0,512.9566,819.6993,878.3468,783.886,782.1674,786.2999,27,723.8228,844.5902,455.6054,0,1022.6588,679.4994,824.6558,646.5144,903.7143,1,1266.4802,886.363,792.7363,918.6395,717.0825,760.635,0,423.1277,0,0,0,6143.2038,0,384.7401,0,0,0,1,0,0
0,0,475,3,2.8,710.0474,0,974.4579,80,585.2798,1001.2873,697.3347,1127.6289,0,488.582,916.1076,971.2975,742.5946,856.056,891.2688,17.5,688.814,918.5534,496.9671,0,1019.7471,920.5732,747.5722,516.5611,999.3637,1.5,1366.7118,1151.2574,989.1994,774.2857,768.3388,895.1675,0,428.5684,1,0,1,7420.0921,0,299.202,6,0,0,0,0,0
3,8,100,0,26.8,632.4339,0,916.6529,83,671.238,926.9818,599.8155,952.9009,0,513.8111,829.3226,999.4061,719.9845,882.8501,788.7571,29,815.0101,997.7977,492.5033,0,1017.21,833.1456,768.341,514.9881,977.7312,0.4,1428.0705,1159.4089,944.6726,771.2547,702.1023,860.8566,0,387.9691,0,0,1,6951.1875,0,354.0184,4,0,0,0,0,0
2,4,90,375,11.1,450.1615,0,966.8661,39,1496.7116,1343.3895,373.1608,922.976,0,539.3935,244.0067,674.3476,635.5293,483.47,1390.8167,61,234.0404,725.2987,357.2718,0,621.7127,1001.2881,694.2121,587.2309,533.8135,1.7,926.1079,906.5572,716.27,618.1817,1928.438,734.2452,0,102.1246,1,0,0,9957.0432,1,114.667,7,0,0,0,0,0
4,5,67,213,23.7,740.7873,0,1143.3361,79,1260.1549,1487.6373,684.3359,1140.5922,342,642.4378,788.4132,986.9469,1090.6954,882.9146,1408.2583,28,626.1028,973.695,582.1535,0,1099.4934,1028.5975,1115.5004,654.7027,926.7429,2.4,1699.0907,1155.2691,978.2038,913.0295,1785.1483,940.0765,0,330.8239,1,0,1,10408.9937,0,306.1775,9,0,0,0,0,0
5,5,85,9,9.3,739.0085,0,1702.1253,84,1022.2015,1892.1886,682.3021,1407.3381,0,652.1178,779.0265,1188.7072,948.0672,925.8304,1528.9772,34,691.8669,1160.1263,441.3778,0,1181.4514,1630.8775,899.7636,669.3869,1020.706,1.2,1440.069,1603.1305,1304.417,1101.918,1333.4272,1128.7343,0,362.8002,1,0,0,12120.2659,0,368.5078,4,0,0,0,0,0
0,0,100,35,23.1,835.2144,0,1519.9368,59,1215.398,1860.1667,696.5282,1411.3615,181,791.3538,839.2482,1238.2745,987.0231,962.9887,1707.335,34,877.4577,1306.466,501.4003,0,1338.0829,1519.7489,1021.7702,742.1452,1209.8533,2.3,1705.3163,1481.6505,1340.5501,1247.0616,1403.4588,1211.9843,0,390.8461,1,0,1,12119.0562,0,467.3593,10,0,0,0,0,0
0,1,611,66,-2,536.3029,0,2049.9955,67,3974.0524,4161.6316,499.7321,1385.1038,18,846.3399,386.2619,778.8395,794.4045,611.1399,3901.6206,39,366.246,1018.4505,399.264,0,601.5964,2054.0062,789.215,1063.7427,808.9232,1.9,1125.5403,1359.9404,767.7003,780.4011,6407.705,911.6135,0,178.2742,1,0,0,25294.0555,0,170.0834,1,0,0,0,0,0
0,1,232,493,28.7,606.8577,1,1962.4844,81,4359.6656,3922.9246,486.3319,1650.6628,2204,1463.9072,590.1215,952.17,883.9296,689.8775,4099.5693,25,844.7314,1203.7388,429.6106,0,760.855,2175.8146,914.4614,1999.3395,842.137,1.9,1298.5412,1292.8992,972.3211,857.8696,6187.7359,1105.0078,0,272.3634,0,0,1,25651.7564,0,392.2908,10,0,0,0,3,0
2,3,7,220,30.3,519.7233,0,959.758,59,854.777,926.0752,574.5009,1072.6223,0,579.9223,964.4869,940.0265,717.1659,720.1824,912.9527,35,811.8069,880.439,440.4223,0,1001.8176,710.324,871.7784,724.8319,836.6907,1.5,1213.5961,1112.4641,1001.9927,961.2309,898.657,898.8705,0,497.8666,0,0,1,7447.6303,1,431.5065,3,0,0,0,0,0
0,0,41,232,15.8,764.1794,0,1069.2072,66,907.5747,1023.0579,743.2188,1036.1872,581,1572.1752,2060.1715,1636.9072,965.7666,1046.8855,1006.5828,39,2436.8299,1325.6027,570.0192,0,1341.089,968.8482,1111.3686,1640.5024,1173.6254,2,1733.7967,1535.719,1717.5511,1397.7747,1155.7927,1136.4014,0,1741.6131,1,0,0,8702.9697,0,2041.2206,0,0,0,0,0,0
4,0,44,130,11,779.3645,0,1129.3074,78,737.7714,1114.0812,745.1142,1192.1414,1180,888.7665,1037.9199,1130.9314,1187.7272,1048.2081,931.8479,30,1202.9206,1321.4289,544.5067,0,1124.8636,1037.2963,1282.1787,1042.4618,1033.6227,0.2,1520.634,1308.1841,1572.9395,1200.7179,911.7599,1142.2624,0,564.5163,1,0,0,8362.3896,0,628.7512,9,0,0,0,0,0
0,0,92,187,19.8,486.9703,0,1016.3864,92,537.9045,1138.7756,565.8935,912.0253,0,350.7806,680.7061,800.3287,731.6556,702.3965,859.4279,21,620.5241,823.9815,390.8736,1,876.9989,845.5953,737.1498,408.3685,714.472,2.4,1308.1296,984.5023,742.6,854.4407,776.4006,749.8095,0,317.4325,1,0,0,7071.0179,0,306.7759,10,0,0,0,0.1,1
1,1,127,347,27.7,936.8502,0,1200.8113,71,1211.0417,1327.499,760.3998,1480.8222,2003,1247.1644,1283.2729,1296.1629,1231.0534,1105.1188,1343.2155,36,1696.8942,1466.5796,591.8029,0,1234.7351,1181.2603,1355.1311,1093.9734,1126.2516,3.4,1672.0255,1319.6689,1667.2251,1294.9679,1199.2878,1394.7764,0,697.9618,0,0,1,10263.6067,0,886.9449,8,0,0,0,0,0
2,7,67,3,12.2,706.878,0,955.7261,49,1004.399,1184.0197,634.7586,1056.1199,0,405.2901,526.1136,840.0227,1032.8161,838.9515,1026.8168,6,489.4753,967.3132,536.6658,0,1000.2605,859.5627,1001.5609,396.7475,796.7808,4.8,1316.1714,980.0761,722.4966,868.6745,1292.8069,899.5928,0,220.761,1,0,0,8359.5272,0,239.3642,10,0,0,0,0,0
5,3,43,437,23,827.8563,0,1171.0231,83,980.2581,1234.3472,716.4106,1147.9431,5045,503.0884,639.8869,1148.1575,925.2242,1072.3108,992.3992,14,862.353,1281.8245,586.6095,0,1221.8299,938.3472,1165.7987,635.5668,1057.9335,1.9,1612.7994,1233.5239,1592.2498,1268.493,1072.3054,1088.8055,0,348.029,0,0,0,8770.1472,0,450.7406,10,0,1,0,0,0
0,0,80,54,18.8,405.0743,0,959.8603,65,1361.4136,1480.9892,372.5484,928.9364,0,491.1835,423.9668,570.2569,520.9778,506.0016,1439.2075,12,325.9417,599.8939,321.7447,0,553.0621,1061.0655,562.261,518.414,549.3329,3.6,797.8827,878.9726,588.7357,470.0011,1990.3342,669.1265,0,177.4433,1,0,0,10100.7793,0,159.6935,2,0,0,0,0,0
2,2,43,401,25.2,782.018,0,1051.1292,64,925.113,1168.3149,670.5175,1192.6666,1210,1240.4117,1086.8792,1204.1334,1102.1813,1041.599,1099.3193,8,1489.7618,1250.9557,545.0572,0,1205.0589,984.6328,1270.9885,1263.4596,1053.7962,3.8,1515.8945,1293.3168,1501.143,1260.6661,1085.8626,1100.236,0,591.1447,1,0,1,8800.3552,0,778.6792,4,0,0,0,0,0
1,0,19,10,-7.3,814.4088,0,862.1162,70,908.728,1041.4917,740.6311,967.7042,0,1721.1576,1730.9794,2001.1081,1176.8576,938.5508,816.0138,32,1901.2897,1889.5302,680.8622,1,1433.1297,726.7108,1555.2783,1694.5538,1271.3283,3.2,1602.3259,1466.6693,2278.1209,1583.8736,1061.8139,1366.0579,0,1463.3235,1,0,0,7851.2479,0,1592.6229,2,0,0,0,0,0
2,0,554,376,6.4,688.313,0,1716.5119,52,3726.6118,3203.8578,612.7811,1498.4831,1516,1422.5555,560.2018,1152.017,995.2541,747.6476,2940.4279,37,383.3976,1355.2653,510.888,0,911.8568,1769.5153,1136.5076,1475.0701,1032.0841,1.5,1437.0704,1414.0468,1142.0705,967.434,5239.091,1121.6554,0,258.5539,1,0,0,21508.5456,1,178.0486,0,0,0,0,0,0
1,0,88,301,-0.4,441.9498,0,965.6401,62,589.4625,1091.7131,367.8738,706.9972,1371,263.9715,555.7528,632.0397,545.8927,482.1249,903.5585,21,378.5499,633.4108,252.1827,0,622.251,839.418,518.8313,393.0996,622.5479,2.2,841.3994,844.3579,622.0371,534.6912,896.1603,611.9442,0,185.2509,0,0,0,6837.3076,0,135.3473,0,0,0,0,0,0
0,0,410,48,20.2,872.9464,0,912.1543,72,957.9866,993.8138,750.9792,1105.588,106,1866.6211,1654.332,1920.529,1424.208,939.4786,836.567,16,1907.4991,2130.5072,728.4832,0,1413.0909,824.2895,1758.5061,1863.2078,1293.5011,2.8,1733.1862,1505.26,2359.2535,1683.6651,1170.4701,1517.6173,0,1398.5274,1,0,1,8306.1293,0,1597.8249,10,0,0,0,0,0
5,14,92,238,16.6,661.6167,1,908.4113,72,677.2222,898.9899,599.4511,1060.9575,0,528.8238,813.768,881.3068,729.946,778.8263,879.5346,70,736.1062,983.831,429.5303,0,896.8584,893.6899,787.7875,494.5959,870.0058,2.6,1293.6102,1038.9541,844.8841,718.4837,720.4872,878.4292,0,380.6921,1,0,1,7078.2467,0,319.7446,10,0,0,0,0,0
0,4,43,234,13.4,471.2813,0,755.3476,74,774.4195,792.2292,527.0508,849.9144,0,812.8705,1179.7347,844.9817,537.8355,771.4928,705.869,73.5,1045.8985,710.6598,378.2519,0,902.6405,665.3704,658.4541,698.4108,757.5036,5.3,1233.2232,847.4904,919.2107,847.6724,780.6907,684.325,0,608.9765,1,0,0,6171.3312,1,555.9359,10,0,0,0,0,0
3,5,73,205,32.5,452.7233,1,725.8819,61,450.4909,689.9411,412.0661,719.276,0,247.1021,551.2577,493.4439,564.6847,508.552,597.8685,31,501.7093,581.6524,324.7624,0,622.5712,668.9268,566.0292,240.2864,598.8522,3.1,861.7706,686.5692,565.4223,569.73,529.7092,616.7539,0,193.9202,0,0,1,5068.6636,0,197.5057,8,0,0,0,0,0
3,1,69,6,8.6,663.128,0,1225.5256,73,1043.0794,1579.5315,593.5037,1181.9525,0,808.6009,536.4948,975.5104,913.5793,875.5023,1407.1104,24,533.5061,1092.0938,469.1373,1,1040.8693,1237.6443,872.2124,731.358,836.3067,1,1341.5081,1144.3009,978.6803,864.7958,1465.2986,881.7362,0,327.1884,1,0,1,10284.4432,0,308.597,1,0,0,0,0,0
0,0,91,336,29.7,476.6217,0,553.8913,45,598.2789,602.2521,498.2603,617.0106,640,322.0182,568.9949,814.9677,601.2211,736.9269,621.6952,99,1212.4278,706.3476,369.1545,0,719.2442,539.4379,571.2174,893.2838,751.2913,3.4,1288.6121,637.6949,840.3906,707.2423,623.4024,635.5871,0,314.5514,1,0,0,4793.6633,0,703.8603,0,0,0,0,0,0
0,3,100,313,-4.5,642.4801,0,778.0545,52,585.049,692.7873,539.7298,747.0374,0,653.5093,965.3501,775.7544,673.0838,798.8558,764.7721,29,880.1121,758.572,477.7319,0,796.5493,740.011,699.7568,625.1017,832.3638,3.8,1089.2392,921.7089,832.2591,725.9291,611.7528,792.3333,0,451.6049,0,0,0,5841.173,1,382.2967,1,0,0,0,0,0
0,0,89,306,2.1,857.9931,0,863.0822,62,966.7897,1158.3977,691.8991,1071.3174,690,1298.7937,1178.9129,1432.6633,1150.3351,869.8435,839.8156,56,1281.017,1623.9068,630.8432,0,1303.8819,718.9303,1346.4533,1483.1228,1215.5717,1.9,1551.0787,1290.1356,1827.8238,1302.8693,1353.4612,1150.611,0,996.6217,0,0,1,8261.9297,0,1073.0495,2,0,0,0,0,0
1,2,118,383,14.7,817.5252,0,1232.9954,47,943.0236,1164.5862,787.0514,1318.3613,1231,1003.2537,1046.0317,1244.0667,985.2576,1069.9393,1046.3916,73,1545.6648,1333.6536,604.686,0,1236.6847,1085.1793,1190.0808,998.1316,1054.1502,1.9,1604.8933,1330.3748,1545.6308,1231.9042,1051.1209,1447.7792,0,568.9281,1,0,0,9172.0331,0,807.8987,10,0,0,0,0,0
0,0,71,48,-1.1,681.3542,0,1021.1166,88,743.503,990.9214,629.0884,1184.639,0,669.9064,985.4431,1076.6642,867.5536,824.845,924.651,72,978.3947,1064.674,477.2416,0,1111.4123,794.4845,915.7872,789.9173,1010.0468,1.8,1397.3148,1169.896,950.5452,1011.0061,955.824,1002.8921,0,508.684,0,0,0,7785.0355,0,520.055,0,0,0,0,0,0
2,0,71,292,27.5,511.2311,0,865.977,79,906.8091,936.6909,549.9926,1080.4242,0,622.3474,810.6028,917.7862,733.7501,801.8594,888.0934,16,806.4694,890.5622,457.8653,0,1042.4102,718.0819,780.434,648.3493,744.1401,2.1,1405.5167,1073.7652,1014.1928,901.5873,948.715,888.6917,0,418.4318,0,0,1,7418.5567,1,428.6697,6,0,0,0,0,0
0,0,41,50,2.9,932.8855,0,1107.8475,75,741.6068,1074.8899,857.7395,1109.7895,0,592.9805,662.518,929.6812,1192.6048,1258.138,1082.1204,17.5,819.9115,979.1652,664.2063,0,1291.3432,955.2553,911.6382,542.2034,1256.2472,2,2081.1253,1095.3982,1047.7046,1148.6802,798.7189,852.6979,0,323.4826,1,0,1,7965.6265,0,380.2118,6,0,0,0,0,0
0,1,60,444,6.2,387.5808,0,844.0307,34,738.7292,913.1047,381.178,751.546,2622,425.587,704.976,597.2284,559.1899,451.2694,814.1387,45,807.2952,628.8086,278.8778,0,589.3448,711.4029,502.1467,565.5061,568.3914,3,954.3446,862.3809,536.8813,535.3283,815.7852,650.4245,0,234.9919,1,0,1,6451.1183,0,288.6411,3,1,0,0,0,0
0,0,41,2,-4.1,816.2475,0,825.5475,53,925.4333,1003.9892,711.6078,910.8626,0,1779.0851,1649.4815,1955.3229,1202.0317,911.0607,799.6381,11,1781.0559,1904.1181,651.2588,0,1386.4125,716.6879,1596.2112,1691.6261,1236.3404,6.5,1629.1853,1448.1854,2209.6156,1615.7891,1091.917,1397.6517,0,1394.4273,1,0,0,7722.261,0,1491.9095,0,0,0,0,0,0
5,10,69,81,27.5,702.6788,0,1249.0426,75,1112.3647,1707.9862,585.9767,1103.0127,0,634.5826,533.5355,1011.4649,884.9698,848.7841,1317.2403,9,510.0876,1068.6119,427.799,1,1078.4358,1279.5826,835.2956,565.0757,813.0726,1.4,1441.5276,1149.5204,966.0635,894.1163,1349.417,950.8283,0,325.3845,0,0,0,10268.1665,0,295.0515,8,0,0,0,0,0
0,0,52,9,11.5,778.3152,0,857.8045,82,887.4935,974.0984,678.4418,1018.5078,0,1777.3932,1567.0428,1936.5979,1229.9957,832.8992,851.4412,43,1885.0509,1918.2972,655.6304,0,1329.2657,736.3645,1594.5603,1713.6486,1238.2213,1.1,1458.8131,1519.5292,2243.8219,1579.4858,1099.3619,1410.6463,0,1324.7357,1,0,1,7944.601,0,1579.0203,8,0,0,0,0,0
0,0,128,315,27.7,645.0263,0,906.3902,86,681.7013,972.3314,595.2079,916.9736,660,652.6021,664.1059,1028.1868,884.7685,932.5936,723.9259,25,892.9681,859.2248,442.6988,0,975.2865,739.7603,700.0243,771.4314,904.4407,3.9,1398.2273,965.9409,1085.2576,888.6979,774.2467,867.9048,0,367.1306,0,0,0,6681.2703,0,518.4019,10,0,0,0,0.1,0
9,5,57,161,20.8,754.055,0,1236.9614,56,1096.274,1606.2072,696.3785,1217.3189,0,810.9039,507.3227,1027.6664,921.7009,939.4975,1365.2047,23.5,474.4368,1145.1311,543.3562,0,1151.6684,1236.08,913.8572,765.4078,941.8246,2.9,1552.2017,1175.0297,1020.3499,892.6682,1556.8421,1008.323,0,309.3977,1,0,0,10489.918,0,274.4297,7,0,0,0,0,1
0,0,85,62,2.1,764.8185,0,1744.6537,47,1114.9855,1993.2827,656.6968,1419.0488,432,682.9581,784.5824,1290.1032,1045.045,948.1376,1664.6134,37,754.0004,1267.7261,450.6145,0,1296.8701,1494.2697,941.8542,666.446,1050.3013,0,1488.3147,1525.4537,1296.6846,1133.2684,1415.7821,1253.9615,0,365.3877,1,0,0,12372.0896,0,401.602,8,0,0,0,0,0
3,0,113,665,25.1,618.4578,0,2048.2459,77,5343.1492,4280.5758,617.545,1628.5557,3480,1632.2801,564.7892,948.6728,862.8316,745.535,4042.4786,20,449.5245,1080.5255,419.5567,0,832.1149,2087.9429,937.9693,1728.354,882.4954,1.5,1328.0846,1455.351,921.9672,871.6093,7448.1455,1213.029,0,260.6717,0,0,0,28334.4446,0,208.7578,6,0,0,0,0,1
