"y","past_rent","station_dist","sub_passenger","bus_passenger","temp","station_type","m50","m30","f45","m20","f70","m45","f0","wet","f15","f50","f40","m40","m0","X8_9","m55","m5","f20","semester","m60","f30","wind","m35","f65","f60","f55","m65","f25","m70","m25","f35","dust","X17_18","cloud","most_use","X9_10","sunny","X10_11","rain","temp.sqr","X19_20","X13_14","X18_19"
7,17,116,3417,623,14.2,1,1056.3648,2200.2568,981.7656,5470.8513,1223.5459,1340.4457,421.5708,42,2362.5404,971.4198,913.5374,1178.4779,585.8785,0,934.3221,1913.3512,7548.2581,1,673.9006,2165.4178,2.1,1760.0927,672.1019,760.6216,864.912,542.0859,4426.7167,944.5871,4283.7539,1612.3001,22,0,0,29467.6474,0,1,0,0,201.64,0,0,0
2,2,554,2762,578,11.2,0,1020.6134,1896.2319,1195.6098,3818.7982,1255.2315,1321.4141,502.5713,40,2098.7558,1033.4328,1154.065,1183.1968,587.9064,0,1088.5295,1463.2641,5359.7895,0,765.3024,1787.7368,1.5,1569.4029,567.4641,817.808,954.5309,473.3663,3371.4034,924.7613,3147.0256,1422.4455,50,0,6,22372.8338,0,1,0,0,125.44,0,0,0
10,14,37,4279,1010,16.2,0,1047.5455,1980.8619,1252.1371,4687.7229,1327.1232,1333.2402,460.5903,53,1961.2173,1092.4687,1050.2011,1292.814,444.938,0,1088.8285,1408.5853,6694.0951,1,769.9354,2164.3791,1.6,1772.7515,602.4714,858.3881,958.2875,513.7836,3943.1317,926.1486,3658.6166,1549.5637,41,0,0,26451.1225,0,1,0,0,262.44,0,0,1
7,6,51,3318,789,17.4,0,1050.6269,2391.6168,1172.4814,5437.8282,1307.1415,1381.316,457.8414,54,2108.082,964.1627,1024.9131,1303.6204,493.9376,0,1018.3349,1545.5173,7672.2101,1,736.1762,2462.4378,0.6,1922.5143,585.4633,767.0556,900.9327,440.334,4624.9736,818.0111,4343.7163,1744.889,57,0,0,30600.1861,0,0,0,0,302.76,1,0,0
1,0,232,1203,218,28.1,0,782.966,1752.7137,874.7405,3054.6657,1195.6798,1028.6257,430.0435,83,885.0315,828.4243,800.2048,903.5584,497.5889,0,830.2753,605.0967,4755.258,0,572.1771,1690.3486,4.6,1283.7019,520.4925,655.6327,712.6685,396.8132,3257.4954,761.4478,3243.8269,1253.3215,17,0,10,20291.3317,1,1,0,0,789.61,0,0,0
3,4,116,1639,354,14.1,1,1020.9226,1760.36,1132.9859,3589.455,1272.2352,1219.8411,385.5841,29,1513.8752,1011.5922,1027.0145,1099.1393,744.0687,0,1019.9876,1291.9858,5256.0071,1,688.1109,1812.7127,2.8,1458.2615,608.6098,733.058,911.6389,543.2175,3152.2943,923.9979,2899.9943,1477.217,92,0,10,21406.3019,0,1,0,0,198.81,0,0,0
6,3,37,2143,583,28.7,0,1259.8701,1725.6752,1274.4594,4845.7372,1612.3742,1309.3502,337.5933,56,1809.0614,1143.5873,1219.4857,1302.0916,422.6295,0,1089.684,1802.0655,6323.9144,1,753.457,1781.2853,1.4,1555.9231,621.4333,888.525,1022.2513,601.6924,3368.3727,1004.9524,3091.9792,1399.1977,46,0,9,24092.0848,0,1,0,0,823.69,0,0,0
3,0,83,0,85,-7.5,0,848.5187,1956.3273,833.2948,4000.754,1236.5631,1097.541,378.3241,41,1103.4784,784.8438,767.3765,930.1927,427.9469,0,816.9013,795.1688,6510.8017,1,575.0005,2015.783,1.4,1326.9507,510.2395,628.2802,655.2143,389.4141,4277.4652,823.287,3748.807,1349.7031,56,0,10,25186.592,0,0,0,0,56.25,0,0,0
0,0,546,9,30,-5.9,0,733.8468,1873.0247,694.1664,2904.3263,1185.1341,1018.5976,328.9112,66,640.2298,721.706,805.1113,916.103,409.4137,0,672.4899,485.6344,5171.3159,0,539.8073,1906.1641,5.6,1252.4584,506.4129,597.0756,690.2866,399.9857,3727.7916,776.4063,3621.0092,1237.5518,53,0,0,21693.642,0,0,0,0,34.81,0,0,0
2,8,83,2058,364,24.1,0,869.6846,2034.9447,935.1504,3797.5098,1195.7932,1020.3514,722.6212,51,1366.3391,934.687,953.0563,1066.0352,647.6646,0,829.6332,1220.4436,5564.1069,1,573.1387,1890.0544,3.6,1587.3132,577.5514,673.7055,840.5168,394.5227,3788.1458,771.8069,3660.2397,1394.0603,66,0,1,23716.3748,0,1,0,0,580.81,0,0,0
4,3,37,2995,559,14.6,0,863.7096,1921.602,915.6669,3547.2249,1216.0821,1041.0537,412.0741,70,1018.6552,844.9553,897.2019,999.3531,474.9666,0,851.6711,814.8093,5534.5252,1,555.8497,1751.8803,3.4,1349.6306,556.4148,701.4676,788.0635,417.6697,3483.6492,815.9093,3333.3991,1198.2689,30.5,0,3,22120.1802,1,1,0,0,213.16,0,0,0
0,0,51,1884,364,-0.6,0,840.2511,1789.8655,944.5853,2648.5316,1279.1146,1116.915,665.2012,34,1062.78,859.0852,974.4266,1172.8422,687.3883,0,910.1274,768.8443,3991.2499,0,592.5911,1748.8859,2.5,1416.4746,527.7499,638.4866,859.5852,465.4831,3237.0285,917.0138,2968.4179,1331.902,26,0,0,19132.3559,0,0,0,0,0.36,0,1,0
0,2,232,4,552,11.9,0,810.0719,2188.195,805.701,5037.419,1227.9234,1069.2973,373.9612,76,1300.9497,727.7499,801.1763,1028.7429,388.0826,0,762.6857,1002.8456,6897.451,1,543.2379,1958.0351,2,1454.14,511.4052,642.0915,696.9379,367.9005,4330.4278,826.269,4461.9093,1294.0431,38,0,0,27621.6203,0,1,0,0,141.61,0,0,0
2,1,17,1972,476,25.1,1,1143.8405,1613.7833,1114.5097,3348.9019,1450.481,1252.2607,618.7383,97,1180.4183,1085.0731,1108.6552,1202.6675,724.8842,0,990.0605,733.0156,4736.7783,0,711.6314,1680.7045,2.6,1502.6983,621.8129,789.1411,1046.0535,532.8325,2928.1764,920.3592,2748.7119,1466.1301,26,0,10,20025.8847,0,0,0,10.2,630.01,0,1,0
0,0,116,2698,531,18,1,984.8938,1841.1879,962.8106,3526.2196,1306.3857,1131.1496,395.6034,98,1120.0094,883.437,913.2621,1097.5618,490.0419,0,926.6566,922.5494,5883.8051,1,648.2359,1869.204,3.1,1393.146,563.942,693.6057,730.4001,419.8808,3797.1719,808.2297,3398.6587,1371.4545,4,0,10,23080.8477,0,0,0,1.2,324,0,0,0
0,1,17,571,123,15.9,1,756.721,1935.5893,845.694,3954.3293,1145.1109,998.8933,321.7408,82,1045.1528,728.3996,729.3617,813.057,384.8779,0,723.7437,882.6892,6004.9114,1,514.318,1865.0199,1.2,1364.8519,505.0779,619.5965,678.0056,379.8465,3845.8554,794.0537,3914.8681,1343.4862,25,0,8,24228.9115,0,1,0,0,252.81,0,0,0
5,4,128,3755,770,13.1,0,1048.4987,1748.8376,1050.3471,4434.7319,1270.2785,1210.5662,462.1531,35,1715.9187,956.2488,1006.9626,1183.9597,498.0149,0,1021.2359,1309.7365,6178.866,1,629.129,1814.0824,2.9,1546.0037,551.6984,746.2817,1036.8028,489.4523,3291.2201,879.6771,2955.2967,1482.6972,26,1,0,23451.7356,0,1,0,0,171.61,0,0,0
1,6,17,0,56,20.2,1,826.7105,2162.0984,805.7386,4861.9641,1143.6971,1034.1145,408.051,70,1393.0746,753.0024,834.1437,1005.8638,503.3061,0,782.9919,1143.1646,6619.7664,1,528.1797,1908.1848,2.4,1456.6383,548.6522,684.7154,691.7349,404.8763,4267.5914,827.3964,4590.3172,1348.3095,28,0,0,27214.8701,0,1,0,0,408.04,0,0,0
3,1,611,1744,387,-7.3,0,1013.699,1592.2469,1230.0718,3368.6098,1285.3632,1360.2589,382.0702,63,1111.9547,1021.0898,1174.1969,1171.9152,644.0664,0,965.0947,886.7932,5074.3456,0,723.3442,1688.6282,4.5,1554.9109,556.9502,753.023,930.9693,547.6952,2933.2946,853.5499,2901.7691,1375.9188,34,0,7,20489.7239,0,0,0,0,53.29,0,0,0
6,7,611,3052,676,14.3,0,1032.1488,2116.5733,1095.8321,5021.5187,1310.6314,1322.1347,440.1204,68,1737.5158,990.6175,931.2134,1212.3273,410.2421,0,1008.8829,1264.3192,7247.0983,1,652.4207,2245.8943,1.8,1799.896,564.5745,800.4638,913.5526,503.0853,4350.7083,906.0331,4238.2013,1444.4673,47,0,8,28464.3575,0,1,0,0,204.49,0,0,0
4,3,116,3071,902,-0.3,1,1074.475,2296.0231,1090.7733,4806.7971,1428.6494,1352.4499,454.7529,62,1818.812,1017.5675,1054.0617,1259.4181,498.8468,0,1048.6726,1314.2267,6984.0129,0,634.3721,2327.5933,0.6,1713.9176,574.0193,778.421,959.8101,484.5791,4351.2322,875.4681,4119.512,1599.9748,37,0,7,28199.063,0,0,0,0,0.09,1,0,0
2,2,83,4280,861,5,0,899.9125,2010.5807,933.7544,3365.355,1311.9122,1162.4247,435.6601,51,1123.8369,948.2233,922.5145,1177.3795,516.0548,0,857.079,763.8199,5172.8158,0,622.7699,2019.0094,3,1470.3991,581.8447,695.0799,784.2324,456.8505,3952.8136,828.9046,3546.4262,1321.6366,16,0,9,22859.0364,0,1,0,0,25,0,0,0
1,2,546,3817,677,17.6,0,1092.9469,2619.4886,1102.9521,5656.7763,1150.7145,1286.3007,922.9759,37,2954.1876,866.1823,1159.0351,1285.4155,772.8907,0,990.6993,2237.4201,7628.799,1,679.1624,2346.2402,4.7,1787.6202,625.5744,790.5186,912.3627,528.2865,4900.9858,901.8109,4853.4787,1612.2012,38,0,3,31405.59,0,1,0,0,309.76,0,0,1
9,1,611,1414,245,26.4,0,850.6801,1868.2557,954.2584,3715.1887,1334.3122,1087.537,769.8739,45,1148.3171,910.1124,972.801,1072.4236,589.4881,0,789.5754,961.9737,5142.6416,1,545.414,1855.7405,1.9,1547.5052,567.0745,773.5796,744.5379,378.471,3313.2368,826.6409,3439.3554,1443.146,22,0,9,22325.0699,0,1,0,0,696.96,0,0,0
1,5,51,2741,542,17.1,0,965.5565,2182.1694,1007.5262,3863.9582,1207.4785,1156.8404,835.7442,32,1759.4355,775.3615,1034.2684,1072.1916,756.2322,0,906.437,1418.6571,6009.4031,1,586.3673,2027.3316,3,1586.7313,505.2939,707.9676,796.3887,411.3228,3989.4784,760.9002,3841.1472,1487.5546,23,1,0,24987.7738,0,1,0,0,292.41,0,0,0
1,0,116,737,184,10.9,1,809.9167,1897.3079,753.8909,3791.9347,1158.4148,976.8482,381.4069,70,1226.9989,713.1993,863.7409,904.486,492.3727,0,746.1984,837.1306,5788.8193,1,505.7077,1911.3862,1.3,1324.1359,530.984,613.2028,691.4874,430.5792,3760.5866,878.2493,3729.7195,1298.7024,18.5,0,9,23502.5925,0,1,0,0,118.81,0,0,0
4,2,83,2821,544,12.8,0,987.3256,1889.6335,943.6045,3664.8578,1320.8597,1209.2927,425.8221,84,1149.1104,924.891,944.2913,1085.0295,394.7778,0,881.5122,883.8241,6027.0823,1,605.1136,1920.9309,1.8,1372.3683,571.0933,688.0999,769.3916,421.3329,3806.0228,823.1928,3535.9889,1376.0888,8.5,0,4,23592.9733,0,1,0,0,163.84,0,0,0
3,0,17,2867,531,10.9,1,973.5903,1873.5688,1007.9743,3678.2922,1370.3236,1273.2639,423.5464,94,1096.8454,870.2025,860.2209,1082.4333,506.7324,0,906.7559,894.8404,6174.8949,1,624.9678,1921.684,0,1413.8965,565.0513,687.4056,809.4365,397.7039,3961.0288,807.1214,3500.9006,1406.1916,25,0,9,23930.4574,0,0,0,0,118.81,0,0,0
0,0,113,1256,270,24.8,0,744.7823,1920.2465,916.943,3015.3444,1273.9174,1033.8164,405.8644,83,854.9444,830.3777,936.4569,978.178,509.8691,0,798.0769,675.3884,4649.9853,0,529.191,1836.0522,2,1470.9196,569.5387,645.7245,754.8701,365.4758,3340.8963,719.0288,3267.9769,1375.5084,24,0,9,20876.9296,0,1,1,0,615.04,0,0,0
2,1,37,0,30,10.2,0,795.6723,1920.9688,760.1533,4270.0172,1184.0965,1020.654,362.3294,85,1073.8423,770.2875,740.2666,874.3753,401.4628,0,772.1431,830.6275,6205.7549,1,509.461,1861.4514,2.8,1398.0503,504.4507,637.0438,614.8508,388.9147,3959.2326,790.5632,3894.037,1230.857,8,0,4,24740.3692,0,1,0,0,104.04,0,0,0
3,1,17,1339,234,25.9,1,873.0848,1922.9827,864.0357,3731.0289,1364.9833,1097.8039,536.8923,50,1143.8048,776.709,973.2407,1012.1759,538.009,0,793.3217,919.7703,5641.276,1,527.807,1868.9007,2.8,1536.2876,530.0579,698.4413,830.7289,423.0072,3605.1126,813.6167,3420.524,1382.2196,20,0,5,23108.3321,0,1,1,0,670.81,0,0,0
3,4,17,1422,288,29.4,1,816.5239,1747.3358,879.7067,3243.5499,1279.5102,939.3524,418.7549,72,926.023,779.4742,789.1352,983.4822,423.5784,0,857.4296,591.4103,4625.283,0,547.5488,1749.4482,1,1424.6863,495.1951,632.5867,776.9357,392.9142,3367.2983,708.091,3203.6933,1259.2047,38,0,0,20620.4995,0,0,1,0,864.36,0,0,0
0,0,546,0,79,6.1,0,810.4807,1976.0804,798.8443,4002.9172,1192.9443,1111.8476,396.4562,62,1086.3276,750.9174,736.9967,968.532,424.4534,0,798.1353,828.0205,6447.3628,1,572.721,1984.9581,0.9,1340.8593,513.9389,615.1576,629.6733,375.5558,4224.107,864.8723,3759.2765,1331.9441,27,0,6,25067.5054,0,0,0,0,37.21,0,0,0
4,1,83,1877,418,24.6,0,1279.7289,1738.5401,1361.2847,4801.6745,1488.5046,1425.8589,428.1051,43,1897.484,1170.2375,1181.4171,1347.4934,783.9701,0,1129.4069,1635.3037,6509.4718,1,781.2441,1832.9698,2.6,1570.3126,666.3393,865.2494,1009.0908,521.7474,3379.7607,1048.6609,3146.9848,1509.5887,13,0,7,24489.303,0,1,0,0,605.16,0,0,0
0,0,51,2797,516,17,0,942.3821,1876.4173,837.6431,3592.2369,1192.3822,1185.3353,424.3041,87,1251.6898,906.3624,899.9094,1070.9184,513.3499,0,897.1425,1060.4413,5802.6629,1,706.1079,1995.6551,2.7,1490.9232,606.6469,652.6194,823.3503,451.3055,3811.6677,829.3726,3398.8516,1379.7228,25,0,5,23348.1375,0,1,0,0,289,0,0,0
0,0,554,3607,652,-5.2,0,996.7401,2118.8319,965.6718,3915.7498,1374.1038,1228.9562,487.2503,53,1706.4601,883.1598,943.8331,1188.4139,405.429,0,866.4062,1620.5943,6002.7068,0,678.0548,2029.2633,3.8,1634.6555,648.8502,745.8455,906.6043,484.1834,3953.0094,870.0138,3911.7267,1425.4658,30,0,0,24991.4092,0,0,0,0,27.04,0,0,0
0,0,554,2487,439,1.2,0,901.0026,1893.766,855.04,3479.2632,1323.4686,1154.288,404.1991,59,1141.9815,863.5294,839.0171,1080.9998,514.7222,0,864.107,1084.4009,5596.1922,1,616.2495,1909.6051,0.9,1396.4382,516.5147,636.9628,716.2064,443.4235,3647.6402,865.8815,3404.5627,1386.0647,21,0,0,22713.5323,0,0,0,0,1.44,0,0,0
2,0,116,1753,551,17,1,797.3427,2027.1852,781.2768,4560.8946,1179.6215,1101.0308,383.1378,93,1583.6163,749.0631,860.3584,973.2546,469.6785,0,786.3388,1139.9633,6762.9545,1,552.2093,2043.0091,4.5,1506.5947,553.1526,661.563,715.3863,407.7283,4103.8441,803.5353,3871.3644,1374.7456,39.5,0,8,26250.5922,0,0,0,0.4,289,0,0,0
0,0,128,2616,509,14.1,0,901.561,1883.0501,852.9549,3606.2014,1181.469,1172.5414,483.1808,70,1251.2877,903.7232,927.6123,1084.8578,483.1115,0,811.7751,1123.2773,5721.1349,1,576.7515,1957.9999,2.2,1466.0134,578.4351,741.6924,785.3087,456.7167,3740.1797,830.8241,3379.4488,1304.5425,31,0,4,23058.5707,0,1,0,0,198.81,0,0,0
3,3,51,2570,611,20.4,0,1192.8458,1776.2707,1226.3295,4855.4153,1293.0889,1311.2848,588.587,45,1675.2134,1090.4855,1110.4412,1122.7938,513.7745,0,1150.5452,1504.8127,6722.9542,1,704.6056,1848.5663,2.7,1492.0029,629.1786,824.1273,996.6722,575.6929,3024.7205,983.5374,2943.9708,1441.9335,34,0,0,24105.8342,0,1,0,0,416.16,0,0,0
0,0,232,23,69,9.4,0,840.0092,1999.2849,818.3134,4827.011,1291.1994,1065.6655,268.5833,83,1311.947,772.9553,736.3855,969.7893,341.5099,0,749.6451,1094.3838,7095.809,1,517.4679,1926.9313,1.5,1384.0055,487.8962,622.4237,691.4646,413.0612,4172.6746,798.6896,3931.9028,1367.1309,35,0,2,26704.75,0,1,0,0,88.36,0,0,0
5,4,128,3103,580,18.4,0,1146.1212,1629.3252,1152.937,4288.3191,1470.033,1298.9147,438.1767,75,1221.1356,1067.2486,1021.5203,1192.8717,586.0263,0,1065.684,1265.0177,5893.4418,1,760.0499,1621.5052,2.1,1502.1303,590.398,709.3074,966.8426,493.3096,3086.3129,940.0737,2969.4034,1493.3689,18,0,9,22483.8068,1,1,0,0,338.56,0,0,0
3,0,232,955,243,23.8,0,776.2878,1899.2408,796.1661,3224.9124,1281.9967,999.6758,373.1116,84,859.3866,786.3328,810.4645,966.0597,378.023,0,842.086,588.0526,5546.863,0,563.7596,1895.2586,1.9,1336.0479,496.8258,643.2319,686.2598,405.1823,3861.4029,826.4273,3524.3881,1310.1878,23,0,9,22598.3015,0,1,0,0,566.44,0,0,0
1,2,611,1879,427,12,0,885.38,2156.0732,1026.7925,3918.8332,1195.0911,1036.9719,852.1776,42,1743.5841,780.8466,981.1337,1157.3473,815.0758,0,863.5953,1348.0222,5461.3712,1,526.3548,1932.9747,6.3,1655.5945,613.3789,653.2413,798.7888,417.8278,3683.0482,792.5818,3623.0687,1449.5003,70,0,2,23880.464,0,1,0,0,144,0,0,0
3,2,128,3902,724,2.8,0,1076.3954,1889.7021,1134.8914,3910.217,1218.3469,1221.0598,502.5972,25,2314.2411,961.2395,1034.0221,1279.7065,563.8024,0,947.9454,1636.1598,5244.3801,0,740.9393,1733.587,2.3,1580.6947,577.7605,751.709,935.9422,492.2065,3355.9506,906.1372,3321.542,1439.9908,42,1,0,22476.0643,0,1,0,0,7.84,0,0,0
0,0,37,3,13,-5.8,0,660.9978,1354.135,648.7304,1993.7393,1068.0481,947.2447,322.9511,55,463.8213,642.6604,687.1556,771.5171,401.9336,0,654.0314,401.7403,3136.1652,0,482.2513,1303.0416,1,1068.2579,473.8863,604.9055,593.2373,379.6361,2258.8458,798.708,2274.7699,911.0195,28,0,0,14299.9742,0,0,0,0,33.64,0,0,0
0,0,113,0,559,23.9,0,890.721,2030.002,841.3114,3859.6023,1316.3399,1040.3313,514.2827,96,1123.4465,925.4955,847.5319,1065.7528,525.2687,0,817.9326,855.6453,5708.3957,0,630.2319,1978.3208,1.7,1469.8696,550.0003,673.2223,775.7017,414.0724,4088.0103,845.0184,3790.8131,1364.0121,21.5,0,10,24289.0259,0,0,0,1.2,571.21,0,0,0
0,0,113,2124,459,23.5,0,1187.4131,1611.3225,1234.9376,4645.975,1389.5567,1255.6115,311.0475,54,1967.5779,1107.2767,1299.0646,1223.8072,645.5168,0,995.2113,1899.5391,6308.6805,1,760.5525,1644.9742,2.1,1579.7003,588.9769,851.605,1038.1619,552.4063,3179.3409,924.5939,2916.3368,1440.4829,18,0,9,23326.8131,0,1,0,0,552.25,0,1,0
1,5,116,4340,697,-0.8,1,963.5895,2291.7142,1075.2779,4272.9363,1239.887,1210.5434,413.721,49,1998.7633,933.5433,912.5175,1187.0138,490.9385,0,916.699,1565.9767,6397.0454,0,596.8036,2225.8611,1.7,1695.95,571.8598,684.9362,937.2101,525.1684,4389.1602,860.1745,4220.8134,1518.3206,62,0,0,27011.8012,0,0,0,0,0.64,0,0,0
1,1,113,0,86,16.9,0,836.8267,1945.0297,787.9903,4249.708,1155.8221,1054.043,374.7013,78,1325.1961,744.4066,792.5725,852.0653,447.848,0,770.9994,1096.4719,6492.6266,1,567.2596,2012.0913,3.5,1343.7564,515.1049,654.2347,673.002,410.0814,4039.5738,826.9136,3920.974,1389.3403,24,0,9,25393.1001,0,1,0,0,285.61,0,0,0
4,7,116,1518,321,13.8,1,1085.4938,1720.7597,1241.1359,4260.4185,1339.5381,1327.3477,367.7554,38,1509.5595,1006.1958,1106.0144,1168.4562,564.1377,0,1014.4298,1690.3492,5506.1194,1,688.2738,1727.6162,2.2,1551.134,640.9548,812.2729,1011.3924,515.241,3185.441,911.8958,2956.5581,1411.3594,72,0,0,22319.4063,0,1,0,0,190.44,0,0,0
7,4,37,3619,653,2.8,0,929.1159,2524.5699,1082.7768,5695.7503,1153.1186,1324.5497,468.6313,46,1833.1763,879.3828,936.4631,1150.7888,538.501,0,915.848,1587.2236,7520.7153,1,598.4564,2246.9271,1.6,1621.6421,594.7649,718.5236,823.8327,452.5929,5035.3039,845.8423,5177.6464,1444.1444,56,0,0,31266.6994,0,1,0,0,7.84,0,0,0
7,3,37,1354,364,12.6,0,826.8564,1958.1725,788.1318,4209.7381,1150.089,1025.6621,325.8632,71,1025.8394,749.68,720.7197,944.1549,344.5725,0,800.1193,865.1435,6625.3347,1,513.7656,1919.5719,1.4,1330.5273,497.6406,635.5582,707.7754,361.2167,4145.8448,839.4977,3761.2088,1265.6875,27,0,9,25216.0856,0,1,0,0,158.76,0,0,0
5,3,232,2588,523,-9.6,0,1086.7586,1716.0483,1049.9113,2774.3698,1379.8608,1223.1871,316.6765,48,756.6242,937.325,1044.0836,1097.298,407.977,0,981.4897,533.0334,4244.3181,0,715.679,1760.7854,2.3,1367.8782,616.9908,786.2845,917.8898,541.5739,3021.4246,891.8177,2761.4168,1367.9373,30,0,0,19014.1785,1,0,0,0,92.16,0,0,0
0,2,83,0,9,7.2,0,709.1248,1888.3214,798.6344,3399.6656,1136.8252,1023.3244,387.2294,64,1013.3038,726.9772,833.5413,876.4097,495.9012,0,759.5858,746.1996,5400.6829,0,561.2407,1909.7838,2,1275.7827,546.6351,605.8525,642.687,386.8788,3677.4544,841.935,3530.8396,1174.931,31,0,10,22257.4614,0,1,0,0,51.84,0,0,0
1,1,116,365,241,17.7,1,855.5343,1992.8143,803.6272,4256.6661,1252.7571,1008.8003,390.9703,72,1340.9851,773.6398,751.0235,990.2712,466.2839,0,762.8067,1050.1802,6811.4863,1,595.0728,1967.061,3.3,1443.5788,518.894,664.4218,657.2687,420.9143,4088.011,801.9989,3932.6662,1344.5019,6,0,10,25836.7856,0,1,0,0,313.29,0,0,0
9,7,232,2493,571,19.7,0,1049.8113,1712.7939,1251.3327,4697.9373,1407.5242,1283.7539,513.8609,47,1526.8952,1100.7851,1103.5137,1159.7943,546.931,0,991.2828,1331.4123,6351.7415,1,693.0759,1747.2604,2,1488.7609,605.9457,842.4301,1030.1312,482.5604,3226.7979,1061.6515,3030.3447,1377.4861,23,0,7,23633.1227,0,1,0,0,388.09,0,0,0
3,1,128,3512,734,16.7,0,990.5035,2431.3962,1113.2103,4379.781,1286.0252,1174.8048,816.1055,73,1855.4721,1016.4499,1126.8064,1300.1462,748.6375,0,989.3475,1379.5181,6743.9724,1,702.8235,2268.573,3,1836.3042,578.6941,712.8184,982.8735,438.2972,4766.1475,848.3064,4369.6797,1650.669,17,0,0,28446.523,0,1,0,0,278.89,0,0,1
3,6,51,2908,563,22.6,0,986.8191,2096.251,1027.5385,3720.3277,1294.9207,1315.5014,1244.0211,23,2033.9122,935.4769,1103.9529,1125.1778,803.8362,0,874.1848,1344.7814,5122.4776,1,571.1745,1830.8116,5.3,1702.4991,600.5703,741.5184,906.892,525.3187,3604.9293,929.4121,3402.3071,1506.9566,33,0,4,22986.56,0,1,0,0,510.76,0,0,0
0,0,17,830,170,-5.7,1,796.9496,1796.3543,803.3708,2790.4047,1253.7399,1069.0534,327.4507,59,639.5548,717.7542,773.0044,889.2553,420.6822,0,740.2558,504.684,5104.3079,0,541.716,1957.4003,1.6,1329.0456,535.2116,641.3467,746.2684,416.3324,3665.7553,835.42,3465.1617,1242.349,72,0,0,21350.7788,0,0,0,0,32.49,0,0,0
6,4,116,1408,289,25,1,811.4848,1915.2075,810.143,3671.5741,1100.6417,1015.3012,393.0666,85,1078.8474,819.7604,883.9093,974.082,348.4639,0,745.408,731.4923,5519.9307,1,469.3062,1842.0845,2.3,1378.6616,566.8669,650.8592,659.5094,378.7633,3696.8505,669.8138,3491.7757,1272.1819,22,0,8,22788.2665,1,1,0,0,625,0,0,0
0,0,546,762,109,10.7,0,839.9839,1945.0564,842.4911,3765.8341,1266.4525,996.9298,395.1376,81,995.3611,740.8868,739.1905,883.5866,379.946,0,783.3424,759.2024,6066.8177,1,533.7357,1881.9592,1.6,1385.7325,521.1123,651.6091,659.0795,367.8352,3976.5099,792.2487,3762.5293,1294.0219,13,0,0,24078.461,0,1,0,0,114.49,0,0,0
15,3,232,3100,610,3.2,0,1035.0126,1709.2574,1086.6402,3797.2644,1298.5711,1130.2889,396.3477,68,1259.7236,943.6863,1070.0277,1171.6011,545.8247,0,1032.7911,1149.7876,5810.6464,1,667.251,1779.2646,2.5,1437.3782,591.2685,733.4825,878.7033,500.5642,3309.5295,938.5367,3091.8767,1331.6355,27,0,8,22266.8527,1,1,0,0,10.24,0,0,0
0,0,546,14,52,23.7,0,754.8628,1924.9847,794.0279,3624.3974,1196.4786,888.3163,380.387,89,959.7911,767.7875,754.0639,898.396,407.1567,0,782.0531,662.8992,5529.7403,0,558.2008,1825.47,1.6,1402.8062,506.4867,619.0423,685.3088,390.3934,3891.9416,781.3554,3749.4215,1292.778,51,0,7,23241.5397,0,1,0,0,561.69,0,0,0
0,1,113,2233,557,32.3,0,1249.8356,1683.7463,1337.6137,4454.6858,1487.6514,1317.3406,400.8681,50,1767.4002,1111.8281,1223.7384,1209.6328,697.0699,0,1049.4894,1564.9933,6188.9771,0,690.5715,1767.7363,3,1506.4151,621.0901,846.6883,1074.2189,518.6434,3115.3913,928.3385,2848.2157,1394.5389,27,0,4,22959.7065,0,1,0,0,1043.29,0,0,0
5,14,37,405,199,19,0,802.2601,2022.1207,765.35,4276.8308,1151.8642,1056.3629,350.586,85,1157.4511,760.8096,712.1713,991.9332,382.5706,0,783.8085,849.0322,6561.5704,1,549.9692,1916.8884,1.6,1334.178,493.7785,624.3392,676.0426,415.7055,4084.8738,824.4804,3888.8464,1350.0829,71,0,0,25435.3914,0,1,0,0,361,0,0,0
1,2,546,1799,396,6.3,0,903.1488,1916.5493,859.4178,2762.3807,1291.6345,1040.2835,486.9264,51,874.8919,860.4599,1019.1459,1109.7746,481.0663,0,899.3953,615.7247,4649.2793,0,681.3476,1919.9845,1.3,1482.2692,532.7155,757.6192,881.9045,423.4829,3472.309,838.6261,3317.3471,1371.7865,102,0,0,20891.9056,0,1,0,0,39.69,0,0,0
1,2,37,2094,526,-2.2,0,1116.2543,1800.2361,1154.9206,3197.5489,1317.1245,1318.7375,495.5261,75,1516.7309,1028.9063,1157.8503,1248.7689,555.4805,0,1047.3724,1280.8739,4678.7755,0,761.5736,1762.3418,4,1490.5238,727.2064,866.046,1047.4448,518.5721,3133.0569,949.2135,3014.8628,1473.2383,60,0,9,20550.5841,0,0,0,0,4.84,0,0,0
14,1,611,2720,577,26.6,0,1060.6892,1603.1792,1173.182,3223.6905,1377.0938,1268.8556,361.7233,81,990.9869,1033.6852,1003.0962,1110.5366,513.6489,0,1096.6485,792.4939,4838.6332,0,727.105,1627.0085,2.8,1394.8108,561.6022,811.5993,946.9151,492.2505,3175.3698,961.3035,2815.5356,1392.1225,17,0,8,20070.3501,1,1,0,0,707.56,0,0,0
