"y","past_rent","station_dist","sub_passenger","bus_passenger","temp","station_type","m50","m30","f45","m20","f70","m45","f0","wet","f15","f50","f40","m40","m0","X8_9","m55","m5","f20","semester","m60","f30","wind","m35","f65","f60","f55","m65","f25","m70","m25","f35","dust","X17_18","cloud","most_use","X9_10","sunny","X10_11","rain","temp.sqr","X19_20","X13_14","X18_19"
1,0,128,2984,638,-8,0,942.3654,1548.0005,1021.4004,3186.1147,1328.0392,1176.2551,406.3433,70,1020.8999,989.3125,938.5277,1152.5687,593.5112,0,995.3335,750.0159,5119.5861,0,681.0015,1590.0771,3.2,1471.2268,586.351,752.7111,890.61,491.9785,3008.8831,888.2595,2868.1074,1381.0596,26,0,4,20173.0553,1,0,0,0,64,0,0,0
1,0,113,0,15,5.5,0,717.8092,1874.0343,748.1438,3551.9728,1175.1305,986.4568,368.961,61,1091.4902,717.4726,776.2732,851.588,443.3284,0,704.4666,832.9585,5799.3579,1,538.1118,1924.16,1,1288.1476,490.7445,606.1857,647.8931,431.3397,3854.0456,804.3264,3595.0578,1276.4113,37,0,10,23163.1873,0,0,0,0,30.25,0,0,0
0,0,554,192,143,22.7,0,842.6308,1985.7409,758.3169,4120.0833,1081.8362,996.8841,347.2259,96,1213.5219,751.0526,721.2722,907.7536,349.4494,0,817.3816,824.4341,6534.0367,1,526.9957,1900.2878,2.6,1403.4653,499.0891,661.2683,625.1023,396.4774,4017.9046,792.3133,3873.9433,1346.0659,18.5,0,10,25181.5278,0,1,0,0,515.29,0,0,0
4,3,17,1966,413,12.8,1,1066.1547,1634.5189,1272.6684,4603.2573,1181.9027,1325.1535,477.0177,53,1573.6522,1096.1361,1200.2416,1199.4923,599.8462,0,1062.6792,1408.5102,6491.7087,1,668.671,1809.6123,1.2,1530.7749,638.6023,804.7779,939.3763,475.0637,3171.9646,900.2807,3069.0452,1486.7618,76,0,2,23797.6437,0,1,0,0,163.84,0,0,0
0,0,554,2077,443,-2.2,0,845.0608,2282.2133,956.8295,4452.432,1259.1718,1097.6625,690.258,36,2027.3158,919.8703,905.9906,1066.4711,617.1287,0,861.8673,1632.7863,6245.9819,0,608.1756,2036.7664,2.8,1566.5771,625.5047,723.2475,888.0329,436.7414,4280.1477,927.7105,4260.2975,1409.3738,43,0,0,26533.7897,0,0,0,0,4.84,0,0,1
1,0,51,4647,790,-9.3,0,1027.5996,1696.9766,924.868,2696.4947,1331.7467,1189.8794,327.8512,81,677.6737,825.0187,928.8619,1055.9416,399.7288,1,899.856,594.7109,4597.8568,0,665.7436,1806.3133,2.4,1340.805,582.8877,738.7607,849.0115,478.5159,3321.2038,937.8744,3043.8314,1249.4238,49,0,0,19752.9054,0,0,0,0,86.49,0,0,0
0,0,554,13,50,13.8,0,820.1042,1851.5184,814.2268,3878.0638,1128.7736,995.9628,388.729,82,1140.5516,758.8098,821.3796,919.011,400.8384,0,759.6819,776.8029,6283.1572,1,531.9592,1991.9065,1.6,1352.9365,528.1076,624.1038,641.1705,410.5293,4036.115,759.6755,3770.102,1369.0014,7,0,7,24532.8008,0,1,0,0,190.44,0,0,0
2,1,611,3853,744,6.7,0,942.511,2316.923,1237.7076,4300.3106,1208.4271,1180.7221,930.2958,32,2015.7131,875.2804,1100.8621,1182.0811,740.8947,0,840.0019,1455.2972,6345.244,1,639.2073,2130.2009,2.6,1645.3339,579.8906,751.195,862.333,468.7436,4079.7869,833.2948,3957.4593,1591.0993,35,0,0,26366.3579,0,1,0,0,44.89,0,0,0
1,0,611,733,106,16.6,0,842.2271,1925.5502,819.551,3784.5154,1243.138,1056.5206,373.6304,92,1065.5947,789.0589,779.1876,938.6629,450.3259,0,773.2848,759.346,6431.5081,1,571.5531,1954.7077,1.1,1314.1661,515.4883,646.1367,683.4357,408.3356,4068.2255,866.0591,3785.5143,1406.3604,38,0,0,24670.5477,0,1,0,0,275.56,0,0,0
1,0,554,1050,257,14.4,0,888.2574,1912.9544,865.9964,3820.0965,1320.5277,1121.9464,359.1278,70,1120.137,826.3025,798.9816,956.3842,417.3736,0,817.6816,758.1062,6171.168,1,572.0638,1900.0721,3,1384.6223,579.0421,646.8491,706.84,426.5346,3972.5284,740.0602,3622.5161,1384.7119,7.5,0,0,24168.6697,0,1,0,0,207.36,0,0,0
3,7,37,0,72,25.8,0,780.0309,1937.1994,777.2448,3605.7481,1247.8359,875.0773,458.3152,77,928.4014,739.3922,751.4547,930.9179,470.684,0,739.151,655.7989,5563.28,0,541.0628,1909.8735,1.4,1332.8307,475.6525,622.1931,668.3947,417.71,3972.8639,798.0383,3552.2843,1262.2925,10,0,3,23136.3724,0,1,0,0,665.64,0,0,0
2,0,83,4783,524,2.3,0,855.8796,2382.8284,981.712,4672.5124,1235.3651,1144.4296,488.5478,41,1851.3681,901.1634,901.2664,1160.7246,490.3419,0,853.4485,1685.3233,6739.431,0,600.0657,2072.244,0.7,1570.3802,569.0321,756.012,849.0418,501.4374,4575.9297,872.9802,4559.1047,1490.5537,88,0,9,28062.9841,0,0,0,0,5.29,0,0,0
1,0,17,0,42,17.2,1,834.3648,1941.5544,780.7984,3984.9204,1187.9365,982.1179,396.5299,75,1287.1015,733.7319,753.7812,892.9529,426.3639,0,712.304,922.0328,6405.5428,1,512.8269,1970.4298,2.2,1427.7769,538.4954,611.308,658.4764,400.8179,4140.6484,830.4599,3735.6895,1336.7227,21,0,0,24943.2849,0,1,0,0,295.84,0,0,0
2,2,51,1387,319,12,0,1029.6025,1753.3972,1128.8201,3522.9135,1361.3296,1237.3311,368.1592,36,1421.6685,1013.436,1037.2875,1132.8583,742.8608,0,944.0296,1113.9659,5324.1005,1,699.5777,1805.4949,1.6,1437.0312,645.4322,715.375,935.1988,488.1137,3128.5621,963.4452,2843.1033,1521.0054,106,0,8,21335.6081,0,1,0,0,144,0,0,0
4,1,128,0,86,20.7,0,811.5644,1868.6442,763.7582,4003.9639,1173.5773,1040.9538,377.6272,86,1285.648,749.6125,759.1786,999.2963,395.1133,0,806.0198,859.1653,6463.584,1,539.6247,1945.1137,2.2,1471.2773,520.1663,639.2458,661.3176,416.4886,4156.3371,809.284,3867.9474,1320.9175,27,0,8,25097.7851,0,1,0,0,428.49,0,0,0
0,0,113,0,53,25.5,0,770.3567,1957.6055,714.008,3732.1666,1205.0252,874.0347,393.0903,95,1117.2478,729.0097,739.7868,909.8651,469.7465,0,717.6434,676.1212,5684.9921,0,492.6361,1901.4782,2,1358.8007,472.1487,653.4476,622.8283,371.2234,3860.0154,766.8982,3706.9651,1198.0228,6,0,10,23400.0464,0,0,0,0.1,650.25,0,0,0
8,12,128,2855,645,20.8,0,1101.6185,2234.1317,1033.0469,5348.016,1350.7713,1346.1759,439.8425,50,2608.1096,1030.1707,973.4274,1286.6076,546.5735,0,1034.1563,2031.1894,7441.0148,1,695.93,2229.9535,2,1895.288,661.8743,776.3865,898.0048,489.3452,4484.9541,889.7969,4187.2819,1484.1978,21,0,0,29304.8378,0,1,0,0,432.64,0,0,0
3,0,611,644,83,11.5,0,765.274,1826.8044,793.5293,3813.1609,1209.35,1022.7032,324.4192,64,1132.5921,771.6906,782.3292,855.5855,491.2622,0,717.0418,886.9669,6032.627,1,529.3994,1950.895,0.6,1327.2531,546.3378,631.2744,694.2273,410.1048,3952.3293,826.8435,3674.8647,1304.1516,44,0,9,23882.086,0,0,0,0,132.25,0,0,0
0,0,546,2,114,3.5,0,738.1766,1867.1661,747.7625,3538.7188,1239.9959,1069.8859,364.4611,78,1193.1762,729.9561,754.2871,926.7503,422.8889,0,765.7186,810.3787,5629.1082,1,548.7165,1958.4701,1.9,1280.1855,545.1612,618.409,618.8989,424.2169,3832.6605,829.5821,3767.1758,1283.8431,35,0,0,23157.3281,0,1,0,0,12.25,0,0,0
0,0,17,654,136,-9.5,1,791.1093,1842.3006,720.7121,2784.7841,1231.0588,1093.2222,356.7563,57,621.8309,731.3257,783.6228,897.417,471.6284,0,757.2818,458.7897,4599.0961,0,542.8415,1879.0456,2.3,1356.3217,536.1102,666.489,683.3088,424.3698,3693.6202,856.1125,3380.8767,1229.2751,26,0,0,20765.3201,0,0,0,0,90.25,0,0,0
1,5,17,2364,513,14,1,934.0319,2154.3416,985.2877,4221.0503,1179.0088,1104.8416,790.168,39,2251.4993,916.1684,1050.9728,1131.426,677.2589,0,901.9844,1763.4824,6041.5964,1,602.077,2101.4529,3.3,1549.7049,613.9938,720.7737,830.7762,524.5056,4130.9443,922.9033,4025.7397,1464.215,102,0,0,25689.0451,0,1,0,0,196,0,0,0
0,0,554,462,84,-0.5,0,695.6283,1792.8485,718.9143,2914.1855,1141.237,963.7984,328.7854,52,624.9214,740.551,745.4987,856.2619,414.9605,0,719.0076,556.39,4810.0748,0,483.8115,1793.2257,0.2,1240.0422,530.7059,624.5327,664.2588,374.0202,3580.9371,781.7193,3534.6877,1173.0234,68,0,9,20839.0249,0,0,0,0,0.25,0,0,0
4,0,546,4102,776,1.5,0,997.9859,1733.7887,985.1254,3223.7473,1347.0152,1247.4454,277.2771,61,1210.3622,902.8429,992.8004,1088.8138,541.8113,1,924.3436,1084.2578,5289.6276,1,689.137,1839.0315,2,1393.7296,579.3959,698.7112,870.064,462.8253,3388.4874,959.327,3147.8484,1363.7556,49,0,8,21380.0161,0,1,0,0,2.25,0,0,0
5,8,116,2387,429,28.5,1,829.4769,2299.7592,723.885,4464.6742,1175.0263,1069.9492,398.7633,88,1229.1793,780.8467,834.1789,1003.5341,463.7981,0,783.1472,829.2923,6537.137,0,497.6759,1973.8655,1.3,1588.2593,458.7479,656.9174,690.8711,395.3286,4207.374,777.5123,4560.3752,1272.1741,47,0,2,26903.6185,0,1,0,0,812.25,0,0,0
2,0,232,3774,655,20.1,0,893.4509,2110.7079,1044.2619,3813.0634,1267.0088,1103.9265,981.6047,44,1726.6104,914.1062,959.0988,1225.2521,652.7481,0,772.9326,1195.294,5772.5349,1,525.1611,2070.5285,1.5,1616.8968,585.2672,646.7889,800.9211,407.1837,3949.9188,826.7608,3737.7811,1463.6235,36,0,4,24535.0549,0,1,0,0,404.01,0,0,0
2,7,116,1766,395,-4.8,1,1212.5816,1688.4326,1216.0092,4276.942,1310.8515,1279.2626,438.0441,62,979.9772,1130.8472,1229.9113,1177.5689,512.1278,0,1048.4339,790.8044,6741.8023,0,735.6806,1809.9092,1.5,1429.2995,577.803,840.3752,970.9438,521.2246,3147.4085,914.1549,3046.303,1320.3304,30,0,2,23460.4275,0,0,1,0,23.04,0,0,0
8,4,83,2760,501,13,0,902.7031,2288.498,900.8257,4553.7812,1237.0135,1102.3762,597.9479,39,1563.3578,810.2457,840.8543,1008.3394,642.3247,0,838.8025,1347.332,6914.4881,1,566.452,2131.6551,1.8,1573.1577,517.8366,666.476,754.8996,437.3872,4443.2032,822.5157,4205.3618,1350.5927,24,0,0,27460.7378,0,1,0,0,169,0,0,0
0,1,113,2873,902,19.7,0,1128.2548,2078.7963,1041.985,5006.8459,1325.0324,1306.6053,453.2483,98,1971.5614,982.0999,1033.9657,1179.3167,547.2415,0,1016.6384,1478.5594,7093.3009,1,670.921,2100.3376,2.2,1676.2927,564.2442,762.9339,859.6433,483.166,4304.1662,900.5417,3720.0554,1505.6123,3,0,10,27485.4073,0,0,0,1.6,388.09,1,0,0
0,0,51,540,90,5,0,716.5729,1843.434,793.713,3551.4648,1211.8799,1002.8509,356.2413,67,1083.4411,722.3308,780.8763,884.8129,430.6499,0,715.4422,858.0076,5793.4864,1,549.0138,1925.5859,0.7,1253.4567,476.2632,606.4762,657.8189,415.0764,3839.8365,813.7804,3576.4379,1304.5283,35,0,10,23088.2305,0,0,0,0,25,0,0,0
0,0,554,10,37,-9.7,0,784.9762,1850.4179,747.298,2874.1256,1227.5633,1016.4897,307.3936,53,740.1541,739.2441,814.99,875.6074,405.1587,0,700.1515,528.009,5199.0172,0,555.6764,1963.8387,1.3,1325.7285,552.9624,625.3389,691.5008,409.3198,3876.4963,797.1978,3497.7384,1204.8043,28,0,0,21792.1669,0,0,0,0,94.09,0,0,0
1,0,554,1,86,4.5,0,755.5345,1807.4831,744.87,2959.9033,1207.5776,977.0071,386.2932,52,696.0086,756.5277,773.8811,977.9262,425.9864,0,717.5226,492.6458,5061.8247,0,523.6712,1940.1268,2.8,1255.5288,508.0442,619.6089,633.5141,391.6807,3847.2583,807.6002,3479.9319,1211.9087,17,0,10,21563.9656,0,1,0,0,20.25,0,0,0
3,1,83,2586,458,11.6,0,975.4556,1859.7399,844.2878,3607.2555,1219.6642,1191.0118,438.9051,63,1144.7584,905.5815,890.2577,1016.5948,557.7219,0,866.9881,1074.335,5746.6194,1,586.4578,1917.1917,1.6,1480.8018,569.8426,671.3226,792.0539,444.0566,3816.4991,895.6,3452.7866,1350.6217,45,0,9,23231.5157,0,1,0,0,134.56,0,0,0
2,1,232,2934,665,27.9,0,942.2944,2041.3565,952.2224,4555.9219,1263.2251,1095.5171,388.0215,67,1773.0874,898.578,970.8849,1120.1643,476.2423,0,956.2129,1285.0266,6420.1112,0,590.5777,2008.1625,2.2,1671.5616,563.922,728.2292,857.5842,435.2995,4207.5633,784.63,3851.8139,1368.048,7,0,5,26124.5389,0,1,0,0,778.41,0,0,0
6,5,37,2250,518,8.6,0,1079.6753,1641.8179,1252.1535,4757.0999,1229.5101,1241.0129,538.9577,44,1817.7206,1020.0474,1241.5133,1168.9304,593.5086,0,1075.4959,1506.7686,6528.9455,1,772.0421,1806.3596,4.9,1428.7068,630.6731,742.2968,1027.0062,493.8618,3130.6843,1025.0886,2963.5517,1422.5599,40,0,5,23679.7256,0,1,0,0,73.96,0,1,0
3,0,17,2667,525,16.8,1,880.8146,1789.5028,889.8935,3528.4174,1181.8494,1152.2175,461.699,89,1136.266,928.9985,887.8389,1060.0914,440.5007,0,870.7936,909.5519,5695.7572,1,605.7729,1874.3134,1.8,1407.0154,578.7527,719.0157,712.9137,437.4821,3533.572,834.8883,3386.182,1218.4007,29,0,0,22433.1609,0,1,0,0,282.24,0,0,0
2,0,83,22,57,17.2,0,819.2664,1904.3662,773.9044,3902.5476,1222.621,988.2837,367.2447,81,1283.4278,706.7941,720.8514,904.6375,443.0221,0,736.1714,933.1122,6358.7307,1,515.0508,1962.2453,2,1395.0377,524.8236,602.4795,650.0036,425.7009,4113.6472,837.6832,3717.6739,1306.8095,29,0,7,24661.0581,0,1,0,0,295.84,0,0,0
0,2,83,268,145,-0.6,0,734.3383,1838.0749,694.6636,2910.7982,1224.1982,989.6359,358.0996,65,746.7438,772.6556,754.1135,887.4675,438.4598,0,747.4476,485.1813,5051.6276,0,576.3286,1965.3055,4.5,1376.6638,536.5905,650.603,619.6621,402.0156,3811.9513,792.3657,3541.6003,1230.2189,61,0,8,21726.2405,0,0,0,0,0.36,0,0,0
0,0,554,1745,400,1.5,0,1123.9653,1798.4511,1059.1855,2668.227,1341.5175,1322.4779,489.1497,41,986.5775,998.6671,1083.2148,1254.8516,526.1226,0,1097.0795,714.6729,4141.3424,0,733.1208,1707.2429,2.4,1412.0242,624.3234,750.9379,1064.2579,502.3397,3016.8298,952.853,2729.4849,1403.0921,76,0,6,18876.6944,0,1,0,0,2.25,0,0,0
0,0,116,630,113,-1.8,1,800.0177,2033.6427,760.1379,3872.8562,1099.4001,1015.97,350.8991,67,1075.9262,794.5909,791.0022,926.4664,378.7289,0,852.1931,834.9348,6298.7912,1,546.5698,2029.6261,1.6,1404.8092,511.8282,625.654,615.4337,386.0337,4164.7727,808.2798,3827.278,1356.4284,34,0,10,24988.2045,0,0,0,0,3.24,0,0,0
11,19,611,2008,380,14.2,0,1014.3158,1692.7504,1214.508,4356.4603,1329.752,1342.7903,350.8559,38,1635.3605,1104.0748,1178.1259,1176.2622,618.9001,0,1046.0909,1351.2545,6156.8031,1,733.9477,1728.1378,2.7,1508.9459,632.1301,779.987,1028.46,495.6427,3056.5575,929.4266,2996.8443,1554.1197,49,0,0,23050.619,0,1,0,0,201.64,0,0,0
0,0,546,701,126,12.2,0,865.5755,1886.4952,816.1063,3430.3837,1186.6845,992.6154,395.8079,94,1014.3438,736.3014,786.6201,960.9887,417.7673,0,787.4957,646.4445,5748.8178,1,527.3988,1834.4506,2.7,1339.196,481.9446,600.918,653.3401,388.9791,3743.5566,799.0503,3656.931,1268.1326,38,0,2,22907.9635,0,1,0,0,148.84,0,0,0
0,3,128,2647,593,13.6,0,1050.3848,1682.9573,1261.2515,4405.4921,1278.6138,1368.0361,319.2192,56,1604.8843,1065.2629,1087.6501,1135.6767,472.4057,0,1092.0423,1194.9145,6280.8983,1,686.6561,1785.6699,1.5,1542.7975,635.0472,823.2962,1022.3103,490.022,3120.6861,936.938,2924.4127,1428.634,70,0,0,23171.5479,0,1,0,0,184.96,0,0,0
10,5,116,2885,552,16.6,1,1027.9375,1938.2228,912.9801,3700.2847,1311.9489,1192.3638,505.6178,91,1113.069,922.5546,916.4583,1097.0223,524.678,0,826.7363,950.4327,6067.5944,1,662.5789,1919.5884,1,1394.3016,581.1039,710.498,758.7979,447.1462,3778.8456,841.053,3497.4721,1421.7796,32,0,8,23718.0892,0,0,0,0,275.56,0,0,0
3,6,17,0,48,22.5,1,821.8636,1956.4616,832.6267,4201.1502,1209.4092,999.5201,414.1688,89,1192.5081,779.5843,801.6909,919.0349,486.379,0,740.5287,1113.2389,6434.2771,0,585.6312,2003.5936,0.7,1361.1383,538.9522,694.1983,647.999,408.9627,4140.4838,836.6158,3846.5968,1294.5516,14,0,0,25238.253,0,0,0,0,506.25,0,0,0
0,0,554,1600,385,23.8,0,807.381,2013.318,749.319,3964.9287,1156.284,998.2581,381.2233,70,1062.5257,752.3998,736.4383,1069.3682,377.3866,0,846.4202,806.185,6080.9979,0,583.1207,2000.4277,1.4,1503.5852,502.4278,641.3793,717.1241,401.4043,4099.4768,829.4446,3813.2796,1276.9743,14,0,4,24752.9882,0,1,0,0,566.44,0,0,0
8,1,546,2985,542,22.4,0,1171.3664,1745.0019,1171.7571,4029.8393,1537.696,1328.7133,342.9255,51,1399.7685,1047.3735,1149.4079,1202.11,586.214,0,1119.3174,1427.9008,5900.9378,1,809.4174,1708.9814,4.6,1451.5755,602.6612,834.204,923.1074,505.7196,3270.0822,902.4189,2920.3107,1378.4713,13,0,4,22405.2001,1,1,0,0,501.76,0,0,0
0,0,17,0,22,12.1,1,753.4269,1883.5899,809.5646,3586.4911,1181.4422,950.9238,325.8955,98,1108.5072,739.9013,745.823,886.8687,427.306,0,728.0049,766.8954,5654.1519,1,521.417,1850.0385,3.3,1357.204,500.4738,620.5005,641.0007,395.0224,3668.7377,921.4804,3501.023,1216.3356,7,0,10,22717.5717,0,1,0,0,146.41,0,0,0
0,0,554,2089,557,22.5,0,1224.9149,1638.8905,1273.2566,3594.8508,1358.4984,1331.5994,391.5528,98,1224.7727,1045.6154,1002.3173,1281.5683,542.9393,0,1105.1097,859.9126,4935.7496,0,726.5271,1717.5364,3.6,1484.3059,614.8281,808.745,1003.2762,537.7335,2920.7949,930.6391,2736.4559,1405.6305,4,0,10,20434.2145,0,0,0,8.2,506.25,0,0,0
0,0,232,431,172,17.7,0,830.6111,1919.9519,786.3988,3956.0692,1091.6662,1011.1329,366.3265,98,1241.3567,738.8161,765.2022,972.8439,368.9254,0,768.9083,778.5847,6491.7439,1,534.7977,1909.912,5.3,1418.4438,495.8141,655.7925,640.425,392.2397,3984.8825,771.0773,3732.7017,1302.6162,6,0,10,24716.3212,0,0,0,6,313.29,0,0,0
8,5,116,2340,570,14.2,1,921.5658,2103.8994,981.3709,3894.3456,1166.1962,1087.8168,770.107,36,2047.6189,948.3564,1157.1329,1137.1651,704.2417,0,898.8991,1610.3819,5888.5653,1,614.8379,2031.9146,2.2,1615.3377,599.1066,690.7383,842.7416,493.5688,4072.0528,918.4592,3813.1067,1460.3287,98,0,0,24879.5508,0,1,0,0,201.64,0,0,0
3,0,554,1732,358,22.6,0,1073.2938,1652.8231,1199.9216,4054.587,1247.1297,1374.6099,521.5019,60,1370.8836,1184.6234,1186.626,1225.0657,545.7762,0,984.4341,1327.2235,5521.4519,1,743.8814,1838.8591,0.9,1390.9156,670.206,715.3946,1027.5673,532.8143,2911.0632,881.2876,2774.4015,1514.8088,48,0,0,21658.9102,0,0,0,0,510.76,0,0,0
1,2,51,682,183,20.7,0,815.1523,1977.3056,808.5252,3477.9777,1114.1088,965.6014,402.885,67,1018.1394,792.0251,746.7579,950.8671,371.2963,0,771.7135,743.7425,5979.6284,1,536.9875,1855.0073,3.2,1366.1819,516.6233,632.8477,635.5899,373.5143,3901.3723,752.2545,3785.5525,1272.6273,11,0,6,23615.653,0,1,0,0,428.49,0,0,0
2,1,113,1624,343,22,0,1193.2321,1613.0126,1239.5325,4340.8753,1362.309,1464.3705,318.0596,30,1826.0121,1083.2058,1312.6551,1148.0462,654.1554,0,1098.3242,1571.0958,5985.5279,1,720.6611,1743.8492,2.4,1601.8015,604.9585,832.9093,1077.0158,539.5054,3202.0039,900.7097,2905.6872,1639.5142,33,0,6,23032.2718,0,1,0,0,484,0,0,0
5,5,17,2429,452,16.8,1,852.5788,2060.4346,966.4867,4226.6253,1315.7158,1081.7182,736.5436,29,2025.5287,799.102,936.9184,1136.8578,685.2957,0,825.5244,1856.2916,5785.8237,1,574.444,1780.7082,3.1,1697.015,553.3938,656.221,773.8725,440.0961,3820.6542,844.3521,3874.7208,1499.4791,66,0,0,24745.4609,0,1,0,0,282.24,0,0,0
0,0,611,1051,240,8.5,0,874.5929,1987.021,884.39,4315.1562,1365.7964,1089.8593,312.6452,86,1194.0968,797.6563,751.3385,950.0258,350.2286,0,766.0923,874.0414,6756.8174,1,556.4586,1960.767,1.6,1403.0639,538.4265,668.2589,737.8548,403.213,4002.1333,846.7703,3724.5638,1369.2703,40,0,1,25518.7929,0,1,0,0,72.25,0,0,0
1,0,113,2250,417,6.2,0,861.6944,2246.7827,870.2337,4511.5979,1264.977,1109.2495,690.3775,38,1941.13,818.4706,920.6096,975.8856,636.2844,0,813.2241,1663.0127,6313.0317,0,574.2077,2131.8952,1.7,1488.9274,559.5758,688.7523,784.7426,433.1139,4408.0492,818.1051,4460.7261,1323.1618,63,0,0,26884.172,0,1,0,0,38.44,1,0,0
1,3,554,3817,677,17.6,0,1092.9469,2619.4886,1102.9521,5656.7763,1150.7145,1286.3007,922.9759,37,2954.1876,866.1823,1159.0351,1285.4155,772.8907,0,990.6993,2237.4201,7628.799,1,679.1624,2346.2402,4.7,1787.6202,625.5744,790.5186,912.3627,528.2865,4900.9858,901.8109,4853.4787,1612.2012,38,0,3,31405.59,0,1,0,0,309.76,0,0,1
4,0,554,3003,574,23,0,1126.8287,1697.3403,1057.4704,3770.5289,1441.4002,1367.1064,401.3396,61,1415.94,1002.0041,1135.5871,1091.9078,582.8928,0,1054.9384,1300.0943,5781.0322,1,737.6778,1728.7178,1.1,1482.8916,641.1864,785.1225,980.3273,492.5038,3144.1859,999.9853,2977.2455,1429.6079,25,0,2,22011.5501,1,1,0,0,529,0,0,0
3,6,83,1639,414,26.2,0,1071.5488,1725.0077,1118.5196,2979.7547,1295.896,1173.8054,426.8181,73,1176.4983,1009.1903,1075.921,1207.215,532.6569,0,1091.5034,803.5634,4324.6962,0,731.8643,1664.0568,2.5,1362.4791,541.8993,763.3047,840.9082,510.3879,3001.5622,896.1287,2720.859,1294.3503,15,0,6,19072.766,0,1,1,0,686.44,0,0,0
0,0,546,2996,412,13.7,0,897.5462,2342.6648,887.0224,5450.8843,1158.6136,1108.7546,526.1634,92,2296.2416,848.5593,887.3208,1088.0652,598.9767,0,829.0426,2106.0255,7064.9519,1,587.6376,2164.5278,4,1645.6216,584.7629,631.649,768.6064,471.91,4460.7335,850.5146,4803.3229,1326.2422,14,0,10,29258.949,0,0,0,0.2,187.69,0,0,0
0,0,17,0,788,25.4,1,1028.8778,2103.228,981.7176,4074.9158,1343.3984,1136.1042,609.5553,96,1365.4046,993.3263,935.748,1125.1036,450.5946,0,896.9396,961.976,5650.2504,0,672.4817,2003.8107,3.5,1642.4792,562.4249,710.6894,868.2454,413.764,4107.278,917.3099,3780.8226,1420.6361,33.5,0,10,24783.4208,0,0,0,5.2,645.16,1,0,0
0,0,554,983,228,15,0,865.6993,1934.729,859.278,3908.1977,1414.9326,1004.3292,419.2055,95,1254.938,770.8694,791.5922,1029.5552,474.39,0,775.2802,966.5645,6398.5622,1,637.082,1942.4946,2.5,1369.2272,560.5046,707.5698,677.161,471.9772,4052.0717,818.4615,3710.7886,1385.1523,53.5,0,10,24701.2233,0,0,0,0.2,225,0,0,0
0,0,554,3059,611,28.9,0,970.3795,2146.9971,989.3094,4422.8515,1299.4038,1129.8868,566.825,59,1590.971,933.6307,926.4099,1092.3099,432.1209,0,873.6321,1117.5419,6330.4458,0,652.9186,2008.8788,2.4,1573.5444,570.8981,706.8278,857.9558,475.2021,4286.4595,831.4346,4105.2171,1495.6774,14.5,0,1,26370.0716,0,1,0,0,835.21,0,0,0
0,0,51,0,41,23.7,0,799.2029,1899.7997,774.8037,3566.2629,1230.7353,949.1739,334.8067,81,913.8221,779.0821,727.9245,885.475,497.0067,0,735.8432,645.527,5658.0388,0,522.593,1961.9417,2.9,1414.8178,538.7308,641.7943,672.7122,411.8228,3939.0106,774.2748,3687.9876,1275.3549,8,0,7,23403.214,0,1,0,0,561.69,0,0,0
2,6,546,3409,775,27,0,1099.7219,1672.1013,1172.6368,3584.181,1346.2923,1046.8997,688.6607,92,1595.063,970.6142,1050.1633,1195.5685,598.8477,0,960.4696,1039.5698,5377.2047,0,695.5692,1729.5612,3.2,1476.6699,582.5077,756.4167,886.2801,479.3674,3162.8316,861.8008,3075.1891,1305.1843,15,1,10,21382.9231,0,0,0,0.5,729,0,0,0
1,1,51,2762,578,11.2,0,1020.6134,1896.2319,1195.6098,3818.7982,1255.2315,1321.4141,502.5713,40,2098.7558,1033.4328,1154.065,1183.1968,587.9064,0,1088.5295,1463.2641,5359.7895,0,765.3024,1787.7368,1.5,1569.4029,567.4641,817.808,954.5309,473.3663,3371.4034,924.7613,3147.0256,1422.4455,50,0,6,22372.8338,0,1,0,0,125.44,0,0,0
0,0,554,0,43,27.2,0,811.7886,1919.7377,765.7365,3666.1127,1217.2478,954.5993,347.328,75,1031.2883,737.6619,731.5439,890.2768,445.1579,0,746.1038,636.1319,5745.1045,0,538.8941,1954.1541,1.1,1444.9309,499.6943,620.4566,649.4165,389.8998,3889.758,776.4992,3665.8948,1291.9398,33,0,7,23577.6325,0,1,0,0,739.84,0,0,0
13,2,83,4849,793,18.7,0,969.9348,1758.4451,953.9462,3914.7483,1321.7725,1279.2071,394.1544,57,1317.4095,946.0894,981.4196,1131.0675,595.2164,1,958.0017,1317.1265,5779.1671,1,649.8747,1759.8828,1.1,1350.6734,617.5245,743.8933,881.6289,499.0885,3443.914,1013.4569,3018.6554,1367.2574,36,0,2,22392.7435,0,1,0,0,349.69,0,0,0
2,0,51,1967,454,15.2,0,1134.1336,1755.0661,1257.8118,4281.6352,1388.3987,1355.5525,379.4328,29,1787.0432,1075.2947,1240.1481,1174.3564,663.0419,0,1064.9442,1681.4588,5899.1971,1,749.7564,1788.0604,3.9,1664.8029,607.1602,853.5612,1138.6639,505.312,3315.7606,969.3024,2986.8703,1444.2741,74,0,7,23135.6667,0,1,0,0,231.04,0,1,0
2,2,113,3114,560,23,0,1139.1045,1755.0281,1254.202,4425.5838,1331.3851,1274.4657,392.1804,38,1986.7882,1065.698,1109.1192,1265.7825,565.6783,0,1093.3777,1600.2868,6159.6858,1,712.5724,1843.7508,4.8,1560.2046,640.2979,783.4845,996.7661,534.609,3235.1269,882.5813,3053.5975,1477.5424,57,0,0,23510.5199,0,1,0,0,529,0,0,0
