"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X23_24","m0","m10","m5","m20","m25","m30","m35","m45","m55","m60","m65","m70","f20","f25","f30","f45","f50","f60","f65","f70","bus_passenger","sub_passenger"
5,12.8,0,1.6,58,8,163.84,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.7989,267.599,1164.4819,3706.6982,3031.7525,1668.5587,1541.5568,1298.5532,919.667,631.0407,525.6775,943.3834,5677.5704,3414.8392,1733.0468,1090.2017,990.5422,725.6829,613.4542,1351.5156,1021,4748
6,15.2,0,1.7,52,7,231.04,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,590.9156,272.7298,1286.9578,3804.9108,2891.0168,1605.5518,1471.7513,1304.4741,1019.8267,734.589,533.0574,1023.8274,5553.3512,3092.6287,1647.3598,1084.469,1053.6919,760.5566,618.257,1403.6369,676,3051
1,17.4,0,1.2,36,1,302.76,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609.3249,281.2261,1310.4556,3880.0584,2823.5133,1625.7344,1563.3149,1291.8953,1038.3706,740.6099,538.922,1004.3414,5565.1083,3050.6482,1705.3272,1202.0661,1092.057,791.3093,648.3587,1425.8667,404,1727
2,20,0,2.5,24,2,400,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,645.6613,297.9974,1440.7725,4075.4937,2789.2469,1663.7968,1513.7413,1262.67,1058.8456,696.7873,524.645,1020.3204,5587.6829,3092.0688,1728.1238,1196.9827,1087.4985,703.3717,656.3135,1396.1009,374,1555
1,21.3,0,3.7,22,6,453.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,642.4942,296.5354,1476.2449,4207.4347,2735.9292,1663.7104,1506.84,1472.9717,1018.3887,714.1669,487.6061,1010.4806,5556.9588,3096.5865,1708.1706,1222.9608,1076.5641,767.4137,599.8288,1347.1753,445,1831
2,21.1,0,3.9,25,8,445.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,713.3505,329.2383,1447.5415,4146.3161,2780.9681,1684.8225,1478.2688,1371.1708,1043.8451,811.3513,520.4912,1050.4548,5645.3655,3159.999,1742.4413,1237.9699,1089.3042,796.1735,656.6305,1372.3741,466,2016
3,22.5,0,3.9,23,7,506.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,726.9372,335.5093,1675.866,4136.6835,2807.6723,1711.0974,1478.3995,1439.2368,1083.3954,748.1553,519.4287,984.8576,5763.632,3183.1247,1768.4782,1304.2,1092.5639,837.4876,701.1458,1356.5266,508,2077
2,21.9,0,4.5,25,7,479.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,667.9433,308.2809,1586.3883,4105.9415,2760.898,1656.8425,1492.7338,1356.1318,1003.6435,750.2295,564.519,972.8598,5631.9292,3151.2079,1770.3639,1302.8586,1038.9805,800.2269,640.0951,1230.1474,513,2311
6,21.4,0,5.7,23,7,457.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,588.2537,271.5012,1552.9201,4062.3759,2837.6515,1726.5967,1580.8796,1381.185,1030.1019,773.7443,491.8593,938.6162,5531.0703,3220.0849,1711.1486,1260.5883,1122.037,736.3363,629.2805,1211.2288,596,2849
12,20.2,0,5.2,47,5,408.04,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,575.0636,265.4133,1588.2896,4285.4599,2983.8213,1737.2785,1632.6854,1363.0467,969.8624,739.8342,518.5642,917.6677,5856.163,3368.2159,1827.2281,1202.8287,1031.239,781.8896,603.1871,1183.6785,668,3544
7,18.8,0,4.1,54,7,353.44,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,531.6117,245.3587,1767.7531,4726.6418,3603.8134,2195.13,1817.2075,1424.1124,983.3387,738.2283,517.2304,945.218,6475.0701,4101.3487,2189.5859,1242.7829,1063.2765,822.2108,645.1253,1251.4654,919,4033
15,17.8,0,3.9,55,4,316.84,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,525.7047,242.6327,1764.4197,5036.4511,3959.9339,2209.9354,1934.9565,1288.1108,877.8902,748.1992,517.1761,868.328,6958.4508,4517.9337,2228.6366,1158.4336,1011.7105,796.6975,602.1049,1282.0373,783,2958
3,17,0,3.7,58,6,289,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,505.5709,233.34,1789.9175,5093.2654,4276.83,2340.66,1799.26,1235.5008,907.6589,710.3185,520.7859,866.0344,7167.1793,4661.493,2339.6736,1078.3108,976.5965,763.3756,606.0928,1189.2614,607,2657
5,16.8,0,3.2,55,8,282.24,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,554.015,255.6989,1667.648,5070.1807,4327.4097,2272.7814,1749.4017,1224.611,911.9244,667.9973,502.3371,858.8942,7070.6149,4630.6289,2266.2317,984.6311,930.2922,719.0756,581.0456,1157.4871,553,2977
10,16.3,0,4.3,59,9,265.69,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.5367,276.2474,1407.1539,4909.7074,4134.6617,2235.3539,1649.2879,1169.5522,830.7212,644.2973,488.5872,828.8527,6868.7358,4374.4678,2152.2414,909.2036,900.4621,705.9782,584.8917,1195.5727,592,3002
4,15.9,0,2.7,59,8,252.81,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.9774,190.6044,1177.2279,4619.1741,4114.3054,2067.0892,1517.0278,1086.803,755.9178,561.1699,429.4086,846.9829,6633.3927,4193.1446,2000.7738,768.4961,798.6368,653.8433,528.8416,1145.89,420,1444
7,15.3,0,2.4,61,7,234.09,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.0617,202.6433,1148.2683,4521.3807,4009.8869,2028.8679,1482.8424,1049.7804,794.7604,565.8726,425.55,828.0513,6526.9647,4113.6307,1979.5399,767.6149,774.2044,658.0371,519.3332,1164.6567,442,11
3,15.1,0,2.5,59,4,228.01,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.8347,197.9233,1119.1016,4435.642,3938.2379,1947.0312,1442.5651,1085.0781,783.0012,540.0555,418.2803,814.145,6454.6542,4059.2551,1966.071,772.7553,779.0869,654.7084,551.7909,1152.5708,122,0
2,14.9,0,2.9,61,2,222.01,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.4307,178.3521,1033.8675,4252.4641,3831.4771,1932.1863,1422.665,1078.671,764.6578,542.1325,410.9927,847.5169,6399.5079,3997.6727,1986.3389,764.1078,801.7237,656.1246,552.7925,1119.8021,90,0
3,14.5,0,2.5,62,0,210.25,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.0042,183.6939,999.6058,4186.0695,3817.7665,1906.3625,1474.3688,1034.6382,747.8774,539.3677,419.2178,842.897,6253.3251,4007.3167,2000.0873,764.0716,774.6367,646.2177,531.9035,1149.1786,42,0
0,14.2,0,2.2,64,9,201.64,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.6793,180.3131,993.0687,4075.1578,3792.2714,1892.7714,1445.5205,1078.9365,781.033,548.2236,414.106,845.2307,6197.6401,3979.821,1998.346,754.492,775.8781,664.0926,563.1728,1183.6878,46,17
0,14.3,0,5.2,69,9,204.49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.917,178.1148,949.3318,3951.8775,3717.5574,1883.7969,1428.0173,1023.4994,722.604,559.9088,400.5703,853.1956,6173.4151,3952.4024,1984.916,788.1738,787.5706,639.5855,517.642,1196.4881,113,709
1,14.6,0,2.8,68,9,213.16,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.5382,200.0946,907.4856,3917.537,3655.9808,1854.6888,1428.8443,1051.3657,770.5718,578.8876,438.399,885.1879,6058.3656,3889.1095,1963.4412,731.9649,835.3788,676.1268,541.2088,1201.9453,210,1030
3,14.8,0,2.7,69,9,219.04,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.5084,275.7724,1074.8622,3751.3415,3503.0237,1930.3112,1487.2495,1153.7679,871.9166,605.3272,426.9103,904.9697,5974.1007,3813.381,1887.9729,872.9096,879.0649,687.1219,598.5418,1241.3352,520,2622
7,15.4,0,3.8,70,9,237.16,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.4744,229.6031,1124.5433,3688.2904,3092.7892,1718.1385,1479.3585,1203.9763,771.9154,640.2877,466.9647,907.2487,5640.3035,3391.4405,1712.4124,919.8595,896.6635,768.1237,599.1821,1294.3122,821,4389
3,16.3,0,4.2,67,9,265.69,1,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,484.192,223.4731,1233.1723,3651.7164,2939.6776,1648.7332,1469.6099,1332.1082,906.7562,616.8878,496.207,936.3245,5370.8659,3044.1687,1627.0762,1039.0771,981.3914,787.4528,626.4987,1355.5361,555,2709
4,16.8,0,4.2,69,9,282.24,1,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,537.3798,248.021,1433.8905,3678.9537,2856.5987,1671.7239,1532.8491,1358.3953,988.6197,634.7416,507.444,969.6338,5651.6251,3116.516,1623.8911,1074.2403,1004.2474,772.249,668.4724,1382.0973,398,1679
1,16.6,0,5.3,71,10,275.56,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,579.3336,267.3846,1395.0029,3775.797,2838.3285,1709.1792,1539.9828,1226.5831,904.5128,704.128,551.5293,970.1248,5632.2197,3115.3718,1639.0527,1158.7925,1028.7634,785.0451,723.1945,1410.2361,341,1603
5,16.8,0,4.7,74,10,282.24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,582.5761,268.8807,1424.4209,3832.815,2799.6773,1712.1874,1534.2178,1283.6045,930.4076,670.7275,519.3137,932.5276,5629.9114,3113.1485,1734.5587,1122.1932,1046.262,788.7911,677.3925,1244.0508,404,1919
2,16.3,0,5.3,79,10,265.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,710.968,328.1388,1460.0819,3890.1734,2830.4816,1693.2837,1523.1489,1310.7055,953.9521,623.8496,533.7242,943.7959,5681.2407,3057.4542,1647.8397,1150.0949,1068.4411,786.6651,611.1795,1269.5646,465,2185
2,15.7,0,3.9,81,10,246.49,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,608.0346,280.6311,1471.1131,3963.6276,2820.3105,1724.4146,1508.768,1349.0556,991.1855,699.3893,514.9864,989.4173,5707.5966,3052.7842,1673.2748,1179.3341,1061.5581,880.8884,611.5323,1327.6582,498,2136
7,15.8,0,3.5,82,10,249.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,499.7431,230.6501,1374.043,3954.7642,2955.4959,1657.0195,1505.0446,1381.65,941.6819,689.7526,509.7902,930.9155,5701.8653,3165.727,1712.3355,1163.939,1015.6988,848.7088,645.3357,1399.9089,513,2456
8,15.4,0,3.7,85,10,237.16,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,542.0781,250.1895,1377.2765,4105.1622,3046.0536,1692.7247,1567.8653,1299.9552,922.044,694.7584,487.5475,949.8958,5701.6176,3230.4913,1720.8904,1130.0253,1008.7997,834.817,613.2581,1251.519,629,2829
15,15.1,0,3.4,87,10,228.01,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,539.3805,248.9446,1690.2158,4227.337,3225.5829,1806.3814,1584.3898,1298.4518,998.5653,729.9973,489.0055,937.9801,5963.8791,3454.0451,1825.2265,1120.6529,1012.431,774.3018,634.9609,1321.1883,710,3922
12,14.9,0,2.8,87,10,222.01,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,569.9484,263.0524,1999.7894,4937.6847,3975.0642,2199.5179,1858.6106,1440.1637,1080.5394,734.2443,515.017,899.927,7011.5819,4379.8181,2235.071,1095.708,1080.8236,811.1366,634.6163,1251.5041,908,4313
9,14.5,0,3.2,89,10,210.25,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,507.0394,234.0179,2148.6436,5327.4188,4401.6474,2451.511,1952.9037,1336.8028,970.1204,712.5035,524.3773,940.8293,7530.0869,4921.1553,2369.3722,1066.5391,989.7025,808.8382,616.5959,1304.8852,747,3217
3,14.2,0,3,89,10,201.64,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595.2298,274.7213,2147.708,5690.7522,4829.2747,2530.9475,1941.044,1296.83,971.9363,670.0667,499.8095,891.8268,7667.5866,5075.4678,2322.1059,1055.3264,1001.0836,801.938,636.8212,1304.8814,566,3058
5,14.2,0,2.8,89,10,201.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,517.1932,238.704,2016.3014,5784.5528,4934.6045,2513.5219,1961.5716,1175.9359,911.0854,663.6994,452.9087,884.3469,7762.7207,5048.9027,2242.2265,1019.8527,948.5246,743.6133,654.3257,1270.1596,602,3242
7,13.9,0,3,88,9,193.21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.1893,229.4717,1809.105,5660.5421,4866.8219,2431.3136,1794.1068,1162.4946,870.4933,592.1566,449.8132,869.069,7447.8707,4750.3927,2080.0116,963.9985,890.2574,755.3519,637.9192,1211.2652,598,3491
6,13.6,0,3,88,6,184.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372.7849,172.0541,1513.7921,5240.4069,4773.4902,2211.9778,1609.8709,1001.8792,802.9005,539.5902,433.3428,855.3335,7023.506,4457.1023,1938.8439,822.1571,796.2962,671.1402,555.6335,1097.4876,525,2170
4,13.2,0,2.5,85,10,174.24,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.1413,152.3729,1427.0606,5129.0032,4571.3386,2138.0018,1595.8684,972.3499,771.1246,508.5637,424.2418,857.5959,6845.5795,4306.8309,1854.3323,795.5928,759.328,654.5988,545.8556,1105.538,390,2
5,12.8,0,2.6,86,9,163.84,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.1337,169.4462,1407.202,4825.1046,4313.0438,2068.3272,1529.2211,1007.579,774.3634,525.3473,407.2192,864.1846,6657.1699,4205.3857,1821.9313,808.9499,752.5319,663.9906,518.9808,1126.2621,116,0
0,12.6,0,0.9,86,9,158.76,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.7625,178.044,1345.0908,4542.1037,4141.4343,1993.0927,1433.1346,994.1861,770.8139,511.4947,396.9468,838.101,6429.8618,4032.5991,1816.284,809.7425,758.4583,668.1481,533.7294,1146.8531,90,0
0,12,0,1,87,4,144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.9486,180.4373,1198.2516,4274.257,4010.6414,1939.3704,1434.0376,1005.466,747.6739,506.2737,403.7837,846.9953,6288.152,3907.5628,1808.3018,813.5053,760.5268,651.8957,529.1146,1143.0713,52,0
0,11.2,0,1.2,88,1,125.44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.317,175.0693,1115.3048,4057.6159,3926.0473,1946.1973,1425.2993,997.071,767.618,502.8391,413.8329,849.1483,6155.3131,3877.8847,1839.9968,801.7229,750.4397,661.8027,511.4445,1108.1849,61,16
0,10.8,0,0.6,92,6,116.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.1911,179.6267,1004.5318,3849.9273,3771.5039,1902.8514,1414.8526,1011.9413,750.381,546.8702,408.7022,901.1223,6029.9402,3860.2236,1795.7157,798.2201,715.1259,656.7845,525.8351,1145.0446,136,781
0,10.5,0,1.1,93,7,110.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.669,173.847,921.2171,3782.4867,3685.908,1876.6755,1413.4599,994.6511,750.6431,505.2468,417.725,873.4768,5845.4399,3752.4569,1811.8466,813.0802,730.8662,675.5813,522.1224,1187.5212,163,691
2,10.7,0,1.5,93,9,114.49,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.8714,173.4791,884.8624,3669.0561,3651.9423,1866.0698,1384.2073,1089.3051,701.7116,497.0335,365.0979,859.2553,5682.4097,3690.3251,1793.7339,817.4652,734.8101,671.5644,534.1477,1149.5779,174,925
5,12.2,0,1.6,90,9,148.84,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.0171,186.0077,925.8572,3540.5568,3483.8036,1821.5908,1394.1945,1046.2074,694.0107,518.0172,379.9285,839.3914,5471.3526,3592.5038,1693.3215,766.7323,741.7972,666.3846,515.3936,1165.4566,300,1434
3,14.3,0,1.4,80,9,204.49,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,498.841,230.2338,930.6564,3545.6792,3380.502,1888.3902,1397.8693,1116.1286,747.7505,564.5948,400.8005,847.637,5259.8143,3504.2608,1700.3396,844.6577,810.1385,665.9095,515.2061,1212.5647,341,1760
1,16.7,0,2,67,9,278.89,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,519.6306,239.8294,939.8445,3589.8004,3324.72,1940.0199,1538.4879,1177.2524,760.8167,616.6487,425.3087,827.4212,5208.8938,3421.67,1803.4163,871.6955,871.4537,704.383,553.7941,1214.6519,343,1790
7,18.6,0,2.3,54,9,345.96,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,529.7972,244.5214,1081.2734,3644.231,3372.2628,1950.7576,1680.8035,1123.6065,864.0366,635.8229,418.6608,919.1688,5186.9976,3502.1122,1924.548,970.6124,926.1259,751.9578,588.2556,1106.5461,379,1946
4,19.8,0,2.3,48,9,392.04,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,626.0543,288.9479,1197.2015,3859.5385,3490.3899,2040.5722,1689.2643,1222.4988,899.9011,641.3086,432.5133,904.126,5303.7211,3701.5999,2108.7231,1019.0705,978.0546,750.7662,533.5316,1250.8934,461,2407
12,21.7,0,1.9,41,9,470.89,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,664.1594,306.5347,1243.3448,3935.7125,3529.1629,2089.0203,1681.1394,1232.7756,898.3205,616.521,458.48,964.8856,5509.7809,3873.6285,2020.2507,940.9439,962.8872,775.9027,558.8815,1155.431,522,2649
5,23.4,0,2.4,32,8,547.56,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,554.6152,255.9758,1274.4753,4069.4144,3560.4977,2099.4365,1722.8667,1193.9986,852.2273,609.6666,438.1035,994.3396,5603.1807,3870.0457,2081.2023,1078.0693,955.5924,731.862,558.122,1144.9799,534,2610
5,24.7,0,2.2,22,8,610.09,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,557.2845,257.2077,1329.7229,4111.8707,3680.647,2093.9292,1765.0666,1196.4192,944.4524,570.9298,457.5406,851.4012,5699.7896,3914.6882,2150.8019,1088.2148,929.3495,738.3094,561.6388,1107.754,558,3084
10,25.1,0,2.1,23,8,630.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,721.1378,332.8323,1461.2302,4197.1537,3892.5701,2134.644,1769.0435,1120.4866,860.3376,587.0248,451.8185,864.6412,5964.0814,4084.2287,2111.6119,1050.718,934.202,778.1722,565.2282,1092.7805,585,3311
4,24.7,0,2.2,24,8,610.09,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,570.9716,263.5247,1712.3153,4617.4906,4221.2984,2246.6988,1796.3064,1103.6252,966.5995,646.3963,469.9148,870.3972,6632.0883,4346.1323,2121.8272,1038.0158,860.7826,807.7241,588.0853,1226.7444,635,3357
1,24.3,0,0.6,24,8,590.49,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,565.6648,261.0754,1851.9248,5123.4185,4504.7042,2338.7964,1719.4382,1165.9039,883.0987,643.0909,443.1711,882.5971,7154.2295,4644.1074,2088.4028,1045.9737,882.6824,774.3048,610.2341,1199.2763,571,3075
6,22.8,0,0.9,28,7,519.84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,580.4918,267.9185,1946.2936,5506.4665,4961.2957,2458.0389,1749.0709,1131.4579,866.2792,603.592,491.4431,851.2411,7363.2222,4994.5811,2196.4417,1067.8999,870.6318,767.173,580.7334,1261.196,507,3127
4,20.8,0,2.3,40,6,432.64,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513.0407,236.7875,1999.4005,5696.3154,5322.4776,2624.3973,1772.4963,1104.8189,865.7979,575.3114,450.8347,889.3027,7690.8633,5127.3393,2261.4162,1047.2254,903.3845,725.4701,599.9221,1206.4658,531,3283
8,19.3,0,1.4,44,3,372.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,427.4006,197.2614,1987.8687,5754.6191,5367.5626,2662.4572,1800.3501,1097.3023,887.1022,573.1041,470.5331,895.0429,7710.025,5202.2896,2254.3027,943.0799,893.7341,680.8983,570.7399,1219.4135,561,3570
2,18,0,2,47,5,324,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.1002,196.6613,1764.9255,5554.2117,5213.588,2559.9112,1761.7311,1116.8002,879.6441,569.7931,430.2144,924.7691,7443.4014,4842.5555,2115.4654,920.3106,910.8842,690.149,559.6633,1255.3302,523,3862
3,17.1,0,2,55,0,292.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370.1569,170.8413,1372.5961,5196.7421,5046.6701,2401.9957,1678.5337,1048.5523,808.6235,512.185,400.6795,829.2181,6951.0856,4517.9861,1985.7381,807.4365,760.2808,628.9358,544.5259,1139.8064,444,2232
1,16.8,0,2,60,0,282.24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.9571,175.3643,1252.4779,5069.4875,4854.3961,2265.0324,1616.8991,1016.8186,765.3562,499.8865,368.0771,835.5516,6718.9296,4331.0264,1878.4986,803.8374,745.7898,629.6271,530.4448,1106.9163,135,1
3,17.1,0,2.5,57,6,292.41,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0927,189.2733,1214.3756,4914.5596,4630.0583,2109.0154,1581.6177,1020.1252,780.4501,533.1022,378.1623,827.2065,6574.0737,4158.199,1860.8329,773.3317,753.8773,619.3895,524.9582,1088.5935,35,0
0,17,0,2.3,58,7,289,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.356,180.626,1096.5995,4594.3605,4385.9114,2009.7895,1495.936,1001.5682,780.7716,547.2617,394.984,830.1794,6389.0635,4068.0896,1829.5276,753.1415,746.9015,637.4319,522.9878,1089.8194,22,0
2,16.3,0,1.5,60,6,265.69,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.2429,192.5736,979.0393,4379.0593,4183.1402,1935.5677,1450.4899,1002.7507,774.03,554.42,409.0641,821.4302,6181.6548,3940.8153,1792.8001,744.6947,743.964,623.8197,529.6537,1124.5757,27,0
1,16,0,3.4,76,8,256,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.4832,183.9152,931.3791,4172.8464,4032.1238,1899.0802,1469.8585,1025.5047,774.7703,522.6278,397.2034,833.9065,6089.3056,3858.5409,1788.4048,726.8571,747.39,642.4656,519.3584,1104.7433,50,11
0,15.5,0,2,81,10,240.25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.4738,187.1415,851.2035,3965.3045,3858.1917,1816.3172,1460.8819,1007.2091,735.0314,525.5683,399.2514,844.293,5885.9745,3794.7626,1780.8079,738.2035,735.1515,591.7307,537.1567,1140.8662,120,555
0,15.1,0.1,0.9,87,10,228.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.245,187.0355,815.2478,3853.7122,3750.4152,1796.2647,1411.9647,1015.4074,742.0812,494.9977,412.2044,813.8775,5707.8782,3718.7296,1752.8039,730.4093,742.5597,631.6392,564.7424,1117.3774,137,551
0,15.1,0.1,0.1,90,10,228.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.175,194.8498,781.8886,3666.0307,3623.8352,1830.6436,1407.1936,1031.8418,779.1533,516.2435,410.6677,792.8515,5610.849,3668.8755,1733.6497,740.7747,743.1653,613.7216,565.9512,1128.4058,112,573
1,15.5,0.1,1.7,91,10,240.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.6206,183.5169,797.0373,3545.7907,3540.6594,1812.6312,1390.661,1018.9203,797.3406,526.0653,400.4098,801.4798,5442.2597,3588.3259,1692.1828,763.0034,749.0329,604.7137,542.8767,1082.7364,201,1050
3,16.1,0,1,88,10,259.21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,442.1232,204.0565,857.1799,3514.1143,3467.0656,1825.4407,1427.6217,1071.9245,784.5813,535.1183,384.986,793.0272,5211.8065,3495.7144,1674.5705,760.413,773.5057,627.8743,550.3921,1155.7947,226,1285
0,17.7,0,1.5,81,9,313.29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481.0058,222.002,937.2982,3464.4391,3382.187,1783.7623,1447.4811,1035.5513,841.7786,530.5647,377.3105,767.3775,5171.4107,3453.9136,1724.1316,775.822,777.3519,608.7871,564.5875,1170.9871,244,1279
