"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X23_24","m0","m10","m5","m20","m25","m30","m35","m45","m55","m60","m65","m70","f20","f25","f30","f45","f50","f60","f65","f70","bus_passenger","sub_passenger"
2,27.5,0,1.7,49,0,756.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,677.2692,312.5853,707.9422,2647.9756,2692.0909,1586.7084,1336.2121,1007.9885,800.3755,557.187,341.5145,773.2619,4300.0541,2658.2333,1472.4265,905.1829,864.143,613.602,561.0885,1121.2946,299,1628
3,28.8,0,2,49,0,829.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,674.0745,311.1107,743.0005,2725.9206,2680.3433,1556.7748,1294.5987,1002.6741,795.0182,552.3058,330.6119,699.7699,4463.4839,2734.7633,1472.5181,943.4179,853.1917,633.8902,573.0931,1114.1796,332,1744
4,29.5,0,2.1,45,0,870.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,581.9698,268.6011,791.5653,2797.9059,2633.8759,1570.4685,1339.088,1042.3704,792.8967,549.7122,340.4833,735.4199,4464.9444,2747.6293,1489.6742,950.6708,832.1126,663.239,579.4723,1116.5174,345,1960
4,30.2,0,2.1,38,1,912.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,670.9934,309.6886,898.4364,2892.3257,2635.9074,1579.3517,1309.1155,1092.4797,777.7148,563.2097,389.3249,776.2707,4381.0362,2727.2886,1510.157,938.2722,852.9839,693.542,566.0388,1083.8463,453,2291
4,30.5,0,1.7,38,4,930.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,710.0211,327.7018,994.7412,2909.7077,2705.6617,1620.4054,1320.7199,1073.1948,763.0631,552.7575,382.2316,772.5652,4291.9522,2719.4003,1441.127,942.2137,872.6485,645.0645,568.6497,1114.4785,425,2453
3,29.9,0,2.2,32,7,894.01,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,747.4727,344.987,1042.2401,2926.7253,2700.3048,1583.7658,1295.6593,1127.7508,756.5671,605.5389,378.7331,751.4674,4370.9132,2739.7423,1464.7176,914.2123,878.7825,654.8669,540.0379,1172.6445,459,2482
3,28.7,0,1.4,37,7,823.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,712.5557,328.8715,974.4246,3101.0753,2823.7247,1614.5327,1327.7119,1129.742,784.8834,615.4679,388.2342,761.0552,4535.3823,2714.9448,1480.3701,928.8661,892.9919,663.2922,534.2877,1106.2406,371,2107
5,27,0,1.8,44,6,729,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,582.192,268.7035,970.5871,3329.376,2970.5902,1655.9932,1362.3974,1093.1904,770.4026,645.4288,372.3933,745.4184,4613.7655,2776.0617,1517.6292,949.9097,858.1431,670.4146,505.4346,1068.7538,339,1922
6,25.5,0,1.5,51,7,650.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,636.6541,293.8399,881.9738,3349.7939,3062.4457,1687.5619,1373.0115,1061.1664,754.8458,597.6762,385.1872,752.2178,4709.1419,2886.8278,1580.6803,984.8676,856.571,667.775,517.4894,1088.7372,345,2082
3,24.4,0,2,55,5,595.36,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,589.1949,271.9358,759.1877,3296.5263,3095.6851,1560.3101,1232.188,1080.9662,805.1998,582.1415,390.6981,807.8784,4696.6332,2814.4155,1471.0657,964.4988,807.5842,706.611,493.7509,1134.1052,425,2127
7,23.8,0,3,51,9,566.44,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.4249,269.2728,733.7258,3231.7142,2949.7441,1492.7354,1249.7475,1046.9765,773.2725,566.8685,380.0383,775.527,4385.9153,2736.0298,1395.1559,915.9534,801.1071,687.9379,489.9511,1092.6636,367,2070
5,23.1,0,2.5,51,7,533.61,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.7546,240.3479,660.1419,3042.116,2777.5139,1528.4076,1170.5771,939.8171,717.9651,525.8445,347.839,716.1833,4192.2061,2583.8647,1354.7642,761.4632,762.5362,599.1418,464.6649,1050.6642,338,1229
1,22.7,0,3.4,49,8,515.29,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.4138,238.8063,636.9019,2894.9648,2720.2566,1436.2911,1140.22,886.0095,685.8947,505.6307,369.7636,726.6908,4042.8078,2506.0826,1291.8366,790.2007,741.0711,581.8107,459.7286,1011.1697,146,83
3,22.2,0,2.6,48,10,492.84,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.1339,214.6768,592.7907,2747.879,2553.2419,1399.76,1107.4621,873.5779,676.2143,505.6807,359.903,738.6837,3870.728,2426.9062,1249.4056,758.8709,765.2748,593.0532,473.6607,1075.157,87,14
5,21.1,0,2.6,51,8,445.21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.2968,213.3673,538.0342,2571.5945,2431.094,1349.8707,1062.382,883.5093,669.6488,513.4304,373.7952,721.573,3771.9608,2330.5698,1253.1249,746.4126,764.7054,605.7522,471.1237,1067.2186,63,0
3,20.7,0,2.3,51,6,428.49,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.265,211.5062,556.0171,2436.1118,2372.8706,1323.1719,1049.4499,873.3488,688.5445,500.8374,376.1734,732.1742,3721.6511,2303.1438,1238.6401,733.2622,750.9517,590.3381,483.1422,1059.0862,25,0
1,19.9,0,2.6,54,8,396.01,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.7031,230.1701,551.6414,2293.3721,2292.8632,1276.7612,1039.1864,882.3143,681.2416,513.2583,371.3528,755.7448,3604.5026,2263.4351,1213.9574,753.6477,749.8361,558.524,494.2296,1073.2897,35,4
0,19.6,0,1.7,55,7,384.16,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.8924,225.6423,498.8731,2175.1853,2196.7493,1267.0778,1003.7538,877.6791,676.6491,514.6414,372.5848,769.3774,3552.0073,2221.6376,1238.6184,762.6779,768.2033,554.3117,497.891,1062.7807,86,415
1,19.2,0,2.6,57,8,368.64,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.7698,238.9703,436.8703,2053.4068,2104.8368,1261.9835,989.0376,888.9799,698.6049,513.6919,360.9469,759.552,3472.3115,2183.9925,1226.7626,756.6988,780.1794,577.6361,486.3248,1065.9623,91,434
0,19.1,0,2.1,58,8,364.81,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.5873,250.4243,428.1953,1989.788,1998.6423,1232.8975,974.7119,857.1293,713.1145,512.0775,351.7076,763.3092,3406.434,2062.7481,1182.2569,748.5746,772.4784,547.385,473.3299,1037.2202,95,570
1,19.8,0,2.2,59,9,392.04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.9774,270.9122,404.4883,1953.8768,1929.4377,1205.4449,938.1008,879.5286,691.5913,506.0273,325.6822,804.4385,3310.8266,2030.1056,1176.4177,717.8461,763.5606,527.6372,461.1851,1065.1232,143,634
0,20.6,0,2.3,55,9,424.36,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,555.4363,256.3548,408.596,1906.5033,1859.3067,1146.2294,918.7374,919.8095,707.6767,504.6497,353.3036,705.087,3183.6321,2012.464,1120.1038,752.3371,796.3816,555.4114,469.2942,1008.1084,126,771
1,21.9,0,3.4,53,8,479.61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,616.7954,284.6742,476.6627,1895.1661,1868.3531,1163.945,947.2215,917.0395,712.402,516.6309,343.7256,715.2787,3185.7131,1962.1152,1110.4594,778.6229,790.849,539.2184,477.934,1070.8913,129,838
4,24.8,0,3,44,7,615.04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,667.1937,307.9349,466.6305,1902.7417,1797.9406,1194.3841,995.4657,902.255,725.8819,493.0315,325.6669,733.2676,3244.8633,1966.4744,1116.6329,784.7712,835.2356,577.6724,460.163,1128.314,184,1032
3,25.5,0,2.7,42,7,650.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,674.964,311.5214,553.9323,1957.1719,1850.6263,1224.2503,1026.0406,1000.0842,727.4007,533.4732,339.603,719.0287,3226.7133,2003.9297,1137.9111,838.9968,842.8625,619.8819,473.9344,1137.5066,243,996
4,27,0,3.1,39,7,729,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,665.1993,307.0146,640.2779,2029.0003,1878.3024,1191.9445,1008.3954,966.9699,766.7088,541.4088,354.9914,790.2676,3317.593,2043.8253,1123.1483,898.639,818.8204,591.6279,501.027,1181.423,211,1237
2,26.9,0,4,40,9,723.61,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,751.8648,347.0138,650.6918,2140.4836,1979.6706,1232.7063,1027.7476,949.2184,763.6912,569.6176,365.5033,736.2318,3368.2093,2142.3445,1231.5398,898.8304,864.7417,571.3,523.6302,1120.5245,248,1306
3,27.8,0,3.6,42,8,772.84,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,708.2487,326.8833,693.9365,2171.6363,2045.127,1324.5573,1069.3489,1018.1851,696.5408,534.4921,375.5646,741.9084,3321.2801,2122.0111,1255.2521,867.4563,844.0183,565.3669,547.9879,1161.9601,290,1490
2,28.1,0,2.6,43,8,789.61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,621.2687,286.7391,723.2377,2159.8616,2147.6498,1444.3915,1072.4849,1000.2841,774.19,578.9087,390.8902,705.0825,3411.8567,2160.9878,1208.0269,863.2005,813.7213,629.0179,483.0398,1136.2113,377,1556
5,27.8,0,1.4,43,7,772.84,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,712.0571,328.6413,793.8286,2467.3431,2283.3826,1426.7271,1114.197,975.9693,779.146,585.2101,417.7262,774.2983,3663.659,2310.9271,1218.8814,871.1925,844.399,651.437,501.6091,1101.0571,408,1641
0,26.9,0,2.2,46,8,723.61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,621.4189,286.8081,870.6116,2575.7544,2524.4877,1499.7017,1220.4607,1017.6716,771.7326,586.1749,416.3405,718.3135,3838.9118,2391.6712,1157.5009,921.8741,875.4295,638.3847,510.6515,1067.7098,341,1580
5,25.9,0,1.4,51,9,670.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,553.3815,255.4063,875.4124,2912.5685,2677.3532,1572.9216,1182.3947,993.9787,871.3517,569.1254,399.7732,756.7648,4025.7213,2508.0474,1291.3423,955.767,838.2726,638.0487,527.7498,1105.623,322,1536
8,24.8,0,2.1,57,9,615.04,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579.4569,267.4416,933.48,3123.4141,2952.5317,1624.7748,1223.1621,965.626,849.1238,573.4759,391.5458,759.5565,4149.4798,2591.9863,1295.8974,853.8272,811.0969,627.1395,521.9761,1121.6641,296,1601
5,24.5,0,3,61,8,600.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,482.1344,222.5232,882.5861,3288.579,3045.6917,1635.3737,1298.7988,992.4225,798.6369,551.2829,400.8055,703.8268,4337.5376,2682.1565,1246.4198,869.6417,799.1501,616.9805,503.865,1121.4984,309,1671
4,24.1,0,3.3,63,9,580.81,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.9873,208.6092,803.7775,3126.5382,3003.6802,1591.2098,1291.563,992.9076,798.8928,575.8414,411.1341,736.6182,4237.8414,2609.634,1217.2337,878.7863,761.2588,609.4571,502.3233,1149.06,352,1699
5,23.7,0,3.6,63,9,561.69,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.2752,161.2037,686.5967,3061.0019,2968.8376,1572.2381,1288.3551,924.5634,756.3722,517.8124,356.9043,720.6503,4109.1134,2498.9198,1272.3739,761.4742,685.7544,607.7794,483.1697,1018.6835,208,1074
0,23.2,0,2.9,64,9,538.24,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.1641,170.8449,612.2314,2922.9092,2838.2934,1470.0397,1170.5792,882.8789,702.5562,518.4338,359.8274,727.7792,4061.4786,2409.1341,1215.9307,756.6095,691.1526,589.7484,467.8725,1008.7218,338,121
5,22.7,0,3.1,67,10,515.29,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.6643,156.3063,642.1935,2843.8761,2785.6787,1479.6528,1167.4446,912.4764,707.9105,524.1216,373.413,742.5062,3992.2298,2433.2942,1225.253,752.6001,690.3882,606.1909,486.5142,1049.9076,127,38
1,22.3,0,3,67,10,497.29,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.7722,160.5101,555.3683,2775.3473,2677.9884,1421.0397,1152.2177,879.7007,716.7755,538.589,381.9294,733.0005,3910.0883,2366.8924,1195.1864,749.4452,681.4768,614.5807,479.5848,1080.0089,113,2
1,22,0,2.6,67,9,484,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8152,171.1454,552.3847,2643.6658,2581.839,1416.8404,1150.6877,870.421,725.0133,516.5332,387.913,761.6864,3873.203,2285.8135,1176.7594,742.887,680.2285,598.3736,472.9579,1086.4976,50,0
0,21.8,0,1.2,68,10,475.24,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.3877,174.1784,576.7306,2510.4243,2448.9426,1401.0346,1163.234,854.2877,706.5395,502.6855,388.8036,721.9749,3826.6036,2246.0238,1197.0772,749.1568,712.1288,615.5833,475.2543,1115.0339,19,4
0,21.4,0,2.2,71,6,457.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.4132,173.7289,515.6586,2367.8208,2342.859,1379.4787,1078.248,870.3932,692.675,528.7919,372.1924,736.5599,3756.0551,2202.5349,1177.2894,773.4985,704.3451,599.5056,467.0419,1095.5556,69,229
0,20.9,0,2.4,73,8,436.81,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.2673,182.4308,490.4982,2282.0117,2347.7409,1386.3429,1103.0375,852.2796,661.1731,490.0512,380.3217,728.9232,3741.5463,2190.9832,1173.8534,740.646,707.5101,602.7938,482.4122,1092.574,86,289
0,20.6,0,2.3,75,7,424.36,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.8037,187.2936,478.9905,2220.7118,2287.7778,1373.4771,1123.372,834.7779,717.0166,510.8065,370.3804,699.9623,3632.7127,2166.1961,1183.1933,739.7513,710.6214,599.2265,491.7814,1062.2043,85,446
1,21.9,0,2.3,70,8,479.61,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6633,169.2289,494.5661,2147.8464,2285.9248,1361.8229,1078.6279,856.8968,740.9558,513.4803,370.1422,702.7781,3528.899,2126.5613,1174.4653,789.8287,704.8523,606.5618,507.5067,1086.1303,135,698
1,23.3,0,3,66,8,542.89,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374.0352,172.6312,480.8618,2099.5278,2215.6307,1364.2843,1080.5477,911.0294,765.4683,517.2749,367.6179,683.8876,3455.3884,2090.1468,1164.4058,807.2226,715.3861,637.3589,535.1496,1121.4837,149,958
2,24.9,0,2.9,62,8,620.01,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,397.0934,183.2733,496.2637,2077.4062,2243.2429,1353.4858,1165.3659,917.2496,764.1194,535.6681,402.5183,726.326,3500.1469,2105.5073,1223.5721,800.3849,829.6978,673.696,562.8309,1134.1484,170,997
3,25.3,0,2.6,59,8,640.09,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,588.9029,271.8011,526.7846,2140.4096,2269.8098,1388.529,1233.0572,963.8499,801.3652,540.4175,382.7393,679.6322,3557.8652,2165.0126,1280.4377,853.3886,864.9638,649.1133,554.0874,1098.459,201,1091
1,25.2,0,2.3,59,10,635.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545.3922,251.7193,646.7189,2307.8147,2317.6681,1403.3832,1278.9552,1039.9778,822.9358,505.8951,399.1053,705.5177,3677.1687,2327.4557,1304.3104,922.564,866.1,668.5852,551.5984,1068.527,272,1350
4,25.7,0,2,58,10,660.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,601.5723,277.6483,806.945,2449.4901,2535.6079,1497.9541,1314.2682,1049.991,759.5524,595.0322,330.2783,657.8636,3716.3329,2492.989,1387.2325,896.8362,864.8791,653.5311,573.3936,1070.8514,283,1589
5,26.4,0,2.3,54,10,696.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,657.7664,303.5842,909.4566,2597.6813,2611.6973,1535.3893,1331.9879,1024.1459,788.8286,580.5934,357.0415,741.2891,3949.3549,2668.3433,1417.523,918.9556,843.7175,666.3955,548.4841,1082.2375,332,1650
3,25.9,0,2.4,54,10,670.81,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,667.6078,308.1263,1025.3668,2743.1887,2711.696,1598.4844,1311.5608,997.8677,813.7111,561.4039,377.2249,734.6692,4253.6017,2674.4621,1397.0006,854.3737,892.6653,683.6935,548.0226,982.4914,423,1936
5,25.4,0,2.1,58,10,645.16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591.2551,272.8866,1162.3051,3026.3528,2866.311,1656.2643,1358.8122,1073.2844,780.5045,527.302,393.3208,772.4017,4499.109,2796.395,1421.8583,901.4605,900.9768,637.5323,538.8403,1023.1227,510,2231
5,24.9,0,1.3,67,10,620.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,708.7297,327.1054,1229.9961,3377.3555,3262.996,1827.8217,1458.7589,1083.48,815.5907,524.1283,392.1719,743.3739,4870.7671,3092.1849,1588.4924,976.5637,891.6257,622.9476,578.1778,1069.268,465,2368
0,24.3,0,2.2,70,10,590.49,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,656.8394,303.1558,1431.0185,3745.5434,3681.7709,2003.847,1469.7428,1079.4668,781.9489,544.805,388.1856,808.4398,5375.0068,3448.9444,1727.8168,949.9712,871.313,695.4041,548.2698,1030.7519,485,2209
3,23.3,0.1,1.7,79,10,542.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,642.8993,296.7225,1368.1439,4127.8264,3979.529,2042.0595,1462.6093,1109.9895,808.4027,547.2462,372.6182,772.8752,5734.0864,3707.9509,1762.9019,842.7387,876.6178,681.2508,523.7023,1024.6136,398,2009
0,22.9,0,1.9,79,9,524.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,583.9194,269.5011,1260.3986,4283.043,4105.3562,2153.3048,1454.8369,1091.1325,821.6806,569.7851,373.0031,791.6844,5806.8872,3695.3155,1813.6502,873.696,881.6214,691.8515,532.3161,1066.7316,434,2657
5,22.7,0,1.4,78,8,515.29,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,511.9102,236.266,1126.8378,4271.5822,4051.3762,2129.3601,1443.3192,1117.3775,832.9782,539.9521,372.3422,820.1924,5757.6159,3666.1313,1848.6374,830.2362,819.6987,691.6935,546.3295,1039.807,423,2563
4,22.2,0,1.6,81,9,492.84,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.6187,233.3622,1054.7998,4178.4764,3959.8927,2059.6406,1389.3803,1068.7522,799.4229,533.2792,361.3855,753.6672,5454.7462,3502.4907,1758.1795,744.244,819.4856,664.7523,533.1022,1019.2787,395,2650
2,22,0,1.3,81,6,484,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342.9705,158.2939,866.3983,4028.4693,3832.2845,1854.1077,1404.5114,975.0889,780.7798,498.4895,371.2341,755.6391,5297.4911,3349.6924,1628.3218,749.2801,768.4422,624.0426,471.2335,986.1298,384,1812
4,21.9,0,1.6,82,8,479.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.3512,164.4696,788.1526,3940.7502,3738.7552,1822.7931,1357.7368,959.6815,776.8326,497.6816,390.9352,743.6166,5239.6334,3267.9242,1585.1281,767.1261,756.8105,627.58,472.5575,982.7935,172,1
4,21.7,0,1.9,82,8,470.89,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.7392,172.033,719.0528,3747.1349,3606.0002,1759.3539,1293.159,969.6725,777.8378,504.7999,387.9761,742.3993,5098.0801,3215.1913,1568.9218,779.6352,754.8875,632.1175,463.4397,1017.8042,37,0
0,21.4,0,1.6,83,7,457.96,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.6483,161.8371,748.7683,3583.6375,3406.9941,1733.1708,1255.4289,973.7517,762.825,511.6302,389.3055,733.7593,4925.0384,3120.8026,1525.4192,764.3516,752.8973,625.2775,509.9467,995.5089,43,0
0,21,0,1.8,84,7,441,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.9695,161.9856,717.2697,3257.3124,3315.4103,1704.3935,1277.101,961.0852,799.7258,490.7536,404.632,736.1486,4780.5772,3076.2696,1530.2068,796.6862,772.5068,649.8256,494.4851,1009.3447,20,0
3,20.8,0,1.4,84,2,432.64,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.0971,166.6604,673.0035,3104.9832,3172.1741,1661.6416,1287.6454,954.0296,814.6267,496.0628,384.9644,753.8824,4637.3609,3001.8616,1512.8449,801.9976,771.462,624.6551,481.252,1028.2235,37,17
1,20.6,0,1.3,84,8,424.36,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.4373,161.2784,573.2649,2944.9099,3018.6366,1608.0013,1261.9616,968.5186,767.5189,489.6681,372.8052,764.8232,4525.0479,2925.8936,1487.9204,810.7029,763.7647,612.2023,507.6587,1035.6682,109,377
0,20.3,0,1.5,85,8,412.09,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.7121,178.0207,566.2688,2807.8793,2941.9949,1594.1044,1216.8495,980.869,765.6785,469.232,383.5313,749.5304,4447.8566,2869.5675,1473.2925,792.8462,763.2644,624.8457,510.4577,1089.765,87,364
0,20.5,0,1.2,84,7,420.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.9026,176.7239,541.1411,2718.9774,2877.3409,1561.0172,1172.4991,928.8243,789.0923,498.9046,387.2795,701.9244,4293.1203,2787.3832,1412.3468,784.1655,797.4599,606.868,510.519,1059.0781,110,526
3,20.9,0,1.7,86,7,436.81,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1597,191.6118,541.2184,2648.0832,2882.142,1570.8684,1196.3179,952.2478,783.0729,493.07,391.5371,738.5304,4228.7134,2741.7518,1404.0976,799.0584,793.6849,662.6554,502.7919,1061.088,176,867
6,22.6,0,1.3,81,5,510.76,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,465.9594,215.0579,558.1189,2690.8765,2847.7338,1572.206,1227.9931,962.2877,782.2213,506.4207,378.1529,751.0409,4177.0611,2737.2002,1423.7896,837.989,825.3396,639.6641,509.3531,1100.664,200,1086
1,25,0,1.7,73,6,625,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,527.191,243.3184,600.2662,2758.2346,2804.4703,1609.4664,1277.976,1012.5918,825.834,543.2436,392.1999,728.0431,4200.6053,2728.0456,1516.3709,896.6428,865.5134,607.2401,524.0967,1030.9201,194,1078
4,26,0,1.7,69,8,676,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,632.1335,291.7533,684.58,2868.6075,2927.6768,1636.1794,1430.2902,1064.8915,818.363,549.8161,400.7091,682.8288,4449.3265,2913.7954,1615.7792,945.1477,873.2546,650.4149,559.0595,1074.6566,267,1230
2,26.6,0,2.1,68,9,707.56,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,703.5307,324.706,871.6916,3126.9406,3117.31,1761.7188,1524.0353,1098.4252,836.1882,535.9715,378.3355,708.8819,4797.039,3169.1424,1711.5008,963.6282,875.8541,707.1021,534.0151,1127.4944,313,1457
7,27.1,0,0.9,62,10,734.41,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,828.7393,382.4948,1012.1203,3327.5578,3193.0411,1881.7464,1517.3075,1092.5352,863.3272,549.7493,398.3817,762.023,5021.6124,3298.4654,1833.5367,1002.558,919.7621,683.4354,554.5466,1134.2069,409,1637
4,27.3,0,0.6,63,10,745.29,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,787.673,363.5404,1142.8504,3501.9047,3300.111,1876.1412,1578.2478,1068.4589,867.2871,582.1854,399.1583,744.2858,5255.1711,3453.4186,1801.7317,1053.8636,1000.9688,718.7925,538.7199,1131.5693,414,2056
2,27.1,0,1.5,61,10,734.41,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,877.0149,404.7757,1290.1396,3772.4874,3519.4167,1884.3535,1613.5203,1102.7679,909.9237,559.6986,445.6014,802.6286,5468.7593,3524.0041,1855.8107,1026.0743,988.1513,664.5514,554.4094,1159.3087,583,2582
